county,precinct,office,district,seats,party,candidate,votes
Madison,0001 ADAMS 1,Registered Voters,,,,,1023
Madison,0002 ADAMS 2,Registered Voters,,,,,1178
Madison,0003 ADAMS 3,Registered Voters,,,,,5
Madison,0004 ADAMS 4,Registered Voters,,,,,955
Madison,0005 ANDERSON 1-1,Registered Voters,,,,,670
Madison,0006 ANDERSON 1-2,Registered Voters,,,,,1038
Madison,0007 ANDERSON 1-3,Registered Voters,,,,,853
Madison,0008 ANDERSON 1-4,Registered Voters,,,,,542
Madison,0009 ANDERSON 1-5,Registered Voters,,,,,1072
Madison,0010 ANDERSON 1-6,Registered Voters,,,,,907
Madison,0011 ANDERSON 1-7,Registered Voters,,,,,1019
Madison,0012 ANDERSON 2-1,Registered Voters,,,,,709
Madison,0013 ANDERSON 2-2,Registered Voters,,,,,479
Madison,0014 ANDERSON 2-3,Registered Voters,,,,,727
Madison,0015 ANDERSON 2-4,Registered Voters,,,,,758
Madison,0016 ANDERSON 2-5,Registered Voters,,,,,531
Madison,0017 ANDERSON 2-6,Registered Voters,,,,,660
Madison,0018 ANDERSON 2-7,Registered Voters,,,,,744
Madison,0019 ANDERSON 2-8,Registered Voters,,,,,635
Madison,0020 ANDERSON 3-1,Registered Voters,,,,,810
Madison,0021 ANDERSON 3-2,Registered Voters,,,,,1015
Madison,0022 ANDERSON 3-3,Registered Voters,,,,,903
Madison,0023 ANDERSON 3-4,Registered Voters,,,,,865
Madison,0024 ANDERSON 3-5,Registered Voters,,,,,710
Madison,0025 ANDERSON 3-6,Registered Voters,,,,,1049
Madison,0026 ANDERSON 3-7,Registered Voters,,,,,964
Madison,0027 ANDERSON 3-8,Registered Voters,,,,,1207
Madison,0028 ANDERSON 3-9,Registered Voters,,,,,826
Madison,0029 ANDERSON 4-1,Registered Voters,,,,,1127
Madison,0030 ANDERSON 4-4,Registered Voters,,,,,682
Madison,0031 ANDERSON 4-3,Registered Voters,,,,,741
Madison,0032 ANDERSON 4-4,Registered Voters,,,,,864
Madison,0033 ANDERSON 4-5,Registered Voters,,,,,530
Madison,0034 ANDERSON 4-6,Registered Voters,,,,,474
Madison,0035 ANDERSON 4-7,Registered Voters,,,,,699
Madison,0036 ANDERSON 5-1,Registered Voters,,,,,855
Madison,0037 ANDERSON 5-2,Registered Voters,,,,,880
Madison,0038 ANDERSON 5-3,Registered Voters,,,,,967
Madison,0039 ANDERSON 5-4,Registered Voters,,,,,901
Madison,0040 ANDERSON 5-5,Registered Voters,,,,,563
Madison,0041 ANDERSON 5-6,Registered Voters,,,,,1113
Madison,0042 ANDERSON 6-1,Registered Voters,,,,,902
Madison,0043 ANDERSON 6-2,Registered Voters,,,,,509
Madison,0044 ANDERSON 6-3,Registered Voters,,,,,743
Madison,0045 ANDERSON 6-4,Registered Voters,,,,,594
Madison,0046 ANDERSON 6-5,Registered Voters,,,,,819
Madison,0047 ANDERSON 6-6,Registered Voters,,,,,761
Madison,0048 ANDERSON 6-7,Registered Voters,,,,,495
Madison,0049 ANDERSON TWP 1,Registered Voters,,,,,163
Madison,0050 ANDERSON TWP 2,Registered Voters,,,,,621
Madison,0051 ANDERSON TWP 3,Registered Voters,,,,,1124
Madison,0052 BOONE 1,Registered Voters,,,,,461
Madison,0053 DUCK CREEK 1,Registered Voters,,,,,340
Madison,0054 DUCK CREEK 2,Registered Voters,,,,,66
Madison,0055 FALL CREEK 01,Registered Voters,,,,,865
