county,precinct,office,district,seats,party,candidate,votes
Jackson,BROWNSTOWN TOWN 1,Registered Voters,,,,,716
Jackson,BROWNSTOWN TOWN 1,Ballots Cast,,,,,525
Jackson,BROWNSTOWN TOWN 1,Public Question-Const Amendment,,1,,Yes,238
Jackson,BROWNSTOWN TOWN 1,Public Question-Const Amendment,,1,,No,228
Jackson,BROWNSTOWN TOWN 1,President,,1,REP,Donald J. TRUMP / JD VANCE,424
Jackson,BROWNSTOWN TOWN 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,92
Jackson,BROWNSTOWN TOWN 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2
Jackson,BROWNSTOWN TOWN 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,6
Jackson,BROWNSTOWN TOWN 1,President,,1,,Write-In,0
Jackson,BROWNSTOWN TOWN 1,U.S. Senate,,1,REP,Jim BANKS,408
Jackson,BROWNSTOWN TOWN 1,U.S. Senate,,1,DEM,Valerie McCRAY,88
Jackson,BROWNSTOWN TOWN 1,U.S. Senate,,1,LBT,Andrew HORNING,11
Jackson,BROWNSTOWN TOWN 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,370
Jackson,BROWNSTOWN TOWN 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,112
Jackson,BROWNSTOWN TOWN 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,34
Jackson,BROWNSTOWN TOWN 1,Attorney General,,1,REP,Todd ROKITA,411
Jackson,BROWNSTOWN TOWN 1,Attorney General,,1,DEM,Destiny WELLS,99
Jackson,BROWNSTOWN TOWN 1,U.S. House,9,1,REP,Erin HOUCHIN,431
Jackson,BROWNSTOWN TOWN 1,U.S. House,9,1,DEM,Timothy (Tim) PECK,75
Jackson,BROWNSTOWN TOWN 1,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,7
Jackson,BROWNSTOWN TOWN 1,State Senate,44,1,REP,Eric A KOCH,450
Jackson,BROWNSTOWN TOWN 1,State Senate,44,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,State House,69,1,REP,Jim LUCAS,355
Jackson,BROWNSTOWN TOWN 1,State House,69,1,DEM,Trish WHITCOMB,158
Jackson,BROWNSTOWN TOWN 1,Judge of the Jackson Circuit Court 40th Judicial Circuit,,1,REP,Richard W POYNTER,446
Jackson,BROWNSTOWN TOWN 1,Judge of the Jackson Circuit Court 40th Judicial Circuit,,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Auditor,,1,REP,Jamie M PYLE,444
Jackson,BROWNSTOWN TOWN 1,County Auditor,,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Treasurer,,1,REP,Kathy S HOHENSTREITER,452
Jackson,BROWNSTOWN TOWN 1,County Treasurer,,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Coroner,,1,REP,Paul FOSTER,441
Jackson,BROWNSTOWN TOWN 1,County Coroner,,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Surveyor,,1,REP,Daniel BLANN,440
Jackson,BROWNSTOWN TOWN 1,County Surveyor,,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Commissioner,1,1,REP,Drew MARKEL,451
Jackson,BROWNSTOWN TOWN 1,County Commissioner,1,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Commissioner,2,1,REP,Drew STOREY,451
Jackson,BROWNSTOWN TOWN 1,County Commissioner,2,1,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Council Member,At Large,3,REP,Amanda CUNNINGHAM LOWERY,326
Jackson,BROWNSTOWN TOWN 1,County Council Member,At Large,3,REP,John L NOLTING,334
Jackson,BROWNSTOWN TOWN 1,County Council Member,At Large,3,REP,R Brett TURNER,294
Jackson,BROWNSTOWN TOWN 1,County Council Member,At Large,3,DEM,No Candidate Filed,0
Jackson,BROWNSTOWN TOWN 1,County Council Member,At Large,3,LBT,Stephen CRAWFORD,93
Jackson,BROWNSTOWN TOWN 1,IN Supreme Court-Rush,,1,,Yes,308
Jackson,BROWNSTOWN TOWN 1,IN Supreme Court-Rush,,1,,No,14
Jackson,BROWNSTOWN TOWN 1,IN Supreme Court-Massa,,1,,Yes,318
Jackson,BROWNSTOWN TOWN 1,IN Supreme Court-Massa,,1,,No,107
Jackson,BROWNSTOWN TOWN 1,IN Supreme Court-Molter,,1,,Yes,322
Jackson,BROWNSTOWN TOWN 1,IN Supreme Court-Molter,,1,,No,106
Jackson,BROWNSTOWN TOWN 1,Court of Appeals Dist 1-Foley,,1,,Yes,327
Jackson,BROWNSTOWN TOWN 1,Court of Appeals Dist 1-Foley,,1,,No,100
Jackson,BROWNSTOWN TOWN 1,Court of Appeals Dist 4-Pyle III,,1,,Yes,326
Jackson,BROWNSTOWN TOWN 1,Court of Appeals Dist 4-Pyle III,,1,,No,114
Jackson,BROWNSTOWN TOWN 1,Straight Party,,,DEM,Democratic ,47
Jackson,BROWNSTOWN TOWN 1,Straight Party,,,REP,Republican,276
Jackson,BROWNSTOWN TOWN 1,Straight Party,,,LBT,Libertarian,1
Jackson,BROWNSTOWN TOWN 1,Straight Party,,,WTP,We The People,3
Jackson,BROWNSTOWN TOWN 2,Registered Voters,,,,,830
Jackson,BROWNSTOWN TOWN 2,Ballots Cast,,,,,648
Jackson,BROWNSTOWN TOWN 2,Public Question-Const Amendment,,1,,Yes,282
Jackson,BROWNSTOWN TOWN 2,Public Question-Const Amendment,,1,,No,287
Jackson,BROWNSTOWN TOWN 2,President,,1,REP,Donald J. TRUMP / JD VANCE,508
Jackson,BROWNSTOWN TOWN 2,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,121
Jackson,BROWNSTOWN TOWN 2,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0
Jackson,BROWNSTOWN TOWN 2,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,11
Jackson,BROWNSTOWN TOWN 2,President,,1,,Write-In,0
Jackson,BROWNSTOWN TOWN 2,U.S. Senate,,1,REP,Jim BANKS,491
Jackson,BROWNSTOWN TOWN 2,U.S. Senate,,1,DEM,Valerie McCRAY,120
