county,precinct,office,district,seats,party,candidate,votes
Parke,Adams 1,President,,1,,Write-In,0
Parke,Adams 1,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,2
Parke,Adams 1,President,,1,REP,Donald J. TRUMP / JD Vance,248
Parke,Adams 1,President,,1,DEM,Kamala D. HARRIS / Tim Walz,61
Parke,Adams 1,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,9
Parke,Adams 1,U.S. Senate,,1,LBT,Andrew HORNING,13
Parke,Adams 1,U.S. Senate,,1,,Write-In,0
Parke,Adams 1,U.S. Senate,,1,REP,Jim BANKS,234
Parke,Adams 1,U.S. Senate,,1,DEM,Valerie McCRAY,45
Parke,Adams 1,U.S. House,8,1,DEM,Erik HURT,46
Parke,Adams 1,U.S. House,8,1,LBT,K Richard FITZLAFF,11
Parke,Adams 1,U.S. House,8,1,REP,Mark MESSMER,244
Parke,Adams 1,Governor,,1,,Write-In,0
Parke,Adams 1,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,18
Parke,Adams 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,74
Parke,Adams 1,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,211
Parke,Adams 1,Attorney General,,1,DEM,Destiny WELLS,64
Parke,Adams 1,Attorney General,,1,REP,Todd ROKITA,241
Parke,Adams 1,State House,42,1,REP,Alan MORRISON,271
Parke,Adams 1,County Commissioner,1,1,REP,Dan R COLLOM,269
Parke,Adams 1,County Recorder,,1,REP,Jamie L YORK,272
Parke,Adams 1,County Treasurer,,1,REP,Kim SHORTER,279
Parke,Adams 1,County Council,At Large,3,DEM,Chance A HOOVER,83
Parke,Adams 1,County Council,At Large,3,REP,J.B.  BUTLER,214
Parke,Adams 1,County Council,At Large,3,REP,Mary Alice GREGG,199
Parke,Adams 1,County Council,At Large,3,REP,Matthew C HELDERMAN,204
Parke,Adams 1,Rockville Town Council Member,At Large,3,REP,David BROWN,203
Parke,Adams 1,Rockville Town Council Member,At Large,3,DEM,Kevin Michael CALLANS,124
Parke,Adams 1,Rockville Town Council Member,At Large,3,REP,Liddy Dowd-WRIGHT,158
Parke,Adams 1,Rockville Town Council Member,At Large,3,REP,Steven G WALTZ,143
Parke,Adams 1,North Central Parke Community School Board,4,1,NP,Kimberly Ann BROWN COOPER,247
Parke,Adams 1,North Central Parke Community School Board,5,1,NP,Elise PRATT,229
Parke,Adams 1,North Central Parke Community School Board,7,1,NP,Carrie T INGRAM,104
Parke,Adams 1,North Central Parke Community School Board,7,1,NP,Nicholas R SAUTER,153
Parke,Adams 2,President,,1,,Write-In,1
Parke,Adams 2,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,4
Parke,Adams 2,President,,1,REP,Donald J. TRUMP / JD Vance,398
Parke,Adams 2,President,,1,DEM,Kamala D. HARRIS / Tim Walz,110
Parke,Adams 2,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,9
Parke,Adams 2,U.S. Senate,,1,LBT,Andrew HORNING,13
Parke,Adams 2,U.S. Senate,,1,,Write-In,0
Parke,Adams 2,U.S. Senate,,1,REP,Jim BANKS,365
Parke,Adams 2,U.S. Senate,,1,DEM,Valerie McCRAY,102
Parke,Adams 2,U.S. House,8,1,DEM,Erik HURT,106
Parke,Adams 2,U.S. House,8,1,LBT,K Richard FITZLAFF,14
Parke,Adams 2,U.S. House,8,1,REP,Mark MESSMER,385
Parke,Adams 2,Governor,,1,,Write-In,0
Parke,Adams 2,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,27
Parke,Adams 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,116
Parke,Adams 2,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,339
Parke,Adams 2,Attorney General,,1,DEM,Destiny WELLS,121
Parke,Adams 2,Attorney General,,1,REP,Todd ROKITA,384
Parke,Adams 2,State House,42,1,REP,Alan MORRISON,422
Parke,Adams 2,County Commissioner,1,1,REP,Dan R COLLOM,418
Parke,Adams 2,County Recorder,,1,REP,Jamie L YORK,426
Parke,Adams 2,County Treasurer,,1,REP,Kim SHORTER,432
Parke,Adams 2,County Council,At Large,3,DEM,Chance A HOOVER,136
Parke,Adams 2,County Council,At Large,3,REP,J.B.  BUTLER,342
Parke,Adams 2,County Council,At Large,3,REP,Mary Alice GREGG,290
Parke,Adams 2,County Council,At Large,3,REP,Matthew C HELDERMAN,317
Parke,Adams 2,Rockville Town Council Member,At Large,3,REP,David BROWN,251
Parke,Adams 2,Rockville Town Council Member,At Large,3,DEM,Kevin Michael CALLANS,174
Parke,Adams 2,Rockville Town Council Member,At Large,3,REP,Liddy Dowd-WRIGHT,210
Parke,Adams 2,Rockville Town Council Member,At Large,3,REP,Steven G WALTZ,177
