county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Pike,01-CLAY,Pike County SB,3,1,,Chris D. McKINNEY,55,32,22,1
Pike,01-CLAY,Pike County SB,4,1,,Rachelle JOHNS,54,31,23,0
Pike,01-CLAY,Pike County SB,4,1,,Chris SATTERFIELD,54,30,20,4
Pike,01-CLAY,Pike County SB,5,1,,Gabrielle SEGER,47,32,14,1
Pike,01-CLAY,Pike County SB,5,1,,Gary (Skip) WILLIS,58,27,27,4
Pike,01-CLAY,IN Supreme Court-Rush,,1,,Yes,69,38,28,3
Pike,01-CLAY,IN Supreme Court-Rush,,1,,No,35,20,14,1
Pike,01-CLAY,IN Supreme Court-Massa,,1,,Yes,63,34,26,3
Pike,01-CLAY,IN Supreme Court-Massa,,1,,No,40,23,16,1
Pike,01-CLAY,IN Supreme Court-Molter,,1,,Yes,66,35,28,3
Pike,01-CLAY,IN Supreme Court-Molter,,1,,No,35,20,14,1
Pike,01-CLAY,Court of Appeals Dist 1-Foley,,1,,Yes,70,37,29,4
Pike,01-CLAY,Court of Appeals Dist 1-Foley,,1,,No,31,19,12,0
Pike,01-CLAY,Court of Appeals Dist 4-Pyle III,,1,,Yes,69,38,28,3
Pike,01-CLAY,Court of Appeals Dist 4-Pyle III,,1,,No,33,18,14,1
Pike,01-CLAY,Straight Party,,,DEM,,6,,,
Pike,01-CLAY,Straight Party,,,REP,,29,,,
Pike,02-JEFFERSON 1,Registered Voters,,,,,748,,,
Pike,02-JEFFERSON 1,Ballots Cast,,,,,534,,,
Pike,02-JEFFERSON 1,Public Question-Const Amendment,,1,,Yes,242,105,132,5
Pike,02-JEFFERSON 1,Public Question-Const Amendment,,1,,No,233,115,111,7
Pike,02-JEFFERSON 1,President,,1,REP,Donald J. TRUMP / JD VANCE,409,183,212,14
Pike,02-JEFFERSON 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,111,58,45,8
Pike,02-JEFFERSON 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,5,4,1,0
Pike,02-JEFFERSON 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,0,2,0
Pike,02-JEFFERSON 1,President,,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,U.S. Senate,,1,REP,Jim BANKS,374,157,204,13
Pike,02-JEFFERSON 1,U.S. Senate,,1,DEM,Valerie McCRAY,97,56,33,8
Pike,02-JEFFERSON 1,U.S. Senate,,1,LBT,Andrew HORNING,17,9,8,0
Pike,02-JEFFERSON 1,U.S. Senate,,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,350,152,184,14
Pike,02-JEFFERSON 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,116,65,42,9
Pike,02-JEFFERSON 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,40,15,25,0
Pike,02-JEFFERSON 1,Governor,,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,Attorney General,,1,REP,Todd ROKITA,382,161,210,11
Pike,02-JEFFERSON 1,Attorney General,,1,DEM,Destiny WELLS,125,72,43,10
Pike,02-JEFFERSON 1,U.S. House,8,1,REP,Mark MESSMER,407,177,215,15
Pike,02-JEFFERSON 1,U.S. House,8,1,DEM,Erik HURT,98,57,33,8
Pike,02-JEFFERSON 1,U.S. House,8,1,LBT,K Richard FITZLAFF,16,7,9,0
Pike,02-JEFFERSON 1,U.S. House,8,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,State House,63,1,REP,Shane M. LINDAUER,407,178,215,14
Pike,02-JEFFERSON 1,State House,63,1,DEM,Teresa KENDALL,102,58,36,8
Pike,02-JEFFERSON 1,Judge Of 83rd Circuit Court,,1,REP,Evan C. BIESTERVELD,453,209,229,15
Pike,02-JEFFERSON 1,Judge Of 83rd Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,02-JEFFERSON 1,Clerk Of The Circuit Court,,1,REP,Alan EVANS,414,186,213,15
Pike,02-JEFFERSON 1,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,02-JEFFERSON 1,County Treasurer,,1,REP,Susan (Wheeler) BRITTAIN,425,192,218,15
Pike,02-JEFFERSON 1,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Pike,02-JEFFERSON 1,County Coroner,,1,REP,Nicholas H. HENSON,458,211,232,15
Pike,02-JEFFERSON 1,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Pike,02-JEFFERSON 1,County Surveyor,,1,REP,Rich WILLIAMS,438,198,225,15
Pike,02-JEFFERSON 1,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Pike,02-JEFFERSON 1,County Commissioner,1,1,REP,Jeff NELSON,383,173,194,16
Pike,02-JEFFERSON 1,County Commissioner,1,1,DEM,Jay A. BOEGLIN,120,57,55,8
Pike,02-JEFFERSON 1,County Commissioner,3,1,REP,Ryan COLEMAN,421,187,220,14
Pike,02-JEFFERSON 1,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Pike,02-JEFFERSON 1,County Council,At Large,3,,Jeff HARTING,256,106,139,11
Pike,02-JEFFERSON 1,County Council,At Large,3,,Eric J. SMITH,289,141,139,9
Pike,02-JEFFERSON 1,County Council,At Large,3,,Greg K. WILLIS,253,122,119,12
Pike,02-JEFFERSON 1,County Council,At Large,3,,Daren COOK,81,37,36,8
Pike,02-JEFFERSON 1,County Council,At Large,3,,Todd MEADORS,278,132,132,14
Pike,02-JEFFERSON 1,Pike County SB,3,1,,Larry A. HAYCRAFT,168,72,92,4
Pike,02-JEFFERSON 1,Pike County SB,3,1,,Chris D. McKINNEY,287,134,143,10
Pike,02-JEFFERSON 1,Pike County SB,4,1,,Rachelle JOHNS,210,87,115,8
Pike,02-JEFFERSON 1,Pike County SB,4,1,,Chris SATTERFIELD,234,112,117,5
Pike,02-JEFFERSON 1,Pike County SB,5,1,,Gabrielle SEGER,213,87,120,6
Pike,02-JEFFERSON 1,Pike County SB,5,1,,Gary (Skip) WILLIS,198,95,98,5
Pike,02-JEFFERSON 1,IN Supreme Court-Rush,,1,,Yes,277,119,151,7
Pike,02-JEFFERSON 1,IN Supreme Court-Rush,,1,,No,145,74,68,3
Pike,02-JEFFERSON 1,IN Supreme Court-Massa,,1,,Yes,274,114,153,7
Pike,02-JEFFERSON 1,IN Supreme Court-Massa,,1,,No,147,77,66,4
Pike,02-JEFFERSON 1,IN Supreme Court-Molter,,1,,Yes,281,119,155,7
Pike,02-JEFFERSON 1,IN Supreme Court-Molter,,1,,No,140,75,61,4
Pike,02-JEFFERSON 1,Court of Appeals Dist 1-Foley,,1,,Yes,273,112,155,6
Pike,02-JEFFERSON 1,Court of Appeals Dist 1-Foley,,1,,No,144,79,60,5
Pike,02-JEFFERSON 1,Court of Appeals Dist 4-Pyle III,,1,,Yes,270,112,152,6
Pike,02-JEFFERSON 1,Court of Appeals Dist 4-Pyle III,,1,,No,147,79,63,5
Pike,02-JEFFERSON 1,Straight Party,,,DEM,,10,,,
Pike,02-JEFFERSON 1,Straight Party,,,REP,,96,,,
Pike,02-JEFFERSON 1,Public Question-Const Amendment,,1,,Yes,193,46,143,4
Pike,02-JEFFERSON 1,Public Question-Const Amendment,,1,,No,136,31,100,5
Pike,02-JEFFERSON 1,President,,1,REP,Donald J. TRUMP / JD VANCE,274,57,212,5
Pike,02-JEFFERSON 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,83,21,50,12
Pike,02-JEFFERSON 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,3,1,2,0
Pike,02-JEFFERSON 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,1,1,0,0
Pike,02-JEFFERSON 1,President,,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,U.S. Senate,,1,REP,Jim BANKS,249,52,191,6
Pike,02-JEFFERSON 1,U.S. Senate,,1,DEM,Valerie McCRAY,79,23,44,12
Pike,02-JEFFERSON 1,U.S. Senate,,1,LBT,Andrew HORNING,8,0,8,0
Pike,02-JEFFERSON 1,U.S. Senate,,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,238,52,181,5
Pike,02-JEFFERSON 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,86,23,50,13
Pike,02-JEFFERSON 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,16,1,15,0
Pike,02-JEFFERSON 1,Governor,,1,,Write-In,0,0,0,0
Pike,02-JEFFERSON 1,Attorney General,,1,REP,Todd ROKITA,251,52,193,6
Pike,02-JEFFERSON 1,Attorney General,,1,DEM,Destiny WELLS,88,24,54,10
Pike,03-JEFFERSON 2,Registered Voters,,,,,581,,,
Pike,03-JEFFERSON 2,Ballots Cast,,,,,366,,,
Pike,03-JEFFERSON 2,U.S. House,8,1,REP,Mark MESSMER,258,52,200,6
Pike,03-JEFFERSON 2,U.S. House,8,1,DEM,Erik HURT,79,25,43,11
Pike,03-JEFFERSON 2,U.S. House,8,1,LBT,K Richard FITZLAFF,15,1,14,0
Pike,03-JEFFERSON 2,U.S. House,8,1,,Write-In,0,0,0,0
Pike,03-JEFFERSON 2,State House,63,1,REP,Shane M. LINDAUER,257,52,201,4
Pike,03-JEFFERSON 2,State House,63,1,DEM,Teresa KENDALL,85,25,48,12
Pike,03-JEFFERSON 2,Judge Of 83rd Circuit Court,,1,REP,Evan C. BIESTERVELD,305,68,226,11
Pike,03-JEFFERSON 2,Judge Of 83rd Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,03-JEFFERSON 2,Clerk Of The Circuit Court,,1,REP,Alan EVANS,292,63,220,9
Pike,03-JEFFERSON 2,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,03-JEFFERSON 2,County Treasurer,,1,REP,Susan (Wheeler) BRITTAIN,296,66,221,9
Pike,03-JEFFERSON 2,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Pike,03-JEFFERSON 2,County Coroner,,1,REP,Nicholas H. HENSON,312,68,233,11
Pike,03-JEFFERSON 2,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Pike,03-JEFFERSON 2,County Surveyor,,1,REP,Rich WILLIAMS,302,68,223,11
Pike,03-JEFFERSON 2,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Pike,03-JEFFERSON 2,County Commissioner,1,1,REP,Jeff NELSON,248,51,192,5
Pike,03-JEFFERSON 2,County Commissioner,1,1,DEM,Jay A. BOEGLIN,102,28,62,12
Pike,03-JEFFERSON 2,County Commissioner,3,1,REP,Ryan COLEMAN,300,66,223,11
Pike,03-JEFFERSON 2,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Pike,03-JEFFERSON 2,County Council,At Large,3,,Jeff HARTING,152,30,121,1
Pike,03-JEFFERSON 2,County Council,At Large,3,,Eric J. SMITH,192,44,140,8
Pike,03-JEFFERSON 2,County Council,At Large,3,,Greg K. WILLIS,161,38,118,5
Pike,03-JEFFERSON 2,County Council,At Large,3,,Daren COOK,67,20,39,8
Pike,03-JEFFERSON 2,County Council,At Large,3,,Todd MEADORS,162,40,111,11
Pike,03-JEFFERSON 2,Pike County SB,3,1,,Larry A. HAYCRAFT,113,23,86,4
Pike,03-JEFFERSON 2,Pike County SB,3,1,,Chris D. McKINNEY,186,45,134,7
Pike,03-JEFFERSON 2,Pike County SB,,1,,Rachelle JOHNS,162,42,114,6
Pike,03-JEFFERSON 2,Pike County SB,,1,,Chris SATTERFIELD,140,26,107,7
Pike,03-JEFFERSON 2,Pike County SB,5,1,,Gabrielle SEGER,152,40,109,3
Pike,03-JEFFERSON 2,Pike County SB,5,1,,Gary (Skip) WILLIS,141,25,108,8
Pike,03-JEFFERSON 2,IN Supreme Court-Rush,,1,,Yes,193,38,150,5
Pike,03-JEFFERSON 2,IN Supreme Court-Rush,,1,,No,98,29,63,6
Pike,03-JEFFERSON 2,IN Supreme Court-Massa,,1,,Yes,201,40,155,6
Pike,03-JEFFERSON 2,IN Supreme Court-Massa,,1,,No,90,26,59,5
Pike,03-JEFFERSON 2,IN Supreme Court-Molter,,1,,Yes,201,38,157,6
Pike,03-JEFFERSON 2,IN Supreme Court-Molter,,1,,No,89,26,58,5
Pike,03-JEFFERSON 2,Court of Appeals Dist 1-Foley,,1,,Yes,201,37,157,7
Pike,03-JEFFERSON 2,Court of Appeals Dist 1-Foley,,1,,No,89,26,59,4
Pike,03-JEFFERSON 2,Court of Appeals Dist 4-Pyle III,,1,,Yes,197,36,155,6
Pike,03-JEFFERSON 2,Court of Appeals Dist 4-Pyle III,,1,,No,94,27,62,5
Pike,03-JEFFERSON 2,Straight Party,,,DEM,,12,,,
Pike,03-JEFFERSON 2,Straight Party,,,REP,,76,,,
Pike,04-LOCKHART ),Registered Voters,,,,,687,,,
Pike,04-LOCKHART ),Ballots Cast,,,,,469,,,
Pike,04-LOCKHART ),Public Question-Const Amendment,,1,,Yes,233,153,75,5
Pike,04-LOCKHART ),Public Question-Const Amendment,,1,,No,172,113,43,16
Pike,04-LOCKHART ),President,,1,REP,Donald J. TRUMP / JD VANCE,352,248,91,13
Pike,04-LOCKHART ),President,,1,DEM,Kamala D. HARRIS / Tim WALZ,107,59,30,18
Pike,04-LOCKHART ),President,,1,LBT,Chase OLIVER / Mike terr MATT,3,0,3,0
Pike,04-LOCKHART ),President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,3,1,0
Pike,04-LOCKHART ),President,,1,,Write-In,0,0,0,0
Pike,04-LOCKHART ),U.S. Senate,,1,REP,Jim BANKS,320,227,79,14
Pike,04-LOCKHART ),U.S. Senate,,1,DEM,Valerie McCRAY,102,59,26,17
Pike,04-LOCKHART ),U.S. Senate,,1,LBT,Andrew HORNING,14,6,8,0
Pike,04-LOCKHART ),U.S. Senate,,1,,Write-In,0,0,0,0
Pike,04-LOCKHART ),Governor,,1,REP,Mike BRAUN / Micah BECKWITH,299,212,76,11
Pike,04-LOCKHART ),Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,107,63,25,19
Pike,04-LOCKHART ),Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,35,20,14,1
Pike,04-LOCKHART ),Governor,,1,,Write-In,0,0,0,0
Pike,04-LOCKHART ),Attorney General,,1,REP,Todd ROKITA,337,238,87,12
Pike,04-LOCKHART ),Attorney General,,1,DEM,Destiny WELLS,106,54,33,19
Pike,04-LOCKHART,U.S. House,8,1,REP,Mark MESSMER,355,251,91,13
Pike,04-LOCKHART,U.S. House,8,1,DEM,Erik HURT,94,50,26,18
Pike,04-LOCKHART,U.S. House,8,1,LBT,K Richard FITZLAFF,10,3,7,0
Pike,04-LOCKHART,U.S. House,8,1,,Write-In,0,0,0,0
Pike,04-LOCKHART,State House,75,1,REP,Cindy LEDBETTER,370,261,96,13
Pike,04-LOCKHART,State House,75,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,Judge Of 83rd Circuit Court,,1,REP,Evan C. BIESTERVELD,382,266,100,16
Pike,04-LOCKHART,Judge Of 83rd Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,Clerk Of The Circuit Court,,1,REP,Alan EVANS,371,259,98,14
Pike,04-LOCKHART,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,County Treasurer,,1,REP,Susan (Wheeler) BRITTAIN,374,263,97,14
Pike,04-LOCKHART,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,County Coroner,,1,REP,Nicholas H. HENSON,380,265,101,14
Pike,04-LOCKHART,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,County Surveyor,,1,REP,Rich WILLIAMS,379,264,101,14
Pike,04-LOCKHART,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,County Commissioner,1,1,REP,Jeff NELSON,341,243,84,14
Pike,04-LOCKHART,County Commissioner,1,1,DEM,Jay A. BOEGLIN,114,61,38,15
Pike,04-LOCKHART,County Commissioner,3,1,REP,Ryan COLEMAN,375,259,101,15
Pike,04-LOCKHART,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Pike,04-LOCKHART,County Council,At Large,3,,Jeff HARTING,264,193,64,7
Pike,04-LOCKHART,County Council,At Large,3,,Eric J. SMITH,219,155,56,8
Pike,04-LOCKHART,County Council,At Large,3,,Greg K. WILLIS,186,136,43,7
Pike,04-LOCKHART,County Council,At Large,3,,Daren COOK,70,42,18,10
Pike,04-LOCKHART,County Council,At Large,3,,Todd MEADORS,143,91,40,12
Pike,04-LOCKHART,Pike County SB,3,1,,Larry A. HAYCRAFT,140,94,38,8
Pike,04-LOCKHART,Pike County SB,3,1,,Chris D. McKINNEY,191,126,59,6
Pike,04-LOCKHART,Pike County SB,4,1,,Rachelle JOHNS,175,115,55,5
Pike,04-LOCKHART,Pike County SB,4,1,,Chris SATTERFIELD,179,124,43,12
Pike,04-LOCKHART,Pike County SB,5,1,,Gabrielle SEGER,179,118,51,10
Pike,04-LOCKHART,Pike County SB,5,1,,Gary (Skip) WILLIS,150,100,44,6
Pike,04-LOCKHART,IN Supreme Court-Rush,,1,,Yes,271,185,73,13
Pike,04-LOCKHART,IN Supreme Court-Rush,,1,,No,83,54,23,6
Pike,04-LOCKHART,IN Supreme Court-Massa,,1,,Yes,267,184,73,10
Pike,04-LOCKHART,IN Supreme Court-Massa,,1,,No,84,53,23,8
Pike,04-LOCKHART,IN Supreme Court-Molter,,1,,Yes,276,185,79,12
Pike,04-LOCKHART,IN Supreme Court-Molter,,1,,No,75,50,18,7
Pike,04-LOCKHART,Court of Appeals Dist 1-Foley,,1,,Yes,274,185,77,12
Pike,04-LOCKHART,Court of Appeals Dist 1-Foley,,1,,No,72,47,19,6
Pike,04-LOCKHART,Court of Appeals Dist 4-Pyle III,,1,,Yes,265,182,73,10
Pike,04-LOCKHART,Court of Appeals Dist 4-Pyle III,,1,,No,82,51,23,8
Pike,04-LOCKHART,Straight Party,,,DEM,,24,,,
Pike,04-LOCKHART,Straight Party,,,REP,,122,,,
Pike,05-LOGAN,Registered Voters,,,,,326,,,
Pike,05-LOGAN,Ballots Cast,,,,,214,,,
Pike,05-LOGAN,Public Question-Const Amendment,,1,,Yes,94,50,44,0
Pike,05-LOGAN,Public Question-Const Amendment,,1,,No,90,51,36,3
Pike,05-LOGAN,President,,1,REP,Donald J. TRUMP / JD VANCE,186,107,77,2
Pike,05-LOGAN,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,23,12,10,1
Pike,05-LOGAN,President,,1,LBT,Chase OLIVER / Mike terr MATT,0,0,0,0
Pike,05-LOGAN,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,0,0,0,0
Pike,05-LOGAN,President,,1,,Write-In,2,2,0,0
Pike,05-LOGAN,U.S. Senate,,1,REP,Jim BANKS,165,92,71,2
Pike,05-LOGAN,U.S. Senate,,1,DEM,Valerie McCRAY,24,14,10,0
Pike,05-LOGAN,U.S. Senate,,1,LBT,Andrew HORNING,4,3,0,1
Pike,05-LOGAN,U.S. Senate,,1,,Write-In,0,0,0,0
Pike,05-LOGAN,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,168,96,69,3
Pike,05-LOGAN,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,27,16,11,0
Pike,05-LOGAN,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,4,1,3,0
Pike,05-LOGAN,Governor,,1,,Write-In,0,0,0,0
Pike,05-LOGAN,Attorney General,,1,REP,Todd ROKITA,176,100,74,2
Pike,05-LOGAN,Attorney General,,1,DEM,Destiny WELLS,23,13,9,1
Pike,05-LOGAN,U.S. House,8,1,REP,Mark MESSMER,184,107,74,3
Pike,05-LOGAN,U.S. House,8,1,DEM,Erik HURT,23,14,9,0
Pike,05-LOGAN,U.S. House,8,1,LBT,K Richard FITZLAFF,1,1,0,0
Pike,05-LOGAN,U.S. House,8,1,,Write-In,0,0,0,0
Pike,05-LOGAN,State House,75,1,REP,Cindy LEDBETTER,190,107,80,3
Pike,05-LOGAN,State House,75,1,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,Judge Of 83rd Circuit Court,,1,REP,Evan C. BIESTERVELD,191,109,79,3
Pike,05-LOGAN,Judge Of 83rd Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,Clerk Of The Circuit Court,,1,REP,Alan EVANS,182,103,76,3
Pike,05-LOGAN,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,County Treasurer,,11,REP,Susan (Wheeler) BRITTAIN,191,110,78,3
Pike,05-LOGAN,County Treasurer,,11,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,County Coroner,,1,REP,Nicholas H. HENSON,197,114,80,3
Pike,05-LOGAN,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,County Surveyor,,1,REP,Rich WILLIAMS,194,111,80,3
Pike,05-LOGAN,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,County Commissioner,1,1,REP,Jeff NELSON,177,101,73,3
Pike,05-LOGAN,County Commissioner,1,1,DEM,Jay A. BOEGLIN,29,20,9,0
Pike,05-LOGAN,County Commissioner,3,1,REP,Ryan COLEMAN,189,108,78,3
Pike,05-LOGAN,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Pike,05-LOGAN,County Council,At Large,3,,Jeff HARTING,117,66,48,3
Pike,05-LOGAN,County Council,At Large,3,,Eric J. SMITH,131,74,54,3
Pike,05-LOGAN,County Council,At Large,3,,Greg K. WILLIS,108,59,47,2
Pike,05-LOGAN,County Council,At Large,3,,Daren COOK,22,14,8,0
Pike,05-LOGAN,County Council,At Large,3,,Todd MEADORS,62,35,26,1
Pike,05-LOGAN,Pike County SB,3,1,,Larry A. HAYCRAFT,68,43,25,0
Pike,05-LOGAN,Pike County SB,3,1,,Chris D. McKINNEY,99,53,44,2
Pike,05-LOGAN,Pike County SB,4,1,,Rachelle JOHNS,76,45,31,0
Pike,05-LOGAN,Pike County SB,4,1,,Chris SATTERFIELD,90,50,38,2
Pike,05-LOGAN,Pike County SB,5,1,,Gabrielle SEGER,64,32,32,0
Pike,05-LOGAN,Pike County SB,5,1,,Gary (Skip) WILLIS,98,58,37,3
Pike,05-LOGAN,IN Supreme Court-Rush,,1,,Yes,112,64,45,3
Pike,05-LOGAN,IN Supreme Court-Rush,,1,,No,61,33,28,0
Pike,05-LOGAN,IN Supreme Court-Massa,,1,,Yes,111,62,46,3
Pike,05-LOGAN,IN Supreme Court-Massa,,1,,No,60,33,27,0
Pike,05-LOGAN,IN Supreme Court-Molter,,1,,Yes,105,63,41,1
Pike,05-LOGAN,IN Supreme Court-Molter,,1,,No,60,31,28,1
Pike,05-LOGAN,Court of Appeals Dist 1-Foley,,1,,Yes,104,58,43,3
Pike,05-LOGAN,Court of Appeals Dist 1-Foley,,1,,No,62,36,26,0
Pike,05-LOGAN,Court of Appeals Dist 4-Pyle III,,1,,Yes,106,60,43,3
Pike,05-LOGAN,Court of Appeals Dist 4-Pyle III,,1,,No,59,33,26,0
Pike,05-LOGAN,Straight Party,,,DEM,,1,,,
Pike,05-LOGAN,Straight Party,,,REP,,63,,,
Pike,06-MADISON,Registered Voters,,,,,295,,,
Pike,06-MADISON,Ballots Cast,,,,,189,,,
Pike,06-MADISON,Public Question-Const Amendment,,1,,Yes,76,45,29,2
Pike,06-MADISON,Public Question-Const Amendment,,1,,No,81,51,27,3
