county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Adams,01 Berne A,Registered Voters,,,,,1006,,,
Adams,01 Berne A,Ballots Cast,,,,,698,,,
Adams,01 Berne A,Public Question-Const Amendment,,1,,Yes,341,142,189,10
Adams,01 Berne A,Public Question-Const Amendment,,1,,No,258,112,142,4
Adams,01 Berne A,President,,1,REP,Donald J. TRUMP / JD VANCE,539,209,317,13
Adams,01 Berne A,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,140,82,54,4
Adams,01 Berne A,President,,1,LBT,Chase OLIVER / Mike terr MATT,4,0,4,0
Adams,01 Berne A,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,9,1,7,1
Adams,01 Berne A,President,,1,,Write-In,1,0,1,0
Adams,01 Berne A,U.S. Senate,,1,REP,Jim BANKS,486,193,281,12
Adams,01 Berne A,U.S. Senate,,1,DEM,Valerie McCRAY,106,61,39,6
Adams,01 Berne A,U.S. Senate,,1,LBT,Andrew HORNING,17,6,11,0
Adams,01 Berne A,U.S. Senate,,1,,Write-In,0,0,0,0
Adams,01 Berne A,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,483,189,283,11
Adams,01 Berne A,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,165,94,64,7
Adams,01 Berne A,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,32,4,28,0
Adams,01 Berne A,Governor,,1,,Write-In,0,0,0,0
Adams,01 Berne A,Attorney General,,1,REP,Todd ROKITA,498,199,286,13
Adams,01 Berne A,Attorney General,,1,DEM,Destiny WELLS,130,77,48,5
Adams,01 Berne A,U.S. House,3,1,REP,Marlin A. STUTZMAN,522,209,300,13
Adams,01 Berne A,U.S. House,3,1,DEM,Kiley M. ADOLPH,112,67,40,5
Adams,01 Berne A,U.S. House,3,1,LBT,Jarrad LANCASTER,18,2,16,0
Adams,01 Berne A,U.S. House,3,1,,Write-In,0,0,0,0
Adams,01 Berne A,State House,79,1,REP,Matthew S. LEHMAN,573,229,329,15
Adams,01 Berne A,Judge of the Circuit Court 26th Judicial,,1,REP,Chad E. KUKELHAN,565,233,318,14
Adams,01 Berne A,County Auditor,,1,REP,Tony L. MELLENCAMP,612,252,346,14
Adams,01 Berne A,County Recorder,,1,REP,Thomas R KRUECKEBERG,572,234,324,14
