county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Tippecanoe,01 FAIRFIELD 01,Registered Voters,,,,,1142,,,
Tippecanoe,01 FAIRFIELD 01,Ballots Cast,,,,,761,,,
Tippecanoe,01 FAIRFIELD 01,Public Question-Const Amendment,,,,Yes,337,196,130,11
Tippecanoe,01 FAIRFIELD 01,Public Question-Const Amendment,,,,No,324,212,98,14
Tippecanoe,01 FAIRFIELD 01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,275,190,65,20
Tippecanoe,01 FAIRFIELD 01,President,,1,REP,Donald J. TRUMP / JD VANCE,468,262,192,14
Tippecanoe,01 FAIRFIELD 01,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,1,1,0
Tippecanoe,01 FAIRFIELD 01,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,8,3,5,0
Tippecanoe,01 FAIRFIELD 01,President,,1,,Write-In,1,0,1,0
Tippecanoe,01 FAIRFIELD 01,U.S. Senate,,1,DEM,Valerie McCRAY,254,174,64,16
Tippecanoe,01 FAIRFIELD 01,U.S. Senate,,1,REP,Jim BANKS,436,254,165,17
Tippecanoe,01 FAIRFIELD 01,U.S. Senate,,1,LBT,Andrew HORNING,22,13,9,0
Tippecanoe,01 FAIRFIELD 01,U.S. Senate,,1,,Write-In,0,0,0,0
Tippecanoe,01 FAIRFIELD 01,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,418,241,161,16
Tippecanoe,01 FAIRFIELD 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,27,17,10,0
Tippecanoe,01 FAIRFIELD 01,Governor,,1,,Write-In,0,0,0,0
Tippecanoe,01 FAIRFIELD 01,Attorney General,,1,DEM,Destiny WELLS,265,180,68,17
Tippecanoe,01 FAIRFIELD 01,Attorney General,,1,REP,Todd ROKITA,461,268,177,16
Tippecanoe,01 FAIRFIELD 01,U.S. House,4,1,DEM,Derrick HOLDER,230,162,52,16
Tippecanoe,01 FAIRFIELD 01,U.S. House,4,1,REP,Jim BAIRD,456,260,180,16
Tippecanoe,01 FAIRFIELD 01,U.S. House,4,1,LBT,Ashley GROFF,38,21,16,1
Tippecanoe,01 FAIRFIELD 01,U.S. House,4,1,,Write-In,0,0,0,0
Tippecanoe,01 FAIRFIELD 01,State House,2,1,DEM,Sheila J. KLINKER,368,233,112,23
Tippecanoe,01 FAIRFIELD 01,State House,2,1,REP,Oscar ALVAREZ,362,216,137,9
