county,precinct,office,district,party,candidate,election_day,mail,early_voting,votes
Jefferson,Precinct 4-1A,County Recorder,,REP,Amy Storm Stephens,135,6,138,279
Jefferson,Precinct 4-1A,County Recorder,,DEM,Jenny Beverly,37,12,73,122
Jefferson,Precinct 4-1A,County Treasurer,,REP,Meghan Crowley Hoskins,163,11,169,343
Jefferson,Precinct 4-1A,County Coroner,,REP,Joshua Daniel Webb,157,12,165,334
Jefferson,Precinct 4-1A,County Surveyor,,REP,Mike Pittman,160,12,172,344
Jefferson,Precinct 4-1A,County Commissioner Lower District,,REP,David Bramer,161,11,171,343
Jefferson,Precinct 4-1A,County Commissioner Middle District,,REP,Robert Little,160,11,173,344
Jefferson,Precinct 4-1A,County Council Member At Large,,REP,Gary Copeland,111,9,131,251
Jefferson,Precinct 4-1A,County Council Member At Large,,REP,Pam Crozier,106,7,135,248
Jefferson,Precinct 4-1A,County Council Member At Large,,REP,Heather Traylor Foy,126,9,142,277
Jefferson,Precinct 4-1A,Madison School Board District 1,,,Dustin N. Bentz,106,9,129,244
Jefferson,Precinct 4-1A,Madison School Board District 1,,,Tanya M. Burnette,55,5,86,146
Jefferson,Precinct 4-1A,Madison School Board District 1,,,David L. Storie,91,6,98,195
Jefferson,Precinct 4-1A,IN Supreme Court-Rush,,,Yes,114,8,117,239
Jefferson,Precinct 4-1A,IN Supreme Court-Rush,,,No,43,3,43,89
Jefferson,Precinct 4-1A,IN Supreme Court-Massa,,,Yes,116,5,110,231
Jefferson,Precinct 4-1A,IN Supreme Court-Massa,,,No,38,4,46,88
Jefferson,Precinct 4-1A,IN Supreme Court-Molter,,,Yes,112,4,124,240
Jefferson,Precinct 4-1A,IN Supreme Court-Molter,,,No,42,5,35,82
Jefferson,Precinct 4-1A,Court of Appeals Dist 1-Foley,,,Yes,118,9,122,249
Jefferson,Precinct 4-1A,Court of Appeals Dist 1-Foley,,,No,38,3,37,78
Jefferson,Precinct 4-1A,Court of Appeals Dist 4-Pyle III,,,Yes,118,10,122,250
Jefferson,Precinct 4-1A,Court of Appeals Dist 4-Pyle III,,,No,39,2,38,79
Jefferson,Precinct 4-1A,Straight Party Votes,,DEM,Democratic Party,,,,28
Jefferson,Precinct 4-1A,Straight Party Votes,,REP,Republican Party,,,,94
Jefferson,Precinct 4-1A,Ballots Cast,,,,144,16,102,262
Jefferson,Precinct 4-1A,Registered Voters,,,,,,,590
Jefferson,Precinct 4-2,Public Question-Const Amendment,,,Yes,64,4,46,114
Jefferson,Precinct 4-2,Public Question-Const Amendment,,,No,53,6,32,91
Jefferson,Precinct 4-2,President,,REP,Donald J. Trump,101,4,64,169
Jefferson,Precinct 4-2,President,,DEM,Kamala D. Harris,41,11,35,87
Jefferson,Precinct 4-2,President,,LIB,Chase Oliver,1,0,1,2
Jefferson,Precinct 4-2,President,,WTP,Robert F. Kennedy Jr.,0,0,1,1
Jefferson,Precinct 4-2,President,,,Write-ins,1,0,0,1
Jefferson,Precinct 4-2,U.S. Senate,,REP,Jim Banks,83,5,59,147
Jefferson,Precinct 4-2,U.S. Senate,,DEM,Valerie McCray,46,11,31,88
Jefferson,Precinct 4-2,U.S. Senate,,LIB,Andrew Horning,1,0,1,2
Jefferson,Precinct 4-2,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-2,Governor,,REP,Braun \ Beckwith,74,5,58,137
Jefferson,Precinct 4-2,Governor,,DEM,Mccormick \ Goodin,53,10,34,97
Jefferson,Precinct 4-2,Governor,,LIB,Rainwater \ Hudson,4,0,1,5
Jefferson,Precinct 4-2,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-2,Attorney General,,REP,Todd Rokita,86,5,58,149
Jefferson,Precinct 4-2,Attorney General,,DEM,Destiny Wells,46,11,33,90
Jefferson,Precinct 4-2,U.S. House,9,REP,Erin Houchin,90,5,59,154
Jefferson,Precinct 4-2,U.S. House,9,DEM,Timothy (Tim) Peck,42,11,30,83
Jefferson,Precinct 4-2,U.S. House,9,LIB,Russell (Russ) Brooksbank,2,0,2,4
Jefferson,Precinct 4-2,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 4-2,State House,67,REP,Alex Zimmerman,107,7,68,182
Jefferson,Precinct 4-2,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,107,7,71,185
Jefferson,Precinct 4-2,County Recorder,,REP,Amy Storm Stephens,82,5,59,146
Jefferson,Precinct 4-2,County Recorder,,DEM,Jenny Beverly,46,11,29,86
Jefferson,Precinct 4-2,County Treasurer,,REP,Meghan Crowley Hoskins,102,9,72,183
Jefferson,Precinct 4-2,County Coroner,,REP,Joshua Daniel Webb,106,8,70,184
Jefferson,Precinct 4-2,County Surveyor,,REP,Mike Pittman,108,7,72,187
Jefferson,Precinct 4-2,County Commissioner Lower District,,REP,David Bramer,105,7,71,183
Jefferson,Precinct 4-2,County Commissioner Middle District,,REP,Robert Little,109,6,73,188
Jefferson,Precinct 4-2,County Council Member At Large,,REP,Gary Copeland,76,5,52,133
Jefferson,Precinct 4-2,County Council Member At Large,,REP,Pam Crozier,76,4,44,124
Jefferson,Precinct 4-2,County Council Member At Large,,REP,Heather Traylor Foy,72,6,43,121
Jefferson,Precinct 4-2,Madison School Board District 1,,,Dustin N. Bentz,80,4,47,131
Jefferson,Precinct 4-2,Madison School Board District 1,,,Tanya M. Burnette,46,5,35,86
Jefferson,Precinct 4-2,Madison School Board District 1,,,David L. Storie,52,4,32,88
Jefferson,Precinct 4-2,IN Supreme Court-Rush,,,Yes,70,8,46,124
Jefferson,Precinct 4-2,IN Supreme Court-Rush,,,No,34,3,22,59
Jefferson,Precinct 4-2,IN Supreme Court-Massa,,,Yes,62,3,48,113
Jefferson,Precinct 4-2,IN Supreme Court-Massa,,,No,39,6,19,64
Jefferson,Precinct 4-2,IN Supreme Court-Molter,,,Yes,71,3,46,120
Jefferson,Precinct 4-2,IN Supreme Court-Molter,,,No,29,6,20,55
Jefferson,Precinct 4-2,Court of Appeals Dist 1-Foley,,,Yes,70,5,51,126
Jefferson,Precinct 4-2,Court of Appeals Dist 1-Foley,,,No,29,5,16,50
Jefferson,Precinct 4-2,Court of Appeals Dist 4-Pyle III,,,Yes,71,6,50,127
Jefferson,Precinct 4-2,Court of Appeals Dist 4-Pyle III,,,No,34,5,19,58
Jefferson,Precinct 4-2,Straight Party Votes,,DEM,Democratic Party,,,,22
Jefferson,Precinct 4-2,Straight Party Votes,,LIB,Libertarian Party,,,,1
Jefferson,Precinct 4-2,Straight Party Votes,,REP,Republican Party,,,,60
Jefferson,Precinct 4-2,Ballots Cast,,,,296,43,183,522
Jefferson,Precinct 4-2,Registered Voters,,,,,,,793
Jefferson,Precinct 4-3,Public Question-Const Amendment,,,Yes,150,12,96,258
Jefferson,Precinct 4-3,Public Question-Const Amendment,,,No,118,16,53,187
Jefferson,Precinct 4-3,President,,REP,Donald J. Trump,193,19,106,318
Jefferson,Precinct 4-3,President,,DEM,Kamala D. Harris,93,23,74,190
Jefferson,Precinct 4-3,President,,LIB,Chase Oliver,3,0,0,3
Jefferson,Precinct 4-3,President,,WTP,Robert F. Kennedy Jr.,2,1,2,5
Jefferson,Precinct 4-3,President,,,Write-ins,1,0,0,1
Jefferson,Precinct 4-3,U.S. Senate,,REP,Jim Banks,180,17,102,299
Jefferson,Precinct 4-3,U.S. Senate,,DEM,Valerie McCray,89,23,66,178
Jefferson,Precinct 4-3,U.S. Senate,,LIB,Andrew Horning,15,1,3,19
Jefferson,Precinct 4-3,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-3,Governor,,REP,Braun \ Beckwith,172,16,101,289
Jefferson,Precinct 4-3,Governor,,DEM,Mccormick \ Goodin,102,25,71,198
Jefferson,Precinct 4-3,Governor,,LIB,Rainwater \ Hudson,10,1,2,13
Jefferson,Precinct 4-3,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-3,Attorney General,,REP,Todd Rokita,189,16,105,310
Jefferson,Precinct 4-3,Attorney General,,DEM,Destiny Wells,93,25,69,187
Jefferson,Precinct 4-3,U.S. House,9,REP,Erin Houchin,189,16,108,313
Jefferson,Precinct 4-3,U.S. House,9,DEM,Timothy (Tim) Peck,82,23,66,171
Jefferson,Precinct 4-3,U.S. House,9,LIB,Russell (Russ) Brooksbank,14,1,0,15
Jefferson,Precinct 4-3,U.S. House,9,,Write-ins,1,0,0,1
Jefferson,Precinct 4-3,State House,67,REP,Alex Zimmerman,232,21,125,378
Jefferson,Precinct 4-3,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,236,21,122,379
Jefferson,Precinct 4-3,County Recorder,,REP,Amy Storm Stephens,192,14,105,311
Jefferson,Precinct 4-3,County Recorder,,DEM,Jenny Beverly,82,26,68,176
Jefferson,Precinct 4-3,County Treasurer,,REP,Meghan Crowley Hoskins,233,19,125,377
Jefferson,Precinct 4-3,County Coroner,,REP,Joshua Daniel Webb,234,22,124,380
Jefferson,Precinct 4-3,County Surveyor,,REP,Mike Pittman,230,23,129,382
Jefferson,Precinct 4-3,County Commissioner Lower District,,REP,David Bramer,227,24,128,379
Jefferson,Precinct 4-3,County Commissioner Middle District,,REP,Robert Little,235,24,129,388
Jefferson,Precinct 4-3,County Council Member At Large,,REP,Gary Copeland,165,10,95,270
Jefferson,Precinct 4-3,County Council Member At Large,,REP,Pam Crozier,157,13,95,265
Jefferson,Precinct 4-3,County Council Member At Large,,REP,Heather Traylor Foy,173,13,94,280
Jefferson,Precinct 4-3,Madison School Board District 1,,,Dustin N. Bentz,182,15,105,302
Jefferson,Precinct 4-3,Madison School Board District 1,,,Tanya M. Burnette,94,12,50,156
Jefferson,Precinct 4-3,Madison School Board District 1,,,David L. Storie,131,17,77,225
Jefferson,Precinct 4-3,IN Supreme Court-Rush,,,Yes,163,20,92,275
Jefferson,Precinct 4-3,IN Supreme Court-Rush,,,No,67,7,40,114
Jefferson,Precinct 4-3,IN Supreme Court-Massa,,,Yes,165,15,88,268
Jefferson,Precinct 4-3,IN Supreme Court-Massa,,,No,63,10,40,113
Jefferson,Precinct 4-3,IN Supreme Court-Molter,,,Yes,156,15,84,255
Jefferson,Precinct 4-3,IN Supreme Court-Molter,,,No,68,9,44,121
Jefferson,Precinct 4-3,Court of Appeals Dist 1-Foley,,,Yes,157,16,88,261
Jefferson,Precinct 4-3,Court of Appeals Dist 1-Foley,,,No,68,10,41,119
Jefferson,Precinct 4-3,Court of Appeals Dist 4-Pyle III,,,Yes,167,17,90,274
Jefferson,Precinct 4-3,Court of Appeals Dist 4-Pyle III,,,No,64,10,42,116
Jefferson,Precinct 4-3,Straight Party Votes,,DEM,Democratic Party,,,,47
Jefferson,Precinct 4-3,Straight Party Votes,,REP,Republican Party,,,,131
Jefferson,Precinct 4-3,Ballots Cast,,,,337,33,238,608
Jefferson,Precinct 4-3,Registered Voters,,,,,,,941
Jefferson,Precinct 5-1,Public Question-Const Amendment,,,Yes,158,10,105,273
Jefferson,Precinct 5-1,Public Question-Const Amendment,,,No,150,9,79,238
Jefferson,Precinct 5-1,President,,REP,Donald J. Trump,220,21,153,394
Jefferson,Precinct 5-1,President,,DEM,Kamala D. Harris,107,12,81,200
Jefferson,Precinct 5-1,President,,LIB,Chase Oliver,1,0,1,2
Jefferson,Precinct 5-1,President,,WTP,Robert F. Kennedy Jr.,5,0,0,5
Jefferson,Precinct 5-1,President,,,Write-ins,0,0,2,2
Jefferson,Precinct 5-1,U.S. Senate,,REP,Jim Banks,193,20,141,354
Jefferson,Precinct 5-1,U.S. Senate,,DEM,Valerie McCray,107,12,78,197
Jefferson,Precinct 5-1,U.S. Senate,,LIB,Andrew Horning,11,0,4,15
Jefferson,Precinct 5-1,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 5-1,Governor,,REP,Braun \ Beckwith,175,22,135,332
Jefferson,Precinct 5-1,Governor,,DEM,Mccormick \ Goodin,122,11,84,217
Jefferson,Precinct 5-1,Governor,,LIB,Rainwater \ Hudson,21,0,5,26
Jefferson,Precinct 5-1,Governor,,,Write-ins,0,0,1,1
Jefferson,Precinct 5-1,Attorney General,,REP,Todd Rokita,200,21,142,363
Jefferson,Precinct 5-1,Attorney General,,DEM,Destiny Wells,114,11,84,209
Jefferson,Precinct 5-1,U.S. House,9,REP,Erin Houchin,205,22,140,367
Jefferson,Precinct 5-1,U.S. House,9,DEM,Timothy (Tim) Peck,107,10,83,200
Jefferson,Precinct 5-1,U.S. House,9,LIB,Russell (Russ) Brooksbank,6,0,2,8
Jefferson,Precinct 5-1,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 5-1,State House,67,REP,Alex Zimmerman,239,24,166,429
Jefferson,Precinct 5-1,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,243,24,170,437
Jefferson,Precinct 5-1,County Recorder,,REP,Amy Storm Stephens,202,22,145,369
Jefferson,Precinct 5-1,County Recorder,,DEM,Jenny Beverly,107,9,79,195
Jefferson,Precinct 5-1,County Treasurer,,REP,Meghan Crowley Hoskins,246,24,174,444
Jefferson,Precinct 5-1,County Coroner,,REP,Joshua Daniel Webb,245,25,174,444
Jefferson,Precinct 5-1,County Surveyor,,REP,Mike Pittman,242,24,169,435
Jefferson,Precinct 5-1,County Commissioner Lower District,,REP,David Bramer,242,23,168,433
Jefferson,Precinct 5-1,County Commissioner Middle District,,REP,Robert Little,248,23,167,438
Jefferson,Precinct 5-1,County Council Member At Large,,REP,Gary Copeland,158,13,113,284
Jefferson,Precinct 5-1,County Council Member At Large,,REP,Pam Crozier,148,13,109,270
Jefferson,Precinct 5-1,County Council Member At Large,,REP,Heather Traylor Foy,156,10,107,273
Jefferson,Precinct 5-1,Madison School Board District 1,,,Dustin N. Bentz,179,9,128,316
Jefferson,Precinct 5-1,Madison School Board District 1,,,Tanya M. Burnette,96,11,72,179
Jefferson,Precinct 5-1,Madison School Board District 1,,,David L. Storie,127,6,79,212
Jefferson,Precinct 5-1,IN Supreme Court-Rush,,,Yes,179,7,119,305
Jefferson,Precinct 5-1,IN Supreme Court-Rush,,,No,78,6,57,141
Jefferson,Precinct 5-1,IN Supreme Court-Massa,,,Yes,172,8,110,290
Jefferson,Precinct 5-1,IN Supreme Court-Massa,,,No,80,4,63,147
Jefferson,Precinct 5-1,IN Supreme Court-Molter,,,Yes,171,8,113,292
Jefferson,Precinct 5-1,IN Supreme Court-Molter,,,No,82,4,62,148
Jefferson,Precinct 5-1,Court of Appeals Dist 1-Foley,,,Yes,176,7,115,298
Jefferson,Precinct 5-1,Court of Appeals Dist 1-Foley,,,No,74,5,62,141
Jefferson,Precinct 5-1,Court of Appeals Dist 4-Pyle III,,,Yes,190,8,116,314
Jefferson,Precinct 5-1,Court of Appeals Dist 4-Pyle III,,,No,76,3,62,141
Jefferson,Precinct 5-1,Straight Party Votes,,DEM,Democratic Party,,,,67
Jefferson,Precinct 5-1,Straight Party Votes,,REP,Republican Party,,,,182
Jefferson,Precinct 5-1,Ballots Cast,,,,305,74,254,633
Jefferson,Precinct 5-1,Registered Voters,,,,,,,986
Jefferson,Precinct 5-2,Public Question-Const Amendment,,,Yes,153,36,103,292
Jefferson,Precinct 5-2,Public Question-Const Amendment,,,No,121,18,109,248
Jefferson,Precinct 5-2,President,,REP,Donald J. Trump,204,34,153,391
Jefferson,Precinct 5-2,President,,DEM,Kamala D. Harris,93,35,97,225
Jefferson,Precinct 5-2,President,,LIB,Chase Oliver,1,1,0,2
Jefferson,Precinct 5-2,President,,WTP,Robert F. Kennedy Jr.,4,4,2,10
Jefferson,Precinct 5-2,President,,,Write-ins,0,0,0,0
Jefferson,Precinct 5-2,U.S. Senate,,REP,Jim Banks,193,27,143,363
Jefferson,Precinct 5-2,U.S. Senate,,DEM,Valerie McCray,87,33,87,207
Jefferson,Precinct 5-2,U.S. Senate,,LIB,Andrew Horning,8,5,5,18
Jefferson,Precinct 5-2,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 5-2,Governor,,REP,Braun \ Beckwith,182,31,132,345
Jefferson,Precinct 5-2,Governor,,DEM,Mccormick \ Goodin,101,31,96,228
Jefferson,Precinct 5-2,Governor,,LIB,Rainwater \ Hudson,9,5,9,23
Jefferson,Precinct 5-2,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 5-2,Attorney General,,REP,Todd Rokita,187,28,154,369
Jefferson,Precinct 5-2,Attorney General,,DEM,Destiny Wells,96,35,91,222
Jefferson,Precinct 5-2,U.S. House,9,REP,Erin Houchin,204,28,147,379
Jefferson,Precinct 5-2,U.S. House,9,DEM,Timothy (Tim) Peck,82,34,92,208
Jefferson,Precinct 5-2,U.S. House,9,LIB,Russell (Russ) Brooksbank,5,4,6,15
Jefferson,Precinct 5-2,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 5-2,State House,67,REP,Alex Zimmerman,231,39,172,442
Jefferson,Precinct 5-2,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,238,40,181,459
Jefferson,Precinct 5-2,County Recorder,,REP,Amy Storm Stephens,200,32,150,382
Jefferson,Precinct 5-2,County Recorder,,DEM,Jenny Beverly,80,33,86,199
Jefferson,Precinct 5-2,County Treasurer,,REP,Meghan Crowley Hoskins,240,39,176,455
Jefferson,Precinct 5-2,County Coroner,,REP,Joshua Daniel Webb,234,40,173,447
Jefferson,Precinct 5-2,County Surveyor,,REP,Mike Pittman,236,40,174,450
Jefferson,Precinct 5-2,County Commissioner Lower District,,REP,David Bramer,231,41,181,453
Jefferson,Precinct 5-2,County Commissioner Middle District,,REP,Robert Little,236,40,181,457
Jefferson,Precinct 5-2,County Council Member At Large,,REP,Gary Copeland,168,31,135,334
Jefferson,Precinct 5-2,County Council Member At Large,,REP,Pam Crozier,148,26,111,285
Jefferson,Precinct 5-2,County Council Member At Large,,REP,Heather Traylor Foy,172,27,130,329
Jefferson,Precinct 5-2,Madison School Board District 1,,,Dustin N. Bentz,189,29,144,362
Jefferson,Precinct 5-2,Madison School Board District 1,,,Tanya M. Burnette,98,17,67,182
Jefferson,Precinct 5-2,Madison School Board District 1,,,David L. Storie,124,28,111,263
Jefferson,Precinct 5-2,IN Supreme Court-Rush,,,Yes,164,22,127,313
Jefferson,Precinct 5-2,IN Supreme Court-Rush,,,No,66,14,62,142
Jefferson,Precinct 5-2,IN Supreme Court-Massa,,,Yes,164,27,132,323
Jefferson,Precinct 5-2,IN Supreme Court-Massa,,,No,63,11,56,130
Jefferson,Precinct 5-2,IN Supreme Court-Molter,,,Yes,163,19,128,310
Jefferson,Precinct 5-2,IN Supreme Court-Molter,,,No,62,18,59,139
Jefferson,Precinct 5-2,Court of Appeals Dist 1-Foley,,,Yes,165,25,135,325
Jefferson,Precinct 5-2,Court of Appeals Dist 1-Foley,,,No,65,12,52,129
Jefferson,Precinct 5-2,Court of Appeals Dist 4-Pyle III,,,Yes,173,24,132,329
Jefferson,Precinct 5-2,Court of Appeals Dist 4-Pyle III,,,No,64,11,59,134
Jefferson,Precinct 5-2,Straight Party Votes,,DEM,Democratic Party,,,,67
Jefferson,Precinct 5-2,Straight Party Votes,,LIB,Libertarian Party,,,,1
Jefferson,Precinct 5-2,Straight Party Votes,,REP,Republican Party,,,,159
Jefferson,Precinct 5-2,Straight Party Votes,,WTP,We The People,,,,1
Jefferson,Precinct 5-2,Ballots Cast,,,,537,38,163,738
Jefferson,Precinct 5-2,Registered Voters,,,,,,,1066
Jefferson,Precinct GRAHAM,Public Question-Const Amendment,,,Yes,234,10,82,326
Jefferson,Precinct GRAHAM,Public Question-Const Amendment,,,No,216,12,60,288
Jefferson,Precinct GRAHAM,President,,REP,Donald J. Trump,430,13,132,575
Jefferson,Precinct GRAHAM,President,,DEM,Kamala D. Harris,93,25,30,148
Jefferson,Precinct GRAHAM,President,,LIB,Chase Oliver,1,0,0,1
Jefferson,Precinct GRAHAM,President,,WTP,Robert F. Kennedy Jr.,6,0,1,7
Jefferson,Precinct GRAHAM,President,,,Write-ins,1,0,0,1
Jefferson,Precinct GRAHAM,U.S. Senate,,REP,Jim Banks,398,13,123,534
Jefferson,Precinct GRAHAM,U.S. Senate,,DEM,Valerie McCray,84,24,29,137
Jefferson,Precinct GRAHAM,U.S. Senate,,LIB,Andrew Horning,17,0,1,18
Jefferson,Precinct GRAHAM,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct GRAHAM,Governor,,REP,Braun \ Beckwith,377,13,119,509
Jefferson,Precinct GRAHAM,Governor,,DEM,Mccormick \ Goodin,107,24,32,163
Jefferson,Precinct GRAHAM,Governor,,LIB,Rainwater \ Hudson,26,0,7,33
Jefferson,Precinct GRAHAM,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct GRAHAM,Attorney General,,REP,Todd Rokita,404,13,128,545
Jefferson,Precinct GRAHAM,Attorney General,,DEM,Destiny Wells,102,24,29,155
Jefferson,Precinct GRAHAM,U.S. House,9,REP,Erin Houchin,414,13,124,551
Jefferson,Precinct GRAHAM,U.S. House,9,DEM,Timothy (Tim) Peck,90,24,32,146
Jefferson,Precinct GRAHAM,U.S. House,9,LIB,Russell (Russ) Brooksbank,10,0,3,13
Jefferson,Precinct GRAHAM,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct GRAHAM,State House,67,REP,Alex Zimmerman,441,13,133,587
Jefferson,Precinct GRAHAM,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,444,11,129,584
Jefferson,Precinct GRAHAM,County Recorder,,REP,Amy Storm Stephens,370,13,116,499
Jefferson,Precinct GRAHAM,County Recorder,,DEM,Jenny Beverly,111,24,37,172
Jefferson,Precinct GRAHAM,County Treasurer,,REP,Meghan Crowley Hoskins,433,14,130,577
Jefferson,Precinct GRAHAM,County Coroner,,REP,Joshua Daniel Webb,438,14,130,582
Jefferson,Precinct GRAHAM,County Surveyor,,REP,Mike Pittman,445,13,130,588
Jefferson,Precinct GRAHAM,County Commissioner Lower District,,REP,David Bramer,438,12,130,580
Jefferson,Precinct GRAHAM,County Commissioner Middle District,,REP,Robert Little,445,11,136,592
Jefferson,Precinct GRAHAM,County Council Member At Large,,REP,Gary Copeland,325,7,110,442
Jefferson,Precinct GRAHAM,County Council Member At Large,,REP,Pam Crozier,253,10,86,349
Jefferson,Precinct GRAHAM,County Council Member At Large,,REP,Heather Traylor Foy,250,8,84,342
Jefferson,Precinct GRAHAM,Madison School Board District 1,,,Dustin N. Bentz,265,7,75,347
Jefferson,Precinct GRAHAM,Madison School Board District 1,,,Tanya M. Burnette,174,15,52,241
Jefferson,Precinct GRAHAM,Madison School Board District 1,,,David L. Storie,185,14,59,258
Jefferson,Precinct GRAHAM,IN Supreme Court-Rush,,,Yes,282,12,89,383
Jefferson,Precinct GRAHAM,IN Supreme Court-Rush,,,No,126,8,33,167
Jefferson,Precinct GRAHAM,IN Supreme Court-Massa,,,Yes,291,9,85,385
Jefferson,Precinct GRAHAM,IN Supreme Court-Massa,,,No,117,11,34,162
Jefferson,Precinct GRAHAM,IN Supreme Court-Molter,,,Yes,297,9,83,389
Jefferson,Precinct GRAHAM,IN Supreme Court-Molter,,,No,111,10,37,158
Jefferson,Precinct GRAHAM,Court of Appeals Dist 1-Foley,,,Yes,290,10,84,384
Jefferson,Precinct GRAHAM,Court of Appeals Dist 1-Foley,,,No,113,10,32,155
Jefferson,Precinct GRAHAM,Court of Appeals Dist 4-Pyle III,,,Yes,295,12,84,391
Jefferson,Precinct GRAHAM,Court of Appeals Dist 4-Pyle III,,,No,121,8,35,164
Jefferson,Precinct GRAHAM,Straight Party Votes,,DEM,Democratic Party,,,,50
Jefferson,Precinct GRAHAM,Straight Party Votes,,REP,Republican Party,,,,259
Jefferson,Precinct GRAHAM,Ballots Cast,,,,273,31,177,481
Jefferson,Precinct GRAHAM,Registered Voters,,,,,,,891
Jefferson,Precinct HANOVER 1,Public Question-Const Amendment,,,Yes,123,5,80,208
Jefferson,Precinct HANOVER 1,Public Question-Const Amendment,,,No,123,22,82,227
Jefferson,Precinct HANOVER 1,President,,REP,Donald J. Trump,162,8,74,244
Jefferson,Precinct HANOVER 1,President,,DEM,Kamala D. Harris,92,22,97,211
Jefferson,Precinct HANOVER 1,President,,LIB,Chase Oliver,3,0,3,6
Jefferson,Precinct HANOVER 1,President,,WTP,Robert F. Kennedy Jr.,6,0,2,8
Jefferson,Precinct HANOVER 1,President,,,Write-ins,2,0,1,3
Jefferson,Precinct HANOVER 1,U.S. Senate,,REP,Jim Banks,151,8,76,235
Jefferson,Precinct HANOVER 1,U.S. Senate,,DEM,Valerie McCray,91,20,84,195
Jefferson,Precinct HANOVER 1,U.S. Senate,,LIB,Andrew Horning,12,1,2,15
Jefferson,Precinct HANOVER 1,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct HANOVER 1,Governor,,REP,Braun \ Beckwith,137,9,74,220
Jefferson,Precinct HANOVER 1,Governor,,DEM,Mccormick \ Goodin,107,20,91,218
Jefferson,Precinct HANOVER 1,Governor,,LIB,Rainwater \ Hudson,15,0,4,19
Jefferson,Precinct HANOVER 1,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct HANOVER 1,Attorney General,,REP,Todd Rokita,158,9,75,242
Jefferson,Precinct HANOVER 1,Attorney General,,DEM,Destiny Wells,100,20,90,210
Jefferson,Precinct HANOVER 1,U.S. House,9,REP,Erin Houchin,162,9,80,251
Jefferson,Precinct HANOVER 1,U.S. House,9,DEM,Timothy (Tim) Peck,90,20,84,194
Jefferson,Precinct HANOVER 1,U.S. House,9,LIB,Russell (Russ) Brooksbank,10,0,5,15
Jefferson,Precinct HANOVER 1,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct HANOVER 1,State House,66,REP,Zach Payne,164,10,80,254
Jefferson,Precinct HANOVER 1,State House,66,DEM,Jennifer David,93,19,87,199
Jefferson,Precinct HANOVER 1,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,194,14,101,309
Jefferson,Precinct HANOVER 1,County Recorder,,REP,Amy Storm Stephens,149,6,69,224
Jefferson,Precinct HANOVER 1,County Recorder,,DEM,Jenny Beverly,101,20,89,210
Jefferson,Precinct HANOVER 1,County Treasurer,,REP,Meghan Crowley Hoskins,200,13,104,317
Jefferson,Precinct HANOVER 1,County Coroner,,REP,Joshua Daniel Webb,200,14,103,317
Jefferson,Precinct HANOVER 1,County Surveyor,,REP,Mike Pittman,206,13,107,326
Jefferson,Precinct HANOVER 1,County Commissioner Lower District,,REP,David Bramer,201,12,116,329
Jefferson,Precinct HANOVER 1,County Commissioner Middle District,,REP,Robert Little,204,12,112,328
Jefferson,Precinct HANOVER 1,County Council Member At Large,,REP,Gary Copeland,133,6,66,205
Jefferson,Precinct HANOVER 1,County Council Member At Large,,REP,Pam Crozier,116,5,65,186
Jefferson,Precinct HANOVER 1,County Council Member At Large,,REP,Heather Traylor Foy,119,10,75,204
Jefferson,Precinct HANOVER 1,Southwestern SB Republican Township,,,Jennifer S. Burgert,60,4,50,114
Jefferson,Precinct HANOVER 1,Southwestern SB Republican Township,,,Tina R. Hardy,77,7,46,130
Jefferson,Precinct HANOVER 1,Southwestern SB Republican Township,,,Jonathon D. Simpson,76,5,38,119
Jefferson,Precinct HANOVER 1,IN Supreme Court-Rush,,,Yes,153,14,83,250
Jefferson,Precinct HANOVER 1,IN Supreme Court-Rush,,,No,57,4,50,111
Jefferson,Precinct HANOVER 1,IN Supreme Court-Massa,,,Yes,159,12,79,250
Jefferson,Precinct HANOVER 1,IN Supreme Court-Massa,,,No,49,7,53,109
Jefferson,Precinct HANOVER 1,IN Supreme Court-Molter,,,Yes,156,11,83,250
Jefferson,Precinct HANOVER 1,IN Supreme Court-Molter,,,No,48,7,49,104
