county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Randolph,01 WHITE RIVER 1,Registered Voters,,,,,998,,,
Randolph,01 WHITE RIVER 1,Ballots Cast,,,,,693,,,
Randolph,01 WHITE RIVER 1,Public Question-Const Amendment,,,,Yes,347,186,145,16
Randolph,01 WHITE RIVER 1,Public Question-Const Amendment,,,,No,255,136,103,16
Randolph,01 WHITE RIVER 1,President,,1,REP,Donald J. TRUMP / JD VANCE,504,271,216,17
Randolph,01 WHITE RIVER 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,167,83,63,21
Randolph,01 WHITE RIVER 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,5,3,2,0
Randolph,01 WHITE RIVER 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,11,3,6,2
Randolph,01 WHITE RIVER 1,President,,1,,Write-In,0,0,0,0
Randolph,01 WHITE RIVER 1,U.S. Senate,,1,REP,Jim BANKS,470,254,200,16
Randolph,01 WHITE RIVER 1,U.S. Senate,,1,DEM,Valerie McCRAY,146,72,53,21
Randolph,01 WHITE RIVER 1,U.S. Senate,,1,LBT,Andrew HORNING,18,5,10,3
Randolph,01 WHITE RIVER 1,U.S. Senate,,1,,Write-In,0,0,0,0
Randolph,01 WHITE RIVER 1,Attorney General,,1,REP,Todd ROKITA,489,260,212,17
Randolph,01 WHITE RIVER 1,Attorney General,,1,DEM,Destiny WELLS,170,85,62,23
Randolph,01 WHITE RIVER 1,U.S. House,3,1,REP,Marlin A. STUTZMAN,489,262,208,19
Randolph,01 WHITE RIVER 1,U.S. House,3,1,DEM,Kiley M. ADOLPH,138,66,52,20
Randolph,01 WHITE RIVER 1,U.S. House,3,1,LBT,Jarrad LANCASTER,26,11,14,1
Randolph,01 WHITE RIVER 1,U.S. House,3,1,,Write-In,0,0,0,0
Randolph,01 WHITE RIVER 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,434,238,176,20
Randolph,01 WHITE RIVER 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,179,85,74,20
Randolph,01 WHITE RIVER 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,31,14,17,0
Randolph,01 WHITE RIVER 1,Governor,,1,,Write-In,0,0,0,0
Randolph,01 WHITE RIVER 1,State House,33,1,REP,John (J.D.) PRESCOTT,458,251,191,16
Randolph,01 WHITE RIVER 1,State House,33,1,DEM,John E. BARTLETT,191,90,77,24
Randolph,01 WHITE RIVER 1,Circuit Court Clerk,,1,REP,Melinda (Mindy) PEED,562,290,243,29
Randolph,01 WHITE RIVER 1,County Coroner,,1,REP,Darin Edward JAMES,539,274,234,31
Randolph,01 WHITE RIVER 1,County Commissioner,Eastern,1,REP,Thomas (Tom) KERNS,531,271,232,28
Randolph,01 WHITE RIVER 1,County Commissioner,Middle,1,REP,Melissa (Missy) WILLIAMS,511,274,214,23
Randolph,01 WHITE RIVER 1,County Commissioner,Middle,1,LBT,Hugh Coy APPLEGATE II,113,48,55,10
Randolph,01 WHITE RIVER 1,County Council Member,At Large,3,REP,Gregory (Greg) CHEESMAN,388,198,171,19
Randolph,01 WHITE RIVER 1,County Council Member,At Large,3,REP,Beverly J. FIELDS,368,193,156,19
Randolph,01 WHITE RIVER 1,County Council Member,At Large,3,REP,K. Scott FISHER,311,164,127,20
Randolph,01 WHITE RIVER 1,County Council Member,At Large,3,DEM,Alexander SULEK,154,65,68,21
Randolph,01 WHITE RIVER 1,Randolph Central SB,At Large,1,,Randy Lee WREN,467,232,209,26
Randolph,01 WHITE RIVER 1,Randolph Central SB,Ward Township,1,,Jay S. HARRIS,523,270,225,28
Randolph,01 WHITE RIVER 1,IN Supreme Court-Rush,,,,Yes,391,201,173,17
Randolph,01 WHITE RIVER 1,IN Supreme Court-Rush,,,,No,149,73,62,14
Randolph,01 WHITE RIVER 1,IN Supreme Court-Massa,,,,Yes,386,199,177,10
Randolph,01 WHITE RIVER 1,IN Supreme Court-Massa,,,,No,143,64,60,19
