county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Benton,Bolivar,Registered Voters,,,,,805,,,
Benton,Bolivar,Ballots Cast,,,,,508,,,
Benton,Bolivar,Straight Party,,1,REP,Republican,238,70,167,1
Benton,Bolivar,Straight Party,,1,DEM,Democratic,60,23,35,2
Benton,Bolivar,Straight Party,,1,LBT,Libertarian,2,0,2,0
Benton,Bolivar,Straight Party,,1,WTP,We The People,6,0,6,0
Benton,Bolivar,Straight Party,,1,,Total Votes,306,93,210,3
Benton,Bolivar,Straight Party,,1,,Under Votes,202,57,135,10
Benton,Bolivar,Straight Party,,1,,Over Votes,0,0,0,0
Benton,Bolivar,Public Question-Const Amendment,,1,,Yes,211,56,150,5
Benton,Bolivar,Public Question-Const Amendment,,1,,No,249,79,163,7
Benton,Bolivar,Public Question-Const Amendment,,1,,Total Votes,460,135,313,12
Benton,Bolivar,Public Question-Const Amendment,,1,,Under Votes,48,15,32,1
Benton,Bolivar,Public Question-Const Amendment,,1,,Over Votes,0,0,0,0
Benton,Bolivar,President,,1,REP,Donald J. TRUMP / JD VANCE,358,87,270,1
Benton,Bolivar,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,138,61,65,12
Benton,Bolivar,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,0,2,0
Benton,Bolivar,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,0,4,0
Benton,Bolivar,President,,1,,Total Votes,502,148,341,13
Benton,Bolivar,President,,1,,Under Votes,6,2,4,0
Benton,Bolivar,President,,1,,Over Votes,0,0,0,0
Benton,Bolivar,President,,1,,Invalid Votes,0,0,0,0
Benton,Bolivar,U.S. Senate,,1,REP,Jim BANKS,356,90,263,3
Benton,Bolivar,U.S. Senate,,1,DEM,Valerie McCRAY,129,52,67,10
Benton,Bolivar,U.S. Senate,,1,LBT,Andrew HORNING,16,5,11,0
Benton,Bolivar,U.S. Senate,,1,,Total Votes,501,147,341,13
Benton,Bolivar,U.S. Senate,,1,,Under Votes,7,3,4,0
Benton,Bolivar,U.S. Senate,,1,,Over Votes,0,0,0,0
Benton,Bolivar,U.S. Senate,,1,,Invalid Votes,0,0,0,0
Benton,Bolivar,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,337,89,246,2
Benton,Bolivar,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,145,56,78,11
Benton,Bolivar,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,22,4,18,0
Benton,Bolivar,Governor,,1,,Total Votes,504,149,342,13
Benton,Bolivar,Governor,,1,,Under Votes,4,1,3,0
Benton,Bolivar,Governor,,1,,Over Votes,0,0,0,0
Benton,Bolivar,Governor,,1,,Invalid Votes,0,0,0,0
Benton,Bolivar,Attorney General,,1,REP,Todd ROKITA,367,94,269,4
Benton,Bolivar,Attorney General,,1,DEM,Destiny WELLS,139,56,74,9
Benton,Bolivar,Attorney General,,1,,Total Votes,506,150,343,13
Benton,Bolivar,Attorney General,,1,,Under Votes,2,0,2,0
Benton,Bolivar,Attorney General,,1,,Over Votes,0,0,0,0
Benton,Bolivar,Attorney General,,1,,Invalid Votes,0,0,0,0
Benton,Bolivar,U.S. House,4,1,REP,Jim BAIRD,358,91,264,3
Benton,Bolivar,U.S. House,4,1,DEM,Derrick HOLDER,129,55,64,10
