county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Hendricks,0101-Brown 1,Registered Voters,,,,,1138,,,
Hendricks,0101-Brown 1,Ballots Cast,,,,,811,,,
Hendricks,0101-Brown 1,President,,1,REP,Donald J. TRUMP / JD VANCE,493,240,205,48
Hendricks,0101-Brown 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,282,117,107,58
Hendricks,0101-Brown 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,12,3,4,5
Hendricks,0101-Brown 1,President,,1,,Write-In,5,3,2,0
Hendricks,0101-Brown 1,U.S. Senate,,1,REP,Jim BANKS,523,252,215,56
Hendricks,0101-Brown 1,U.S. Senate,,1,DEM,Valerie McCRAY,250,104,94,52
Hendricks,0101-Brown 1,U.S. Senate,,1,LBT,Andrew HORNING,16,2,9,5
Hendricks,0101-Brown 1,U.S. Senate,,1,,Write-In,0,0,0,0
Hendricks,0101-Brown 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,469,228,193,48
Hendricks,0101-Brown 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,293,120,116,57
Hendricks,0101-Brown 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,29,9,13,7
Hendricks,0101-Brown 1,Governor,,1,,Write-In,0,0,0,0
Hendricks,0101-Brown 1,Attorney General,,1,REP,Todd ROKITA,483,235,199,49
Hendricks,0101-Brown 1,Attorney General,,1,DEM,Destiny WELLS,311,128,121,62
Hendricks,0101-Brown 1,U.S. House,4,1,REP,Jim BAIRD,526,257,215,54
Hendricks,0101-Brown 1,U.S. House,4,1,DEM,Derrick HOLDER,242,104,88,50
Hendricks,0101-Brown 1,U.S. House,4,1,LBT,Ashley GROFF,24,2,15,7
Hendricks,0101-Brown 1,U.S. House,4,1,,Write-In,0,0,0,0
Hendricks,0101-Brown 1,State Senate,7,1,REP,Brian W. BUCHANAN,578,269,246,63
Hendricks,0101-Brown 1,State House,25,1,REP,Becky CASH,489,240,197,52
Hendricks,0101-Brown 1,State House,25,1,DEM,Tiffany STONER,290,114,119,57
Hendricks,0101-Brown 1,Judge of the Superior Court No. 1,,1,REP,Kathryn M. KUEHN,563,256,247,60
Hendricks,0101-Brown 1,Judge of the Superior Court No. 3,,1,REP,Travis CRANE,567,255,250,62
Hendricks,0101-Brown 1,Judge of the Superior Court No. 4,,1,REP,Mark A. SMITH,568,258,249,61
Hendricks,0101-Brown 1,Judge of the Superior Court No. 5,,1,REP,Stephenie Diana LEMAY-LUKEN,575,262,255,58
