county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Rush,01-Rushville City 1,Registered Voters,,,,,0,,,
Rush,01-Rushville City 1,Ballots Cast,,,,,779,,,
Rush,01-Rushville City 1,Public Question-Const Amendment,,,,Yes,368,143,199,26
Rush,01-Rushville City 1,Public Question-Const Amendment,,,,No,331,144,158,29
Rush,01-Rushville City 1,President,,1,REP,Donald J. TRUMP / JD VANCE,495,194,254,47
Rush,01-Rushville City 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,256,120,112,24
Rush,01-Rushville City 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,8,1,6,1
Rush,01-Rushville City 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,12,4,7,1
Rush,01-Rushville City 1,President,,1,,Write-In,0,0,0,0
Rush,01-Rushville City 1,U.S. Senate,,1,REP,Jim BANKS,457,176,238,43
Rush,01-Rushville City 1,U.S. Senate,,1,DEM,Valerie McCRAY,246,116,105,25
Rush,01-Rushville City 1,U.S. Senate,,1,LBT,Andrew HORNING,26,9,15,2
Rush,01-Rushville City 1,U.S. Senate,,1,,Write-In,0,0,0,0
Rush,01-Rushville City 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,414,160,208,46
Rush,01-Rushville City 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,271,124,121,26
Rush,01-Rushville City 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,50,15,34,1
Rush,01-Rushville City 1,Governor,,1,,Write-In,0,0,0,0
Rush,01-Rushville City 1,Attorney General,,1,REP,Todd ROKITA,449,175,229,45
Rush,01-Rushville City 1,Attorney General,,1,DEM,Destiny WELLS,284,130,128,26
Rush,01-Rushville City 1,U.S. House,6,1,REP,Jefferson SHREVE,444,176,226,42
Rush,01-Rushville City 1,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,250,115,109,26
Rush,01-Rushville City 1,U.S. House,6,1,LBT,James Michael SCENIAK,47,17,27,3
Rush,01-Rushville City 1,U.S. House,6,1,,Write-In,0,0,0,0
Rush,01-Rushville City 1,State Senate,42,1,REP,Jean LEISING,592,236,305,51
Rush,01-Rushville City 1,State House,54,1,REP,Cory CRISWELL,559,215,296,48
Rush,01-Rushville City 1,Judge of the Circuit Court 65th Judicial,,1,REP,Brian D. HILL,585,227,308,50
Rush,01-Rushville City 1,Circuit Court Clerk,,1,REP,Jennifer (Jenny) SAMMONS,575,215,310,50
Rush,01-Rushville City 1,County Auditor,,1,REP,Tammy JUSTICE,590,233,307,50
Rush,01-Rushville City 1,County Treasurer,,1,REP,Susan N. SPAETH,595,233,310,52
Rush,01-Rushville City 1,County Coroner,,1,DEM,Scott MEDD,467,192,236,39
Rush,01-Rushville City 1,County Surveyor,,1,REP,Marvin L. REES,577,225,299,53
Rush,01-Rushville City 1,County Commissioner,Middle District,1,REP,Ronald (Ron) JARMAN,589,220,315,54
Rush,01-Rushville City 1,County Commissioner,Southern District,1,REP,Jeffery (Jeff) WILSON,576,220,305,51
Rush,01-Rushville City 1,County Council Member,At Large,3,REP,Dennis O. CORN,378,159,190,29
Rush,01-Rushville City 1,County Council Member,At Large,3,REP,Kyle GARDNER,425,171,223,31
Rush,01-Rushville City 1,County Council Member,At Large,3,REP,Charles (Charlie) SMITH,340,144,170,26
Rush,01-Rushville City 1,Rush County School Board,3,1,,Jon (Kevin) BANKS,341,135,186,20
Rush,01-Rushville City 1,Rush County School Board,3,1,,Jeffrey SLATON,233,98,119,16
Rush,01-Rushville City 1,Rush County School Board,4,1,,Matthew JONES,523,206,284,33
Rush,01-Rushville City 1,Rush County School Board,6,1,,Jennifer A. BOWLES,228,88,124,16
Rush,01-Rushville City 1,Rush County School Board,6,1,,Paul D. NICHOLLS,173,70,94,9
Rush,01-Rushville City 1,Rush County School Board,6,1,,Steve R. SICKBERT,280,118,129,33
Rush,01-Rushville City 1,Rush County School Board,7,1,,Jeffrey (Jeff) EDWARDS,553,226,291,36
Rush,01-Rushville City 1,IN Supreme Court-Rush,,,,Yes,429,172,226,31
Rush,01-Rushville City 1,IN Supreme Court-Rush,,,,No,175,68,98,9
Rush,01-Rushville City 1,IN Supreme Court-Massa,,,,Yes,409,168,213,28
Rush,01-Rushville City 1,IN Supreme Court-Massa,,,,No,189,73,105,11
Rush,01-Rushville City 1,IN Supreme Court-Molter,,,,Yes,410,162,218,30
Rush,01-Rushville City 1,IN Supreme Court-Molter,,,,No,184,76,98,10
Rush,01-Rushville City 1,Court of Appeals Dist 1-Foley,,,,Yes,416,163,220,33
Rush,01-Rushville City 1,Court of Appeals Dist 1-Foley,,,,No,179,74,98,7
Rush,01-Rushville City 1,Court of Appeals Dist 4-Pyle III,,,,Yes,426,170,222,34
Rush,01-Rushville City 1,Court of Appeals Dist 4-Pyle III,,,,No,183,73,103,7
Rush,01-Rushville City 1,Straight Party,,,DEM,,44,,,
