county,precinct,office,district,seats,party,candidate,votes
Jennings,Geneva 01 East,U.S. House,9,1,REP,Erin HOUCHIN,529
Jennings,Geneva 01 East,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,23
Jennings,Geneva 01 East,U.S. House,9,1,DEM,Timothy (Tim) PECK,114
Jennings,Geneva 01 East,Governor,,1,,Write-In,0
Jennings,Geneva 01 East,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,50
Jennings,Geneva 01 East,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,140
Jennings,Geneva 01 East,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,480
Jennings,Geneva 01 East,Attorney General,,1,DEM,Destiny WELLS,128
Jennings,Geneva 01 East,Attorney General,,1,REP,Todd ROKITA,535
Jennings,Geneva 01 East,State Senate,42,1,REP,Jean LEISING,563
Jennings,Geneva 01 East,State House,73,1,DEM,Hollie PAYTON,122
Jennings,Geneva 01 East,State House,73,1,REP,Jennifer MELTZER,520
Jennings,Geneva 01 East,County Commissioner,1,1,REP,Charlie ST JOHN,566
Jennings,Geneva 01 East,County Commissioner,2,1,REP,Shane BOSWELL,553
Jennings,Geneva 01 East,County Coroner,,1,REP,Alden Wade RUDICEL,583
Jennings,Geneva 01 East,County Surveyor,,1,REP,Charles (Chad) EBINGER,558
Jennings,Geneva 01 East,County Treasurer,,1,REP,Tina BELDING BRISON,561
Jennings,Geneva 01 East,County Council,At Large,3,REP,David CHEATHAM,324
Jennings,Geneva 01 East,County Council,At Large,3,REP,David WOODALL,217
Jennings,Geneva 01 East,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,339
Jennings,Geneva 01 East,Jennings County School Board,1,1,NP,Chelsea MORRISON,377
Jennings,Geneva 01 East,Jennings County School Board,2,1,NP,Earl L TAGGART,416
Jennings,Geneva 01 East,Jennings County School Board,3,1,NP,Patrick L SULLIVAN,368
Jennings,Geneva 01 West,President,,1,,Write-In,0
Jennings,Geneva 01 West,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Jennings,Geneva 01 West,President,,1,REP,Donald J. TRUMP / JD Vance,557
Jennings,Geneva 01 West,President,,1,DEM,Kamala D. HARRIS / Tim Walz,162
Jennings,Geneva 01 West,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,4
Jennings,Geneva 01 West,U.S. Senate,,1,LBT,Andrew HORNING,14
Jennings,Geneva 01 West,U.S. Senate,,1,,Write-In,0
Jennings,Geneva 01 West,U.S. Senate,,1,REP,Jim BANKS,529
Jennings,Geneva 01 West,U.S. Senate,,1,DEM,Valerie McCRAY,165
Jennings,Geneva 01 West,U.S. House,9,1,REP,Erin HOUCHIN,508
Jennings,Geneva 01 West,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,35
Jennings,Geneva 01 West,U.S. House,9,1,DEM,Timothy (Tim) PECK,160
Jennings,Geneva 01 West,Governor,,1,,Write-In,0
Jennings,Geneva 01 West,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,45
Jennings,Geneva 01 West,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,182
Jennings,Geneva 01 West,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,484
Jennings,Geneva 01 West,Attorney General,,1,DEM,Destiny WELLS,182
Jennings,Geneva 01 West,Attorney General,,1,REP,Todd ROKITA,521
Jennings,Geneva 01 West,State Senate,42,1,REP,Jean LEISING,587
Jennings,Geneva 01 West,State House,73,1,DEM,Hollie PAYTON,171
Jennings,Geneva 01 West,State House,73,1,REP,Jennifer MELTZER,519
Jennings,Geneva 01 West,County Commissioner,1,1,REP,Charlie ST JOHN,583
Jennings,Geneva 01 West,County Commissioner,2,1,REP,Shane BOSWELL,582
Jennings,Geneva 01 West,County Coroner,,1,REP,Alden Wade RUDICEL,596
Jennings,Geneva 01 West,County Surveyor,,1,REP,Charles (Chad) EBINGER,583
Jennings,Geneva 01 West,County Treasurer,,1,REP,Tina BELDING BRISON,592
Jennings,Geneva 01 West,County Council,At Large,3,REP,David CHEATHAM,267
Jennings,Geneva 01 West,County Council,At Large,3,REP,David WOODALL,199
Jennings,Geneva 01 West,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,262
Jennings,Geneva 01 West,Jennings County School Board,1,1,NP,Chelsea MORRISON,379
Jennings,Geneva 01 West,Jennings County School Board,2,1,NP,Earl L TAGGART,387
Jennings,Geneva 01 West,Jennings County School Board,3,1,NP,Patrick L SULLIVAN,356
Jennings,Geneva 02,President,,1,,Write-In,0
Jennings,Geneva 02,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,2
Jennings,Geneva 02,President,,1,REP,Donald J. TRUMP / JD Vance,645
Jennings,Geneva 02,President,,1,DEM,Kamala D. HARRIS / Tim Walz,104
Jennings,Geneva 02,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,15
Jennings,Geneva 02,U.S. Senate,,1,LBT,Andrew HORNING,21
Jennings,Geneva 02,U.S. Senate,,1,,Write-In,0
Jennings,Geneva 02,U.S. Senate,,1,REP,Jim BANKS,629
Jennings,Geneva 02,U.S. Senate,,1,DEM,Valerie McCRAY,104
Jennings,Geneva 02,U.S. House,9,1,REP,Erin HOUCHIN,632
Jennings,Geneva 02,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,23
Jennings,Geneva 02,U.S. House,9,1,DEM,Timothy (Tim) PECK,94
Jennings,Geneva 02,Governor,,1,,Write-In,0
Jennings,Geneva 02,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,41
Jennings,Geneva 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,124
Jennings,Geneva 02,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,591
Jennings,Geneva 02,Attorney General,,1,DEM,Destiny WELLS,113
Jennings,Geneva 02,Attorney General,,1,REP,Todd ROKITA,641
Jennings,Geneva 02,State Senate,42,1,REP,Jean LEISING,670
Jennings,Geneva 02,State House,73,1,DEM,Hollie PAYTON,107
Jennings,Geneva 02,State House,73,1,REP,Jennifer MELTZER,625
Jennings,Geneva 02,County Commissioner,1,1,REP,Charlie ST JOHN,669
Jennings,Geneva 02,County Commissioner,2,1,REP,Shane BOSWELL,661
Jennings,Geneva 02,County Coroner,,1,REP,Alden Wade RUDICEL,676
Jennings,Geneva 02,County Surveyor,,1,REP,Charles (Chad) EBINGER,670
Jennings,Geneva 02,County Treasurer,,1,REP,Tina BELDING BRISON,670
Jennings,Geneva 02,County Council,At Large,3,REP,David CHEATHAM,345
Jennings,Geneva 02,County Council,At Large,3,REP,David WOODALL,258
Jennings,Geneva 02,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,350
Jennings,Geneva 02,Jennings County School Board,1,1,NP,Chelsea MORRISON,400
Jennings,Geneva 02,Jennings County School Board,2,1,NP,Earl L TAGGART,461
Jennings,Geneva 02,Jennings County School Board,3,1,NP,Patrick L SULLIVAN,404
Jennings,Geneva 03,President,,1,,Write-In,0
Jennings,Geneva 03,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,2
Jennings,Geneva 03,President,,1,REP,Donald J. TRUMP / JD Vance,407
Jennings,Geneva 03,President,,1,DEM,Kamala D. HARRIS / Tim Walz,83
Jennings,Geneva 03,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,6
Jennings,Geneva 03,U.S. Senate,,1,LBT,Andrew HORNING,22
Jennings,Geneva 03,U.S. Senate,,1,,Write-In,0
Jennings,Geneva 03,U.S. Senate,,1,REP,Jim BANKS,391
Jennings,Geneva 03,U.S. Senate,,1,DEM,Valerie McCRAY,80
Jennings,Geneva 03,U.S. House,9,1,REP,Erin HOUCHIN,397
Jennings,Geneva 03,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,16
Jennings,Geneva 03,U.S. House,9,1,DEM,Timothy (Tim) PECK,75
Jennings,Geneva 03,Governor,,1,,Write-In,0
Jennings,Geneva 03,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,37
Jennings,Geneva 03,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,95
Jennings,Geneva 03,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,365
Jennings,Geneva 03,Attorney General,,1,DEM,Destiny WELLS,91
Jennings,Geneva 03,Attorney General,,1,REP,Todd ROKITA,399
Jennings,Geneva 03,State Senate,42,1,REP,Jean LEISING,424
Jennings,Geneva 03,State House,73,1,DEM,Hollie PAYTON,78
Jennings,Geneva 03,State House,73,1,REP,Jennifer MELTZER,398
Jennings,Geneva 03,County Commissioner,1,1,REP,Charlie ST JOHN,430
Jennings,Geneva 03,County Commissioner,2,1,REP,Shane BOSWELL,422
Jennings,Geneva 03,County Coroner,,1,REP,Alden Wade RUDICEL,443
Jennings,Geneva 03,County Surveyor,,1,REP,Charles (Chad) EBINGER,433
Jennings,Geneva 03,County Treasurer,,1,REP,Tina BELDING BRISON,423
Jennings,Geneva 03,County Council,At Large,3,REP,David CHEATHAM,237
Jennings,Geneva 03,County Council,At Large,3,REP,David WOODALL,173
Jennings,Geneva 03,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,224
Jennings,Geneva 03,Jennings County School Board,1,1,NP,Chelsea MORRISON,280
Jennings,Geneva 03,Jennings County School Board,2,1,NP,Earl L TAGGART,290
Jennings,Geneva 03,Jennings County School Board,3,1,NP,Patrick L SULLIVAN,275
Jennings,Lovett,President,,1,,Write-In,0
Jennings,Lovett,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Jennings,Lovett,President,,1,REP,Donald J. TRUMP / JD Vance,476
Jennings,Lovett,President,,1,DEM,Kamala D. HARRIS / Tim Walz,103
Jennings,Lovett,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,9
Jennings,Lovett,U.S. Senate,,1,LBT,Andrew HORNING,18
Jennings,Lovett,U.S. Senate,,1,,Write-In,0
Jennings,Lovett,U.S. Senate,,1,REP,Jim BANKS,448
Jennings,Lovett,U.S. Senate,,1,DEM,Valerie McCRAY,110
Jennings,Lovett,U.S. House,9,1,REP,Erin HOUCHIN,449
Jennings,Lovett,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,19
Jennings,Lovett,U.S. House,9,1,DEM,Timothy (Tim) PECK,100
Jennings,Lovett,Governor,,1,,Write-In,0
Jennings,Lovett,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,28
Jennings,Lovett,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,132
Jennings,Lovett,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,425
Jennings,Lovett,Attorney General,,1,DEM,Destiny WELLS,112
Jennings,Lovett,Attorney General,,1,REP,Todd ROKITA,462
Jennings,Lovett,State House,67,1,REP,Alex ZIMMERMAN,488
Jennings,Lovett,County Commissioner,1,1,REP,Charlie ST JOHN,508
Jennings,Lovett,County Commissioner,2,1,REP,Shane BOSWELL,474
Jennings,Lovett,County Coroner,,1,REP,Alden Wade RUDICEL,526
Jennings,Lovett,County Surveyor,,1,REP,Charles (Chad) EBINGER,478
Jennings,Lovett,County Treasurer,,1,REP,Tina BELDING BRISON,480
Jennings,Lovett,County Council,At Large,3,REP,David CHEATHAM,261
Jennings,Lovett,County Council,At Large,3,REP,David WOODALL,188
Jennings,Lovett,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,325
Jennings,Lovett,Jennings County School Board,1,1,NP,Chelsea MORRISON,312
Jennings,Lovett,Jennings County School Board,2,1,NP,Earl L TAGGART,347
Jennings,Lovett,Jennings County School Board,3,1,NP,Patrick L SULLIVAN,323
Jennings,Marion,President,,1,,Write-In,0
Jennings,Marion,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Jennings,Marion,President,,1,REP,Donald J. TRUMP / JD Vance,455
Jennings,Marion,President,,1,DEM,Kamala D. HARRIS / Tim Walz,79
Jennings,Marion,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,4
Jennings,Marion,U.S. Senate,,1,LBT,Andrew HORNING,14
Jennings,Marion,U.S. Senate,,1,,Write-In,0
Jennings,Marion,U.S. Senate,,1,REP,Jim BANKS,431
Jennings,Marion,U.S. Senate,,1,DEM,Valerie McCRAY,79
Jennings,Marion,U.S. House,9,1,REP,Erin HOUCHIN,437
Jennings,Marion,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,21
Jennings,Marion,U.S. House,9,1,DEM,Timothy (Tim) PECK,67
Jennings,Marion,Governor,,1,,Write-In,0
Jennings,Marion,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,46
Jennings,Marion,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,108
Jennings,Marion,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,381
Jennings,Marion,Attorney General,,1,DEM,Destiny WELLS,78
Jennings,Marion,Attorney General,,1,REP,Todd ROKITA,447
Jennings,Marion,State House,67,1,REP,Alex ZIMMERMAN,460
Jennings,Marion,County Commissioner,1,1,REP,Charlie ST JOHN,462
Jennings,Marion,County Commissioner,2,1,REP,Shane BOSWELL,451
Jennings,Marion,County Coroner,,1,REP,Alden Wade RUDICEL,466
Jennings,Marion,County Surveyor,,1,REP,Charles (Chad) EBINGER,455
Jennings,Marion,County Treasurer,,1,REP,Tina BELDING BRISON,459
Jennings,Marion,County Council,At Large,3,REP,David CHEATHAM,230
Jennings,Marion,County Council,At Large,3,REP,David WOODALL,178
Jennings,Marion,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,224
Jennings,Marion,Jennings County School Board,1,1,NP,Chelsea MORRISON,269
Jennings,Marion,Jennings County School Board,2,1,NP,Earl L TAGGART,295
Jennings,Marion,Jennings County School Board,3,1,NP,Patrick L SULLIVAN,266
Jennings,Montgomery,President,,1,,Write-In,0
Jennings,Montgomery,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Jennings,Montgomery,President,,1,REP,Donald J. TRUMP / JD Vance,365
Jennings,Montgomery,President,,1,DEM,Kamala D. HARRIS / Tim Walz,74
Jennings,Montgomery,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,5
Jennings,Montgomery,U.S. Senate,,1,LBT,Andrew HORNING,16
Jennings,Montgomery,U.S. Senate,,1,,Write-In,0
Jennings,Montgomery,U.S. Senate,,1,REP,Jim BANKS,332
Jennings,Montgomery,U.S. Senate,,1,DEM,Valerie McCRAY,83
Jennings,Montgomery,U.S. House,9,1,REP,Erin HOUCHIN,340
Jennings,Montgomery,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,15
Jennings,Montgomery,U.S. House,9,1,DEM,Timothy (Tim) PECK,73
Jennings,Montgomery,Governor,,1,,Write-In,0
Jennings,Montgomery,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,36
Jennings,Montgomery,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,97
Jennings,Montgomery,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,303
Jennings,Montgomery,Attorney General,,1,DEM,Destiny WELLS,80
Jennings,Montgomery,Attorney General,,1,REP,Todd ROKITA,346
Jennings,Montgomery,State House,67,1,REP,Alex ZIMMERMAN,365
Jennings,Montgomery,County Commissioner,1,1,REP,Charlie ST JOHN,379
Jennings,Montgomery,County Commissioner,2,1,REP,Shane BOSWELL,365
Jennings,Montgomery,County Coroner,,1,REP,Alden Wade RUDICEL,383
Jennings,Montgomery,County Surveyor,,1,REP,Charles (Chad) EBINGER,370
Jennings,Montgomery,County Treasurer,,1,REP,Tina BELDING BRISON,362
Jennings,Montgomery,County Council,At Large,3,REP,David CHEATHAM,182
Jennings,Montgomery,County Council,At Large,3,REP,David WOODALL,126
Jennings,Montgomery,County Council,At Large,3,REP,Eugene (Gene) RUDICEL,226
