county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Shelby,01 1 East,Registered Voters,,,,,1513,,,
Shelby,01 1 East,Ballots Cast,,,,,713,,,
Shelby,01 1 East,Public Question-Const Amendment,,,,Yes,350,172,163,15
Shelby,01 1 East,Public Question-Const Amendment,,,,No,264,131,120,13
Shelby,01 1 East,President,,1,REP,Donald J. TRUMP / JD VANCE,459,230,215,14
Shelby,01 1 East,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,230,123,91,16
Shelby,01 1 East,President,,1,LBT,Chase OLIVER / Mike terr MAAT,5,2,1,2
Shelby,01 1 East,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,8,1,6,1
Shelby,01 1 East,President,,1,,Write-In,3,1,2,0
Shelby,01 1 East,U.S. Senate,,1,REP,Jim BANKS,426,224,188,14
Shelby,01 1 East,U.S. Senate,,1,DEM,Valerie McCRAY,206,105,85,16
Shelby,01 1 East,U.S. Senate,,1,LBT,Andrew HORNING,28,8,18,2
Shelby,01 1 East,U.S. Senate,,1,,Write-In,0,0,0,0
Shelby,01 1 East,Governor,,1,,Mike BRAUN / Micah BECKWITH,387,205,168,14
Shelby,01 1 East,Governor,,1,,Jennifer G. McCORMICK / Terry GOODIN,232,118,100,14
Shelby,01 1 East,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,53,20,30,3
Shelby,01 1 East,Governor,,1,,Write-In,0,0,0,0
Shelby,01 1 East,Attorney General,,4,REP,Todd ROKITA,420,213,191,16
Shelby,01 1 East,Attorney General,,4,DEM,Destiny WELLS,249,126,107,16
Shelby,01 1 East,U.S. House,6,1,REP,Jefferson SHREVE,424,215,192,17
Shelby,01 1 East,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,205,108,83,14
Shelby,01 1 East,U.S. House,6,1,LBT,James Michael SCENIAK,34,14,19,1
Shelby,01 1 East,U.S. House,6,1,,Write-In,0,0,0,0
Shelby,01 1 East,State Senate,28,1,REP,Michael CRIDER,454,237,201,16
Shelby,01 1 East,State Senate,28,1,LBT,Travis E. CHITTUM,119,56,57,6
Shelby,01 1 East,State House,73,1,REP,Jennifer MELTZER,467,245,205,17
Shelby,01 1 East,State House,73,1,DEM,Hollie PAYTON,195,94,87,14
Shelby,01 1 East,Judge of the Circuit Court 16th Judicial,,1,REP,Trent MELTZER,509,260,230,19
Shelby,01 1 East,County Commissioner,Center District,1,,David L. LAWSON,439,230,194,15
Shelby,01 1 East,County Commissioner,Center District,1,DEM,Winnie SOVIAR,208,105,88,15
Shelby,01 1 East,County Commissioner,South District,1,REP,Nathan RUNNEBOHM,441,231,192,18
Shelby,01 1 East,County Commissioner,South District,1,DEM,Joe LAND,225,111,100,14
Shelby,01 1 East,County Council Member,At Large,3,,Troy MERRICK,348,178,158,12
Shelby,01 1 East,County Council Member,At Large,3,REP,Charity MOHR,279,155,112,12
Shelby,01 1 East,County Council Member,At Large,3,REP,Jeremy RUBLE,243,130,99,14
Shelby,01 1 East,County Council Member,At Large,3,DEM,Chase D. YANZER,217,117,87,13
Shelby,01 1 East,Shelbyville Central SB,1,4,,Katherine R. GARRINGER,479,229,229,21
Shelby,01 1 East,Shelbyville Central SB,3,4,,Dennis A. HEARNE,293,152,129,12
Shelby,01 1 East,Shelbyville Central SB,3,4,,Curt JOHNSON,239,119,111,9
Shelby,01 1 East,Shelbyville Central SB,4,2,,Andrea L. LEE,341,165,162,14
Shelby,01 1 East,Shelbyville Central SB,4,2,,Edward J. SMALL JR.,146,76,66,4
Shelby,01 1 East,Shelbyville Central SB,4,2,,Michael TURNER,281,147,121,13
Shelby,01 1 East,IN Supreme Court-Rush,,,,Yes,373,191,164,18
Shelby,01 1 East,IN Supreme Court-Rush,,,,No,167,78,83,6
Shelby,01 1 East,IN Supreme Court-Massa,,,,Yes,361,186,159,16
Shelby,01 1 East,IN Supreme Court-Massa,,,,No,174,81,86,7
Shelby,01 1 East,IN Supreme Court-Molter,,,,Yes,368,191,160,17
Shelby,01 1 East,IN Supreme Court-Molter,,,,No,171,79,85,7
Shelby,01 1 East,Court of Appeals Dist 1-Foley,,,,Yes,362,190,157,15
Shelby,01 1 East,Court of Appeals Dist 1-Foley,,,,No,174,80,86,8
Shelby,01 1 East,Court of Appeals Dist 4-Pyle III,,,,Yes,377,200,161,16
Shelby,01 1 East,Court of Appeals Dist 4-Pyle III,,,,No,177,77,91,9
Shelby,01 1 East,Straight Party,,,DEM,,41,,,
Shelby,01 1 East,Straight Party,,,REP,,154,,,
Shelby,02 1 North,Registered Voters,,,,,302,,,
Shelby,02 1 North,Ballots Cast,,,,,230,,,
Shelby,02 1 North,Public Question-Const Amendment,,,,Yes,115,82,28,5
Shelby,02 1 North,Public Question-Const Amendment,,,,No,78,57,14,7
Shelby,02 1 North,President,,1,REP,Donald J. TRUMP / JD VANCE,141,102,27,12
Shelby,02 1 North,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,77,54,16,7
Shelby,02 1 North,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,2,0,0
