county,precinct,office,district,seats,party,candidate,votes,election_day,absentee
Dearborn,0006 CENTER 5,County Treasurer,,1,REP,Hayley M. HATFIELD,397,203,194
Dearborn,0006 CENTER 5,County Coroner,,1,REP,Cameron McCREARY,395,199,196
Dearborn,0006 CENTER 5,County Surveyor,,1,REP,Dennis KRAUS JR,394,199,195
Dearborn,0006 CENTER 5,County Commissioner,1,1,REP,Jim THATCHER,392,199,193
Dearborn,0006 CENTER 5,County Commissioner,2,1,REP,Duane BISCHOFF,395,201,194
Dearborn,0006 CENTER 5,County Council,,3,,Mark G. DOLE,307,158,149
Dearborn,0006 CENTER 5,County Council,,3,,Tim DOLL,300,150,150
Dearborn,0006 CENTER 5,County Council,,3,,Glenn D. WRIGHT,300,149,151
Dearborn,0006 CENTER 5,County Council,,3,,Hunter COLLINS,101,60,41
Dearborn,0006 CENTER 5,County Council,,3,,Dawn VICTOR,88,50,38
Dearborn,0006 CENTER 5,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,374,199,175
Dearborn,0006 CENTER 5,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,345,180,165
Dearborn,0006 CENTER 5,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,284,150,134
Dearborn,0006 CENTER 5,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,372,193,179
Dearborn,0006 CENTER 5,IN Supreme Court-Rush,,,,Yes,294,147,147
Dearborn,0006 CENTER 5,IN Supreme Court-Rush,,,,No,94,53,41
Dearborn,0006 CENTER 5,IN Supreme Court-Massa,,,,Yes,294,149,145
Dearborn,0006 CENTER 5,IN Supreme Court-Massa,,,,No,95,51,44
Dearborn,0006 CENTER 5,IN Supreme Court-Molter,,,,Yes,300,152,148
Dearborn,0006 CENTER 5,IN Supreme Court-Molter,,,,No,86,44,42
Dearborn,0006 CENTER 5,Court of Appeals Dist 1-Foley,,,,Yes,303,154,149
Dearborn,0006 CENTER 5,Court of Appeals Dist 1-Foley,,,,No,81,43,38
Dearborn,0006 CENTER 5,Court of Appeals Dist 4-Pyle III,,,,Yes,287,144,143
Dearborn,0006 CENTER 5,Court of Appeals Dist 4-Pyle III,,,,No,93,50,43
Dearborn,0007 CENTER 6,Registered Voters,,,,,580,,
Dearborn,0007 CENTER 6,Ballots Cast,,,,,392,193,199
Dearborn,0007 CENTER 6,Public Question-Const Amendment,,,,Yes,205,100,105
Dearborn,0007 CENTER 6,Public Question-Const Amendment,,,,No,150,80,70
Dearborn,0007 CENTER 6,Straight Party,,,REP,Republican,196,98,98
Dearborn,0007 CENTER 6,Straight Party,,,DEM,Democratic,42,16,26
Dearborn,0007 CENTER 6,Straight Party,,,LBT,Libertarian,0,0,0
Dearborn,0007 CENTER 6,Straight Party,,,WTP,We The People,3,2,1
Dearborn,0007 CENTER 6,President,,1,REP,Donald J. TRUMP / JD VANCE,296,147,149
Dearborn,0007 CENTER 6,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,84,39,45
Dearborn,0007 CENTER 6,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0
Dearborn,0007 CENTER 6,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,7,2,5
Dearborn,0007 CENTER 6,President,,1,,Write-In,1,1,0
Dearborn,0007 CENTER 6,U.S. Senate,,1,REP,Jim BANKS,300,151,149
Dearborn,0007 CENTER 6,U.S. Senate,,1,DEM,Valerie McCRAY,76,33,43
Dearborn,0007 CENTER 6,U.S. Senate,,1,LBT,Andrew HORNING,9,5,4
Dearborn,0007 CENTER 6,U.S. Senate,,1,,Write-In,1,1,0
Dearborn,0007 CENTER 6,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,301,150,151
Dearborn,0007 CENTER 6,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,83,37,46
Dearborn,0007 CENTER 6,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,3,3,0
Dearborn,0007 CENTER 6,Governor,,1,,Write-In,0,0,0
Dearborn,0007 CENTER 6,Attorney General,,1,REP,Todd ROKITA,310,158,152
Dearborn,0007 CENTER 6,Attorney General,,1,DEM,Destiny WELLS,74,31,43
Dearborn,0007 CENTER 6,U.S. House,9,1,REP,Erin HOUCHIN,304,151,153
Dearborn,0007 CENTER 6,U.S. House,9,1,DEM,Timothy (Tim) PECK,74,32,42
Dearborn,0007 CENTER 6,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,6,4,2
Dearborn,0007 CENTER 6,U.S. House,9,1,,Write-In,1,1,0
Dearborn,0007 CENTER 6,State House,68,1,REP,Garret R. BASCOM,309,156,153
Dearborn,0007 CENTER 6,State House,68,1,DEM,Lisa BARKER,79,34,45
Dearborn,0007 CENTER 6,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,345,174,171
Dearborn,0007 CENTER 6,Circuit Court Clerk,,1,REP,Wendy BEATTY,345,176,169
Dearborn,0007 CENTER 6,County Treasurer,,1,REP,Hayley M. HATFIELD,344,175,169
Dearborn,0007 CENTER 6,County Coroner,,1,REP,Cameron McCREARY,346,177,169
Dearborn,0007 CENTER 6,County Surveyor,,1,REP,Dennis KRAUS JR,346,175,171
Dearborn,0007 CENTER 6,County Commissioner,1,1,REP,Jim THATCHER,342,170,172
Dearborn,0007 CENTER 6,County Commissioner,2,1,REP,Duane BISCHOFF,344,174,170
Dearborn,0007 CENTER 6,County Council,,3,,Mark G. DOLE,280,140,140
Dearborn,0007 CENTER 6,County Council,,3,,Tim DOLL,271,138,133
Dearborn,0007 CENTER 6,County Council,,3,,Glenn D. WRIGHT,267,132,135
Dearborn,0007 CENTER 6,County Council,,3,,Hunter COLLINS,73,35,38
Dearborn,0007 CENTER 6,County Council,,3,,Dawn VICTOR,76,35,41
Dearborn,0007 CENTER 6,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,303,160,143
Dearborn,0007 CENTER 6,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,283,145,138
Dearborn,0007 CENTER 6,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,247,132,115
Dearborn,0007 CENTER 6,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,307,160,147
Dearborn,0007 CENTER 6,IN Supreme Court-Rush,,,,Yes,259,131,128
Dearborn,0007 CENTER 6,IN Supreme Court-Rush,,,,No,78,43,35
Dearborn,0007 CENTER 6,IN Supreme Court-Massa,,,,Yes,262,127,135
Dearborn,0007 CENTER 6,IN Supreme Court-Massa,,,,No,70,41,29
Dearborn,0007 CENTER 6,IN Supreme Court-Molter,,,,Yes,265,129,136
Dearborn,0007 CENTER 6,IN Supreme Court-Molter,,,,No,67,41,26
Dearborn,0007 CENTER 6,Court of Appeals Dist 1-Foley,,,,Yes,260,127,133
Dearborn,0007 CENTER 6,Court of Appeals Dist 1-Foley,,,,No,71,41,30
Dearborn,0007 CENTER 6,Court of Appeals Dist 4-Pyle III,,,,Yes,266,133,133
Dearborn,0007 CENTER 6,Court of Appeals Dist 4-Pyle III,,,,No,67,37,30
Dearborn,0008 CLAY 1,Registered Voters,,,,,804,,
Dearborn,0008 CLAY 1,Ballots Cast,,,,,497,350,147
Dearborn,0008 CLAY 1,Public Question-Const Amendment,,,,Yes,272,199,73
Dearborn,0008 CLAY 1,Public Question-Const Amendment,,,,No,193,138,55
Dearborn,0008 CLAY 1,Straight Party,,,REP,Republican,262,190,72
Dearborn,0008 CLAY 1,Straight Party,,,DEM,Democratic,54,31,23
Dearborn,0008 CLAY 1,Straight Party,,,LBT,Libertarian,2,1,1
Dearborn,0008 CLAY 1,Straight Party,,,WTP,We The People,1,0,1
Dearborn,0008 CLAY 1,President,,1,REP,Donald J. TRUMP / JD VANCE,388,281,107
Dearborn,0008 CLAY 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,98,62,36
Dearborn,0008 CLAY 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,1,0
Dearborn,0008 CLAY 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,6,4,2
Dearborn,0008 CLAY 1,President,,1,,Write-In,0,0,0
Dearborn,0008 CLAY 1,U.S. Senate,,1,REP,Jim BANKS,378,273,105
Dearborn,0008 CLAY 1,U.S. Senate,,1,DEM,Valerie McCRAY,103,66,37
Dearborn,0008 CLAY 1,U.S. Senate,,1,LBT,Andrew HORNING,8,6,2
Dearborn,0008 CLAY 1,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0008 CLAY 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,371,267,104
Dearborn,0008 CLAY 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,98,62,36
Dearborn,0008 CLAY 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,22,17,5
Dearborn,0008 CLAY 1,Governor,,1,,Write-In,0,0,0
Dearborn,0008 CLAY 1,Attorney General,,1,REP,Todd ROKITA,383,276,107
Dearborn,0008 CLAY 1,Attorney General,,1,DEM,Destiny WELLS,103,66,37
Dearborn,0008 CLAY 1,U.S. House,9,1,REP,Erin HOUCHIN,384,279,105
Dearborn,0008 CLAY 1,U.S. House,9,1,DEM,Timothy (Tim) PECK,95,60,35
Dearborn,0008 CLAY 1,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,11,6,5
Dearborn,0008 CLAY 1,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0008 CLAY 1,State House,68,1,REP,Garret R. BASCOM,400,290,110
Dearborn,0008 CLAY 1,State House,68,1,DEM,Lisa BARKER,89,56,33
Dearborn,0008 CLAY 1,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,444,317,127
Dearborn,0008 CLAY 1,Circuit Court Clerk,,1,REP,Wendy BEATTY,450,323,127
Dearborn,0008 CLAY 1,County Treasurer,,1,REP,Hayley M. HATFIELD,446,320,126
Dearborn,0008 CLAY 1,County Coroner,,1,REP,Cameron McCREARY,449,323,126
Dearborn,0008 CLAY 1,County Surveyor,,1,REP,Dennis KRAUS JR,450,324,126
Dearborn,0008 CLAY 1,County Commissioner,1,1,REP,Jim THATCHER,440,318,122
Dearborn,0008 CLAY 1,County Commissioner,2,1,REP,Duane BISCHOFF,444,320,124
Dearborn,0008 CLAY 1,County Council,,3,,Mark G. DOLE,368,270,98
Dearborn,0008 CLAY 1,County Council,,3,,Tim DOLL,355,258,97
Dearborn,0008 CLAY 1,County Council,,3,,Glenn D. WRIGHT,328,241,87
Dearborn,0008 CLAY 1,County Council,,3,,Hunter COLLINS,104,73,31
Dearborn,0008 CLAY 1,County Council,,3,,Dawn VICTOR,101,71,30
Dearborn,0008 CLAY 1,Town Council,3 Dillsboro,1,REP,Douglas A. BAKER,411,300,111
Dearborn,0008 CLAY 1,Town Council,4 Dillsboro,1,REP,Becky FRYMAN,416,304,112
Dearborn,0008 CLAY 1,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,421,307,114
Dearborn,0008 CLAY 1,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,383,278,105
Dearborn,0008 CLAY 1,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,329,244,85
Dearborn,0008 CLAY 1,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,401,293,108
Dearborn,0008 CLAY 1,IN Supreme Court-Rush,,,,Yes,330,243,87
Dearborn,0008 CLAY 1,IN Supreme Court-Rush,,,,No,102,73,29
Dearborn,0008 CLAY 1,IN Supreme Court-Massa,,,,Yes,333,245,88
Dearborn,0008 CLAY 1,IN Supreme Court-Massa,,,,No,95,68,27
Dearborn,0008 CLAY 1,IN Supreme Court-Molter,,,,Yes,342,255,87
Dearborn,0008 CLAY 1,IN Supreme Court-Molter,,,,No,87,60,27
Dearborn,0008 CLAY 1,Court of Appeals Dist 1-Foley,,,,Yes,330,241,89
Dearborn,0008 CLAY 1,Court of Appeals Dist 1-Foley,,,,No,94,69,25
Dearborn,0008 CLAY 1,Court of Appeals Dist 4-Pyle III,,,,Yes,317,236,81
Dearborn,0008 CLAY 1,Court of Appeals Dist 4-Pyle III,,,,No,100,71,29
Dearborn,0009 CLAY 2,Registered Voters,,,,,579,,
Dearborn,0009 CLAY 2,Ballots Cast,,,,,406,265,141
Dearborn,0009 CLAY 2,Public Question-Const Amendment,,,,Yes,201,136,65
Dearborn,0009 CLAY 2,Public Question-Const Amendment,,,,No,173,112,61
Dearborn,0009 CLAY 2,Straight Party,,,REP,Republican,207,139,68
Dearborn,0009 CLAY 2,Straight Party,,,DEM,Democratic,42,24,18
Dearborn,0009 CLAY 2,Straight Party,,,LBT,Libertarian,0,0,0
Dearborn,0009 CLAY 2,Straight Party,,,WTP,We The People,1,1,0
Dearborn,0009 CLAY 2,President,,1,REP,Donald J. TRUMP / JD VANCE,305,208,97
Dearborn,0009 CLAY 2,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,92,51,41
Dearborn,0009 CLAY 2,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,1,0
Dearborn,0009 CLAY 2,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,2,0
Dearborn,0009 CLAY 2,President,,1,,Write-In,2,0,2
Dearborn,0009 CLAY 2,U.S. Senate,,1,REP,Jim BANKS,299,202,97
Dearborn,0009 CLAY 2,U.S. Senate,,1,DEM,Valerie McCRAY,89,49,40
Dearborn,0009 CLAY 2,U.S. Senate,,1,LBT,Andrew HORNING,8,8,0
Dearborn,0009 CLAY 2,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0009 CLAY 2,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,291,196,95
Dearborn,0009 CLAY 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,91,51,40
Dearborn,0009 CLAY 2,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,14,11,3
Dearborn,0009 CLAY 2,Governor,,1,,Write-In,0,0,0
Dearborn,0009 CLAY 2,Attorney General,,1,REP,Todd ROKITA,299,203,96
Dearborn,0009 CLAY 2,Attorney General,,1,DEM,Destiny WELLS,93,53,40
Dearborn,0009 CLAY 2,U.S. House,9,1,REP,Erin HOUCHIN,303,207,96
Dearborn,0009 CLAY 2,U.S. House,9,1,DEM,Timothy (Tim) PECK,83,43,40
Dearborn,0009 CLAY 2,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,9,7,2
Dearborn,0009 CLAY 2,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0009 CLAY 2,State House,68,1,REP,Garret R. BASCOM,325,220,105
Dearborn,0009 CLAY 2,State House,68,1,DEM,Lisa BARKER,76,42,34
Dearborn,0009 CLAY 2,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,343,232,111
Dearborn,0009 CLAY 2,Circuit Court Clerk,,1,REP,Wendy BEATTY,344,236,108
Dearborn,0009 CLAY 2,County Treasurer,,1,REP,Hayley M. HATFIELD,345,235,110
Dearborn,0009 CLAY 2,County Coroner,,1,REP,Cameron McCREARY,345,235,110
Dearborn,0009 CLAY 2,County Surveyor,,1,REP,Dennis KRAUS JR,347,239,108
Dearborn,0009 CLAY 2,County Commissioner,1,1,REP,Jim THATCHER,339,233,106
Dearborn,0009 CLAY 2,County Commissioner,2,1,REP,Duane BISCHOFF,341,235,106
Dearborn,0009 CLAY 2,County Council,,3,,Mark G. DOLE,280,193,87
Dearborn,0009 CLAY 2,County Council,,3,,Tim DOLL,264,181,83
Dearborn,0009 CLAY 2,County Council,,3,,Glenn D. WRIGHT,269,190,79
Dearborn,0009 CLAY 2,County Council,,3,,Hunter COLLINS,87,55,32
Dearborn,0009 CLAY 2,County Council,,3,,Dawn VICTOR,77,47,30
Dearborn,0009 CLAY 2,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,300,206,94
Dearborn,0009 CLAY 2,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,263,180,83
Dearborn,0009 CLAY 2,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,323,223,100
Dearborn,0009 CLAY 2,IN Supreme Court-Rush,,,,Yes,251,167,84
Dearborn,0009 CLAY 2,IN Supreme Court-Rush,,,,No,86,60,26
Dearborn,0009 CLAY 2,IN Supreme Court-Massa,,,,Yes,256,175,81
Dearborn,0009 CLAY 2,IN Supreme Court-Massa,,,,No,80,51,29
Dearborn,0009 CLAY 2,IN Supreme Court-Molter,,,,Yes,255,174,81
Dearborn,0009 CLAY 2,IN Supreme Court-Molter,,,,No,78,50,28
Dearborn,0009 CLAY 2,Court of Appeals Dist 1-Foley,,,,Yes,256,174,82
Dearborn,0009 CLAY 2,Court of Appeals Dist 1-Foley,,,,No,71,46,25
Dearborn,0009 CLAY 2,Court of Appeals Dist 4-Pyle III,,,,Yes,264,180,84
Dearborn,0009 CLAY 2,Court of Appeals Dist 4-Pyle III,,,,No,69,46,23
Dearborn,0010 CLAY 3,Registered Voters,,,,,643,,
Dearborn,0010 CLAY 3,Ballots Cast,,,,,474,333,141
Dearborn,0010 CLAY 3,Public Question-Const Amendment,,,,Yes,253,180,73
Dearborn,0010 CLAY 3,Public Question-Const Amendment,,,,No,193,136,57
Dearborn,0010 CLAY 3,Straight Party,,,REP,Republican,253,177,76
Dearborn,0010 CLAY 3,Straight Party,,,DEM,Democratic,41,22,19
Dearborn,0010 CLAY 3,Straight Party,,,LBT,Libertarian,0,0,0
Dearborn,0010 CLAY 3,Straight Party,,,WTP,We The People,4,3,1
Dearborn,0010 CLAY 3,President,,1,REP,Donald J. TRUMP / JD VANCE,390,285,105
Dearborn,0010 CLAY 3,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,74,42,32
Dearborn,0010 CLAY 3,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0
Dearborn,0010 CLAY 3,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,5,0
Dearborn,0010 CLAY 3,President,,1,,Write-In,3,1,2
Dearborn,0010 CLAY 3,U.S. Senate,,1,REP,Jim BANKS,388,279,109
Dearborn,0010 CLAY 3,U.S. Senate,,1,DEM,Valerie McCRAY,69,40,29
Dearborn,0010 CLAY 3,U.S. Senate,,1,LBT,Andrew HORNING,12,10,2
Dearborn,0010 CLAY 3,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0010 CLAY 3,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,381,271,110
Dearborn,0010 CLAY 3,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,72,46,26
Dearborn,0010 CLAY 3,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,16,12,4
Dearborn,0010 CLAY 3,Governor,,1,,Write-In,1,0,1
Dearborn,0010 CLAY 3,Attorney General,,1,REP,Todd ROKITA,394,283,111
Dearborn,0010 CLAY 3,Attorney General,,1,DEM,Destiny WELLS,72,43,29
Dearborn,0010 CLAY 3,U.S. House,9,1,REP,Erin HOUCHIN,389,277,112
Dearborn,0010 CLAY 3,U.S. House,9,1,DEM,Timothy (Tim) PECK,65,38,27
Dearborn,0010 CLAY 3,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,15,13,2
Dearborn,0010 CLAY 3,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0010 CLAY 3,State House,68,1,REP,Garret R. BASCOM,408,294,114
Dearborn,0010 CLAY 3,State House,68,1,DEM,Lisa BARKER,59,34,25
Dearborn,0010 CLAY 3,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,435,314,121
Dearborn,0010 CLAY 3,Circuit Court Clerk,,1,REP,Wendy BEATTY,437,317,120
Dearborn,0010 CLAY 3,County Treasurer,,1,REP,Hayley M. HATFIELD,434,314,120
Dearborn,0010 CLAY 3,County Coroner,,1,REP,Cameron McCREARY,431,311,120
Dearborn,0010 CLAY 3,County Surveyor,,1,REP,Dennis KRAUS JR,438,316,122
Dearborn,0010 CLAY 3,County Commissioner,1,1,,Jim THATCHER,427,309,118
Dearborn,0010 CLAY 3,County Commissioner,2,1,REP,Duane BISCHOFF,437,315,122
Dearborn,0010 CLAY 3,County Council,,3,,Mark G. DOLE,344,248,96
Dearborn,0010 CLAY 3,County Council,,3,,Tim DOLL,343,253,90
Dearborn,0010 CLAY 3,County Council,,3,,Glenn D. WRIGHT,361,262,99
Dearborn,0010 CLAY 3,County Council,,3,,Hunter COLLINS,72,40,32
Dearborn,0010 CLAY 3,County Council,,3,,Dawn VICTOR,66,40,26
Dearborn,0010 CLAY 3,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,387,276,111
Dearborn,0010 CLAY 3,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,343,251,92
Dearborn,0010 CLAY 3,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,294,215,79
Dearborn,0010 CLAY 3,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,361,262,99
Dearborn,0010 CLAY 3,IN Supreme Court-Rush,,,,Yes,297,209,88
Dearborn,0010 CLAY 3,IN Supreme Court-Rush,,,,No,90,63,27
Dearborn,0010 CLAY 3,IN Supreme Court-Massa,,,,Yes,301,215,86
Dearborn,0010 CLAY 3,IN Supreme Court-Massa,,,,No,77,53,24
Dearborn,0010 CLAY 3,IN Supreme Court-Molter,,,,Yes,303,219,84
Dearborn,0010 CLAY 3,IN Supreme Court-Molter,,,,No,75,49,26
Dearborn,0010 CLAY 3,Court of Appeals Dist 1-Foley,,,,Yes,306,221,85
Dearborn,0010 CLAY 3,Court of Appeals Dist 1-Foley,,,,No,75,48,27
Dearborn,0010 CLAY 3,Court of Appeals Dist 4-Pyle III,,,,Yes,293,212,81
Dearborn,0010 CLAY 3,Court of Appeals Dist 4-Pyle III,,,,No,85,55,30
Dearborn,0011 HARRISON 1,Registered Voters,,,,,185,,
Dearborn,0011 HARRISON 1,Ballots Cast,,,,,69,30,39
Dearborn,0011 HARRISON 1,Public Question-Const Amendment,,,,Yes,31,17,14
Dearborn,0011 HARRISON 1,Public Question-Const Amendment,,,,No,35,13,22
Dearborn,0011 HARRISON 1,Straight Party,,,REP,Republican,50,23,27
Dearborn,0011 HARRISON 1,Straight Party,,,DEM,Democratic,11,4,7
Dearborn,0011 HARRISON 1,Straight Party,,,LBT,Libertarian,1,1,0
Dearborn,0011 HARRISON 1,Straight Party,,,WTP,We The People,0,0,0
Dearborn,0011 HARRISON 1,President,,1,REP,Donald J. TRUMP / JD VANCE,55,25,30
Dearborn,0011 HARRISON 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,13,4,9
Dearborn,0011 HARRISON 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,1,0
Dearborn,0011 HARRISON 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,0,0,0
Dearborn,0011 HARRISON 1,President,,1,,Write-In,0,0,0
Dearborn,0011 HARRISON 1,U.S. Senate,,1,REP,Jim BANKS,54,25,29
Dearborn,0011 HARRISON 1,U.S. Senate,,1,DEM,Valerie McCRAY,11,4,7
Dearborn,0011 HARRISON 1,U.S. Senate,,1,LBT,Andrew HORNING,2,1,1
Dearborn,0011 HARRISON 1,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0011 HARRISON 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,54,25,29
Dearborn,0011 HARRISON 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,12,4,8
Dearborn,0011 HARRISON 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,1,1,0
Dearborn,0011 HARRISON 1,Governor,,1,,Write-In,0,0,0
Dearborn,0011 HARRISON 1,Attorney General,,1,REP,Todd ROKITA,54,25,29
Dearborn,0011 HARRISON 1,Attorney General,,1,DEM,Destiny WELLS,13,5,8
Dearborn,0011 HARRISON 1,U.S. House,9,1,REP,Erin HOUCHIN,54,25,29
Dearborn,0011 HARRISON 1,U.S. House,9,1,DEM,Timothy (Tim) PECK,12,4,8
Dearborn,0011 HARRISON 1,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,1,1,0
Dearborn,0011 HARRISON 1,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0011 HARRISON 1,State House,68,1,REP,Garret R. BASCOM,54,25,29
Dearborn,0011 HARRISON 1,State House,68,1,DEM,Lisa BARKER,13,5,8
Dearborn,0011 HARRISON 1,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,60,28,32
Dearborn,0011 HARRISON 1,Circuit Court Clerk,,1,REP,Wendy BEATTY,60,28,32
Dearborn,0011 HARRISON 1,County Treasurer,,1,REP,Hayley M. HATFIELD,61,29,32
Dearborn,0011 HARRISON 1,County Coroner,,1,REP,Cameron McCREARY,61,28,33
Dearborn,0011 HARRISON 1,County Surveyor,,1,REP,Dennis KRAUS JR,61,29,32
Dearborn,0011 HARRISON 1,County Commissioner,1,1,REP,Jim THATCHER,62,29,33
Dearborn,0011 HARRISON 1,County Commissioner,2,1,REP,Duane BISCHOFF,62,29,33
Dearborn,0011 HARRISON 1,County Council,,3,,Mark G. DOLE,51,24,27
Dearborn,0011 HARRISON 1,County Council,,3,,Tim DOLL,46,20,26
Dearborn,0011 HARRISON 1,County Council,,3,,Glenn D. WRIGHT,47,22,25
Dearborn,0011 HARRISON 1,County Council,,3,,Hunter COLLINS,14,7,7
Dearborn,0011 HARRISON 1,County Council,,3,,Dawn VICTOR,10,5,5
Dearborn,0011 HARRISON 1,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,53,26,27
Dearborn,0011 HARRISON 1,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,56,27,29
Dearborn,0011 HARRISON 1,IN Supreme Court-Rush,,,,Yes,51,24,27
Dearborn,0011 HARRISON 1,IN Supreme Court-Rush,,,,No,10,4,6
Dearborn,0011 HARRISON 1,IN Supreme Court-Massa,,,,Yes,52,25,27
Dearborn,0011 HARRISON 1,IN Supreme Court-Massa,,,,No,9,3,6
Dearborn,0011 HARRISON 1,IN Supreme Court-Molter,,,,Yes,54,25,29
Dearborn,0011 HARRISON 1,IN Supreme Court-Molter,,,,No,8,3,5
Dearborn,0011 HARRISON 1,Court of Appeals Dist 1-Foley,,,,Yes,56,26,30
Dearborn,0011 HARRISON 1,Court of Appeals Dist 1-Foley,,,,No,6,2,4
Dearborn,0011 HARRISON 1,Court of Appeals Dist 4-Pyle III,,,,Yes,54,24,30
Dearborn,0011 HARRISON 1,Court of Appeals Dist 4-Pyle III,,,,No,7,3,4
Dearborn,0012 HARRISON 2,Registered Voters,,,,,1194,,
Dearborn,0012 HARRISON 2,Ballots Cast,,,,,821,377,444
Dearborn,0012 HARRISON 2,Public Question-Const Amendment,,,,Yes,420,196,224
Dearborn,0012 HARRISON 2,Public Question-Const Amendment,,,,No,341,163,178
Dearborn,0012 HARRISON 2,Straight Party,,,REP,Republican,497,228,269
Dearborn,0012 HARRISON 2,Straight Party,,,DEM,Democratic,73,32,41
Dearborn,0012 HARRISON 2,Straight Party,,,LBT,Libertarian,1,1,0
Dearborn,0012 HARRISON 2,Straight Party,,,WTP,We The People,4,3,1
Dearborn,0012 HARRISON 2,President,,1,REP,Donald J. TRUMP / JD VANCE,649,295,354
Dearborn,0012 HARRISON 2,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,145,68,77
Dearborn,0012 HARRISON 2,President,,1,LBT,Chase OLIVER / Mike terr MAAT,10,5,5
Dearborn,0012 HARRISON 2,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,8,6,2
Dearborn,0012 HARRISON 2,President,,1,,Write-In,3,2,1
Dearborn,0012 HARRISON 2,U.S. Senate,,1,REP,Jim BANKS,664,304,360
