county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Dubois,01 BAINBRIDGE 1,Registered Voters,,,,,511,,,
Dubois,01 BAINBRIDGE 1,Ballots Cast,,,,,400,,,
Dubois,01 BAINBRIDGE 1,Public Question-Const Amendment,,1,,Yes,200,160,33,7
Dubois,01 BAINBRIDGE 1,Public Question-Const Amendment,,1,,No,149,118,26,5
Dubois,01 BAINBRIDGE 1,President,,1,REP,Donald J. TRUMP / JD VANCE,292,228,53,11
Dubois,01 BAINBRIDGE 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,92,74,10,8
Dubois,01 BAINBRIDGE 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,1,1,0
Dubois,01 BAINBRIDGE 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,4,1,0
Dubois,01 BAINBRIDGE 1,President,,1,,Write-In,1,1,0,0
Dubois,01 BAINBRIDGE 1,U.S. Senate,,1,REP,Jim BANKS,280,218,51,11
Dubois,01 BAINBRIDGE 1,U.S. Senate,,1,DEM,Valerie McCRAY,78,66,7,5
Dubois,01 BAINBRIDGE 1,U.S. Senate,,1,LBT,Andrew HORNING,5,5,0,0
Dubois,01 BAINBRIDGE 1,U.S. Senate,,1,,Write-In,0,0,0,0
Dubois,01 BAINBRIDGE 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,240,185,42,13
Dubois,01 BAINBRIDGE 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,113,91,17,5
Dubois,01 BAINBRIDGE 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,30,27,3,0
Dubois,01 BAINBRIDGE 1,Governor,,1,,Write-In,0,0,0,0
Dubois,01 BAINBRIDGE 1,Attorney General,,1,REP,Todd ROKITA,300,235,52,13
Dubois,01 BAINBRIDGE 1,Attorney General,,1,DEM,Destiny WELLS,76,63,9,4
