county,precinct,office,district,seats,party,candidate,votes
Fayette,Connersville 01,State House,55,1,REP,Lindsay PATTERSON,191
Fayette,Connersville 01,State House,55,1,DEM,Victoria C MARTZ,47
Fayette,Connersville 01,County Commissioner,2,1,REP,Dale MUNSON,187
Fayette,Connersville 01,County Commissioner,2,1,DEM,Terry STURGEON,48
Fayette,Connersville 01,County Commissioner,3,1,DEM,Gary RUF,53
Fayette,Connersville 01,County Commissioner,3,1,REP,Tracie BEVER,191
Fayette,Connersville 01,County Coroner,,1,REP,N. Eddie RICHARDSON,182
Fayette,Connersville 01,County Coroner,,1,DEM,Sheila STURGEON,53
Fayette,Connersville 01,County Treasurer,,1,REP,Sarah N MERIDA,201
Fayette,Connersville 01,County Council,At Large,3,DEM,Brian DURHAM,39
Fayette,Connersville 01,County Council,At Large,3,DEM,Carl Vane LASHUA,32
Fayette,Connersville 01,County Council,At Large,3,REP,Gabe  NOBBE,123
Fayette,Connersville 01,County Council,At Large,3,REP,Kay Riker PEYTON,108
Fayette,Connersville 01,County Council,At Large,3,DEM,Royden Jay HALVELAND,24
Fayette,Connersville 01,County Council,At Large,3,REP,T Scott BEVINGTON,117
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Deron J PRICE,47
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Dustin T MUNSON,66
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Jared M GLAUB,38
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,47
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Joseph A BUNYARD,70
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Leighanna N TORRES,26
Fayette,Connersville 01,Fayette County School Board,3,2,NP,Sasha C HENDERSON,64
Fayette,Connersville 02,President,,1,,Write-In,0
Fayette,Connersville 02,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Fayette,Connersville 02,President,,1,REP,Donald J. TRUMP / JD Vance,449
Fayette,Connersville 02,President,,1,DEM,Kamala D. HARRIS / Tim Walz,174
Fayette,Connersville 02,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,3
Fayette,Connersville 02,U.S. Senate,,1,LBT,Andrew HORNING,12
Fayette,Connersville 02,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 02,U.S. Senate,,1,REP,Jim BANKS,429
Fayette,Connersville 02,U.S. Senate,,1,DEM,Valerie McCRAY,157
Fayette,Connersville 02,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,159
Fayette,Connersville 02,U.S. House,6,1,LBT,James Michael SCENIAK,20
Fayette,Connersville 02,U.S. House,6,1,REP,Jefferson SHREVE,425
Fayette,Connersville 02,Governor,,1,,Write-In,0
Fayette,Connersville 02,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,21
Fayette,Connersville 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,181
Fayette,Connersville 02,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,397
Fayette,Connersville 02,Attorney General,,1,DEM,Destiny WELLS,175
Fayette,Connersville 02,Attorney General,,1,REP,Todd ROKITA,437
Fayette,Connersville 02,State Senate,42,1,REP,Jean LEISING,512
Fayette,Connersville 02,State House,55,1,REP,Lindsay PATTERSON,448
Fayette,Connersville 02,State House,55,1,DEM,Victoria C MARTZ,148
Fayette,Connersville 02,County Commissioner,2,1,REP,Dale MUNSON,455
Fayette,Connersville 02,County Commissioner,2,1,DEM,Terry STURGEON,135
Fayette,Connersville 02,County Commissioner,3,1,DEM,Gary RUF,131
Fayette,Connersville 02,County Commissioner,3,1,REP,Tracie BEVER,475
Fayette,Connersville 02,County Coroner,,1,REP,N. Eddie RICHARDSON,445
Fayette,Connersville 02,County Coroner,,1,DEM,Sheila STURGEON,145
Fayette,Connersville 02,County Treasurer,,1,REP,Sarah N MERIDA,493
Fayette,Connersville 02,County Council,At Large,3,DEM,Brian DURHAM,168
Fayette,Connersville 02,County Council,At Large,3,DEM,Carl Vane LASHUA,91
Fayette,Connersville 02,County Council,At Large,3,REP,Gabe  NOBBE,342
Fayette,Connersville 02,County Council,At Large,3,REP,Kay Riker PEYTON,286
Fayette,Connersville 02,County Council,At Large,3,DEM,Royden Jay HALVELAND,86
Fayette,Connersville 02,County Council,At Large,3,REP,T Scott BEVINGTON,328
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Deron J PRICE,188
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Dustin T MUNSON,151
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Jared M GLAUB,129
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,161
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Joseph A BUNYARD,125
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Leighanna N TORRES,47
Fayette,Connersville 02,Fayette County School Board,3,2,NP,Sasha C HENDERSON,171
Fayette,Connersville 03,President,,1,,Write-In,0
Fayette,Connersville 03,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Fayette,Connersville 03,President,,1,REP,Donald J. TRUMP / JD Vance,320
Fayette,Connersville 03,President,,1,DEM,Kamala D. HARRIS / Tim Walz,107
Fayette,Connersville 03,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,3
Fayette,Connersville 03,U.S. Senate,,1,LBT,Andrew HORNING,6
Fayette,Connersville 03,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 03,U.S. Senate,,1,REP,Jim BANKS,299
Fayette,Connersville 03,U.S. Senate,,1,DEM,Valerie McCRAY,100
Fayette,Connersville 03,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,103
Fayette,Connersville 03,U.S. House,6,1,LBT,James Michael SCENIAK,5
Fayette,Connersville 03,U.S. House,6,1,REP,Jefferson SHREVE,312
Fayette,Connersville 03,Governor,,1,,Write-In,0
Fayette,Connersville 03,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,14
Fayette,Connersville 03,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,113
Fayette,Connersville 03,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,292
Fayette,Connersville 03,Attorney General,,1,DEM,Destiny WELLS,107
Fayette,Connersville 03,Attorney General,,1,REP,Todd ROKITA,315
Fayette,Connersville 03,State Senate,42,1,REP,Jean LEISING,362
Fayette,Connersville 03,State House,55,1,REP,Lindsay PATTERSON,324
Fayette,Connersville 03,State House,55,1,DEM,Victoria C MARTZ,91
Fayette,Connersville 03,County Commissioner,2,1,REP,Dale MUNSON,322
Fayette,Connersville 03,County Commissioner,2,1,DEM,Terry STURGEON,91
Fayette,Connersville 03,County Commissioner,3,1,DEM,Gary RUF,93
Fayette,Connersville 03,County Commissioner,3,1,REP,Tracie BEVER,327
Fayette,Connersville 03,County Coroner,,1,REP,N. Eddie RICHARDSON,313
Fayette,Connersville 03,County Coroner,,1,DEM,Sheila STURGEON,102
Fayette,Connersville 03,County Treasurer,,1,REP,Sarah N MERIDA,340
Fayette,Connersville 03,County Council,At Large,3,DEM,Brian DURHAM,106
Fayette,Connersville 03,County Council,At Large,3,DEM,Carl Vane LASHUA,59
Fayette,Connersville 03,County Council,At Large,3,REP,Gabe  NOBBE,231
Fayette,Connersville 03,County Council,At Large,3,REP,Kay Riker PEYTON,204
Fayette,Connersville 03,County Council,At Large,3,DEM,Royden Jay HALVELAND,60
Fayette,Connersville 03,County Council,At Large,3,REP,T Scott BEVINGTON,240
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Deron J PRICE,104
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Dustin T MUNSON,107
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Jared M GLAUB,81
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,105
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Joseph A BUNYARD,93
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Leighanna N TORRES,40
Fayette,Connersville 03,Fayette County School Board,3,2,NP,Sasha C HENDERSON,114
Fayette,Connersville 04,President,,1,,Write-In,0
Fayette,Connersville 04,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,0
Fayette,Connersville 04,President,,1,REP,Donald J. TRUMP / JD Vance,152
Fayette,Connersville 04,President,,1,DEM,Kamala D. HARRIS / Tim Walz,63
Fayette,Connersville 04,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,2
Fayette,Connersville 04,U.S. Senate,,1,LBT,Andrew HORNING,4
Fayette,Connersville 04,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 04,U.S. Senate,,1,REP,Jim BANKS,139
Fayette,Connersville 04,U.S. Senate,,1,DEM,Valerie McCRAY,62
Fayette,Connersville 04,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,65
Fayette,Connersville 04,U.S. House,6,1,LBT,James Michael SCENIAK,7
Fayette,Connersville 04,U.S. House,6,1,REP,Jefferson SHREVE,140
Fayette,Connersville 04,Governor,,1,,Write-In,0
Fayette,Connersville 04,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,7
Fayette,Connersville 04,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,67
Fayette,Connersville 04,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,131
Fayette,Connersville 04,Attorney General,,1,DEM,Destiny WELLS,65
Fayette,Connersville 04,Attorney General,,1,REP,Todd ROKITA,148
Fayette,Connersville 04,State Senate,42,1,REP,Jean LEISING,173
Fayette,Connersville 04,State House,55,1,REP,Lindsay PATTERSON,150
Fayette,Connersville 04,State House,55,1,DEM,Victoria C MARTZ,56
Fayette,Connersville 04,County Commissioner,2,1,REP,Dale MUNSON,149
Fayette,Connersville 04,County Commissioner,2,1,DEM,Terry STURGEON,57
Fayette,Connersville 04,County Commissioner,3,1,DEM,Gary RUF,60
Fayette,Connersville 04,County Commissioner,3,1,REP,Tracie BEVER,150
Fayette,Connersville 04,County Coroner,,1,REP,N. Eddie RICHARDSON,134
Fayette,Connersville 04,County Coroner,,1,DEM,Sheila STURGEON,70
Fayette,Connersville 04,County Treasurer,,1,REP,Sarah N MERIDA,165
Fayette,Connersville 04,County Council,At Large,3,DEM,Brian DURHAM,52
Fayette,Connersville 04,County Council,At Large,3,DEM,Carl Vane LASHUA,27
Fayette,Connersville 04,County Council,At Large,3,REP,Gabe  NOBBE,94
Fayette,Connersville 04,County Council,At Large,3,REP,Kay Riker PEYTON,96
Fayette,Connersville 04,County Council,At Large,3,DEM,Royden Jay HALVELAND,34
Fayette,Connersville 04,County Council,At Large,3,REP,T Scott BEVINGTON,100
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Deron J PRICE,45
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Dustin T MUNSON,48
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Jared M GLAUB,37
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,42
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Joseph A BUNYARD,57
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Leighanna N TORRES,19
Fayette,Connersville 04,Fayette County School Board,3,2,NP,Sasha C HENDERSON,68
Fayette,Connersville 05,President,,1,,Write-In,0
Fayette,Connersville 05,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Fayette,Connersville 05,President,,1,REP,Donald J. TRUMP / JD Vance,147
Fayette,Connersville 05,President,,1,DEM,Kamala D. HARRIS / Tim Walz,36
Fayette,Connersville 05,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,1
Fayette,Connersville 05,U.S. Senate,,1,LBT,Andrew HORNING,7
Fayette,Connersville 05,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 05,U.S. Senate,,1,REP,Jim BANKS,123
Fayette,Connersville 05,U.S. Senate,,1,DEM,Valerie McCRAY,36
Fayette,Connersville 05,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,41
Fayette,Connersville 05,U.S. House,6,1,LBT,James Michael SCENIAK,7
Fayette,Connersville 05,U.S. House,6,1,REP,Jefferson SHREVE,122
Fayette,Connersville 05,Governor,,1,,Write-In,0
Fayette,Connersville 05,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,12
Fayette,Connersville 05,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,42
Fayette,Connersville 05,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,117
Fayette,Connersville 05,Attorney General,,1,DEM,Destiny WELLS,43
Fayette,Connersville 05,Attorney General,,1,REP,Todd ROKITA,122
Fayette,Connersville 05,State Senate,42,1,REP,Jean LEISING,138
Fayette,Connersville 05,State House,55,1,REP,Lindsay PATTERSON,130
Fayette,Connersville 05,State House,55,1,DEM,Victoria C MARTZ,38
Fayette,Connersville 05,County Commissioner,2,1,REP,Dale MUNSON,125
Fayette,Connersville 05,County Commissioner,2,1,DEM,Terry STURGEON,42
Fayette,Connersville 05,County Commissioner,3,1,DEM,Gary RUF,40
Fayette,Connersville 05,County Commissioner,3,1,REP,Tracie BEVER,129
Fayette,Connersville 05,County Coroner,,1,REP,N. Eddie RICHARDSON,126
Fayette,Connersville 05,County Coroner,,1,DEM,Sheila STURGEON,41
Fayette,Connersville 05,County Treasurer,,1,REP,Sarah N MERIDA,140
Fayette,Connersville 05,County Council,At Large,3,DEM,Brian DURHAM,38
Fayette,Connersville 05,County Council,At Large,3,DEM,Carl Vane LASHUA,20
Fayette,Connersville 05,County Council,At Large,3,REP,Gabe  NOBBE,73
Fayette,Connersville 05,County Council,At Large,3,REP,Kay Riker PEYTON,73
Fayette,Connersville 05,County Council,At Large,3,DEM,Royden Jay HALVELAND,23
Fayette,Connersville 05,County Council,At Large,3,REP,T Scott BEVINGTON,79
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Deron J PRICE,37
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Dustin T MUNSON,39
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Jared M GLAUB,22
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,38
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Joseph A BUNYARD,39
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Leighanna N TORRES,22
Fayette,Connersville 05,Fayette County School Board,3,2,NP,Sasha C HENDERSON,59
Fayette,Connersville 06,President,,1,,Write-In,0
Fayette,Connersville 06,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Fayette,Connersville 06,President,,1,REP,Donald J. TRUMP / JD Vance,209
Fayette,Connersville 06,President,,1,DEM,Kamala D. HARRIS / Tim Walz,82
Fayette,Connersville 06,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,2
Fayette,Connersville 06,U.S. Senate,,1,LBT,Andrew HORNING,7
Fayette,Connersville 06,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 06,U.S. Senate,,1,REP,Jim BANKS,189
Fayette,Connersville 06,U.S. Senate,,1,DEM,Valerie McCRAY,79
Fayette,Connersville 06,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,78
Fayette,Connersville 06,U.S. House,6,1,LBT,James Michael SCENIAK,9
Fayette,Connersville 06,U.S. House,6,1,REP,Jefferson SHREVE,193
Fayette,Connersville 06,Governor,,1,,Write-In,0
Fayette,Connersville 06,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,17
Fayette,Connersville 06,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,86
Fayette,Connersville 06,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,174
Fayette,Connersville 06,Attorney General,,1,DEM,Destiny WELLS,93
Fayette,Connersville 06,Attorney General,,1,REP,Todd ROKITA,190
Fayette,Connersville 06,State Senate,42,1,REP,Jean LEISING,236
Fayette,Connersville 06,State House,55,1,REP,Lindsay PATTERSON,193
Fayette,Connersville 06,State House,55,1,DEM,Victoria C MARTZ,81
Fayette,Connersville 06,County Commissioner,2,1,REP,Dale MUNSON,188
Fayette,Connersville 06,County Commissioner,2,1,DEM,Terry STURGEON,88
Fayette,Connersville 06,County Commissioner,3,1,DEM,Gary RUF,89
Fayette,Connersville 06,County Commissioner,3,1,REP,Tracie BEVER,191
Fayette,Connersville 06,County Coroner,,1,REP,N. Eddie RICHARDSON,182
Fayette,Connersville 06,County Coroner,,1,DEM,Sheila STURGEON,91
Fayette,Connersville 06,County Treasurer,,1,REP,Sarah N MERIDA,223
Fayette,Connersville 06,County Council,At Large,3,DEM,Brian DURHAM,67
Fayette,Connersville 06,County Council,At Large,3,DEM,Carl Vane LASHUA,49
Fayette,Connersville 06,County Council,At Large,3,REP,Gabe  NOBBE,127
Fayette,Connersville 06,County Council,At Large,3,REP,Kay Riker PEYTON,105
Fayette,Connersville 06,County Council,At Large,3,DEM,Royden Jay HALVELAND,52
Fayette,Connersville 06,County Council,At Large,3,REP,T Scott BEVINGTON,121
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Deron J PRICE,49
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Dustin T MUNSON,56
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Jared M GLAUB,48
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,52
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Joseph A BUNYARD,87
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Leighanna N TORRES,31
Fayette,Connersville 06,Fayette County School Board,3,2,NP,Sasha C HENDERSON,73
Fayette,Connersville 07,President,,1,,Write-In,0
Fayette,Connersville 07,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,0
Fayette,Connersville 07,President,,1,REP,Donald J. TRUMP / JD Vance,154
Fayette,Connersville 07,President,,1,DEM,Kamala D. HARRIS / Tim Walz,64
Fayette,Connersville 07,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,4
Fayette,Connersville 07,U.S. Senate,,1,LBT,Andrew HORNING,4
Fayette,Connersville 07,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 07,U.S. Senate,,1,REP,Jim BANKS,147
Fayette,Connersville 07,U.S. Senate,,1,DEM,Valerie McCRAY,64
Fayette,Connersville 07,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,64
Fayette,Connersville 07,U.S. House,6,1,LBT,James Michael SCENIAK,4
Fayette,Connersville 07,U.S. House,6,1,REP,Jefferson SHREVE,151
Fayette,Connersville 07,Governor,,1,,Write-In,0
Fayette,Connersville 07,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,4
Fayette,Connersville 07,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,65
Fayette,Connersville 07,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,143
Fayette,Connersville 07,Attorney General,,1,DEM,Destiny WELLS,64
Fayette,Connersville 07,Attorney General,,1,REP,Todd ROKITA,154
Fayette,Connersville 07,State Senate,42,1,REP,Jean LEISING,168
Fayette,Connersville 07,State House,55,1,REP,Lindsay PATTERSON,154
Fayette,Connersville 07,State House,55,1,DEM,Victoria C MARTZ,62
Fayette,Connersville 07,County Commissioner,2,1,REP,Dale MUNSON,153
Fayette,Connersville 07,County Commissioner,2,1,DEM,Terry STURGEON,63
Fayette,Connersville 07,County Commissioner,3,1,DEM,Gary RUF,73
Fayette,Connersville 07,County Commissioner,3,1,REP,Tracie BEVER,145
Fayette,Connersville 07,County Coroner,,1,REP,N. Eddie RICHARDSON,143
Fayette,Connersville 07,County Coroner,,1,DEM,Sheila STURGEON,72
Fayette,Connersville 07,County Treasurer,,1,REP,Sarah N MERIDA,161
Fayette,Connersville 07,County Council,At Large,3,DEM,Brian DURHAM,57
Fayette,Connersville 07,County Council,At Large,3,DEM,Carl Vane LASHUA,39
Fayette,Connersville 07,County Council,At Large,3,REP,Gabe  NOBBE,102
Fayette,Connersville 07,County Council,At Large,3,REP,Kay Riker PEYTON,86
Fayette,Connersville 07,County Council,At Large,3,DEM,Royden Jay HALVELAND,44
Fayette,Connersville 07,County Council,At Large,3,REP,T Scott BEVINGTON,97
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Deron J PRICE,45
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Dustin T MUNSON,36
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Jared M GLAUB,41
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Jeremy G WILLIAMS,58
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Joseph A BUNYARD,50
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Leighanna N TORRES,31
Fayette,Connersville 07,Fayette County School Board,3,2,NP,Sasha C HENDERSON,55
Fayette,Connersville 08,President,,1,,Write-In,0
Fayette,Connersville 08,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Fayette,Connersville 08,President,,1,REP,Donald J. TRUMP / JD Vance,164
Fayette,Connersville 08,President,,1,DEM,Kamala D. HARRIS / Tim Walz,75
Fayette,Connersville 08,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,3
Fayette,Connersville 08,U.S. Senate,,1,LBT,Andrew HORNING,5
Fayette,Connersville 08,U.S. Senate,,1,,Write-In,0
Fayette,Connersville 08,U.S. Senate,,1,REP,Jim BANKS,155
Fayette,Connersville 08,U.S. Senate,,1,DEM,Valerie McCRAY,68
Fayette,Connersville 08,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,73
Fayette,Connersville 08,U.S. House,6,1,LBT,James Michael SCENIAK,8
Fayette,Connersville 08,U.S. House,6,1,REP,Jefferson SHREVE,152
Fayette,Connersville 08,Governor,,1,,Write-In,0
Fayette,Connersville 08,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,13
Fayette,Connersville 08,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,76
Fayette,Connersville 08,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,143
Fayette,Connersville 08,Attorney General,,1,DEM,Destiny WELLS,81
Fayette,Connersville 08,Attorney General,,1,REP,Todd ROKITA,153
Fayette,Connersville 08,State Senate,42,1,REP,Jean LEISING,186
Fayette,Connersville 08,State House,55,1,REP,Lindsay PATTERSON,162
Fayette,Connersville 08,State House,55,1,DEM,Victoria C MARTZ,68
Fayette,Connersville 08,County Commissioner,2,1,REP,Dale MUNSON,161
Fayette,Connersville 08,County Commissioner,2,1,DEM,Terry STURGEON,74
Fayette,Connersville 08,County Commissioner,3,1,DEM,Gary RUF,73
Fayette,Connersville 08,County Commissioner,3,1,REP,Tracie BEVER,162
Fayette,Connersville 08,County Coroner,,1,REP,N. Eddie RICHARDSON,156
Fayette,Connersville 08,County Coroner,,1,DEM,Sheila STURGEON,78
Fayette,Connersville 08,County Treasurer,,1,REP,Sarah N MERIDA,175
Fayette,Connersville 08,County Council,At Large,3,DEM,Brian DURHAM,66
Fayette,Connersville 08,County Council,At Large,3,DEM,Carl Vane LASHUA,48
Fayette,Connersville 08,County Council,At Large,3,REP,Gabe  NOBBE,107
Fayette,Connersville 08,County Council,At Large,3,REP,Kay Riker PEYTON,100
Fayette,Connersville 08,County Council,At Large,3,DEM,Royden Jay HALVELAND,46
Fayette,Connersville 08,County Council,At Large,3,REP,T Scott BEVINGTON,103
