county,precinct,office,district,seats,party,candidate,votes
Vanderburgh,Armstrong Precinct 01,Vanderburgh Superior Court Judge,4,1,NP,Gary James SCHUTTE II,619
Vanderburgh,Armstrong Precinct 01,Vanderburgh Superior Court Judge,5,1,NP,Mary Margaret (Maggie) LLOYD,633
Vanderburgh,Armstrong Precinct 01,Vanderburgh Superior Court Judge,6,1,NP,Jillian N. KRATOCHVIL,597
Vanderburgh,Armstrong Precinct 01,Vanderburgh School Board,1,1,NP,Karen L. RAGLAND,596
Vanderburgh,Armstrong Precinct 01,Vanderburgh School Board,3,2,NP,Amy L. DEVRIES,381
Vanderburgh,Armstrong Precinct 01,Vanderburgh School Board,3,2,NP,Joshua James Taylor BARNETT,340
Vanderburgh,Armstrong Precinct 01,Vanderburgh School Board,3,2,NP,Terry GAMBLIN,431
Vanderburgh,Center Precinct 01,President,,1,,Write-In,0
Vanderburgh,Center Precinct 01,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,5
Vanderburgh,Center Precinct 01,President,,1,REP,Donald J. TRUMP / JD Vance,474
Vanderburgh,Center Precinct 01,President,,1,DEM,Kamala D. HARRIS / Tim Walz,291
Vanderburgh,Center Precinct 01,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,2
Vanderburgh,Center Precinct 01,U.S. Senate,,1,LBT,Andrew HORNING,19
Vanderburgh,Center Precinct 01,U.S. Senate,,1,,Write-In,0
Vanderburgh,Center Precinct 01,U.S. Senate,,1,REP,Jim BANKS,469
Vanderburgh,Center Precinct 01,U.S. Senate,,1,DEM,Valerie McCRAY,274
Vanderburgh,Center Precinct 01,U.S. House,8,1,DEM,Erik HURT,255
Vanderburgh,Center Precinct 01,U.S. House,8,1,LBT,K Richard FITZLAFF,10
Vanderburgh,Center Precinct 01,U.S. House,8,1,REP,Mark MESSMER,493
Vanderburgh,Center Precinct 01,Governor,,1,,Write-In,0
Vanderburgh,Center Precinct 01,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,20
Vanderburgh,Center Precinct 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,282
Vanderburgh,Center Precinct 01,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,466
Vanderburgh,Center Precinct 01,Attorney General,,1,DEM,Destiny WELLS,284
Vanderburgh,Center Precinct 01,Attorney General,,1,REP,Todd ROKITA,475
Vanderburgh,Center Precinct 01,State Senate,50,1,IND,John WOODARD,129
Vanderburgh,Center Precinct 01,State Senate,50,1,REP,Vaneta BECKER,548
Vanderburgh,Center Precinct 01,State House,78,1,REP,Tim O'BRIEN,581
Vanderburgh,Center Precinct 01,County Commissioner,1,1,DEM,Mike GOEBEL,486
Vanderburgh,Center Precinct 01,County Commissioner,3,1,REP,Amy T. CANTERBURY,485
Vanderburgh,Center Precinct 01,County Commissioner,3,1,DEM,Hope FUSSNER,258
Vanderburgh,Center Precinct 01,County Coroner,,1,REP,Bryan UNDERWOOD,480
Vanderburgh,Center Precinct 01,County Coroner,,1,DEM,Keith MOSBY JR.,271
Vanderburgh,Center Precinct 01,County Recorder,,1,DEM,Gina ROBINSON UNGAR,252
Vanderburgh,Center Precinct 01,County Recorder,,1,REP,Russell G. LLOYD JR.,497
Vanderburgh,Center Precinct 01,County Surveyor,,1,REP,Linda FREEMAN,584
Vanderburgh,Center Precinct 01,County Treasurer,,1,REP,Brian A. GERTH,586
Vanderburgh,Center Precinct 01,Circuit Court Clerk,,1,REP,Dottie THOMAS,594
Vanderburgh,Center Precinct 01,County Council,At Large,3,DEM,Bob DEIG,266
Vanderburgh,Center Precinct 01,County Council,At Large,3,DEM,Dustin STEPHENS,172
Vanderburgh,Center Precinct 01,County Council,At Large,3,REP,Ed BASSEMIER,422
Vanderburgh,Center Precinct 01,County Council,At Large,3,REP,Jill Anne HAHN,374
Vanderburgh,Center Precinct 01,County Council,At Large,3,REP,Joe KIEFER II,412
Vanderburgh,Center Precinct 01,County Council,At Large,3,DEM,Karese D. JOHNSON,197
Vanderburgh,Center Precinct 01,Vanderburgh Circuit Court Judge,,1,NP,Molly E. BRILES,298
Vanderburgh,Center Precinct 01,Vanderburgh Circuit Court Judge,,1,NP,Ryan HATFIELD,315
Vanderburgh,Center Precinct 01,Vanderburgh Superior Court Judge,2,1,NP,Wayne S. TROCKMAN,520
Vanderburgh,Center Precinct 01,Vanderburgh Superior Court Judge,4,1,NP,Gary James SCHUTTE II,493
Vanderburgh,Center Precinct 01,Vanderburgh Superior Court Judge,5,1,NP,Mary Margaret (Maggie) LLOYD,490
Vanderburgh,Center Precinct 01,Vanderburgh Superior Court Judge,6,1,NP,Jillian N. KRATOCHVIL,454
Vanderburgh,Center Precinct 01,Vanderburgh School Board,1,1,NP,Karen L. RAGLAND,464
Vanderburgh,Center Precinct 01,Vanderburgh School Board,3,2,NP,Amy L. DEVRIES,328
Vanderburgh,Center Precinct 01,Vanderburgh School Board,3,2,NP,Joshua James Taylor BARNETT,240
Vanderburgh,Center Precinct 01,Vanderburgh School Board,3,2,NP,Terry GAMBLIN,284
Vanderburgh,Center Precinct 02,President,,1,,Write-In,0
Vanderburgh,Center Precinct 02,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,0
Vanderburgh,Center Precinct 02,President,,1,REP,Donald J. TRUMP / JD Vance,329
Vanderburgh,Center Precinct 02,President,,1,DEM,Kamala D. HARRIS / Tim Walz,154
Vanderburgh,Center Precinct 02,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,6
Vanderburgh,Center Precinct 02,U.S. Senate,,1,LBT,Andrew HORNING,8
Vanderburgh,Center Precinct 02,U.S. Senate,,1,,Write-In,0
Vanderburgh,Center Precinct 02,U.S. Senate,,1,REP,Jim BANKS,323
Vanderburgh,Center Precinct 02,U.S. Senate,,1,DEM,Valerie McCRAY,153
Vanderburgh,Center Precinct 02,U.S. House,8,1,DEM,Erik HURT,142
Vanderburgh,Center Precinct 02,U.S. House,8,1,LBT,K Richard FITZLAFF,14
Vanderburgh,Center Precinct 02,U.S. House,8,1,REP,Mark MESSMER,329
Vanderburgh,Center Precinct 02,Governor,,1,,Write-In,0
Vanderburgh,Center Precinct 02,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,12
Vanderburgh,Center Precinct 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,158
Vanderburgh,Center Precinct 02,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,314
Vanderburgh,Center Precinct 02,Attorney General,,1,DEM,Destiny WELLS,159
Vanderburgh,Center Precinct 02,Attorney General,,1,REP,Todd ROKITA,324
Vanderburgh,Center Precinct 02,State House,76,1,REP,Wendy (Mac) McNAMARA,401
Vanderburgh,Center Precinct 02,County Commissioner,1,1,DEM,Mike GOEBEL,292
Vanderburgh,Center Precinct 02,County Commissioner,3,1,REP,Amy T. CANTERBURY,325
Vanderburgh,Center Precinct 02,County Commissioner,3,1,DEM,Hope FUSSNER,147
Vanderburgh,Center Precinct 02,County Coroner,,1,REP,Bryan UNDERWOOD,318
Vanderburgh,Center Precinct 02,County Coroner,,1,DEM,Keith MOSBY JR.,162
Vanderburgh,Center Precinct 02,County Recorder,,1,DEM,Gina ROBINSON UNGAR,150
Vanderburgh,Center Precinct 02,County Recorder,,1,REP,Russell G. LLOYD JR.,328
Vanderburgh,Center Precinct 02,County Surveyor,,1,REP,Linda FREEMAN,383
Vanderburgh,Center Precinct 02,County Treasurer,,1,REP,Brian A. GERTH,388
Vanderburgh,Center Precinct 02,Circuit Court Clerk,,1,REP,Dottie THOMAS,396
Vanderburgh,Center Precinct 02,County Council,At Large,3,DEM,Bob DEIG,152
Vanderburgh,Center Precinct 02,County Council,At Large,3,DEM,Dustin STEPHENS,117
Vanderburgh,Center Precinct 02,County Council,At Large,3,REP,Ed BASSEMIER,271
Vanderburgh,Center Precinct 02,County Council,At Large,3,REP,Jill Anne HAHN,216
Vanderburgh,Center Precinct 02,County Council,At Large,3,REP,Joe KIEFER II,227
Vanderburgh,Center Precinct 02,County Council,At Large,3,DEM,Karese D. JOHNSON,119
Vanderburgh,Center Precinct 02,Vanderburgh Circuit Court Judge,,1,NP,Molly E. BRILES,181
Vanderburgh,Center Precinct 02,Vanderburgh Circuit Court Judge,,1,NP,Ryan HATFIELD,210
Vanderburgh,Center Precinct 02,Vanderburgh Superior Court Judge,2,1,NP,Wayne S. TROCKMAN,335
Vanderburgh,Center Precinct 02,Vanderburgh Superior Court Judge,4,1,NP,Gary James SCHUTTE II,308
Vanderburgh,Center Precinct 02,Vanderburgh Superior Court Judge,5,1,NP,Mary Margaret (Maggie) LLOYD,327
Vanderburgh,Center Precinct 02,Vanderburgh Superior Court Judge,6,1,NP,Jillian N. KRATOCHVIL,297
Vanderburgh,Center Precinct 02,Vanderburgh School Board,1,1,NP,Karen L. RAGLAND,319
Vanderburgh,Center Precinct 02,Vanderburgh School Board,3,2,NP,Amy L. DEVRIES,205
Vanderburgh,Center Precinct 02,Vanderburgh School Board,3,2,NP,Joshua James Taylor BARNETT,167
Vanderburgh,Center Precinct 02,Vanderburgh School Board,3,2,NP,Terry GAMBLIN,176
Vanderburgh,Center Precinct 03,President,,1,,Write-In,0
Vanderburgh,Center Precinct 03,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,6
Vanderburgh,Center Precinct 03,President,,1,REP,Donald J. TRUMP / JD Vance,452
Vanderburgh,Center Precinct 03,President,,1,DEM,Kamala D. HARRIS / Tim Walz,291
Vanderburgh,Center Precinct 03,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,4
Vanderburgh,Center Precinct 03,U.S. Senate,,1,LBT,Andrew HORNING,9
Vanderburgh,Center Precinct 03,U.S. Senate,,1,,Write-In,0
Vanderburgh,Center Precinct 03,U.S. Senate,,1,REP,Jim BANKS,469
Vanderburgh,Center Precinct 03,U.S. Senate,,1,DEM,Valerie McCRAY,270
Vanderburgh,Center Precinct 03,U.S. House,8,1,DEM,Erik HURT,252
Vanderburgh,Center Precinct 03,U.S. House,8,1,LBT,K Richard FITZLAFF,6
Vanderburgh,Center Precinct 03,U.S. House,8,1,REP,Mark MESSMER,483
Vanderburgh,Center Precinct 03,Governor,,1,,Write-In,0
Vanderburgh,Center Precinct 03,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,9
Vanderburgh,Center Precinct 03,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,277
Vanderburgh,Center Precinct 03,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,462
Vanderburgh,Center Precinct 03,Attorney General,,1,DEM,Destiny WELLS,273
Vanderburgh,Center Precinct 03,Attorney General,,1,REP,Todd ROKITA,470
Vanderburgh,Center Precinct 03,State House,78,1,REP,Tim O'BRIEN,613
Vanderburgh,Center Precinct 03,County Commissioner,1,1,DEM,Mike GOEBEL,471
Vanderburgh,Center Precinct 03,County Commissioner,3,1,REP,Amy T. CANTERBURY,474
Vanderburgh,Center Precinct 03,County Commissioner,3,1,DEM,Hope FUSSNER,256
Vanderburgh,Center Precinct 03,County Coroner,,1,REP,Bryan UNDERWOOD,467
Vanderburgh,Center Precinct 03,County Coroner,,1,DEM,Keith MOSBY JR.,276
Vanderburgh,Center Precinct 03,County Recorder,,1,DEM,Gina ROBINSON UNGAR,250
Vanderburgh,Center Precinct 03,County Recorder,,1,REP,Russell G. LLOYD JR.,485
Vanderburgh,Center Precinct 03,County Surveyor,,1,REP,Linda FREEMAN,590
Vanderburgh,Center Precinct 03,County Treasurer,,1,REP,Brian A. GERTH,593
Vanderburgh,Center Precinct 03,Circuit Court Clerk,,1,REP,Dottie THOMAS,596
Vanderburgh,Center Precinct 03,County Council,At Large,3,DEM,Bob DEIG,255
Vanderburgh,Center Precinct 03,County Council,At Large,3,DEM,Dustin STEPHENS,186
Vanderburgh,Center Precinct 03,County Council,At Large,3,REP,Ed BASSEMIER,388
Vanderburgh,Center Precinct 03,County Council,At Large,3,REP,Jill Anne HAHN,399
Vanderburgh,Center Precinct 03,County Council,At Large,3,REP,Joe KIEFER II,382
Vanderburgh,Center Precinct 03,County Council,At Large,3,DEM,Karese D. JOHNSON,209
Vanderburgh,Center Precinct 03,Vanderburgh Circuit Court Judge,,1,NP,Molly E. BRILES,351
Vanderburgh,Center Precinct 03,Vanderburgh Circuit Court Judge,,1,NP,Ryan HATFIELD,273
Vanderburgh,Center Precinct 03,Vanderburgh Superior Court Judge,2,1,NP,Wayne S. TROCKMAN,517
Vanderburgh,Center Precinct 03,Vanderburgh Superior Court Judge,4,1,NP,Gary James SCHUTTE II,465
Vanderburgh,Center Precinct 03,Vanderburgh Superior Court Judge,5,1,NP,Mary Margaret (Maggie) LLOYD,484
Vanderburgh,Center Precinct 03,Vanderburgh Superior Court Judge,6,1,NP,Jillian N. KRATOCHVIL,450
Vanderburgh,Center Precinct 03,Vanderburgh School Board,1,1,NP,Karen L. RAGLAND,461
Vanderburgh,Center Precinct 03,Vanderburgh School Board,3,2,NP,Amy L. DEVRIES,320
Vanderburgh,Center Precinct 03,Vanderburgh School Board,3,2,NP,Joshua James Taylor BARNETT,245
Vanderburgh,Center Precinct 03,Vanderburgh School Board,3,2,NP,Terry GAMBLIN,305
Vanderburgh,Center Precinct 04,President,,1,,Write-In,1
Vanderburgh,Center Precinct 04,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,11
Vanderburgh,Center Precinct 04,President,,1,REP,Donald J. TRUMP / JD Vance,816
Vanderburgh,Center Precinct 04,President,,1,DEM,Kamala D. HARRIS / Tim Walz,536
Vanderburgh,Center Precinct 04,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,11
Vanderburgh,Center Precinct 04,U.S. Senate,,1,LBT,Andrew HORNING,14
Vanderburgh,Center Precinct 04,U.S. Senate,,1,,Write-In,0
Vanderburgh,Center Precinct 04,U.S. Senate,,1,REP,Jim BANKS,851
Vanderburgh,Center Precinct 04,U.S. Senate,,1,DEM,Valerie McCRAY,499
Vanderburgh,Center Precinct 04,U.S. House,8,1,DEM,Erik HURT,475
Vanderburgh,Center Precinct 04,U.S. House,8,1,LBT,K Richard FITZLAFF,14
Vanderburgh,Center Precinct 04,U.S. House,8,1,REP,Mark MESSMER,868
Vanderburgh,Center Precinct 04,Governor,,1,,Write-In,0
Vanderburgh,Center Precinct 04,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,24
Vanderburgh,Center Precinct 04,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,510
Vanderburgh,Center Precinct 04,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,836
Vanderburgh,Center Precinct 04,Attorney General,,1,DEM,Destiny WELLS,517
Vanderburgh,Center Precinct 04,Attorney General,,1,REP,Todd ROKITA,845
Vanderburgh,Center Precinct 04,State Senate,50,1,IND,John WOODARD,197
Vanderburgh,Center Precinct 04,State Senate,50,1,REP,Vaneta BECKER,1029
Vanderburgh,Center Precinct 04,State House,78,1,REP,Tim O'BRIEN,1033
Vanderburgh,Center Precinct 04,County Commissioner,1,1,DEM,Mike GOEBEL,887
Vanderburgh,Center Precinct 04,County Commissioner,3,1,REP,Amy T. CANTERBURY,860
Vanderburgh,Center Precinct 04,County Commissioner,3,1,DEM,Hope FUSSNER,476
Vanderburgh,Center Precinct 04,County Coroner,,1,REP,Bryan UNDERWOOD,825
Vanderburgh,Center Precinct 04,County Coroner,,1,DEM,Keith MOSBY JR.,523
Vanderburgh,Center Precinct 04,County Recorder,,1,DEM,Gina ROBINSON UNGAR,459
Vanderburgh,Center Precinct 04,County Recorder,,1,REP,Russell G. LLOYD JR.,893
Vanderburgh,Center Precinct 04,County Surveyor,,1,REP,Linda FREEMAN,1062
Vanderburgh,Center Precinct 04,County Treasurer,,1,REP,Brian A. GERTH,1058
Vanderburgh,Center Precinct 04,Circuit Court Clerk,,1,REP,Dottie THOMAS,1077
Vanderburgh,Center Precinct 04,County Council,At Large,3,DEM,Bob DEIG,534
Vanderburgh,Center Precinct 04,County Council,At Large,3,DEM,Dustin STEPHENS,366
Vanderburgh,Center Precinct 04,County Council,At Large,3,REP,Ed BASSEMIER,706
Vanderburgh,Center Precinct 04,County Council,At Large,3,REP,Jill Anne HAHN,718
Vanderburgh,Center Precinct 04,County Council,At Large,3,REP,Joe KIEFER II,727
Vanderburgh,Center Precinct 04,County Council,At Large,3,DEM,Karese D. JOHNSON,399
Vanderburgh,Center Precinct 04,Vanderburgh Circuit Court Judge,,1,NP,Molly E. BRILES,598
Vanderburgh,Center Precinct 04,Vanderburgh Circuit Court Judge,,1,NP,Ryan HATFIELD,536
Vanderburgh,Center Precinct 04,Vanderburgh Superior Court Judge,2,1,NP,Wayne S. TROCKMAN,943
Vanderburgh,Center Precinct 04,Vanderburgh Superior Court Judge,4,1,NP,Gary James SCHUTTE II,881
Vanderburgh,Center Precinct 04,Vanderburgh Superior Court Judge,5,1,NP,Mary Margaret (Maggie) LLOYD,917
Vanderburgh,Center Precinct 04,Vanderburgh Superior Court Judge,6,1,NP,Jillian N. KRATOCHVIL,846
Vanderburgh,Center Precinct 04,Vanderburgh School Board,1,1,NP,Karen L. RAGLAND,871
Vanderburgh,Center Precinct 04,Vanderburgh School Board,3,2,NP,Amy L. DEVRIES,586
Vanderburgh,Center Precinct 04,Vanderburgh School Board,3,2,NP,Joshua James Taylor BARNETT,427
Vanderburgh,Center Precinct 04,Vanderburgh School Board,3,2,NP,Terry GAMBLIN,546
Vanderburgh,Center Precinct 05,President,,1,,Write-In,0
Vanderburgh,Center Precinct 05,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,6
Vanderburgh,Center Precinct 05,President,,1,REP,Donald J. TRUMP / JD Vance,822
Vanderburgh,Center Precinct 05,President,,1,DEM,Kamala D. HARRIS / Tim Walz,462
Vanderburgh,Center Precinct 05,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,8
Vanderburgh,Center Precinct 05,U.S. Senate,,1,LBT,Andrew HORNING,17
Vanderburgh,Center Precinct 05,U.S. Senate,,1,,Write-In,0
Vanderburgh,Center Precinct 05,U.S. Senate,,1,REP,Jim BANKS,848
Vanderburgh,Center Precinct 05,U.S. Senate,,1,DEM,Valerie McCRAY,417
Vanderburgh,Center Precinct 05,U.S. House,8,1,DEM,Erik HURT,390
Vanderburgh,Center Precinct 05,U.S. House,8,1,LBT,K Richard FITZLAFF,18
Vanderburgh,Center Precinct 05,U.S. House,8,1,REP,Mark MESSMER,875
Vanderburgh,Center Precinct 05,Governor,,1,,Write-In,0
Vanderburgh,Center Precinct 05,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,23
Vanderburgh,Center Precinct 05,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,435
Vanderburgh,Center Precinct 05,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,834
Vanderburgh,Center Precinct 05,Attorney General,,1,DEM,Destiny WELLS,423
Vanderburgh,Center Precinct 05,Attorney General,,1,REP,Todd ROKITA,850
Vanderburgh,Center Precinct 05,State Senate,50,1,IND,John WOODARD,164
Vanderburgh,Center Precinct 05,State Senate,50,1,REP,Vaneta BECKER,999
Vanderburgh,Center Precinct 05,State House,78,1,REP,Tim O'BRIEN,1015
Vanderburgh,Center Precinct 05,County Commissioner,1,1,DEM,Mike GOEBEL,788
Vanderburgh,Center Precinct 05,County Commissioner,3,1,REP,Amy T. CANTERBURY,874
Vanderburgh,Center Precinct 05,County Commissioner,3,1,DEM,Hope FUSSNER,377
Vanderburgh,Center Precinct 05,County Coroner,,1,REP,Bryan UNDERWOOD,843
Vanderburgh,Center Precinct 05,County Coroner,,1,DEM,Keith MOSBY JR.,414
Vanderburgh,Center Precinct 05,County Recorder,,1,DEM,Gina ROBINSON UNGAR,364
Vanderburgh,Center Precinct 05,County Recorder,,1,REP,Russell G. LLOYD JR.,906
Vanderburgh,Center Precinct 05,County Surveyor,,1,REP,Linda FREEMAN,1032
Vanderburgh,Center Precinct 05,County Treasurer,,1,REP,Brian A. GERTH,1027
Vanderburgh,Center Precinct 05,Circuit Court Clerk,,1,REP,Dottie THOMAS,1034
Vanderburgh,Center Precinct 05,County Council,At Large,3,DEM,Bob DEIG,425
Vanderburgh,Center Precinct 05,County Council,At Large,3,DEM,Dustin STEPHENS,272
Vanderburgh,Center Precinct 05,County Council,At Large,3,REP,Ed BASSEMIER,727
Vanderburgh,Center Precinct 05,County Council,At Large,3,REP,Jill Anne HAHN,760
Vanderburgh,Center Precinct 05,County Council,At Large,3,REP,Joe KIEFER II,768
Vanderburgh,Center Precinct 05,County Council,At Large,3,DEM,Karese D. JOHNSON,314
Vanderburgh,Center Precinct 05,Vanderburgh Circuit Court Judge,,1,NP,Molly E. BRILES,545
Vanderburgh,Center Precinct 05,Vanderburgh Circuit Court Judge,,1,NP,Ryan HATFIELD,494
Vanderburgh,Center Precinct 05,Vanderburgh Superior Court Judge,2,1,NP,Wayne S. TROCKMAN,894
Vanderburgh,Center Precinct 05,Vanderburgh Superior Court Judge,4,1,NP,Gary James SCHUTTE II,832
Vanderburgh,Center Precinct 05,Vanderburgh Superior Court Judge,5,1,NP,Mary Margaret (Maggie) LLOYD,839
Vanderburgh,Center Precinct 05,Vanderburgh Superior Court Judge,6,1,NP,Jillian N. KRATOCHVIL,764
Vanderburgh,Center Precinct 05,Vanderburgh School Board,1,1,NP,Karen L. RAGLAND,772
Vanderburgh,Center Precinct 05,Vanderburgh School Board,3,2,NP,Amy L. DEVRIES,541
Vanderburgh,Center Precinct 05,Vanderburgh School Board,3,2,NP,Joshua James Taylor BARNETT,405
Vanderburgh,Center Precinct 05,Vanderburgh School Board,3,2,NP,Terry GAMBLIN,494
Vanderburgh,Center Precinct 06,President,,1,,Write-In,0
Vanderburgh,Center Precinct 06,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,2
Vanderburgh,Center Precinct 06,President,,1,REP,Donald J. TRUMP / JD Vance,265
Vanderburgh,Center Precinct 06,President,,1,DEM,Kamala D. HARRIS / Tim Walz,132
Vanderburgh,Center Precinct 06,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,2
Vanderburgh,Center Precinct 06,U.S. Senate,,1,LBT,Andrew HORNING,7
Vanderburgh,Center Precinct 06,U.S. Senate,,1,,Write-In,0
Vanderburgh,Center Precinct 06,U.S. Senate,,1,REP,Jim BANKS,265
Vanderburgh,Center Precinct 06,U.S. Senate,,1,DEM,Valerie McCRAY,123
Vanderburgh,Center Precinct 06,U.S. House,8,1,DEM,Erik HURT,116
Vanderburgh,Center Precinct 06,U.S. House,8,1,LBT,K Richard FITZLAFF,7
Vanderburgh,Center Precinct 06,U.S. House,8,1,REP,Mark MESSMER,272
Vanderburgh,Center Precinct 06,Governor,,1,,Write-In,0
Vanderburgh,Center Precinct 06,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,11
Vanderburgh,Center Precinct 06,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,129
Vanderburgh,Center Precinct 06,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,256
Vanderburgh,Center Precinct 06,Attorney General,,1,DEM,Destiny WELLS,136
Vanderburgh,Center Precinct 06,Attorney General,,1,REP,Todd ROKITA,259
Vanderburgh,Center Precinct 06,State House,78,1,REP,Tim O'BRIEN,320
Vanderburgh,Center Precinct 06,County Commissioner,1,1,DEM,Mike GOEBEL,246
Vanderburgh,Center Precinct 06,County Commissioner,3,1,REP,Amy T. CANTERBURY,261
Vanderburgh,Center Precinct 06,County Commissioner,3,1,DEM,Hope FUSSNER,132
Vanderburgh,Center Precinct 06,County Coroner,,1,REP,Bryan UNDERWOOD,259
Vanderburgh,Center Precinct 06,County Coroner,,1,DEM,Keith MOSBY JR.,130
Vanderburgh,Center Precinct 06,County Recorder,,1,DEM,Gina ROBINSON UNGAR,116
Vanderburgh,Center Precinct 06,County Recorder,,1,REP,Russell G. LLOYD JR.,276
Vanderburgh,Center Precinct 06,County Surveyor,,1,REP,Linda FREEMAN,312
Vanderburgh,Center Precinct 06,County Treasurer,,1,REP,Brian A. GERTH,306
