county,precinct,office,district,seats,party,candidate,votes
Elkhart,Baugo 01,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,140
Elkhart,Baugo 01,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,219
Elkhart,Baugo 01,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,140
Elkhart,Baugo 01,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,219
Elkhart,Baugo 02,President,,1,,Write-In,0
Elkhart,Baugo 02,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Elkhart,Baugo 02,President,,1,REP,Donald J. TRUMP / JD Vance,338
Elkhart,Baugo 02,President,,1,DEM,Kamala D. HARRIS / Tim Walz,129
Elkhart,Baugo 02,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,4
Elkhart,Baugo 02,U.S. Senate,,1,LBT,Andrew HORNING,7
Elkhart,Baugo 02,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo 02,U.S. Senate,,1,REP,Jim BANKS,342
Elkhart,Baugo 02,U.S. Senate,,1,DEM,Valerie McCRAY,129
Elkhart,Baugo 02,U.S. House,2,1,DEM,Lori A CAMP,132
Elkhart,Baugo 02,U.S. House,2,1,,Write-In,0
Elkhart,Baugo 02,U.S. House,2,1,REP,Rudy YAKYM,334
Elkhart,Baugo 02,U.S. House,2,1,LBT,William E. HENRY,12
Elkhart,Baugo 02,Governor,,1,,Write-In,0
Elkhart,Baugo 02,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,21
Elkhart,Baugo 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,131
Elkhart,Baugo 02,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,327
Elkhart,Baugo 02,Attorney General,,1,DEM,Destiny WELLS,136
Elkhart,Baugo 02,Attorney General,,1,REP,Todd ROKITA,342
Elkhart,Baugo 02,State Senate,12,1,REP,Blake DORIOT,397
Elkhart,Baugo 02,State House,21,1,LBT,Melissa D KAUFFMAN,83
Elkhart,Baugo 02,State House,21,1,REP,Timothy WESCO,359
Elkhart,Baugo 02,County Commissioner,2,1,REP,Bradley D ROGERS,395
Elkhart,Baugo 02,County Commissioner,3,1,REP,Suzie WEIRICK,396
Elkhart,Baugo 02,County Coroner,,1,REP,Mervin D MILLER,402
Elkhart,Baugo 02,County Surveyor,,1,REP,Philip C BARKER,400
Elkhart,Baugo 02,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,401
Elkhart,Baugo 02,County Council,At Large,3,REP,Adam M BUJALSKI,309
Elkhart,Baugo 02,County Council,At Large,3,DEM,Kevin PETERS,115
Elkhart,Baugo 02,County Council,At Large,3,DEM,Ralph SPELBRING,102
Elkhart,Baugo 02,County Council,At Large,3,REP,Steven E CLARK,298
Elkhart,Baugo 02,County Council,At Large,3,REP,Thomas W STUMP,284
Elkhart,Baugo 02,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,401
Elkhart,Baugo 02,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,394
Elkhart,Baugo 02,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,257
Elkhart,Baugo 02,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,155
Elkhart,Baugo 02,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,260
Elkhart,Baugo 02,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,155
Elkhart,Baugo 02,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,260
Elkhart,Baugo 03,President,,1,,Write-In,0
Elkhart,Baugo 03,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Elkhart,Baugo 03,President,,1,REP,Donald J. TRUMP / JD Vance,441
Elkhart,Baugo 03,President,,1,DEM,Kamala D. HARRIS / Tim Walz,201
Elkhart,Baugo 03,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,6
Elkhart,Baugo 03,U.S. Senate,,1,LBT,Andrew HORNING,16
Elkhart,Baugo 03,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo 03,U.S. Senate,,1,REP,Jim BANKS,437
Elkhart,Baugo 03,U.S. Senate,,1,DEM,Valerie McCRAY,196
Elkhart,Baugo 03,U.S. House,2,1,DEM,Lori A CAMP,198
Elkhart,Baugo 03,U.S. House,2,1,,Write-In,0
Elkhart,Baugo 03,U.S. House,2,1,REP,Rudy YAKYM,435
Elkhart,Baugo 03,U.S. House,2,1,LBT,William E. HENRY,17
Elkhart,Baugo 03,Governor,,1,,Write-In,0
Elkhart,Baugo 03,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,38
Elkhart,Baugo 03,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,213
Elkhart,Baugo 03,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,400
Elkhart,Baugo 03,Attorney General,,1,DEM,Destiny WELLS,205
Elkhart,Baugo 03,Attorney General,,1,REP,Todd ROKITA,444
Elkhart,Baugo 03,State Senate,12,1,REP,Blake DORIOT,520
Elkhart,Baugo 03,State House,21,1,LBT,Melissa D KAUFFMAN,127
Elkhart,Baugo 03,State House,21,1,REP,Timothy WESCO,449
Elkhart,Baugo 03,County Commissioner,2,1,REP,Bradley D ROGERS,522
Elkhart,Baugo 03,County Commissioner,3,1,REP,Suzie WEIRICK,522
Elkhart,Baugo 03,County Coroner,,1,REP,Mervin D MILLER,530
Elkhart,Baugo 03,County Surveyor,,1,REP,Philip C BARKER,528
Elkhart,Baugo 03,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,522
Elkhart,Baugo 03,County Council,At Large,3,REP,Adam M BUJALSKI,371
Elkhart,Baugo 03,County Council,At Large,3,DEM,Kevin PETERS,191
Elkhart,Baugo 03,County Council,At Large,3,DEM,Ralph SPELBRING,157
Elkhart,Baugo 03,County Council,At Large,3,REP,Steven E CLARK,357
Elkhart,Baugo 03,County Council,At Large,3,REP,Thomas W STUMP,365
Elkhart,Baugo 03,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,523
Elkhart,Baugo 03,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,524
Elkhart,Baugo 03,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,342
Elkhart,Baugo 03,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,194
Elkhart,Baugo 03,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,365
Elkhart,Baugo 03,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,194
Elkhart,Baugo 03,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,365
Elkhart,Baugo 04,President,,1,,Write-In,1
Elkhart,Baugo 04,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,4
Elkhart,Baugo 04,President,,1,REP,Donald J. TRUMP / JD Vance,530
Elkhart,Baugo 04,President,,1,DEM,Kamala D. HARRIS / Tim Walz,132
Elkhart,Baugo 04,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,3
Elkhart,Baugo 04,U.S. Senate,,1,LBT,Andrew HORNING,13
Elkhart,Baugo 04,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo 04,U.S. Senate,,1,REP,Jim BANKS,524
Elkhart,Baugo 04,U.S. Senate,,1,DEM,Valerie McCRAY,128
Elkhart,Baugo 04,U.S. House,2,1,DEM,Lori A CAMP,124
Elkhart,Baugo 04,U.S. House,2,1,,Write-In,0
Elkhart,Baugo 04,U.S. House,2,1,REP,Rudy YAKYM,527
Elkhart,Baugo 04,U.S. House,2,1,LBT,William E. HENRY,14
Elkhart,Baugo 04,Governor,,1,,Write-In,0
Elkhart,Baugo 04,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,30
Elkhart,Baugo 04,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,145
Elkhart,Baugo 04,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,492
Elkhart,Baugo 04,Attorney General,,1,DEM,Destiny WELLS,140
Elkhart,Baugo 04,Attorney General,,1,REP,Todd ROKITA,522
Elkhart,Baugo 04,State Senate,12,1,REP,Blake DORIOT,583
Elkhart,Baugo 04,State House,21,1,LBT,Melissa D KAUFFMAN,92
Elkhart,Baugo 04,State House,21,1,REP,Timothy WESCO,532
Elkhart,Baugo 04,County Commissioner,2,1,REP,Bradley D ROGERS,580
Elkhart,Baugo 04,County Commissioner,3,1,REP,Suzie WEIRICK,585
Elkhart,Baugo 04,County Coroner,,1,REP,Mervin D MILLER,587
Elkhart,Baugo 04,County Surveyor,,1,REP,Philip C BARKER,581
Elkhart,Baugo 04,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,586
Elkhart,Baugo 04,County Council,At Large,3,REP,Adam M BUJALSKI,455
Elkhart,Baugo 04,County Council,At Large,3,DEM,Kevin PETERS,133
Elkhart,Baugo 04,County Council,At Large,3,DEM,Ralph SPELBRING,111
Elkhart,Baugo 04,County Council,At Large,3,REP,Steven E CLARK,464
Elkhart,Baugo 04,County Council,At Large,3,REP,Thomas W STUMP,451
Elkhart,Baugo 04,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,585
Elkhart,Baugo 04,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,582
Elkhart,Baugo 04,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,382
Elkhart,Baugo 04,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,250
Elkhart,Baugo 04,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,351
Elkhart,Baugo 04,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,250
Elkhart,Baugo 04,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,351
Elkhart,Baugo 05,President,,1,,Write-In,0
Elkhart,Baugo 05,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Elkhart,Baugo 05,President,,1,REP,Donald J. TRUMP / JD Vance,431
Elkhart,Baugo 05,President,,1,DEM,Kamala D. HARRIS / Tim Walz,117
Elkhart,Baugo 05,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,3
Elkhart,Baugo 05,U.S. Senate,,1,LBT,Andrew HORNING,11
Elkhart,Baugo 05,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo 05,U.S. Senate,,1,REP,Jim BANKS,434
Elkhart,Baugo 05,U.S. Senate,,1,DEM,Valerie McCRAY,104
Elkhart,Baugo 05,U.S. House,2,1,DEM,Lori A CAMP,110
Elkhart,Baugo 05,U.S. House,2,1,,Write-In,0
Elkhart,Baugo 05,U.S. House,2,1,REP,Rudy YAKYM,423
Elkhart,Baugo 05,U.S. House,2,1,LBT,William E. HENRY,18
Elkhart,Baugo 05,Governor,,1,,Write-In,0
Elkhart,Baugo 05,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,27
Elkhart,Baugo 05,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,127
Elkhart,Baugo 05,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,400
Elkhart,Baugo 05,Attorney General,,1,DEM,Destiny WELLS,131
Elkhart,Baugo 05,Attorney General,,1,REP,Todd ROKITA,421
Elkhart,Baugo 05,State Senate,12,1,REP,Blake DORIOT,477
Elkhart,Baugo 05,State House,21,1,LBT,Melissa D KAUFFMAN,88
Elkhart,Baugo 05,State House,21,1,REP,Timothy WESCO,436
Elkhart,Baugo 05,County Commissioner,2,1,REP,Bradley D ROGERS,479
Elkhart,Baugo 05,County Commissioner,3,1,REP,Suzie WEIRICK,475
Elkhart,Baugo 05,County Coroner,,1,REP,Mervin D MILLER,482
Elkhart,Baugo 05,County Surveyor,,1,REP,Philip C BARKER,478
Elkhart,Baugo 05,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,483
Elkhart,Baugo 05,County Council,At Large,3,REP,Adam M BUJALSKI,364
Elkhart,Baugo 05,County Council,At Large,3,DEM,Kevin PETERS,115
Elkhart,Baugo 05,County Council,At Large,3,DEM,Ralph SPELBRING,92
Elkhart,Baugo 05,County Council,At Large,3,REP,Steven E CLARK,356
Elkhart,Baugo 05,County Council,At Large,3,REP,Thomas W STUMP,349
Elkhart,Baugo 05,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,479
Elkhart,Baugo 05,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,479
Elkhart,Baugo 05,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,271
Elkhart,Baugo 05,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,214
Elkhart,Baugo 05,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,289
Elkhart,Baugo 05,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,214
Elkhart,Baugo 05,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,289
Elkhart,Baugo 06,President,,1,,Write-In,0
Elkhart,Baugo 06,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,0
Elkhart,Baugo 06,President,,1,REP,Donald J. TRUMP / JD Vance,357
Elkhart,Baugo 06,President,,1,DEM,Kamala D. HARRIS / Tim Walz,95
Elkhart,Baugo 06,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,6
Elkhart,Baugo 06,U.S. Senate,,1,LBT,Andrew HORNING,9
Elkhart,Baugo 06,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo 06,U.S. Senate,,1,REP,Jim BANKS,366
Elkhart,Baugo 06,U.S. Senate,,1,DEM,Valerie McCRAY,88
Elkhart,Baugo 06,U.S. House,2,1,DEM,Lori A CAMP,81
Elkhart,Baugo 06,U.S. House,2,1,,Write-In,0
Elkhart,Baugo 06,U.S. House,2,1,REP,Rudy YAKYM,380
Elkhart,Baugo 06,U.S. House,2,1,LBT,William E. HENRY,5
Elkhart,Baugo 06,Governor,,1,,Write-In,0
Elkhart,Baugo 06,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,15
Elkhart,Baugo 06,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,99
Elkhart,Baugo 06,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,348
Elkhart,Baugo 06,Attorney General,,1,DEM,Destiny WELLS,94
Elkhart,Baugo 06,Attorney General,,1,REP,Todd ROKITA,364
Elkhart,Baugo 06,State Senate,12,1,REP,Blake DORIOT,402
Elkhart,Baugo 06,State House,21,1,LBT,Melissa D KAUFFMAN,53
Elkhart,Baugo 06,State House,21,1,REP,Timothy WESCO,384
Elkhart,Baugo 06,County Commissioner,2,1,REP,Bradley D ROGERS,405
Elkhart,Baugo 06,County Commissioner,3,1,REP,Suzie WEIRICK,404
Elkhart,Baugo 06,County Coroner,,1,REP,Mervin D MILLER,406
Elkhart,Baugo 06,County Surveyor,,1,REP,Philip C BARKER,408
Elkhart,Baugo 06,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,409
Elkhart,Baugo 06,County Council,At Large,3,REP,Adam M BUJALSKI,293
Elkhart,Baugo 06,County Council,At Large,3,DEM,Kevin PETERS,93
Elkhart,Baugo 06,County Council,At Large,3,DEM,Ralph SPELBRING,79
Elkhart,Baugo 06,County Council,At Large,3,REP,Steven E CLARK,297
Elkhart,Baugo 06,County Council,At Large,3,REP,Thomas W STUMP,293
Elkhart,Baugo 06,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,407
Elkhart,Baugo 06,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,408
Elkhart,Baugo 06,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,220
Elkhart,Baugo 06,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,134
Elkhart,Baugo 06,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,238
Elkhart,Baugo 06,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,134
Elkhart,Baugo 06,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,238
Elkhart,Baugo 07,President,,1,,Write-In,0
Elkhart,Baugo 07,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Elkhart,Baugo 07,President,,1,REP,Donald J. TRUMP / JD Vance,581
Elkhart,Baugo 07,President,,1,DEM,Kamala D. HARRIS / Tim Walz,158
Elkhart,Baugo 07,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,7
Elkhart,Baugo 07,U.S. Senate,,1,LBT,Andrew HORNING,4
Elkhart,Baugo 07,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo 07,U.S. Senate,,1,REP,Jim BANKS,600
Elkhart,Baugo 07,U.S. Senate,,1,DEM,Valerie McCRAY,144
Elkhart,Baugo 07,U.S. House,2,1,DEM,Lori A CAMP,138
Elkhart,Baugo 07,U.S. House,2,1,,Write-In,0
Elkhart,Baugo 07,U.S. House,2,1,REP,Rudy YAKYM,606
Elkhart,Baugo 07,U.S. House,2,1,LBT,William E. HENRY,5
Elkhart,Baugo 07,Governor,,1,,Write-In,0
Elkhart,Baugo 07,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,22
Elkhart,Baugo 07,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,156
Elkhart,Baugo 07,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,569
Elkhart,Baugo 07,Attorney General,,1,DEM,Destiny WELLS,153
Elkhart,Baugo 07,Attorney General,,1,REP,Todd ROKITA,593
Elkhart,Baugo 07,State Senate,12,1,REP,Blake DORIOT,653
Elkhart,Baugo 07,State House,21,1,LBT,Melissa D KAUFFMAN,86
Elkhart,Baugo 07,State House,21,1,REP,Timothy WESCO,614
Elkhart,Baugo 07,County Commissioner,2,1,REP,Bradley D ROGERS,648
Elkhart,Baugo 07,County Commissioner,3,1,REP,Suzie WEIRICK,640
Elkhart,Baugo 07,County Coroner,,1,REP,Mervin D MILLER,660
Elkhart,Baugo 07,County Surveyor,,1,REP,Philip C BARKER,659
Elkhart,Baugo 07,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,655
Elkhart,Baugo 07,County Council,At Large,3,REP,Adam M BUJALSKI,493
Elkhart,Baugo 07,County Council,At Large,3,DEM,Kevin PETERS,144
Elkhart,Baugo 07,County Council,At Large,3,DEM,Ralph SPELBRING,120
Elkhart,Baugo 07,County Council,At Large,3,REP,Steven E CLARK,502
Elkhart,Baugo 07,County Council,At Large,3,REP,Thomas W STUMP,487
Elkhart,Baugo 07,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,661
Elkhart,Baugo 07,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,661
Elkhart,Baugo 07,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,395
Elkhart,Baugo 07,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,285
Elkhart,Baugo 07,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,383
Elkhart,Baugo 07,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,285
Elkhart,Baugo 07,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,383
Elkhart,Baugo A Nv,President,,1,,Write-In,0
Elkhart,Baugo A Nv,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,0
Elkhart,Baugo A Nv,President,,1,REP,Donald J. TRUMP / JD Vance,0
Elkhart,Baugo A Nv,President,,1,DEM,Kamala D. HARRIS / Tim Walz,0
Elkhart,Baugo A Nv,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,0
Elkhart,Baugo A Nv,U.S. Senate,,1,LBT,Andrew HORNING,0
Elkhart,Baugo A Nv,U.S. Senate,,1,,Write-In,0
Elkhart,Baugo A Nv,U.S. Senate,,1,REP,Jim BANKS,0
Elkhart,Baugo A Nv,U.S. Senate,,1,DEM,Valerie McCRAY,0
Elkhart,Baugo A Nv,U.S. House,2,1,DEM,Lori A CAMP,0
Elkhart,Baugo A Nv,U.S. House,2,1,,Write-In,0
Elkhart,Baugo A Nv,U.S. House,2,1,REP,Rudy YAKYM,0
Elkhart,Baugo A Nv,U.S. House,2,1,LBT,William E. HENRY,0
Elkhart,Baugo A Nv,Governor,,1,,Write-In,0
Elkhart,Baugo A Nv,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,0
Elkhart,Baugo A Nv,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,0
Elkhart,Baugo A Nv,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,0
Elkhart,Baugo A Nv,Attorney General,,1,DEM,Destiny WELLS,0
Elkhart,Baugo A Nv,Attorney General,,1,REP,Todd ROKITA,0
Elkhart,Baugo A Nv,State Senate,9,1,REP,Ryan MISHLER,0
Elkhart,Baugo A Nv,State House,21,1,LBT,Melissa D KAUFFMAN,0
Elkhart,Baugo A Nv,State House,21,1,REP,Timothy WESCO,0
Elkhart,Baugo A Nv,County Commissioner,2,1,REP,Bradley D ROGERS,0
Elkhart,Baugo A Nv,County Commissioner,3,1,REP,Suzie WEIRICK,0
Elkhart,Baugo A Nv,County Coroner,,1,REP,Mervin D MILLER,0
Elkhart,Baugo A Nv,County Surveyor,,1,REP,Philip C BARKER,0
Elkhart,Baugo A Nv,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,0
Elkhart,Baugo A Nv,County Council,At Large,3,REP,Adam M BUJALSKI,0
Elkhart,Baugo A Nv,County Council,At Large,3,DEM,Kevin PETERS,0
Elkhart,Baugo A Nv,County Council,At Large,3,DEM,Ralph SPELBRING,0
Elkhart,Baugo A Nv,County Council,At Large,3,REP,Steven E CLARK,0
Elkhart,Baugo A Nv,County Council,At Large,3,REP,Thomas W STUMP,0
Elkhart,Baugo A Nv,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,0
Elkhart,Baugo A Nv,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,0
Elkhart,Baugo A Nv,Elkhart Baugo School Board,I,1,NP,Chris CARITHERS,0
Elkhart,Baugo A Nv,Elkhart Baugo School Board,I,1,NP,Rich McPHEE,0
Elkhart,Baugo A Nv,Elkhart Baugo School Board,I,1,NP,Todd J HOCHSTETLER,0
Elkhart,Baugo A Nv,Elkhart Baugo School Board,II,1,NP,Rich McPHEE,0
Elkhart,Baugo A Nv,Elkhart Baugo School Board,II,1,NP,Todd J HOCHSTETLER,0
Elkhart,Benton 01,President,,1,,Write-In,1
Elkhart,Benton 01,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,8
Elkhart,Benton 01,President,,1,REP,Donald J. TRUMP / JD Vance,597
Elkhart,Benton 01,President,,1,DEM,Kamala D. HARRIS / Tim Walz,116
Elkhart,Benton 01,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,7
Elkhart,Benton 01,U.S. Senate,,1,LBT,Andrew HORNING,17
Elkhart,Benton 01,U.S. Senate,,1,,Write-In,0
Elkhart,Benton 01,U.S. Senate,,1,REP,Jim BANKS,608
Elkhart,Benton 01,U.S. Senate,,1,DEM,Valerie McCRAY,107
Elkhart,Benton 01,U.S. House,2,1,DEM,Lori A CAMP,108
Elkhart,Benton 01,U.S. House,2,1,,Write-In,0
Elkhart,Benton 01,U.S. House,2,1,REP,Rudy YAKYM,606
Elkhart,Benton 01,U.S. House,2,1,LBT,William E. HENRY,17
Elkhart,Benton 01,Governor,,1,,Write-In,0
Elkhart,Benton 01,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,41
Elkhart,Benton 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,136
Elkhart,Benton 01,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,554
Elkhart,Benton 01,Attorney General,,1,DEM,Destiny WELLS,125
Elkhart,Benton 01,Attorney General,,1,REP,Todd ROKITA,605
Elkhart,Benton 01,State Senate,9,1,REP,Ryan MISHLER,666
Elkhart,Benton 01,State House,18,1,REP,David H. ABBOTT,660
Elkhart,Benton 01,County Commissioner,2,1,REP,Bradley D ROGERS,668
Elkhart,Benton 01,County Commissioner,3,1,REP,Suzie WEIRICK,661
Elkhart,Benton 01,County Coroner,,1,REP,Mervin D MILLER,669
Elkhart,Benton 01,County Surveyor,,1,REP,Philip C BARKER,661
Elkhart,Benton 01,County Treasurer,,1,REP,Cynthia (Cindy) CHADWELL,665
Elkhart,Benton 01,County Council,At Large,3,REP,Adam M BUJALSKI,515
Elkhart,Benton 01,County Council,At Large,3,DEM,Kevin PETERS,138
Elkhart,Benton 01,County Council,At Large,3,DEM,Ralph SPELBRING,102
Elkhart,Benton 01,County Council,At Large,3,REP,Steven E CLARK,536
Elkhart,Benton 01,County Council,At Large,3,REP,Thomas W STUMP,553
Elkhart,Benton 01,Elkhart Superior Court Judge,2,1,REP,Andrew M. HICKS,662
Elkhart,Benton 01,Elkhart Superior Court Judge,6,1,REP,David C. BONFIGLIO,663
Elkhart,Benton 01,Elkhart Fairfield School Board,District I Benton,1,NP,Brian (Michael) WOGOMAN,642
Elkhart,Benton 01,Elkhart Fairfield School Board,III,1,NP,Tyler RENSBERGER,614
