county,precinct,office,district,seats,party,candidate,votes
Lagrange,Bloomfield 1,President,,1,,Write-In,0
Lagrange,Bloomfield 1,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Lagrange,Bloomfield 1,President,,1,REP,Donald J. TRUMP / JD Vance,414
Lagrange,Bloomfield 1,President,,1,DEM,Kamala D. HARRIS / Tim Walz,149
Lagrange,Bloomfield 1,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,8
Lagrange,Bloomfield 1,U.S. Senate,,1,LBT,Andrew HORNING,17
Lagrange,Bloomfield 1,U.S. Senate,,1,,Write-In,0
Lagrange,Bloomfield 1,U.S. Senate,,1,REP,Jim BANKS,387
Lagrange,Bloomfield 1,U.S. Senate,,1,DEM,Valerie McCRAY,128
Lagrange,Bloomfield 1,U.S. House,3,1,LBT,Jarrad LANCASTER,29
Lagrange,Bloomfield 1,U.S. House,3,1,DEM,Kiley M. ADOLPH,125
Lagrange,Bloomfield 1,U.S. House,3,1,REP,Marlin A. STUTZMAN,383
Lagrange,Bloomfield 1,Governor,,1,,Write-In,0
Lagrange,Bloomfield 1,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,38
Lagrange,Bloomfield 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,144
Lagrange,Bloomfield 1,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,352
Lagrange,Bloomfield 1,Attorney General,,1,DEM,Destiny WELLS,140
Lagrange,Bloomfield 1,Attorney General,,1,REP,Todd ROKITA,390
Lagrange,Bloomfield 1,State Senate,13,1,REP,C. Susan GLICK,448
Lagrange,Bloomfield 1,State House,51,1,DEM,Judy ROWE,139
Lagrange,Bloomfield 1,State House,51,1,REP,Tony ISA,396
Lagrange,Bloomfield 1,County Commissioner,2,1,REP,Kevin R MYERS,436
Lagrange,Bloomfield 1,County Commissioner,3,1,REP,Peter A COOK,429
Lagrange,Bloomfield 1,County Coroner,,1,REP,Jeremy R HOOVER,445
Lagrange,Bloomfield 1,County Recorder,,1,REP,Sheila J GETZ,430
Lagrange,Bloomfield 1,County Treasurer,,1,REP,Connie BROWER,444
Lagrange,Bloomfield 1,Circuit Court Clerk,,1,REP,Kimberley (Kim) JOHNSON,436
Lagrange,Bloomfield 1,County Council,At Large,3,REP,Jeffrey L BRILL,294
Lagrange,Bloomfield 1,County Council,At Large,3,REP,Karen S EAGLESON,331
Lagrange,Bloomfield 1,County Council,At Large,3,REP,Michael G STRAWSER,262
Lagrange,Bloomfield 1,Lagrange Circuit Court Judge,35th Judicial Circuit,1,REP,William R. (Bill) WALZ IV,438
Lagrange,Bloomfield 1,Lakeland School Board,District 3 (Lagrange & Noble),1,NP,Derrick M SHERCK,350
Lagrange,Bloomfield 1,Lakeland School Board,District 4 (Lagrange & Noble),1,NP,Sue A KEENAN,356
Lagrange,Bloomfield 1,Lakeland School Board,District 5 (Lagrange & Noble),1,NP,Shelley L GOULD,327
Lagrange,Bloomfield 2,President,,1,,Write-In,0
Lagrange,Bloomfield 2,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Lagrange,Bloomfield 2,President,,1,REP,Donald J. TRUMP / JD Vance,282
Lagrange,Bloomfield 2,President,,1,DEM,Kamala D. HARRIS / Tim Walz,134
Lagrange,Bloomfield 2,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,4
Lagrange,Bloomfield 2,U.S. Senate,,1,LBT,Andrew HORNING,13
Lagrange,Bloomfield 2,U.S. Senate,,1,,Write-In,0
Lagrange,Bloomfield 2,U.S. Senate,,1,REP,Jim BANKS,268
Lagrange,Bloomfield 2,U.S. Senate,,1,DEM,Valerie McCRAY,118
Lagrange,Bloomfield 2,U.S. House,3,1,LBT,Jarrad LANCASTER,19
Lagrange,Bloomfield 2,U.S. House,3,1,DEM,Kiley M. ADOLPH,129
Lagrange,Bloomfield 2,U.S. House,3,1,REP,Marlin A. STUTZMAN,258
Lagrange,Bloomfield 2,Governor,,1,,Write-In,0
Lagrange,Bloomfield 2,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,21
Lagrange,Bloomfield 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,127
Lagrange,Bloomfield 2,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,234
Lagrange,Bloomfield 2,Attorney General,,1,DEM,Destiny WELLS,134
Lagrange,Bloomfield 2,Attorney General,,1,REP,Todd ROKITA,260
Lagrange,Bloomfield 2,State Senate,13,1,REP,C. Susan GLICK,319
Lagrange,Bloomfield 2,State House,51,1,DEM,Judy ROWE,140
Lagrange,Bloomfield 2,State House,51,1,REP,Tony ISA,252
Lagrange,Bloomfield 2,County Commissioner,2,1,REP,Kevin R MYERS,308
Lagrange,Bloomfield 2,County Commissioner,3,1,REP,Peter A COOK,309
Lagrange,Bloomfield 2,County Coroner,,1,REP,Jeremy R HOOVER,316
Lagrange,Bloomfield 2,County Recorder,,1,REP,Sheila J GETZ,313
Lagrange,Bloomfield 2,County Treasurer,,1,REP,Connie BROWER,313
Lagrange,Bloomfield 2,Circuit Court Clerk,,1,REP,Kimberley (Kim) JOHNSON,311
Lagrange,Bloomfield 2,County Council,At Large,3,REP,Jeffrey L BRILL,189
Lagrange,Bloomfield 2,County Council,At Large,3,REP,Karen S EAGLESON,210
Lagrange,Bloomfield 2,County Council,At Large,3,REP,Michael G STRAWSER,180
Lagrange,Bloomfield 2,Lagrange Circuit Court Judge,35th Judicial Circuit,1,REP,William R. (Bill) WALZ IV,311
Lagrange,Bloomfield 2,Lakeland School Board,District 3 (Lagrange & Noble),1,NP,Derrick M SHERCK,261
Lagrange,Bloomfield 2,Lakeland School Board,District 4 (Lagrange & Noble),1,NP,Sue A KEENAN,293
Lagrange,Bloomfield 2,Lakeland School Board,District 5 (Lagrange & Noble),1,NP,Shelley L GOULD,246
Lagrange,Bloomfield 3,President,,1,,Write-In,0
Lagrange,Bloomfield 3,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,3
Lagrange,Bloomfield 3,President,,1,REP,Donald J. TRUMP / JD Vance,289
Lagrange,Bloomfield 3,President,,1,DEM,Kamala D. HARRIS / Tim Walz,118
Lagrange,Bloomfield 3,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,6
Lagrange,Bloomfield 3,U.S. Senate,,1,LBT,Andrew HORNING,8
Lagrange,Bloomfield 3,U.S. Senate,,1,,Write-In,0
Lagrange,Bloomfield 3,U.S. Senate,,1,REP,Jim BANKS,281
Lagrange,Bloomfield 3,U.S. Senate,,1,DEM,Valerie McCRAY,105
Lagrange,Bloomfield 3,U.S. House,3,1,LBT,Jarrad LANCASTER,26
Lagrange,Bloomfield 3,U.S. House,3,1,DEM,Kiley M. ADOLPH,101
