county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Marshall,01 BOURBON 1,Registered Voters,,,,,964,,,
Marshall,01 BOURBON 1,Ballots Cast,,,,,682,,,
Marshall,01 BOURBON 1,Public Question-Const Amendment,,1,,Yes,346,102,223,21
Marshall,01 BOURBON 1,Public Question-Const Amendment,,1,,No,260,86,164,10
Marshall,01 BOURBON 1,President,,1,REP,Donald J. TRUMP / JD VANCE,539,159,354,26
Marshall,01 BOURBON 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,119,41,66,12
Marshall,01 BOURBON 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,6,1,5,0
Marshall,01 BOURBON 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,10,5,4,1
Marshall,01 BOURBON 1,President,,1,,Write-In,2,0,2,0
Marshall,01 BOURBON 1,U.S. Senate,,1,REP,Jim BANKS,544,163,353,28
Marshall,01 BOURBON 1,U.S. Senate,,1,DEM,Valerie McCRAY,106,37,59,10
Marshall,01 BOURBON 1,U.S. Senate,,1,LBT,Andrew HORNING,11,1,9,1
Marshall,01 BOURBON 1,U.S. Senate,,1,,Write-In,0,0,0,0
Marshall,01 BOURBON 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,483,146,312,25
Marshall,01 BOURBON 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,137,42,82,13
Marshall,01 BOURBON 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,44,14,30,0
Marshall,01 BOURBON 1,Governor,,1,,Write-In,0,0,0,0
Marshall,01 BOURBON 1,Attorney General,,1,REP,Todd ROKITA,536,160,349,27
Marshall,01 BOURBON 1,Attorney General,,1,DEM,Destiny WELLS,127,38,77,12
Marshall,01 BOURBON 1,U.S. House,2,1,REP,Rudy YAKYM,535,158,351,26
Marshall,01 BOURBON 1,U.S. House,2,1,DEM,Lori A. CAMP,114,39,64,11
Marshall,01 BOURBON 1,U.S. House,2,1,LBT,William E. HENRY,16,4,11,1
Marshall,01 BOURBON 1,U.S. House,2,1,,Write-In,0,0,0,0
