county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Clay,Brazil 1,Ballots Cast,,,,338,18,244,600
Clay,Brazil 1,Registered Voters,,,,,,,1227
Clay,Brazil 1,Public Question-Const Amendment,,,Yes,174,4,113,291
Clay,Brazil 1,Public Question-Const Amendment,,,No,129,5,104,238
Clay,Brazil 1,President,,REP,Trump \ Vance,257,6,166,429
Clay,Brazil 1,President,,DEM,Harris \ Walz,70,12,74,156
Clay,Brazil 1,President,,LIB,Oliver \ Ter Maat,0,0,0,0
Clay,Brazil 1,President,,WTP,Kennedy Jr. \ Shanahan,8,0,2,10
Clay,Brazil 1,President,,,Write-ins,0,0,0,0
Clay,Brazil 1,U.S. Senate,,REP,Jim Banks,231,10,158,399
Clay,Brazil 1,U.S. Senate,,DEM,Valerie McCray,70,8,76,154
Clay,Brazil 1,U.S. Senate,,LIB,Andrew Horning,12,0,3,15
Clay,Brazil 1,U.S. Senate,,,Write-ins,0,0,0,0
Clay,Brazil 1,Governor,,REP,Braun \ Beckwith,226,8,145,379
Clay,Brazil 1,Governor,,DEM,Mccormick \ Goodin,68,9,81,158
Clay,Brazil 1,Governor,,LIB,Rainwater \ Hudson,24,1,12,37
Clay,Brazil 1,Governor,,,Write-ins,0,0,0,0
Clay,Brazil 1,Attorney General,,REP,Todd Rokita,239,8,157,404
Clay,Brazil 1,Attorney General,,DEM,Destiny Wells,82,10,81,173
Clay,Brazil 1,U.S. House,8,REP,Mark Messmer,247,10,155,412
Clay,Brazil 1,U.S. House,8,DEM,Erik Hurt,68,8,75,151
Clay,Brazil 1,U.S. House,8,LIB,K. Richard Fitzlaff,7,0,4,11
Clay,Brazil 1,U.S. House,8,,Write-ins,0,0,0,0
Clay,Brazil 1,State House,42,REP,Alan Morrison,270,13,181,464
Clay,Brazil 1,Judge of the Circuit Court 13th Circuit,,REP,David Thomas,273,13,185,471
Clay,Brazil 1,Judge of the Superior Court,,REP,Robert Alex Pell,254,12,173,439
Clay,Brazil 1,Circuit Court Clerk,,REP,Nichole Keller,257,12,178,447
Clay,Brazil 1,County Recorder,,REP,Susan Maesch,262,13,169,444
Clay,Brazil 1,County Coroner,,REP,Lexi Gass,277,12,183,472
Clay,Brazil 1,County Surveyor,,REP,Vernon W. Maesch,275,12,183,470
Clay,Brazil 1,County Commissioner District 1,,REP,Bryan Allender,277,13,185,475
Clay,Brazil 1,County Commissioner District 2,,REP,Marty A. Heffner,277,13,184,474
Clay,Brazil 1,County Council Member At Large,,REP,Jeff Fritz,183,7,131,321
Clay,Brazil 1,County Council Member At Large,,REP,Michael Heaton,177,7,123,307
Clay,Brazil 1,County Council Member At Large,,REP,Rick J. James,147,7,119,273
Clay,Brazil 1,Clay Community School Board District 2,,,(NP) Andrea Baysinger,170,6,110,286
Clay,Brazil 1,Clay Community School Board District 2,,,(NP) Elizabeth Dickison,95,2,71,168
Clay,Brazil 1,IN Supreme Court-Rush,,,Yes,187,7,123,317
Clay,Brazil 1,IN Supreme Court-Rush,,,No,80,0,65,145
