county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Starke,01-California 01,County Council Member,At Large,3,DEM,Kasey Bula CLARK,86,50,29,7
Starke,01-California 01,County Council Member,At Large,3,DEM,Ronald PARKER,83,47,30,6
Starke,01-California 01,County Council Member,At Large,3,DEM,Robert M. SNOWDON,76,44,26,6
Starke,01-California 01,Knox Comm SB,California-Washington Twp,1,,Thomas M. BROWNE,290,147,129,14
Starke,01-California 01,Knox Comm SB,California-Washington Twp,1,,Micheal L. LORD,102,51,46,5
Starke,01-California 01,Knox Comm SB,Center Twp,3,,Kirk BENNETT,217,104,105,8
Starke,01-California 01,Knox Comm SB,Center Twp,3,,Autumn FERCH,214,109,88,17
Starke,01-California 01,Knox Comm SB,Center Twp,3,,Wendy McIINTIRE,180,94,71,15
Starke,01-California 01,Knox Comm SB,Center Twp,3,,James (Jim) MITCHELL,178,91,76,11
Starke,01-California 01,Knox Comm SB,Center Twp,3,,Keith SCHWANDT,140,66,67,7
Starke,01-California 01,IN Supreme Court-Rush,,1,,Yes,273,141,118,14
Starke,01-California 01,IN Supreme Court-Rush,,1,,No,91,46,39,6
Starke,01-California 01,IN Supreme Court-Massa,,1,,Yes,268,139,118,11
Starke,01-California 01,IN Supreme Court-Massa,,1,,No,90,45,37,8
Starke,01-California 01,IN Supreme Court-Molter,,1,,Yes,258,135,112,11
Starke,01-California 01,IN Supreme Court-Molter,,1,,No,101,52,41,8
Starke,01-California 01,Court of Appeals Dist 4-Pyle III,,1,,Yes,268,143,114,11
Starke,01-California 01,Court of Appeals Dist 4-Pyle III,,1,,No,95,46,41,8
Starke,01-California 01,Straight Party,,,DEM,,130,,,
Starke,01-California 01,Straight Party,,,REP,,1145,,,
Starke,02-California 02,Registered Voters,,,,,949,,,
Starke,02-California 02,Ballots Cast,,,,,587,,,
Starke,02-California 02,Public Question-Const Amendment,,1,,Yes,231,115,112,4
Starke,02-California 02,Public Question-Const Amendment,,1,,No,218,86,117,15
Starke,02-California 02,President,,1,REP,Donald J. TRUMP / JD VANCE,455,228,215,12
Starke,02-California 02,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,120,56,49,15
Starke,02-California 02,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,0,3,0
Starke,02-California 02,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,1,3,0
Starke,02-California 02,President,,1,,Write-In,1,1,0,0
Starke,02-California 02,U.S. Senate,,1,REP,Jim BANKS,400,195,193,12
Starke,02-California 02,U.S. Senate,,1,DEM,Valerie McCRAY,116,55,45,16
Starke,02-California 02,U.S. Senate,,1,LBT,Andrew HORNING,19,8,11,0
Starke,02-California 02,U.S. Senate,,1,,Write-In,1,1,0,0
Starke,02-California 02,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,355,177,166,12
Starke,02-California 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,136,63,57,16
Starke,02-California 02,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,54,25,29,0
Starke,02-California 02,Governor,,1,,Write-In,1,1,0,0
Starke,02-California 02,Attorney General,,1,REP,Todd ROKITA,408,208,188,12
Starke,02-California 02,Attorney General,,1,DEM,Destiny WELLS,140,61,64,15
Starke,02-California 02,U.S. House,2,1,REP,Rudy YAKYM,405,208,185,12
Starke,02-California 02,U.S. House,2,1,DEM,Lori A. CAMP,125,55,55,15
Starke,02-California 02,U.S. House,2,1,LBT,William E. HENRY,24,9,15,0
Starke,02-California 02,U.S. House,2,1,,Write-In,2,1,1,0
Starke,02-California 02,State Senate,8,1,REP,Mike BOHACEK,426,212,202,12
Starke,02-California 02,State Senate,8,1,DEM,Leon P. SMITH,119,55,48,16
Starke,02-California 02,State House,16,1,REP,Kendell CULP,411,207,192,12
Starke,02-California 02,State House,16,1,DEM,Dennis COLLINS,128,54,58,16
Starke,02-California 02,County Treasurer,,1,REP,Kelly GRAHAM,447,224,208,15
Starke,02-California 02,County Surveyor,,1,REP,Gwen RENTZ,403,203,189,11
Starke,02-California 02,County Surveyor,,1,DEM,Thomas SCHOUTEN,132,57,58,17
Starke,02-California 02,County Commissioner,1,1,REP,Michael VANDEMARK,407,207,188,12
Starke,02-California 02,County Commissioner,1,1,DEM,Lonnie BOLEY,128,54,61,13
Starke,02-California 02,County Commissioner,3,1,REP,Charles R. CHESAK,458,229,213,16
Starke,02-California 02,County Council Member,At Large,3,REP,Bill R. CRASE JR.,322,162,147,13
Starke,02-California 02,County Council Member,At Large,3,REP,Kay GUDEMAN,263,135,120,8
Starke,02-California 02,County Council Member,At Large,3,REP,E. Todd LEINBACH,236,124,107,5
Starke,02-California 02,County Council Member,At Large,3,DEM,Kasey Bula CLARK,130,59,59,12
Starke,02-California 02,County Council Member,At Large,3,DEM,Ronald PARKER,91,41,40,10
Starke,02-California 02,County Council Member,At Large,3,DEM,Robert M. SNOWDON,102,48,43,11
Starke,02-California 02,Knox Comm SB,California-Washington Twp,1,,Thomas M. BROWNE,215,96,113,6
Starke,02-California 02,Knox Comm SB,California-Washington Twp,1,,Micheal L. LORD,90,40,46,4
Starke,02-California 02,Knox Comm SB,Center Twp,3,,Kirk BENNETT,191,84,99,8
Starke,02-California 02,Knox Comm SB,Center Twp,3,,Autumn FERCH,170,77,83,10
Starke,02-California 02,Knox Comm SB,Center Twp,3,,Wendy McIINTIRE,157,73,74,10
Starke,02-California 02,Knox Comm SB,Center Twp,3,,James (Jim) MITCHELL,132,65,63,4
Starke,02-California 02,Knox Comm SB,Center Twp,3,,Keith SCHWANDT,78,38,36,4
Starke,02-California 02,IN Supreme Court-Rush,,1,,Yes,294,136,144,14
Starke,02-California 02,IN Supreme Court-Rush,,1,,No,130,58,66,6
Starke,02-California 02,IN Supreme Court-Massa,,1,,Yes,285,138,135,12
Starke,02-California 02,IN Supreme Court-Massa,,1,,No,131,52,71,8
Starke,02-California 02,IN Supreme Court-Molter,,1,,Yes,285,132,140,13
Starke,02-California 02,IN Supreme Court-Molter,,1,,No,131,59,65,7
Starke,02-California 02,Court of Appeals Dist 4-Pyle III,,1,,Yes,281,139,131,11
Starke,02-California 02,Court of Appeals Dist 4-Pyle III,,1,,No,135,54,72,9
Starke,02-California 02,Straight Party,,,DEM,,26,,,
Starke,02-California 02,Straight Party,,,REP,,144,,,
Starke,03-Center 01,Registered Voters,,,,,954,,,
Starke,03-Center 01,Ballots Cast,,,,,482,,,
Starke,03-Center 01,Public Question-Const Amendment,,1,,Yes,182,80,93,9
Starke,03-Center 01,Public Question-Const Amendment,,1,,No,182,82,91,9
Starke,03-Center 01,President,,1,REP,Donald J. TRUMP / JD VANCE,348,169,169,10
Starke,03-Center 01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,118,60,47,11
Starke,03-Center 01,President,,1,LBT,Chase OLIVER / Mike terr MAAT,4,2,2,0
Starke,03-Center 01,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,2,2,1
Starke,03-Center 01,President,,1,,Write-In,1,0,1,0
Starke,03-Center 01,U.S. Senate,,1,REP,Jim BANKS,300,146,142,12
Starke,03-Center 01,U.S. Senate,,1,DEM,Valerie McCRAY,106,54,45,7
Starke,03-Center 01,U.S. Senate,,1,LBT,Andrew HORNING,13,3,8,2
Starke,03-Center 01,U.S. Senate,,1,,Write-In,0,0,0,0
Starke,03-Center 01,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,289,141,133,15
Starke,03-Center 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,112,56,49,7
Starke,03-Center 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,36,15,21,0
Starke,03-Center 01,Governor,,1,,Write-In,0,0,0,0
Starke,03-Center 01,Attorney General,,1,REP,Todd ROKITA,311,149,150,12
Starke,03-Center 01,Attorney General,,1,DEM,Destiny WELLS,123,58,55,10
Starke,03-Center 01,U.S. House,2,1,REP,Rudy YAKYM,299,149,139,11
Starke,03-Center 01,U.S. House,2,1,DEM,Lori A. CAMP,123,61,51,11
Starke,03-Center 01,U.S. House,2,1,LBT,William E. HENRY,19,4,15,0
Starke,03-Center 01,U.S. House,2,1,,Write-In,0,0,0,0
Starke,03-Center 01,State Senate,8,1,REP,Mike BOHACEK,320,150,156,14
Starke,03-Center 01,State Senate,8,1,DEM,Leon P. SMITH,111,55,48,8
Starke,03-Center 01,State House,16,1,REP,Kendell CULP,303,148,142,13
Starke,03-Center 01,State House,16,1,DEM,Dennis COLLINS,120,56,55,9
Starke,03-Center 01,County Treasurer,,1,REP,Kelly GRAHAM,351,163,172,16
Starke,03-Center 01,County Surveyor,,1,REP,Gwen RENTZ,295,139,142,14
Starke,03-Center 01,County Surveyor,,1,DEM,Thomas SCHOUTEN,133,67,58,8
Starke,03-Center 01,County Commissioner,1,1,REP,Michael VANDEMARK,306,140,150,16
Starke,03-Center 01,County Commissioner,1,1,DEM,Lonnie BOLEY,137,73,58,6
Starke,03-Center 01,County Commissioner,3,1,REP,Charles R. CHESAK,349,159,174,16
Starke,03-Center 01,County Council Member,At Large,3,REP,Bill R. CRASE JR.,196,88,98,10
Starke,03-Center 01,County Council Member,At Large,3,REP,Kay GUDEMAN,203,91,99,13
Starke,03-Center 01,County Council Member,At Large,3,REP,E. Todd LEINBACH,193,95,87,11
Starke,03-Center 01,County Council Member,At Large,3,DEM,Kasey Bula CLARK,110,56,46,8
Starke,03-Center 01,County Council Member,At Large,3,DEM,Ronald PARKER,113,54,53,6
Starke,03-Center 01,County Council Member,At Large,3,DEM,Robert M. SNOWDON,127,62,61,4
Starke,03-Center 01,Knox Comm SB,California-Washington Twp,1,,Thomas M. BROWNE,263,122,135,6
Starke,03-Center 01,Knox Comm SB,California-Washington Twp,1,,Micheal L. LORD,115,50,55,10
Starke,03-Center 01,Knox Comm SB,Center Twp,3,,Kirk BENNETT,227,106,112,9
Starke,03-Center 01,Knox Comm SB,Center Twp,3,,Autumn FERCH,204,97,94,13
Starke,03-Center 01,Knox Comm SB,Center Twp,3,,Wendy McIINTIRE,194,87,99,8
Starke,03-Center 01,Knox Comm SB,Center Twp,3,,James (Jim) MITCHELL,158,71,78,9
Starke,03-Center 01,Knox Comm SB,Center Twp,3,,Keith SCHWANDT,113,50,60,3
Starke,03-Center 01,IN Supreme Court-Rush,,1,,Yes,239,104,124,11
Starke,03-Center 01,IN Supreme Court-Rush,,1,,No,101,54,45,2
Starke,03-Center 01,IN Supreme Court-Massa,,1,,Yes,243,106,128,9
Starke,03-Center 01,IN Supreme Court-Massa,,1,,No,96,51,43,2
Starke,03-Center 01,IN Supreme Court-Molter,,1,,Yes,232,99,126,7
Starke,03-Center 01,IN Supreme Court-Molter,,1,,No,102,52,45,5
Starke,03-Center 01,Court of Appeals Dist 4-Pyle III,,1,,Yes,236,106,125,5
Starke,03-Center 01,Court of Appeals Dist 4-Pyle III,,1,,No,101,48,47,6
Starke,03-Center 01,Straight Party,,,DEM,,17,,,
Starke,03-Center 01,Straight Party,,,REP,,116,,,
Starke,04-Center 02,Registered Voters,,,,,613,,,
Starke,04-Center 02,Ballots Cast,,,,,369,,,
Starke,04-Center 02,Public Question-Const Amendment,,1,,Yes,146,70,67,9
Starke,04-Center 02,Public Question-Const Amendment,,1,,No,146,70,60,16
Starke,04-Center 02,President,,1,REP,Donald J. TRUMP / JD VANCE,250,123,104,23
Starke,04-Center 02,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,113,64,38,11
Starke,04-Center 02,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0,0
Starke,04-Center 02,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,0,0,0,0
Starke,04-Center 02,President,,1,,Write-In,0,0,0,0
Starke,04-Center 02,U.S. Senate,,1,REP,Jim BANKS,217,107,85,25
Starke,04-Center 02,U.S. Senate,,1,DEM,Valerie McCRAY,99,53,36,10
Starke,04-Center 02,U.S. Senate,,1,LBT,Andrew HORNING,5,3,2,0
Starke,04-Center 02,U.S. Senate,,1,,Write-In,0,0,0,0
Starke,04-Center 02,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,206,104,78,24
Starke,04-Center 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,118,64,43,11
Starke,04-Center 02,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,13,5,8,0
Starke,04-Center 02,Governor,,1,,Write-In,1,1,0,0
Starke,04-Center 02,Attorney General,,1,REP,Todd ROKITA,229,114,91,24
Starke,04-Center 02,Attorney General,,1,DEM,Destiny WELLS,111,60,40,11
Starke,04-Center 02,U.S. House,2,1,REP,Rudy YAKYM,230,112,92,26
Starke,04-Center 02,U.S. House,2,1,DEM,Lori A. CAMP,106,65,33,8
Starke,04-Center 02,U.S. House,2,1,LBT,William E. HENRY,7,1,5,1
Starke,04-Center 02,U.S. House,2,1,,Write-In,0,0,0,0
Starke,04-Center 02,State Senate,8,1,REP,Mike BOHACEK,236,118,93,25
Starke,04-Center 02,State Senate,8,1,DEM,Leon P. SMITH,107,60,37,10
Starke,04-Center 02,State House,16,1,REP,Kendell CULP,221,111,85,25
Starke,04-Center 02,State House,16,1,DEM,Dennis COLLINS,105,54,41,10
Starke,04-Center 02,County Treasurer,,1,REP,Kelly GRAHAM,244,114,108,22
Starke,04-Center 02,County Surveyor,,1,REP,Gwen RENTZ,201,102,76,23
Starke,04-Center 02,County Surveyor,,1,DEM,Thomas SCHOUTEN,122,63,47,12
Starke,04-Center 02,County Commissioner,1,1,REP,Michael VANDEMARK,221,108,89,24
Starke,04-Center 02,County Commissioner,1,1,DEM,Lonnie BOLEY,111,62,38,11
Starke,04-Center 02,County Commissioner,3,1,REP,Charles R. CHESAK,251,120,108,23
Starke,04-Center 02,County Council Member,At Large,3,REP,Bill R. CRASE JR.,163,83,61,19
Starke,04-Center 02,County Council Member,At Large,3,REP,Kay GUDEMAN,131,61,51,19
Starke,04-Center 02,County Council Member,At Large,3,REP,E. Todd LEINBACH,158,80,62,16
Starke,04-Center 02,County Council Member,At Large,3,DEM,Kasey Bula CLARK,100,50,37,13
Starke,04-Center 02,County Council Member,At Large,3,DEM,Ronald PARKER,110,61,39,10
Starke,04-Center 02,County Council Member,At Large,3,DEM,Robert M. SNOWDON,106,55,41,10
Starke,04-Center 02,Knox Comm SB,California-Washington Twp,1,,Thomas M. BROWNE,222,105,92,25
Starke,04-Center 02,Knox Comm SB,California-Washington Twp,1,,Micheal L. LORD,79,43,32,4
Starke,04-Center 02,Knox Comm SB,Center Twp,3,,Kirk BENNETT,188,84,84,20
Starke,04-Center 02,Knox Comm SB,Center Twp,3,,Autumn FERCH,150,74,63,13
Starke,04-Center 02,Knox Comm SB,Center Twp,3,,Wendy McIINTIRE,140,68,57,15
Starke,04-Center 02,Knox Comm SB,Center Twp,3,,James (Jim) MITCHELL,144,82,45,17
Starke,04-Center 02,Knox Comm SB,Center Twp,3,,Keith SCHWANDT,128,70,44,14
Starke,04-Center 02,IN Supreme Court-Rush,,1,,Yes,175,78,77,20
Starke,04-Center 02,IN Supreme Court-Rush,,1,,No,98,51,41,6
Starke,04-Center 02,IN Supreme Court-Massa,,1,,Yes,174,81,73,20
Starke,04-Center 02,IN Supreme Court-Massa,,1,,No,96,45,44,7
Starke,04-Center 02,IN Supreme Court-Molter,,1,,Yes,166,80,67,19
Starke,04-Center 02,IN Supreme Court-Molter,,1,,No,101,48,47,6
Starke,04-Center 02,Court of Appeals Dist 4-Pyle III,,1,,Yes,166,79,68,19
Starke,04-Center 02,Court of Appeals Dist 4-Pyle III,,1,,No,98,45,45,8
Starke,04-Center 02,Straight Party,,,DEM,,23,,,
Starke,04-Center 02,Straight Party,,,REP,,74,,,
Starke,05-Center 03,Registered Voters,,,,,396,,,
Starke,05-Center 03,Ballots Cast,,,,,158,,,
Starke,05-Center 03,Public Question-Const Amendment,,1,,Yes,66,29,32,5
Starke,05-Center 03,Public Question-Const Amendment,,1,,No,60,25,34,1
Starke,05-Center 03,President,,1,REP,Donald J. TRUMP / JD VANCE,118,58,59,1
Starke,05-Center 03,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,33,10,13,10
Starke,05-Center 03,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,1,1,0
Starke,05-Center 03,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,0,2,0
Starke,05-Center 03,President,,1,,Write-In,0,0,0,0
Starke,05-Center 03,U.S. Senate,,1,REP,Jim BANKS,110,55,53,2
Starke,05-Center 03,U.S. Senate,,1,DEM,Valerie McCRAY,30,8,13,9
Starke,05-Center 03,U.S. Senate,,1,LBT,Andrew HORNING,7,3,4,0
Starke,05-Center 03,U.S. Senate,,1,,Write-In,0,0,0,0
Starke,05-Center 03,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,106,53,51,2
Starke,05-Center 03,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,31,7,16,8
Starke,05-Center 03,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,10,7,3,0
Starke,05-Center 03,Governor,,1,,Write-In,0,0,0,0
Starke,05-Center 03,Attorney General,,1,REP,Todd ROKITA,117,59,56,2
Starke,05-Center 03,Attorney General,,1,DEM,Destiny WELLS,32,8,16,8
Starke,05-Center 03,U.S. House,2,1,REP,Rudy YAKYM,111,57,52,2
Starke,05-Center 03,U.S. House,2,1,DEM,Lori A. CAMP,34,10,15,9
Starke,05-Center 03,U.S. House,2,1,LBT,William E. HENRY,7,1,6,0
Starke,05-Center 03,U.S. House,2,1,,Write-In,0,0,0,0
Starke,05-Center 03,State Senate,8,1,REP,Mike BOHACEK,122,59,61,2
Starke,05-Center 03,State Senate,8,1,DEM,Leon P. SMITH,25,8,10,7
Starke,05-Center 03,State House,16,1,REP,Kendell CULP,120,61,57,2
Starke,05-Center 03,State House,16,1,DEM,Dennis COLLINS,28,6,15,7
Starke,05-Center 03,County Treasurer,,1,REP,Kelly GRAHAM,129,63,63,3
Starke,05-Center 03,County Surveyor,,1,REP,Gwen RENTZ,112,55,55,2
Starke,05-Center 03,County Surveyor,,1,DEM,Thomas SCHOUTEN,32,8,17,7
Starke,05-Center 03,County Commissioner,1,1,REP,Michael VANDEMARK,103,56,45,2
Starke,05-Center 03,County Commissioner,1,1,DEM,Lonnie BOLEY,43,9,27,7
Starke,05-Center 03,County Commissioner,3,1,REP,Charles R. CHESAK,125,59,63,3
Starke,05-Center 03,County Council Member,At Large,3,REP,Bill R. CRASE JR.,76,33,41,2
Starke,05-Center 03,County Council Member,At Large,3,REP,Kay GUDEMAN,69,32,35,2
Starke,05-Center 03,County Council Member,At Large,3,REP,E. Todd LEINBACH,60,34,24,2
Starke,05-Center 03,County Council Member,At Large,3,DEM,Kasey Bula CLARK,32,6,22,4
Starke,05-Center 03,County Council Member,At Large,3,DEM,Ronald PARKER,30,7,19,4
Starke,05-Center 03,County Council Member,At Large,3,DEM,Robert M. SNOWDON,35,8,22,5
Starke,05-Center 03,Knox Comm SB,California-Washington Twp,1,,Thomas M. BROWNE,79,35,42,2
Starke,05-Center 03,Knox Comm SB,California-Washington Twp,1,,Micheal L. LORD,45,16,27,2
Starke,05-Center 03,Knox Comm SB,Center Twp,3,,Kirk BENNETT,78,34,42,2
Starke,05-Center 03,Knox Comm SB,Center Twp,3,,Autumn FERCH,62,23,38,1
Starke,05-Center 03,Knox Comm SB,Center Twp,3,,Wendy McIINTIRE,61,18,41,2
Starke,05-Center 03,Knox Comm SB,Center Twp,3,,James (Jim) MITCHELL,53,21,27,5
Starke,05-Center 03,Knox Comm SB,Center Twp,3,,Keith SCHWANDT,32,18,13,1
Starke,05-Center 03,IN Supreme Court-Rush,,1,,Yes,74,33,39,2
Starke,05-Center 03,IN Supreme Court-Rush,,1,,No,41,19,20,2
Starke,05-Center 03,IN Supreme Court-Massa,,1,,Yes,74,35,37,2
Starke,05-Center 03,IN Supreme Court-Massa,,1,,No,40,17,21,2
Starke,05-Center 03,IN Supreme Court-Molter,,1,,Yes,75,38,35,2
Starke,05-Center 03,IN Supreme Court-Molter,,1,,No,39,14,23,2
Starke,05-Center 03,Court of Appeals Dist 4-Pyle III,,1,,Yes,75,35,37,3
Starke,05-Center 03,Court of Appeals Dist 4-Pyle III,,1,,No,38,16,21,1
Starke,05-Center 03,Straight Party,,,DEM,,7,,,
Starke,05-Center 03,Straight Party,,,REP,,38,,,
Starke,06-Center 04,Registered Voters,,,,,874,,,
Starke,06-Center 04,Ballots Cast,,,,,432,,,
Starke,06-Center 04,President,,1,REP,Donald J. TRUMP / JD VANCE,309,157,137,15
Starke,06-Center 04,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,110,58,41,11
Starke,06-Center 04,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,0,1,0
Starke,06-Center 04,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,4,1,0
Starke,06-Center 04,President,,1,,Write-In,0,0,0,0
Starke,06-Center 04,U.S. Senate,,1,REP,Jim BANKS,264,136,115,13
Starke,06-Center 04,U.S. Senate,,1,DEM,Valerie McCRAY,104,55,40,9
Starke,06-Center 04,U.S. Senate,,1,LBT,Andrew HORNING,11,3,8,0
Starke,06-Center 04,U.S. Senate,,1,,Write-In,0,0,0,0
Starke,06-Center 04,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,237,122,102,13
Starke,06-Center 04,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,111,56,46,9
Starke,06-Center 04,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,38,18,19,1
Starke,06-Center 04,Governor,,1,,Write-In,0,0,0,0
Starke,06-Center 04,Attorney General,,1,REP,Todd ROKITA,273,137,122,14
Starke,06-Center 04,Attorney General,,1,DEM,Destiny WELLS,118,56,53,9
Starke,06-Center 04,U.S. House,2,1,REP,Rudy YAKYM,267,135,118,14
Starke,06-Center 04,U.S. House,2,1,DEM,Lori A. CAMP,108,58,41,9
Starke,06-Center 04,U.S. House,2,1,LBT,William E. HENRY,16,6,10,0
Starke,06-Center 04,U.S. House,2,1,,Write-In,0,0,0,0
Starke,06-Center 04,State Senate,8,1,REP,Mike BOHACEK,286,141,131,14
Starke,06-Center 04,State Senate,8,1,DEM,Leon P. SMITH,102,55,38,9
Starke,06-Center 04,State House,16,1,REP,Kendell CULP,271,138,120,13
Starke,06-Center 04,State House,16,1,DEM,Dennis COLLINS,113,58,45,10
Starke,06-Center 04,County Treasurer,,1,REP,Kelly GRAHAM,312,152,143,17
Starke,06-Center 04,County Surveyor,,1,REP,Gwen RENTZ,274,142,118,14
Starke,06-Center 04,County Surveyor,,1,DEM,Thomas SCHOUTEN,114,57,49,8
Starke,06-Center 04,County Commissioner,1,1,REP,Michael VANDEMARK,247,127,108,12
Starke,06-Center 04,County Commissioner,1,1,DEM,Lonnie BOLEY,138,72,57,9
Starke,06-Center 04,County Commissioner,3,1,REP,Charles R. CHESAK,307,144,148,15
Starke,06-Center 04,County Council Member,At Large,3,REP,Bill R. CRASE JR.,184,88,88,8
Starke,06-Center 04,County Council Member,At Large,3,REP,Kay GUDEMAN,171,82,78,11
Starke,06-Center 04,County Council Member,At Large,3,REP,E. Todd LEINBACH,169,82,78,9
Starke,06-Center 04,County Council Member,At Large,3,DEM,Kasey Bula CLARK,91,47,36,8
Starke,06-Center 04,County Council Member,At Large,3,DEM,Ronald PARKER,88,44,38,6
Starke,06-Center 04,County Council Member,At Large,3,DEM,Robert M. SNOWDON,101,52,41,8
Starke,06-Center 04,Knox Comm SB,California-Washington Twp,1,,Thomas M. BROWNE,258,124,122,12
Starke,06-Center 04,Knox Comm SB,California-Washington Twp,1,,Micheal L. LORD,96,44,46,6
Starke,06-Center 04,Knox Comm SB,Center Twp,3,,Kirk BENNETT,196,86,98,12
Starke,06-Center 04,Knox Comm SB,Center Twp,3,,Autumn FERCH,204,102,91,11
Starke,06-Center 04,Knox Comm SB,Center Twp,3,,Wendy McIINTIRE,175,81,86,8
Starke,06-Center 04,Knox Comm SB,Center Twp,3,,James (Jim) MITCHELL,121,61,54,6
Starke,06-Center 04,Knox Comm SB,Center Twp,3,,Keith SCHWANDT,93,47,42,4
Starke,06-Center 04,IN Supreme Court-Rush,,1,,Yes,200,89,104,7
Starke,06-Center 04,IN Supreme Court-Rush,,1,,No,105,50,48,7
Starke,06-Center 04,IN Supreme Court-Massa,,1,,Yes,201,89,107,5
Starke,06-Center 04,IN Supreme Court-Massa,,1,,No,104,51,45,8
Starke,06-Center 04,IN Supreme Court-Molter,,1,,Yes,205,90,108,7
Starke,06-Center 04,IN Supreme Court-Molter,,1,,No,100,49,45,6
Starke,06-Center 04,Court of Appeals Dist 4-Pyle III,,1,,Yes,195,84,106,5
