county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Ripley,CENTER 1,"COUNTY COMMISSIONER, DISTRICT 3",,ROGER GULLION,REP,56,38,1,95
Ripley,CENTER 1,"COUNTY COMMISSIONER, DISTRICT 3",,Under Votes,,10,9,1,20
Ripley,CENTER 1,"COUNTY COMMISSIONER, DISTRICT 3",,Over Votes,,0,0,0,0
Ripley,CENTER 1,"COUNTY COMMISSIONER, DISTRICT 3",,Invalid Votes,,0,0,0,0
Ripley,CENTER 1,COUNTY COUNCIL MEMBER AT LARGE,,STEPHANIE M. BACK,REP,43,27,1,71
Ripley,CENTER 1,COUNTY COUNCIL MEMBER AT LARGE,,ANDREW DECKER,REP,39,24,1,64
Ripley,CENTER 1,COUNTY COUNCIL MEMBER AT LARGE,,PEGGY ANN EHLERS,REP,29,21,1,51
Ripley,CENTER 1,COUNTY COUNCIL MEMBER AT LARGE,,PHILLIP G MORGAN,DEM,9,14,0,23
Ripley,CENTER 1,COUNTY COUNCIL MEMBER AT LARGE,,Under Votes,,78,55,3,136
Ripley,CENTER 1,COUNTY COUNCIL MEMBER AT LARGE,,Over Votes,,0,0,0,0
Ripley,CENTER 1,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,JAY GAYHEART,NON,19,10,0,29
Ripley,CENTER 1,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,NANCY REDELMAN,NON,8,10,0,18
Ripley,CENTER 1,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,JIM WESTERMAN,NON,16,8,1,25
Ripley,CENTER 1,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,CORY WHALBRING,NON,8,6,0,14
Ripley,CENTER 1,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,Under Votes,,15,13,1,29
Ripley,CENTER 1,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,Over Votes,,0,0,0,0
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,30,29,1,60
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,17,9,1,27
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,19,9,0,28
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,29,27,2,58
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,17,9,0,26
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,20,11,0,31
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,28,26,1,55
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,16,9,1,26
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,22,12,0,34
Ripley,CENTER 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,27,25,1,53
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,18,10,0,28
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,21,12,1,34
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,28,25,1,54
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,17,9,0,26
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,21,13,1,35
Ripley,CENTER 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,Registered Voters,,,,,,,267
Ripley,CENTER 1 - OSGOOD,Ballots Cast,,,,,,,158
Ripley,CENTER 1 - OSGOOD,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,66,17,1,84
Ripley,CENTER 1 - OSGOOD,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,7,4,0,11
Ripley,CENTER 1 - OSGOOD,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,0,0,0,0
Ripley,CENTER 1 - OSGOOD,STRAIGHT PARTY,,WE THE PEOPLE PARTY,WTP,0,0,0,0
Ripley,CENTER 1 - OSGOOD,STRAIGHT PARTY,,Under Votes,,41,17,5,63
Ripley,CENTER 1 - OSGOOD,STRAIGHT PARTY,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,PUBLIC QUESTION #1,,YES,,51,18,2,71
Ripley,CENTER 1 - OSGOOD,PUBLIC QUESTION #1,,NO,,43,13,2,58
Ripley,CENTER 1 - OSGOOD,PUBLIC QUESTION #1,,Under Votes,,20,7,2,29
Ripley,CENTER 1 - OSGOOD,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,Donald J. Trump,REP,101,31,3,135
Ripley,CENTER 1 - OSGOOD,President,,Kamala D. Harris,DEM,13,5,3,21
Ripley,CENTER 1 - OSGOOD,President,,Chase Oliver,LIB,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,Robert F. Kennedy Jr.,WTP,0,1,0,1
Ripley,CENTER 1 - OSGOOD,President,,ANDRE RAMON McNEIL SR. (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,CAROL ASHER (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,CHERUNDA LYNN FOX (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,CLAUDIA De la CRUZ/KARINA GARCIA (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,CORNEL WEST/MELINA ABDULLAH (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,DOUG JENKINS (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,NALA BAOZUN SCOTT JOHNSON JR. (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,PAIJ BORING (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,PETER SONSKI (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,SHONDRA IRVING (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,SUSAN MAUDE BUCHSER (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,TOM HOEFLING/ANDY PRIOR (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,WILLIAM CODY NALBACH (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,Under Votes,,0,1,0,1
Ripley,CENTER 1 - OSGOOD,President,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,President,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,JIM BANKS,REP,93,29,3,125
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,VALERIE McCRAY,DEM,15,6,3,24
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,ANDREW HORNING,LIB,6,2,0,8
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,ANTONIO XAVIER ALVAREZ (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,PHILLIP D. BEACHY (PHIL) (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,Under Votes,,0,1,0,1
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,U.S. Senate,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,Governor,,MIKE BRAUN,REP,86,28,1,115
Ripley,CENTER 1 - OSGOOD,Governor,,JENNIFER G. McCORMICK,DEM,18,6,3,27
Ripley,CENTER 1 - OSGOOD,Governor,,DONALD RAINWATER,LIB,9,4,2,15
Ripley,CENTER 1 - OSGOOD,Governor,,CHRISTOPHER RYAN STRIED (W),,0,0,0,0
Ripley,CENTER 1 - OSGOOD,Governor,,Under Votes,,1,0,0,1
Ripley,CENTER 1 - OSGOOD,Governor,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,Governor,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,Attorney General,,TODD ROKITA,REP,96,33,3,132
Ripley,CENTER 1 - OSGOOD,Attorney General,,DESTINY WELLS,DEM,16,5,3,24
Ripley,CENTER 1 - OSGOOD,Attorney General,,Under Votes,,2,0,0,2
Ripley,CENTER 1 - OSGOOD,Attorney General,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,Attorney General,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,U.S. House,9,ERIN HOUCHIN,REP,97,32,3,132
Ripley,CENTER 1 - OSGOOD,U.S. House,9,TIMOTHY (TIM) PECK,DEM,13,4,2,19
Ripley,CENTER 1 - OSGOOD,U.S. House,9,RUSSELL (RUSS) BROOKSBANK,LIB,4,1,0,5
Ripley,CENTER 1 - OSGOOD,U.S. House,9,Under Votes,,0,1,1,2
Ripley,CENTER 1 - OSGOOD,U.S. House,9,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,U.S. House,9,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,State Senate,42,JEAN LEISING,REP,102,35,3,140
Ripley,CENTER 1 - OSGOOD,State Senate,42,Under Votes,,12,3,3,18
Ripley,CENTER 1 - OSGOOD,State Senate,42,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,State Senate,42,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,State House,67,ALEX ZIMMERMAN,REP,104,33,3,140
Ripley,CENTER 1 - OSGOOD,State House,67,Under Votes,,10,5,3,18
Ripley,CENTER 1 - OSGOOD,State House,67,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,State House,67,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,CIRCUIT COURT CLERK,,LIZ BAUMGARTNER,REP,105,35,3,143
Ripley,CENTER 1 - OSGOOD,CIRCUIT COURT CLERK,,Under Votes,,9,3,3,15
Ripley,CENTER 1 - OSGOOD,CIRCUIT COURT CLERK,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,CIRCUIT COURT CLERK,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY RECORDER,,MONICA L HANSEN,REP,102,34,3,139
Ripley,CENTER 1 - OSGOOD,COUNTY RECORDER,,Under Votes,,12,4,3,19
Ripley,CENTER 1 - OSGOOD,COUNTY RECORDER,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY RECORDER,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY TREASURER,,LISA VESTAL,REP,99,33,3,135
Ripley,CENTER 1 - OSGOOD,COUNTY TREASURER,,Under Votes,,15,5,3,23
Ripley,CENTER 1 - OSGOOD,COUNTY TREASURER,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY TREASURER,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY CORONER,,JASON BAILEY,REP,98,32,3,133
Ripley,CENTER 1 - OSGOOD,COUNTY CORONER,,Under Votes,,16,6,3,25
Ripley,CENTER 1 - OSGOOD,COUNTY CORONER,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY CORONER,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 2",,JEFFREY J VOLZ,REP,98,32,3,133
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 2",,Under Votes,,16,6,3,25
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 2",,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 2",,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 3",,ROGER GULLION,REP,103,32,1,136
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 3",,Under Votes,,11,6,5,22
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 3",,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,"COUNTY COMMISSIONER, DISTRICT 3",,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COUNTY COUNCIL MEMBER AT LARGE,,STEPHANIE M. BACK,REP,81,26,1,108
Ripley,CENTER 1 - OSGOOD,COUNTY COUNCIL MEMBER AT LARGE,,ANDREW DECKER,REP,68,22,2,92
Ripley,CENTER 1 - OSGOOD,COUNTY COUNCIL MEMBER AT LARGE,,PEGGY ANN EHLERS,REP,56,26,2,84
Ripley,CENTER 1 - OSGOOD,COUNTY COUNCIL MEMBER AT LARGE,,PHILLIP G MORGAN,DEM,20,7,3,30
Ripley,CENTER 1 - OSGOOD,COUNTY COUNCIL MEMBER AT LARGE,,Under Votes,,117,33,10,160
Ripley,CENTER 1 - OSGOOD,COUNTY COUNCIL MEMBER AT LARGE,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,TOWN CLERK-TREASURER OSGOOD,,TAMARA (TAMMY) WILHOIT,REP,104,35,4,143
Ripley,CENTER 1 - OSGOOD,TOWN CLERK-TREASURER OSGOOD,,Under Votes,,10,3,2,15
Ripley,CENTER 1 - OSGOOD,TOWN CLERK-TREASURER OSGOOD,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,TOWN CLERK-TREASURER OSGOOD,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,TOWN COUNCIL MEMBER OSGOOD AT LARGE,,CHRISTOPHER L KUHN Sr,REP,104,34,2,140
Ripley,CENTER 1 - OSGOOD,TOWN COUNCIL MEMBER OSGOOD AT LARGE,,Under Votes,,10,4,4,18
Ripley,CENTER 1 - OSGOOD,TOWN COUNCIL MEMBER OSGOOD AT LARGE,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,TOWN COUNCIL MEMBER OSGOOD AT LARGE,,Invalid Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,JAY GAYHEART,NON,57,11,2,70
Ripley,CENTER 1 - OSGOOD,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,NANCY REDELMAN,NON,15,3,0,18
Ripley,CENTER 1 - OSGOOD,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,JIM WESTERMAN,NON,16,9,0,25
Ripley,CENTER 1 - OSGOOD,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,CORY WHALBRING,NON,12,7,1,20
Ripley,CENTER 1 - OSGOOD,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,Under Votes,,14,8,3,25
Ripley,CENTER 1 - OSGOOD,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,62,23,2,87
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,28,6,2,36
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,24,9,2,35
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,68,21,2,91
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,24,5,2,31
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,22,12,2,36
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,70,21,2,93
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,21,5,2,28
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,23,12,2,37
Ripley,CENTER 1 - OSGOOD,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,69,21,2,92
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,21,5,2,28
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,24,12,2,38
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,65,20,2,87
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,23,5,2,30
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,26,13,2,41
Ripley,CENTER 1 - OSGOOD,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Ripley,CENTER 2,Registered Voters,,,,,,,282
Ripley,CENTER 2,Ballots Cast,,,,,,,215
Ripley,CENTER 2,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,71,41,3,115
Ripley,CENTER 2,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,10,6,3,19
Ripley,CENTER 2,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,1,2
Ripley,CENTER 2,STRAIGHT PARTY,,WE THE PEOPLE PARTY,WTP,0,0,1,1
Ripley,CENTER 2,STRAIGHT PARTY,,Under Votes,,45,27,6,78
Ripley,CENTER 2,STRAIGHT PARTY,,Over Votes,,0,0,0,0
Ripley,CENTER 2,PUBLIC QUESTION #1,,YES,,51,34,6,91
Ripley,CENTER 2,PUBLIC QUESTION #1,,NO,,56,33,7,96
Ripley,CENTER 2,PUBLIC QUESTION #1,,Under Votes,,20,7,1,28
Ripley,CENTER 2,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Ripley,CENTER 2,President,,Donald J. Trump,REP,103,63,5,171
Ripley,CENTER 2,President,,Kamala D. Harris,DEM,23,11,6,40
Ripley,CENTER 2,President,,Chase Oliver,LIB,1,0,1,2
Ripley,CENTER 2,President,,Robert F. Kennedy Jr.,WTP,0,0,2,2
Ripley,CENTER 2,President,,ANDRE RAMON McNEIL SR. (W),,0,0,0,0
Ripley,CENTER 2,President,,CAROL ASHER (W),,0,0,0,0
Ripley,CENTER 2,President,,CHERUNDA LYNN FOX (W),,0,0,0,0
Ripley,CENTER 2,President,,CLAUDIA De la CRUZ/KARINA GARCIA (W),,0,0,0,0
Ripley,CENTER 2,President,,CORNEL WEST/MELINA ABDULLAH (W),,0,0,0,0
Ripley,CENTER 2,President,,DOUG JENKINS (W),,0,0,0,0
Ripley,CENTER 2,President,,NALA BAOZUN SCOTT JOHNSON JR. (W),,0,0,0,0
Ripley,CENTER 2,President,,PAIJ BORING (W),,0,0,0,0
Ripley,CENTER 2,President,,PETER SONSKI (W),,0,0,0,0
Ripley,CENTER 2,President,,SHONDRA IRVING (W),,0,0,0,0
Ripley,CENTER 2,President,,SUSAN MAUDE BUCHSER (W),,0,0,0,0
Ripley,CENTER 2,President,,TOM HOEFLING/ANDY PRIOR (W),,0,0,0,0
Ripley,CENTER 2,President,,WILLIAM CODY NALBACH (W),,0,0,0,0
Ripley,CENTER 2,President,,Under Votes,,0,0,0,0
Ripley,CENTER 2,President,,Over Votes,,0,0,0,0
Ripley,CENTER 2,President,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,U.S. Senate,,JIM BANKS,REP,100,61,5,166
Ripley,CENTER 2,U.S. Senate,,VALERIE McCRAY,DEM,22,10,7,39
Ripley,CENTER 2,U.S. Senate,,ANDREW HORNING,LIB,3,0,1,4
Ripley,CENTER 2,U.S. Senate,,ANTONIO XAVIER ALVAREZ (W),,0,0,0,0
Ripley,CENTER 2,U.S. Senate,,PHILLIP D. BEACHY (PHIL) (W),,0,0,0,0
Ripley,CENTER 2,U.S. Senate,,Under Votes,,2,3,1,6
Ripley,CENTER 2,U.S. Senate,,Over Votes,,0,0,0,0
Ripley,CENTER 2,U.S. Senate,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,Governor,,MIKE BRAUN,REP,97,55,4,156
Ripley,CENTER 2,Governor,,JENNIFER G. McCORMICK,DEM,25,14,7,46
Ripley,CENTER 2,Governor,,DONALD RAINWATER,LIB,3,4,2,9
Ripley,CENTER 2,Governor,,CHRISTOPHER RYAN STRIED (W),,0,0,0,0
Ripley,CENTER 2,Governor,,Under Votes,,2,1,1,4
Ripley,CENTER 2,Governor,,Over Votes,,0,0,0,0
Ripley,CENTER 2,Governor,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,Attorney General,,TODD ROKITA,REP,104,61,4,169
Ripley,CENTER 2,Attorney General,,DESTINY WELLS,DEM,21,11,8,40
Ripley,CENTER 2,Attorney General,,Under Votes,,2,2,2,6
Ripley,CENTER 2,Attorney General,,Over Votes,,0,0,0,0
Ripley,CENTER 2,Attorney General,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,U.S. House,9,ERIN HOUCHIN,REP,103,60,4,167
Ripley,CENTER 2,U.S. House,9,TIMOTHY (TIM) PECK,DEM,22,9,7,38
Ripley,CENTER 2,U.S. House,9,RUSSELL (RUSS) BROOKSBANK,LIB,0,2,1,3
Ripley,CENTER 2,U.S. House,9,Under Votes,,2,3,1,6
Ripley,CENTER 2,U.S. House,9,Over Votes,,0,0,1,1
Ripley,CENTER 2,U.S. House,9,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,State Senate,42,JEAN LEISING,REP,106,63,6,175
Ripley,CENTER 2,State Senate,42,Under Votes,,21,11,8,40
Ripley,CENTER 2,State Senate,42,Over Votes,,0,0,0,0
Ripley,CENTER 2,State Senate,42,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,State House,67,ALEX ZIMMERMAN,REP,108,64,6,178
Ripley,CENTER 2,State House,67,Under Votes,,19,10,8,37
Ripley,CENTER 2,State House,67,Over Votes,,0,0,0,0
Ripley,CENTER 2,State House,67,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,CIRCUIT COURT CLERK,,LIZ BAUMGARTNER,REP,106,61,6,173
Ripley,CENTER 2,CIRCUIT COURT CLERK,,Under Votes,,21,13,8,42
Ripley,CENTER 2,CIRCUIT COURT CLERK,,Over Votes,,0,0,0,0
Ripley,CENTER 2,CIRCUIT COURT CLERK,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY RECORDER,,MONICA L HANSEN,REP,111,62,6,179
Ripley,CENTER 2,COUNTY RECORDER,,Under Votes,,16,12,8,36
Ripley,CENTER 2,COUNTY RECORDER,,Over Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY RECORDER,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY TREASURER,,LISA VESTAL,REP,108,59,6,173
Ripley,CENTER 2,COUNTY TREASURER,,Under Votes,,19,15,8,42
Ripley,CENTER 2,COUNTY TREASURER,,Over Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY TREASURER,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY CORONER,,JASON BAILEY,REP,110,60,6,176
Ripley,CENTER 2,COUNTY CORONER,,Under Votes,,17,14,8,39
Ripley,CENTER 2,COUNTY CORONER,,Over Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY CORONER,,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 2",,JEFFREY J VOLZ,REP,107,56,6,169
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 2",,Under Votes,,20,18,8,46
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 2",,Over Votes,,0,0,0,0
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 2",,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 3",,ROGER GULLION,REP,110,59,7,176
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 3",,Under Votes,,17,15,7,39
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 3",,Over Votes,,0,0,0,0
Ripley,CENTER 2,"COUNTY COMMISSIONER, DISTRICT 3",,Invalid Votes,,0,0,0,0
Ripley,CENTER 2,COUNTY COUNCIL MEMBER AT LARGE,,STEPHANIE M. BACK,REP,80,52,4,136
Ripley,CENTER 2,COUNTY COUNCIL MEMBER AT LARGE,,ANDREW DECKER,REP,66,31,3,100
Ripley,CENTER 2,COUNTY COUNCIL MEMBER AT LARGE,,PEGGY ANN EHLERS,REP,51,33,4,88
Ripley,CENTER 2,COUNTY COUNCIL MEMBER AT LARGE,,PHILLIP G MORGAN,DEM,22,11,4,37
Ripley,CENTER 2,COUNTY COUNCIL MEMBER AT LARGE,,Under Votes,,162,95,27,284
Ripley,CENTER 2,COUNTY COUNCIL MEMBER AT LARGE,,Over Votes,,0,0,0,0
Ripley,CENTER 2,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,JAY GAYHEART,NON,49,23,2,74
Ripley,CENTER 2,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,NANCY REDELMAN,NON,24,11,1,36
Ripley,CENTER 2,"SCHOOL BOARD MEMBER JAC CEN DEL COMMUNITY SCHOOL BOARD, AT LARGE",,JIM WESTERMAN,NON,21,13,1,35
