county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,provisional
Floyd,New Albany - 18,Court of Appeals Dist 1-Foley,,,Yes,290,195,83,12,0
Floyd,New Albany - 18,Court of Appeals Dist 1-Foley,,,No,144,85,47,12,0
Floyd,New Albany - 18,Court of Appeals Dist 4-Pyle III,,,Yes,296,201,83,12,0
Floyd,New Albany - 18,Court of Appeals Dist 4-Pyle III,,,No,144,84,48,12,0
Floyd,New Albany - 19,Registered Voters,,,,891,,,,
Floyd,New Albany - 19,Ballots Cast,,,,476,338,125,13,0
Floyd,New Albany - 19,Public Question-Const Amendment,,,Yes,224,165,54,5,0
Floyd,New Albany - 19,Public Question-Const Amendment,,,No,252,173,71,8,0
Floyd,New Albany - 19,Straight Ticket,,REP,Republican,168,123,41,4,0
Floyd,New Albany - 19,Straight Ticket,,DEM,Democratic,161,116,41,4,0
Floyd,New Albany - 19,Straight Ticket,,LBT,Libertarian,0,0,0,0,0
Floyd,New Albany - 19,Straight Ticket,,WTP,We The People,4,1,3,0,0
Floyd,New Albany - 19,President,,REP,Donald J TRUMP / JD VANCE,273,193,74,6,0
Floyd,New Albany - 19,President,,DEM,Kamala D HARRIS / Tim WALZ,250,173,65,12,0
Floyd,New Albany - 19,President,,LBT,Chase OLIVER / Mike ter MAAT,3,2,1,0,0
Floyd,New Albany - 19,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,7,3,4,0,0
Floyd,New Albany - 19,President,,,Write-In,0,0,0,0,0
Floyd,New Albany - 19,U.S. Senate,,REP,Jim BANKS,255,184,63,8,0
Floyd,New Albany - 19,U.S. Senate,,DEM,Valerie McCRAY,257,176,71,10,0
Floyd,New Albany - 19,U.S. Senate,,LBT,Andrew HORNING,14,7,7,0,0
Floyd,New Albany - 19,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,New Albany - 19,Governor,,REP,Mike BRAUN / Micah BECKWITH,248,177,64,7,0
Floyd,New Albany - 19,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,272,187,74,11,0
Floyd,New Albany - 19,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,13,6,7,0,0
Floyd,New Albany - 19,Governor,,,Write-In,0,0,0,0,0
Floyd,New Albany - 19,Attorney General,,REP,Todd ROKITA,271,190,73,8,0
Floyd,New Albany - 19,Attorney General,,DEM,Destiny WELLS,255,176,69,10,0
Floyd,New Albany - 19,U.S. House,9,REP,Erin HOUCHIN,269,190,71,8,0
Floyd,New Albany - 19,U.S. House,9,DEM,Timothy (Tim) PECK,247,173,64,10,0
Floyd,New Albany - 19,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,10,4,6,0,0
Floyd,New Albany - 19,State House,72,REP,Edward D (Ed) CLERE,270,190,72,8,0
Floyd,New Albany - 19,State House,72,DEM,Jason APPLEGATE,256,177,69,10,0
Floyd,New Albany - 19,County Recorder,,REP,Lois NAVILLE ENDRIS,370,258,98,14,0
Floyd,New Albany - 19,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 19,County Treasurer,,REP,Steve BURKS,265,193,65,7,0
Floyd,New Albany - 19,County Treasurer,,DEM,Vickie TENCER,257,170,76,11,0
Floyd,New Albany - 19,County Coroner,,REP,Matthew TOMLIN,242,165,69,8,0
Floyd,New Albany - 19,County Coroner,,DEM,Amy M CULWELL,283,204,69,10,0
Floyd,New Albany - 19,County Surveyor,,REP,John G BRINKWORTH III,358,247,97,14,0
Floyd,New Albany - 19,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 19,County Commissioner,2,REP,Frank A LOOP,265,190,69,6,0
Floyd,New Albany - 19,County Commissioner,2,DEM,Veronica M COMBS,256,175,69,12,0
Floyd,New Albany - 19,County Commissioner,3,REP,Jason SHARP,261,181,73,7,0
Floyd,New Albany - 19,County Commissioner,3,DEM,Tim HARBISON,258,181,66,11,0
Floyd,New Albany - 19,County Council Member,At Large,REP,D M BAGSHAW,243,173,63,7,0
Floyd,New Albany - 19,County Council Member,At Large,REP,Matt MILLIES,213,154,53,6,0
Floyd,New Albany - 19,County Council Member,At Large,REP,Sam SARKISIAN,209,153,53,3,0
Floyd,New Albany - 19,County Council Member,At Large,DEM,Daniel T HARRIS,188,129,50,9,0
Floyd,New Albany - 19,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,209,149,52,8,0
Floyd,New Albany - 19,County Council Member,At Large,DEM,Brad STRIEGEL,262,184,67,11,0
Floyd,New Albany - 19,County Council Member,At Large,LBT,Morgan BEATTY,60,38,20,2,0
Floyd,New Albany - 19,Floyd County School Board,At Large,,Ann CURRUTHER,217,148,64,5,0
Floyd,New Albany - 19,Floyd County School Board,At Large,,Jennie HIGBIE,108,73,28,7,0
Floyd,New Albany - 19,Floyd County School Board,At Large,,Matt MAYFIELD,98,70,26,2,0
Floyd,New Albany - 19,Floyd County School Board,3,,Elizabeth A GALLIGAN,361,249,98,14,0
Floyd,New Albany - 19,Floyd County School Board,4,,Rebecca Jo GARDENOUR,320,217,90,13,0
Floyd,New Albany - 19,IN Supreme Court-Rush,,,Yes,309,219,80,10,0
Floyd,New Albany - 19,IN Supreme Court-Rush,,,No,136,94,38,4,0
Floyd,New Albany - 19,IN Supreme Court-Massa,,,Yes,287,204,75,8,0
Floyd,New Albany - 19,IN Supreme Court-Massa,,,No,148,102,40,6,0
Floyd,New Albany - 19,IN Supreme Court-Molter,,,Yes,288,206,74,8,0
Floyd,New Albany - 19,IN Supreme Court-Molter,,,No,149,102,41,6,0
Floyd,New Albany - 19,Court of Appeals Dist 1-Foley,,,Yes,302,214,79,9,0
Floyd,New Albany - 19,Court of Appeals Dist 1-Foley,,,No,136,97,34,5,0
Floyd,New Albany - 19,Court of Appeals Dist 4-Pyle III,,,Yes,290,208,73,9,0
Floyd,New Albany - 19,Court of Appeals Dist 4-Pyle III,,,No,145,101,39,5,0
Floyd,New Albany - 20,Registered Voters,,,,1219,,,,
Floyd,New Albany - 20,Ballots Cast,,,,683,431,227,25,0
Floyd,New Albany - 20,Public Question-Const Amendment,,,Yes,327,213,107,7,0
Floyd,New Albany - 20,Public Question-Const Amendment,,,No,356,218,120,18,0
Floyd,New Albany - 20,Straight Ticket,,REP,Republican,259,160,94,5,0
Floyd,New Albany - 20,Straight Ticket,,DEM,Democratic,215,131,75,9,0
Floyd,New Albany - 20,Straight Ticket,,LBT,Libertarian,2,0,2,0,0
Floyd,New Albany - 20,Straight Ticket,,WTP,We The People,5,1,3,1,0
Floyd,New Albany - 20,President,,REP,Donald J TRUMP / JD VANCE,402,248,143,11,0
Floyd,New Albany - 20,President,,DEM,Kamala D HARRIS / Tim WALZ,338,211,104,23,0
Floyd,New Albany - 20,President,,LBT,Chase OLIVER / Mike ter MAAT,3,1,1,1,0
Floyd,New Albany - 20,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,9,6,3,0,0
Floyd,New Albany - 20,President,,,Write-In,0,0,0,0,0
Floyd,New Albany - 20,U.S. Senate,,REP,Jim BANKS,381,239,132,10,0
Floyd,New Albany - 20,U.S. Senate,,DEM,Valerie McCRAY,340,212,105,23,0
Floyd,New Albany - 20,U.S. Senate,,LBT,Andrew HORNING,18,10,7,1,0
Floyd,New Albany - 20,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,New Albany - 20,Governor,,REP,Mike BRAUN / Micah BECKWITH,375,234,130,11,0
Floyd,New Albany - 20,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,355,221,111,23,0
Floyd,New Albany - 20,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,17,9,8,0,0
Floyd,New Albany - 20,Governor,,,Write-In,0,0,0,0,0
Floyd,New Albany - 20,Attorney General,,REP,Todd ROKITA,403,249,141,13,0
Floyd,New Albany - 20,Attorney General,,DEM,Destiny WELLS,333,208,104,21,0
Floyd,New Albany - 20,U.S. House,9,REP,Erin HOUCHIN,405,254,138,13,0
Floyd,New Albany - 20,U.S. House,9,DEM,Timothy (Tim) PECK,318,197,100,21,0
Floyd,New Albany - 20,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,17,9,8,0,0
Floyd,New Albany - 20,State House,72,REP,Edward D (Ed) CLERE,410,255,141,14,0
Floyd,New Albany - 20,State House,72,DEM,Jason APPLEGATE,327,202,105,20,0
Floyd,New Albany - 20,County Recorder,,REP,Lois NAVILLE ENDRIS,524,314,189,21,0
Floyd,New Albany - 20,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 20,County Treasurer,,REP,Steve BURKS,412,256,144,12,0
Floyd,New Albany - 20,County Treasurer,,DEM,Vickie TENCER,319,197,100,22,0
Floyd,New Albany - 20,County Coroner,,REP,Matthew TOMLIN,355,217,128,10,0
Floyd,New Albany - 20,County Coroner,,DEM,Amy M CULWELL,378,235,119,24,0
Floyd,New Albany - 20,County Surveyor,,REP,John G BRINKWORTH III,518,311,186,21,0
Floyd,New Albany - 20,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 20,County Commissioner,2,REP,Frank A LOOP,412,256,142,14,0
Floyd,New Albany - 20,County Commissioner,2,DEM,Veronica M COMBS,325,202,103,20,0
Floyd,New Albany - 20,County Commissioner,3,REP,Jason SHARP,388,243,134,11,0
Floyd,New Albany - 20,County Commissioner,3,DEM,Tim HARBISON,340,209,108,23,0
Floyd,New Albany - 20,County Council Member,At Large,REP,D M BAGSHAW,336,207,123,6,0
Floyd,New Albany - 20,County Council Member,At Large,REP,Matt MILLIES,292,188,98,6,0
Floyd,New Albany - 20,County Council Member,At Large,REP,Sam SARKISIAN,312,202,105,5,0
Floyd,New Albany - 20,County Council Member,At Large,DEM,Daniel T HARRIS,246,156,75,15,0
Floyd,New Albany - 20,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,281,182,82,17,0
Floyd,New Albany - 20,County Council Member,At Large,DEM,Brad STRIEGEL,308,204,88,16,0
Floyd,New Albany - 20,County Council Member,At Large,LBT,Morgan BEATTY,68,38,27,3,0
Floyd,New Albany - 20,Floyd County School Board,At Large,,Ann CURRUTHER,295,189,98,8,0
Floyd,New Albany - 20,Floyd County School Board,At Large,,Jennie HIGBIE,167,103,56,8,0
Floyd,New Albany - 20,Floyd County School Board,At Large,,Matt MAYFIELD,122,75,44,3,0
Floyd,New Albany - 20,Floyd County School Board,3,,Elizabeth A GALLIGAN,502,313,171,18,0
Floyd,New Albany - 20,Floyd County School Board,4,,Rebecca Jo GARDENOUR,430,263,149,18,0
Floyd,New Albany - 20,IN Supreme Court-Rush,,,Yes,415,253,148,14,0
Floyd,New Albany - 20,IN Supreme Court-Rush,,,No,190,120,61,9,0
Floyd,New Albany - 20,IN Supreme Court-Massa,,,Yes,396,249,136,11,0
Floyd,New Albany - 20,IN Supreme Court-Massa,,,No,198,121,65,12,0
Floyd,New Albany - 20,IN Supreme Court-Molter,,,Yes,393,247,134,12,0
Floyd,New Albany - 20,IN Supreme Court-Molter,,,No,198,118,70,10,0
Floyd,New Albany - 20,Court of Appeals Dist 1-Foley,,,Yes,412,258,140,14,0
Floyd,New Albany - 20,Court of Appeals Dist 1-Foley,,,No,179,108,62,9,0
Floyd,New Albany - 20,Court of Appeals Dist 4-Pyle III,,,Yes,415,254,147,14,0
Floyd,New Albany - 20,Court of Appeals Dist 4-Pyle III,,,No,179,113,57,9,0
Floyd,New Albany - 21,Registered Voters,,,,909,,,,
Floyd,New Albany - 21,Ballots Cast,,,,302,154,122,26,0
Floyd,New Albany - 21,Public Question-Const Amendment,,,Yes,167,83,69,15,0
Floyd,New Albany - 21,Public Question-Const Amendment,,,No,135,71,53,11,0
Floyd,New Albany - 21,Straight Ticket,,REP,Republican,117,66,46,5,0
Floyd,New Albany - 21,Straight Ticket,,DEM,Democratic,129,63,54,12,0
Floyd,New Albany - 21,Straight Ticket,,LBT,Libertarian,0,0,0,0,0
Floyd,New Albany - 21,Straight Ticket,,WTP,We The People,3,0,2,1,0
Floyd,New Albany - 21,President,,REP,Donald J TRUMP / JD VANCE,160,86,65,9,0
Floyd,New Albany - 21,President,,DEM,Kamala D HARRIS / Tim WALZ,180,87,68,25,0
Floyd,New Albany - 21,President,,LBT,Chase OLIVER / Mike ter MAAT,0,0,0,0,0
Floyd,New Albany - 21,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,3,0,3,0,0
Floyd,New Albany - 21,President,,,Write-In,0,0,0,0,0
Floyd,New Albany - 21,U.S. Senate,,REP,Jim BANKS,149,83,57,9,0
Floyd,New Albany - 21,U.S. Senate,,DEM,Valerie McCRAY,180,86,70,24,0
Floyd,New Albany - 21,U.S. Senate,,LBT,Andrew HORNING,10,2,7,1,0
Floyd,New Albany - 21,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,New Albany - 21,Governor,,REP,Mike BRAUN / Micah BECKWITH,149,83,58,8,0
Floyd,New Albany - 21,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,187,88,74,25,0
Floyd,New Albany - 21,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,5,1,3,1,0
Floyd,New Albany - 21,Governor,,,Write-In,0,0,0,0,0
Floyd,New Albany - 21,Attorney General,,REP,Todd ROKITA,149,85,53,11,0
Floyd,New Albany - 21,Attorney General,,DEM,Destiny WELLS,191,87,81,23,0
Floyd,New Albany - 21,U.S. House,9,REP,Erin HOUCHIN,159,85,63,11,0
Floyd,New Albany - 21,U.S. House,9,DEM,Timothy (Tim) PECK,173,85,67,21,0
Floyd,New Albany - 21,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,8,1,5,2,0
Floyd,New Albany - 21,State House,72,REP,Edward D (Ed) CLERE,153,82,60,11,0
Floyd,New Albany - 21,State House,72,DEM,Jason APPLEGATE,184,87,74,23,0
Floyd,New Albany - 21,County Recorder,,REP,Lois NAVILLE ENDRIS,208,109,81,18,0
Floyd,New Albany - 21,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 21,County Treasurer,,REP,Steve BURKS,162,84,66,12,0
Floyd,New Albany - 21,County Treasurer,,DEM,Vickie TENCER,177,88,67,22,0
Floyd,New Albany - 21,County Coroner,,REP,Matthew TOMLIN,147,79,58,10,0
Floyd,New Albany - 21,County Coroner,,DEM,Amy M CULWELL,193,93,76,24,0
Floyd,New Albany - 21,County Surveyor,,REP,John G BRINKWORTH III,210,106,84,20,0
Floyd,New Albany - 21,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 21,County Commissioner,2,REP,Frank A LOOP,160,89,60,11,0
Floyd,New Albany - 21,County Commissioner,2,DEM,Veronica M COMBS,182,84,75,23,0
Floyd,New Albany - 21,County Commissioner,3,REP,Jason SHARP,156,85,60,11,0
Floyd,New Albany - 21,County Commissioner,3,DEM,Tim HARBISON,184,88,73,23,0
Floyd,New Albany - 21,County Council Member,At Large,REP,D M BAGSHAW,134,74,52,8,0
Floyd,New Albany - 21,County Council Member,At Large,REP,Matt MILLIES,114,65,42,7,0
Floyd,New Albany - 21,County Council Member,At Large,REP,Sam SARKISIAN,120,69,41,10,0
Floyd,New Albany - 21,County Council Member,At Large,DEM,Daniel T HARRIS,132,64,53,15,0
Floyd,New Albany - 21,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,149,73,58,18,0
Floyd,New Albany - 21,County Council Member,At Large,DEM,Brad STRIEGEL,144,71,55,18,0
Floyd,New Albany - 21,County Council Member,At Large,LBT,Morgan BEATTY,30,12,15,3,0
Floyd,New Albany - 21,Floyd County School Board,At Large,,Ann CURRUTHER,134,60,56,18,0
Floyd,New Albany - 21,Floyd County School Board,At Large,,Jennie HIGBIE,78,35,36,7,0
Floyd,New Albany - 21,Floyd County School Board,At Large,,Matt MAYFIELD,64,39,22,3,0
Floyd,New Albany - 21,Floyd County School Board,3,,Elizabeth A GALLIGAN,233,111,96,26,0
Floyd,New Albany - 21,Floyd County School Board,4,,Rebecca Jo GARDENOUR,194,93,76,25,0
Floyd,New Albany - 21,IN Supreme Court-Rush,,,Yes,187,89,81,17,0
Floyd,New Albany - 21,IN Supreme Court-Rush,,,No,93,48,33,12,0
Floyd,New Albany - 21,IN Supreme Court-Massa,,,Yes,171,80,75,16,0
Floyd,New Albany - 21,IN Supreme Court-Massa,,,No,100,48,39,13,0
Floyd,New Albany - 21,IN Supreme Court-Molter,,,Yes,178,83,79,16,0
Floyd,New Albany - 21,IN Supreme Court-Molter,,,No,98,49,36,13,0
Floyd,New Albany - 21,Court of Appeals Dist 1-Foley,,,Yes,176,84,75,17,0
Floyd,New Albany - 21,Court of Appeals Dist 1-Foley,,,No,99,47,40,12,0
Floyd,New Albany - 21,Court of Appeals Dist 4-Pyle III,,,Yes,187,90,78,19,0
Floyd,New Albany - 21,Court of Appeals Dist 4-Pyle III,,,No,91,42,39,10,0
Floyd,New Albany - 22,Registered Voters,,,,987,,,,
Floyd,New Albany - 22,Ballots Cast,,,,434,218,189,27,0
Floyd,New Albany - 22,Public Question-Const Amendment,,,Yes,222,105,102,15,0
Floyd,New Albany - 22,Public Question-Const Amendment,,,No,212,113,87,12,0
Floyd,New Albany - 22,Straight Ticket,,REP,Republican,144,82,55,7,0
Floyd,New Albany - 22,Straight Ticket,,DEM,Democratic,167,82,68,17,0
Floyd,New Albany - 22,Straight Ticket,,LBT,Libertarian,3,1,2,0,0
Floyd,New Albany - 22,Straight Ticket,,WTP,We The People,2,0,2,0,0
Floyd,New Albany - 22,President,,REP,Donald J TRUMP / JD VANCE,220,114,91,15,0
Floyd,New Albany - 22,President,,DEM,Kamala D HARRIS / Tim WALZ,262,123,107,32,0
Floyd,New Albany - 22,President,,LBT,Chase OLIVER / Mike ter MAAT,4,1,3,0,0
Floyd,New Albany - 22,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,5,3,2,0,0
Floyd,New Albany - 22,President,,,Write-In,1,0,1,0,0
Floyd,New Albany - 22,U.S. Senate,,REP,Jim BANKS,203,108,80,15,0
Floyd,New Albany - 22,U.S. Senate,,DEM,Valerie McCRAY,258,116,109,33,0
Floyd,New Albany - 22,U.S. Senate,,LBT,Andrew HORNING,18,6,12,0,0
Floyd,New Albany - 22,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,New Albany - 22,Governor,,REP,Mike BRAUN / Micah BECKWITH,216,111,89,16,0
Floyd,New Albany - 22,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,258,120,106,32,0
Floyd,New Albany - 22,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,12,4,8,0,0
Floyd,New Albany - 22,Governor,,,Write-In,0,0,0,0,0
Floyd,New Albany - 22,Attorney General,,REP,Todd ROKITA,216,115,88,13,0
Floyd,New Albany - 22,Attorney General,,DEM,Destiny WELLS,265,117,114,34,0
Floyd,New Albany - 22,U.S. House,9,REP,Erin HOUCHIN,223,121,88,14,0
Floyd,New Albany - 22,U.S. House,9,DEM,Timothy (Tim) PECK,245,108,106,31,0
Floyd,New Albany - 22,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,12,3,9,0,0
Floyd,New Albany - 22,State House,72,REP,Edward D (Ed) CLERE,214,117,86,11,0
Floyd,New Albany - 22,State House,72,DEM,Jason APPLEGATE,268,117,115,36,0
Floyd,New Albany - 22,County Recorder,,REP,Lois NAVILLE ENDRIS,309,151,137,21,0
Floyd,New Albany - 22,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 22,County Treasurer,,REP,Steve BURKS,226,117,95,14,0
Floyd,New Albany - 22,County Treasurer,,DEM,Vickie TENCER,256,118,107,31,0
Floyd,New Albany - 22,County Coroner,,REP,Matthew TOMLIN,200,101,88,11,0
Floyd,New Albany - 22,County Coroner,,DEM,Amy M CULWELL,278,133,113,32,0
Floyd,New Albany - 22,County Surveyor,,REP,John G BRINKWORTH III,308,153,133,22,0
Floyd,New Albany - 22,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 22,County Commissioner,2,REP,Frank A LOOP,222,113,95,14,0
Floyd,New Albany - 22,County Commissioner,2,DEM,Veronica M COMBS,256,121,104,31,0
Floyd,New Albany - 22,County Commissioner,3,REP,Jason SHARP,212,111,89,12,0
Floyd,New Albany - 22,County Commissioner,3,DEM,Tim HARBISON,266,123,112,31,0
Floyd,New Albany - 22,County Council Member,At Large,REP,D M BAGSHAW,188,104,77,7,0
Floyd,New Albany - 22,County Council Member,At Large,REP,Matt MILLIES,161,88,66,7,0
Floyd,New Albany - 22,County Council Member,At Large,REP,Sam SARKISIAN,165,89,64,12,0
Floyd,New Albany - 22,County Council Member,At Large,DEM,Daniel T HARRIS,197,96,84,17,0
Floyd,New Albany - 22,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,218,101,96,21,0
Floyd,New Albany - 22,County Council Member,At Large,DEM,Brad STRIEGEL,226,113,89,24,0
Floyd,New Albany - 22,County Council Member,At Large,LBT,Morgan BEATTY,58,22,34,2,0
Floyd,New Albany - 22,Floyd County School Board,At Large,,Ann CURRUTHER,195,96,92,7,0
Floyd,New Albany - 22,Floyd County School Board,At Large,,Jennie HIGBIE,109,49,48,12,0
Floyd,New Albany - 22,Floyd County School Board,At Large,,Matt MAYFIELD,84,45,36,3,0
Floyd,New Albany - 22,Floyd County School Board,3,,Elizabeth A GALLIGAN,335,161,154,20,0
Floyd,New Albany - 22,Floyd County School Board,4,,Rebecca Jo GARDENOUR,281,137,125,19,0
Floyd,New Albany - 22,IN Supreme Court-Rush,,,Yes,258,122,120,16,0
Floyd,New Albany - 22,IN Supreme Court-Rush,,,No,137,61,65,11,0
Floyd,New Albany - 22,IN Supreme Court-Massa,,,Yes,241,124,105,12,0
Floyd,New Albany - 22,IN Supreme Court-Massa,,,No,146,56,74,16,0
Floyd,New Albany - 22,IN Supreme Court-Molter,,,Yes,249,126,107,16,0
Floyd,New Albany - 22,IN Supreme Court-Molter,,,No,142,58,72,12,0
Floyd,New Albany - 22,Court of Appeals Dist 1-Foley,,,Yes,249,120,115,14,0
Floyd,New Albany - 22,Court of Appeals Dist 1-Foley,,,No,136,58,65,13,0
Floyd,New Albany - 22,Court of Appeals Dist 4-Pyle III,,,Yes,239,115,110,14,0
Floyd,New Albany - 22,Court of Appeals Dist 4-Pyle III,,,No,147,62,72,13,0
Floyd,New Albany - 23,Registered Voters,,,,1162,,,,
Floyd,New Albany - 23,Ballots Cast,,,,524,277,218,29,0
Floyd,New Albany - 23,Public Question-Const Amendment,,,Yes,258,146,101,11,0
Floyd,New Albany - 23,Public Question-Const Amendment,,,No,266,131,117,18,0
Floyd,New Albany - 23,Straight Ticket,,REP,Republican,164,86,71,7,0
Floyd,New Albany - 23,Straight Ticket,,DEM,Democratic,236,134,88,14,0
Floyd,New Albany - 23,Straight Ticket,,LBT,Libertarian,2,0,2,0,0
Floyd,New Albany - 23,Straight Ticket,,WTP,We The People,5,2,2,1,0
Floyd,New Albany - 23,President,,REP,Donald J TRUMP / JD VANCE,239,123,104,12,0
Floyd,New Albany - 23,President,,DEM,Kamala D HARRIS / Tim WALZ,328,173,122,33,0
Floyd,New Albany - 23,President,,LBT,Chase OLIVER / Mike ter MAAT,3,0,3,0,0
Floyd,New Albany - 23,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,8,4,4,0,0
Floyd,New Albany - 23,President,,,Write-In,1,0,1,0,0
Floyd,New Albany - 23,U.S. Senate,,REP,Jim BANKS,235,122,100,13,0
Floyd,New Albany - 23,U.S. Senate,,DEM,Valerie McCRAY,322,169,122,31,0
Floyd,New Albany - 23,U.S. Senate,,LBT,Andrew HORNING,17,5,12,0,0
Floyd,New Albany - 23,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,New Albany - 23,Governor,,REP,Mike BRAUN / Micah BECKWITH,224,119,92,13,0
Floyd,New Albany - 23,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,335,172,132,31,0
Floyd,New Albany - 23,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,16,4,11,1,0
Floyd,New Albany - 23,Governor,,,Write-In,0,0,0,0,0
Floyd,New Albany - 23,Attorney General,,REP,Todd ROKITA,241,123,107,11,0
Floyd,New Albany - 23,Attorney General,,DEM,Destiny WELLS,330,169,127,34,0
Floyd,New Albany - 23,U.S. House,9,REP,Erin HOUCHIN,238,127,100,11,0
Floyd,New Albany - 23,U.S. House,9,DEM,Timothy (Tim) PECK,313,165,118,30,0
Floyd,New Albany - 23,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,18,3,14,1,0
Floyd,New Albany - 23,State House,72,REP,Edward D (Ed) CLERE,244,123,108,13,0
Floyd,New Albany - 23,State House,72,DEM,Jason APPLEGATE,330,172,127,31,0
Floyd,New Albany - 23,County Recorder,,REP,Lois NAVILLE ENDRIS,343,166,156,21,0
Floyd,New Albany - 23,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 23,County Treasurer,,REP,Steve BURKS,250,125,114,11,0
Floyd,New Albany - 23,County Treasurer,,DEM,Vickie TENCER,320,167,120,33,0
Floyd,New Albany - 23,County Coroner,,REP,Matthew TOMLIN,229,115,105,9,0
Floyd,New Albany - 23,County Coroner,,DEM,Amy M CULWELL,341,179,129,33,0
Floyd,New Albany - 23,County Surveyor,,REP,John G BRINKWORTH III,333,165,148,20,0
Floyd,New Albany - 23,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,New Albany - 23,County Commissioner,2,REP,Frank A LOOP,257,130,112,15,0
Floyd,New Albany - 23,County Commissioner,2,DEM,Veronica M COMBS,312,164,121,27,0
Floyd,New Albany - 23,County Commissioner,3,REP,Jason SHARP,240,124,108,8,0
Floyd,New Albany - 23,County Commissioner,3,DEM,Tim HARBISON,324,167,125,32,0
Floyd,New Albany - 23,County Council Member,At Large,REP,D M BAGSHAW,194,106,81,7,0
Floyd,New Albany - 23,County Council Member,At Large,REP,Matt MILLIES,187,96,84,7,0
Floyd,New Albany - 23,County Council Member,At Large,REP,Sam SARKISIAN,200,110,79,11,0
Floyd,New Albany - 23,County Council Member,At Large,DEM,Daniel T HARRIS,258,133,102,23,0
Floyd,New Albany - 23,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,246,129,93,24,0
Floyd,New Albany - 23,County Council Member,At Large,DEM,Brad STRIEGEL,269,148,94,27,0
Floyd,New Albany - 23,County Council Member,At Large,LBT,Morgan BEATTY,80,23,55,2,0
Floyd,New Albany - 23,Floyd County School Board,At Large,,Ann CURRUTHER,224,122,86,16,0
Floyd,New Albany - 23,Floyd County School Board,At Large,,Jennie HIGBIE,134,73,50,11,0
Floyd,New Albany - 23,Floyd County School Board,At Large,,Matt MAYFIELD,97,43,51,3,0
Floyd,New Albany - 23,Floyd County School Board,3,,Elizabeth A GALLIGAN,384,196,163,25,0
Floyd,New Albany - 23,Floyd County School Board,4,,Rebecca Jo GARDENOUR,340,171,143,26,0
Floyd,New Albany - 23,IN Supreme Court-Rush,,,Yes,340,184,137,19,0
Floyd,New Albany - 23,IN Supreme Court-Rush,,,No,150,72,63,15,0
Floyd,New Albany - 23,IN Supreme Court-Massa,,,Yes,303,166,128,9,0
Floyd,New Albany - 23,IN Supreme Court-Massa,,,No,173,79,69,25,0
Floyd,New Albany - 23,IN Supreme Court-Molter,,,Yes,305,171,125,9,0
Floyd,New Albany - 23,IN Supreme Court-Molter,,,No,165,75,66,24,0
Floyd,New Albany - 23,Court of Appeals Dist 1-Foley,,,Yes,308,172,125,11,0
Floyd,New Albany - 23,Court of Appeals Dist 1-Foley,,,No,161,74,65,22,0
Floyd,New Albany - 23,Court of Appeals Dist 4-Pyle III,,,Yes,317,173,131,13,0
