county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Clinton,PRECINCT 01,Registered Voters,,,,,219,,,
Clinton,PRECINCT 01,Ballots Cast,,,,,151,,,
Clinton,PRECINCT 01,President,,1,REP,Donald J. TRUMP / JD VANCE,81,41,6,34
Clinton,PRECINCT 01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,58,26,1,31
Clinton,PRECINCT 01,President,,1,LBT,Chase OLIVER / Mike terr MATT,2,2,0,0
Clinton,PRECINCT 01,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,2,0,2
Clinton,PRECINCT 01,President,,1,,Write-In,0,0,0,0
Clinton,PRECINCT 01,U.S. Senate,,1,REP,Jim BANKS,96,47,7,42
Clinton,PRECINCT 01,U.S. Senate,,1,DEM,Valerie McCRAY,43,22,0,21
Clinton,PRECINCT 01,U.S. Senate,,1,LBT,Andrew HORNING,5,3,1,1
Clinton,PRECINCT 01,U.S. Senate,,1,,Write-In,0,0,0,0
Clinton,PRECINCT 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,55,28,2,25
Clinton,PRECINCT 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,7,6,0,1
Clinton,PRECINCT 01,Governor,,1,,Write-In,0,0,0,0
Clinton,PRECINCT 01,Attorney General,,1,REP,Todd ROKITA,85,39,8,38
Clinton,PRECINCT 01,Attorney General,,1,DEM,Destiny WELLS,57,29,0,28
Clinton,PRECINCT 01,U.S. House,4,1,REP,Jim BAIRD,90,41,7,42
Clinton,PRECINCT 01,U.S. House,4,1,DEM,Derrick HOLDER,45,22,0,23
Clinton,PRECINCT 01,U.S. House,4,1,LBT,Ashley GROFF,7,6,1,0
Clinton,PRECINCT 01,U.S. House,4,1,,Write-In,0,0,0,0
Clinton,PRECINCT 01,State Senate,7,1,REP,Brian W. BUCHANAN,108,56,8,44
Clinton,PRECINCT 01,State House,41,1,REP,Mark GENDA,112,55,8,49
Clinton,PRECINCT 01,State House,41,1,DEM,Dan SIKES,29,13,0,16
Clinton,PRECINCT 01,Judge of the Circuit Court 45th Circuit,,1,REP,Bradley K. MOHLER,115,62,7,46
Clinton,PRECINCT 01,County Recorder,,1,REP,Kialee MITCHELL,111,59,6,46
Clinton,PRECINCT 01,County Treasurer,,1,REP,Gina BRETTNACHER,112,59,7,46
Clinton,PRECINCT 01,County Coroner,,1,REP,Edward (Ed) CRIPE,115,64,5,46
Clinton,PRECINCT 01,County Surveyor,,1,REP,Dan SHEETS,116,64,5,47
Clinton,PRECINCT 01,County Commissioner,1,1,REP,Bert WEAVER,110,58,7,45
Clinton,PRECINCT 01,County Commissioner,2,1,REP,Kevin MYERS,113,63,7,43
