county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Blackford,01 Harrison 01,Registered Voters,,,,,1018,,,
Blackford,01 Harrison 01,Ballots Cast,,,,,557,,,
Blackford,01 Harrison 01,Public Question-Const Amendment,,1,,Yes,301,103,190,8
Blackford,01 Harrison 01,Public Question-Const Amendment,,1,,No,177,65,107,5
Blackford,01 Harrison 01,President,,1,REP,Donald J. TRUMP / JD VANCE,406,140,260,6
Blackford,01 Harrison 01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,140,53,75,12
Blackford,01 Harrison 01,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,0,1,0
Blackford,01 Harrison 01,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,0,3,1
Blackford,01 Harrison 01,President,,1,,Write-In,0,0,0,0
Blackford,01 Harrison 01,U.S. Senate,,1,REP,Jim BANKS,380,133,239,8
Blackford,01 Harrison 01,U.S. Senate,,1,DEM,Valerie McCRAY,117,42,67,8
Blackford,01 Harrison 01,U.S. Senate,,1,LBT,Andrew HORNING,22,6,16,0
Blackford,01 Harrison 01,U.S. Senate,,1,,Write-In,0,0,0,0
Blackford,01 Harrison 01,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,312,116,191,5
Blackford,01 Harrison 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,139,46,85,8
Blackford,01 Harrison 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,70,20,49,1
Blackford,01 Harrison 01,Governor,,1,,Write-In,1,1,0,0
Blackford,01 Harrison 01,Attorney General,,1,REP,Todd ROKITA,380,135,241,4
Blackford,01 Harrison 01,Attorney General,,1,DEM,Destiny WELLS,148,52,87,9
Blackford,01 Harrison 01,U.S. House,3,1,REP,Marlin A. STUTZMAN,357,130,223,4
Blackford,01 Harrison 01,U.S. House,3,1,DEM,Kiley M. ADOLPH,125,44,73,8
Blackford,01 Harrison 01,U.S. House,3,1,LBT,Jarrad LANCASTER,43,9,33,1
Blackford,01 Harrison 01,U.S. House,3,1,,Write-In,1,0,1,0
Blackford,01 Harrison 01,State House,33,1,REP,John (J.D.) PRESCOTT,386,135,246,5
Blackford,01 Harrison 01,State House,33,1,DEM,John E. BARTLETT,138,50,80,8
Blackford,01 Harrison 01,Judge of the Circuit Court 71st Circuit,,1,REP,Brian W. BADE,422,143,273,6
Blackford,01 Harrison 01,Circuit Court Clerk,,1,REP,Kimberly PITTS,395,131,258,6
Blackford,01 Harrison 01,County Recorder,,1,REP,Chris LANDIS,380,129,246,5
Blackford,01 Harrison 01,County Recorder,,1,DEM,Dana TURNER,130,50,72,8
Blackford,01 Harrison 01,County Treasurer,,1,REP,Amanda (Light) LEAS,422,140,276,6
Blackford,01 Harrison 01,County Commissioner,1,1,REP,Dan BORGENHEIMER,428,143,278,7
Blackford,01 Harrison 01,County Commissioner,3,1,REP,John A. LANCASTER,457,154,293,10
Blackford,01 Harrison 01,County Council Member,At Large,3,REP,Jack D. BECKLEY,233,81,145,7
Blackford,01 Harrison 01,County Council Member,At Large,3,REP,Casey DICK,230,71,152,7
Blackford,01 Harrison 01,County Council Member,At Large,3,REP,Ryan C. GOODSPEED,201,58,136,7
Blackford,01 Harrison 01,County Council Member,At Large,3,IND,Dennis LAYMAN,189,71,108,10
Blackford,01 Harrison 01,Blackford County SB,Hartford City,1,,Nikki GORRELL,354,116,232,6
Blackford,01 Harrison 01,Blackford County SB,Montpelier,1,,Troy M. KAUFMAN,404,138,254,12
Blackford,01 Harrison 01,IN Supreme Court-Rush,,1,,Yes,311,106,197,8
Blackford,01 Harrison 01,IN Supreme Court-Rush,,1,,No,125,43,78,4
Blackford,01 Harrison 01,IN Supreme Court-Massa,,1,,Yes,304,106,190,8
Blackford,01 Harrison 01,IN Supreme Court-Massa,,1,,No,125,41,80,4
Blackford,01 Harrison 01,IN Supreme Court-Molter,,1,,Yes,304,104,191,9
