county,precinct,office,district,seats,party,candidate,votes
Posey,Bethel,President,,1,,Write-In,0
Posey,Bethel,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,1
Posey,Bethel,President,,1,REP,Donald J. TRUMP / JD Vance,88
Posey,Bethel,President,,1,DEM,Kamala D. HARRIS / Tim Walz,31
Posey,Bethel,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,1
Posey,Bethel,U.S. Senate,,1,LBT,Andrew HORNING,1
Posey,Bethel,U.S. Senate,,1,,Write-In,0
Posey,Bethel,U.S. Senate,,1,REP,Jim BANKS,86
Posey,Bethel,U.S. Senate,,1,DEM,Valerie McCRAY,31
Posey,Bethel,U.S. House,8,1,DEM,Erik HURT,31
Posey,Bethel,U.S. House,8,1,LBT,K Richard FITZLAFF,3
Posey,Bethel,U.S. House,8,1,REP,Mark MESSMER,85
Posey,Bethel,Governor,,1,,Write-In,0
Posey,Bethel,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,6
Posey,Bethel,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,34
Posey,Bethel,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,80
Posey,Bethel,Attorney General,,1,DEM,Destiny WELLS,32
Posey,Bethel,Attorney General,,1,REP,Todd ROKITA,87
Posey,Bethel,State House,76,1,REP,Wendy (Mac) McNAMARA,100
Posey,Bethel,County Commissioner,1,1,REP,Bryan SCHORR,99
Posey,Bethel,County Commissioner,3,1,REP,Bill COLLINS,93
Posey,Bethel,County Commissioner,3,1,IND,Steve MOORE,16
Posey,Bethel,County Surveyor,,1,REP,Adam M. BIGGE,98
Posey,Bethel,County Treasurer,,1,REP,Vicki PEERMAN,101
Posey,Bethel,County Council,At Large,3,DEM,Brandon R. DEIG,52
Posey,Bethel,County Council,At Large,3,REP,Dave PEARCE,76
Posey,Bethel,County Council,At Large,3,REP,Heather ALLYN,54
Posey,Bethel,County Council,At Large,3,REP,Rusty JOURDAN,44
Posey,Bethel,Posey Circuit Court Judge,11th Judicial Circuit,1,REP,Craig GOEDDE,98
Posey,Bethel,North Posey Metropolitan School Board,1,1,NP,Larry A. KAHLE,48
Posey,Bethel,North Posey Metropolitan School Board,1,1,NP,Vincent OAKLEY,54
Posey,Bethel,North Posey Metropolitan School Board,2,1,NP,Rick NIGHTINGALE,86
Posey,Black 01,President,,1,,Write-In,0
Posey,Black 01,President,,1,LBT,Chase OLIVER / Mike Ter MAAT,0
Posey,Black 01,President,,1,REP,Donald J. TRUMP / JD Vance,430
Posey,Black 01,President,,1,DEM,Kamala D. HARRIS / Tim Walz,125
Posey,Black 01,President,,1,WTP,Robert F. KENNEDY JR. / Nicole SHANAHAN,3
Posey,Black 01,U.S. Senate,,1,LBT,Andrew HORNING,9
Posey,Black 01,U.S. Senate,,1,,Write-In,0
Posey,Black 01,U.S. Senate,,1,REP,Jim BANKS,420
Posey,Black 01,U.S. Senate,,1,DEM,Valerie McCRAY,122
Posey,Black 01,U.S. House,8,1,DEM,Erik HURT,116
Posey,Black 01,U.S. House,8,1,LBT,K Richard FITZLAFF,8
Posey,Black 01,U.S. House,8,1,REP,Mark MESSMER,428
Posey,Black 01,Governor,,1,,Write-In,0
Posey,Black 01,Governor,,1,LBT,Donald RAINWATER / Tonya  HUDSON,14
Posey,Black 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry  GOODIN,143
Posey,Black 01,Governor,,1,REP,Mike BRAUN / Micah  BECKWITH,399
Posey,Black 01,Attorney General,,1,DEM,Destiny WELLS,132
