county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
DeKalb,01 Butler 1,Ballots Cast,,,,,278,,,
DeKalb,01 Butler 1,Public Question-Const Amendment,,1,,Yes,143,91,49,3
DeKalb,01 Butler 1,Public Question-Const Amendment,,1,,No,105,67,32,6
DeKalb,01 Butler 1,President,,1,REP,Donald J. TRUMP / JD VANCE,209,129,73,7
DeKalb,01 Butler 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,65,46,14,5
DeKalb,01 Butler 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0,0
DeKalb,01 Butler 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,3,2,1,0
DeKalb,01 Butler 1,President,,1,,Write-In,0,0,0,0
DeKalb,01 Butler 1,U.S. Senate,,1,REP,Jim BANKS,197,121,68,8
DeKalb,01 Butler 1,U.S. Senate,,1,DEM,Valerie McCRAY,59,43,13,3
DeKalb,01 Butler 1,U.S. Senate,,1,LBT,Andrew HORNING,5,4,1,0
DeKalb,01 Butler 1,U.S. Senate,,1,,Write-In,1,0,1,0
DeKalb,01 Butler 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,193,120,66,7
DeKalb,01 Butler 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,65,45,16,4
DeKalb,01 Butler 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,15,10,5,0
DeKalb,01 Butler 1,Governor,,1,,Write-In,0,0,0,0
DeKalb,01 Butler 1,Attorney General,,1,REP,Todd ROKITA,188,115,66,7
DeKalb,01 Butler 1,Attorney General,,1,DEM,Destiny WELLS,69,50,16,3
DeKalb,01 Butler 1,U.S. House,3,1,REP,Marlin A. STUTZMAN,197,122,68,7
DeKalb,01 Butler 1,U.S. House,3,1,DEM,Kiley M. ADOLPH,65,46,15,4
DeKalb,01 Butler 1,U.S. House,3,1,LBT,Jarrad LANCASTER,6,3,3,0
DeKalb,01 Butler 1,U.S. House,3,1,,Write-In,1,0,1,0
DeKalb,01 Butler 1,State Senate,13,1,REP,C. Susan GLICK,221,136,77,8
DeKalb,01 Butler 1,State House,52,1,REP,Ben SMALTZ,203,130,67,6
DeKalb,01 Butler 1,State House,52,1,DEM,Walt SORG,66,43,20,3
DeKalb,01 Butler 1,Judge of the Superior Court,,1,REP,Patrick L. JESSUP,216,132,76,8
DeKalb,01 Butler 1,Circuit Court Clerk,,1,REP,Dana E. HEDRICK,214,134,72,8
DeKalb,01 Butler 1,County Recorder,,1,REP,Leta HULLINGER,217,136,73,8
DeKalb,01 Butler 1,County Treasurer,,1,REP,Joni HUMBARGER,206,128,70,8
DeKalb,01 Butler 1,County Surveyor,,1,REP,Glenn M. CRAWFORD,218,135,75,8
DeKalb,01 Butler 1,County Commissioner,Central,1,REP,Kellen R. DOOLEY,172,113,55,4
DeKalb,01 Butler 1,County Commissioner,Central,1,IND,Claramary WINEBRENNER,67,39,24,4
DeKalb,01 Butler 1,County Commissioner,East,1,REP,James (Jim) MILLER,211,133,70,8
DeKalb,01 Butler 1,County Council Member,At Large,3,REP,Bob KRAFFT,133,85,42,6
DeKalb,01 Butler 1,County Council Member,At Large,3,REP,Amy PROSSER,119,78,35,6
DeKalb,01 Butler 1,County Council Member,At Large,3,REP,Dave YARDE,167,111,50,6
DeKalb,01 Butler 1,Garret/Keyser/Butler SB,Butler Township,1,,Mark THRUSH,209,133,69,7
DeKalb,01 Butler 1,Garret/Keyser/Butler SB,City of Garrett,1,,Dorothy (Dottie) FUENTES,98,68,28,2
DeKalb,01 Butler 1,Garret/Keyser/Butler SB,City of Garrett,1,,Tyler LANNING,103,57,40,6
DeKalb,01 Butler 1,Garret/Keyser/Butler SB,Keyser Township,1,,Grace SCHARLACH,73,46,24,3
DeKalb,01 Butler 1,Garret/Keyser/Butler SB,Keyser Township,1,,Brent C. WELLER,146,93,48,5
DeKalb,01 Butler 1,IN Supreme Court-Rush,,1,,Yes,170,111,53,6
DeKalb,01 Butler 1,IN Supreme Court-Rush,,1,,No,54,35,19,0
DeKalb,01 Butler 1,IN Supreme Court-Massa,,1,,Yes,171,110,56,5
DeKalb,01 Butler 1,IN Supreme Court-Massa,,1,,No,47,33,14,0
DeKalb,01 Butler 1,IN Supreme Court-Molter,,1,,Yes,172,111,55,6
DeKalb,01 Butler 1,IN Supreme Court-Molter,,1,,No,51,34,17,0
DeKalb,01 Butler 1,Court of Appeals Dist 4-Pyle III,,1,,Yes,171,109,56,6
DeKalb,01 Butler 1,Court of Appeals Dist 4-Pyle III,,1,,No,47,31,16,0
DeKalb,01 Butler 1,Straight Party,,,DEM,,16,,,
DeKalb,01 Butler 1,Straight Party,,,REP,,79,,,
DeKalb,02 Butler 2,Registered Voters,,,,,895,,,
DeKalb,02 Butler 2,Ballots Cast,,,,,637,,,
DeKalb,02 Butler 2,Public Question-Const Amendment,,1,,Yes,282,184,91,7
