county,office,district,candidate,party,votes
Gibson,Governor,,Mitch Daniels,Republican,930
Gibson,Governor,,Eric Miller,Republican,289
Gibson,U.S. House,8,Jon P. Jennings,Democratic,2413
Gibson,U.S. House,8,Bill Pearman,Democratic,634
Gibson,U.S. House,8,John N. Hostettler,Republican,1138
Gibson,State House,64,John Gregory Frenz,Democratic,2785
Gibson,State House,64,Troy Woodruff,Republican,891
Gibson,Judge Of The Superior Court,Gibson County,Earl G. Penrod,Democratic,2962
Grant,President,,Wesley K. Clark,Democratic,198
Grant,President,,Howard Dean,Democratic,310
Grant,President,,John Edwards,Democratic,427
Grant,President,,John F. Kerry,Democratic,2079
Grant,President,,Dennis J. Kucinich,Democratic,45
Grant,President,,"Lyndon H. Larouche, Jr.",Democratic,40
Grant,President,,George W. Bush,Republican,7840
Grant,U.S. Senator,,Evan Bayh,Democratic,2954
Grant,U.S. Senator,,Marvin Scott,Republican,5240
Grant,Governor,,Joe Kernan,Democratic,2879
Grant,Governor,,Mitch Daniels,Republican,5802
Grant,Governor,,Eric Miller,Republican,2625
Grant,U.S. House,5,Mike Brinegar,Democratic,971
Grant,U.S. House,5,Katherine Fox Carr,Democratic,1715
Grant,U.S. House,5,Dan Burton,Republican,7345
Grant,U.S. House,5,George Thomas Holland,Republican,539
Grant,U.S. House,5,Victor Dean Wakley,Republican,244
Grant,State House,18,David A. Wolkins,Republican,0
Grant,State House,18,John Smith,Republican,0
Grant,State House,18,Timothy W. Harris,Republican,3434
Grant,State House,18,P. Eric Turner,Republican,2967
Greene,President,,Wesley K. Clark,Democratic,266
Greene,President,,Howard Dean,Democratic,178
Greene,President,,John Edwards,Democratic,309
Greene,President,,John F. Kerry,Democratic,1562
Greene,President,,Dennis J. Kucinich,Democratic,33
Greene,President,,"Lyndon H. Larouche, Jr.",Democratic,37
Greene,President,,George W. Bush,Republican,2183
Greene,U.S. Senator,,Evan Bayh,Democratic,2313
Greene,U.S. Senator,,Marvin Scott,Republican,1403
Greene,Governor,,Joe Kernan,Democratic,2077
Greene,Governor,,Mitch Daniels,Republican,1827
Greene,Governor,,Eric Miller,Republican,557
Greene,U.S. House,8,Jon P. Jennings,Democratic,1511
Greene,U.S. House,8,Bill Pearman,Democratic,470
Greene,U.S. House,8,John N. Hostettler,Republican,2241
Greene,State House,45,Alan B. Chowning,Democratic,691
Greene,State House,45,Bruce A. Borders,Republican,940
Greene,State House,45,Karyn Moskowitz,Republican,227
Greene,State House,45,Janie Craig Chenault,Republican,499
Greene,State House,45,Donald O. Patton,Republican,463
Hamilton,President,,Wesley K. Clark,Democratic,226
Hamilton,President,,Howard Dean,Democratic,232
Hamilton,President,,John Edwards,Democratic,389
Hamilton,President,,John F. Kerry,Democratic,2905
Hamilton,President,,Dennis J. Kucinich,Democratic,75
Hamilton,President,,"Lyndon H. Larouche, Jr.",Democratic,33
Hamilton,President,,George W. Bush,Republican,31063
Hamilton,U.S. Senator,,Evan Bayh,Democratic,3665
Hamilton,U.S. Senator,,Marvin Scott,Republican,21821
Hamilton,Governor,,Joe Kernan,Democratic,3645
Hamilton,Governor,,Mitch Daniels,Republican,25442
Hamilton,Governor,,Eric Miller,Republican,8369
Hamilton,U.S. House,5,Mike Brinegar,Democratic,965
Hamilton,U.S. House,5,Katherine Fox Carr,Democratic,2379
Hamilton,U.S. House,5,Dan Burton,Republican,27098
Hamilton,U.S. House,5,George Thomas Holland,Republican,3303
Hamilton,U.S. House,5,Victor Dean Wakley,Republican,1764
Hamilton,State Senator,20,S. Gopal Raju,Democratic,388
Hamilton,State Senator,20,Robert D. Threlkeld,Democratic,1134
Hamilton,State Senator,20,Luke Kenley,Republican,14478
Hamilton,State House,24,Richard W. (Rich) Mcclain,Republican,0
Hamilton,State House,24,P. Eric Turner,Republican,883
Hamilton,State House,24,Jerry Torr,Republican,8339
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Bernard Lowell (Buddy) Pylitt,Democratic,3067
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Daniel E. Henke,Republican,8120
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Daniel J. Pfleging,Republican,11095
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Todd L. Ruetz,Republican,7179
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Jeffrey D. Wehmueller,Republican,4433
Hancock,President,,Wesley K. Clark,Democratic,76
Hancock,President,,Howard Dean,Democratic,81
Hancock,President,,John Edwards,Democratic,157
Hancock,President,,John F. Kerry,Democratic,992
Hancock,President,,Dennis J. Kucinich,Democratic,20
Hancock,President,,"Lyndon H. Larouche, Jr.",Democratic,8
Hancock,President,,George W. Bush,Republican,8354
Hancock,U.S. Senator,,Evan Bayh,Democratic,1312
Hancock,U.S. Senator,,Marvin Scott,Republican,6319
Hancock,Governor,,Joe Kernan,Democratic,1253
Hancock,Governor,,Mitch Daniels,Republican,6027
Hancock,Governor,,Eric Miller,Republican,2995
Hancock,U.S. House,6,Mel Fox,Democratic,0
Hancock,U.S. House,6,Mike Pence,Republican,0
Hancock,State Senator,28,Beverly J. Gard,Republican,7601
Hancock,State House,53,Robert (Bob) Cherry,Republican,7136
Harrison,President,,Wesley K. Clark,Democratic,226
Harrison,President,,Howard Dean,Democratic,296
Harrison,President,,John Edwards,Democratic,574
Harrison,President,,John F. Kerry,Democratic,2515
Harrison,President,,Dennis J. Kucinich,Democratic,101
Harrison,President,,"Lyndon H. Larouche, Jr.",Democratic,89
Harrison,President,,George W. Bush,Republican,1958
Harrison,U.S. Senator,,Evan Bayh,Democratic,3881
Harrison,U.S. Senator,,Marvin Scott,Republican,1490
Harrison,Governor,,Joe Kernan,Democratic,3622
Harrison,Governor,,Mitch Daniels,Republican,1409
Harrison,Governor,,Eric Miller,Republican,532
Harrison,U.S. House,9,Baron Hill,Democratic,3623
Harrison,U.S. House,9,Lendall B. Terry,Democratic,548
Harrison,U.S. House,9,Mike Sodrel,Republican,1795
Harrison,State House,70,Paul J. Robertson,Democratic,3759
Harrison,Judge Of The Circuit Court,Harrison 3Rd Circuit,Harris Lloyd (Tad) Whitis,Republican,1718
Hendricks,President,,Wesley K. Clark,Democratic,177
Hendricks,President,,Howard Dean,Democratic,143
Hendricks,President,,John Edwards,Democratic,277
Hendricks,President,,John F. Kerry,Democratic,1615
Hendricks,President,,Dennis J. Kucinich,Democratic,41
Hendricks,President,,"Lyndon H. Larouche, Jr.",Democratic,20
Hendricks,President,,George W. Bush,Republican,16352
Hendricks,U.S. Senator,,Evan Bayh,Democratic,2235
Hendricks,U.S. Senator,,Marvin Scott,Republican,9006
Hendricks,Governor,,Joe Kernan,Democratic,2124
Hendricks,Governor,,Mitch Daniels,Republican,9907
Hendricks,Governor,,Eric Miller,Republican,8330
Hendricks,U.S. House,4,Bill Abbott,Democratic,838
Hendricks,U.S. House,4,David Sanders,Democratic,1057
Hendricks,U.S. House,4,Steve Buyer,Republican,10425
Hendricks,U.S. House,4,Mike Campbell,Republican,1666
Hendricks,U.S. House,4,Dennis Hardy,Republican,2244
Hendricks,U.S. House,4,Brian D. Paasch,Republican,2178
Hendricks,State Senator,24,Connie Lawson,Republican,13397
Hendricks,State Senator,24,R. Michael Young,Republican,0
Hendricks,State House,28,Jeffrey A. Thompson,Republican,3938
Henry,President,,Wesley K. Clark,Democratic,177
Henry,President,,Howard Dean,Democratic,175
Henry,President,,John Edwards,Democratic,380
Henry,President,,John F. Kerry,Democratic,2076
Henry,President,,Dennis J. Kucinich,Democratic,45
Henry,President,,"Lyndon H. Larouche, Jr.",Democratic,43
Henry,President,,George W. Bush,Republican,5952
Henry,U.S. Senator,,Evan Bayh,Democratic,2906
Henry,U.S. Senator,,Marvin Scott,Republican,4440
Henry,Governor,,Joe Kernan,Democratic,2772
Henry,Governor,,Mitch Daniels,Republican,4573
Henry,Governor,,Eric Miller,Republican,1797
Henry,U.S. House,6,Mel Fox,Democratic,2461
Henry,U.S. House,6,Mike Pence,Republican,5765
Henry,State Senator,42,Barry A. Welsh,Democratic,0
Henry,State Senator,42,Robert N. Jackman,Republican,0
Henry,State House,54,Christopher Surber,Democratic,1236
Henry,State House,54,Thomas E. (Tom) Saunders,Republican,4036
Howard,President,,Wesley K. Clark,Democratic,198
Howard,President,,Howard Dean,Democratic,287
Howard,President,,John Edwards,Democratic,495
Howard,President,,John F. Kerry,Democratic,2886
Howard,President,,Dennis J. Kucinich,Democratic,65
Howard,President,,"Lyndon H. Larouche, Jr.",Democratic,53
Howard,President,,George W. Bush,Republican,7736
Howard,U.S. Senator,,Evan Bayh,Democratic,3994
Howard,U.S. Senator,,Marvin Scott,Republican,5884
Howard,Governor,,Joe Kernan,Democratic,3804
Howard,Governor,,Mitch Daniels,Republican,5219
Howard,Governor,,Eric Miller,Republican,2897
Howard,U.S. House,4,Bill Abbott,Democratic,0
Howard,U.S. House,4,David Sanders,Democratic,0
Howard,U.S. House,4,Steve Buyer,Republican,0
Howard,U.S. House,4,Mike Campbell,Republican,0
Howard,U.S. House,4,Dennis Hardy,Republican,0
Howard,U.S. House,4,Brian D. Paasch,Republican,0
Howard,U.S. House,4,Katherine Fox Carr,Republican,1165
Howard,U.S. House,4,Dan Burton,Republican,5178
Howard,U.S. House,4,George Thomas Holland,Republican,381
Howard,U.S. House,4,Victor Dean Wakley,Republican,162
Howard,State House,30,Ron Herrell,Democratic,2848
Howard,State House,30,John Smith,Republican,3778
Howard,State House,30,P. Eric Turner,Republican,889
Howard,Judge Of The Superior Court,"Howard County, Court 1",Michael P. (Mick) Krebes,Democratic,3460
Howard,Judge Of The Superior Court,"Howard County, Court 1",William C. (Bill) Menges,Republican,6861
Huntington,President,,Wesley K. Clark,Democratic,69
Huntington,President,,Howard Dean,Democratic,73
Huntington,President,,John Edwards,Democratic,112
Huntington,President,,John F. Kerry,Democratic,663
Huntington,President,,Dennis J. Kucinich,Democratic,22
Huntington,President,,"Lyndon H. Larouche, Jr.",Democratic,12
Huntington,President,,George W. Bush,Republican,4591
Huntington,U.S. Senator,,Evan Bayh,Democratic,912
Huntington,U.S. Senator,,Marvin Scott,Republican,3306
Huntington,Governor,,Joe Kernan,Democratic,824
Huntington,Governor,,Mitch Daniels,Republican,3751
Huntington,Governor,,Eric Miller,Republican,1228
Huntington,U.S. House,3,Steve G. Hope,Democratic,0
Huntington,U.S. House,3,Maria M. Parra,Democratic,0
Huntington,U.S. House,3,Mark A. Summers,Democratic,0
Huntington,U.S. House,3,William Larsen,Republican,0
Huntington,U.S. House,3,Mark Edward Souder,Republican,0
Huntington,State House,50,Joe Wilson,Democratic,767
Huntington,State House,50,Daniel J. (Dan) Leonard,Republican,4368
Jackson,President,,Wesley K. Clark,Democratic,148
Jackson,President,,Howard Dean,Democratic,170
Jackson,President,,John Edwards,Democratic,320
Jackson,President,,John F. Kerry,Democratic,1676
Jackson,President,,Dennis J. Kucinich,Democratic,33
Jackson,President,,"Lyndon H. Larouche, Jr.",Democratic,34
Jackson,President,,George W. Bush,Republican,2709
Jackson,U.S. Senator,,Evan Bayh,Democratic,2465
Jackson,U.S. Senator,,Marvin Scott,Republican,2066
Jackson,Governor,,Joe Kernan,Democratic,2254
Jackson,Governor,,Mitch Daniels,Republican,2040
Jackson,Governor,,Eric Miller,Republican,754
Jackson,U.S. House,9,Baron Hill,Democratic,2400
Jackson,U.S. House,9,Lendall B. Terry,Democratic,210
Jackson,U.S. House,9,Mike Sodrel,Republican,2368
Jackson,State Senator,44,Becky Skillman,Republican,2343
Jackson,State House,65,Eric Allan Koch,Republican,539
Jackson,State House,65,Billy Bright,Republican,0
Jackson,State House,65,Ben P. Newell,Republican,0
Jasper,President,,Wesley K. Clark,Democratic,43
Jasper,President,,Howard Dean,Democratic,51
Jasper,President,,John Edwards,Democratic,72
Jasper,President,,John F. Kerry,Democratic,580
Jasper,President,,Dennis J. Kucinich,Democratic,9
Jasper,President,,"Lyndon H. Larouche, Jr.",Democratic,6
Jasper,President,,George W. Bush,Republican,3009
Jasper,U.S. Senator,,Evan Bayh,Democratic,680
Jasper,U.S. Senator,,Marvin Scott,Republican,2121
Jasper,Governor,,Joe Kernan,Democratic,632
Jasper,Governor,,Mitch Daniels,Republican,1768
Jasper,Governor,,Eric Miller,Republican,1442
Jasper,U.S. House,4,Bill Abbott,Democratic,0
Jasper,U.S. House,4,David Sanders,Democratic,0
Jasper,U.S. House,4,Steve Buyer,Republican,0
Jasper,U.S. House,4,Mike Campbell,Republican,0
Jasper,U.S. House,4,Dennis Hardy,Republican,0
Jasper,U.S. House,4,Brian D. Paasch,Republican,0
Jasper,State Senator,5,Nancy Dembowski,Democratic,91
Jasper,State Senator,5,Victor Heinold,Republican,243
Jasper,State Senator,5,Cresley W. Walker,Republican,103
Jasper,State House,13,Chester F. Dobis,Democratic,0
Jasper,State House,13,David M. Uzelac,Democratic,0
Jay,President,,Wesley K. Clark,Democratic,67
Jay,President,,Howard Dean,Democratic,80
Jay,President,,John Edwards,Democratic,121
Jay,President,,John F. Kerry,Democratic,854
Jay,President,,Dennis J. Kucinich,Democratic,10
Jay,President,,"Lyndon H. Larouche, Jr.",Democratic,17
Jay,President,,George W. Bush,Republican,2234
Jay,U.S. Senator,,Evan Bayh,Democratic,801
Jay,U.S. Senator,,Marvin Scott,Republican,1218
Jay,Governor,,Joe Kernan,Democratic,1098
Jay,Governor,,Mitch Daniels,Republican,1917
Jay,Governor,,Eric Miller,Republican,532
Jay,U.S. House,3,Steve G. Hope,Democratic,0
Jay,U.S. House,3,Maria M. Parra,Democratic,0
Jay,U.S. House,3,Mark A. Summers,Democratic,0
Jay,U.S. House,3,William Larsen,Republican,0
Jay,U.S. House,3,Mark Edward Souder,Republican,0
Jay,State House,33,Ron Liggett,Democratic,1089
Jay,State House,33,Noel (Bud) Carpenter,Republican,474
Jay,State House,33,Bill J. Davis,Republican,1908
Jefferson,President,,Wesley K. Clark,Democratic,140
Jefferson,President,,Howard Dean,Democratic,146
Jefferson,President,,John Edwards,Democratic,264
Jefferson,President,,John F. Kerry,Democratic,1561
Jefferson,President,,Dennis J. Kucinich,Democratic,28
Jefferson,President,,"Lyndon H. Larouche, Jr.",Democratic,34
Jefferson,President,,George W. Bush,Republican,1852
Jefferson,U.S. Senator,,Evan Bayh,Democratic,2092
Jefferson,U.S. Senator,,Marvin Scott,Republican,1263
Jefferson,Governor,,Joe Kernan,Democratic,1956
Jefferson,Governor,,Mitch Daniels,Republican,1398
Jefferson,Governor,,Eric Miller,Republican,542
Jefferson,U.S. House,6,Mel Fox,Democratic,0
Jefferson,U.S. House,6,Mike Pence,Republican,0
Jefferson,State House,66,Terry Goodin,Democratic,0
Jefferson,State House,66,Jack Gillespie,Republican,0
Jefferson,State House,66,Billy Bright,Republican,648
Jefferson,State House,66,Ben P. Newell,Republican,1336
Jennings,President,,Wesley K. Clark,Democratic,120
Jennings,President,,Howard Dean,Democratic,142
Jennings,President,,John Edwards,Democratic,206
Jennings,President,,John F. Kerry,Democratic,1217
Jennings,President,,Dennis J. Kucinich,Democratic,29
Jennings,President,,"Lyndon H. Larouche, Jr.",Democratic,36
Jennings,President,,George W. Bush,Republican,2342
Jennings,U.S. Senator,,Evan Bayh,Democratic,1765
Jennings,U.S. Senator,,Marvin Scott,Republican,1713
Jennings,Governor,,Joe Kernan,Democratic,1609
Jennings,Governor,,Mitch Daniels,Republican,1657
Jennings,Governor,,Eric Miller,Republican,759
Jennings,U.S. House,6,Mel Fox,Democratic,0
Jennings,U.S. House,6,Mike Pence,Republican,0
Jennings,State House,67,Cleo Duncan,Republican,0
Jennings,State House,67,Billy Bright,Republican,1750
Jennings,State House,67,Ben P. Newell,Republican,588
Johnson,President,,Wesley K. Clark,Democratic,135
Johnson,President,,Howard Dean,Democratic,155
Johnson,President,,John Edwards,Democratic,293
Johnson,President,,John F. Kerry,Democratic,1756
Johnson,President,,Dennis J. Kucinich,Democratic,69
Johnson,President,,"Lyndon H. Larouche, Jr.",Democratic,29
Johnson,President,,George W. Bush,Republican,15288
Johnson,U.S. Senator,,Evan Bayh,Democratic,2407
Johnson,U.S. Senator,,Marvin Scott,Republican,11617
Johnson,Governor,,Joe Kernan,Democratic,2320
Johnson,Governor,,Mitch Daniels,Republican,10667
Johnson,Governor,,Eric Miller,Republican,5708
Johnson,U.S. House,9,Baron Hill,Democratic,0
Johnson,U.S. House,9,Lendall B. Terry,Democratic,0
Johnson,U.S. House,9,Mike Sodrel,Republican,0
Johnson,State Senator,36,Terry Rice,Democratic,434
Johnson,State Senator,36,Lawrence M. Borst,Republican,1717
Johnson,State Senator,36,Brent Waltz,Republican,2294
Johnson,State Senator,36,Richard D. Bray,Republican,1234
Johnson,State House,47,Ralph M. Foley,Republican,564
Johnson,State House,47,Gerald B. Gray,Republican,139
Johnson,State House,47,Mark Meadows,Republican,94
Johnson,State House,47,Greg Turley,Republican,561
Johnson,State House,47,Woody Burton,Republican,7422
Knox,President,,Wesley K. Clark,Democratic,349
Knox,President,,Howard Dean,Democratic,348
Knox,President,,John Edwards,Democratic,584
Knox,President,,John F. Kerry,Democratic,2658
Knox,President,,Dennis J. Kucinich,Democratic,47
Knox,President,,"Lyndon H. Larouche, Jr.",Democratic,77
Knox,President,,George W. Bush,Republican,2281
Knox,U.S. Senator,,Evan Bayh,Democratic,4141
Knox,U.S. Senator,,Marvin Scott,Republican,1611
Knox,Governor,,Joe Kernan,Democratic,3663
Knox,Governor,,Mitch Daniels,Republican,1935
Knox,Governor,,Eric Miller,Republican,443
Knox,U.S. House,8,Jon P. Jennings,Democratic,2983
Knox,U.S. House,8,Bill Pearman,Democratic,726
Knox,U.S. House,8,John N. Hostettler,Republican,2070
Knox,State House,45,Alan B. Chowning,Democratic,1396
Knox,State House,45,Bruce A. Borders,Republican,699
Knox,State House,45,Troy Woodruff,Republican,1049
Knox,Judge Of The Circuit Court,Knox 12Th Circuit,Sherry Biddinger Gregg,Democratic,3893
Kosciusko,President,,Wesley K. Clark,Democratic,58
Kosciusko,President,,Howard Dean,Democratic,74
Kosciusko,President,,John Edwards,Democratic,142
Kosciusko,President,,John F. Kerry,Democratic,680
Kosciusko,President,,Dennis J. Kucinich,Democratic,36
Kosciusko,President,,"Lyndon H. Larouche, Jr.",Democratic,8
Kosciusko,President,,George W. Bush,Republican,7919
Kosciusko,U.S. Senator,,Evan Bayh,Democratic,930
Kosciusko,U.S. Senator,,Marvin Scott,Republican,5217
Kosciusko,Governor,,Joe Kernan,Democratic,900
Kosciusko,Governor,,Mitch Daniels,Republican,3756
Kosciusko,Governor,,Eric Miller,Republican,4535
Kosciusko,U.S. House,2,Joe Donnelly,Democratic,0
Kosciusko,U.S. House,2,Chris Chocola,Republican,0
Kosciusko,U.S. House,2,Tony Zirkle,Republican,0
Kosciusko,U.S. House,2,Maria M. Parra,Republican,311
Kosciusko,U.S. House,2,Mark A. Summers,Republican,429
Kosciusko,U.S. House,2,William Larsen,Republican,1424
Kosciusko,U.S. House,2,Mark Edward Souder,Republican,6645
Kosciusko,State Senator,9,Ryan D. Mishler,Republican,4682
Kosciusko,State Senator,9,Marvin Riegsecker,Republican,0
Kosciusko,State House,18,David A. Wolkins,Republican,4038
LaGrange,President,,Wesley K. Clark,Democratic,17
LaGrange,President,,Howard Dean,Democratic,47
LaGrange,President,,John Edwards,Democratic,74
LaGrange,President,,John F. Kerry,Democratic,405
LaGrange,President,,Dennis J. Kucinich,Democratic,8
LaGrange,President,,"Lyndon H. Larouche, Jr.",Democratic,9
LaGrange,President,,George W. Bush,Republican,3049
LaGrange,U.S. Senator,,Evan Bayh,Democratic,556
LaGrange,U.S. Senator,,Marvin Scott,Republican,2547
LaGrange,Governor,,Joe Kernan,Democratic,541
LaGrange,Governor,,Mitch Daniels,Republican,1991
LaGrange,Governor,,Eric Miller,Republican,1351
LaGrange,U.S. House,3,Steve G. Hope,Democratic,101
LaGrange,U.S. House,3,Maria M. Parra,Democratic,189
LaGrange,U.S. House,3,Mark A. Summers,Democratic,235
LaGrange,U.S. House,3,William Larsen,Republican,636
LaGrange,U.S. House,3,Mark Edward Souder,Republican,2668
LaGrange,State Senator,13,Robert L. Meeks,Republican,3048
LaGrange,State House,51,Dennis K. Kruse,Republican,0
Lake,President,,Wesley K. Clark,Democratic,2547
Lake,President,,Howard Dean,Democratic,2489
Lake,President,,John Edwards,Democratic,4114
Lake,President,,John F. Kerry,Democratic,33479
Lake,President,,Dennis J. Kucinich,Democratic,1265
Lake,President,,"Lyndon H. Larouche, Jr.",Democratic,960
Lake,President,,George W. Bush,Republican,10799
Lake,U.S. Senator,,Evan Bayh,Democratic,37319
Lake,U.S. Senator,,Marvin Scott,Republican,8076
Lake,Governor,,Joe Kernan,Democratic,31471
Lake,Governor,,Mitch Daniels,Republican,5250
Lake,Governor,,Eric Miller,Republican,5828
Lake,U.S. House,1,Peter J. Visclosky,Democratic,38279
Lake,U.S. House,1,Cyril B. (Cy) Huerter,Republican,1209
Lake,U.S. House,1,Frank E. Kendrick,Republican,3015
Lake,U.S. House,1,Mark J. Leyva,Republican,5922
Lake,State Senator,2,Mario Montelongo,Democratic,2553
Lake,State Senator,2,Samuel Smith Jr.,Democratic,5629
Lake,State Senator,2,Joe L. White,Democratic,2624
Lake,State House,1,Linda C. Lawson,Democratic,2963
Lake,State House,1,Kathleen Pucalik,Democratic,2684
Lake,State House,1,Jerome (Jerry) Baffa,Republican,1283
Lake,State House,1,Drake Morris,Republican,2346
Lake,State House,1,Willie L. Brown,Republican,142
Lake,State House,1,Richard A. (Rick) Ryfa,Republican,1569
Lake,State House,1,Alicia Lopez-Rodriguez,Republican,2784
Lake,State House,1,Daniel N. Fagen,Republican,1152
Lake,State House,1,Catherine Campbell,Republican,295
Lake,State House,1,Donald J. Lehe,Republican,742
Lake,State House,1,"John Anthony, Malan",Republican,523
Lake,State House,1,Ron Cooper,Republican,1416
Lake,Judge Of The Circuit Court,Lake 31St Circuit,Lorenzo Arredondo,Democratic,31508
LaPorte,President,,Wesley K. Clark,Democratic,361
LaPorte,President,,Howard Dean,Democratic,588
LaPorte,President,,John Edwards,Democratic,765
LaPorte,President,,John F. Kerry,Democratic,5414
LaPorte,President,,Dennis J. Kucinich,Democratic,139
LaPorte,President,,"Lyndon H. Larouche, Jr.",Democratic,127
LaPorte,President,,George W. Bush,Republican,4462
LaPorte,U.S. Senator,,Evan Bayh,Democratic,6990
LaPorte,U.S. Senator,,Marvin Scott,Republican,3072
LaPorte,Governor,,Joe Kernan,Democratic,6652
LaPorte,Governor,,Mitch Daniels,Republican,2839
LaPorte,Governor,,Eric Miller,Republican,1782
LaPorte,U.S. House,1,Peter J. Visclosky,Democratic,0
LaPorte,U.S. House,1,Cyril B. (Cy) Huerter,Republican,0
LaPorte,U.S. House,1,Frank E. Kendrick,Republican,0
LaPorte,U.S. House,1,Mark J. Leyva,Republican,0
LaPorte,U.S. House,1,Chris Chocola,Republican,3908
LaPorte,U.S. House,1,Tony Zirkle,Republican,872
LaPorte,State Senator,5,Nancy Dembowski,Democratic,322
LaPorte,State Senator,5,Victor Heinold,Republican,373
LaPorte,State Senator,5,Cresley W. Walker,Republican,68
LaPorte,State Senator,5,Allen L. Stevens Jr.,Republican,3510
LaPorte,State House,8,Ryan M. Dvorak,Democratic,0
LaPorte,State House,8,Howard M. Smith,Democratic,432
LaPorte,State House,8,Lynne Spevak,Democratic,1460
LaPorte,State House,8,Mary Kay Budak,Republican,2058
Lawrence,President,,Wesley K. Clark,Democratic,96
Lawrence,President,,Howard Dean,Democratic,88
Lawrence,President,,John Edwards,Democratic,146
Lawrence,President,,John F. Kerry,Democratic,984
Lawrence,President,,Dennis J. Kucinich,Democratic,16
Lawrence,President,,"Lyndon H. Larouche, Jr.",Democratic,22
Lawrence,President,,George W. Bush,Republican,5037
Lawrence,U.S. Senator,,Evan Bayh,Democratic,1302
Lawrence,U.S. Senator,,Marvin Scott,Republican,3249
Lawrence,Governor,,Joe Kernan,Democratic,1137
Lawrence,Governor,,Mitch Daniels,Republican,3823
Lawrence,Governor,,Eric Miller,Republican,1636
Lawrence,U.S. House,9,Baron Hill,Democratic,0
Lawrence,U.S. House,9,Lendall B. Terry,Democratic,0
Lawrence,U.S. House,9,Mike Sodrel,Republican,0
Lawrence,State Senator,44,Becky Skillman,Republican,4832
Lawrence,State House,65,Eric Allan Koch,Republican,3097
Madison,President,,Wesley K. Clark,Democratic,501
Madison,President,,Howard Dean,Democratic,703
Madison,President,,John Edwards,Democratic,1101
Madison,President,,John F. Kerry,Democratic,6729
Madison,President,,Dennis J. Kucinich,Democratic,143
Madison,President,,"Lyndon H. Larouche, Jr.",Democratic,94
Madison,President,,George W. Bush,Republican,12055
Madison,U.S. Senator,,Evan Bayh,Democratic,9235
Madison,U.S. Senator,,Marvin Scott,Republican,7839
Madison,Governor,,Joe Kernan,Democratic,8542
Madison,Governor,,Mitch Daniels,Republican,9090
Madison,Governor,,Eric Miller,Republican,3582
Madison,U.S. House,5,Mike Brinegar,Democratic,0
Madison,U.S. House,5,Katherine Fox Carr,Democratic,0
Madison,U.S. House,5,Dan Burton,Republican,0
Madison,U.S. House,5,George Thomas Holland,Republican,0
Madison,U.S. House,5,Victor Dean Wakley,Republican,0
Madison,State House,32,Monty E. Mullins,Republican,0
Madison,State House,32,P. Eric Turner,Republican,0
Madison,State House,32,Kent T. Saunders,Republican,699
Madison,State House,32,L. Jack Lutz,Republican,1911
Madison,State House,32,Ronald B. Carrell,Republican,4314
Madison,Judge Of The Superior Court,"Madison County, Court 1",Dennis D. Carroll,Republican,11434
Marion,President,,Wesley K. Clark,Democratic,1501
Marion,President,,Howard Dean,Democratic,2021
Marion,President,,John Edwards,Democratic,2775
Marion,President,,John F. Kerry,Democratic,32388
Marion,President,,Dennis J. Kucinich,Democratic,737
Marion,President,,"Lyndon H. Larouche, Jr.",Democratic,224
Marion,President,,George W. Bush,Republican,58858
Marion,U.S. Senator,,Evan Bayh,Democratic,39097
Marion,U.S. Senator,,Marvin Scott,Republican,44321
Marion,Governor,,Joe Kernan,Democratic,39054
Marion,Governor,,Mitch Daniels,Republican,45058
Marion,Governor,,Eric Miller,Republican,18883
Marion,U.S. House,5,Mike Brinegar,Democratic,1581
Marion,U.S. House,5,Katherine Fox Carr,Democratic,2559
Marion,U.S. House,5,Dan Burton,Republican,17839
Marion,U.S. House,5,George Thomas Holland,Republican,1977
Marion,U.S. House,5,Victor Dean Wakley,Republican,948
Marion,U.S. House,5,Bob Hidalgo,Republican,3652
Marion,U.S. House,5,Bob Croddy,Republican,8764
Marion,U.S. House,5,Andrew (Andy) Horning,Republican,23152
Marion,State Senator,28,Beverly J. Gard,Republican,0
Marion,State Senator,28,Patricia Miller,Republican,10696
Marion,State Senator,28,R. Michael Young,Republican,4530
Marion,State Senator,28,Lawrence M. Borst,Republican,4307
Marion,State Senator,28,Brent Waltz,Republican,3768
Marion,State House,86,Emily M. Everitt,Democratic,814
Marion,State House,86,David Orentlicher,Democratic,2530
Marion,State House,86,Mort Large,Republican,2605
Marion,State House,86,Andy Miller,Republican,2184
Marion,State House,86,Lawrence L. (Larry) Buell,Republican,3974
Marion,State House,86,Stephen M. Maple,Republican,1038
Marion,State House,86,Michael B. Murphy,Republican,4012
Marion,State House,86,Shane Brinkman,Republican,1979
Marion,State House,86,Lyman Tex Black,Republican,2000
Marion,State House,86,Brian Jessen,Republican,2284
Marion,State House,86,Roxanne Butler,Republican,1320
Marion,State House,86,Matt Smith,Republican,827
Marion,State House,86,Jeff Davies,Republican,2212
Marshall,President,,Wesley K. Clark,Democratic,82
Marshall,President,,Howard Dean,Democratic,91
Marshall,President,,John Edwards,Democratic,136
Marshall,President,,John F. Kerry,Democratic,854
Marshall,President,,Dennis J. Kucinich,Democratic,19
