county,office,district,candidate,party,votes
Floyd,State Representative,72,Sharon M Grabowski,None,13557
Floyd,State Representative,72,Edward D Clere,None,16177
Fountain,President,Statewide,Barack Obama,Democratic,2237
Fountain,President,Statewide,Gary Johnson,None,210
Fountain,President,Statewide,Mitt Romney,None,4664
Fountain,President,Statewide,"Virgil H Goode, Jr.",None,0
Fountain,President,Statewide,Dennis Knill,None,0
Fountain,President,Statewide,Stephen Durham,None,0
Fountain,President,Statewide,Christina Lopez,None,0
Fountain,President,Statewide,Jill Stein,None,0
Fountain,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Fountain,President,Statewide,Paul Chehade,None,0
Fountain,President,Statewide,Richard Duncan,None,0
Fountain,President,Statewide,Tom Hoefling,None,0
Fountain,President,Statewide,Terry Dale Jones,None,0
Fountain,President,Statewide,Nelson Keyton,None,0
Fountain,President,Statewide,Jill Reed,None,0
Fountain,President,Statewide,"Michael A Simoneux, Jr.",None,0
Fountain,President,Statewide,Randall A Terry,None,0
Fountain,President,Statewide,"John A Dummett, Jr.",None,0
Fountain,President,Statewide,Stewart Alexander,None,0
Fountain,United States Senator,Statewide,Joseph Donnelly,Democratic,2738
Fountain,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,672
Fountain,United States Senator,Statewide,Richard E Mourdock,None,3541
Fountain,United States Senator,Statewide,Amy J Willis,None,0
Fountain,United States Senator,Statewide,James L Johnson Junior,None,0
Fountain,Governor,Statewide,John R Gregg,Democratic,2890
Fountain,Governor,Statewide,Rupert Boneham,None,414
Fountain,Governor,Statewide,Michael R Pence,None,3762
Fountain,Governor,Statewide,Donnie Harold Harris,None,0
Fountain,Attorney General,Statewide,Kay Fleming,Democratic,2189
Fountain,Attorney General,Statewide,Greg Zoeller,None,4642
Fountain,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,3555
Fountain,Superintendent of Public Instruction,Statewide,Tony Bennett,None,3402
Fountain,United States Representative,4,Tara E Nelson,Democratic,2238
Fountain,United States Representative,4,Benjamin J Gehlhausen,None,313
Fountain,United States Representative,4,Theodore E Rokita,None,4317
Fountain,State Representative,13,Mark Straw,Democratic,2317
Fountain,State Representative,13,Sharon Negele,None,2310
Fountain,State Representative,42,Mark C Spelbring,None,732
Fountain,State Representative,42,Alan P Morrison,None,1625
Franklin,President,Statewide,Barack Obama,Democratic,2909
Franklin,President,Statewide,Gary Johnson,None,221
Franklin,President,Statewide,Mitt Romney,None,7424
Franklin,President,Statewide,"Virgil H Goode, Jr.",None,1
Franklin,President,Statewide,Dennis Knill,None,0
Franklin,President,Statewide,Stephen Durham,None,0
Franklin,President,Statewide,Christina Lopez,None,0
Franklin,President,Statewide,Jill Stein,None,5
Franklin,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Franklin,President,Statewide,Paul Chehade,None,0
Franklin,President,Statewide,Richard Duncan,None,0
Franklin,President,Statewide,Tom Hoefling,None,0
Franklin,President,Statewide,Terry Dale Jones,None,0
Franklin,President,Statewide,Nelson Keyton,None,0
Franklin,President,Statewide,Jill Reed,None,0
Franklin,President,Statewide,"Michael A Simoneux, Jr.",None,0
Franklin,President,Statewide,Randall A Terry,None,0
Franklin,President,Statewide,"John A Dummett, Jr.",None,0
Franklin,President,Statewide,Stewart Alexander,None,0
Franklin,United States Senator,Statewide,Joseph Donnelly,Democratic,3512
Franklin,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,509
Franklin,United States Senator,Statewide,Richard E Mourdock,None,6192
Franklin,United States Senator,Statewide,Amy J Willis,None,0
Franklin,United States Senator,Statewide,James L Johnson Junior,None,0
Franklin,Governor,Statewide,John R Gregg,Democratic,2859
Franklin,Governor,Statewide,Rupert Boneham,None,439
Franklin,Governor,Statewide,Michael R Pence,None,6970
Franklin,Governor,Statewide,Donnie Harold Harris,None,0
Franklin,Attorney General,Statewide,Kay Fleming,Democratic,3148
Franklin,Attorney General,Statewide,Greg Zoeller,None,6611
Franklin,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,4517
Franklin,Superintendent of Public Instruction,Statewide,Tony Bennett,None,5376
Franklin,United States Representative,6,Bradley T Bookout,Democratic,2965
Franklin,United States Representative,6,Rex Bell,None,460
Franklin,United States Representative,6,Allen Lucas Messer,None,6547
Franklin,State Senator,42,Jean Leising,Republican,3257
Franklin,State Representative,55,David N Moeller,Democratic,979
Franklin,State Representative,55,Cindy Meyer Ziemke,None,1847
Franklin,State Representative,68,Jerome Jake Hoog,None,2336
Franklin,State Representative,68,Jud Mcmillin,None,5158
Franklin,Judge of the Circuit Court,Franklin (37Th Circuit),Tammy R Davis,Democratic,4501
Franklin,Judge of the Circuit Court,Franklin (37Th Circuit),J Steven Cox,None,5988
Fulton,President,Statewide,Barack Obama,Democratic,2621
Fulton,President,Statewide,Gary Johnson,None,184
Fulton,President,Statewide,Mitt Romney,None,5317
Fulton,President,Statewide,"Virgil H Goode, Jr.",None,3
Fulton,President,Statewide,Dennis Knill,None,0
Fulton,President,Statewide,Stephen Durham,None,0
Fulton,President,Statewide,Christina Lopez,None,0
Fulton,President,Statewide,Jill Stein,None,1
Fulton,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Fulton,President,Statewide,Paul Chehade,None,0
Fulton,President,Statewide,Richard Duncan,None,0
Fulton,President,Statewide,Tom Hoefling,None,0
Fulton,President,Statewide,Terry Dale Jones,None,0
Fulton,President,Statewide,Nelson Keyton,None,0
Fulton,President,Statewide,Jill Reed,None,0
Fulton,President,Statewide,"Michael A Simoneux, Jr.",None,0
Fulton,President,Statewide,Randall A Terry,None,0
Fulton,President,Statewide,"John A Dummett, Jr.",None,0
Fulton,President,Statewide,Stewart Alexander,None,0
Fulton,United States Senator,Statewide,Joseph Donnelly,Democratic,3555
Fulton,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,430
Fulton,United States Senator,Statewide,Richard E Mourdock,None,4123
Fulton,United States Senator,Statewide,Amy J Willis,None,0
Fulton,United States Senator,Statewide,James L Johnson Junior,None,0
Fulton,Governor,Statewide,John R Gregg,Democratic,3194
Fulton,Governor,Statewide,Rupert Boneham,None,362
Fulton,Governor,Statewide,Michael R Pence,None,4534
Fulton,Governor,Statewide,Donnie Harold Harris,None,0
Fulton,Attorney General,Statewide,Kay Fleming,Democratic,2581
Fulton,Attorney General,Statewide,Greg Zoeller,None,5299
Fulton,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,3793
Fulton,Superintendent of Public Instruction,Statewide,Tony Bennett,None,4143
Fulton,United States Representative,2,Brendan Mullen,Democratic,3352
Fulton,United States Representative,2,Joseph Wayne Ruiz,None,359
Fulton,United States Representative,2,Jackie Walorski Swihart,None,4398
Fulton,United States Representative,2,"Kenneth R Lunce, Jr.",None,1
Fulton,State Senator,18,Randall Head,Republican,5500
Fulton,State Representative,16,Richard W Ludington,Democratic,278
Fulton,State Representative,16,Douglas L Gutwein,None,509
Fulton,State Representative,17,Timothy P Harman,None,4898
Fulton,State Representative,23,Kerry Worthington,None,182
Fulton,State Representative,23,William C Friend,None,476
Fulton,Judge of the Superior Court,Fulton County,Wayne E Steele,Republican,6361
Gibson,President,Statewide,Barack Obama,Democratic,4928
Gibson,President,Statewide,Gary Johnson,None,303
Gibson,President,Statewide,Mitt Romney,None,9487
Gibson,President,Statewide,"Virgil H Goode, Jr.",None,0
Gibson,President,Statewide,Dennis Knill,None,0
Gibson,President,Statewide,Stephen Durham,None,0
Gibson,President,Statewide,Christina Lopez,None,0
Gibson,President,Statewide,Jill Stein,None,3
Gibson,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Gibson,President,Statewide,Paul Chehade,None,0
Gibson,President,Statewide,Richard Duncan,None,0
Gibson,President,Statewide,Tom Hoefling,None,0
Gibson,President,Statewide,Terry Dale Jones,None,0
Gibson,President,Statewide,Nelson Keyton,None,0
Gibson,President,Statewide,Jill Reed,None,0
Gibson,President,Statewide,"Michael A Simoneux, Jr.",None,0
Gibson,President,Statewide,Randall A Terry,None,0
Gibson,President,Statewide,"John A Dummett, Jr.",None,0
Gibson,President,Statewide,Stewart Alexander,None,0
Gibson,United States Senator,Statewide,Joseph Donnelly,Democratic,6339
Gibson,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,728
Gibson,United States Senator,Statewide,Richard E Mourdock,None,7562
Gibson,United States Senator,Statewide,Amy J Willis,None,0
Gibson,United States Senator,Statewide,James L Johnson Junior,None,0
Gibson,Governor,Statewide,John R Gregg,Democratic,6508
Gibson,Governor,Statewide,Rupert Boneham,None,387
Gibson,Governor,Statewide,Michael R Pence,None,7731
Gibson,Governor,Statewide,Donnie Harold Harris,None,0
Gibson,Attorney General,Statewide,Kay Fleming,Democratic,5326
Gibson,Attorney General,Statewide,Greg Zoeller,None,8820
Gibson,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,6927
Gibson,Superintendent of Public Instruction,Statewide,Tony Bennett,None,7276
Gibson,United States Representative,8,Dave Crooks,Democratic,5537
Gibson,United States Representative,8,Bart Gadau,None,499
Gibson,United States Representative,8,Larry D Bucshon,None,8466
Gibson,State Representative,64,Mark Allen Norton,Democratic,6456
Gibson,State Representative,64,Thomas W Washburne,None,7953
Gibson,Judge of the Circuit Court,Gibson (66Th Circuit),Jeffrey Fowler Meade,Republican,11477
Grant,President,Statewide,Barack Obama,Democratic,9589
Grant,President,Statewide,Gary Johnson,None,522
Grant,President,Statewide,Mitt Romney,None,15151
Grant,President,Statewide,"Virgil H Goode, Jr.",None,9
Grant,President,Statewide,Dennis Knill,None,0
Grant,President,Statewide,Stephen Durham,None,0
Grant,President,Statewide,Christina Lopez,None,0
Grant,President,Statewide,Jill Stein,None,12
Grant,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Grant,President,Statewide,Paul Chehade,None,0
Grant,President,Statewide,Richard Duncan,None,0
Grant,President,Statewide,Tom Hoefling,None,2
Grant,President,Statewide,Terry Dale Jones,None,0
Grant,President,Statewide,Nelson Keyton,None,0
Grant,President,Statewide,Jill Reed,None,0
Grant,President,Statewide,"Michael A Simoneux, Jr.",None,0
Grant,President,Statewide,Randall A Terry,None,0
Grant,President,Statewide,"John A Dummett, Jr.",None,0
Grant,President,Statewide,Stewart Alexander,None,0
Grant,United States Senator,Statewide,Joseph Donnelly,Democratic,10789
Grant,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,1545
Grant,United States Senator,Statewide,Richard E Mourdock,None,12549
Grant,United States Senator,Statewide,Amy J Willis,None,0
Grant,United States Senator,Statewide,James L Johnson Junior,None,0
Grant,Governor,Statewide,John R Gregg,Democratic,10313
Grant,Governor,Statewide,Rupert Boneham,None,932
Grant,Governor,Statewide,Michael R Pence,None,13827
Grant,Governor,Statewide,Donnie Harold Harris,None,0
Grant,Attorney General,Statewide,Kay Fleming,Democratic,9353
Grant,Attorney General,Statewide,Greg Zoeller,None,14997
Grant,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,12092
Grant,Superintendent of Public Instruction,Statewide,Tony Bennett,None,12452
Grant,United States Representative,5,Scott Reske,Democratic,8954
Grant,United States Representative,5,Chard Reid,None,892
Grant,United States Representative,5,Susan Brooks,None,14746
Grant,State Representative,18,Christopher Wright,Democratic,505
Grant,State Representative,18,David A Wolkins,None,1088
Grant,State Representative,30,"Charles W Sosbe, Jr.",None,1160
Grant,State Representative,30,Michael H Karickhoff,None,1786
Grant,State Representative,31,Katie Marie Morgan,None,7289
Grant,State Representative,31,Kevin A Mahan,None,7533
Grant,State Representative,32,P Eric Turner,None,3959
Grant,Judge of the Circuit Court,Grant (48Th Circuit),Mark E Spitzer,Republican,17985
Grant,Judge of the Superior Court,"Grant County, No. 2",Dana J Kenworthy,Republican,18192
Greene,President,Statewide,Barack Obama,Democratic,4350
Greene,President,Statewide,Gary Johnson,None,304
Greene,President,Statewide,Mitt Romney,None,8457
Greene,President,Statewide,"Virgil H Goode, Jr.",None,0
Greene,President,Statewide,Dennis Knill,None,0
Greene,President,Statewide,Stephen Durham,None,0
Greene,President,Statewide,Christina Lopez,None,0
Greene,President,Statewide,Jill Stein,None,0
Greene,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Greene,President,Statewide,Paul Chehade,None,0
Greene,President,Statewide,Richard Duncan,None,0
Greene,President,Statewide,Tom Hoefling,None,0
Greene,President,Statewide,Terry Dale Jones,None,0
Greene,President,Statewide,Nelson Keyton,None,0
Greene,President,Statewide,Jill Reed,None,0
Greene,President,Statewide,"Michael A Simoneux, Jr.",None,0
Greene,President,Statewide,Randall A Terry,None,0
Greene,President,Statewide,"John A Dummett, Jr.",None,0
Greene,President,Statewide,Stewart Alexander,None,0
Greene,United States Senator,Statewide,Joseph Donnelly,Democratic,5480
Greene,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,845
Greene,United States Senator,Statewide,Richard E Mourdock,None,6494
Greene,United States Senator,Statewide,Amy J Willis,None,0
Greene,United States Senator,Statewide,James L Johnson Junior,None,0
Greene,Governor,Statewide,John R Gregg,Democratic,7307
Greene,Governor,Statewide,Rupert Boneham,None,350
Greene,Governor,Statewide,Michael R Pence,None,5486
Greene,Governor,Statewide,Donnie Harold Harris,None,0
Greene,Attorney General,Statewide,Kay Fleming,Democratic,4566
Greene,Attorney General,Statewide,Greg Zoeller,None,7753
Greene,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,6339
Greene,Superintendent of Public Instruction,Statewide,Tony Bennett,None,6222
Greene,United States Representative,8,Dave Crooks,Democratic,4790
Greene,United States Representative,8,Bart Gadau,None,480
Greene,United States Representative,8,Larry D Bucshon,None,7452
Greene,State Representative,45,Kreg Battles,Democratic,695
Greene,State Representative,45,Bruce Alan Borders,None,688
Greene,State Representative,62,Jeffrey G Sparks,None,5346
Greene,State Representative,62,Matt Ubelhor,None,6304
Greene,Judge of the Circuit Court,Greene (63Rd Circuit),Erik C Allen,Republican,9896
Hamilton,President,Statewide,Barack Obama,Democratic,43796
Hamilton,President,Statewide,Gary Johnson,None,2269
Hamilton,President,Statewide,Mitt Romney,None,90747
Hamilton,President,Statewide,"Virgil H Goode, Jr.",None,23
Hamilton,President,Statewide,Dennis Knill,None,0
Hamilton,President,Statewide,Stephen Durham,None,0
Hamilton,President,Statewide,Christina Lopez,None,0
Hamilton,President,Statewide,Jill Stein,None,27
Hamilton,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Hamilton,President,Statewide,Paul Chehade,None,0
Hamilton,President,Statewide,Richard Duncan,None,0
Hamilton,President,Statewide,Tom Hoefling,None,0
Hamilton,President,Statewide,Terry Dale Jones,None,0
Hamilton,President,Statewide,Nelson Keyton,None,0
Hamilton,President,Statewide,Jill Reed,None,0
Hamilton,President,Statewide,"Michael A Simoneux, Jr.",None,0
Hamilton,President,Statewide,Randall A Terry,None,0
Hamilton,President,Statewide,"John A Dummett, Jr.",None,0
Hamilton,President,Statewide,Stewart Alexander,None,1
Hamilton,United States Senator,Statewide,Joseph Donnelly,Democratic,52925
Hamilton,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,8580
Hamilton,United States Senator,Statewide,Richard E Mourdock,None,72587
Hamilton,United States Senator,Statewide,Amy J Willis,None,0
Hamilton,United States Senator,Statewide,James L Johnson Junior,None,0
Hamilton,Governor,Statewide,John R Gregg,Democratic,41762
Hamilton,Governor,Statewide,Rupert Boneham,None,5265
Hamilton,Governor,Statewide,Michael R Pence,None,88070
Hamilton,Governor,Statewide,Donnie Harold Harris,None,0
Hamilton,Attorney General,Statewide,Kay Fleming,Democratic,35320
Hamilton,Attorney General,Statewide,Greg Zoeller,None,96664
Hamilton,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,52777
Hamilton,Superintendent of Public Instruction,Statewide,Tony Bennett,None,80133
Hamilton,United States Representative,5,Scott Reske,Democratic,36216
Hamilton,United States Representative,5,Chard Reid,None,5767
Hamilton,United States Representative,5,Susan Brooks,None,91107
Hamilton,State Senator,20,"Howard ""Luke"" Kenley",Republican,50040
Hamilton,State Senator,30,Edward Timothy Delaney,None,7109
Hamilton,State Senator,30,F C Peterson,None,515
Hamilton,State Senator,30,Scott M Schneider,None,13000
Hamilton,State Representative,24,Steven J Braun,Republican,14847
Hamilton,State Representative,29,Kathy Kreag Richardson,None,23327
Hamilton,State Representative,32,P Eric Turner,None,9507
Hamilton,State Representative,37,Todd Michael Huston,None,23735
Hamilton,State Representative,39,Gerald R Jerry Torr,None,26432
Hamilton,State Representative,39,John Strinka,None,2862
Hamilton,State Representative,88,Brandon Perry,None,1641
Hamilton,State Representative,88,Brian C Bosma,None,5189
Hamilton,Judge of the Superior Court,"Hamilton County, No. 1",Steven R Nation,Republican,103661
Hamilton,Judge of the Superior Court,"Hamilton County, No. 6",Gail Bardach,None,102081
Hancock,President,Statewide,Barack Obama,Democratic,9319
Hancock,President,Statewide,Gary Johnson,None,707
Hancock,President,Statewide,Mitt Romney,None,22796
Hancock,President,Statewide,"Virgil H Goode, Jr.",None,10
Hancock,President,Statewide,Dennis Knill,None,0
Hancock,President,Statewide,Stephen Durham,None,0
Hancock,President,Statewide,Christina Lopez,None,0
Hancock,President,Statewide,Jill Stein,None,11
Hancock,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Hancock,President,Statewide,Paul Chehade,None,0
Hancock,President,Statewide,Richard Duncan,None,0
Hancock,President,Statewide,Tom Hoefling,None,0
Hancock,President,Statewide,Terry Dale Jones,None,0
Hancock,President,Statewide,Nelson Keyton,None,0
Hancock,President,Statewide,Jill Reed,None,0
Hancock,President,Statewide,"Michael A Simoneux, Jr.",None,0
Hancock,President,Statewide,Randall A Terry,None,0
Hancock,President,Statewide,"John A Dummett, Jr.",None,0
Hancock,President,Statewide,Stewart Alexander,None,0
Hancock,United States Senator,Statewide,Joseph Donnelly,Democratic,11677
Hancock,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,3061
Hancock,United States Senator,Statewide,Richard E Mourdock,None,17635
Hancock,United States Senator,Statewide,Amy J Willis,None,0
Hancock,United States Senator,Statewide,James L Johnson Junior,None,0
Hancock,Governor,Statewide,John R Gregg,Democratic,10483
Hancock,Governor,Statewide,Rupert Boneham,None,1881
Hancock,Governor,Statewide,Michael R Pence,None,20331
Hancock,Governor,Statewide,Donnie Harold Harris,None,0
Hancock,Attorney General,Statewide,Kay Fleming,Democratic,8176
Hancock,Attorney General,Statewide,Greg Zoeller,None,23644
Hancock,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,13243
Hancock,Superintendent of Public Instruction,Statewide,Tony Bennett,None,18640
Hancock,United States Representative,6,Bradley T Bookout,Democratic,7800
Hancock,United States Representative,6,Rex Bell,None,1440
Hancock,United States Representative,6,Allen Lucas Messer,None,22722
Hancock,State Senator,28,Michael L Adkins,Democratic,8974
Hancock,State Senator,28,Michael R Crider,None,22836
Hancock,State Representative,53,Kim J Brand,Libertarian,3704
Hancock,State Representative,53,Robert W Cherry,None,12200
Hancock,State Representative,57,Donald Todd Day,None,1149
Hancock,State Representative,57,Paul Bravard,None,220
Hancock,State Representative,57,Sean R Eberhart,None,3140
Hancock,State Representative,88,Brandon Perry,None,3244
Hancock,State Representative,88,Brian C Bosma,None,6779
Hancock,Judge of the Circuit Court,Hancock (18Th Circuit),Richard D Culver,Republican,25862
Harrison,President,Statewide,Barack Obama,Democratic,6607
Harrison,President,Statewide,Gary Johnson,None,417
Harrison,President,Statewide,Mitt Romney,None,10640
Harrison,President,Statewide,"Virgil H Goode, Jr.",None,1
Harrison,President,Statewide,Dennis Knill,None,0
Harrison,President,Statewide,Stephen Durham,None,0
Harrison,President,Statewide,Christina Lopez,None,0
Harrison,President,Statewide,Jill Stein,None,6
Harrison,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Harrison,President,Statewide,Paul Chehade,None,0
Harrison,President,Statewide,Richard Duncan,None,0
Harrison,President,Statewide,Tom Hoefling,None,0
Harrison,President,Statewide,Terry Dale Jones,None,0
Harrison,President,Statewide,Nelson Keyton,None,0
Harrison,President,Statewide,Jill Reed,None,0
Harrison,President,Statewide,"Michael A Simoneux, Jr.",None,0
Harrison,President,Statewide,Randall A Terry,None,0
Harrison,President,Statewide,"John A Dummett, Jr.",None,0
Harrison,President,Statewide,Stewart Alexander,None,0
Harrison,United States Senator,Statewide,Joseph Donnelly,Democratic,7768
Harrison,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,759
Harrison,United States Senator,Statewide,Richard E Mourdock,None,9005
Harrison,United States Senator,Statewide,Amy J Willis,None,0
Harrison,United States Senator,Statewide,James L Johnson Junior,None,0
Harrison,Governor,Statewide,John R Gregg,Democratic,6964
Harrison,Governor,Statewide,Rupert Boneham,None,554
Harrison,Governor,Statewide,Michael R Pence,None,9997
Harrison,Governor,Statewide,Donnie Harold Harris,None,0
Harrison,Attorney General,Statewide,Kay Fleming,Democratic,6439
Harrison,Attorney General,Statewide,Greg Zoeller,None,10532
Harrison,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,7969
Harrison,Superintendent of Public Instruction,Statewide,Tony Bennett,None,8953
Harrison,United States Representative,9,Shelli Yoder,Democratic,8016
Harrison,United States Representative,9,Todd Young,None,9522
Harrison,State Representative,70,Terry L Miller,Democratic,7990
Harrison,State Representative,70,Rhonda Rhoads,None,8561
Harrison,State Representative,73,Sandra Blanton,None,405
Harrison,State Representative,73,Steve Davisson,None,497
Hendricks,President,Statewide,Barack Obama,Democratic,21112
Hendricks,President,Statewide,Gary Johnson,None,1184
Hendricks,President,Statewide,Mitt Romney,None,44312
Hendricks,President,Statewide,"Virgil H Goode, Jr.",None,14
Hendricks,President,Statewide,Dennis Knill,None,0
Hendricks,President,Statewide,Stephen Durham,None,0
Hendricks,President,Statewide,Christina Lopez,None,0
Hendricks,President,Statewide,Jill Stein,None,18
Hendricks,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Hendricks,President,Statewide,Paul Chehade,None,0
Hendricks,President,Statewide,Richard Duncan,None,0
Hendricks,President,Statewide,Tom Hoefling,None,4
Hendricks,President,Statewide,Terry Dale Jones,None,0
Hendricks,President,Statewide,Nelson Keyton,None,0
Hendricks,President,Statewide,Jill Reed,None,0
Hendricks,President,Statewide,"Michael A Simoneux, Jr.",None,0
Hendricks,President,Statewide,Randall A Terry,None,0
Hendricks,President,Statewide,"John A Dummett, Jr.",None,0
Hendricks,President,Statewide,Stewart Alexander,None,0
Hendricks,United States Senator,Statewide,Joseph Donnelly,Democratic,25208
Hendricks,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,4379
Hendricks,United States Senator,Statewide,Richard E Mourdock,None,35541
Hendricks,United States Senator,Statewide,Amy J Willis,None,0
Hendricks,United States Senator,Statewide,James L Johnson Junior,None,0
Hendricks,Governor,Statewide,John R Gregg,Democratic,22125
Hendricks,Governor,Statewide,Rupert Boneham,None,3257
Hendricks,Governor,Statewide,Michael R Pence,None,40245
Hendricks,Governor,Statewide,Donnie Harold Harris,None,0
Hendricks,Attorney General,Statewide,Kay Fleming,Democratic,18073
Hendricks,Attorney General,Statewide,Greg Zoeller,None,46067
Hendricks,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,27249
Hendricks,Superintendent of Public Instruction,Statewide,Tony Bennett,None,37339
Hendricks,United States Representative,4,Tara E Nelson,Democratic,18023
Hendricks,United States Representative,4,Benjamin J Gehlhausen,None,2018
Hendricks,United States Representative,4,Theodore E Rokita,None,44723
Hendricks,State Senator,24,Charles A Bender,Democratic,15586
Hendricks,State Senator,24,Pete Miller,None,33971
Hendricks,State Senator,35,Mark R Waterfill,None,4766
Hendricks,State Senator,35,R Michael Young,None,8731
Hendricks,State Representative,28,"James ""Jim"" Rainwater",Libertarian,3552
Hendricks,State Representative,28,Jeffrey A Thompson,None,21424
Hendricks,State Representative,40,John E Follis Ii,None,9771
Hendricks,State Representative,40,Gregory E Steuerwald,None,18042
Hendricks,State Representative,91,Michael J Blinn,None,2392
Hendricks,State Representative,91,Robert W Behning,None,5128
Hendricks,Judge of the Superior Court,"Hendricks County, No. 1",Robert W Freese,Republican,49657
Hendricks,Judge of the Superior Court,"Hendricks County, No. 3",Karen M Love,None,50316
Hendricks,Judge of the Superior Court,"Hendricks County, No. 4",Mark A Smith,None,49551
Hendricks,Judge of the Superior Court,"Hendricks County, No. 5",Stephenie Lemay-Luken,None,49764
Henry,President,Statewide,Barack Obama,Democratic,7613
Henry,President,Statewide,Gary Johnson,None,547
Henry,President,Statewide,Mitt Romney,None,10838
Henry,President,Statewide,"Virgil H Goode, Jr.",None,5
Henry,President,Statewide,Dennis Knill,None,0
Henry,President,Statewide,Stephen Durham,None,0
Henry,President,Statewide,Christina Lopez,None,0
Henry,President,Statewide,Jill Stein,None,4
Henry,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Henry,President,Statewide,Paul Chehade,None,0
Henry,President,Statewide,Richard Duncan,None,0
Henry,President,Statewide,Tom Hoefling,None,0
Henry,President,Statewide,Terry Dale Jones,None,0
Henry,President,Statewide,Nelson Keyton,None,0
Henry,President,Statewide,Jill Reed,None,0
Henry,President,Statewide,"Michael A Simoneux, Jr.",None,0
Henry,President,Statewide,Randall A Terry,None,0
Henry,President,Statewide,"John A Dummett, Jr.",None,0
Henry,President,Statewide,Stewart Alexander,None,0
Henry,United States Senator,Statewide,Joseph Donnelly,Democratic,8914
Henry,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,1816
Henry,United States Senator,Statewide,Richard E Mourdock,None,8000
Henry,United States Senator,Statewide,Amy J Willis,None,0
Henry,United States Senator,Statewide,James L Johnson Junior,None,0
Henry,Governor,Statewide,John R Gregg,Democratic,8277
Henry,Governor,Statewide,Rupert Boneham,None,1301
Henry,Governor,Statewide,Michael R Pence,None,9439
Henry,Governor,Statewide,Donnie Harold Harris,None,0
Henry,Attorney General,Statewide,Kay Fleming,Democratic,7199
Henry,Attorney General,Statewide,Greg Zoeller,None,11264
Henry,Superintendent of Public Instruction,Statewide,Glenda Ritz,Democratic,10492
Henry,Superintendent of Public Instruction,Statewide,Tony Bennett,None,8147
Henry,United States Representative,6,Bradley T Bookout,Democratic,6802
Henry,United States Representative,6,Rex Bell,None,2535
Henry,United States Representative,6,Allen Lucas Messer,None,9311
Henry,State Senator,42,Jean Leising,Republican,9981
Henry,State Representative,54,Jeremiah Morrell,Libertarian,4479
Henry,State Representative,54,Thomas E Tom Saunders,None,11723
Henry,Judge of the Circuit Court,Henry No. 2 (53Rd Circuit,Kit C Dean Crane,Republican,14121
Howard,President,Statewide,Barack Obama,Democratic,15135
Howard,President,Statewide,Gary Johnson,None,817
Howard,President,Statewide,Mitt Romney,None,20327
Howard,President,Statewide,"Virgil H Goode, Jr.",None,4
Howard,President,Statewide,Dennis Knill,None,0
Howard,President,Statewide,Stephen Durham,None,0
Howard,President,Statewide,Christina Lopez,None,0
Howard,President,Statewide,Jill Stein,None,4
Howard,President,Statewide,Missionary-Tracey Elaine Blair,None,0
Howard,President,Statewide,Paul Chehade,None,0
Howard,President,Statewide,Richard Duncan,None,0
Howard,President,Statewide,Tom Hoefling,None,3
Howard,President,Statewide,Terry Dale Jones,None,0
Howard,President,Statewide,Nelson Keyton,None,0
Howard,President,Statewide,Jill Reed,None,0
Howard,President,Statewide,"Michael A Simoneux, Jr.",None,0
Howard,President,Statewide,Randall A Terry,None,0
Howard,President,Statewide,"John A Dummett, Jr.",None,0
Howard,President,Statewide,Stewart Alexander,None,0
Howard,United States Senator,Statewide,Joseph Donnelly,Democratic,17660
Howard,United States Senator,Statewide,"Andrew ""Andy"" Horning",None,684
Howard,United States Senator,Statewide,Richard E Mourdock,None,15739
Howard,United States Senator,Statewide,Amy J Willis,None,0
Howard,United States Senator,Statewide,James L Johnson Junior,None,0
