county,office,district,candidate,party,votes
Allen,State Convention Delegate,Allen County,Crystal N Bogard,Democratic,0
Allen,State Convention Delegate,Allen County,Jane Borge-Eliasen,Democratic,0
Allen,State Convention Delegate,Allen County,Diana R Bovie-Koomler,Democratic,0
Allen,State Convention Delegate,Allen County,George Brostoski,Democratic,0
Allen,State Convention Delegate,Allen County,Peggy J Brostoski,Democratic,0
Allen,State Convention Delegate,Allen County,Michael G Carr,Democratic,0
Allen,State Convention Delegate,Allen County,Regina Y Cartwright,Democratic,0
Allen,State Convention Delegate,Allen County,Michael Conley,Democratic,0
Allen,State Convention Delegate,Allen County,John Cruz,Democratic,0
Allen,State Convention Delegate,Allen County,Mallari Daley,Democratic,0
Allen,State Convention Delegate,Allen County,Ryne Daley,Democratic,0
Allen,State Convention Delegate,Allen County,Patricia Doerr,Democratic,0
Allen,State Convention Delegate,Allen County,Robert Doerr,Democratic,0
Allen,State Convention Delegate,Allen County,Charles Eberhard,Democratic,0
Allen,State Convention Delegate,Allen County,Laura Eckert,Democratic,0
Allen,State Convention Delegate,Allen County,Thomas Fortman,Democratic,0
Allen,State Convention Delegate,Allen County,Phillip (Phil) Giaquinta,Democratic,0
Allen,State Convention Delegate,Allen County,John A Godd,Democratic,0
Allen,State Convention Delegate,Allen County,Karen Goldner,Democratic,0
Allen,State Convention Delegate,Allen County,Paige Hamilton,Democratic,0
Allen,State Convention Delegate,Allen County,Bruce Hayes,Democratic,0
Allen,State Convention Delegate,Allen County,Cindy S Henry,Democratic,0
Allen,State Convention Delegate,Allen County,Thomas C Henry,Democratic,0
Allen,State Convention Delegate,Allen County,Melissa Ann Hicks,Democratic,0
Allen,State Convention Delegate,Allen County,Amy Beth Houston,Democratic,0
Allen,State Convention Delegate,Allen County,Maye L Johnson,Democratic,0
Allen,State Convention Delegate,Allen County,Phil Kelley,Democratic,0
Allen,State Convention Delegate,Allen County,Sandy Kennedy,Democratic,0
Allen,State Convention Delegate,Allen County,June Klinger,Democratic,0
Allen,State Convention Delegate,Allen County,Frederick A Lanahan,Democratic,0
Allen,State Convention Delegate,Allen County,William S Law,Democratic,0
Allen,State Convention Delegate,Allen County,Linda Leslie,Democratic,0
Allen,State Convention Delegate,Allen County,John L Lozano,Democratic,0
Allen,State Convention Delegate,Allen County,John A Martin,Democratic,0
Allen,State Convention Delegate,Allen County,Nicole Mays,Democratic,0
Allen,State Convention Delegate,Allen County,M Tara Mcnamara,Democratic,0
Allen,State Convention Delegate,Allen County,J Elizabeth Mizzell,Democratic,0
Allen,State Convention Delegate,Allen County,Carolyn L Morris,Democratic,0
Allen,State Convention Delegate,Allen County,Deb Morrone,Democratic,0
Allen,State Convention Delegate,Allen County,Winfield C Moses Jr,Democratic,0
Allen,State Convention Delegate,Allen County,Christian Nagel,Democratic,0
Allen,State Convention Delegate,Allen County,Ramon D Navarro Jr,Democratic,0
Allen,State Convention Delegate,Allen County,Amy Richardson,Democratic,0
Allen,State Convention Delegate,Allen County,Tim Riemke,Democratic,0
Allen,State Convention Delegate,Allen County,Constance Rowe-Sullivan,Democratic,0
Allen,State Convention Delegate,Allen County,Helen Runge,Democratic,0
Allen,State Convention Delegate,Allen County,Cynthia S Schmidt,Democratic,0
Allen,State Convention Delegate,Allen County,Randy Schmidt,Democratic,0
Allen,State Convention Delegate,Allen County,Carol Schultz,Democratic,0
Allen,State Convention Delegate,Allen County,Jill Scott,Democratic,0
Allen,State Convention Delegate,Allen County,Michael Spears,Democratic,0
Allen,State Convention Delegate,Allen County,Jack Spindler,Democratic,0
Allen,State Convention Delegate,Allen County,Rebecca Stevens,Democratic,0
Allen,State Convention Delegate,Allen County,Richard C Stumpf,Democratic,0
Allen,State Convention Delegate,Allen County,Doris R Thomas,Democratic,0
Allen,State Convention Delegate,Allen County,Julie E Wagner,Democratic,0
Allen,State Convention Delegate,Allen County,Karen S Walker,Democratic,0
Allen,State Convention Delegate,Allen County,Amy Worman,Democratic,0
Allen,State Convention Delegate,Allen County,Carl Yoder,Democratic,0
Allen,State Convention Delegate,Allen County,Cynthia P. Arp,Republican,0
Allen,State Convention Delegate,Allen County,Jason Arp,Republican,0
Allen,State Convention Delegate,Allen County,David E. Barrett,Republican,0
Allen,State Convention Delegate,Allen County,Priscilla J. Baughman,Republican,0
Allen,State Convention Delegate,Allen County,Kerry Beard,Republican,0
Allen,State Convention Delegate,Allen County,Douglas Bloom,Republican,0
Allen,State Convention Delegate,Allen County,William Browne,Republican,0
Allen,State Convention Delegate,Allen County,Melissa Burger,Republican,0
Allen,State Convention Delegate,Allen County,Cameron Caplinger,Republican,0
Allen,State Convention Delegate,Allen County,Zach Clevenger,Republican,0
Allen,State Convention Delegate,Allen County,Rita A. Coffman,Republican,0
Allen,State Convention Delegate,Allen County,Michael T. Davis,Republican,0
Allen,State Convention Delegate,Allen County,Timothy Deck,Republican,0
Allen,State Convention Delegate,Allen County,Daniel Downend,Republican,0
Allen,State Convention Delegate,Allen County,Gary Durbin,Republican,0
Allen,State Convention Delegate,Allen County,Ann B. Eckrich,Republican,0
Allen,State Convention Delegate,Allen County,Logan Fisher,Republican,0
Allen,State Convention Delegate,Allen County,Patricia M. Freck,Republican,0
Allen,State Convention Delegate,Allen County,Daniel F. Fulkerson,Republican,0
Allen,State Convention Delegate,Allen County,Nancy H. Fulkerson,Republican,0
Allen,State Convention Delegate,Allen County,Roberta Galloway,Republican,0
Allen,State Convention Delegate,Allen County,Brenda Gerber,Republican,0
Allen,State Convention Delegate,Allen County,Dave Gladieux,Republican,0
Allen,State Convention Delegate,Allen County,Steven Gordon,Republican,0
Allen,State Convention Delegate,Allen County,Angela L. Green,Republican,0
Allen,State Convention Delegate,Allen County,Kurt A. Gutman,Republican,0
Allen,State Convention Delegate,Allen County,Mark Hagar,Republican,0
Allen,State Convention Delegate,Allen County,Brian D. Hahn,Republican,0
Allen,State Convention Delegate,Allen County,Mitchell V. Harper,Republican,0
Allen,State Convention Delegate,Allen County,Thomas (Tom) Harris,Republican,0
Allen,State Convention Delegate,Allen County,John L. Hasch,Republican,0
Allen,State Convention Delegate,Allen County,Joshua Hoot,Republican,0
Allen,State Convention Delegate,Allen County,Aaron Hout,Republican,0
Allen,State Convention Delegate,Allen County,Sarah Howe,Republican,0
Allen,State Convention Delegate,Allen County,Kevin M. Howell,Republican,0
Allen,State Convention Delegate,Allen County,Paula Hughes,Republican,0
Allen,State Convention Delegate,Allen County,Christina Irons,Republican,0
Allen,State Convention Delegate,Allen County,Dennis Jackson,Republican,0
Allen,State Convention Delegate,Allen County,Jeannette Jaquish,Republican,0
Allen,State Convention Delegate,Allen County,Jeremiah Jeffrey,Republican,0
Allen,State Convention Delegate,Allen County,Glenna L. Jehl,Republican,0
Allen,State Convention Delegate,Allen County,Brandon M. Johnson,Republican,0
Allen,State Convention Delegate,Allen County,Karl E. Jones,Republican,0
Allen,State Convention Delegate,Allen County,Christopher N. Judy,Republican,0
Allen,State Convention Delegate,Allen County,John B. Kalb,Republican,0
Allen,State Convention Delegate,Allen County,Tracy R. Kearns,Republican,0
Allen,State Convention Delegate,Allen County,Patricia Kohart,Republican,0
Allen,State Convention Delegate,Allen County,Kevin A. Komin,Republican,0
Allen,State Convention Delegate,Allen County,Barbara J. Krisher,Republican,0
Allen,State Convention Delegate,Allen County,Samuel R. Labas,Republican,0
Allen,State Convention Delegate,Allen County,Frances (Fran) Lane,Republican,0
Allen,State Convention Delegate,Allen County,Mark Lane,Republican,0
Allen,State Convention Delegate,Allen County,Cameron A. Mackenzie,Republican,0
Allen,State Convention Delegate,Allen County,Ethan Manning,Republican,0
Allen,State Convention Delegate,Allen County,Christopher (Chris) Mccalley,Republican,0
Allen,State Convention Delegate,Allen County,John S. Mckay,Republican,0
Allen,State Convention Delegate,Allen County,Anita P. Mickleburgh,Republican,0
Allen,State Convention Delegate,Allen County,Matthew G. Mills,Republican,0
Allen,State Convention Delegate,Allen County,Ozzie Mitson,Republican,0
Allen,State Convention Delegate,Allen County,Paul Moss,Republican,0
Allen,State Convention Delegate,Allen County,Kenneth B. Neumeister,Republican,0
Allen,State Convention Delegate,Allen County,Jon J. Olinger,Republican,0
Allen,State Convention Delegate,Allen County,David Overmyer,Republican,0
Allen,State Convention Delegate,Allen County,Jason Rajcany,Republican,0
Allen,State Convention Delegate,Allen County,Jennifer Runestad,Republican,0
Allen,State Convention Delegate,Allen County,Ric Runestad,Republican,0
Allen,State Convention Delegate,Allen County,Angela Russell,Republican,0
Allen,State Convention Delegate,Allen County,John Russell,Republican,0
Allen,State Convention Delegate,Allen County,Carolina Rutz,Republican,0
Allen,State Convention Delegate,Allen County,Krystal M. Schimes,Republican,0
Allen,State Convention Delegate,Allen County,W. Patrick Sefton,Republican,0
Allen,State Convention Delegate,Allen County,Brandon Seifert,Republican,0
Allen,State Convention Delegate,Allen County,Nathan A. Shelton,Republican,0
Allen,State Convention Delegate,Allen County,Christine Shrock,Republican,0
Allen,State Convention Delegate,Allen County,Luke Slayton,Republican,0
Allen,State Convention Delegate,Allen County,Jeremy Spice,Republican,0
Allen,State Convention Delegate,Allen County,Paul W. Springer,Republican,0
Allen,State Convention Delegate,Allen County,Christopher (Chris) Stephan,Republican,0
Allen,State Convention Delegate,Allen County,Robert (Bob) Stoppenhagen,Republican,0
Allen,State Convention Delegate,Allen County,David J. Therkelsen,Republican,0
Allen,State Convention Delegate,Allen County,Michelle L. Therkelsen,Republican,0
Allen,State Convention Delegate,Allen County,Brian Thomas,Republican,0
Allen,State Convention Delegate,Allen County,Leslie Thomas,Republican,0
Allen,State Convention Delegate,Allen County,Michael Thomas,Republican,0
Allen,State Convention Delegate,Allen County,Victor B. Whitlock,Republican,0
Allen,State Convention Delegate,Allen County,William (Bill) Willcutts,Republican,0
Allen,State Convention Delegate,Allen County,Ron C. Williams,Republican,0
Allen,State Convention Delegate,Allen County,Lynn D. Witt,Republican,0
Allen,State Convention Delegate,Allen County,Denny Worman,Republican,0
Allen,State Convention Delegate,Allen County,Kathleen (Kathy) Worman,Republican,0
Allen,State Convention Delegate,Allen County,Thomas J. Wyss,Republican,0
Bartholomew,President,,Barack Obama,Democratic,1379
Bartholomew,President,,Newt Gingrich,Republican,699
Bartholomew,President,,Ron Paul,Republican,1331
Bartholomew,President,,Mitt Romney,Republican,6551
Bartholomew,President,,Rick Santorum,Republican,1281
Bartholomew,U.S. Senate,,Joe Donnelly,Democratic,1347
Bartholomew,U.S. Senate,,Richard G. Lugar,Republican,4122
Bartholomew,U.S. Senate,,Richard E. Mourdock,Republican,6047
Bartholomew,Governor,,John R. Gregg,Democratic,1327
Bartholomew,Governor,,Mike Pence,Republican,9156
Bartholomew,U.S. House,6,Dan Bolling,Democratic,307
Bartholomew,U.S. House,6,Bradley T. Bookout,Democratic,107
Bartholomew,U.S. House,6,Jim Crone,Democratic,236
Bartholomew,U.S. House,6,Susan Hall Heitzman,Democratic,611
Bartholomew,U.S. House,6,George T. Holland,Democratic,246
Bartholomew,U.S. House,6,"Don Bates, Jr.",Republican,767
Bartholomew,U.S. House,6,Bill Frazier,Republican,396
Bartholomew,U.S. House,6,Travis Hankins,Republican,2973
Bartholomew,U.S. House,6,John Hatter,Republican,226
Bartholomew,U.S. House,6,Luke Messer,Republican,4157
Bartholomew,U.S. House,6,Joe Sizemore,Republican,167
Bartholomew,U.S. House,6,Allen K. Smith Ii,Republican,927
Bartholomew,U.S. House,6,"Joseph S. Van Wye, Sr",Republican,110
Bartholomew,State Senator,41,Greggory F. Walker,Republican,0
Bartholomew,State House,57,D. Todd Day,Democratic,267
Bartholomew,State House,57,Sean R. Eberhart,Republican,1389
Bartholomew,State House,57,Trent Wisner,Republican,9
Bartholomew,State House,57,Jim Lucas,Republican,122
Bartholomew,Judge of the Superior Court,"Bartholomew County, No. 1",Chris D. Monroe,Republican,4581
Bartholomew,Judge of the Superior Court,"Bartholomew County, No. 1",James (Jim) Worton,Republican,5436
Bartholomew,State Convention Delegate,Bartholomew County,Phyllis A. Apple,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Karen Aud,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Lisa Deaton,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jeffrey D. Erdman,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Joshua Erdman,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Anita Gauck,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,John Gauck,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Sherry Grimes,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Barbara (Barb) J. Hackman,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Dewayne Hines,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Tami Hines,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Robert Jones,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Denise M. Lynch,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Gary Thomas Lynch,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jorge R. Morales,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Ted W. Ogle,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jim Reed,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Bill Starr,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Phil Swaim,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Lew Wilson,Republican,0
Benton,President,,Barack Obama,Democratic,100
Benton,President,,Newt Gingrich,Republican,108
Benton,President,,Ron Paul,Republican,208
Benton,President,,Mitt Romney,Republican,965
Benton,President,,Rick Santorum,Republican,234
Benton,U.S. Senate,,Joe Donnelly,Democratic,98
Benton,U.S. Senate,,Richard G. Lugar,Republican,705
Benton,U.S. Senate,,Richard E. Mourdock,Republican,892
Benton,Governor,,John R. Gregg,Democratic,100
Benton,Governor,,Mike Pence,Republican,1328
Benton,U.S. House,4,Lester Terry Moore,Democratic,50
Benton,U.S. House,4,Tara E. Nelson,Democratic,66
Benton,U.S. House,4,Todd Rokita,Republican,1134
Benton,State House,13,Mark Straw,Democratic,89
Benton,State House,13,Sharon Negele,Republican,1149
Benton,State House,13,Dan Young,Republican,392
Benton,State Convention Delegate,Benton County,Janet K. Hasser,Republican,0
Benton,State Convention Delegate,Benton County,Natalie J. Kidd,Republican,0
Benton,State Convention Delegate,Benton County,Janet M. Turner,Republican,0
Blackford,President,,Barack Obama,Democratic,551
Blackford,President,,Newt Gingrich,Republican,80
Blackford,President,,Ron Paul,Republican,161
Blackford,President,,Mitt Romney,Republican,760
Blackford,President,,Rick Santorum,Republican,200
Blackford,U.S. Senate,,Joe Donnelly,Democratic,571
Blackford,U.S. Senate,,Richard G. Lugar,Republican,465
Blackford,U.S. Senate,,Richard E. Mourdock,Republican,766
Blackford,Governor,,John R. Gregg,Democratic,544
Blackford,Governor,,Mike Pence,Republican,1072
Blackford,U.S. House,3,Kevin R. Boyd,Democratic,50
Blackford,U.S. House,3,Stephen G. Hope,Democratic,7
Blackford,U.S. House,3,Justin Kuhnle,Democratic,9
Blackford,U.S. House,3,John Forrest Roberson,Democratic,13
Blackford,U.S. House,3,Tommy A. Schrader,Democratic,41
Blackford,U.S. House,3,David Sowards,Democratic,9
Blackford,U.S. House,3,Marlin A. Stutzman,Republican,224
Blackford,U.S. House,3,Scott Reske,Republican,249
Blackford,U.S. House,3,Jason Anderson,Republican,13
Blackford,U.S. House,3,Susan Brooks,Republican,145
Blackford,U.S. House,3,John R. (Jack) Lugar,Republican,51
Blackford,U.S. House,3,John Mcgoff,Republican,69
Blackford,U.S. House,3,David Mcintosh,Republican,354
Blackford,U.S. House,3,Matthew Mount,Republican,7
Blackford,U.S. House,3,"William ""Bill"" Salin",Republican,6
Blackford,U.S. House,3,Wayne Seybold,Republican,249
Blackford,State House,31,Katie Morgan,Democratic,578
Blackford,State House,31,Kevin A. Mahan,Republican,1084
Blackford,State House,31,Greg Beumer,Republican,0
Blackford,State House,31,Bill Davis,Republican,5
Blackford,Judge of the Circuit Court,Blackford 71St Circuit,Dean A. Young,Republican,1026
Blackford,State Convention Delegate,Blackford County,John E. Bartlett,Democratic,0
Blackford,State Convention Delegate,Blackford County,Jack Douglas Beckley,Republican,0
Blackford,State Convention Delegate,Blackford County,Andrew Dudelston,Republican,0
Blackford,State Convention Delegate,Blackford County,Kevin A. Mahan,Republican,0
Blackford,State Convention Delegate,Blackford County,Kelli J. Schriver,Republican,0
Boone,President,,Barack Obama,Democratic,1263
Boone,President,,Newt Gingrich,Republican,809
Boone,President,,Ron Paul,Republican,1740
Boone,President,,Mitt Romney,Republican,8236
Boone,President,,Rick Santorum,Republican,1660
Boone,U.S. Senate,,Joe Donnelly,Democratic,1110
Boone,U.S. Senate,,Richard G. Lugar,Republican,6538
Boone,U.S. Senate,,Richard E. Mourdock,Republican,6410
Boone,Governor,,John R. Gregg,Democratic,1079
Boone,Governor,,Mike Pence,Republican,10722
Boone,U.S. House,4,Lester Terry Moore,Democratic,116
Boone,U.S. House,4,Tara E. Nelson,Democratic,192
Boone,U.S. House,4,Todd Rokita,Republican,4083
Boone,U.S. House,4,Scott Reske,Republican,437
Boone,U.S. House,4,Jason Anderson,Republican,72
Boone,U.S. House,4,Susan Brooks,Republican,2823
Boone,U.S. House,4,John R. (Jack) Lugar,Republican,503
Boone,U.S. House,4,John Mcgoff,Republican,1307
Boone,U.S. House,4,David Mcintosh,Republican,2137
Boone,U.S. House,4,Matthew Mount,Republican,55
Boone,U.S. House,4,"William ""Bill"" Salin",Republican,86
Boone,U.S. House,4,Wayne Seybold,Republican,335
Boone,State Senator,7,Brandt Hershman,Republican,1694
Boone,State House,24,Steven Braun,Republican,4122
Boone,State House,24,Mindi Fisher Mcmillan,Republican,2590
Boone,Judge of the Circuit Court,Boone 20Th Circuit,J. Jeffrey (Jeff) Edens,Republican,9984
Boone,State Convention Delegate,Boone County,"Mary Alice ""Sam"" Baldwin",Republican,0
Boone,State Convention Delegate,Boone County,Wendy Brandt,Republican,0
Boone,State Convention Delegate,Boone County,Ken P. Carpenter,Republican,0
Boone,State Convention Delegate,Boone County,Amy R. Connelly,Republican,0
Boone,State Convention Delegate,Boone County,Tom Easterday,Republican,0
Boone,State Convention Delegate,Boone County,Judith Essex,Republican,0
Boone,State Convention Delegate,Boone County,Julia Evinger,Republican,0
Boone,State Convention Delegate,Boone County,Jessica J. Fouts,Republican,0
Boone,State Convention Delegate,Boone County,Robert Guernsey,Republican,0
Boone,State Convention Delegate,Boone County,Larry Hysong,Republican,0
Boone,State Convention Delegate,Boone County,John D. Mccullough,Republican,0
Boone,State Convention Delegate,Boone County,Michael (Mike) Nielsen,Republican,0
Boone,State Convention Delegate,Boone County,Jeff Papa,Republican,0
Boone,State Convention Delegate,Boone County,Chad A. Pittman,Republican,0
Boone,State Convention Delegate,Boone County,David Rodgers,Republican,0
Boone,State Convention Delegate,Boone County,Stephen Schanke,Republican,0
Boone,State Convention Delegate,Boone County,Gary D. Schmucker,Republican,0
Boone,State Convention Delegate,Boone County,Susana Suarez,Republican,0
Boone,State Convention Delegate,Boone County,Kate Swanson,Republican,0
Boone,State Convention Delegate,Boone County,Deanna Willhoite,Republican,0
Boone,State Convention Delegate,Boone County,Jeff Wolfe,Republican,0
Brown,President,,Barack Obama,Democratic,834
Brown,President,,Newt Gingrich,Republican,181
Brown,President,,Ron Paul,Republican,410
Brown,President,,Mitt Romney,Republican,1504
Brown,President,,Rick Santorum,Republican,300
Brown,U.S. Senate,,Joe Donnelly,Democratic,849
Brown,U.S. Senate,,Richard G. Lugar,Republican,814
Brown,U.S. Senate,,Richard E. Mourdock,Republican,1641
Brown,Governor,,John R. Gregg,Democratic,865
Brown,Governor,,Mike Pence,Republican,2154
Brown,U.S. House,9,Jonathan George,Democratic,128
Brown,U.S. House,9,John Griffin Miller,Democratic,79
Brown,U.S. House,9,John W. Tilford,Democratic,80
Brown,U.S. House,9,Robert Winningham,Democratic,89
Brown,U.S. House,9,Shelli Yoder,Democratic,546
Brown,U.S. House,9,Todd Young,Republican,2121
Brown,State Senator,44,Brent Steele,Republican,1992
Brown,State House,65,Eric A. Koch,Republican,2088
Brown,Judge of the Circuit Court,Brown 88Th Circuit,Judith A. Stewart,Democratic,954
Brown,State Convention Delegate,Brown County,Kevin D. Allen,Republican,0
Brown,State Convention Delegate,Brown County,Donna Kelp Lutes,Republican,0
Brown,State Convention Delegate,Brown County,Ben H. Phillips,Republican,0
Brown,State Convention Delegate,Brown County,Cynthia Rose,Republican,0
Brown,State Convention Delegate,Brown County,Glenda Stogsdill,Republican,0
Brown,State Convention Delegate,Brown County,Blake Wolpert,Republican,0
Carroll,President,,Barack Obama,Democratic,358
Carroll,President,,Newt Gingrich,Republican,259
Carroll,President,,Ron Paul,Republican,518
Carroll,President,,Mitt Romney,Republican,1742
Carroll,President,,Rick Santorum,Republican,517
Carroll,U.S. Senate,,Joe Donnelly,Democratic,385
Carroll,U.S. Senate,,Richard G. Lugar,Republican,1335
Carroll,U.S. Senate,,Richard E. Mourdock,Republican,1799
Carroll,Governor,,John R. Gregg,Democratic,353
Carroll,Governor,,Mike Pence,Republican,2690
Carroll,U.S. House,4,Lester Terry Moore,Democratic,175
Carroll,U.S. House,4,Tara E. Nelson,Democratic,219
Carroll,U.S. House,4,Todd Rokita,Republican,2531
Carroll,State Senator,7,Brandt Hershman,Republican,1679
Carroll,State House,25,Shane Evans,Democratic,204
Carroll,State House,25,Donald J. Lehe,Republican,1153
Carroll,State House,25,Franklyn Voorhies,Republican,435
Carroll,State House,25,Heath Vannatter,Republican,834
Carroll,State House,25,Stephen A. Wilson,Republican,346
Carroll,Judge of the Circuit Court,Carroll 74Th Circuit,Don Currie,Republican,1369
Carroll,Judge of the Circuit Court,Carroll 74Th Circuit,Benjamin A. Diener,Republican,1711
Carroll,State Convention Delegate,Carroll County,Thomas Aaron Gray,Republican,0
Carroll,State Convention Delegate,Carroll County,William Hathaway,Republican,0
Carroll,State Convention Delegate,Carroll County,Gene Humbarger,Republican,0
Carroll,State Convention Delegate,Carroll County,Judy Humbarger,Republican,0
Carroll,State Convention Delegate,Carroll County,David R. Smith,Republican,0
Carroll,State Convention Delegate,Carroll County,Ben Thompson,Republican,0
Carroll,State Convention Delegate,Carroll County,Brad Wilson,Republican,0
Cass,President,,Barack Obama,Democratic,1053
Cass,President,,Newt Gingrich,Republican,399
Cass,President,,Ron Paul,Republican,637
Cass,President,,Mitt Romney,Republican,2768
Cass,President,,Rick Santorum,Republican,749
Cass,U.S. Senate,,Joe Donnelly,Democratic,1184
Cass,U.S. Senate,,Richard G. Lugar,Republican,1706
Cass,U.S. Senate,,Richard E. Mourdock,Republican,2964
Cass,Governor,,John R. Gregg,Democratic,1159
Cass,Governor,,Mike Pence,Republican,4174
Cass,U.S. House,4,Lester Terry Moore,Democratic,433
Cass,U.S. House,4,Tara E. Nelson,Democratic,757
Cass,U.S. House,4,Todd Rokita,Republican,4047
Cass,State Senator,18,Randall Head,Republican,4221
Cass,State House,23,"Kerry ""Worly"" Worthington",Democratic,859
Cass,State House,23,William C. Friend,Republican,2550
Cass,State House,23,Donald J. Lehe,Republican,479
Cass,State House,23,Franklyn Voorhies,Republican,184
Cass,State House,23,Heath Vannatter,Republican,425
Cass,State House,23,Stephen A. Wilson,Republican,216
Cass,Judge of the Circuit Court,Cass 29Th Circuit,Leo T. Burns,Democratic,1165
Cass,Judge of the Circuit Court,Cass 29Th Circuit,Douglas A. Cox,Republican,3898
Cass,Judge of the Superior Court,"Cass County, Court 2",Rick Maughmer,Republican,4172
Cass,State Convention Delegate,Cass County,Andrew A. Achoy,Republican,0
Cass,State Convention Delegate,Cass County,Dixie L. Becker,Republican,0
Cass,State Convention Delegate,Cass County,Nelson J. Becker,Republican,0
