county,office,district,candidate,party,votes
Allen,State House,52,Benjamin Charles Smaltz,Republican,6462
Allen,State House,79,Michael D Snyder,Democratic,1694
Allen,State House,79,Matthew S Lehman,Republican,3077
Allen,State House,80,Philip K Giaquinta,Democratic,16577
Allen,State House,81,"Winfield C Moses, Jr.",Democratic,9979
Allen,State House,81,"Alexander ""Alex"" Avery",Libertarian,937
Allen,State House,81,Martin Carbaugh,Republican,11681
Allen,State House,82,Michael T Wilber,Democratic,669
Allen,State House,82,David L Ober,Republican,1770
Allen,State House,83,John A Good,Democratic,5587
Allen,State House,83,Kathleen Heuer,Republican,13512
Allen,State House,84,Lafayette Lee Jordan,Democratic,10693
Allen,State House,84,James A Hanson,Libertarian,1379
Allen,State House,84,Robert Donald Morris,Republican,18193
Allen,State House,85,Audrey Queckboerner,Constitution,2071
Allen,State House,85,Evan Smith,Democratic,7112
Allen,State House,85,Phyllis J Pond,Republican,16522
Bartholomew,President,,Barack Obama,Democratic,10625
Bartholomew,President,,Gary Johnson,Libertarian,608
Bartholomew,President,,Mitt Romney,Republican,18083
Bartholomew,President,,"Virgil H Goode, Jr.",Constitution,4
Bartholomew,President,,Dennis Knill,Democratic,0
Bartholomew,President,,Stephen Durham,Freedom Socialist,0
Bartholomew,President,,Christina Lopez,Freedom Socialist,0
Bartholomew,President,,Jill Stein,Green,4
Bartholomew,President,,Missionary-Tracey Elaine Blair,Independent,0
Bartholomew,President,,Paul Chehade,Independent,0
Bartholomew,President,,Richard Duncan,Independent,0
Bartholomew,President,,Tom Hoefling,Independent,0
Bartholomew,President,,Terry Dale Jones,Independent,0
Bartholomew,President,,Nelson Keyton,Independent,0
Bartholomew,President,,Jill Reed,Independent,0
Bartholomew,President,,"Michael A Simoneux, Jr.",Independent,0
Bartholomew,President,,Randall A Terry,Independent,0
Bartholomew,President,,"John A Dummett, Jr.",Republican,0
Bartholomew,President,,Stewart Alexander,Socialist,2
Bartholomew,U.S. Senate,,Joseph Donnelly,Democratic,12214
Bartholomew,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,2075
Bartholomew,U.S. Senate,,Richard E Mourdock,Republican,14430
Bartholomew,U.S. Senate,,Amy J Willis,Independent,0
Bartholomew,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Bartholomew,Governor,,John R Gregg,Democratic,10608
Bartholomew,Governor,,Rupert Boneham,Libertarian,1130
Bartholomew,Governor,,Michael R Pence,Republican,17417
Bartholomew,Governor,,Donnie Harold Harris,Independent,0
Bartholomew,Attorney General,,Kay Fleming,Democratic,9378
Bartholomew,Attorney General,,Greg Zoeller,Republican,18856
Bartholomew,Superintendent of Public Instruction,,Glenda Ritz,Democratic,12615
Bartholomew,Superintendent of Public Instruction,,Tony Bennett,Republican,15886
Bartholomew,U.S. House,6,Bradley T Bookout,Democratic,8964
Bartholomew,U.S. House,6,Rex Bell,Libertarian,1006
Bartholomew,U.S. House,6,Allen Lucas Messer,Republican,18314
Bartholomew,State Senator,44,Brent Ellis Steele,Republican,6615
Bartholomew,State House,57,Donald Todd Day,Democratic,1440
Bartholomew,State House,57,Paul Bravard,Libertarian,146
Bartholomew,State House,57,Sean R Eberhart,Republican,2947
Bartholomew,State House,59,Milo Smith,Republican,18376
Bartholomew,State House,69,James P Mccormick,Democratic,154
Bartholomew,State House,69,Jim Lucas,Republican,314
Bartholomew,Judge of the Superior Court,"Bartholomew County, No. 1",James Jim Worton,Republican,16825
Bartholomew,Judge of the Superior Court,"Bartholomew County, No. 1",Joe Meek,Independent,9362
Benton,President,,Barack Obama,Democratic,1159
Benton,President,,Gary Johnson,Libertarian,89
Benton,President,,Mitt Romney,Republican,2329
Benton,President,,"Virgil H Goode, Jr.",Constitution,0
Benton,President,,Dennis Knill,Democratic,0
Benton,President,,Stephen Durham,Freedom Socialist,0
Benton,President,,Christina Lopez,Freedom Socialist,0
Benton,President,,Jill Stein,Green,1
Benton,President,,Missionary-Tracey Elaine Blair,Independent,0
Benton,President,,Paul Chehade,Independent,0
Benton,President,,Richard Duncan,Independent,0
Benton,President,,Tom Hoefling,Independent,0
Benton,President,,Terry Dale Jones,Independent,0
Benton,President,,Nelson Keyton,Independent,0
Benton,President,,Jill Reed,Independent,0
Benton,President,,"Michael A Simoneux, Jr.",Independent,0
Benton,President,,Randall A Terry,Independent,0
Benton,President,,"John A Dummett, Jr.",Republican,0
Benton,President,,Stewart Alexander,Socialist,0
Benton,U.S. Senate,,Joseph Donnelly,Democratic,1416
Benton,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,303
Benton,U.S. Senate,,Richard E Mourdock,Republican,1798
Benton,U.S. Senate,,Amy J Willis,Independent,0
Benton,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Benton,Governor,,John R Gregg,Democratic,1374
Benton,Governor,,Rupert Boneham,Libertarian,229
Benton,Governor,,Michael R Pence,Republican,1944
Benton,Governor,,Donnie Harold Harris,Independent,0
Benton,Attorney General,,Kay Fleming,Democratic,1064
Benton,Attorney General,,Greg Zoeller,Republican,2388
Benton,Superintendent of Public Instruction,,Glenda Ritz,Democratic,1604
Benton,Superintendent of Public Instruction,,Tony Bennett,Republican,1894
Benton,U.S. House,4,Tara E Nelson,Democratic,1043
Benton,U.S. House,4,Benjamin J Gehlhausen,Libertarian,145
Benton,U.S. House,4,Theodore E Rokita,Republican,2291
Benton,State House,13,Mark Straw,Democratic,1209
Benton,State House,13,Sharon Negele,Republican,2318
Blackford,President,,Barack Obama,Democratic,1927
Blackford,President,,Gary Johnson,Libertarian,103
Blackford,President,,Mitt Romney,Republican,2711
Blackford,President,,"Virgil H Goode, Jr.",Constitution,0
Blackford,President,,Dennis Knill,Democratic,0
Blackford,President,,Stephen Durham,Freedom Socialist,0
Blackford,President,,Christina Lopez,Freedom Socialist,0
Blackford,President,,Jill Stein,Green,2
Blackford,President,,Missionary-Tracey Elaine Blair,Independent,0
Blackford,President,,Paul Chehade,Independent,0
Blackford,President,,Richard Duncan,Independent,0
Blackford,President,,Tom Hoefling,Independent,0
Blackford,President,,Terry Dale Jones,Independent,0
Blackford,President,,Nelson Keyton,Independent,0
Blackford,President,,Jill Reed,Independent,0
Blackford,President,,"Michael A Simoneux, Jr.",Independent,0
Blackford,President,,Randall A Terry,Independent,0
Blackford,President,,"John A Dummett, Jr.",Republican,0
Blackford,President,,Stewart Alexander,Socialist,0
Blackford,U.S. Senate,,Joseph Donnelly,Democratic,2228
Blackford,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,379
Blackford,U.S. Senate,,Richard E Mourdock,Republican,2059
Blackford,U.S. Senate,,Amy J Willis,Independent,0
Blackford,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Blackford,Governor,,John R Gregg,Democratic,2012
Blackford,Governor,,Rupert Boneham,Libertarian,212
Blackford,Governor,,Michael R Pence,Republican,2433
Blackford,Governor,,Donnie Harold Harris,Independent,0
Blackford,Attorney General,,Kay Fleming,Democratic,1883
Blackford,Attorney General,,Greg Zoeller,Republican,2571
Blackford,Superintendent of Public Instruction,,Glenda Ritz,Democratic,2305
Blackford,Superintendent of Public Instruction,,Tony Bennett,Republican,2258
Blackford,U.S. House,3,Kevin Boyd,Democratic,481
Blackford,U.S. House,3,Marlin A Stutzman,Republican,560
Blackford,U.S. House,5,Scott Reske,Democratic,1458
Blackford,U.S. House,5,Chard Reid,Libertarian,145
Blackford,U.S. House,5,Susan Brooks,Republican,1873
Blackford,State House,31,Katie Marie Morgan,Democratic,2025
Blackford,State House,31,Kevin A Mahan,Republican,2699
Blackford,State House,33,Charles Andrew Schemenaur,Democratic,20
Blackford,State House,33,Bill J Davis,Republican,8
Blackford,Judge of the Circuit Court,Blackford (71St Circuit),Dean Allen Young,Republican,3433
Boone,President,,Barack Obama,Democratic,8328
Boone,President,,Gary Johnson,Libertarian,593
Boone,President,,Mitt Romney,Republican,18808
Boone,President,,"Virgil H Goode, Jr.",Constitution,3
Boone,President,,Dennis Knill,Democratic,0
Boone,President,,Stephen Durham,Freedom Socialist,0
Boone,President,,Christina Lopez,Freedom Socialist,0
Boone,President,,Jill Stein,Green,4
Boone,President,,Missionary-Tracey Elaine Blair,Independent,0
Boone,President,,Paul Chehade,Independent,0
Boone,President,,Richard Duncan,Independent,0
Boone,President,,Tom Hoefling,Independent,0
Boone,President,,Terry Dale Jones,Independent,0
Boone,President,,Nelson Keyton,Independent,0
Boone,President,,Jill Reed,Independent,0
Boone,President,,"Michael A Simoneux, Jr.",Independent,0
Boone,President,,Randall A Terry,Independent,0
Boone,President,,"John A Dummett, Jr.",Republican,0
Boone,President,,Stewart Alexander,Socialist,1
Boone,U.S. Senate,,Joseph Donnelly,Democratic,10251
Boone,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,2066
Boone,U.S. Senate,,Richard E Mourdock,Republican,15007
Boone,U.S. Senate,,Amy J Willis,Independent,0
Boone,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Boone,Governor,,John R Gregg,Democratic,8711
Boone,Governor,,Rupert Boneham,Libertarian,1442
Boone,Governor,,Michael R Pence,Republican,17416
Boone,Governor,,Donnie Harold Harris,Independent,0
Boone,Attorney General,,Kay Fleming,Democratic,6704
Boone,Attorney General,,Greg Zoeller,Republican,20009
Boone,Superintendent of Public Instruction,,Glenda Ritz,Democratic,10916
Boone,Superintendent of Public Instruction,,Tony Bennett,Republican,16089
Boone,U.S. House,4,Tara E Nelson,Democratic,3174
Boone,U.S. House,4,Benjamin J Gehlhausen,Libertarian,559
Boone,U.S. House,4,Theodore E Rokita,Republican,9042
Boone,U.S. House,5,Scott Reske,Democratic,3624
Boone,U.S. House,5,Chard Reid,Libertarian,401
Boone,U.S. House,5,Susan Brooks,Republican,10149
Boone,State Senator,7,Bradley Thompson,Democratic,1260
Boone,State Senator,7,Brandt Hershman,Republican,3463
Boone,State House,24,Steven J Braun,Republican,11201
Boone,State House,28,"James ""Jim"" Rainwater",Libertarian,247
Boone,State House,28,Jeffrey A Thompson,Republican,981
Boone,State House,41,Timothy Tim Brown,Republican,9230
Boone,Judge of the Circuit Court,Boone (20Th Circuit),John Jeffrey Edens,Republican,21953
Brown,President,,Barack Obama,Democratic,3060
Brown,President,,Gary Johnson,Libertarian,204
Brown,President,,Mitt Romney,Republican,4332
Brown,President,,"Virgil H Goode, Jr.",Constitution,1
Brown,President,,Dennis Knill,Democratic,0
Brown,President,,Stephen Durham,Freedom Socialist,0
Brown,President,,Christina Lopez,Freedom Socialist,0
Brown,President,,Jill Stein,Green,7
Brown,President,,Missionary-Tracey Elaine Blair,Independent,0
Brown,President,,Paul Chehade,Independent,0
Brown,President,,Richard Duncan,Independent,0
Brown,President,,Tom Hoefling,Independent,0
Brown,President,,Terry Dale Jones,Independent,0
Brown,President,,Nelson Keyton,Independent,0
Brown,President,,Jill Reed,Independent,0
Brown,President,,"Michael A Simoneux, Jr.",Independent,0
Brown,President,,Randall A Terry,Independent,0
Brown,President,,"John A Dummett, Jr.",Republican,0
Brown,President,,Stewart Alexander,Socialist,0
Brown,U.S. Senate,,Joseph Donnelly,Democratic,3476
Brown,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,549
Brown,U.S. Senate,,Richard E Mourdock,Republican,3544
Brown,U.S. Senate,,Amy J Willis,Independent,0
Brown,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Brown,Governor,,John R Gregg,Democratic,3409
Brown,Governor,,Rupert Boneham,Libertarian,456
Brown,Governor,,Michael R Pence,Republican,3774
Brown,Governor,,Donnie Harold Harris,Independent,0
Brown,Attorney General,,Kay Fleming,Democratic,2893
Brown,Attorney General,,Greg Zoeller,Republican,4518
Brown,Superintendent of Public Instruction,,Glenda Ritz,Democratic,3478
Brown,Superintendent of Public Instruction,,Tony Bennett,Republican,3955
Brown,U.S. House,9,Shelli Yoder,Democratic,3397
Brown,U.S. House,9,Todd Young,Republican,4180
Brown,State Senator,44,Brent Ellis Steele,Republican,5060
Brown,State House,65,Al Cox,Libertarian,1363
Brown,State House,65,Eric A Koch,Republican,4714
Brown,Judge of the Circuit Court,Brown (88Th Circuit),Judith A Stewart,Democratic,5452
Carroll,President,,Barack Obama,Democratic,2635
Carroll,President,,Gary Johnson,Libertarian,169
Carroll,President,,Mitt Romney,Republican,4999
Carroll,President,,"Virgil H Goode, Jr.",Constitution,1
Carroll,President,,Dennis Knill,Democratic,0
Carroll,President,,Stephen Durham,Freedom Socialist,0
Carroll,President,,Christina Lopez,Freedom Socialist,0
Carroll,President,,Jill Stein,Green,6
Carroll,President,,Missionary-Tracey Elaine Blair,Independent,0
Carroll,President,,Paul Chehade,Independent,0
Carroll,President,,Richard Duncan,Independent,0
Carroll,President,,Tom Hoefling,Independent,0
Carroll,President,,Terry Dale Jones,Independent,0
Carroll,President,,Nelson Keyton,Independent,0
Carroll,President,,Jill Reed,Independent,0
Carroll,President,,"Michael A Simoneux, Jr.",Independent,0
Carroll,President,,Randall A Terry,Independent,0
Carroll,President,,"John A Dummett, Jr.",Republican,0
Carroll,President,,Stewart Alexander,Socialist,0
Carroll,U.S. Senate,,Joseph Donnelly,Democratic,3194
Carroll,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,637
Carroll,U.S. Senate,,Richard E Mourdock,Republican,3916
Carroll,U.S. Senate,,Amy J Willis,Independent,0
Carroll,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Carroll,Governor,,John R Gregg,Democratic,3136
Carroll,Governor,,Rupert Boneham,Libertarian,471
Carroll,Governor,,Michael R Pence,Republican,4169
Carroll,Governor,,Donnie Harold Harris,Independent,0
Carroll,Attorney General,,Kay Fleming,Democratic,2510
Carroll,Attorney General,,Greg Zoeller,Republican,5083
Carroll,Superintendent of Public Instruction,,Glenda Ritz,Democratic,3829
Carroll,Superintendent of Public Instruction,,Tony Bennett,Republican,3873
Carroll,U.S. House,4,Tara E Nelson,Democratic,2445
Carroll,U.S. House,4,Benjamin J Gehlhausen,Libertarian,306
Carroll,U.S. House,4,Theodore E Rokita,Republican,4910
Carroll,State Senator,7,Bradley Thompson,Democratic,1806
Carroll,State Senator,7,Brandt Hershman,Republican,3288
Carroll,State Senator,18,Randall Head,Republican,1841
Carroll,State House,25,Shane Michael Evans,Democratic,1990
Carroll,State House,25,Donald J Lehe,Republican,2537
Carroll,State House,38,Heath Vannatter,Republican,2470
Carroll,Judge of the Circuit Court,Carroll (74Th Circuit),Benjamin A Diener,Republican,4744
Carroll,Judge of the Circuit Court,Carroll (74Th Circuit),Nicholas C Mcleland,Independent,2536
Cass,President,,Barack Obama,Democratic,5371
Cass,President,,Gary Johnson,Libertarian,341
Cass,President,,Mitt Romney,Republican,8443
Cass,President,,"Virgil H Goode, Jr.",Constitution,0
Cass,President,,Dennis Knill,Democratic,0
Cass,President,,Stephen Durham,Freedom Socialist,0
Cass,President,,Christina Lopez,Freedom Socialist,0
Cass,President,,Jill Stein,Green,6
Cass,President,,Missionary-Tracey Elaine Blair,Independent,0
Cass,President,,Paul Chehade,Independent,0
Cass,President,,Richard Duncan,Independent,0
Cass,President,,Tom Hoefling,Independent,0
Cass,President,,Terry Dale Jones,Independent,0
Cass,President,,Nelson Keyton,Independent,0
Cass,President,,Jill Reed,Independent,0
Cass,President,,"Michael A Simoneux, Jr.",Independent,0
Cass,President,,Randall A Terry,Independent,0
Cass,President,,"John A Dummett, Jr.",Republican,0
Cass,President,,Stewart Alexander,Socialist,0
Cass,U.S. Senate,,Joseph Donnelly,Democratic,6323
Cass,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,1135
Cass,U.S. Senate,,Richard E Mourdock,Republican,6622
Cass,U.S. Senate,,Amy J Willis,Independent,0
Cass,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Cass,Governor,,John R Gregg,Democratic,6253
Cass,Governor,,Rupert Boneham,Libertarian,805
Cass,Governor,,Michael R Pence,Republican,7114
Cass,Governor,,Donnie Harold Harris,Independent,0
Cass,Attorney General,,Kay Fleming,Democratic,5363
Cass,Attorney General,,Greg Zoeller,Republican,8429
Cass,Superintendent of Public Instruction,,Glenda Ritz,Democratic,7378
Cass,Superintendent of Public Instruction,,Tony Bennett,Republican,6539
Cass,U.S. House,4,Tara E Nelson,Democratic,5277
Cass,U.S. House,4,Benjamin J Gehlhausen,Libertarian,587
Cass,U.S. House,4,Theodore E Rokita,Republican,8058
Cass,State Senator,18,Randall Head,Republican,10565
Cass,State House,23,Kerry Worthington,Democratic,3170
Cass,State House,23,William C Friend,Republican,6305
Cass,State House,25,Shane Michael Evans,Democratic,764
Cass,State House,25,Donald J Lehe,Republican,1185
Cass,State House,38,Heath Vannatter,Republican,1735
Cass,Judge of the Circuit Court,Cass (29Th Circuit),Leo T Burns,Democratic,7728
Cass,Judge of the Circuit Court,Cass (29Th Circuit),Douglas A Cox,Republican,6429
Cass,Judge of the Superior Court,"Cass County, Court 2",Richard Allen Maughmer,Republican,10909
Clark,President,,Barack Obama,Democratic,20807
Clark,President,,Gary Johnson,Libertarian,866
Clark,President,,Mitt Romney,Republican,25450
Clark,President,,"Virgil H Goode, Jr.",Constitution,7
Clark,President,,Dennis Knill,Democratic,6
Clark,President,,Stephen Durham,Freedom Socialist,0
Clark,President,,Christina Lopez,Freedom Socialist,0
Clark,President,,Jill Stein,Green,10
Clark,President,,Missionary-Tracey Elaine Blair,Independent,0
Clark,President,,Paul Chehade,Independent,0
Clark,President,,Richard Duncan,Independent,0
Clark,President,,Tom Hoefling,Independent,0
Clark,President,,Terry Dale Jones,Independent,0
Clark,President,,Nelson Keyton,Independent,0
Clark,President,,Jill Reed,Independent,0
Clark,President,,"Michael A Simoneux, Jr.",Independent,0
Clark,President,,Randall A Terry,Independent,0
Clark,President,,"John A Dummett, Jr.",Republican,0
Clark,President,,Stewart Alexander,Socialist,0
Clark,U.S. Senate,,Joseph Donnelly,Democratic,22776
Clark,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,2262
Clark,U.S. Senate,,Richard E Mourdock,Republican,21120
Clark,U.S. Senate,,Amy J Willis,Independent,0
Clark,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Clark,Governor,,John R Gregg,Democratic,20134
Clark,Governor,,Rupert Boneham,Libertarian,1549
Clark,Governor,,Michael R Pence,Republican,24343
Clark,Governor,,Donnie Harold Harris,Independent,0
Clark,Attorney General,,Kay Fleming,Democratic,19249
Clark,Attorney General,,Greg Zoeller,Republican,25785
Clark,Superintendent of Public Instruction,,Glenda Ritz,Democratic,22160
Clark,Superintendent of Public Instruction,,Tony Bennett,Republican,23246
Clark,U.S. House,9,Shelli Yoder,Democratic,22549
Clark,U.S. House,9,Todd Young,Republican,23596
Clark,State House,66,Terry A Goodin,Democratic,4028
Clark,State House,66,Justin Stevens,Republican,4332
Clark,State House,70,Terry L Miller,Democratic,2915
Clark,State House,70,Rhonda Rhoads,Republican,5354
Clark,State House,71,Steven R Stemler,Democratic,19390
Clark,State House,73,Sandra Blanton,Democratic,1072
Clark,State House,73,Steve Davisson,Republican,1783
Clark,Judge of the Circuit Court,"Clark (4Th Circt), No. 1",Vicki L Carmichael,Democratic,31508
Clay,President,,Barack Obama,Democratic,3460
Clay,President,,Gary Johnson,Libertarian,227
Clay,President,,Mitt Romney,Republican,7096
Clay,President,,"Virgil H Goode, Jr.",Constitution,0
Clay,President,,Dennis Knill,Democratic,0
Clay,President,,Stephen Durham,Freedom Socialist,0
Clay,President,,Christina Lopez,Freedom Socialist,0
Clay,President,,Jill Stein,Green,1
Clay,President,,Missionary-Tracey Elaine Blair,Independent,0
Clay,President,,Paul Chehade,Independent,0
Clay,President,,Richard Duncan,Independent,0
Clay,President,,Tom Hoefling,Independent,0
Clay,President,,Terry Dale Jones,Independent,0
Clay,President,,Nelson Keyton,Independent,0
Clay,President,,Jill Reed,Independent,0
Clay,President,,"Michael A Simoneux, Jr.",Independent,0
Clay,President,,Randall A Terry,Independent,0
Clay,President,,"John A Dummett, Jr.",Republican,0
Clay,President,,Stewart Alexander,Socialist,0
Clay,U.S. Senate,,Joseph Donnelly,Democratic,4359
Clay,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,733
Clay,U.S. Senate,,Richard E Mourdock,Republican,5192
Clay,U.S. Senate,,Amy J Willis,Independent,1
Clay,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Clay,Governor,,John R Gregg,Democratic,4765
Clay,Governor,,Rupert Boneham,Libertarian,566
Clay,Governor,,Michael R Pence,Republican,5547
Clay,Governor,,Donnie Harold Harris,Independent,0
Clay,Attorney General,,Kay Fleming,Democratic,3682
Clay,Attorney General,,Greg Zoeller,Republican,6763
Clay,Superintendent of Public Instruction,,Glenda Ritz,Democratic,5629
Clay,Superintendent of Public Instruction,,Tony Bennett,Republican,4958
Clay,U.S. House,8,Dave Crooks,Democratic,3831
Clay,U.S. House,8,Bart Gadau,Libertarian,443
Clay,U.S. House,8,Larry D Bucshon,Republican,6364
Clay,State House,42,Mark C Spelbring,Democratic,2532
Clay,State House,42,Alan P Morrison,Republican,2891
Clay,State House,44,Richard Thompson,Democratic,1045
Clay,State House,44,James R Baird,Republican,1414
Clay,State House,46,James R Mann Ii,Democratic,1001
Clay,State House,46,Bob Heaton,Republican,1879
Clay,Judge of the Circuit Court,Clay (13Th Circuit),Joseph D Trout,Democratic,6433
Clay,Judge of the Circuit Court,Clay (13Th Circuit),James E Deal,Republican,4288
Clay,Judge of the Superior Court,Clay County,J Akers,Democratic,5519
Clay,Judge of the Superior Court,Clay County,Robert Alex Pell,Republican,5235
Clinton,President,,Barack Obama,Democratic,3308
Clinton,President,,Gary Johnson,Libertarian,234
Clinton,President,,Mitt Romney,Republican,6338
Clinton,President,,"Virgil H Goode, Jr.",Constitution,2
Clinton,President,,Dennis Knill,Democratic,0
Clinton,President,,Stephen Durham,Freedom Socialist,0
Clinton,President,,Christina Lopez,Freedom Socialist,0
Clinton,President,,Jill Stein,Green,1
Clinton,President,,Missionary-Tracey Elaine Blair,Independent,0
Clinton,President,,Paul Chehade,Independent,0
Clinton,President,,Richard Duncan,Independent,0
Clinton,President,,Tom Hoefling,Independent,0
Clinton,President,,Terry Dale Jones,Independent,0
Clinton,President,,Nelson Keyton,Independent,0
Clinton,President,,Jill Reed,Independent,0
Clinton,President,,"Michael A Simoneux, Jr.",Independent,0
Clinton,President,,Randall A Terry,Independent,0
Clinton,President,,"John A Dummett, Jr.",Republican,0
Clinton,President,,Stewart Alexander,Socialist,0
Clinton,U.S. Senate,,Joseph Donnelly,Democratic,3931
Clinton,U.S. Senate,,"Andrew ""Andy"" Horning",Libertarian,832
Clinton,U.S. Senate,,Richard E Mourdock,Republican,4938
Clinton,U.S. Senate,,Amy J Willis,Independent,0
Clinton,U.S. Senate,,James L Johnson Junior,Workers Peace And Lo,0
Clinton,Governor,,John R Gregg,Democratic,3876
Clinton,Governor,,Rupert Boneham,Libertarian,565
Clinton,Governor,,Michael R Pence,Republican,5412
Clinton,Governor,,Donnie Harold Harris,Independent,0
Clinton,Attorney General,,Kay Fleming,Democratic,2874
Clinton,Attorney General,,Greg Zoeller,Republican,6584
Clinton,Superintendent of Public Instruction,,Glenda Ritz,Democratic,5894
Clinton,Superintendent of Public Instruction,,Tony Bennett,Republican,4754
Clinton,U.S. House,4,Tara E Nelson,Democratic,2957
Clinton,U.S. House,4,Benjamin J Gehlhausen,Libertarian,384
Clinton,U.S. House,4,Theodore E Rokita,Republican,6332
Clinton,State Senator,7,Bradley Thompson,Democratic,2983
Clinton,State Senator,7,Brandt Hershman,Republican,5830
