candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mark W. Rutherford,Secretary of State,,L,Hendricks,BROWN 4,11,1,0,12
Write in,Secretary of State,,,Hendricks,BROWN 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,BROWN 4,330,106,0,436
Joselyn Whitticker,Auditor of State,,D,Hendricks,BROWN 4,76,51,0,127
John Schick,Auditor of State,,L,Hendricks,BROWN 4,15,1,0,16
Kelly Mitchell,Treasurer of State,,R,Hendricks,BROWN 4,341,111,0,452
John C. Aguilera,Treasurer of State,,D,Hendricks,BROWN 4,79,47,0,126
Jim Baird,U.S. House,4,R,Hendricks,BROWN 4,333,103,0,436
Tobi Beck,U.S. House,4,D,Hendricks,BROWN 4,90,55,0,145
Write in,U.S. House,4,,Hendricks,BROWN 4,1,0,0,1
Jeffrey A Thompson,State Representative,28,R,Hendricks,BROWN 4,331,108,0,439
Harlan Vondersaar,State Representative,28,D,Hendricks,BROWN 4,91,48,0,139
,Registered Voters,,,Hendricks,BROWN 5,,,,1658
,Ballots Cast,,,Hendricks,BROWN 5,,,,636
Mike Braun,U.S. Senate,,R,Hendricks,BROWN 5,269,138,0,407
Joe Donnelly,U.S. Senate,,D,Hendricks,BROWN 5,344,181,0,525
Lucy M Brenton,U.S. Senate,,L,Hendricks,BROWN 5,22,7,0,29
Write in,U.S. Senate,,,Hendricks,BROWN 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,BROWN 5,322,157,0,479
Jim Harper,Secretary of State,,D,Hendricks,BROWN 5,292,161,0,453
Mark W. Rutherford,Secretary of State,,L,Hendricks,BROWN 5,16,3,0,19
Write in,Secretary of State,,,Hendricks,BROWN 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,BROWN 5,312,144,0,456
Joselyn Whitticker,Auditor of State,,D,Hendricks,BROWN 5,293,166,0,459
John Schick,Auditor of State,,L,Hendricks,BROWN 5,20,7,0,27
Kelly Mitchell,Treasurer of State,,R,Hendricks,BROWN 5,333,151,0,484
John C. Aguilera,Treasurer of State,,D,Hendricks,BROWN 5,289,169,0,458
Jim Baird,U.S. House,4,R,Hendricks,BROWN 5,301,147,0,448
Tobi Beck,U.S. House,4,D,Hendricks,BROWN 5,322,172,0,494
Write in,U.S. House,4,,Hendricks,BROWN 5,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,BROWN 5,307,151,0,458
Harlan Vondersaar,State Representative,28,D,Hendricks,BROWN 5,318,171,0,489
,Registered Voters,,,Hendricks,BROWN 6,,,,1832
,Ballots Cast,,,Hendricks,BROWN 6,,,,775
Mike Braun,U.S. Senate,,R,Hendricks,BROWN 6,455,175,0,630
Joe Donnelly,U.S. Senate,,D,Hendricks,BROWN 6,285,162,0,447
Lucy M Brenton,U.S. Senate,,L,Hendricks,BROWN 6,33,6,0,39
Write in,U.S. Senate,,,Hendricks,BROWN 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,BROWN 6,508,196,0,704
Jim Harper,Secretary of State,,D,Hendricks,BROWN 6,226,138,0,364
Mark W. Rutherford,Secretary of State,,L,Hendricks,BROWN 6,31,6,0,37
Write in,Secretary of State,,,Hendricks,BROWN 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,BROWN 6,515,186,0,701
Joselyn Whitticker,Auditor of State,,D,Hendricks,BROWN 6,210,143,0,353
John Schick,Auditor of State,,L,Hendricks,BROWN 6,34,10,0,44
Kelly Mitchell,Treasurer of State,,R,Hendricks,BROWN 6,537,193,0,730
John C. Aguilera,Treasurer of State,,D,Hendricks,BROWN 6,222,143,0,365
Jim Baird,U.S. House,4,R,Hendricks,BROWN 6,501,181,0,682
Tobi Beck,U.S. House,4,D,Hendricks,BROWN 6,263,160,0,423
Write in,U.S. House,4,,Hendricks,BROWN 6,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,BROWN 6,494,181,0,675
Harlan Vondersaar,State Representative,28,D,Hendricks,BROWN 6,272,157,0,429
,Registered Voters,,,Hendricks,BROWN 7,,,,971
,Ballots Cast,,,Hendricks,BROWN 7,,,,344
Mike Braun,U.S. Senate,,R,Hendricks,BROWN 7,205,74,0,279
Joe Donnelly,U.S. Senate,,D,Hendricks,BROWN 7,121,66,0,187
Lucy M Brenton,U.S. Senate,,L,Hendricks,BROWN 7,18,3,0,21
Write in,U.S. Senate,,,Hendricks,BROWN 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,BROWN 7,228,81,0,309
Jim Harper,Secretary of State,,D,Hendricks,BROWN 7,99,54,0,153
Mark W. Rutherford,Secretary of State,,L,Hendricks,BROWN 7,14,9,0,23
Write in,Secretary of State,,,Hendricks,BROWN 7,1,0,0,1
Tera Klutz,Auditor of State,,R,Hendricks,BROWN 7,223,79,0,302
Joselyn Whitticker,Auditor of State,,D,Hendricks,BROWN 7,101,56,0,157
John Schick,Auditor of State,,L,Hendricks,BROWN 7,18,8,0,26
Kelly Mitchell,Treasurer of State,,R,Hendricks,BROWN 7,242,85,0,327
John C. Aguilera,Treasurer of State,,D,Hendricks,BROWN 7,101,56,0,157
Jim Baird,U.S. House,4,R,Hendricks,BROWN 7,218,85,0,303
Tobi Beck,U.S. House,4,D,Hendricks,BROWN 7,124,59,0,183
Write in,U.S. House,4,,Hendricks,BROWN 7,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,BROWN 7,220,81,0,301
Harlan Vondersaar,State Representative,28,D,Hendricks,BROWN 7,120,62,0,182
,Registered Voters,,,Hendricks,BROWN 8,,,,1629
,Ballots Cast,,,Hendricks,BROWN 8,,,,778
Mike Braun,U.S. Senate,,R,Hendricks,BROWN 8,512,157,0,669
Joe Donnelly,U.S. Senate,,D,Hendricks,BROWN 8,241,106,0,347
Lucy M Brenton,U.S. Senate,,L,Hendricks,BROWN 8,24,4,0,28
Write in,U.S. Senate,,,Hendricks,BROWN 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,BROWN 8,584,176,0,760
Jim Harper,Secretary of State,,D,Hendricks,BROWN 8,169,86,0,255
Mark W. Rutherford,Secretary of State,,L,Hendricks,BROWN 8,20,4,0,24
Write in,Secretary of State,,,Hendricks,BROWN 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,BROWN 8,560,170,0,730
Joselyn Whitticker,Auditor of State,,D,Hendricks,BROWN 8,175,92,0,267
John Schick,Auditor of State,,L,Hendricks,BROWN 8,27,3,0,30
Kelly Mitchell,Treasurer of State,,R,Hendricks,BROWN 8,588,181,0,769
John C. Aguilera,Treasurer of State,,D,Hendricks,BROWN 8,179,83,0,262
Jim Baird,U.S. House,4,R,Hendricks,BROWN 8,551,171,0,722
Tobi Beck,U.S. House,4,D,Hendricks,BROWN 8,214,94,0,308
Write in,U.S. House,4,,Hendricks,BROWN 8,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,BROWN 8,542,167,0,709
Harlan Vondersaar,State Representative,28,D,Hendricks,BROWN 8,224,96,0,320
,Registered Voters,,,Hendricks,CENTER 1,,,,926
,Ballots Cast,,,Hendricks,CENTER 1,,,,304
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 1,192,177,0,369
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 1,94,83,0,177
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 1,18,6,0,24
Write in,U.S. Senate,,,Hendricks,CENTER 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 1,230,198,0,428
Jim Harper,Secretary of State,,D,Hendricks,CENTER 1,61,64,0,125
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 1,11,2,0,13
Write in,Secretary of State,,,Hendricks,CENTER 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 1,214,186,0,400
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 1,66,73,0,139
John Schick,Auditor of State,,L,Hendricks,CENTER 1,17,5,0,22
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 1,227,193,0,420
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 1,68,70,0,138
Jim Baird,U.S. House,4,R,Hendricks,CENTER 1,209,185,0,394
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 1,88,79,0,167
Write in,U.S. House,4,,Hendricks,CENTER 1,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 1,207,185,0,392
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 1,93,80,0,173
,Registered Voters,,,Hendricks,CENTER 2,,,,1290
,Ballots Cast,,,Hendricks,CENTER 2,,,,411
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 2,304,149,0,453
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 2,90,73,0,163
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 2,15,10,0,25
Write in,U.S. Senate,,,Hendricks,CENTER 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 2,326,175,0,501
Jim Harper,Secretary of State,,D,Hendricks,CENTER 2,69,50,0,119
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 2,12,7,0,19
Write in,Secretary of State,,,Hendricks,CENTER 2,1,0,0,1
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 2,317,164,0,481
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 2,74,58,0,132
John Schick,Auditor of State,,L,Hendricks,CENTER 2,14,6,0,20
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 2,330,172,0,502
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 2,73,54,0,127
Jim Baird,U.S. House,4,R,Hendricks,CENTER 2,315,159,0,474
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 2,91,66,0,157
Write in,U.S. House,4,,Hendricks,CENTER 2,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 2,299,167,0,466
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 2,106,60,0,166
,Registered Voters,,,Hendricks,CENTER 3,,,,883
,Ballots Cast,,,Hendricks,CENTER 3,,,,277
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 3,196,101,0,297
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 3,68,45,0,113
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 3,11,5,0,16
Write in,U.S. Senate,,,Hendricks,CENTER 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 3,221,108,0,329
Jim Harper,Secretary of State,,D,Hendricks,CENTER 3,46,38,0,84
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 3,7,5,0,12
Write in,Secretary of State,,,Hendricks,CENTER 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 3,206,103,0,309
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 3,53,36,0,89
John Schick,Auditor of State,,L,Hendricks,CENTER 3,11,4,0,15
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 3,214,109,0,323
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 3,54,35,0,89
Jim Baird,U.S. House,4,R,Hendricks,CENTER 3,207,100,0,307
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 3,64,45,0,109
Write in,U.S. House,4,,Hendricks,CENTER 3,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 3,200,103,0,303
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 3,72,44,0,116
,Registered Voters,,,Hendricks,CENTER 4,,,,345
,Ballots Cast,,,Hendricks,CENTER 4,,,,131
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 4,103,52,0,155
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 4,18,13,0,31
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 4,10,1,0,11
Write in,U.S. Senate,,,Hendricks,CENTER 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 4,116,56,0,172
Jim Harper,Secretary of State,,D,Hendricks,CENTER 4,11,9,0,20
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 4,4,1,0,5
Write in,Secretary of State,,,Hendricks,CENTER 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 4,107,51,0,158
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 4,13,12,0,25
John Schick,Auditor of State,,L,Hendricks,CENTER 4,7,3,0,10
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 4,115,54,0,169
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 4,12,12,0,24
Jim Baird,U.S. House,4,R,Hendricks,CENTER 4,115,55,0,170
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 4,14,11,0,25
Write in,U.S. House,4,,Hendricks,CENTER 4,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 4,113,53,0,166
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 4,14,13,0,27
,Registered Voters,,,Hendricks,CENTER 5,,,,1195
,Ballots Cast,,,Hendricks,CENTER 5,,,,313
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 5,180,102,0,282
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 5,105,69,0,174
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 5,23,11,0,34
Write in,U.S. Senate,,,Hendricks,CENTER 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 5,208,116,0,324
Jim Harper,Secretary of State,,D,Hendricks,CENTER 5,79,57,0,136
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 5,20,9,0,29
Write in,Secretary of State,,,Hendricks,CENTER 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 5,196,118,0,314
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 5,90,56,0,146
John Schick,Auditor of State,,L,Hendricks,CENTER 5,19,8,0,27
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 5,214,121,0,335
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 5,90,59,0,149
Jim Baird,U.S. House,4,R,Hendricks,CENTER 5,199,113,0,312
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 5,109,68,0,177
Write in,U.S. House,4,,Hendricks,CENTER 5,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 5,201,113,0,314
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 5,104,63,0,167
,Registered Voters,,,Hendricks,CENTER 6,,,,912
,Ballots Cast,,,Hendricks,CENTER 6,,,,314
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 6,230,169,0,399
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 6,70,76,0,146
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 6,11,9,0,20
Write in,U.S. Senate,,,Hendricks,CENTER 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 6,253,199,0,452
Jim Harper,Secretary of State,,D,Hendricks,CENTER 6,50,52,0,102
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 6,8,2,0,10
Write in,Secretary of State,,,Hendricks,CENTER 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 6,247,185,0,432
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 6,55,64,0,119
John Schick,Auditor of State,,L,Hendricks,CENTER 6,3,4,0,7
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 6,255,190,0,445
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 6,53,62,0,115
Jim Baird,U.S. House,4,R,Hendricks,CENTER 6,241,180,0,421
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 6,67,71,0,138
Write in,U.S. House,4,,Hendricks,CENTER 6,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 6,234,183,0,417
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 6,75,65,0,140
,Registered Voters,,,Hendricks,CENTER 7,,,,848
,Ballots Cast,,,Hendricks,CENTER 7,,,,308
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 7,225,125,0,350
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 7,67,57,0,124
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 7,14,9,0,23
Write in,U.S. Senate,,,Hendricks,CENTER 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 7,254,142,0,396
Jim Harper,Secretary of State,,D,Hendricks,CENTER 7,41,44,0,85
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 7,10,5,0,15
Write in,Secretary of State,,,Hendricks,CENTER 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 7,240,138,0,378
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 7,48,48,0,96
John Schick,Auditor of State,,L,Hendricks,CENTER 7,13,4,0,17
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 7,255,142,0,397
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 7,47,47,0,94
Jim Baird,U.S. House,4,R,Hendricks,CENTER 7,241,139,0,380
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 7,59,51,0,110
Write in,U.S. House,4,,Hendricks,CENTER 7,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 7,228,141,0,369
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 7,71,50,0,121
,Registered Voters,,,Hendricks,CENTER 8,,,,629
,Ballots Cast,,,Hendricks,CENTER 8,,,,248
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 8,174,89,0,263
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 8,61,50,0,111
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 8,11,4,0,15
Write in,U.S. Senate,,,Hendricks,CENTER 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 8,195,104,0,299
Jim Harper,Secretary of State,,D,Hendricks,CENTER 8,40,35,0,75
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 8,10,4,0,14
Write in,Secretary of State,,,Hendricks,CENTER 8,1,1,0,2
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 8,184,100,0,284
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 8,46,36,0,82
John Schick,Auditor of State,,L,Hendricks,CENTER 8,10,4,0,14
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 8,187,103,0,290
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 8,54,38,0,92
Jim Baird,U.S. House,4,R,Hendricks,CENTER 8,178,95,0,273
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 8,64,48,0,112
Write in,U.S. House,4,,Hendricks,CENTER 8,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 8,184,97,0,281
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 8,62,44,0,106
,Registered Voters,,,Hendricks,CENTER 9,,,,720
,Ballots Cast,,,Hendricks,CENTER 9,,,,252
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 9,186,128,0,314
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 9,57,50,0,107
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 9,9,6,0,15
Write in,U.S. Senate,,,Hendricks,CENTER 9,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 9,201,151,0,352
Jim Harper,Secretary of State,,D,Hendricks,CENTER 9,36,31,0,67
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 9,15,2,0,17
Write in,Secretary of State,,,Hendricks,CENTER 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 9,195,137,0,332
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 9,40,44,0,84
John Schick,Auditor of State,,L,Hendricks,CENTER 9,13,3,0,16
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 9,208,143,0,351
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 9,39,42,0,81
Jim Baird,U.S. House,4,R,Hendricks,CENTER 9,203,136,0,339
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 9,46,47,0,93
Write in,U.S. House,4,,Hendricks,CENTER 9,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 9,188,134,0,322
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 9,60,51,0,111
,Registered Voters,,,Hendricks,CENTER 10,,,,1255
,Ballots Cast,,,Hendricks,CENTER 10,,,,394
Mike Braun,U.S. Senate,,R,Hendricks,CENTER 10,269,167,0,436
Joe Donnelly,U.S. Senate,,D,Hendricks,CENTER 10,97,82,0,179
Lucy M Brenton,U.S. Senate,,L,Hendricks,CENTER 10,24,18,0,42
Write in,U.S. Senate,,,Hendricks,CENTER 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Hendricks,CENTER 10,304,203,0,507
Jim Harper,Secretary of State,,D,Hendricks,CENTER 10,77,58,0,135
Mark W. Rutherford,Secretary of State,,L,Hendricks,CENTER 10,9,3,0,12
Write in,Secretary of State,,,Hendricks,CENTER 10,0,0,0,0
Tera Klutz,Auditor of State,,R,Hendricks,CENTER 10,289,186,0,475
Joselyn Whitticker,Auditor of State,,D,Hendricks,CENTER 10,83,71,0,154
John Schick,Auditor of State,,L,Hendricks,CENTER 10,15,7,0,22
Kelly Mitchell,Treasurer of State,,R,Hendricks,CENTER 10,302,195,0,497
John C. Aguilera,Treasurer of State,,D,Hendricks,CENTER 10,85,69,0,154
Jim Baird,U.S. House,4,R,Hendricks,CENTER 10,294,180,0,474
Tobi Beck,U.S. House,4,D,Hendricks,CENTER 10,97,84,0,181
Write in,U.S. House,4,,Hendricks,CENTER 10,0,0,0,0
Jeffrey A Thompson,State Representative,28,R,Hendricks,CENTER 10,278,182,0,460
Harlan Vondersaar,State Representative,28,D,Hendricks,CENTER 10,108,83,0,191
,Registered Voters,,,Hendricks,CLAY 1,,,,872
,Ballots Cast,,,Hendricks,CLAY 1,,,,387
Mike Braun,U.S. Senate,,R,Hendricks,CLAY 1,284,98,0,382
Joe Donnelly,U.S. Senate,,D,Hendricks,CLAY 1,89,28,0,117
Lucy M Brenton,U.S. Senate,,L,Hendricks,CLAY 1,11,2,0,13
Write in,U.S. Senate,,,Hendricks,CLAY 1,0,0,0,0
