candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,Randolph,WHITE RIVER 1,,,,858
,Ballots Cast,,,Randolph,WHITE RIVER 1,,,,317
Mike Braun,U.S. Senate,,R,Randolph,WHITE RIVER 1,203,91,0,294
Joe Donnelly,U.S. Senate,,D,Randolph,WHITE RIVER 1,87,80,0,167
Lucy M Brenton,U.S. Senate,,L,Randolph,WHITE RIVER 1,21,10,0,31
Write in,U.S. Senate,,,Randolph,WHITE RIVER 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Randolph,WHITE RIVER 1,237,117,0,354
Jim Harper,Secretary of State,,D,Randolph,WHITE RIVER 1,61,57,0,118
Mark W. Rutherford,Secretary of State,,L,Randolph,WHITE RIVER 1,9,3,0,12
Write in,Secretary of State,,,Randolph,WHITE RIVER 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Randolph,WHITE RIVER 1,219,111,0,330
Joselyn Whitticker,Auditor of State,,D,Randolph,WHITE RIVER 1,62,57,0,119
John Schick,Auditor of State,,L,Randolph,WHITE RIVER 1,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Randolph,WHITE RIVER 1,234,116,0,350
John C. Aguilera,Treasurer of State,,D,Randolph,WHITE RIVER 1,59,56,0,115
Greg Pence,U.S. House,6,R,Randolph,WHITE RIVER 1,221,105,0,326
Jeannine Lee Lake,U.S. House,6,D,Randolph,WHITE RIVER 1,76,68,0,144
Tom Ferkinhogg,U.S. House,6,L,Randolph,WHITE RIVER 1,13,6,0,19
Write in,U.S. House,6,,Randolph,WHITE RIVER 1,0,0,0,0
Jeff Raatz,State Senate ,27,R,Randolph,WHITE RIVER 1,248,121,0,369
Jerome (Jake) Hoog,State Senate ,27,D,Randolph,WHITE RIVER 1,58,56,0,114
John (JD) Prescott,State Representative,33,R,Randolph,WHITE RIVER 1,195,95,0,290
Shon Byrum,State Representative,33,D,Randolph,WHITE RIVER 1,90,66,0,156
Dale Arnett,State Representative,33,L,Randolph,WHITE RIVER 1,26,17,0,43
,Registered Voters,,,Randolph,WHITE RIVER 2,,,,830
,Ballots Cast,,,Randolph,WHITE RIVER 2,,,,370
Mike Braun,U.S. Senate,,R,Randolph,WHITE RIVER 2,233,72,0,305
Joe Donnelly,U.S. Senate,,D,Randolph,WHITE RIVER 2,99,35,0,134
Lucy M Brenton,U.S. Senate,,L,Randolph,WHITE RIVER 2,29,4,0,33
Write in,U.S. Senate,,,Randolph,WHITE RIVER 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Randolph,WHITE RIVER 2,269,87,0,356
Jim Harper,Secretary of State,,D,Randolph,WHITE RIVER 2,75,26,0,101
Mark W. Rutherford,Secretary of State,,L,Randolph,WHITE RIVER 2,15,1,0,16
Write in,Secretary of State,,,Randolph,WHITE RIVER 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Randolph,WHITE RIVER 2,245,84,0,329
Joselyn Whitticker,Auditor of State,,D,Randolph,WHITE RIVER 2,89,28,0,117
John Schick,Auditor of State,,L,Randolph,WHITE RIVER 2,17,0,0,17
Kelly Mitchell,Treasurer of State,,R,Randolph,WHITE RIVER 2,275,84,0,359
John C. Aguilera,Treasurer of State,,D,Randolph,WHITE RIVER 2,76,26,0,102
Greg Pence,U.S. House,6,R,Randolph,WHITE RIVER 2,254,74,0,328
Jeannine Lee Lake,U.S. House,6,D,Randolph,WHITE RIVER 2,82,31,0,113
Tom Ferkinhogg,U.S. House,6,L,Randolph,WHITE RIVER 2,28,8,0,36
Write in,U.S. House,6,,Randolph,WHITE RIVER 2,0,0,0,0
Jeff Raatz,State Senate ,27,R,Randolph,WHITE RIVER 2,289,84,0,373
Jerome (Jake) Hoog,State Senate ,27,D,Randolph,WHITE RIVER 2,74,27,0,101
John (JD) Prescott,State Representative,33,R,Randolph,WHITE RIVER 2,188,65,0,253
Shon Byrum,State Representative,33,D,Randolph,WHITE RIVER 2,143,39,0,182
Dale Arnett,State Representative,33,L,Randolph,WHITE RIVER 2,32,7,0,39
,Registered Voters,,,Randolph,WINCHESTER 1 2,,,,1359
,Ballots Cast,,,Randolph,WINCHESTER 1 2,,,,326
Mike Braun,U.S. Senate,,R,Randolph,WINCHESTER 1 2,175,92,0,267
Joe Donnelly,U.S. Senate,,D,Randolph,WINCHESTER 1 2,112,67,0,179
Lucy M Brenton,U.S. Senate,,L,Randolph,WINCHESTER 1 2,33,10,0,43
Write in,U.S. Senate,,,Randolph,WINCHESTER 1 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Randolph,WINCHESTER 1 2,208,104,0,312
Jim Harper,Secretary of State,,D,Randolph,WINCHESTER 1 2,86,57,0,143
Mark W. Rutherford,Secretary of State,,L,Randolph,WINCHESTER 1 2,19,5,0,24
Write in,Secretary of State,,,Randolph,WINCHESTER 1 2,1,0,0,1
Tera Klutz,Auditor of State,,R,Randolph,WINCHESTER 1 2,198,95,0,293
Joselyn Whitticker,Auditor of State,,D,Randolph,WINCHESTER 1 2,92,60,0,152
John Schick,Auditor of State,,L,Randolph,WINCHESTER 1 2,20,7,0,27
Kelly Mitchell,Treasurer of State,,R,Randolph,WINCHESTER 1 2,220,102,0,322
John C. Aguilera,Treasurer of State,,D,Randolph,WINCHESTER 1 2,86,60,0,146
Greg Pence,U.S. House,6,R,Randolph,WINCHESTER 1 2,193,99,0,292
Jeannine Lee Lake,U.S. House,6,D,Randolph,WINCHESTER 1 2,94,57,0,151
Tom Ferkinhogg,U.S. House,6,L,Randolph,WINCHESTER 1 2,34,10,0,44
Write in,U.S. House,6,,Randolph,WINCHESTER 1 2,0,0,0,0
Jeff Raatz,State Senate ,27,R,Randolph,WINCHESTER 1 2,222,104,0,326
Jerome (Jake) Hoog,State Senate ,27,D,Randolph,WINCHESTER 1 2,92,61,0,153
John (JD) Prescott,State Representative,33,R,Randolph,WINCHESTER 1 2,157,80,0,237
Shon Byrum,State Representative,33,D,Randolph,WINCHESTER 1 2,126,67,0,193
Dale Arnett,State Representative,33,L,Randolph,WINCHESTER 1 2,40,22,0,62
,Registered Voters,,,Randolph,WINCHESTER 3,,,,879
,Ballots Cast,,,Randolph,WINCHESTER 3,,,,258
Mike Braun,U.S. Senate,,R,Randolph,WINCHESTER 3,141,105,0,246
Joe Donnelly,U.S. Senate,,D,Randolph,WINCHESTER 3,95,81,0,176
Lucy M Brenton,U.S. Senate,,L,Randolph,WINCHESTER 3,17,10,0,27
Write in,U.S. Senate,,,Randolph,WINCHESTER 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Randolph,WINCHESTER 3,165,117,0,282
Jim Harper,Secretary of State,,D,Randolph,WINCHESTER 3,75,62,0,137
Mark W. Rutherford,Secretary of State,,L,Randolph,WINCHESTER 3,12,10,0,22
Write in,Secretary of State,,,Randolph,WINCHESTER 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Randolph,WINCHESTER 3,158,112,0,270
Joselyn Whitticker,Auditor of State,,D,Randolph,WINCHESTER 3,73,68,0,141
John Schick,Auditor of State,,L,Randolph,WINCHESTER 3,16,5,0,21
Kelly Mitchell,Treasurer of State,,R,Randolph,WINCHESTER 3,172,120,0,292
John C. Aguilera,Treasurer of State,,D,Randolph,WINCHESTER 3,75,65,0,140
Greg Pence,U.S. House,6,R,Randolph,WINCHESTER 3,150,102,0,252
Jeannine Lee Lake,U.S. House,6,D,Randolph,WINCHESTER 3,80,73,0,153
Tom Ferkinhogg,U.S. House,6,L,Randolph,WINCHESTER 3,23,15,0,38
Write in,U.S. House,6,,Randolph,WINCHESTER 3,0,0,0,0
Jeff Raatz,State Senate ,27,R,Randolph,WINCHESTER 3,180,125,0,305
Jerome (Jake) Hoog,State Senate ,27,D,Randolph,WINCHESTER 3,72,66,0,138
John (JD) Prescott,State Representative,33,R,Randolph,WINCHESTER 3,123,96,0,219
Shon Byrum,State Representative,33,D,Randolph,WINCHESTER 3,101,83,0,184
Dale Arnett,State Representative,33,L,Randolph,WINCHESTER 3,30,12,0,42
,Registered Voters,,,Randolph,WINCHESTER 4,,,,937
,Ballots Cast,,,Randolph,WINCHESTER 4,,,,298
Mike Braun,U.S. Senate,,R,Randolph,WINCHESTER 4,153,81,0,234
Joe Donnelly,U.S. Senate,,D,Randolph,WINCHESTER 4,103,74,0,177
Lucy M Brenton,U.S. Senate,,L,Randolph,WINCHESTER 4,35,11,0,46
Write in,U.S. Senate,,,Randolph,WINCHESTER 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Randolph,WINCHESTER 4,187,108,0,295
Jim Harper,Secretary of State,,D,Randolph,WINCHESTER 4,75,47,0,122
Mark W. Rutherford,Secretary of State,,L,Randolph,WINCHESTER 4,25,5,0,30
Write in,Secretary of State,,,Randolph,WINCHESTER 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Randolph,WINCHESTER 4,176,93,0,269
Joselyn Whitticker,Auditor of State,,D,Randolph,WINCHESTER 4,84,58,0,142
John Schick,Auditor of State,,L,Randolph,WINCHESTER 4,20,4,0,24
Kelly Mitchell,Treasurer of State,,R,Randolph,WINCHESTER 4,191,107,0,298
John C. Aguilera,Treasurer of State,,D,Randolph,WINCHESTER 4,86,48,0,134
Greg Pence,U.S. House,6,R,Randolph,WINCHESTER 4,178,100,0,278
Jeannine Lee Lake,U.S. House,6,D,Randolph,WINCHESTER 4,87,54,0,141
Tom Ferkinhogg,U.S. House,6,L,Randolph,WINCHESTER 4,26,9,0,35
Write in,U.S. House,6,,Randolph,WINCHESTER 4,0,0,0,0
Jeff Raatz,State Senate ,27,R,Randolph,WINCHESTER 4,200,108,0,308
Jerome (Jake) Hoog,State Senate ,27,D,Randolph,WINCHESTER 4,89,53,0,142
John (JD) Prescott,State Representative,33,R,Randolph,WINCHESTER 4,136,82,0,218
Shon Byrum,State Representative,33,D,Randolph,WINCHESTER 4,111,73,0,184
Dale Arnett,State Representative,33,L,Randolph,WINCHESTER 4,45,10,0,55
,Registered Voters,,,Randolph,UNION CITY 1,,,,1075
,Ballots Cast,,,Randolph,UNION CITY 1,,,,275
Mike Braun,U.S. Senate,,R,Randolph,UNION CITY 1,164,48,0,212
Joe Donnelly,U.S. Senate,,D,Randolph,UNION CITY 1,99,54,0,153
Lucy M Brenton,U.S. Senate,,L,Randolph,UNION CITY 1,12,8,0,20
Write in,U.S. Senate,,,Randolph,UNION CITY 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Randolph,UNION CITY 1,171,60,0,231
Jim Harper,Secretary of State,,D,Randolph,UNION CITY 1,88,48,0,136
Mark W. Rutherford,Secretary of State,,L,Randolph,UNION CITY 1,13,2,0,15
Write in,Secretary of State,,,Randolph,UNION CITY 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Randolph,UNION CITY 1,164,60,0,224
Joselyn Whitticker,Auditor of State,,D,Randolph,UNION CITY 1,94,49,0,143
John Schick,Auditor of State,,L,Randolph,UNION CITY 1,10,1,0,11
Kelly Mitchell,Treasurer of State,,R,Randolph,UNION CITY 1,185,57,0,242
John C. Aguilera,Treasurer of State,,D,Randolph,UNION CITY 1,84,52,0,136
Greg Pence,U.S. House,6,R,Randolph,UNION CITY 1,178,57,0,235
Jeannine Lee Lake,U.S. House,6,D,Randolph,UNION CITY 1,87,52,0,139
Tom Ferkinhogg,U.S. House,6,L,Randolph,UNION CITY 1,10,2,0,12
Write in,U.S. House,6,,Randolph,UNION CITY 1,0,0,0,0
