county,precinct,office,district,candidate,party,votes
Brown,Hamblen 1,Registered Voters,,,,1095
Brown,Hamblen 1,Ballots Cast,,,,613
Brown,Hamblen 1,Straight Party,,Republican,REP,228
Brown,Hamblen 1,Straight Party,,Democratic,DEM,105
Brown,Hamblen 1,Straight Party,,Libertarian,LIB,5
Brown,Hamblen 1,U.S. Senate,,Mike Braun,REP,359
Brown,Hamblen 1,U.S. Senate,,Joe Donnelly,DEM,212
Brown,Hamblen 1,U.S. Senate,,Lucy M. Brenton,LIB,35
Brown,Hamblen 1,U.S. Senate,,Write-ins,,0
Brown,Hamblen 1,Secretary of State,,Connie Lawson,REP,383
Brown,Hamblen 1,Secretary of State,,Jim Harper,DEM,180
Brown,Hamblen 1,Secretary of State,,Mark W. Rutherford,LIB,32
Brown,Hamblen 1,Secretary of State,,Write-ins,,0
Brown,Hamblen 1,Auditor of State,,Tera Klutz,REP,371
Brown,Hamblen 1,Auditor of State,,Joselyn Whitticker,DEM,193
Brown,Hamblen 1,Auditor of State,,John Schick,LIB,28
Brown,Hamblen 1,Treasurer of State,,Kelly Mitchell,REP,390
Brown,Hamblen 1,Treasurer of State,,John C. Aguilera,DEM,195
Brown,Hamblen 1,U.S. House,9,Trey Hollingsworth,REP,366
Brown,Hamblen 1,U.S. House,9,Liz Watson,DEM,235
Brown,Hamblen 1,State Representative,65,Chris D. May,REP,375
Brown,Hamblen 1,State Representative,65,Jared Stancombe,DEM,217
Brown,Hamblen 2,Registered Voters,,,,1273
Brown,Hamblen 2,Ballots Cast,,,,653
Brown,Hamblen 2,Straight Party,,Republican,REP,291
Brown,Hamblen 2,Straight Party,,Democratic,DEM,82
Brown,Hamblen 2,Straight Party,,Libertarian,LIB,3
Brown,Hamblen 2,U.S. Senate,,Mike Braun,REP,424
Brown,Hamblen 2,U.S. Senate,,Joe Donnelly,DEM,188
Brown,Hamblen 2,U.S. Senate,,Lucy M. Brenton,LIB,32
Brown,Hamblen 2,U.S. Senate,,Write-ins,,0
Brown,Hamblen 2,Secretary of State,,Connie Lawson,REP,457
Brown,Hamblen 2,Secretary of State,,Jim Harper,DEM,164
Brown,Hamblen 2,Secretary of State,,Mark W. Rutherford,LIB,19
Brown,Hamblen 2,Secretary of State,,Write-ins,,1
Brown,Hamblen 2,Auditor of State,,Tera Klutz,REP,449
Brown,Hamblen 2,Auditor of State,,Joselyn Whitticker,DEM,168
Brown,Hamblen 2,Auditor of State,,John Schick,LIB,21
Brown,Hamblen 2,Treasurer of State,,Kelly Mitchell,REP,464
Brown,Hamblen 2,Treasurer of State,,John C. Aguilera,DEM,171
Brown,Hamblen 2,U.S. House,9,Trey Hollingsworth,REP,427
Brown,Hamblen 2,U.S. House,9,Liz Watson,DEM,215
Brown,Hamblen 2,State Representative,65,Chris D. May,REP,449
Brown,Hamblen 2,State Representative,65,Jared Stancombe,DEM,187
Brown,Hamblen 3,Registered Voters,,,,962
Brown,Hamblen 3,Ballots Cast,,,,594
Brown,Hamblen 3,Straight Party,,Republican,REP,292
Brown,Hamblen 3,Straight Party,,Democratic,DEM,98
Brown,Hamblen 3,Straight Party,,Libertarian,LIB,4
Brown,Hamblen 3,U.S. Senate,,Mike Braun,REP,401
Brown,Hamblen 3,U.S. Senate,,Joe Donnelly,DEM,170
Brown,Hamblen 3,U.S. Senate,,Lucy M. Brenton,LIB,14
Brown,Hamblen 3,U.S. Senate,,Write-ins,,0
Brown,Hamblen 3,Secretary of State,,Connie Lawson,REP,425
Brown,Hamblen 3,Secretary of State,,Jim Harper,DEM,150
Brown,Hamblen 3,Secretary of State,,Mark W. Rutherford,LIB,12
Brown,Hamblen 3,Secretary of State,,Write-ins,,0
Brown,Hamblen 3,Auditor of State,,Tera Klutz,REP,416
Brown,Hamblen 3,Auditor of State,,Joselyn Whitticker,DEM,151
Brown,Hamblen 3,Auditor of State,,John Schick,LIB,17
Brown,Hamblen 3,Treasurer of State,,Kelly Mitchell,REP,433
Brown,Hamblen 3,Treasurer of State,,John C. Aguilera,DEM,150
Brown,Hamblen 3,U.S. House,9,Trey Hollingsworth,REP,407
Brown,Hamblen 3,U.S. House,9,Liz Watson,DEM,177
Brown,Hamblen 3,State Representative,65,Chris D. May,REP,421
Brown,Hamblen 3,State Representative,65,Jared Stancombe,DEM,164
Brown,Jackson 1,Registered Voters,,,,983
Brown,Jackson 1,Ballots Cast,,,,587
Brown,Jackson 1,Straight Party,,Republican,REP,258
Brown,Jackson 1,Straight Party,,Democratic,DEM,78
Brown,Jackson 1,Straight Party,,Libertarian,LIB,0
Brown,Jackson 1,U.S. Senate,,Mike Braun,REP,372
Brown,Jackson 1,U.S. Senate,,Joe Donnelly,DEM,182
Brown,Jackson 1,U.S. Senate,,Lucy M. Brenton,LIB,14
Brown,Jackson 1,U.S. Senate,,Write-ins,,0
Brown,Jackson 1,Secretary of State,,Connie Lawson,REP,399
Brown,Jackson 1,Secretary of State,,Jim Harper,DEM,161
Brown,Jackson 1,Secretary of State,,Mark W. Rutherford,LIB,15
Brown,Jackson 1,Secretary of State,,Write-ins,,0
Brown,Jackson 1,Auditor of State,,Tera Klutz,REP,398
Brown,Jackson 1,Auditor of State,,Joselyn Whitticker,DEM,160
Brown,Jackson 1,Auditor of State,,John Schick,LIB,16
Brown,Jackson 1,Treasurer of State,,Kelly Mitchell,REP,410
Brown,Jackson 1,Treasurer of State,,John C. Aguilera,DEM,160
Brown,Jackson 1,U.S. House,9,Trey Hollingsworth,REP,375
Brown,Jackson 1,U.S. House,9,Liz Watson,DEM,197
Brown,Jackson 1,State Representative,65,Chris D. May,REP,404
Brown,Jackson 1,State Representative,65,Jared Stancombe,DEM,166
Brown,Jackson 2,Registered Voters,,,,628
Brown,Jackson 2,Ballots Cast,,,,421
Brown,Jackson 2,Straight Party,,Republican,REP,117
Brown,Jackson 2,Straight Party,,Democratic,DEM,85
Brown,Jackson 2,Straight Party,,Libertarian,LIB,1
Brown,Jackson 2,U.S. Senate,,Mike Braun,REP,208
Brown,Jackson 2,U.S. Senate,,Joe Donnelly,DEM,189
Brown,Jackson 2,U.S. Senate,,Lucy M. Brenton,LIB,19
Brown,Jackson 2,U.S. Senate,,Write-ins,,0
Brown,Jackson 2,Secretary of State,,Connie Lawson,REP,231
Brown,Jackson 2,Secretary of State,,Jim Harper,DEM,164
Brown,Jackson 2,Secretary of State,,Mark W. Rutherford,LIB,16
Brown,Jackson 2,Secretary of State,,Write-ins,,0
Brown,Jackson 2,Auditor of State,,Tera Klutz,REP,228
Brown,Jackson 2,Auditor of State,,Joselyn Whitticker,DEM,168
Brown,Jackson 2,Auditor of State,,John Schick,LIB,15
Brown,Jackson 2,Treasurer of State,,Kelly Mitchell,REP,239
Brown,Jackson 2,Treasurer of State,,John C. Aguilera,DEM,167
Brown,Jackson 2,U.S. House,9,Trey Hollingsworth,REP,209
Brown,Jackson 2,U.S. House,9,Liz Watson,DEM,206
Brown,Jackson 2,State Representative,65,Chris D. May,REP,232
Brown,Jackson 2,State Representative,65,Jared Stancombe,DEM,176
Brown,Jackson 3,Registered Voters,,,,756
Brown,Jackson 3,Ballots Cast,,,,490
Brown,Jackson 3,Straight Party,,Republican,REP,207
Brown,Jackson 3,Straight Party,,Democratic,DEM,83
Brown,Jackson 3,Straight Party,,Libertarian,LIB,3
Brown,Jackson 3,U.S. Senate,,Mike Braun,REP,297
Brown,Jackson 3,U.S. Senate,,Joe Donnelly,DEM,168
Brown,Jackson 3,U.S. Senate,,Lucy M. Brenton,LIB,20
Brown,Jackson 3,U.S. Senate,,Write-ins,,0
Brown,Jackson 3,Secretary of State,,Connie Lawson,REP,331
Brown,Jackson 3,Secretary of State,,Jim Harper,DEM,148
Brown,Jackson 3,Secretary of State,,Mark W. Rutherford,LIB,5
Brown,Jackson 3,Secretary of State,,Write-ins,,0
Brown,Jackson 3,Auditor of State,,Tera Klutz,REP,313
Brown,Jackson 3,Auditor of State,,Joselyn Whitticker,DEM,164
Brown,Jackson 3,Auditor of State,,John Schick,LIB,5
Brown,Jackson 3,Treasurer of State,,Kelly Mitchell,REP,325
Brown,Jackson 3,Treasurer of State,,John C. Aguilera,DEM,156
Brown,Jackson 3,U.S. House,9,Trey Hollingsworth,REP,293
Brown,Jackson 3,U.S. House,9,Liz Watson,DEM,193
Brown,Jackson 3,State Representative,65,Chris D. May,REP,322
Brown,Jackson 3,State Representative,65,Jared Stancombe,DEM,159
Brown,Jackson 4,Registered Voters,,,,754
Brown,Jackson 4,Ballots Cast,,,,441
Brown,Jackson 4,Straight Party,,Republican,REP,135
Brown,Jackson 4,Straight Party,,Democratic,DEM,129
Brown,Jackson 4,Straight Party,,Libertarian,LIB,3
Brown,Jackson 4,U.S. Senate,,Mike Braun,REP,199
Brown,Jackson 4,U.S. Senate,,Joe Donnelly,DEM,220
Brown,Jackson 4,U.S. Senate,,Lucy M. Brenton,LIB,16
Brown,Jackson 4,U.S. Senate,,Write-ins,,0
Brown,Jackson 4,Secretary of State,,Connie Lawson,REP,205
Brown,Jackson 4,Secretary of State,,Jim Harper,DEM,209
Brown,Jackson 4,Secretary of State,,Mark W. Rutherford,LIB,16
Brown,Jackson 4,Secretary of State,,Write-ins,,0
Brown,Jackson 4,Auditor of State,,Tera Klutz,REP,201
Brown,Jackson 4,Auditor of State,,Joselyn Whitticker,DEM,214
Brown,Jackson 4,Auditor of State,,John Schick,LIB,16
Brown,Jackson 4,Treasurer of State,,Kelly Mitchell,REP,216
Brown,Jackson 4,Treasurer of State,,John C. Aguilera,DEM,214
Brown,Jackson 4,U.S. House,9,Trey Hollingsworth,REP,198
Brown,Jackson 4,U.S. House,9,Liz Watson,DEM,238
Brown,Jackson 4,State Representative,65,Chris D. May,REP,207
Brown,Jackson 4,State Representative,65,Jared Stancombe,DEM,219
Brown,Van Buren,Registered Voters,,,,1416
Brown,Van Buren,Ballots Cast,,,,893
Brown,Van Buren,Straight Party,,Republican,REP,326
Brown,Van Buren,Straight Party,,Democratic,DEM,150
Brown,Van Buren,Straight Party,,Libertarian,LIB,6
Brown,Van Buren,U.S. Senate,,Mike Braun,REP,523
Brown,Van Buren,U.S. Senate,,Joe Donnelly,DEM,318
Brown,Van Buren,U.S. Senate,,Lucy M. Brenton,LIB,34
Brown,Van Buren,U.S. Senate,,Write-ins,,0
Brown,Van Buren,Secretary of State,,Connie Lawson,REP,543
Brown,Van Buren,Secretary of State,,Jim Harper,DEM,282
Brown,Van Buren,Secretary of State,,Mark W. Rutherford,LIB,35
Brown,Van Buren,Secretary of State,,Write-ins,,0
Brown,Van Buren,Auditor of State,,Tera Klutz,REP,524
Brown,Van Buren,Auditor of State,,Joselyn Whitticker,DEM,291
Brown,Van Buren,Auditor of State,,John Schick,LIB,43
Brown,Van Buren,Treasurer of State,,Kelly Mitchell,REP,561
Brown,Van Buren,Treasurer of State,,John C. Aguilera,DEM,294
Brown,Van Buren,U.S. House,9,Trey Hollingsworth,REP,534
Brown,Van Buren,U.S. House,9,Liz Watson,DEM,335
Brown,Van Buren,State Representative,65,Chris D. May,REP,559
