candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Tera Klutz,Auditor of State,,R,Warrick,Boon 1,45,30,0,75
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 1,25,20,0,45
John Schick,Auditor of State,,L,Warrick,Boon 1,7,0,0,7
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 1,58,30,0,86
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 1,21,20,0,41
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 1,50,28,0,78
William Tanoos,U.S. House,8,D,Warrick,Boon 1,27,22,0,49
Write in,U.S. House,8,,Warrick,Boon 1,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 1,64,30,0,94
No Candidate Filed,State Senate,48,D,Warrick,Boon 1,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 1,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 1,,,,
,Registered Voters,,,Warrick,Boon 2,,,,708
,Ballots Cast,,,Warrick,Boon 2,,,,239
Mike Braun,U.S. Senate,,R,Warrick,Boon 2,114,36,0,150
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 2,113,46,0,159
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 2,10,1,0,11
Write in,U.S. Senate,,,Warrick,Boon 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 2,122,42,0,164
Jim Harper,Secretary of State,,D,Warrick,Boon 2,98,38,0,136
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 2,7,1,0,8
Write in,Secretary of State,,,Warrick,Boon 2,1,0,0,1
Tera Klutz,Auditor of State,,R,Warrick,Boon 2,122,38,0,160
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 2,98,42,0,140
John Schick,Auditor of State,,L,Warrick,Boon 2,8,1,0,9
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 2,139,44,0,183
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 2,92,38,0,130
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 2,133,43,0,176
William Tanoos,U.S. House,8,D,Warrick,Boon 2,101,40,0,141
Write in,U.S. House,8,,Warrick,Boon 2,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 2,171,52,0,223
No Candidate Filed,State Senate,48,D,Warrick,Boon 2,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 2,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 2,,,,
,Registered Voters,,,Warrick,Boon 3,,,,562
,Ballots Cast,,,Warrick,Boon 3,,,,244
Mike Braun,U.S. Senate,,R,Warrick,Boon 3,133,41,0,174
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 3,95,27,0,122
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 3,11,3,0,14
Write in,U.S. Senate,,,Warrick,Boon 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 3,138,43,0,181
Jim Harper,Secretary of State,,D,Warrick,Boon 3,85,26,0,111
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 3,10,1,0,11
Write in,Secretary of State,,,Warrick,Boon 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 3,138,40,0,178
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 3,85,26,0,111
John Schick,Auditor of State,,L,Warrick,Boon 3,8,4,0,12
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 3,155,49,0,204
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 3,79,22,0,101
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 3,149,46,0,195
William Tanoos,U.S. House,8,D,Warrick,Boon 3,89,22,0,111
Write in,U.S. House,8,,Warrick,Boon 3,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 3,175,48,0,223
No Candidate Filed,State Senate,48,D,Warrick,Boon 3,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 3,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 3,,,,
,Registered Voters,,,Warrick,Boon 4,,,,500
,Ballots Cast,,,Warrick,Boon 4,,,,168
Mike Braun,U.S. Senate,,R,Warrick,Boon 4,77,32,0,109
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 4,77,35,0,112
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 4,6,3,0,9
Write in,U.S. Senate,,,Warrick,Boon 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 4,78,32,0,110
Jim Harper,Secretary of State,,D,Warrick,Boon 4,71,36,0,107
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 4,9,3,0,12
Write in,Secretary of State,,,Warrick,Boon 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 4,77,32,0,109
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 4,73,37,0,110
John Schick,Auditor of State,,L,Warrick,Boon 4,8,2,0,10
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 4,84,33,0,117
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 4,74,38,0,112
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 4,86,33,0,119
William Tanoos,U.S. House,8,D,Warrick,Boon 4,74,38,0,112
Write in,U.S. House,8,,Warrick,Boon 4,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 4,109,40,0,149
No Candidate Filed,State Senate,48,D,Warrick,Boon 4,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 4,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 4,,,,
,Registered Voters,,,Warrick,Boon 5,,,,407
,Ballots Cast,,,Warrick,Boon 5,,,,172
Mike Braun,U.S. Senate,,R,Warrick,Boon 5,105,29,0,134
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 5,57,26,0,83
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 5,8,1,0,9
Write in,U.S. Senate,,,Warrick,Boon 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 5,109,33,0,142
Jim Harper,Secretary of State,,D,Warrick,Boon 5,54,21,0,75
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 5,6,1,0,7
Write in,Secretary of State,,,Warrick,Boon 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 5,105,32,0,137
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 5,57,23,0,80
John Schick,Auditor of State,,L,Warrick,Boon 5,4,1,0,5
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 5,112,34,0,146
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 5,56,21,0,77
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 5,116,34,0,150
William Tanoos,U.S. House,8,D,Warrick,Boon 5,54,20,0,74
Write in,U.S. House,8,,Warrick,Boon 5,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 5,141,37,0,178
No Candidate Filed,State Senate,48,D,Warrick,Boon 5,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 5,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 5,,,,
,Registered Voters,,,Warrick,Boon 6,,,,500
,Ballots Cast,,,Warrick,Boon 6,,,,165
Mike Braun,U.S. Senate,,R,Warrick,Boon 6,71,25,0,96
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 6,80,26,0,106
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 6,13,1,0,14
Write in,U.S. Senate,,,Warrick,Boon 6,1,0,0,1
Connie Lawson,Secretary of State,,R,Warrick,Boon 6,81,25,0,106
Jim Harper,Secretary of State,,D,Warrick,Boon 6,72,26,0,98
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 6,8,1,0,9
Write in,Secretary of State,,,Warrick,Boon 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 6,77,27,0,104
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 6,74,23,0,97
John Schick,Auditor of State,,L,Warrick,Boon 6,10,1,0,11
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 6,94,28,0,122
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 6,67,23,0,90
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 6,83,32,0,115
William Tanoos,U.S. House,8,D,Warrick,Boon 6,79,21,0,100
Write in,U.S. House,8,,Warrick,Boon 6,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 6,113,32,0,145
No Candidate Filed,State Senate,48,D,Warrick,Boon 6,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 6,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 6,,,,
,Registered Voters,,,Warrick,Boon 7,,,,651
,Ballots Cast,,,Warrick,Boon 7,,,,239
Mike Braun,U.S. Senate,,R,Warrick,Boon 7,116,34,0,150
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 7,105,54,0,159
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 7,10,1,0,11
Write in,U.S. Senate,,,Warrick,Boon 7,1,0,0,1
Connie Lawson,Secretary of State,,R,Warrick,Boon 7,118,37,0,155
Jim Harper,Secretary of State,,D,Warrick,Boon 7,93,47,0,140
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 7,15,2,0,17
Write in,Secretary of State,,,Warrick,Boon 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 7,112,36,0,148
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 7,100,49,0,149
John Schick,Auditor of State,,L,Warrick,Boon 7,15,1,0,16
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 7,139,40,0,179
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 7,89,46,0,135
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 7,125,40,0,165
William Tanoos,U.S. House,8,D,Warrick,Boon 7,105,49,0,154
Write in,U.S. House,8,,Warrick,Boon 7,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 7,167,51,0,218
No Candidate Filed,State Senate,48,D,Warrick,Boon 7,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 7,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 7,,,,
,Registered Voters,,,Warrick,Boon 8,,,,581
,Ballots Cast,,,Warrick,Boon 8,,,,281
Mike Braun,U.S. Senate,,R,Warrick,Boon 8,154,37,0,191
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 8,112,30,0,142
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 8,12,1,0,13
Write in,U.S. Senate,,,Warrick,Boon 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 8,165,37,0,202
Jim Harper,Secretary of State,,D,Warrick,Boon 8,94,27,0,121
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 8,10,1,0,11
Write in,Secretary of State,,,Warrick,Boon 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 8,160,38,0,198
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 8,94,25,0,119
John Schick,Auditor of State,,L,Warrick,Boon 8,9,2,0,11
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 8,178,38,0,216
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 8,90,28,0,118
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 8,178,39,0,217
William Tanoos,U.S. House,8,D,Warrick,Boon 8,96,29,0,125
Write in,U.S. House,8,,Warrick,Boon 8,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 8,201,46,0,247
No Candidate Filed,State Senate,48,D,Warrick,Boon 8,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 8,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 8,,,,
,Registered Voters,,,Warrick,Boon 9,,,,851
,Ballots Cast,,,Warrick,Boon 9,,,,385
Mike Braun,U.S. Senate,,R,Warrick,Boon 9,235,58,0,293
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 9,134,52,0,186
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 9,9,6,0,15
Write in,U.S. Senate,,,Warrick,Boon 9,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 9,236,64,0,300
Jim Harper,Secretary of State,,D,Warrick,Boon 9,123,50,0,173
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 9,10,1,0,11
Write in,Secretary of State,,,Warrick,Boon 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 9,242,66,0,308
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 9,115,49,0,164
John Schick,Auditor of State,,L,Warrick,Boon 9,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 9,261,66,0,327
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 9,109,49,0,158
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 9,258,67,0,325
William Tanoos,U.S. House,8,D,Warrick,Boon 9,118,48,0,166
Write in,U.S. House,8,,Warrick,Boon 9,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 9,299,76,0,375
No Candidate Filed,State Senate,48,D,Warrick,Boon 9,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 9,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 9,,,,
,Registered Voters,,,Warrick,Boon 10,,,,722
,Ballots Cast,,,Warrick,Boon 10,,,,313
Mike Braun,U.S. Senate,,R,Warrick,Boon 10,195,56,0,251
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 10,99,70,0,169
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 10,15,4,0,19
Write in,U.S. Senate,,,Warrick,Boon 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 10,204,59,0,263
Jim Harper,Secretary of State,,D,Warrick,Boon 10,87,65,0,152
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 10,11,4,0,15
Write in,Secretary of State,,,Warrick,Boon 10,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 10,202,62,0,264
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 10,90,63,0,153
John Schick,Auditor of State,,L,Warrick,Boon 10,8,3,0,11
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 10,218,65,0,283
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 10,86,64,0,150
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 10,210,62,0,272
William Tanoos,U.S. House,8,D,Warrick,Boon 10,99,68,0,167
Write in,U.S. House,8,,Warrick,Boon 10,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 10,246,77,0,323
No Candidate Filed,State Senate,48,D,Warrick,Boon 10,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 10,202,68,0,270
John Hurley ,State Representative,75,D,Warrick,Boon 10,,,,
,Registered Voters,,,Warrick,Boon 11,,,,812
,Ballots Cast,,,Warrick,Boon 11,,,,346
Mike Braun,U.S. Senate,,R,Warrick,Boon 11,208,56,0,264
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 11,120,47,0,167
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 11,14,4,0,18
Write in,U.S. Senate,,,Warrick,Boon 11,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 11,210,58,0,268
Jim Harper,Secretary of State,,D,Warrick,Boon 11,108,47,0,155
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 11,14,1,0,15
Write in,Secretary of State,,,Warrick,Boon 11,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 11,209,56,0,265
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 11,103,49,0,152
John Schick,Auditor of State,,L,Warrick,Boon 11,18,2,0,20
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 11,235,68,0,303
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 11,99,40,0,139
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 11,235,60,0,295
William Tanoos,U.S. House,8,D,Warrick,Boon 11,99,48,0,147
Write in,U.S. House,8,,Warrick,Boon 11,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 11,281,72,0,353
No Candidate Filed,State Senate,48,D,Warrick,Boon 11,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 11,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 11,,,,
,Registered Voters,,,Warrick,Boon 12,,,,564
,Ballots Cast,,,Warrick,Boon 12,,,,187
Mike Braun,U.S. Senate,,R,Warrick,Boon 12,79,25,0,104
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 12,93,43,0,136
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 12,9,1,0,10
Write in,U.S. Senate,,,Warrick,Boon 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 12,85,27,0,112
Jim Harper,Secretary of State,,D,Warrick,Boon 12,88,37,0,125
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 12,8,2,0,10
Write in,Secretary of State,,,Warrick,Boon 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 12,87,24,0,111
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 12,88,41,0,129
John Schick,Auditor of State,,L,Warrick,Boon 12,4,0,0,4
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 12,96,30,0,126
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 12,85,37,0,122
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 12,97,32,0,129
William Tanoos,U.S. House,8,D,Warrick,Boon 12,83,38,0,121
Write in,U.S. House,8,,Warrick,Boon 12,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 12,122,38,0,160
No Candidate Filed,State Senate,48,D,Warrick,Boon 12,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 12,92,35,0,127
John Hurley ,State Representative,75,D,Warrick,Boon 12,,,,
,Registered Voters,,,Warrick,Boon 13,,,,447
,Ballots Cast,,,Warrick,Boon 13,,,,200
Mike Braun,U.S. Senate,,R,Warrick,Boon 13,119,38,0,157
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 13,70,42,0,112
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 13,8,0,0,8
Write in,U.S. Senate,,,Warrick,Boon 13,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 13,122,41,0,163
Jim Harper,Secretary of State,,D,Warrick,Boon 13,66,38,0,104
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 13,4,1,0,5
Write in,Secretary of State,,,Warrick,Boon 13,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 13,123,37,0,160
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 13,63,41,0,104
John Schick,Auditor of State,,L,Warrick,Boon 13,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 13,131,39,0,170
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 13,58,41,0,99
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 13,130,43,0,173
William Tanoos,U.S. House,8,D,Warrick,Boon 13,66,38,0,104
Write in,U.S. House,8,,Warrick,Boon 13,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 13,148,49,0,197
No Candidate Filed,State Senate,48,D,Warrick,Boon 13,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 13,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 13,,,,
,Registered Voters,,,Warrick,Boon 14,,,,275
,Ballots Cast,,,Warrick,Boon 14,,,,74
Mike Braun,U.S. Senate,,R,Warrick,Boon 14,34,8,0,42
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 14,33,11,0,44
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 14,7,0,0,7
Write in,U.S. Senate,,,Warrick,Boon 14,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 14,38,8,0,46
Jim Harper,Secretary of State,,D,Warrick,Boon 14,27,9,0,36
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 14,7,2,0,9
Write in,Secretary of State,,,Warrick,Boon 14,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 14,33,8,0,41
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 14,32,10,0,42
John Schick,Auditor of State,,L,Warrick,Boon 14,7,1,0,8
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 14,42,11,0,53
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 14,29,8,0,37
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 14,42,8,0,50
William Tanoos,U.S. House,8,D,Warrick,Boon 14,31,11,0,42
Write in,U.S. House,8,,Warrick,Boon 14,0,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 14,,,,
No Candidate Filed,State Senate,48,D,Warrick,Boon 14,,,,
Ron Bacon ,State Representative,75,R,Warrick,Boon 14,40,11,0,51
John Hurley ,State Representative,75,D,Warrick,Boon 14,32,8,0,40
,Registered Voters,,,Warrick,Boon 15,,,,1464
,Ballots Cast,,,Warrick,Boon 15,,,,458
Mike Braun,U.S. Senate,,R,Warrick,Boon 15,298,225,0,523
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 15,147,142,0,289
Lucy M Brenton,U.S. Senate,,L,Warrick,Boon 15,11,6,0,17
Write in,U.S. Senate,,,Warrick,Boon 15,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 15,309,233,0,542
Jim Harper,Secretary of State,,D,Warrick,Boon 15,129,126,0,255
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 15,10,7,0,17
Write in,Secretary of State,,,Warrick,Boon 15,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 15,304,233,0,537
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 15,126,124,0,250
John Schick,Auditor of State,,L,Warrick,Boon 15,11,5,0,16
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 15,331,237,0,568
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 15,116,127,0,243
Larry D Bucshon,U.S. House,8,R,Warrick,Boon 15,323,236,0,559
William Tanoos,U.S. House,8,D,Warrick,Boon 15,131,133,0,264
Write in,U.S. House,8,,Warrick,Boon 15,1,0,0,1
Mark Messmer,State Senate,48,R,Warrick,Boon 15,379,271,0,650
No Candidate Filed,State Senate,48,D,Warrick,Boon 15,0,0,0,0
Ron Bacon ,State Representative,75,R,Warrick,Boon 15,,,,
John Hurley ,State Representative,75,D,Warrick,Boon 15,,,,
,Registered Voters,,,Warrick,Campbell,,,,761
,Ballots Cast,,,Warrick,Campbell,,,,364
Mike Braun,U.S. Senate,,R,Warrick,Campbell,259,57,0,316
Joe Donnelly,U.S. Senate,,D,Warrick,Campbell,96,50,0,146
Lucy M Brenton,U.S. Senate,,L,Warrick,Campbell,8,3,0,11
Write in,U.S. Senate,,,Warrick,Campbell,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Campbell,265,63,0,328
Jim Harper,Secretary of State,,D,Warrick,Campbell,89,45,0,134
Mark W. Rutherford,Secretary of State,,L,Warrick,Campbell,8,1,0,9
Write in,Secretary of State,,,Warrick,Campbell,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Campbell,260,59,0,319
Joselyn Whitticker,Auditor of State,,D,Warrick,Campbell,88,46,0,134
John Schick,Auditor of State,,L,Warrick,Campbell,5,2,0,7
Kelly Mitchell,Treasurer of State,,R,Warrick,Campbell,272,66,0,338
John C. Aguilera,Treasurer of State,,D,Warrick,Campbell,85,43,0,128
Larry D Bucshon,U.S. House,8,R,Warrick,Campbell,277,61,0,338
William Tanoos,U.S. House,8,D,Warrick,Campbell,81,48,0,129
Write in,U.S. House,8,,Warrick,Campbell,1,0,0,1
Mark Messmer,State Senate,48,R,Warrick,Campbell,,,,
No Candidate Filed,State Senate,48,D,Warrick,Campbell,,,,
Ron Bacon ,State Representative,75,R,Warrick,Campbell,278,65,0,343
John Hurley ,State Representative,75,D,Warrick,Campbell,83,43,0,126
,Registered Voters,,,Warrick,Greer 1,,,,810
,Ballots Cast,,,Warrick,Greer 1,,,,385
Mike Braun,U.S. Senate,,R,Warrick,Greer 1,245,23,0,268
Joe Donnelly,U.S. Senate,,D,Warrick,Greer 1,114,16,0,130
Lucy M Brenton,U.S. Senate,,L,Warrick,Greer 1,18,0,0,18
Write in,U.S. Senate,,,Warrick,Greer 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Greer 1,248,26,0,274
Jim Harper,Secretary of State,,D,Warrick,Greer 1,109,12,0,121
Mark W. Rutherford,Secretary of State,,L,Warrick,Greer 1,12,0,0,12
Write in,Secretary of State,,,Warrick,Greer 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Greer 1,245,26,0,271
Joselyn Whitticker,Auditor of State,,D,Warrick,Greer 1,109,12,0,121
John Schick,Auditor of State,,L,Warrick,Greer 1,10,0,0,10
Kelly Mitchell,Treasurer of State,,R,Warrick,Greer 1,259,26,0,285
John C. Aguilera,Treasurer of State,,D,Warrick,Greer 1,107,12,0,119
Larry D Bucshon,U.S. House,8,R,Warrick,Greer 1,266,26,0,292
William Tanoos,U.S. House,8,D,Warrick,Greer 1,110,13,0,123
Write in,U.S. House,8,,Warrick,Greer 1,1,0,0,1
Mark Messmer,State Senate,48,R,Warrick,Greer 1,,,,
