candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,Putnam,19-Fourth West,,,,599
,Ballots Cast,,,Putnam,19-Fourth West,,,,110
Mike Braun,U.S. Senate,,R,Putnam,19-Fourth West,63,34,0,97
Joe Donnelly,U.S. Senate,,D,Putnam,19-Fourth West,42,36,0,78
Lucy M Brenton,U.S. Senate,,L,Putnam,19-Fourth West,4,6,0,10
Write in,U.S. Senate,,,Putnam,19-Fourth West,0,0,0,0
Connie Lawson,Secretary of State,,R,Putnam,19-Fourth West,66,43,0,109
Jim Harper,Secretary of State,,D,Putnam,19-Fourth West,39,28,0,67
Mark W. Rutherford,Secretary of State,,L,Putnam,19-Fourth West,2,4,0,6
Write in,Secretary of State,,,Putnam,19-Fourth West,1,1,0,2
Tera Klutz,Auditor of State,,R,Putnam,19-Fourth West,60,38,0,98
Joselyn Whitticker,Auditor of State,,D,Putnam,19-Fourth West,42,32,0,74
John Schick,Auditor of State,,L,Putnam,19-Fourth West,4,5,0,9
Kelly Mitchell,Treasurer of State,,R,Putnam,19-Fourth West,66,39,0,105
John C. Aguilera,Treasurer of State,,D,Putnam,19-Fourth West,39,35,0,74
Jim Baird,U S House,4,R,Putnam,19-Fourth West,69,40,0,109
Tobi Beck,U S House,4,D,Putnam,19-Fourth West,39,36,0,75
Write in,U S House,4,,Putnam,19-Fourth West,0,0,0,0
Beau Baird,State Representative ,44,R,Putnam,19-Fourth West,58,38,0,96
Kimberly Anne Fidler,State Representative ,44,D,Putnam,19-Fourth West,50,39,0,89
,Registered Voters,,,Putnam,20-Fourth East,,,,1172
,Ballots Cast,,,Putnam,20-Fourth East,,,,233
Mike Braun,U.S. Senate,,R,Putnam,20-Fourth East,128,84,0,212
Joe Donnelly,U.S. Senate,,D,Putnam,20-Fourth East,85,64,0,149
Lucy M Brenton,U.S. Senate,,L,Putnam,20-Fourth East,19,10,0,29
Write in,U.S. Senate,,,Putnam,20-Fourth East,0,0,0,0
Connie Lawson,Secretary of State,,R,Putnam,20-Fourth East,141,101,0,242
Jim Harper,Secretary of State,,D,Putnam,20-Fourth East,69,49,0,118
Mark W. Rutherford,Secretary of State,,L,Putnam,20-Fourth East,19,3,0,22
Write in,Secretary of State,,,Putnam,20-Fourth East,0,0,0,0
Tera Klutz,Auditor of State,,R,Putnam,20-Fourth East,138,96,0,234
Joselyn Whitticker,Auditor of State,,D,Putnam,20-Fourth East,72,53,0,125
John Schick,Auditor of State,,L,Putnam,20-Fourth East,20,1,0,21
Kelly Mitchell,Treasurer of State,,R,Putnam,20-Fourth East,149,100,0,249
John C. Aguilera,Treasurer of State,,D,Putnam,20-Fourth East,79,53,0,132
Jim Baird,U S House,4,R,Putnam,20-Fourth East,143,96,0,239
Tobi Beck,U S House,4,D,Putnam,20-Fourth East,86,57,0,143
Write in,U S House,4,,Putnam,20-Fourth East,0,0,0,0
Beau Baird,State Representative ,44,R,Putnam,20-Fourth East,130,87,0,217
Kimberly Anne Fidler,State Representative ,44,D,Putnam,20-Fourth East,100,70,0,170
,Registered Voters,,,Putnam,21-Foxridge,,,,550
,Ballots Cast,,,Putnam,21-Foxridge,,,,206
Mike Braun,U.S. Senate,,R,Putnam,21-Foxridge,130,75,0,205
Joe Donnelly,U.S. Senate,,D,Putnam,21-Foxridge,56,56,0,112
Lucy M Brenton,U.S. Senate,,L,Putnam,21-Foxridge,14,7,0,21
Write in,U.S. Senate,,,Putnam,21-Foxridge,0,0,0,0
Connie Lawson,Secretary of State,,R,Putnam,21-Foxridge,161,92,0,253
Jim Harper,Secretary of State,,D,Putnam,21-Foxridge,35,41,0,76
Mark W. Rutherford,Secretary of State,,L,Putnam,21-Foxridge,4,4,0,8
Write in,Secretary of State,,,Putnam,21-Foxridge,1,0,0,1
Tera Klutz,Auditor of State,,R,Putnam,21-Foxridge,153,78,0,231
Joselyn Whitticker,Auditor of State,,D,Putnam,21-Foxridge,41,44,0,85
John Schick,Auditor of State,,L,Putnam,21-Foxridge,4,10,0,14
Kelly Mitchell,Treasurer of State,,R,Putnam,21-Foxridge,158,83,0,241
John C. Aguilera,Treasurer of State,,D,Putnam,21-Foxridge,39,49,0,88
Jim Baird,U S House,4,R,Putnam,21-Foxridge,147,90,0,237
Tobi Beck,U S House,4,D,Putnam,21-Foxridge,57,48,0,105
Write in,U S House,4,,Putnam,21-Foxridge,0,0,0,0
Beau Baird,State Representative ,44,R,Putnam,21-Foxridge,129,79,0,208
Kimberly Anne Fidler,State Representative ,44,D,Putnam,21-Foxridge,75,58,0,133
,Registered Voters,,,Putnam,22-Limedale,,,,769
,Ballots Cast,,,Putnam,22-Limedale,,,,274
Mike Braun,U.S. Senate,,R,Putnam,22-Limedale,195,89,0,284
Joe Donnelly,U.S. Senate,,D,Putnam,22-Limedale,62,66,0,128
Lucy M Brenton,U.S. Senate,,L,Putnam,22-Limedale,14,8,0,22
Write in,U.S. Senate,,,Putnam,22-Limedale,0,0,0,0
Connie Lawson,Secretary of State,,R,Putnam,22-Limedale,212,96,0,308
Jim Harper,Secretary of State,,D,Putnam,22-Limedale,48,60,0,108
Mark W. Rutherford,Secretary of State,,L,Putnam,22-Limedale,11,9,0,20
Write in,Secretary of State,,,Putnam,22-Limedale,0,0,0,0
Tera Klutz,Auditor of State,,R,Putnam,22-Limedale,211,91,0,302
Joselyn Whitticker,Auditor of State,,D,Putnam,22-Limedale,43,64,0,107
John Schick,Auditor of State,,L,Putnam,22-Limedale,9,8,0,17
