county,office,district,candidate,party,votes
Clark,U.S. Senate,,Nathan Altman (W/I),Independent,0
Clay,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Clay,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Clay,U.S. Senate,,Joe Donnelly,Democratic,2601
Clay,U.S. Senate,,Lucy M. Brenton,Libertarian,469
Clay,U.S. Senate,,Mike Braun,Republican,6207
Clay,U.S. Senate,,Nathan Altman (W/I),Independent,0
Clinton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Clinton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Clinton,U.S. Senate,,Joe Donnelly,Democratic,2755
Clinton,U.S. Senate,,Lucy M. Brenton,Libertarian,485
Clinton,U.S. Senate,,Mike Braun,Republican,5967
Clinton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Crawford,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Crawford,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Crawford,U.S. Senate,,Joe Donnelly,Democratic,1504
Crawford,U.S. Senate,,Lucy M. Brenton,Libertarian,207
Crawford,U.S. Senate,,Mike Braun,Republican,2252
Crawford,U.S. Senate,,Nathan Altman (W/I),Independent,0
Daviess,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Daviess,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Daviess,U.S. Senate,,Joe Donnelly,Democratic,1901
Daviess,U.S. Senate,,Lucy M. Brenton,Libertarian,283
Daviess,U.S. Senate,,Mike Braun,Republican,6555
Daviess,U.S. Senate,,Nathan Altman (W/I),Independent,0
Dearborn,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Dearborn,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Dearborn,U.S. Senate,,Joe Donnelly,Democratic,4481
Dearborn,U.S. Senate,,Lucy M. Brenton,Libertarian,487
Dearborn,U.S. Senate,,Mike Braun,Republican,13287
Dearborn,U.S. Senate,,Nathan Altman (W/I),Independent,1
Decatur,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Decatur,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Decatur,U.S. Senate,,Joe Donnelly,Democratic,2287
Decatur,U.S. Senate,,Lucy M. Brenton,Libertarian,473
Decatur,U.S. Senate,,Mike Braun,Republican,6246
Decatur,U.S. Senate,,Nathan Altman (W/I),Independent,0
Dekalb,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Dekalb,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Dekalb,U.S. Senate,,Joe Donnelly,Democratic,4204
Dekalb,U.S. Senate,,Lucy M. Brenton,Libertarian,561
Dekalb,U.S. Senate,,Mike Braun,Republican,9167
Dekalb,U.S. Senate,,Nathan Altman (W/I),Independent,0
Delaware,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Delaware,U.S. Senate,,James L. Johnson Jr. (W/I),Other,1
Delaware,U.S. Senate,,Joe Donnelly,Democratic,18159
Delaware,U.S. Senate,,Lucy M. Brenton,Libertarian,2099
Delaware,U.S. Senate,,Mike Braun,Republican,17447
Delaware,U.S. Senate,,Nathan Altman (W/I),Independent,4
Dubois,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Dubois,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Dubois,U.S. Senate,,Joe Donnelly,Democratic,5264
Dubois,U.S. Senate,,Lucy M. Brenton,Libertarian,658
Dubois,U.S. Senate,,Mike Braun,Republican,11204
Dubois,U.S. Senate,,Nathan Altman (W/I),Independent,0
Elkhart,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Elkhart,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Elkhart,U.S. Senate,,Joe Donnelly,Democratic,21062
Elkhart,U.S. Senate,,Lucy M. Brenton,Libertarian,1661
Elkhart,U.S. Senate,,Mike Braun,Republican,31164
Elkhart,U.S. Senate,,Nathan Altman (W/I),Independent,0
Fayette,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Fayette,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Fayette,U.S. Senate,,Joe Donnelly,Democratic,2295
Fayette,U.S. Senate,,Lucy M. Brenton,Libertarian,465
Fayette,U.S. Senate,,Mike Braun,Republican,4704
Fayette,U.S. Senate,,Nathan Altman (W/I),Independent,0
Floyd,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Floyd,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Floyd,U.S. Senate,,Joe Donnelly,Democratic,14070
Floyd,U.S. Senate,,Lucy M. Brenton,Libertarian,1167
Floyd,U.S. Senate,,Mike Braun,Republican,16588
Floyd,U.S. Senate,,Nathan Altman (W/I),Independent,1
Fountain,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Fountain,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Fountain,U.S. Senate,,Joe Donnelly,Democratic,1496
Fountain,U.S. Senate,,Lucy M. Brenton,Libertarian,313
Fountain,U.S. Senate,,Mike Braun,Republican,4060
Fountain,U.S. Senate,,Nathan Altman (W/I),Independent,0
Franklin,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Franklin,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Franklin,U.S. Senate,,Joe Donnelly,Democratic,1619
Franklin,U.S. Senate,,Lucy M. Brenton,Libertarian,199
Franklin,U.S. Senate,,Mike Braun,Republican,5614
Franklin,U.S. Senate,,Nathan Altman (W/I),Independent,0
Fulton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Fulton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Fulton,U.S. Senate,,Joe Donnelly,Democratic,2539
Fulton,U.S. Senate,,Lucy M. Brenton,Libertarian,315
Fulton,U.S. Senate,,Mike Braun,Republican,4154
Fulton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Gibson,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Gibson,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Gibson,U.S. Senate,,Joe Donnelly,Democratic,4001
Gibson,U.S. Senate,,Lucy M. Brenton,Libertarian,471
Gibson,U.S. Senate,,Mike Braun,Republican,8040
Gibson,U.S. Senate,,Nathan Altman (W/I),Independent,1
Grant,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Grant,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Grant,U.S. Senate,,Joe Donnelly,Democratic,6745
Grant,U.S. Senate,,Lucy M. Brenton,Libertarian,929
Grant,U.S. Senate,,Mike Braun,Republican,12393
Grant,U.S. Senate,,Nathan Altman (W/I),Independent,0
Greene,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Greene,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Greene,U.S. Senate,,Joe Donnelly,Democratic,3313
Greene,U.S. Senate,,Lucy M. Brenton,Libertarian,511
Greene,U.S. Senate,,Mike Braun,Republican,6949
Greene,U.S. Senate,,Nathan Altman (W/I),Independent,0
Hamilton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Hamilton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Hamilton,U.S. Senate,,Joe Donnelly,Democratic,61337
Hamilton,U.S. Senate,,Lucy M. Brenton,Libertarian,4410
Hamilton,U.S. Senate,,Mike Braun,Republican,72325
Hamilton,U.S. Senate,,Nathan Altman (W/I),Independent,3
Hancock,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Hancock,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Hancock,U.S. Senate,,Joe Donnelly,Democratic,9770
Hancock,U.S. Senate,,Lucy M. Brenton,Libertarian,1399
Hancock,U.S. Senate,,Mike Braun,Republican,19097
Hancock,U.S. Senate,,Nathan Altman (W/I),Independent,1
Harrison,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Harrison,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Harrison,U.S. Senate,,Joe Donnelly,Democratic,5131
Harrison,U.S. Senate,,Lucy M. Brenton,Libertarian,639
Harrison,U.S. Senate,,Mike Braun,Republican,9847
Harrison,U.S. Senate,,Nathan Altman (W/I),Independent,0
Hendricks,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Hendricks,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Hendricks,U.S. Senate,,Joe Donnelly,Democratic,23599
Hendricks,U.S. Senate,,Lucy M. Brenton,Libertarian,2247
Hendricks,U.S. Senate,,Mike Braun,Republican,36966
Hendricks,U.S. Senate,,Nathan Altman (W/I),Independent,0
Henry,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Henry,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Henry,U.S. Senate,,Joe Donnelly,Democratic,5171
Henry,U.S. Senate,,Lucy M. Brenton,Libertarian,953
Henry,U.S. Senate,,Mike Braun,Republican,9569
Henry,U.S. Senate,,Nathan Altman (W/I),Independent,0
Howard,U.S. Senate,,Christopher Fischer (W/I),Independent,1
Howard,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Howard,U.S. Senate,,Joe Donnelly,Democratic,11159
Howard,U.S. Senate,,Lucy M. Brenton,Libertarian,1376
Howard,U.S. Senate,,Mike Braun,Republican,16736
Howard,U.S. Senate,,Nathan Altman (W/I),Independent,1
Huntington,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Huntington,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Huntington,U.S. Senate,,Joe Donnelly,Democratic,3699
Huntington,U.S. Senate,,Lucy M. Brenton,Libertarian,631
Huntington,U.S. Senate,,Mike Braun,Republican,8879
Huntington,U.S. Senate,,Nathan Altman (W/I),Independent,0
Jackson,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Jackson,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Jackson,U.S. Senate,,Joe Donnelly,Democratic,4198
Jackson,U.S. Senate,,Lucy M. Brenton,Libertarian,785
Jackson,U.S. Senate,,Mike Braun,Republican,9431
Jackson,U.S. Senate,,Nathan Altman (W/I),Independent,0
Jasper,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Jasper,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Jasper,U.S. Senate,,Joe Donnelly,Democratic,3278
Jasper,U.S. Senate,,Lucy M. Brenton,Libertarian,321
Jasper,U.S. Senate,,Mike Braun,Republican,6987
Jasper,U.S. Senate,,Nathan Altman (W/I),Independent,0
Jay,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Jay,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Jay,U.S. Senate,,Joe Donnelly,Democratic,1933
Jay,U.S. Senate,,Lucy M. Brenton,Libertarian,368
Jay,U.S. Senate,,Mike Braun,Republican,3990
Jay,U.S. Senate,,Nathan Altman (W/I),Independent,0
Jefferson,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Jefferson,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Jefferson,U.S. Senate,,Joe Donnelly,Democratic,4313
Jefferson,U.S. Senate,,Lucy M. Brenton,Libertarian,584
Jefferson,U.S. Senate,,Mike Braun,Republican,6345
Jefferson,U.S. Senate,,Nathan Altman (W/I),Independent,0
Jennings,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Jennings,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Jennings,U.S. Senate,,Joe Donnelly,Democratic,2686
Jennings,U.S. Senate,,Lucy M. Brenton,Libertarian,542
Jennings,U.S. Senate,,Mike Braun,Republican,5921
Jennings,U.S. Senate,,Nathan Altman (W/I),Independent,0
Johnson,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Johnson,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Johnson,U.S. Senate,,Joe Donnelly,Democratic,17479
Johnson,U.S. Senate,,Lucy M. Brenton,Libertarian,1883
Johnson,U.S. Senate,,Mike Braun,Republican,32540
Johnson,U.S. Senate,,Nathan Altman (W/I),Independent,0
Knox,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Knox,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Knox,U.S. Senate,,Joe Donnelly,Democratic,3977
Knox,U.S. Senate,,Lucy M. Brenton,Libertarian,772
Knox,U.S. Senate,,Mike Braun,Republican,7876
Knox,U.S. Senate,,Nathan Altman (W/I),Independent,0
Kosciusko,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Kosciusko,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Kosciusko,U.S. Senate,,Joe Donnelly,Democratic,6801
Kosciusko,U.S. Senate,,Lucy M. Brenton,Libertarian,1022
Kosciusko,U.S. Senate,,Mike Braun,Republican,18558
Kosciusko,U.S. Senate,,Nathan Altman (W/I),Independent,1
Lagrange,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Lagrange,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Lagrange,U.S. Senate,,Joe Donnelly,Democratic,2217
Lagrange,U.S. Senate,,Lucy M. Brenton,Libertarian,280
Lagrange,U.S. Senate,,Mike Braun,Republican,5183
Lagrange,U.S. Senate,,Nathan Altman (W/I),Independent,0
Lake,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Lake,U.S. Senate,,James L. Johnson Jr. (W/I),Other,1
Lake,U.S. Senate,,Joe Donnelly,Democratic,104390
Lake,U.S. Senate,,Lucy M. Brenton,Libertarian,3340
Lake,U.S. Senate,,Mike Braun,Republican,54564
Lake,U.S. Senate,,Nathan Altman (W/I),Independent,3
Laporte,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Laporte,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Laporte,U.S. Senate,,Joe Donnelly,Democratic,20014
Laporte,U.S. Senate,,Lucy M. Brenton,Libertarian,1225
Laporte,U.S. Senate,,Mike Braun,Republican,16008
Laporte,U.S. Senate,,Nathan Altman (W/I),Independent,0
Lawrence,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Lawrence,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Lawrence,U.S. Senate,,Joe Donnelly,Democratic,4434
Lawrence,U.S. Senate,,Lucy M. Brenton,Libertarian,788
Lawrence,U.S. Senate,,Mike Braun,Republican,10274
Lawrence,U.S. Senate,,Nathan Altman (W/I),Independent,0
Madison,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Madison,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Madison,U.S. Senate,,Joe Donnelly,Democratic,18701
Madison,U.S. Senate,,Lucy M. Brenton,Libertarian,2526
Madison,U.S. Senate,,Mike Braun,Republican,22841
Madison,U.S. Senate,,Nathan Altman (W/I),Independent,1
Marion,U.S. Senate,,Christopher Fischer (W/I),Independent,5
Marion,U.S. Senate,,James L. Johnson Jr. (W/I),Other,2
Marion,U.S. Senate,,Joe Donnelly,Democratic,197880
Marion,U.S. Senate,,Lucy M. Brenton,Libertarian,10840
Marion,U.S. Senate,,Mike Braun,Republican,98385
Marion,U.S. Senate,,Nathan Altman (W/I),Independent,18
Marshall,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Marshall,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Marshall,U.S. Senate,,Joe Donnelly,Democratic,5619
Marshall,U.S. Senate,,Lucy M. Brenton,Libertarian,533
Marshall,U.S. Senate,,Mike Braun,Republican,8747
Marshall,U.S. Senate,,Nathan Altman (W/I),Independent,0
Martin,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Martin,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Martin,U.S. Senate,,Joe Donnelly,Democratic,1127
Martin,U.S. Senate,,Lucy M. Brenton,Libertarian,200
Martin,U.S. Senate,,Mike Braun,Republican,2997
Martin,U.S. Senate,,Nathan Altman (W/I),Independent,0
Miami,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Miami,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Miami,U.S. Senate,,Joe Donnelly,Democratic,2862
Miami,U.S. Senate,,Lucy M. Brenton,Libertarian,527
Miami,U.S. Senate,,Mike Braun,Republican,6975
Miami,U.S. Senate,,Nathan Altman (W/I),Independent,0
Monroe,U.S. Senate,,Christopher Fischer (W/I),Independent,5
Monroe,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Monroe,U.S. Senate,,Joe Donnelly,Democratic,34193
Monroe,U.S. Senate,,Lucy M. Brenton,Libertarian,2174
Monroe,U.S. Senate,,Mike Braun,Republican,15540
Monroe,U.S. Senate,,Nathan Altman (W/I),Independent,0
Montgomery,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Montgomery,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Montgomery,U.S. Senate,,Joe Donnelly,Democratic,3518
Montgomery,U.S. Senate,,Lucy M. Brenton,Libertarian,659
Montgomery,U.S. Senate,,Mike Braun,Republican,8362
Montgomery,U.S. Senate,,Nathan Altman (W/I),Independent,0
Morgan,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Morgan,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Morgan,U.S. Senate,,Joe Donnelly,Democratic,6471
Morgan,U.S. Senate,,Lucy M. Brenton,Libertarian,1148
Morgan,U.S. Senate,,Mike Braun,Republican,17539
Morgan,U.S. Senate,,Nathan Altman (W/I),Independent,1
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,60
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,11
Newton,U.S. Senate,,Mike Braun,Republican,146
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,99
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,15
Newton,U.S. Senate,,Mike Braun,Republican,214
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,14
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,2
Newton,U.S. Senate,,Mike Braun,Republican,40
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,50
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,12
Newton,U.S. Senate,,Mike Braun,Republican,145
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,33
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,7
Newton,U.S. Senate,,Mike Braun,Republican,95
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,41
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,7
Newton,U.S. Senate,,Mike Braun,Republican,113
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,54
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,13
Newton,U.S. Senate,,Mike Braun,Republican,172
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,52
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,8
Newton,U.S. Senate,,Mike Braun,Republican,108
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,69
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,9
Newton,U.S. Senate,,Mike Braun,Republican,158
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,111
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,18
Newton,U.S. Senate,,Mike Braun,Republican,172
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,62
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,11
Newton,U.S. Senate,,Mike Braun,Republican,90
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,144
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,19
Newton,U.S. Senate,,Mike Braun,Republican,299
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,106
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,10
Newton,U.S. Senate,,Mike Braun,Republican,215
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,115
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,10
Newton,U.S. Senate,,Mike Braun,Republican,214
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,146
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,18
Newton,U.S. Senate,,Mike Braun,Republican,329
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,200
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,17
Newton,U.S. Senate,,Mike Braun,Republican,301
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,19
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,4
Newton,U.S. Senate,,Mike Braun,Republican,45
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Newton,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Newton,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Newton,U.S. Senate,,Joe Donnelly,Democratic,27
Newton,U.S. Senate,,Lucy M. Brenton,Libertarian,4
Newton,U.S. Senate,,Mike Braun,Republican,110
Newton,U.S. Senate,,Nathan Altman (W/I),Independent,0
Noble,U.S. Senate,,Christopher Fischer (W/I),Independent,0
Noble,U.S. Senate,,James L. Johnson Jr. (W/I),Other,0
Noble,U.S. Senate,,Joe Donnelly,Democratic,4132
