candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Charles Johnson,State Senate,45,L,Scott,Jennings 3,13,4,0,17
Terry Goodin,State Representative ,66,D,Scott,Jennings 3,185,110,0,295
Mike Bowling,State Representative ,66,R,Scott,Jennings 3,55,8,0,63
,Registered Voters,,,Scott,Jennings 4,,,,1048
,Ballots Cast,,,Scott,Jennings 4,,,,372
Joe Donnelly,U.S. Senate,,D,Scott,Jennings 4,133,81,0,214
Mike Braun,U.S. Senate,,R,Scott,Jennings 4,217,71,0,288
Lucy M Brenton,U.S. Senate,,L,Scott,Jennings 4,10,8,0,18
Write in,U.S. Senate,,,Scott,Jennings 4,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Jennings 4,119,79,0,198
Connie Lawson,Secretary of State,,R,Scott,Jennings 4,208,63,0,271
Mark W. Rutherford,Secretary of State,,L,Scott,Jennings 4,17,8,0,25
Write in,Secretary of State,,,Scott,Jennings 4,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Jennings 4,121,82,0,203
Tera Klutz,Auditor of State,,R,Scott,Jennings 4,204,59,0,263
John Schick,Auditor of State,,L,Scott,Jennings 4,14,4,0,18
John C. Aguilera,Treasurer of State,,D,Scott,Jennings 4,124,77,0,201
Kelly Mitchell,Treasurer of State,,R,Scott,Jennings 4,217,69,0,286
Jeannine Lee Lake,U S House,6,D,Scott,Jennings 4,104,70,0,174
Greg Pence,U S House,6,R,Scott,Jennings 4,252,79,0,331
Tom Ferkinhoff,U S House,6,L,Scott,Jennings 4,3,2,0,5
Write in,U S House,6,,Scott,Jennings 4,0,0,0,0
John Perkins,State Senate,45,D,Scott,Jennings 4,96,70,0,166
Chris Garten,State Senate,45,R,Scott,Jennings 4,256,80,0,336
Charles Johnson,State Senate,45,L,Scott,Jennings 4,4,3,0,7
Terry Goodin,State Representative ,66,D,Scott,Jennings 4,255,133,0,388
Mike Bowling,State Representative ,66,R,Scott,Jennings 4,112,31,0,143
,Registered Voters,,,Scott,Jennings 5,,,,696
,Ballots Cast,,,Scott,Jennings 5,,,,242
Joe Donnelly,U.S. Senate,,D,Scott,Jennings 5,94,47,0,141
Mike Braun,U.S. Senate,,R,Scott,Jennings 5,130,29,0,159
Lucy M Brenton,U.S. Senate,,L,Scott,Jennings 5,14,7,0,21
Write in,U.S. Senate,,,Scott,Jennings 5,0,1,0,1
Jim Harper,Secretary of State,,D,Scott,Jennings 5,89,46,0,135
Connie Lawson,Secretary of State,,R,Scott,Jennings 5,130,34,0,164
Mark W. Rutherford,Secretary of State,,L,Scott,Jennings 5,8,2,0,10
Write in,Secretary of State,,,Scott,Jennings 5,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Jennings 5,94,50,0,144
Tera Klutz,Auditor of State,,R,Scott,Jennings 5,123,27,0,150
John Schick,Auditor of State,,L,Scott,Jennings 5,7,5,0,12
John C. Aguilera,Treasurer of State,,D,Scott,Jennings 5,94,53,0,147
Kelly Mitchell,Treasurer of State,,R,Scott,Jennings 5,132,31,0,163
Jeannine Lee Lake,U S House,6,D,Scott,Jennings 5,80,47,0,127
Greg Pence,U S House,6,R,Scott,Jennings 5,148,34,0,182
Tom Ferkinhoff,U S House,6,L,Scott,Jennings 5,5,3,0,8
Write in,U S House,6,,Scott,Jennings 5,0,0,0,0
John Perkins,State Senate,45,D,Scott,Jennings 5,72,45,0,117
Chris Garten,State Senate,45,R,Scott,Jennings 5,148,34,0,182
Charles Johnson,State Senate,45,L,Scott,Jennings 5,9,5,0,14
Terry Goodin,State Representative ,66,D,Scott,Jennings 5,185,79,0,264
Mike Bowling,State Representative ,66,R,Scott,Jennings 5,52,11,0,63
,Registered Voters,,,Scott,Johnson 1,,,,1680
,Ballots Cast,,,Scott,Johnson 1,,,,627
Joe Donnelly,U.S. Senate,,D,Scott,Johnson 1,229,67,0,296
Mike Braun,U.S. Senate,,R,Scott,Johnson 1,355,62,0,417
Lucy M Brenton,U.S. Senate,,L,Scott,Johnson 1,32,6,0,38
Write in,U.S. Senate,,,Scott,Johnson 1,1,0,0,1
Jim Harper,Secretary of State,,D,Scott,Johnson 1,220,68,0,288
Connie Lawson,Secretary of State,,R,Scott,Johnson 1,346,61,0,407
Mark W. Rutherford,Secretary of State,,L,Scott,Johnson 1,30,3,0,33
Write in,Secretary of State,,,Scott,Johnson 1,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Johnson 1,239,72,0,311
Tera Klutz,Auditor of State,,R,Scott,Johnson 1,321,59,0,380
John Schick,Auditor of State,,L,Scott,Johnson 1,28,1,0,29
John C. Aguilera,Treasurer of State,,D,Scott,Johnson 1,226,67,0,293
Kelly Mitchell,Treasurer of State,,R,Scott,Johnson 1,362,62,0,424
Jeannine Lee Lake,U S House,6,D,Scott,Johnson 1,208,67,0,275
Greg Pence,U S House,6,R,Scott,Johnson 1,377,70,0,447
Tom Ferkinhoff,U S House,6,L,Scott,Johnson 1,14,0,0,14
Write in,U S House,6,,Scott,Johnson 1,0,0,0,0
John Perkins,State Senate,45,D,Scott,Johnson 1,195,51,0,246
Chris Garten,State Senate,45,R,Scott,Johnson 1,390,89,0,479
Charles Johnson,State Senate,45,L,Scott,Johnson 1,22,1,0,23
Terry Goodin,State Representative ,66,D,Scott,Johnson 1,431,106,0,537
Mike Bowling,State Representative ,66,R,Scott,Johnson 1,184,41,0,225
,Registered Voters,,,Scott,Lexington 1,,,,1185
,Ballots Cast,,,Scott,Lexington 1,,,,475
Joe Donnelly,U.S. Senate,,D,Scott,Lexington 1,158,20,0,178
Mike Braun,U.S. Senate,,R,Scott,Lexington 1,292,61,0,353
Lucy M Brenton,U.S. Senate,,L,Scott,Lexington 1,12,2,0,14
Write in,U.S. Senate,,,Scott,Lexington 1,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Lexington 1,151,21,0,172
Connie Lawson,Secretary of State,,R,Scott,Lexington 1,290,60,0,350
Mark W. Rutherford,Secretary of State,,L,Scott,Lexington 1,15,0,0,15
Write in,Secretary of State,,,Scott,Lexington 1,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Lexington 1,157,18,0,175
Tera Klutz,Auditor of State,,R,Scott,Lexington 1,282,58,0,340
John Schick,Auditor of State,,L,Scott,Lexington 1,14,1,0,15
John C. Aguilera,Treasurer of State,,D,Scott,Lexington 1,153,16,0,169
Kelly Mitchell,Treasurer of State,,R,Scott,Lexington 1,301,61,0,362
Jeannine Lee Lake,U S House,6,D,Scott,Lexington 1,146,16,0,162
Greg Pence,U S House,6,R,Scott,Lexington 1,313,64,0,377
Tom Ferkinhoff,U S House,6,L,Scott,Lexington 1,5,0,0,5
Write in,U S House,6,,Scott,Lexington 1,0,0,0,0
John Perkins,State Senate,45,D,Scott,Lexington 1,128,13,0,141
Chris Garten,State Senate,45,R,Scott,Lexington 1,322,66,0,388
Charles Johnson,State Senate,45,L,Scott,Lexington 1,11,1,0,12
Terry Goodin,State Representative ,66,D,Scott,Lexington 1,262,38,0,300
Mike Bowling,State Representative ,66,R,Scott,Lexington 1,204,47,0,251
,Registered Voters,,,Scott,Lexington 2,,,,1049
,Ballots Cast,,,Scott,Lexington 2,,,,387
Joe Donnelly,U.S. Senate,,D,Scott,Lexington 2,118,48,0,166
Mike Braun,U.S. Senate,,R,Scott,Lexington 2,239,47,0,286
Lucy M Brenton,U.S. Senate,,L,Scott,Lexington 2,18,3,0,21
Write in,U.S. Senate,,,Scott,Lexington 2,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Lexington 2,121,47,0,168
Connie Lawson,Secretary of State,,R,Scott,Lexington 2,236,46,0,282
Mark W. Rutherford,Secretary of State,,L,Scott,Lexington 2,14,5,0,19
Write in,Secretary of State,,,Scott,Lexington 2,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Lexington 2,115,51,0,166
Tera Klutz,Auditor of State,,R,Scott,Lexington 2,243,41,0,284
John Schick,Auditor of State,,L,Scott,Lexington 2,12,4,0,16
John C. Aguilera,Treasurer of State,,D,Scott,Lexington 2,120,49,0,169
Kelly Mitchell,Treasurer of State,,R,Scott,Lexington 2,252,48,0,300
Jeannine Lee Lake,U S House,6,D,Scott,Lexington 2,104,47,0,151
Greg Pence,U S House,6,R,Scott,Lexington 2,261,49,0,310
Tom Ferkinhoff,U S House,6,L,Scott,Lexington 2,10,2,0,12
Write in,U S House,6,,Scott,Lexington 2,0,0,0,0
John Perkins,State Senate,45,D,Scott,Lexington 2,105,39,0,144
Chris Garten,State Senate,45,R,Scott,Lexington 2,264,58,0,322
Charles Johnson,State Senate,45,L,Scott,Lexington 2,8,1,0,9
Terry Goodin,State Representative ,66,D,Scott,Lexington 2,225,67,0,292
Mike Bowling,State Representative ,66,R,Scott,Lexington 2,156,31,0,187
,Registered Voters,,,Scott,Lexington 3,,,,211
,Ballots Cast,,,Scott,Lexington 3,,,,78
Joe Donnelly,U.S. Senate,,D,Scott,Lexington 3,21,3,0,24
Mike Braun,U.S. Senate,,R,Scott,Lexington 3,49,5,0,54
Lucy M Brenton,U.S. Senate,,L,Scott,Lexington 3,5,0,0,5
Write in,U.S. Senate,,,Scott,Lexington 3,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Lexington 3,23,3,0,26
Connie Lawson,Secretary of State,,R,Scott,Lexington 3,49,4,0,53
Mark W. Rutherford,Secretary of State,,L,Scott,Lexington 3,2,1,0,3
Write in,Secretary of State,,,Scott,Lexington 3,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Lexington 3,21,4,0,25
Tera Klutz,Auditor of State,,R,Scott,Lexington 3,48,4,0,52
John Schick,Auditor of State,,L,Scott,Lexington 3,4,0,0,4
John C. Aguilera,Treasurer of State,,D,Scott,Lexington 3,20,3,0,23
Kelly Mitchell,Treasurer of State,,R,Scott,Lexington 3,55,5,0,60
Liz Watson,U S House,9,D,Scott,Lexington 3,25,3,0,28
Trey Hollingsworth,U S House,9,R,Scott,Lexington 3,49,5,0,54
Write in,U S House,9,,Scott,Lexington 3,0,0,0,0
John Perkins,State Senate,45,D,Scott,Lexington 3,17,3,0,20
Chris Garten,State Senate,45,R,Scott,Lexington 3,59,5,0,64
Charles Johnson,State Senate,45,L,Scott,Lexington 3,1,0,0,1
Terry Goodin,State Representative ,66,D,Scott,Lexington 3,36,5,0,41
Mike Bowling,State Representative ,66,R,Scott,Lexington 3,39,3,0,42
,Registered Voters,,,Scott,Vienna 1,,,,1457
,Ballots Cast,,,Scott,Vienna 1,,,,577
Joe Donnelly,U.S. Senate,,D,Scott,Vienna 1,187,74,0,261
Mike Braun,U.S. Senate,,R,Scott,Vienna 1,358,65,0,423
Lucy M Brenton,U.S. Senate,,L,Scott,Vienna 1,23,4,0,27
Write in,U.S. Senate,,,Scott,Vienna 1,2,0,0,2
Jim Harper,Secretary of State,,D,Scott,Vienna 1,167,75,0,242
Connie Lawson,Secretary of State,,R,Scott,Vienna 1,369,66,0,435
Mark W. Rutherford,Secretary of State,,L,Scott,Vienna 1,21,3,0,24
Write in,Secretary of State,,,Scott,Vienna 1,1,0,0,1
Joselyn Whitticker,Auditor of State,,D,Scott,Vienna 1,180,79,0,259
Tera Klutz,Auditor of State,,R,Scott,Vienna 1,359,60,0,419
John Schick,Auditor of State,,L,Scott,Vienna 1,15,4,0,19
John C. Aguilera,Treasurer of State,,D,Scott,Vienna 1,175,77,0,252
Kelly Mitchell,Treasurer of State,,R,Scott,Vienna 1,377,65,0,442
Liz Watson,U S House,9,D,Scott,Vienna 1,191,75,0,266
Trey Hollingsworth,U S House,9,R,Scott,Vienna 1,375,68,0,443
Write in,U S House,9,,Scott,Vienna 1,0,0,0,0
John Perkins,State Senate,45,D,Scott,Vienna 1,149,63,0,212
Chris Garten,State Senate,45,R,Scott,Vienna 1,410,79,0,489
Charles Johnson,State Senate,45,L,Scott,Vienna 1,10,0,0,10
Terry Goodin,State Representative ,66,D,Scott,Vienna 1,295,95,0,390
Mike Bowling,State Representative ,66,R,Scott,Vienna 1,275,52,0,327
,Registered Voters,,,Scott,Vienna 2,,,,1096
,Ballots Cast,,,Scott,Vienna 2,,,,302
Joe Donnelly,U.S. Senate,,D,Scott,Vienna 2,131,69,0,200
Mike Braun,U.S. Senate,,R,Scott,Vienna 2,147,58,0,205
Lucy M Brenton,U.S. Senate,,L,Scott,Vienna 2,19,5,0,24
Write in,U.S. Senate,,,Scott,Vienna 2,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Vienna 2,124,68,0,192
Connie Lawson,Secretary of State,,R,Scott,Vienna 2,144,59,0,203
Mark W. Rutherford,Secretary of State,,L,Scott,Vienna 2,18,4,0,22
Write in,Secretary of State,,,Scott,Vienna 2,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Vienna 2,129,75,0,204
Tera Klutz,Auditor of State,,R,Scott,Vienna 2,143,54,0,197
John Schick,Auditor of State,,L,Scott,Vienna 2,16,2,0,18
John C. Aguilera,Treasurer of State,,D,Scott,Vienna 2,128,72,0,200
Kelly Mitchell,Treasurer of State,,R,Scott,Vienna 2,156,58,0,214
Liz Watson,U S House,9,D,Scott,Vienna 2,131,73,0,204
Trey Hollingsworth,U S House,9,R,Scott,Vienna 2,156,60,0,216
Write in,U S House,9,,Scott,Vienna 2,0,0,0,0
John Perkins,State Senate,45,D,Scott,Vienna 2,99,54,0,153
Chris Garten,State Senate,45,R,Scott,Vienna 2,182,74,0,256
Charles Johnson,State Senate,45,L,Scott,Vienna 2,12,3,0,15
Terry Goodin,State Representative ,66,D,Scott,Vienna 2,196,97,0,293
Mike Bowling,State Representative ,66,R,Scott,Vienna 2,97,36,0,133
,Registered Voters,,,Scott,Vienna 3,,,,964
,Ballots Cast,,,Scott,Vienna 3,,,,272
Joe Donnelly,U.S. Senate,,D,Scott,Vienna 3,110,61,0,171
Mike Braun,U.S. Senate,,R,Scott,Vienna 3,142,47,0,189
Lucy M Brenton,U.S. Senate,,L,Scott,Vienna 3,14,5,0,19
Write in,U.S. Senate,,,Scott,Vienna 3,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Vienna 3,111,59,0,170
Connie Lawson,Secretary of State,,R,Scott,Vienna 3,140,47,0,187
Mark W. Rutherford,Secretary of State,,L,Scott,Vienna 3,10,2,0,12
Write in,Secretary of State,,,Scott,Vienna 3,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Vienna 3,114,69,0,183
Tera Klutz,Auditor of State,,R,Scott,Vienna 3,133,39,0,172
John Schick,Auditor of State,,L,Scott,Vienna 3,12,1,0,13
John C. Aguilera,Treasurer of State,,D,Scott,Vienna 3,114,58,0,172
Kelly Mitchell,Treasurer of State,,R,Scott,Vienna 3,145,51,0,196
Liz Watson,U S House,9,D,Scott,Vienna 3,119,67,0,186
Trey Hollingsworth,U S House,9,R,Scott,Vienna 3,141,47,0,188
Write in,U S House,9,,Scott,Vienna 3,0,0,0,0
John Perkins,State Senate,45,D,Scott,Vienna 3,88,54,0,142
Chris Garten,State Senate,45,R,Scott,Vienna 3,169,56,0,225
Charles Johnson,State Senate,45,L,Scott,Vienna 3,6,3,0,9
Terry Goodin,State Representative ,66,D,Scott,Vienna 3,179,96,0,275
Mike Bowling,State Representative ,66,R,Scott,Vienna 3,88,20,0,108
,Registered Voters,,,Scott,Vienna 4,,,,1283
,Ballots Cast,,,Scott,Vienna 4,,,,344
Joe Donnelly,U.S. Senate,,D,Scott,Vienna 4,136,113,0,249
Mike Braun,U.S. Senate,,R,Scott,Vienna 4,185,85,0,270
Lucy M Brenton,U.S. Senate,,L,Scott,Vienna 4,21,7,0,28
Write in,U.S. Senate,,,Scott,Vienna 4,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Vienna 4,128,104,0,232
Connie Lawson,Secretary of State,,R,Scott,Vienna 4,190,86,0,276
Mark W. Rutherford,Secretary of State,,L,Scott,Vienna 4,20,9,0,29
Write in,Secretary of State,,,Scott,Vienna 4,1,0,0,1
Joselyn Whitticker,Auditor of State,,D,Scott,Vienna 4,140,113,0,253
Tera Klutz,Auditor of State,,R,Scott,Vienna 4,180,82,0,262
John Schick,Auditor of State,,L,Scott,Vienna 4,15,6,0,21
John C. Aguilera,Treasurer of State,,D,Scott,Vienna 4,143,113,0,256
Kelly Mitchell,Treasurer of State,,R,Scott,Vienna 4,193,87,0,280
Liz Watson,U S House,9,D,Scott,Vienna 4,146,117,0,263
Trey Hollingsworth,U S House,9,R,Scott,Vienna 4,195,86,0,281
Write in,U S House,9,,Scott,Vienna 4,0,0,0,0
John Perkins,State Senate,45,D,Scott,Vienna 4,114,100,0,214
Chris Garten,State Senate,45,R,Scott,Vienna 4,205,98,0,303
Charles Johnson,State Senate,45,L,Scott,Vienna 4,19,4,0,23
Terry Goodin,State Representative ,66,D,Scott,Vienna 4,230,158,0,388
Mike Bowling,State Representative ,66,R,Scott,Vienna 4,111,54,0,165
,Registered Voters,,,Scott,Vienna 5,,,,1323
,Ballots Cast,,,Scott,Vienna 5,,,,482
Joe Donnelly,U.S. Senate,,D,Scott,Vienna 5,194,109,0,303
Mike Braun,U.S. Senate,,R,Scott,Vienna 5,271,106,0,377
Lucy M Brenton,U.S. Senate,,L,Scott,Vienna 5,9,3,0,12
Write in,U.S. Senate,,,Scott,Vienna 5,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Vienna 5,174,98,0,272
Connie Lawson,Secretary of State,,R,Scott,Vienna 5,274,114,0,388
Mark W. Rutherford,Secretary of State,,L,Scott,Vienna 5,15,2,0,17
Write in,Secretary of State,,,Scott,Vienna 5,1,0,0,1
Joselyn Whitticker,Auditor of State,,D,Scott,Vienna 5,179,105,0,284
Tera Klutz,Auditor of State,,R,Scott,Vienna 5,266,102,0,368
John Schick,Auditor of State,,L,Scott,Vienna 5,12,5,0,17
John C. Aguilera,Treasurer of State,,D,Scott,Vienna 5,174,98,0,272
Kelly Mitchell,Treasurer of State,,R,Scott,Vienna 5,284,112,0,396
Liz Watson,U S House,9,D,Scott,Vienna 5,196,105,0,301
Trey Hollingsworth,U S House,9,R,Scott,Vienna 5,273,112,0,385
Write in,U S House,9,,Scott,Vienna 5,0,0,0,0
John Perkins,State Senate,45,D,Scott,Vienna 5,138,77,0,215
Chris Garten,State Senate,45,R,Scott,Vienna 5,328,140,0,468
Charles Johnson,State Senate,45,L,Scott,Vienna 5,5,1,0,6
Terry Goodin,State Representative ,66,D,Scott,Vienna 5,312,158,0,470
Mike Bowling,State Representative ,66,R,Scott,Vienna 5,163,57,0,220
,Registered Voters,,,Scott,Vienna 6,,,,1052
,Ballots Cast,,,Scott,Vienna 6,,,,436
Joe Donnelly,U.S. Senate,,D,Scott,Vienna 6,138,71,0,209
Mike Braun,U.S. Senate,,R,Scott,Vienna 6,275,86,0,361
Lucy M Brenton,U.S. Senate,,L,Scott,Vienna 6,14,4,0,18
Write in,U.S. Senate,,,Scott,Vienna 6,0,0,0,0
Jim Harper,Secretary of State,,D,Scott,Vienna 6,118,64,0,182
Connie Lawson,Secretary of State,,R,Scott,Vienna 6,278,87,0,365
Mark W. Rutherford,Secretary of State,,L,Scott,Vienna 6,18,4,0,22
Write in,Secretary of State,,,Scott,Vienna 6,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Scott,Vienna 6,122,69,0,191
Tera Klutz,Auditor of State,,R,Scott,Vienna 6,272,86,0,358
John Schick,Auditor of State,,L,Scott,Vienna 6,15,1,0,16
John C. Aguilera,Treasurer of State,,D,Scott,Vienna 6,124,65,0,189
Kelly Mitchell,Treasurer of State,,R,Scott,Vienna 6,283,91,0,374
Liz Watson,U S House,9,D,Scott,Vienna 6,134,75,0,209
Trey Hollingsworth,U S House,9,R,Scott,Vienna 6,285,88,0,373
Write in,U S House,9,,Scott,Vienna 6,1,0,0,1
John Perkins,State Senate,45,D,Scott,Vienna 6,95,55,0,150
Chris Garten,State Senate,45,R,Scott,Vienna 6,330,107,0,437
Charles Johnson,State Senate,45,L,Scott,Vienna 6,4,1,0,5
Terry Goodin,State Representative ,66,D,Scott,Vienna 6,242,122,0,364
Mike Bowling,State Representative ,66,R,Scott,Vienna 6,181,47,0,228
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
