candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Christina L Zacny,State Representative ,16,D,Jasper,Gillam,38,14,0,52
,Registered Voters,,,Jasper,Hanging Grove,,,,157
,Ballots Cast,,,Jasper,Hanging Grove,,,,78
Mike Braun,U.S. Senate,,R,Jasper,Hanging Grove,67,21,0,88
Joe Donnelly,U.S. Senate,,D,Jasper,Hanging Grove,9,2,0,11
Lucy M Brenton,U.S. Senate,,L,Jasper,Hanging Grove,1,0,0,1
Write in,U.S. Senate,,,Jasper,Hanging Grove,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Hanging Grove,71,22,0,93
Jim Harper,Secretary of State,,D,Jasper,Hanging Grove,2,1,0,3
Mark W. Rutherford,Secretary of State,,L,Jasper,Hanging Grove,4,0,0,4
Write in,Secretary of State,,,Jasper,Hanging Grove,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Hanging Grove,70,21,0,91
Joselyn Whitticker,Auditor of State,,D,Jasper,Hanging Grove,5,2,0,7
John Schick,Auditor of State,,L,Jasper,Hanging Grove,2,0,0,2
Kelly Mitchell,Treasurer of State,,R,Jasper,Hanging Grove,74,21,0,95
John C. Aguilera,Treasurer of State,,D,Jasper,Hanging Grove,4,2,0,6
Jim Baird,U S House,4,R,Jasper,Hanging Grove,72,20,0,92
Tobi Beck,U S House,4,D,Jasper,Hanging Grove,5,3,0,8
Write in,US House,4,,Jasper,Hanging Grove,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Hanging Grove,70,21,0,91
Christina L Zacny,State Representative ,16,D,Jasper,Hanging Grove,6,2,0,8
,Registered Voters,,,Jasper,Jordan,,,,227
,Ballots Cast,,,Jasper,Jordan,,,,119
Mike Braun,U.S. Senate,,R,Jasper,Jordan,77,11,0,88
Joe Donnelly,U.S. Senate,,D,Jasper,Jordan,36,11,0,47
Lucy M Brenton,U.S. Senate,,L,Jasper,Jordan,3,1,0,4
Write in,U.S. Senate,,,Jasper,Jordan,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Jordan,88,11,0,99
Jim Harper,Secretary of State,,D,Jasper,Jordan,25,11,0,36
Mark W. Rutherford,Secretary of State,,L,Jasper,Jordan,2,1,0,3
Write in,Secretary of State,,,Jasper,Jordan,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Jordan,87,11,0,98
Joselyn Whitticker,Auditor of State,,D,Jasper,Jordan,25,10,0,35
John Schick,Auditor of State,,L,Jasper,Jordan,2,2,0,4
Kelly Mitchell,Treasurer of State,,R,Jasper,Jordan,91,12,0,103
John C. Aguilera,Treasurer of State,,D,Jasper,Jordan,22,11,0,33
Jim Baird,U S House,4,R,Jasper,Jordan,89,13,0,102
Tobi Beck,U S House,4,D,Jasper,Jordan,27,10,0,37
Write in,US House,4,,Jasper,Jordan,0,0,0,0
Sharon Negele,State Representative ,13,R ,Jasper,Jordan,95,13,0,108
Loretta Barnes,State Representative ,13,D,Jasper,Jordan,19,10,0,29
,Registered Voters,,,Jasper,Kankakee,,,,625
,Ballots Cast,,,Jasper,Kankakee,,,,288
Mike Braun,U.S. Senate,,R,Jasper,Kankakee,169,17,0,186
Joe Donnelly,U.S. Senate,,D,Jasper,Kankakee,96,19,0,117
Lucy M Brenton,U.S. Senate,,L,Jasper,Kankakee,11,0,0,11
Write in,U.S. Senate,,,Jasper,Kankakee,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Kankakee,162,18,0,180
Jim Harper,Secretary of State,,D,Jasper,Kankakee,104,17,0,121
Mark W. Rutherford,Secretary of State,,L,Jasper,Kankakee,10,1,0,11
Write in,Secretary of State,,,Jasper,Kankakee,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Kankakee,167,17,0,184
Joselyn Whitticker,Auditor of State,,D,Jasper,Kankakee,97,19,0,116
John Schick,Auditor of State,,L,Jasper,Kankakee,13,0,0,13
Kelly Mitchell,Treasurer of State,,R,Jasper,Kankakee,174,18,0,192
John C. Aguilera,Treasurer of State,,D,Jasper,Kankakee,101,17,0,118
Jim Baird,U S House,4,R,Jasper,Kankakee,177,19,0,196
Tobi Beck,U S House,4,D,Jasper,Kankakee,101,17,0,118
Write in,US House,4,,Jasper,Kankakee,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Kankakee,166,19,0,185
Christina L Zacny,State Representative ,16,D,Jasper,Kankakee,108,17,0,125
,Registered Voters,,,Jasper,Keener 1,,,,1331
,Ballots Cast,,,Jasper,Keener 1,,,,545
Mike Braun,U.S. Senate,,R,Jasper,Keener 1,346,76,0,422
Joe Donnelly,U.S. Senate,,D,Jasper,Keener 1,176,39,0,215
Lucy M Brenton,U.S. Senate,,L,Jasper,Keener 1,12,2,0,14
Write in,U.S. Senate,,,Jasper,Keener 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Keener 1,349,78,0,427
Jim Harper,Secretary of State,,D,Jasper,Keener 1,166,38,0,204
Mark W. Rutherford,Secretary of State,,L,Jasper,Keener 1,15,0,0,15
Write in,Secretary of State,,,Jasper,Keener 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Keener 1,349,77,0,426
Joselyn Whitticker,Auditor of State,,D,Jasper,Keener 1,170,37,0,207
John Schick,Auditor of State,,L,Jasper,Keener 1,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Jasper,Keener 1,362,79,0,441
John C. Aguilera,Treasurer of State,,D,Jasper,Keener 1,170,37,0,207
Jim Baird,U S House,4,R,Jasper,Keener 1,359,80,0,439
Tobi Beck,U S House,4,D,Jasper,Keener 1,170,36,0,206
Write in,US House,4,,Jasper,Keener 1,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Keener 1,367,78,0,445
Christina L Zacny,State Representative ,16,D,Jasper,Keener 1,164,37,0,201
,Registered Voters,,,Jasper,Keener 2,,,,1428
,Ballots Cast,,,Jasper,Keener 2,,,,607
Mike Braun,U.S. Senate,,R,Jasper,Keener 2,440,83,0,523
Joe Donnelly,U.S. Senate,,D,Jasper,Keener 2,143,42,0,185
Lucy M Brenton,U.S. Senate,,L,Jasper,Keener 2,15,11,0,26
Write in,U.S. Senate,,,Jasper,Keener 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Keener 2,448,84,0,532
Jim Harper,Secretary of State,,D,Jasper,Keener 2,133,42,0,175
Mark W. Rutherford,Secretary of State,,L,Jasper,Keener 2,13,9,0,22
Write in,Secretary of State,,,Jasper,Keener 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Keener 2,440,87,0,527
Joselyn Whitticker,Auditor of State,,D,Jasper,Keener 2,139,41,0,180
John Schick,Auditor of State,,L,Jasper,Keener 2,13,8,0,21
Kelly Mitchell,Treasurer of State,,R,Jasper,Keener 2,460,92,0,552
John C. Aguilera,Treasurer of State,,D,Jasper,Keener 2,132,40,0,172
Jim Baird,U S House,4,R,Jasper,Keener 2,453,89,0,542
Tobi Beck,U S House,4,D,Jasper,Keener 2,137,44,0,181
Write in,US House,4,,Jasper,Keener 2,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Keener 2,464,92,0,556
Christina L Zacny,State Representative ,16,D,Jasper,Keener 2,131,42,0,173
,Registered Voters,,,Jasper,Keener 3,,,,1535
,Ballots Cast,,,Jasper,Keener 3,,,,577
Mike Braun,U.S. Senate,,R,Jasper,Keener 3,405,62,0,467
Joe Donnelly,U.S. Senate,,D,Jasper,Keener 3,155,47,0,202
Lucy M Brenton,U.S. Senate,,L,Jasper,Keener 3,14,1,0,15
Write in,U.S. Senate,,,Jasper,Keener 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Keener 3,406,63,0,469
Jim Harper,Secretary of State,,D,Jasper,Keener 3,142,43,0,185
Mark W. Rutherford,Secretary of State,,L,Jasper,Keener 3,22,5,0,27
Write in,Secretary of State,,,Jasper,Keener 3,1,0,0,1
Tera Klutz,Auditor of State,,R,Jasper,Keener 3,407,65,0,472
Joselyn Whitticker,Auditor of State,,D,Jasper,Keener 3,144,43,0,187
John Schick,Auditor of State,,L,Jasper,Keener 3,18,2,0,20
Kelly Mitchell,Treasurer of State,,R,Jasper,Keener 3,422,67,0,489
John C. Aguilera,Treasurer of State,,D,Jasper,Keener 3,143,43,0,186
Jim Baird,U S House,4,R,Jasper,Keener 3,414,65,0,479
Tobi Beck,U S House,4,D,Jasper,Keener 3,151,45,0,196
Write in,US House,4,,Jasper,Keener 3,1,0,0,1
Douglas L Gutwein,State Representative ,16,R ,Jasper,Keener 3,424,63,0,487
Christina L Zacny,State Representative ,16,D,Jasper,Keener 3,146,46,0,192
,Registered Voters,,,Jasper,Keener 4,,,,1398
,Ballots Cast,,,Jasper,Keener 4,,,,565
Mike Braun,U.S. Senate,,R,Jasper,Keener 4,367,66,0,433
Joe Donnelly,U.S. Senate,,D,Jasper,Keener 4,165,43,0,208
Lucy M Brenton,U.S. Senate,,L,Jasper,Keener 4,17,1,0,18
Write in,U.S. Senate,,,Jasper,Keener 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Keener 4,378,70,0,448
Jim Harper,Secretary of State,,D,Jasper,Keener 4,156,40,0,196
Mark W. Rutherford,Secretary of State,,L,Jasper,Keener 4,16,1,0,17
Write in,Secretary of State,,,Jasper,Keener 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Keener 4,383,65,0,448
Joselyn Whitticker,Auditor of State,,D,Jasper,Keener 4,152,43,0,195
John Schick,Auditor of State,,L,Jasper,Keener 4,15,2,0,17
Kelly Mitchell,Treasurer of State,,R,Jasper,Keener 4,394,71,0,465
John C. Aguilera,Treasurer of State,,D,Jasper,Keener 4,157,40,0,197
Jim Baird,U S House,4,R,Jasper,Keener 4,384,70,0,454
Tobi Beck,U S House,4,D,Jasper,Keener 4,162,41,0,203
Write in,US House,4,,Jasper,Keener 4,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Keener 4,391,68,0,459
Christina L Zacny,State Representative ,16,D,Jasper,Keener 4,160,41,0,201
,Registered Voters,,,Jasper,Keener 5,,,,1350
,Ballots Cast,,,Jasper,Keener 5,,,,611
Mike Braun,U.S. Senate,,R,Jasper,Keener 5,454,99,0,553
Joe Donnelly,U.S. Senate,,D,Jasper,Keener 5,131,43,0,174
Lucy M Brenton,U.S. Senate,,L,Jasper,Keener 5,14,2,0,16
Write in,U.S. Senate,,,Jasper,Keener 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Keener 5,461,100,0,561
Jim Harper,Secretary of State,,D,Jasper,Keener 5,123,39,0,162
Mark W. Rutherford,Secretary of State,,L,Jasper,Keener 5,14,3,0,17
Write in,Secretary of State,,,Jasper,Keener 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Keener 5,461,95,0,556
Joselyn Whitticker,Auditor of State,,D,Jasper,Keener 5,125,41,0,166
John Schick,Auditor of State,,L,Jasper,Keener 5,8,4,0,12
Kelly Mitchell,Treasurer of State,,R,Jasper,Keener 5,473,102,0,575
John C. Aguilera,Treasurer of State,,D,Jasper,Keener 5,121,39,0,160
Jim Baird,U S House,4,R,Jasper,Keener 5,474,100,0,574
Tobi Beck,U S House,4,D,Jasper,Keener 5,122,40,0,162
Write in,US House,4,,Jasper,Keener 5,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Keener 5,475,104,0,579
Christina L Zacny,State Representative ,16,D,Jasper,Keener 5,126,39,0,165
,Registered Voters,,,Jasper,Marion 1,,,,894
,Ballots Cast,,,Jasper,Marion 1,,,,312
Mike Braun,U.S. Senate,,R,Jasper,Marion 1,207,90,0,297
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 1,82,51,0,133
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 1,13,4,0,17
Write in,U.S. Senate,,,Jasper,Marion 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 1,220,89,0,309
Jim Harper,Secretary of State,,D,Jasper,Marion 1,72,45,0,117
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 1,6,9,0,15
Write in,Secretary of State,,,Jasper,Marion 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 1,223,91,0,314
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 1,68,45,0,113
John Schick,Auditor of State,,L,Jasper,Marion 1,9,5,0,14
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 1,233,93,0,326
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 1,64,46,0,110
Jim Baird,U S House,4,R,Jasper,Marion 1,227,97,0,324
Tobi Beck,U S House,4,D,Jasper,Marion 1,71,47,0,118
Write in,US House,4,,Jasper,Marion 1,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 1,239,100,0,339
Christina L Zacny,State Representative ,16,D,Jasper,Marion 1,65,45,0,110
,Registered Voters,,,Jasper,Marion 2,,,,693
,Ballots Cast,,,Jasper,Marion 2,,,,260
Mike Braun,U.S. Senate,,R,Jasper,Marion 2,163,44,0,207
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 2,84,32,0,116
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 2,9,1,0,10
Write in,U.S. Senate,,,Jasper,Marion 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 2,174,47,0,221
Jim Harper,Secretary of State,,D,Jasper,Marion 2,72,30,0,102
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 2,8,1,0,9
Write in,Secretary of State,,,Jasper,Marion 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 2,175,50,0,225
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 2,69,25,0,94
John Schick,Auditor of State,,L,Jasper,Marion 2,9,1,0,10
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 2,182,50,0,232
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 2,70,26,0,96
Jim Baird,U S House,4,R,Jasper,Marion 2,175,50,0,225
Tobi Beck,U S House,4,D,Jasper,Marion 2,76,27,0,103
Write in,US House,4,,Jasper,Marion 2,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 2,181,50,0,231
Christina L Zacny,State Representative ,16,D,Jasper,Marion 2,72,28,0,100
,Registered Voters,,,Jasper,Marion 3,,,,479
,Ballots Cast,,,Jasper,Marion 3,,,,194
Mike Braun,U.S. Senate,,R,Jasper,Marion 3,107,30,0,137
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 3,76,31,0,107
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 3,5,1,0,6
Write in,U.S. Senate,,,Jasper,Marion 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 3,122,35,0,157
Jim Harper,Secretary of State,,D,Jasper,Marion 3,61,27,0,88
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 3,3,1,0,4
Write in,Secretary of State,,,Jasper,Marion 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 3,119,37,0,156
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 3,63,25,0,88
John Schick,Auditor of State,,L,Jasper,Marion 3,3,0,0,3
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 3,127,36,0,163
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 3,59,27,0,86
Jim Baird,U S House,4,R,Jasper,Marion 3,120,37,0,157
Tobi Beck,U S House,4,D,Jasper,Marion 3,67,26,0,93
Write in,US House,4,,Jasper,Marion 3,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 3,122,40,0,162
Christina L Zacny,State Representative ,16,D,Jasper,Marion 3,64,23,0,87
,Registered Voters,,,Jasper,Marion 4,,,,471
,Ballots Cast,,,Jasper,Marion 4,,,,171
Mike Braun,U.S. Senate,,R,Jasper,Marion 4,101,9,0,110
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 4,56,13,0,69
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 4,10,0,0,10
Write in,U.S. Senate,,,Jasper,Marion 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 4,108,9,0,117
Jim Harper,Secretary of State,,D,Jasper,Marion 4,51,13,0,64
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 4,7,0,0,7
Write in,Secretary of State,,,Jasper,Marion 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 4,105,9,0,114
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 4,54,13,0,67
John Schick,Auditor of State,,L,Jasper,Marion 4,7,0,0,7
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 4,115,9,0,124
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 4,51,13,0,64
Jim Baird,U S House,4,R,Jasper,Marion 4,110,9,0,119
Tobi Beck,U S House,4,D,Jasper,Marion 4,56,13,0,69
Write in,US House,4,,Jasper,Marion 4,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 4,116,10,0,126
Christina L Zacny,State Representative ,16,D,Jasper,Marion 4,53,12,0,65
,Registered Voters,,,Jasper,Marion 5,,,,855
,Ballots Cast,,,Jasper,Marion 5,,,,295
Mike Braun,U.S. Senate,,R,Jasper,Marion 5,147,25,0,172
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 5,119,15,0,134
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 5,17,4,0,21
Write in,U.S. Senate,,,Jasper,Marion 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 5,164,33,0,197
Jim Harper,Secretary of State,,D,Jasper,Marion 5,104,8,0,112
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 5,16,2,0,18
Write in,Secretary of State,,,Jasper,Marion 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 5,158,33,0,191
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 5,111,9,0,120
John Schick,Auditor of State,,L,Jasper,Marion 5,14,1,0,15
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 5,179,33,0,212
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 5,101,11,0,112
Jim Baird,U S House,4,R,Jasper,Marion 5,172,30,0,202
Tobi Beck,U S House,4,D,Jasper,Marion 5,109,13,0,122
Write in,US House,4,,Jasper,Marion 5,0,1,0,1
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 5,183,32,0,215
Christina L Zacny,State Representative ,16,D,Jasper,Marion 5,99,12,0,111
,Registered Voters,,,Jasper,Marion 6,,,,462
,Ballots Cast,,,Jasper,Marion 6,,,,208
Mike Braun,U.S. Senate,,R,Jasper,Marion 6,141,24,0,165
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 6,58,15,0,73
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 6,4,1,0,5
Write in,U.S. Senate,,,Jasper,Marion 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 6,159,26,0,185
Jim Harper,Secretary of State,,D,Jasper,Marion 6,40,11,0,51
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 6,3,2,0,5
Write in,Secretary of State,,,Jasper,Marion 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 6,156,26,0,182
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 6,42,11,0,53
John Schick,Auditor of State,,L,Jasper,Marion 6,3,2,0,5
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 6,164,26,0,190
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 6,39,12,0,51
Jim Baird,U S House,4,R,Jasper,Marion 6,160,28,0,188
Tobi Beck,U S House,4,D,Jasper,Marion 6,42,11,0,53
Write in,US House,4,,Jasper,Marion 6,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 6,157,28,0,185
Christina L Zacny,State Representative ,16,D,Jasper,Marion 6,47,12,0,59
,Registered Voters,,,Jasper,Marion 7,,,,269
,Ballots Cast,,,Jasper,Marion 7,,,,126
Mike Braun,U.S. Senate,,R,Jasper,Marion 7,89,14,0,103
Joe Donnelly,U.S. Senate,,D,Jasper,Marion 7,29,8,0,37
Lucy M Brenton,U.S. Senate,,L,Jasper,Marion 7,5,1,0,6
Write in,U.S. Senate,,,Jasper,Marion 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Marion 7,92,14,0,106
Jim Harper,Secretary of State,,D,Jasper,Marion 7,28,7,0,3
Mark W. Rutherford,Secretary of State,,L,Jasper,Marion 7,3,2,0,5
