candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,Secretary of State,,,Jasper,Marion 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Marion 7,92,14,0,106
Joselyn Whitticker,Auditor of State,,D,Jasper,Marion 7,27,8,0,35
John Schick,Auditor of State,,L,Jasper,Marion 7,2,1,0,3
Kelly Mitchell,Treasurer of State,,R,Jasper,Marion 7,94,17,0,111
John C. Aguilera,Treasurer of State,,D,Jasper,Marion 7,26,6,0,32
Jim Baird,U S House,4,R,Jasper,Marion 7,94,15,0,109
Tobi Beck,U S House,4,D,Jasper,Marion 7,29,8,0,37
Write in,US House,4,,Jasper,Marion 7,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Marion 7,98,16,0,114
Christina L Zacny,State Representative ,16,D,Jasper,Marion 7,22,7,0,29
,Registered Voters,,,Jasper,Milroy,,,,170
,Ballots Cast,,,Jasper,Milroy,,,,96
Mike Braun,U.S. Senate,,R,Jasper,Milroy,66,15,0,81
Joe Donnelly,U.S. Senate,,D,Jasper,Milroy,21,2,0,23
Lucy M Brenton,U.S. Senate,,L,Jasper,Milroy,6,0,0,6
Write in,U.S. Senate,,,Jasper,Milroy,0,0,,0
Connie Lawson,Secretary of State,,R,Jasper,Milroy,72,14,0,84
Jim Harper,Secretary of State,,D,Jasper,Milroy,19,2,0,21
Mark W. Rutherford,Secretary of State,,L,Jasper,Milroy,3,1,0,4
Write in,Secretary of State,,,Jasper,Milroy,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Milroy,70,14,0,84
Joselyn Whitticker,Auditor of State,,D,Jasper,Milroy,20,3,0,23
John Schick,Auditor of State,,L,Jasper,Milroy,2,1,0,3
Kelly Mitchell,Treasurer of State,,R,Jasper,Milroy,73,15,0,88
John C. Aguilera,Treasurer of State,,D,Jasper,Milroy,20,2,0,22
Jim Baird,U S House,4,R,Jasper,Milroy,73,14,0,87
Tobi Beck,U S House,4,D,Jasper,Milroy,19,4,0,23
Write in,US House,4,,Jasper,Milroy,0,0,0,0
Sharon Negele,State Representative ,13,R ,Jasper,Milroy,74,15,0,89
Loretta Barnes,State Representative ,13,D,Jasper,Milroy,20,3,0,23
,Registered Voters,,,Jasper,Newton,,,,573
,Ballots Cast,,,Jasper,Newton,,,,264
Mike Braun,U.S. Senate,,R,Jasper,Newton,163,42,0,205
Joe Donnelly,U.S. Senate,,D,Jasper,Newton,82,27,0,109
Lucy M Brenton,U.S. Senate,,L,Jasper,Newton,15,0,0,15
Write in,U.S. Senate,,,Jasper,Newton,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Newton,187,48,0,235
Jim Harper,Secretary of State,,D,Jasper,Newton,64,21,0,85
Mark W. Rutherford,Secretary of State,,L,Jasper,Newton,9,0,0,9
Write in,Secretary of State,,,Jasper,Newton,0,0,,0
Tera Klutz,Auditor of State,,R,Jasper,Newton,178,44,0,222
Joselyn Whitticker,Auditor of State,,D,Jasper,Newton,69,24,0,93
John Schick,Auditor of State,,L,Jasper,Newton,9,1,0,10
Kelly Mitchell,Treasurer of State,,R,Jasper,Newton,193,42,0,235
John C. Aguilera,Treasurer of State,,D,Jasper,Newton,66,24,0,90
Jim Baird,U S House,4,R,Jasper,Newton,184,45,0,229
Tobi Beck,U S House,4,D,Jasper,Newton,76,23,0,99
Write in,US House,4,,Jasper,Newton,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Newton,193,48,0,241
Christina L Zacny,State Representative ,16,D,Jasper,Newton,67,22,0,89
,Registered Voters,,,Jasper,Union North,,,,606
,Ballots Cast,,,Jasper,Union North,,,,261
Mike Braun,U.S. Senate,,R,Jasper,Union North,173,21,0,194
Joe Donnelly,U.S. Senate,,D,Jasper,Union North,77,7,0,84
Lucy M Brenton,U.S. Senate,,L,Jasper,Union North,7,0,0,7
Write in,U.S. Senate,,,Jasper,Union North,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Union North,173,20,0,193
Jim Harper,Secretary of State,,D,Jasper,Union North,77,7,0,84
Mark W. Rutherford,Secretary of State,,L,Jasper,Union North,5,0,0,5
Write in,Secretary of State,,,Jasper,Union North,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Union North,179,20,0,199
Joselyn Whitticker,Auditor of State,,D,Jasper,Union North,70,7,0,77
John Schick,Auditor of State,,L,Jasper,Union North,6,0,0,6
Kelly Mitchell,Treasurer of State,,R,Jasper,Union North,181,20,0,201
John C. Aguilera,Treasurer of State,,D,Jasper,Union North,73,7,0,80
Jim Baird,U S House,4,R,Jasper,Union North,182,21,0,203
Tobi Beck,U S House,4,D,Jasper,Union North,72,6,0,78
Write in,US House,4,,Jasper,Union North,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Union North,185,21,0,206
Christina L Zacny,State Representative ,16,D,Jasper,Union North,72,5,0,77
,Registered Voters,,,Jasper,Union South,,,,338
,Ballots Cast,,,Jasper,Union South,,,,151
Mike Braun,U.S. Senate,,R,Jasper,Union South,105,19,0,124
Joe Donnelly,U.S. Senate,,D,Jasper,Union South,32,14,0,46
Lucy M Brenton,U.S. Senate,,L,Jasper,Union South,10,0,0,10
Write in,U.S. Senate,,,Jasper,Union South,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Union South,106,20,0,126
Jim Harper,Secretary of State,,D,Jasper,Union South,35,13,0,48
Mark W. Rutherford,Secretary of State,,L,Jasper,Union South,5,0,0,5
Write in,Secretary of State,,,Jasper,Union South,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Union South,106,20,0,126
Joselyn Whitticker,Auditor of State,,D,Jasper,Union South,36,13,0,49
John Schick,Auditor of State,,L,Jasper,Union South,4,0,0,4
Kelly Mitchell,Treasurer of State,,R,Jasper,Union South,111,20,0,131
John C. Aguilera,Treasurer of State,,D,Jasper,Union South,35,13,0,48
Jim Baird,U S House,4,R,Jasper,Union South,112,19,0,131
Tobi Beck,U S House,4,D,Jasper,Union South,34,14,0,48
Write in,US House,4,,Jasper,Union South,1,0,0,1
Douglas L Gutwein,State Representative ,16,R ,Jasper,Union South,114,19,0,133
Christina L Zacny,State Representative ,16,D,Jasper,Union South,35,13,0,48
,Registered Voters,,,Jasper,Walker East,,,,900
,Ballots Cast,,,Jasper,Walker East,,,,348
Mike Braun,U.S. Senate,,R,Jasper,Walker East,207,41,0,248
Joe Donnelly,U.S. Senate,,D,Jasper,Walker East,122,14,0,136
Lucy M Brenton,U.S. Senate,,L,Jasper,Walker East,10,1,0,11
Write in,U.S. Senate,,,Jasper,Walker East,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Walker East,203,38,0,241
Jim Harper,Secretary of State,,D,Jasper,Walker East,122,15,0,137
Mark W. Rutherford,Secretary of State,,L,Jasper,Walker East,12,3,0,15
Write in,Secretary of State,,,Jasper,Walker East,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Walker East,205,38,0,243
Joselyn Whitticker,Auditor of State,,D,Jasper,Walker East,117,16,0,133
John Schick,Auditor of State,,L,Jasper,Walker East,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Jasper,Walker East,214,41,0,255
John C. Aguilera,Treasurer of State,,D,Jasper,Walker East,117,14,0,131
Jim Baird,U S House,4,R,Jasper,Walker East,220,39,0,259
Tobi Beck,U S House,4,D,Jasper,Walker East,112,16,0,128
Write in,US House,4,,Jasper,Walker East,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Walker East,211,42,0,253
Christina L Zacny,State Representative ,16,D,Jasper,Walker East,124,14,0,138
,Registered Voters,,,Jasper,Walker West,,,,1608
,Ballots Cast,,,Jasper,Walker West,,,,642
Mike Braun,U.S. Senate,,R,Jasper,Walker West,413,111,0,524
Joe Donnelly,U.S. Senate,,D,Jasper,Walker West,210,69,0,279
Lucy M Brenton,U.S. Senate,,L,Jasper,Walker West,10,2,0,12
Write in,U.S. Senate,,,Jasper,Walker West,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Walker West,413,109,0,522
Jim Harper,Secretary of State,,D,Jasper,Walker West,201,68,0,269
Mark W. Rutherford,Secretary of State,,L,Jasper,Walker West,15,6,0,21
Write in,Secretary of State,,,Jasper,Walker West,1,0,0,1
Tera Klutz,Auditor of State,,R,Jasper,Walker West,408,105,0,513
Joselyn Whitticker,Auditor of State,,D,Jasper,Walker West,200,70,0,270
John Schick,Auditor of State,,L,Jasper,Walker West,16,5,0,21
Kelly Mitchell,Treasurer of State,,R,Jasper,Walker West,426,112,0,538
John C. Aguilera,Treasurer of State,,D,Jasper,Walker West,200,68,0,268
Jim Baird,U S House,4,R,Jasper,Walker West,426,111,0,537
Tobi Beck,U S House,4,D,Jasper,Walker West,199,71,0,270
Write in,US House,4,,Jasper,Walker West,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Walker West,431,109,0,540
Christina L Zacny,State Representative ,16,D,Jasper,Walker West,195,72,0,267
,Registered Voters,,,Jasper,Wheatfield East,,,,838
,Ballots Cast,,,Jasper,Wheatfield East,,,,344
Mike Braun,U.S. Senate,,R,Jasper,Wheatfield East,181,22,0,203
Joe Donnelly,U.S. Senate,,D,Jasper,Wheatfield East,137,21,0,158
Lucy M Brenton,U.S. Senate,,L,Jasper,Wheatfield East,13,0,0,13
Write in,U.S. Senate,,,Jasper,Wheatfield East,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Wheatfield East,183,22,0,205
Jim Harper,Secretary of State,,D,Jasper,Wheatfield East,137,21,0,158
Mark W. Rutherford,Secretary of State,,L,Jasper,Wheatfield East,12,0,0,12
Write in,Secretary of State,,,Jasper,Wheatfield East,1,0,0,1
Tera Klutz,Auditor of State,,R,Jasper,Wheatfield East,185,23,0,208
Joselyn Whitticker,Auditor of State,,D,Jasper,Wheatfield East,137,20,0,157
John Schick,Auditor of State,,L,Jasper,Wheatfield East,9,0,0,9
Kelly Mitchell,Treasurer of State,,R,Jasper,Wheatfield East,193,23,0,216
John C. Aguilera,Treasurer of State,,D,Jasper,Wheatfield East,137,20,0,157
Jim Baird,U S House,4,R,Jasper,Wheatfield East,192,22,0,214
Tobi Beck,U S House,4,D,Jasper,Wheatfield East,139,21,0,160
Write in,US House,4,,Jasper,Wheatfield East,1,0,0,1
Douglas L Gutwein,State Representative ,16,R ,Jasper,Wheatfield East,197,24,0,221
Christina L Zacny,State Representative ,16,D,Jasper,Wheatfield East,135,19,0,154
,Registered Voters,,,Jasper,Wheatfield West 1,,,,714
,Ballots Cast,,,Jasper,Wheatfield West 1,,,,248
Mike Braun,U.S. Senate,,R,Jasper,Wheatfield West 1,168,18,0,186
Joe Donnelly,U.S. Senate,,D,Jasper,Wheatfield West 1,75,22,0,97
Lucy M Brenton,U.S. Senate,,L,Jasper,Wheatfield West 1,3,3,0,6
Write in,U.S. Senate,,,Jasper,Wheatfield West 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Wheatfield West 1,173,17,0,190
Jim Harper,Secretary of State,,D,Jasper,Wheatfield West 1,63,21,0,84
Mark W. Rutherford,Secretary of State,,L,Jasper,Wheatfield West 1,9,2,0,11
Write in,Secretary of State,,,Jasper,Wheatfield West 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Wheatfield West 1,177,18,0,195
Joselyn Whitticker,Auditor of State,,D,Jasper,Wheatfield West 1,58,20,0,78
John Schick,Auditor of State,,L,Jasper,Wheatfield West 1,9,3,0,12
Kelly Mitchell,Treasurer of State,,R,Jasper,Wheatfield West 1,178,19,0,197
John C. Aguilera,Treasurer of State,,D,Jasper,Wheatfield West 1,64,23,0,87
Jim Baird,U S House,4,R,Jasper,Wheatfield West 1,181,19,0,200
Tobi Beck,U S House,4,D,Jasper,Wheatfield West 1,64,24,0,88
Write in,US House,4,,Jasper,Wheatfield West 1,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Wheatfield West 1,179,17,0,196
Christina L Zacny,State Representative ,16,D,Jasper,Wheatfield West 1,67,23,0,90
,Registered Voters,,,Jasper,Wheatfield West 2,,,,1413
,Ballots Cast,,,Jasper,Wheatfield West 2,,,,548
Mike Braun,U.S. Senate,,R,Jasper,Wheatfield West 2,338,80,0,418
Joe Donnelly,U.S. Senate,,D,Jasper,Wheatfield West 2,190,43,0,233
Lucy M Brenton,U.S. Senate,,L,Jasper,Wheatfield West 2,17,1,0,18
Write in,U.S. Senate,,,Jasper,Wheatfield West 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Jasper,Wheatfield West 2,347,86,0,433
Jim Harper,Secretary of State,,D,Jasper,Wheatfield West 2,184,36,0,220
Mark W. Rutherford,Secretary of State,,L,Jasper,Wheatfield West 2,12,2,0,14
Write in,Secretary of State,,,Jasper,Wheatfield West 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Jasper,Wheatfield West 2,349,86,0,435
Joselyn Whitticker,Auditor of State,,D,Jasper,Wheatfield West 2,176,35,0,211
John Schick,Auditor of State,,L,Jasper,Wheatfield West 2,14,2,0,16
Kelly Mitchell,Treasurer of State,,R,Jasper,Wheatfield West 2,363,90,0,453
John C. Aguilera,Treasurer of State,,D,Jasper,Wheatfield West 2,176,33,0,209
Jim Baird,U S House,4,R,Jasper,Wheatfield West 2,361,85,0,446
Tobi Beck,U S House,4,D,Jasper,Wheatfield West 2,183,37,0,220
Write in,US House,4,,Jasper,Wheatfield West 2,0,0,0,0
Douglas L Gutwein,State Representative ,16,R ,Jasper,Wheatfield West 2,361,90,0,451
Christina L Zacny,State Representative ,16,D,Jasper,Wheatfield West 2,179,34,0,213
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
