candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,Secretary of State,,,Shelby,1ST SOUTH,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,1ST SOUTH,123,56,0,179
Joselyn Whitticker,Auditor of State,,D,Shelby,1ST SOUTH,60,20,0,80
John Schick,Auditor of State,,L,Shelby,1ST SOUTH,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Shelby,1ST SOUTH,133,56,0,189
John C. Aguilera,Treasurer of State,,D,Shelby,1ST SOUTH,59,20,0,79
Greg Pence,U S House,6,R,Shelby,1ST SOUTH,127,53,0,180
Jeannine Lee Lake,U S House,6,D,Shelby,1ST SOUTH,58,23,0,81
Tom Ferkinhogg,U S House,6,L,Shelby,1ST SOUTH,9,1,0,10
Write in,U S House,6,,Shelby,1ST SOUTH,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,1ST SOUTH,153,62,0,215
,Registered Voters,,,Shelby,1ST WEST,,,,1070
,Ballots Cast,,,Shelby,1ST WEST,,,,275
Mike Braun,U.S. Senate,,R,Shelby,1ST WEST,150,77,0,227
Joe Donnelly,U.S. Senate,,D,Shelby,1ST WEST,101,49,0,150
Lucy M Brenton,U.S. Senate,,L,Shelby,1ST WEST,22,4,0,26
Write in,U.S. Senate,,,Shelby,1ST WEST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,1ST WEST,177,86,0,263
Jim Harper,Secretary of State,,D,Shelby,1ST WEST,77,42,0,119
Mark W. Rutherford,Secretary of State,,L,Shelby,1ST WEST,14,2,0,16
Write in,Secretary of State,,,Shelby,1ST WEST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,1ST WEST,168,84,0,252
Joselyn Whitticker,Auditor of State,,D,Shelby,1ST WEST,82,43,0,125
John Schick,Auditor of State,,L,Shelby,1ST WEST,17,2,0,19
Kelly Mitchell,Treasurer of State,,R,Shelby,1ST WEST,176,88,0,264
John C. Aguilera,Treasurer of State,,D,Shelby,1ST WEST,89,39,0,128
Greg Pence,U S House,6,R,Shelby,1ST WEST,166,84,0,250
Jeannine Lee Lake,U S House,6,D,Shelby,1ST WEST,97,45,0,142
Tom Ferkinhogg,U S House,6,L,Shelby,1ST WEST,10,1,0,11
Write in,U S House,6,,Shelby,1ST WEST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,1ST WEST,221,94,0,315
,Registered Voters,,,Shelby,2ND EAST,,,,452
,Ballots Cast,,,Shelby,2ND EAST,,,,153
Mike Braun,U.S. Senate,,R,Shelby,2ND EAST,97,29,0,126
Joe Donnelly,U.S. Senate,,D,Shelby,2ND EAST,47,27,0,74
Lucy M Brenton,U.S. Senate,,L,Shelby,2ND EAST,8,4,0,12
Write in,U.S. Senate,,,Shelby,2ND EAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,2ND EAST,105,35,0,140
Jim Harper,Secretary of State,,D,Shelby,2ND EAST,43,21,0,64
Mark W. Rutherford,Secretary of State,,L,Shelby,2ND EAST,3,3,0,6
Write in,Secretary of State,,,Shelby,2ND EAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,2ND EAST,101,33,0,134
Joselyn Whitticker,Auditor of State,,D,Shelby,2ND EAST,47,23,0,70
John Schick,Auditor of State,,L,Shelby,2ND EAST,3,2,0,5
Kelly Mitchell,Treasurer of State,,R,Shelby,2ND EAST,108,35,0,143
John C. Aguilera,Treasurer of State,,D,Shelby,2ND EAST,42,23,0,65
Greg Pence,U S House,6,R,Shelby,2ND EAST,105,32,0,137
Jeannine Lee Lake,U S House,6,D,Shelby,2ND EAST,45,24,0,69
Tom Ferkinhogg,U S House,6,L,Shelby,2ND EAST,1,2,0,3
Write in,U S House,6,,Shelby,2ND EAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,2ND EAST,124,40,0,164
,Registered Voters,,,Shelby,2ND SOUTH,,,,406
,Ballots Cast,,,Shelby,2ND SOUTH,,,,116
Mike Braun,U.S. Senate,,R,Shelby,2ND SOUTH,72,12,0,84
Joe Donnelly,U.S. Senate,,D,Shelby,2ND SOUTH,36,17,0,53
Lucy M Brenton,U.S. Senate,,L,Shelby,2ND SOUTH,6,0,0,6
Write in,U.S. Senate,,,Shelby,2ND SOUTH,1,0,0,1
Connie Lawson,Secretary of State,,R,Shelby,2ND SOUTH,83,14,0,97
Jim Harper,Secretary of State,,D,Shelby,2ND SOUTH,28,13,0,41
Mark W. Rutherford,Secretary of State,,L,Shelby,2ND SOUTH,4,0,0,4
Write in,Secretary of State,,,Shelby,2ND SOUTH,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,2ND SOUTH,81,12,0,93
Joselyn Whitticker,Auditor of State,,D,Shelby,2ND SOUTH,31,15,0,46
John Schick,Auditor of State,,L,Shelby,2ND SOUTH,3,0,0,3
Kelly Mitchell,Treasurer of State,,R,Shelby,2ND SOUTH,85,15,0,100
John C. Aguilera,Treasurer of State,,D,Shelby,2ND SOUTH,30,12,0,42
Greg Pence,U S House,6,R,Shelby,2ND SOUTH,80,15,0,95
Jeannine Lee Lake,U S House,6,D,Shelby,2ND SOUTH,34,13,0,47
Tom Ferkinhogg,U S House,6,L,Shelby,2ND SOUTH,0,0,0,0
Write in,U S House,6,,Shelby,2ND SOUTH,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,2ND SOUTH,91,17,0,108
,Registered Voters,,,Shelby,2ND SOUTHEAST,,,,601
,Ballots Cast,,,Shelby,2ND SOUTHEAST,,,,167
Mike Braun,U.S. Senate,,R,Shelby,2ND SOUTHEAST,93,43,0,136
Joe Donnelly,U.S. Senate,,D,Shelby,2ND SOUTHEAST,58,30,0,88
Lucy M Brenton,U.S. Senate,,L,Shelby,2ND SOUTHEAST,12,1,0,13
Write in,U.S. Senate,,,Shelby,2ND SOUTHEAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,2ND SOUTHEAST,100,46,0,146
Jim Harper,Secretary of State,,D,Shelby,2ND SOUTHEAST,57,31,0,88
Mark W. Rutherford,Secretary of State,,L,Shelby,2ND SOUTHEAST,7,0,0,7
Write in,Secretary of State,,,Shelby,2ND SOUTHEAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,2ND SOUTHEAST,104,48,0,152
Joselyn Whitticker,Auditor of State,,D,Shelby,2ND SOUTHEAST,53,28,0,81
John Schick,Auditor of State,,L,Shelby,2ND SOUTHEAST,7,0,0,7
Kelly Mitchell,Treasurer of State,,R,Shelby,2ND SOUTHEAST,108,47,0,155
John C. Aguilera,Treasurer of State,,D,Shelby,2ND SOUTHEAST,54,28,0,82
Greg Pence,U S House,6,R,Shelby,2ND SOUTHEAST,103,46,0,149
Jeannine Lee Lake,U S House,6,D,Shelby,2ND SOUTHEAST,56,29,0,85
Tom Ferkinhogg,U S House,6,L,Shelby,2ND SOUTHEAST,7,1,0,8
Write in,U S House,6,,Shelby,2ND SOUTHEAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,2ND SOUTHEAST,125,54,0,179
,Registered Voters,,,Shelby,2ND WEST,,,,543
,Ballots Cast,,,Shelby,2ND WEST,,,,138
Mike Braun,U.S. Senate,,R,Shelby,2ND WEST,78,26,0,104
Joe Donnelly,U.S. Senate,,D,Shelby,2ND WEST,50,34,0,84
Lucy M Brenton,U.S. Senate,,L,Shelby,2ND WEST,9,1,0,10
Write in,U.S. Senate,,,Shelby,2ND WEST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,2ND WEST,87,30,0,117
Jim Harper,Secretary of State,,D,Shelby,2ND WEST,41,29,0,70
Mark W. Rutherford,Secretary of State,,L,Shelby,2ND WEST,5,2,0,7
Write in,Secretary of State,,,Shelby,2ND WEST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,2ND WEST,81,29,0,110
Joselyn Whitticker,Auditor of State,,D,Shelby,2ND WEST,42,32,0,74
John Schick,Auditor of State,,L,Shelby,2ND WEST,9,0,0,9
Kelly Mitchell,Treasurer of State,,R,Shelby,2ND WEST,94,32,0,126
John C. Aguilera,Treasurer of State,,D,Shelby,2ND WEST,38,29,0,67
Greg Pence,U S House,6,R,Shelby,2ND WEST,87,27,0,114
Jeannine Lee Lake,U S House,6,D,Shelby,2ND WEST,47,33,0,80
Tom Ferkinhogg,U S House,6,L,Shelby,2ND WEST,3,1,0,4
Write in,U S House,6,,Shelby,2ND WEST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,2ND WEST,114,45,0,159
,Registered Voters,,,Shelby,3RD EAST,,,,828
,Ballots Cast,,,Shelby,3RD EAST,,,,301
Mike Braun,U.S. Senate,,R,Shelby,3RD EAST,177,85,0,262
Joe Donnelly,U.S. Senate,,D,Shelby,3RD EAST,101,65,0,166
Lucy M Brenton,U.S. Senate,,L,Shelby,3RD EAST,22,5,0,27
Write in,U.S. Senate,,,Shelby,3RD EAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,3RD EAST,206,91,0,297
Jim Harper,Secretary of State,,D,Shelby,3RD EAST,79,59,0,138
Mark W. Rutherford,Secretary of State,,L,Shelby,3RD EAST,10,3,0,13
Write in,Secretary of State,,,Shelby,3RD EAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,3RD EAST,197,92,0,289
Joselyn Whitticker,Auditor of State,,D,Shelby,3RD EAST,85,58,0,143
John Schick,Auditor of State,,L,Shelby,3RD EAST,11,1,0,12
Kelly Mitchell,Treasurer of State,,R,Shelby,3RD EAST,212,91,0,303
John C. Aguilera,Treasurer of State,,D,Shelby,3RD EAST,81,58,0,139
Greg Pence,U S House,6,R,Shelby,3RD EAST,180,90,0,270
Jeannine Lee Lake,U S House,6,D,Shelby,3RD EAST,106,59,0,165
Tom Ferkinhogg,U S House,6,L,Shelby,3RD EAST,10,6,0,16
Write in,U S House,6,,Shelby,3RD EAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,3RD EAST,241,119,0,360
,Registered Voters,,,Shelby,3RD NORTHEAST,,,,536
,Ballots Cast,,,Shelby,3RD NORTHEAST,,,,182
Mike Braun,U.S. Senate,,R,Shelby,3RD NORTHEAST,110,59,0,169
Joe Donnelly,U.S. Senate,,D,Shelby,3RD NORTHEAST,62,39,0,101
Lucy M Brenton,U.S. Senate,,L,Shelby,3RD NORTHEAST,10,2,0,12
Write in,U.S. Senate,,,Shelby,3RD NORTHEAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,3RD NORTHEAST,134,66,0,200
Jim Harper,Secretary of State,,D,Shelby,3RD NORTHEAST,36,35,0,71
Mark W. Rutherford,Secretary of State,,L,Shelby,3RD NORTHEAST,7,0,0,7
Write in,Secretary of State,,,Shelby,3RD NORTHEAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,3RD NORTHEAST,123,63,0,186
Joselyn Whitticker,Auditor of State,,D,Shelby,3RD NORTHEAST,47,36,0,83
John Schick,Auditor of State,,L,Shelby,3RD NORTHEAST,7,1,0,8
Kelly Mitchell,Treasurer of State,,R,Shelby,3RD NORTHEAST,132,65,0,197
John C. Aguilera,Treasurer of State,,D,Shelby,3RD NORTHEAST,46,35,0,81
Greg Pence,U S House,6,R,Shelby,3RD NORTHEAST,122,58,0,180
Jeannine Lee Lake,U S House,6,D,Shelby,3RD NORTHEAST,53,37,0,90
Tom Ferkinhogg,U S House,6,L,Shelby,3RD NORTHEAST,6,2,0,8
Write in,U S House,6,,Shelby,3RD NORTHEAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,3RD NORTHEAST,154,74,0,228
,Registered Voters,,,Shelby,3RD SOUTH,,,,12
,Ballots Cast,,,Shelby,3RD SOUTH,,,,7
Mike Braun,U.S. Senate,,R,Shelby,3RD SOUTH,5,3,0,8
Joe Donnelly,U.S. Senate,,D,Shelby,3RD SOUTH,0,0,0,0
Lucy M Brenton,U.S. Senate,,L,Shelby,3RD SOUTH,2,1,0,3
Write in,U.S. Senate,,,Shelby,3RD SOUTH,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,3RD SOUTH,6,3,0,9
Jim Harper,Secretary of State,,D,Shelby,3RD SOUTH,0,1,0,1
Mark W. Rutherford,Secretary of State,,L,Shelby,3RD SOUTH,0,0,0,0
Write in,Secretary of State,,,Shelby,3RD SOUTH,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,3RD SOUTH,6,2,0,8
Joselyn Whitticker,Auditor of State,,D,Shelby,3RD SOUTH,0,1,0,1
John Schick,Auditor of State,,L,Shelby,3RD SOUTH,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Shelby,3RD SOUTH,6,3,0,9
John C. Aguilera,Treasurer of State,,D,Shelby,3RD SOUTH,0,1,0,1
Greg Pence,U S House,6,R,Shelby,3RD SOUTH,6,2,0,8
Jeannine Lee Lake,U S House,6,D,Shelby,3RD SOUTH,1,2,0,3
Tom Ferkinhogg,U S House,6,L,Shelby,3RD SOUTH,0,0,0,0
Write in,U S House,6,,Shelby,3RD SOUTH,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,3RD SOUTH,3,4,0,7
,Registered Voters,,,Shelby,3RD SOUTHEAST,,,,58
,Ballots Cast,,,Shelby,3RD SOUTHEAST,,,,28
Mike Braun,U.S. Senate,,R,Shelby,3RD SOUTHEAST,20,10,0,30
Joe Donnelly,U.S. Senate,,D,Shelby,3RD SOUTHEAST,8,3,0,11
Lucy M Brenton,U.S. Senate,,L,Shelby,3RD SOUTHEAST,0,1,0,1
Write in,U.S. Senate,,,Shelby,3RD SOUTHEAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,3RD SOUTHEAST,21,11,0,32
Jim Harper,Secretary of State,,D,Shelby,3RD SOUTHEAST,5,2,0,7
Mark W. Rutherford,Secretary of State,,L,Shelby,3RD SOUTHEAST,0,1,0,1
Write in,Secretary of State,,,Shelby,3RD SOUTHEAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,3RD SOUTHEAST,22,11,0,33
Joselyn Whitticker,Auditor of State,,D,Shelby,3RD SOUTHEAST,4,2,0,6
John Schick,Auditor of State,,L,Shelby,3RD SOUTHEAST,0,1,0,1
Kelly Mitchell,Treasurer of State,,R,Shelby,3RD SOUTHEAST,23,11,0,34
John C. Aguilera,Treasurer of State,,D,Shelby,3RD SOUTHEAST,3,3,0,6
Greg Pence,U S House,6,R,Shelby,3RD SOUTHEAST,23,9,0,32
Jeannine Lee Lake,U S House,6,D,Shelby,3RD SOUTHEAST,4,5,0,9
Tom Ferkinhogg,U S House,6,L,Shelby,3RD SOUTHEAST,1,0,0,1
Write in,U S House,6,,Shelby,3RD SOUTHEAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,3RD SOUTHEAST,25,12,0,37
,Registered Voters,,,Shelby,3RD WEST,,,,906
,Ballots Cast,,,Shelby,3RD WEST,,,,312
Mike Braun,U.S. Senate,,R,Shelby,3RD WEST,196,95,0,291
Joe Donnelly,U.S. Senate,,D,Shelby,3RD WEST,98,56,0,154
Lucy M Brenton,U.S. Senate,,L,Shelby,3RD WEST,15,3,0,18
Write in,U.S. Senate,,,Shelby,3RD WEST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,3RD WEST,216,107,0,323
Jim Harper,Secretary of State,,D,Shelby,3RD WEST,84,41,0,125
Mark W. Rutherford,Secretary of State,,L,Shelby,3RD WEST,4,3,0,7
Write in,Secretary of State,,,Shelby,3RD WEST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,3RD WEST,213,100,0,313
Joselyn Whitticker,Auditor of State,,D,Shelby,3RD WEST,84,49,0,133
John Schick,Auditor of State,,L,Shelby,3RD WEST,4,1,0,5
Kelly Mitchell,Treasurer of State,,R,Shelby,3RD WEST,222,104,0,326
John C. Aguilera,Treasurer of State,,D,Shelby,3RD WEST,78,45,0,123
Greg Pence,U S House,6,R,Shelby,3RD WEST,205,102,0,307
Jeannine Lee Lake,U S House,6,D,Shelby,3RD WEST,99,49,0,148
Tom Ferkinhogg,U S House,6,L,Shelby,3RD WEST,1,2,0,3
Write in,U S House,6,,Shelby,3RD WEST,1,0,0,1
Sean R Eberhart,State Repsentative ,57,R,Shelby,3RD WEST,254,117,0,371
,Registered Voters,,,Shelby,4TH EAST,,,,1640
,Ballots Cast,,,Shelby,4TH EAST,,,,549
Mike Braun,U.S. Senate,,R,Shelby,4TH EAST,295,163,0,458
Joe Donnelly,U.S. Senate,,D,Shelby,4TH EAST,208,109,0,317
Lucy M Brenton,U.S. Senate,,L,Shelby,4TH EAST,38,12,0,50
Write in,U.S. Senate,,,Shelby,4TH EAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,4TH EAST,351,183,0,534
Jim Harper,Secretary of State,,D,Shelby,4TH EAST,164,96,0,260
Mark W. Rutherford,Secretary of State,,L,Shelby,4TH EAST,17,4,0,21
Write in,Secretary of State,,,Shelby,4TH EAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,4TH EAST,338,178,0,516
Joselyn Whitticker,Auditor of State,,D,Shelby,4TH EAST,174,96,0,270
John Schick,Auditor of State,,L,Shelby,4TH EAST,16,5,0,21
Kelly Mitchell,Treasurer of State,,R,Shelby,4TH EAST,363,188,0,551
John C. Aguilera,Treasurer of State,,D,Shelby,4TH EAST,166,91,0,257
Greg Pence,U S House,6,R,Shelby,4TH EAST,330,179,0,509
Jeannine Lee Lake,U S House,6,D,Shelby,4TH EAST,198,104,0,302
Tom Ferkinhogg,U S House,6,L,Shelby,4TH EAST,8,4,0,12
Write in,U S House,6,,Shelby,4TH EAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,4TH EAST,428,219,0,647
,Registered Voters,,,Shelby,4TH NORTH,,,,479
,Ballots Cast,,,Shelby,4TH NORTH,,,,120
Mike Braun,U.S. Senate,,R,Shelby,4TH NORTH,65,19,0,84
Joe Donnelly,U.S. Senate,,D,Shelby,4TH NORTH,45,26,0,71
Lucy M Brenton,U.S. Senate,,L,Shelby,4TH NORTH,8,4,0,12
Write in,U.S. Senate,,,Shelby,4TH NORTH,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,4TH NORTH,71,24,0,95
Jim Harper,Secretary of State,,D,Shelby,4TH NORTH,42,24,0,66
Mark W. Rutherford,Secretary of State,,L,Shelby,4TH NORTH,5,0,0,5
Write in,Secretary of State,,,Shelby,4TH NORTH,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,4TH NORTH,67,22,0,89
Joselyn Whitticker,Auditor of State,,D,Shelby,4TH NORTH,43,26,0,69
John Schick,Auditor of State,,L,Shelby,4TH NORTH,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Shelby,4TH NORTH,72,24,0,96
John C. Aguilera,Treasurer of State,,D,Shelby,4TH NORTH,46,24,0,70
Greg Pence,U S House,6,R,Shelby,4TH NORTH,67,21,0,88
Jeannine Lee Lake,U S House,6,D,Shelby,4TH NORTH,44,28,0,72
Tom Ferkinhogg,U S House,6,L,Shelby,4TH NORTH,7,0,0,7
Write in,U S House,6,,Shelby,4TH NORTH,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,4TH NORTH,89,30,0,119
,Registered Voters,,,Shelby,4TH NORTHEAST,,,,313
,Ballots Cast,,,Shelby,4TH NORTHEAST,,,,81
Mike Braun,U.S. Senate,,R,Shelby,4TH NORTHEAST,52,18,0,70
Joe Donnelly,U.S. Senate,,D,Shelby,4TH NORTHEAST,20,8,0,28
Lucy M Brenton,U.S. Senate,,L,Shelby,4TH NORTHEAST,9,1,0,10
Write in,U.S. Senate,,,Shelby,4TH NORTHEAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,4TH NORTHEAST,52,19,0,71
Jim Harper,Secretary of State,,D,Shelby,4TH NORTHEAST,23,7,0,30
Mark W. Rutherford,Secretary of State,,L,Shelby,4TH NORTHEAST,4,1,0,5
Write in,Secretary of State,,,Shelby,4TH NORTHEAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,4TH NORTHEAST,54,18,0,72
Joselyn Whitticker,Auditor of State,,D,Shelby,4TH NORTHEAST,23,8,0,31
John Schick,Auditor of State,,L,Shelby,4TH NORTHEAST,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Shelby,4TH NORTHEAST,56,20,0,76
John C. Aguilera,Treasurer of State,,D,Shelby,4TH NORTHEAST,24,7,0,31
Greg Pence,U S House,6,R,Shelby,4TH NORTHEAST,53,19,0,72
Jeannine Lee Lake,U S House,6,D,Shelby,4TH NORTHEAST,26,7,0,33
Tom Ferkinhogg,U S House,6,L,Shelby,4TH NORTHEAST,2,1,0,3
Write in,U S House,6,,Shelby,4TH NORTHEAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,4TH NORTHEAST,65,21,0,86
,Registered Voters,,,Shelby,5TH EAST,,,,553
,Ballots Cast,,,Shelby,5TH EAST,,,,185
Mike Braun,U.S. Senate,,R,Shelby,5TH EAST,107,47,0,154
Joe Donnelly,U.S. Senate,,D,Shelby,5TH EAST,62,22,0,84
Lucy M Brenton,U.S. Senate,,L,Shelby,5TH EAST,13,6,0,19
Write in,U.S. Senate,,,Shelby,5TH EAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,5TH EAST,118,58,0,176
Jim Harper,Secretary of State,,D,Shelby,5TH EAST,62,18,0,80
Mark W. Rutherford,Secretary of State,,L,Shelby,5TH EAST,1,1,0,2
Write in,Secretary of State,,,Shelby,5TH EAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,5TH EAST,113,57,0,170
Joselyn Whitticker,Auditor of State,,D,Shelby,5TH EAST,60,20,0,80
John Schick,Auditor of State,,L,Shelby,5TH EAST,7,0,0,7
Kelly Mitchell,Treasurer of State,,R,Shelby,5TH EAST,119,58,0,177
John C. Aguilera,Treasurer of State,,D,Shelby,5TH EAST,61,19,0,80
Greg Pence,U S House,6,R,Shelby,5TH EAST,110,55,0,165
Jeannine Lee Lake,U S House,6,D,Shelby,5TH EAST,67,22,0,89
Tom Ferkinhogg,U S House,6,L,Shelby,5TH EAST,4,0,0,4
Write in,U S House,6,,Shelby,5TH EAST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,5TH EAST,150,60,0,210
,Registered Voters,,,Shelby,5TH NORTHWEST,,,,194
,Ballots Cast,,,Shelby,5TH NORTHWEST,,,,33
Mike Braun,U.S. Senate,,R,Shelby,5TH NORTHWEST,18,13,0,31
Joe Donnelly,U.S. Senate,,D,Shelby,5TH NORTHWEST,14,9,0,23
Lucy M Brenton,U.S. Senate,,L,Shelby,5TH NORTHWEST,1,0,0,1
Write in,U.S. Senate,,,Shelby,5TH NORTHWEST,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,5TH NORTHWEST,19,14,0,33
Jim Harper,Secretary of State,,D,Shelby,5TH NORTHWEST,12,7,0,19
Mark W. Rutherford,Secretary of State,,L,Shelby,5TH NORTHWEST,2,0,0,2
Write in,Secretary of State,,,Shelby,5TH NORTHWEST,0,0,0,0
Tera Klutz,Auditor of State,,R,Shelby,5TH NORTHWEST,17,13,0,30
Joselyn Whitticker,Auditor of State,,D,Shelby,5TH NORTHWEST,14,7,0,21
John Schick,Auditor of State,,L,Shelby,5TH NORTHWEST,2,1,0,3
Kelly Mitchell,Treasurer of State,,R,Shelby,5TH NORTHWEST,18,13,0,31
John C. Aguilera,Treasurer of State,,D,Shelby,5TH NORTHWEST,14,8,0,22
Greg Pence,U S House,6,R,Shelby,5TH NORTHWEST,16,13,0,29
Jeannine Lee Lake,U S House,6,D,Shelby,5TH NORTHWEST,14,9,0,23
Tom Ferkinhogg,U S House,6,L,Shelby,5TH NORTHWEST,2,0,0,2
Write in,U S House,6,,Shelby,5TH NORTHWEST,0,0,0,0
Sean R Eberhart,State Repsentative ,57,R,Shelby,5TH NORTHWEST,20,15,0,35
,Registered Voters,,,Shelby,5TH SOUTH,,,,1458
,Ballots Cast,,,Shelby,5TH SOUTH,,,,394
Mike Braun,U.S. Senate,,R,Shelby,5TH SOUTH,228,69,0,297
Joe Donnelly,U.S. Senate,,D,Shelby,5TH SOUTH,126,57,0,183
Lucy M Brenton,U.S. Senate,,L,Shelby,5TH SOUTH,35,4,0,39
Write in,U.S. Senate,,,Shelby,5TH SOUTH,0,0,0,0
Connie Lawson,Secretary of State,,R,Shelby,5TH SOUTH,259,75,0,334
Jim Harper,Secretary of State,,D,Shelby,5TH SOUTH,112,51,0,163
Mark W. Rutherford,Secretary of State,,L,Shelby,5TH SOUTH,16,3,0,19
Write in,Secretary of State,,,Shelby,5TH SOUTH,1,0,0,1
Tera Klutz,Auditor of State,,R,Shelby,5TH SOUTH,257,72,0,329
Joselyn Whitticker,Auditor of State,,D,Shelby,5TH SOUTH,114,55,0,169
John Schick,Auditor of State,,L,Shelby,5TH SOUTH,16,1,0,17
Kelly Mitchell,Treasurer of State,,R,Shelby,5TH SOUTH,274,75,0,349
John C. Aguilera,Treasurer of State,,D,Shelby,5TH SOUTH,112,55,0,167
Greg Pence,U S House,6,R,Shelby,5TH SOUTH,254,70,0,324
Jeannine Lee Lake,U S House,6,D,Shelby,5TH SOUTH,121,57,0,178
Tom Ferkinhogg,U S House,6,L,Shelby,5TH SOUTH,15,2,0,17
Write in,U S House,6,,Shelby,5TH SOUTH,0,0,0,0
