candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
George William Wolfe ,Secretary of State,,W,Monroe,Perry 012,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 012,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 012,277,0,184,461
Tera Klutz,Auditor of State,,R,Monroe,Perry 012,104,0,102,206
John Schick,Auditor of State,,L,Monroe,Perry 012,9,0,22,31
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 012,274,0,186,460
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 012,112,0,118,230
Liz Watson,U.S. House,9,D,Monroe,Perry 012,308,0,216,524
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 012,94,0,97,191
George William Wolfe ,US House,9,W,Monroe,Perry 012,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 012,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 012,291,0,207,498
Jeff Ellington,State Representative,62,R,Monroe,Perry 012,109,0,105,214
,Ballots Cast,,,Monroe,Perry 013,,,,595
,Straight Party,,D,Monroe,Perry 013,97,0,60,157
,Straight Party,,R,Monroe,Perry 013,42,0,32,74
,Straight Party,,L,Monroe,Perry 013,0,0,3,3
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 013,240,0,165,405
Mike Braun,U.S. Senate,,R,Monroe,Perry 013,76,0,71,147
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 013,10,0,25,35
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 013,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 013,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 013,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 013,222,0,144,366
Connie Lawson,Secretary of State,,R,Monroe,Perry 013,97,0,91,188
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 013,6,0,19,25
George William Wolfe ,Secretary of State,,W,Monroe,Perry 013,0,0,2,2
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 013,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 013,220,0,140,360
Tera Klutz,Auditor of State,,R,Monroe,Perry 013,94,0,95,189
John Schick,Auditor of State,,L,Monroe,Perry 013,10,0,19,29
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 013,228,0,151,379
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 013,95,0,101,196
Liz Watson,U.S. House,9,D,Monroe,Perry 013,246,0,178,424
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 013,78,0,81,159
George William Wolfe ,US House,9,W,Monroe,Perry 013,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 013,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 013,238,0,165,403
Jeff Ellington,State Representative,62,R,Monroe,Perry 013,87,0,91,178
,Ballots Cast,,,Monroe,Perry 014,,,,689
,Straight Party,,D,Monroe,Perry 014,115,0,87,202
,Straight Party,,R,Monroe,Perry 014,14,0,25,39
,Straight Party,,L,Monroe,Perry 014,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 014,280,0,280,560
Mike Braun,U.S. Senate,,R,Monroe,Perry 014,31,0,79,110
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 014,7,0,8,15
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 014,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 014,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 014,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 014,264,0,257,521
Connie Lawson,Secretary of State,,R,Monroe,Perry 014,43,0,98,141
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 014,5,0,10,15
George William Wolfe ,Secretary of State,,W,Monroe,Perry 014,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 014,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 014,259,0,247,506
Tera Klutz,Auditor of State,,R,Monroe,Perry 014,50,0,104,154
John Schick,Auditor of State,,L,Monroe,Perry 014,4,0,11,15
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 014,262,0,257,519
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 014,49,0,105,154
Liz Watson,U.S. House,9,D,Monroe,Perry 014,281,0,285,566
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 014,37,0,81,118
George William Wolfe ,US House,9,W,Monroe,Perry 014,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 014,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 014,286,0,308,594
,Ballots Cast,,,Monroe,Perry 015,,,,527
,Straight Party,,D,Monroe,Perry 015,137,0,38,175
,Straight Party,,R,Monroe,Perry 015,12,0,9,21
,Straight Party,,L,Monroe,Perry 015,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 015,325,0,150,475
Mike Braun,U.S. Senate,,R,Monroe,Perry 015,18,0,23,41
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 015,3,0,5,8
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 015,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 015,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 015,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 015,321,0,143,464
Connie Lawson,Secretary of State,,R,Monroe,Perry 015,23,0,28,51
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 015,1,0,6,7
George William Wolfe ,Secretary of State,,W,Monroe,Perry 015,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 015,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 015,319,0,135,454
Tera Klutz,Auditor of State,,R,Monroe,Perry 015,21,0,33,54
John Schick,Auditor of State,,L,Monroe,Perry 015,1,0,4,5
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 015,318,0,134,452
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 015,25,0,38,63
Liz Watson,U.S. House,9,D,Monroe,Perry 015,325,0,147,472
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 015,23,0,30,53
George William Wolfe ,US House,9,W,Monroe,Perry 015,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 015,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 015,322,0,156,478
,Ballots Cast,,,Monroe,Perry 016,,,,771
,Straight Party,,D,Monroe,Perry 016,180,0,92,272
,Straight Party,,R,Monroe,Perry 016,7,0,15,22
,Straight Party,,L,Monroe,Perry 016,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 016,414,0,278,692
Mike Braun,U.S. Senate,,R,Monroe,Perry 016,20,0,43,63
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 016,3,0,10,13
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 016,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 016,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 016,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 016,395,0,261,656
Connie Lawson,Secretary of State,,R,Monroe,Perry 016,32,0,53,85
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 016,5,0,13,18
George William Wolfe ,Secretary of State,,W,Monroe,Perry 016,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 016,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 016,387,0,257,644
Tera Klutz,Auditor of State,,R,Monroe,Perry 016,34,0,58,92
John Schick,Auditor of State,,L,Monroe,Perry 016,7,0,9,16
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 016,394,0,263,657
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 016,31,0,59,90
Liz Watson,U.S. House,9,D,Monroe,Perry 016,415,0,286,701
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 016,19,0,44,63
George William Wolfe ,US House,9,W,Monroe,Perry 016,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 016,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 016,407,0,287,694
,Ballots Cast,,,Monroe,Perry 017,,,,699
,Straight Party,,D,Monroe,Perry 017,151,0,68,219
,Straight Party,,R,Monroe,Perry 017,41,0,24,65
,Straight Party,,L,Monroe,Perry 017,1,0,3,4
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 017,333,0,211,544
Mike Braun,U.S. Senate,,R,Monroe,Perry 017,69,0,65,134
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 017,2,0,10,12
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 017,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 017,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 017,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 017,315,0,195,510
Connie Lawson,Secretary of State,,R,Monroe,Perry 017,80,0,74,154
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 017,3,0,9,12
George William Wolfe ,Secretary of State,,W,Monroe,Perry 017,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 017,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 017,307,0,189,496
Tera Klutz,Auditor of State,,R,Monroe,Perry 017,80,0,71,151
John Schick,Auditor of State,,L,Monroe,Perry 017,8,0,16,24
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 017,312,0,197,509
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 017,82,0,76,158
Liz Watson,U.S. House,9,D,Monroe,Perry 017,331,0,224,555
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 017,74,0,62,136
George William Wolfe ,US House,9,W,Monroe,Perry 017,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 017,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 017,322,0,213,535
Peggy Mayfield,State Representative,60,R,Monroe,Perry 017,79,0,69,148
,Ballots Cast,,,Monroe,Perry 018,,,,808
,Straight Party,,D,Monroe,Perry 018,174,0,67,241
,Straight Party,,R,Monroe,Perry 018,16,0,20,36
,Straight Party,,L,Monroe,Perry 018,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 018,414,0,256,670
Mike Braun,U.S. Senate,,R,Monroe,Perry 018,52,0,61,113
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 018,4,0,13,17
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 018,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 018,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 018,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 018,394,0,228,622
Connie Lawson,Secretary of State,,R,Monroe,Perry 018,61,0,86,147
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 018,9,0,11,20
George William Wolfe ,Secretary of State,,W,Monroe,Perry 018,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 018,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 018,394,0,222,616
Tera Klutz,Auditor of State,,R,Monroe,Perry 018,58,0,88,146
John Schick,Auditor of State,,L,Monroe,Perry 018,9,0,13,22
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 018,394,0,236,630
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 018,66,0,86,152
Liz Watson,U.S. House,9,D,Monroe,Perry 018,418,0,261,679
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 018,51,0,70,121
George William Wolfe ,US House,9,W,Monroe,Perry 018,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 018,0,0,,0
Penny Githens,State Representative,60,D,Monroe,Perry 018,411,0,248,659
Peggy Mayfield,State Representative,60,R,Monroe,Perry 018,55,0,80,135
,Ballots Cast,,,Monroe,Perry 019,,,,740
,Straight Party,,D,Monroe,Perry 019,119,0,44,163
,Straight Party,,R,Monroe,Perry 019,52,0,33,85
,Straight Party,,L,Monroe,Perry 019,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 019,326,0,188,514
Mike Braun,U.S. Senate,,R,Monroe,Perry 019,93,0,114,207
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 019,12,0,5,17
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 019,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 019,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 019,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 019,301,0,147,448
Connie Lawson,Secretary of State,,R,Monroe,Perry 019,118,0,140,258
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 019,8,0,8,16
George William Wolfe ,Secretary of State,,W,Monroe,Perry 019,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 019,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 019,296,0,146,442
Tera Klutz,Auditor of State,,R,Monroe,Perry 019,120,0,130,250
John Schick,Auditor of State,,L,Monroe,Perry 019,8,0,11,19
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 019,301,0,146,447
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 019,126,0,141,267
Liz Watson,U.S. House,9,D,Monroe,Perry 019,329,0,183,512
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 019,101,0,126,227
George William Wolfe ,US House,9,W,Monroe,Perry 019,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 019,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 019,313,0,171,484
Peggy Mayfield,State Representative,60,R,Monroe,Perry 019,113,0,130,243
,Ballots Cast,,,Monroe,Perry 020,,,,486
,Straight Party,,D,Monroe,Perry 020,75,0,81,156
,Straight Party,,R,Monroe,Perry 020,14,0,25,39
,Straight Party,,L,Monroe,Perry 020,0,0,3,3
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 020,170,0,210,380
Mike Braun,U.S. Senate,,R,Monroe,Perry 020,33,0,43,76
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 020,11,0,13,24
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 020,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 020,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 020,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 020,168,0,204,372
Connie Lawson,Secretary of State,,R,Monroe,Perry 020,41,0,55,96
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 020,2,0,7,9
George William Wolfe ,Secretary of State,,W,Monroe,Perry 020,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 020,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 020,166,0,187,353
Tera Klutz,Auditor of State,,R,Monroe,Perry 020,41,0,58,99
John Schick,Auditor of State,,L,Monroe,Perry 020,5,0,16,21
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 020,169,0,188,357
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 020,42,0,74,116
Liz Watson,U.S. House,9,D,Monroe,Perry 020,184,0,217,401
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 020,31,0,50,81
George William Wolfe ,US House,9,W,Monroe,Perry 020,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 020,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 020,174,0,209,383
Peggy Mayfield,State Representative,60,R,Monroe,Perry 020,39,0,54,93
,Ballots Cast,,,Monroe,Perry 021,,,,1074
,Straight Party,,D,Monroe,Perry 021,179,0,157,336
,Straight Party,,R,Monroe,Perry 021,87,0,69,156
,Straight Party,,L,Monroe,Perry 021,2,0,2,4
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 021,378,0,371,749
Mike Braun,U.S. Senate,,R,Monroe,Perry 021,148,0,144,292
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 021,10,0,16,26
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 021,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 021,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 021,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 021,348,0,332,680
Connie Lawson,Secretary of State,,R,Monroe,Perry 021,171,0,174,345
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 021,11,0,22,33
George William Wolfe ,Secretary of State,,W,Monroe,Perry 021,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 021,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 021,344,0,322,666
Tera Klutz,Auditor of State,,R,Monroe,Perry 021,166,0,181,347
John Schick,Auditor of State,,L,Monroe,Perry 021,13,0,18,31
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 021,348,0,337,685
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 021,173,0,179,352
Liz Watson,U.S. House,9,D,Monroe,Perry 021,383,0,379,762
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 021,150,0,152,302
George William Wolfe ,US House,9,W,Monroe,Perry 021,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 021,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 021,357,0,367,724
Peggy Mayfield,State Representative,60,R,Monroe,Perry 021,167,0,163,330
,Ballots Cast,,,Monroe,Perry 022,,,,773
,Straight Party,,D,Monroe,Perry 022,155,0,36,191
,Straight Party,,R,Monroe,Perry 022,58,0,42,100
,Straight Party,,L,Monroe,Perry 022,1,0,0,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 022,353,0,165,518
Mike Braun,U.S. Senate,,R,Monroe,Perry 022,117,0,104,221
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 022,13,0,16,29
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 022,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 022,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 022,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 022,331,0,153,484
Connie Lawson,Secretary of State,,R,Monroe,Perry 022,140,0,114,254
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 022,9,0,9,18
George William Wolfe ,Secretary of State,,W,Monroe,Perry 022,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 022,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 022,326,0,148,474
Tera Klutz,Auditor of State,,R,Monroe,Perry 022,137,0,115,252
John Schick,Auditor of State,,L,Monroe,Perry 022,16,0,14,30
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 022,333,0,149,482
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 022,144,0,127,271
Liz Watson,U.S. House,9,D,Monroe,Perry 022,367,0,181,548
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 022,116,0,101,217
George William Wolfe ,US House,9,W,Monroe,Perry 022,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 022,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 022,350,0,165,515
Peggy Mayfield,State Representative,60,R,Monroe,Perry 022,129,0,114,243
,Ballots Cast,,,Monroe,Perry 023,,,,1128
,Straight Party,,D,Monroe,Perry 023,142,0,74,216
,Straight Party,,R,Monroe,Perry 023,127,0,119,246
,Straight Party,,L,Monroe,Perry 023,1,0,3,4
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 023,358,0,253,611
Mike Braun,U.S. Senate,,R,Monroe,Perry 023,226,0,244,470
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 023,9,0,21,30
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 023,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 023,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 023,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 023,317,0,204,521
Connie Lawson,Secretary of State,,R,Monroe,Perry 023,262,0,284,546
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 023,12,0,17,29
George William Wolfe ,Secretary of State,,W,Monroe,Perry 023,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 023,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 023,313,0,213,526
Tera Klutz,Auditor of State,,R,Monroe,Perry 023,257,0,272,529
John Schick,Auditor of State,,L,Monroe,Perry 023,12,0,23,35
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 023,318,0,209,527
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 023,263,0,297,560
Liz Watson,U.S. House,9,D,Monroe,Perry 023,355,0,264,619
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 023,239,0,256,495
George William Wolfe ,US House,9,W,Monroe,Perry 023,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 023,0,0,,0
Penny Githens,State Representative,60,D,Monroe,Perry 023,348,0,236,584
Peggy Mayfield,State Representative,60,R,Monroe,Perry 023,244,0,274,518
,Ballots Cast,,,Monroe,Perry 024,,,,815
,Straight Party,,D,Monroe,Perry 024,97,0,53,150
,Straight Party,,R,Monroe,Perry 024,99,0,106,205
,Straight Party,,L,Monroe,Perry 024,1,0,4,5
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 024,232,0,146,378
Mike Braun,U.S. Senate,,R,Monroe,Perry 024,174,0,235,409
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 024,5,0,19,24
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 024,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 024,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 024,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 024,218,0,126,344
Connie Lawson,Secretary of State,,R,Monroe,Perry 024,178,0,250,428
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 024,9,0,18,27
George William Wolfe ,Secretary of State,,W,Monroe,Perry 024,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 024,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 024,209,0,124,333
Tera Klutz,Auditor of State,,R,Monroe,Perry 024,182,0,241,423
John Schick,Auditor of State,,L,Monroe,Perry 024,10,0,22,32
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 024,207,0,137,344
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 024,191,0,249,440
Liz Watson,U.S. House,9,D,Monroe,Perry 024,235,0,157,392
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 024,175,0,234,409
George William Wolfe ,US House,9,W,Monroe,Perry 024,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 024,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 024,223,0,144,367
Jeff Ellington,State Representative,62,R,Monroe,Perry 024,178,0,251,429
,Ballots Cast,,,Monroe,Perry 025,,,,673
,Straight Party,,D,Monroe,Perry 025,66,0,65,131
,Straight Party,,R,Monroe,Perry 025,77,0,83,160
,Straight Party,,L,Monroe,Perry 025,1,0,3,4
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 025,155,0,173,328
Mike Braun,U.S. Senate,,R,Monroe,Perry 025,138,0,168,306
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 025,10,0,24,34
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 025,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 025,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 025,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 025,146,0,152,298
Connie Lawson,Secretary of State,,R,Monroe,Perry 025,151,0,186,337
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 025,3,0,22,25
George William Wolfe ,Secretary of State,,W,Monroe,Perry 025,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 025,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 025,140,0,151,291
Tera Klutz,Auditor of State,,R,Monroe,Perry 025,152,0,187,339
John Schick,Auditor of State,,L,Monroe,Perry 025,7,0,15,22
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 025,143,0,153,296
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 025,154,0,201,355
Liz Watson,U.S. House,9,D,Monroe,Perry 025,164,0,186,350
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 025,139,0,181,320
George William Wolfe ,US House,9,W,Monroe,Perry 025,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 025,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 025,152,0,163,315
Jeff Ellington,State Representative,62,R,Monroe,Perry 025,150,0,200,350
,Ballots Cast,,,Monroe,Perry 026,,,,777
,Straight Party,,D,Monroe,Perry 026,171,0,62,233
,Straight Party,,R,Monroe,Perry 026,54,0,40,94
,Straight Party,,L,Monroe,Perry 026,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 026,406,0,170,576
Mike Braun,U.S. Senate,,R,Monroe,Perry 026,93,0,91,184
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 026,6,0,7,13
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 026,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 026,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 026,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 026,366,0,163,529
Connie Lawson,Secretary of State,,R,Monroe,Perry 026,130,0,97,227
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 026,4,0,6,10
George William Wolfe ,Secretary of State,,W,Monroe,Perry 026,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 026,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 026,372,0,155,527
Tera Klutz,Auditor of State,,R,Monroe,Perry 026,117,0,100,217
John Schick,Auditor of State,,L,Monroe,Perry 026,6,0,6,12
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 026,370,0,150,520
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 026,124,0,111,235
Liz Watson,U.S. House,9,D,Monroe,Perry 026,403,0,183,586
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 026,102,0,84,186
George William Wolfe ,US House,9,W,Monroe,Perry 026,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 026,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 026,389,0,169,558
Peggy Mayfield,State Representative,60,R,Monroe,Perry 026,111,0,92,203
,Ballots Cast,,,Monroe,Perry 027,,,,1019
,Straight Party,,D,Monroe,Perry 027,136,0,77,213
,Straight Party,,R,Monroe,Perry 027,82,0,84,166
,Straight Party,,L,Monroe,Perry 027,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 027,343,0,260,603
Mike Braun,U.S. Senate,,R,Monroe,Perry 027,155,0,205,360
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 027,17,0,26,43
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 027,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 027,0,0,0,0
