candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,Morgan,ADAMS,,,,812
,Ballots Cast,,,Morgan,ADAMS,,,,303
Mike Braun,U.S. Senate,,R,Morgan,ADAMS,198,88,0,286
Joe Donnelly,U.S. Senate,,D,Morgan,ADAMS,84,31,0,115
Lucy M Brenton,U.S. Senate,,L,Morgan,ADAMS,17,10,0,27
Write in,U.S. Senate,,,Morgan,ADAMS,0,0,0,0
Connie Lawson,Secretary of State,,R,Morgan,ADAMS,211,89,0,300
Jim Harper,Secretary of State,,D,Morgan,ADAMS,65,31,0,96
Mark W. Rutherford,Secretary of State,,L,Morgan,ADAMS,15,8,0,23
Write in,Secretary of State,,,Morgan,ADAMS,0,0,0,0
Tera Klutz,Auditor of State,,R,Morgan,ADAMS,198,89,0,287
Joselyn Whitticker,Auditor of State,,D,Morgan,ADAMS,74,30,0,104
John Schick,Auditor of State,,L,Morgan,ADAMS,14,5,0,19
Kelly Mitchell,Treasurer of State,,R,Morgan,ADAMS,209,91,0,300
John C. Aguilera,Treasurer of State,,D,Morgan,ADAMS,74,33,0,107
Jim Baird,U.S. House,4,R,Morgan,ADAMS,213,90,0,303
Tobi Beck,U.S. House,4,D,Morgan,ADAMS,80,35,0,115
Write in,US House,4,,Morgan,ADAMS,0,0,0,0
Beau Baird,State Representative,44,R,Morgan,ADAMS,199,84,0,283
Kimberly Ann Fidler,State Representative,44,D,Morgan,ADAMS,92,38,0,130
,Registered Voters,,,Morgan,ASHLAND 1,,,,671
,Ballots Cast,,,Morgan,ASHLAND 1,,,,220
Mike Braun,U.S. Senate,,R,Morgan,ASHLAND 1,156,98,0,254
Joe Donnelly,U.S. Senate,,D,Morgan,ASHLAND 1,49,39,0,88
Lucy M Brenton,U.S. Senate,,L,Morgan,ASHLAND 1,13,4,0,17
Write in,U.S. Senate,,,Morgan,ASHLAND 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Morgan,ASHLAND 1,166,104,0,270
Jim Harper,Secretary of State,,D,Morgan,ASHLAND 1,36,36,0,72
Mark W. Rutherford,Secretary of State,,L,Morgan,ASHLAND 1,10,1,0,11
Write in,Secretary of State,,,Morgan,ASHLAND 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Morgan,ASHLAND 1,160,101,0,261
Joselyn Whitticker,Auditor of State,,D,Morgan,ASHLAND 1,43,35,0,78
John Schick,Auditor of State,,L,Morgan,ASHLAND 1,10,3,0,13
Kelly Mitchell,Treasurer of State,,R,Morgan,ASHLAND 1,176,105,0,281
John C. Aguilera,Treasurer of State,,D,Morgan,ASHLAND 1,37,34,0,71
Jim Baird,U.S. House,4,R,Morgan,ASHLAND 1,165,99,0,264
Tobi Beck,U.S. House,4,D,Morgan,ASHLAND 1,47,39,0,86
Write in,US House,4,,Morgan,ASHLAND 1,0,0,0,0
Beau Baird,State Representative,44,R,Morgan,ASHLAND 1,161,99,0,260
Kimberly Ann Fidler,State Representative,44,D,Morgan,ASHLAND 1,53,40,0,93
,Registered Voters,,,Morgan,ASHLAND 2,,,,530
,Ballots Cast,,,Morgan,ASHLAND 2,,,,182
Mike Braun,U.S. Senate,,R,Morgan,ASHLAND 2,143,61,0,204
Joe Donnelly,U.S. Senate,,D,Morgan,ASHLAND 2,20,19,0,39
Lucy M Brenton,U.S. Senate,,L,Morgan,ASHLAND 2,16,0,0,16
Write in,U.S. Senate,,,Morgan,ASHLAND 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Morgan,ASHLAND 2,149,64,0,213
Jim Harper,Secretary of State,,D,Morgan,ASHLAND 2,19,13,0,32
Mark W. Rutherford,Secretary of State,,L,Morgan,ASHLAND 2,9,2,0,11
Write in,Secretary of State,,,Morgan,ASHLAND 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Morgan,ASHLAND 2,148,64,0,212
Joselyn Whitticker,Auditor of State,,D,Morgan,ASHLAND 2,18,14,0,32
