candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,U.S. Senate,,,Orange,02-FLE-West Baden,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,02-FLE-West Baden,212,37,0,249
Jim Harper,Secretary of State,,D,Orange,02-FLE-West Baden,87,21,0,108
Mark W. Rutherford,Secretary of State,,L,Orange,02-FLE-West Baden,10,3,0,13
Write in,Secretary of State,,,Orange,02-FLE-West Baden,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,02-FLE-West Baden,204,35,0,239
Joselyn Whitticker,Auditor of State,,D,Orange,02-FLE-West Baden,97,24,0,121
John Schick,Auditor of State,,L,Orange,02-FLE-West Baden,7,1,0,8
Kelly Mitchell,Treasurer of State,,R,Orange,02-FLE-West Baden,219,37,0,256
John C. Aguilera,Treasurer of State,,D,Orange,02-FLE-West Baden,88,23,0,111
Trey Hollingsworth,U S House,9,R,Orange,02-FLE-West Baden,201,37,0,238
Liz Watson,U S House,9,D,Orange,02-FLE-West Baden,115,24,0,139
Write in,U S House,9,,Orange,02-FLE-West Baden,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,02-FLE-West Baden,210,35,0,245
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,02-FLE-West Baden,108,27,0,135
Stephen R Bartels ,State Repsentative ,74,R,Orange,02-FLE-West Baden,224,36,0,260
Larry K Kleeman ,State Repsentative ,74,D,Orange,02-FLE-West Baden,94,25,0,119
,Registered Voters,,,Orange,03-French Lick North ,,,,676
,Ballots Cast,,,Orange,03-French Lick North ,,,,301
Mike Braun,U.S. Senate,,R,Orange,03-French Lick North ,188,54,0,242
Joe Donnelly,U.S. Senate,,D,Orange,03-French Lick North ,86,19,0,105
Lucy M Brenton,U.S. Senate,,L,Orange,03-French Lick North ,20,0,0,20
Write in,U.S. Senate,,,Orange,03-French Lick North ,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,03-French Lick North ,195,50,0,245
Jim Harper,Secretary of State,,D,Orange,03-French Lick North ,75,20,0,95
Mark W. Rutherford,Secretary of State,,L,Orange,03-French Lick North ,17,2,0,19
Write in,Secretary of State,,,Orange,03-French Lick North ,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,03-French Lick North ,186,55,0,241
Joselyn Whitticker,Auditor of State,,D,Orange,03-French Lick North ,85,18,0,103
John Schick,Auditor of State,,L,Orange,03-French Lick North ,12,0,0,12
Kelly Mitchell,Treasurer of State,,R,Orange,03-French Lick North ,196,54,0,250
John C. Aguilera,Treasurer of State,,D,Orange,03-French Lick North ,86,18,0,104
Trey Hollingsworth,U S House,9,R,Orange,03-French Lick North ,196,54,0,250
Liz Watson,U S House,9,D,Orange,03-French Lick North ,96,21,0,117
Write in,U S House,9,,Orange,03-French Lick North ,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,03-French Lick North ,208,56,0,264
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,03-French Lick North ,84,18,0,102
Stephen R Bartels ,State Repsentative ,74,R,Orange,03-French Lick North ,216,60,0,276
Larry K Kleeman ,State Repsentative ,74,D,Orange,03-French Lick North ,78,15,0,93
,Registered Voters,,,Orange,04-French Lick South,,,,684
,Ballots Cast,,,Orange,04-French Lick South,,,,287
Mike Braun,U.S. Senate,,R,Orange,04-French Lick South,166,28,0,194
Joe Donnelly,U.S. Senate,,D,Orange,04-French Lick South,98,29,0,127
Lucy M Brenton,U.S. Senate,,L,Orange,04-French Lick South,13,2,0,15
Write in,U.S. Senate,,,Orange,04-French Lick South,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,04-French Lick South,169,32,0,201
Jim Harper,Secretary of State,,D,Orange,04-French Lick South,91,23,0,114
Mark W. Rutherford,Secretary of State,,L,Orange,04-French Lick South,15,1,0,16
Write in,Secretary of State,,,Orange,04-French Lick South,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,04-French Lick South,160,34,0,194
Joselyn Whitticker,Auditor of State,,D,Orange,04-French Lick South,97,21,0,118
John Schick,Auditor of State,,L,Orange,04-French Lick South,13,1,0,14
Kelly Mitchell,Treasurer of State,,R,Orange,04-French Lick South,178,32,0,210
John C. Aguilera,Treasurer of State,,D,Orange,04-French Lick South,93,22,0,115
Trey Hollingsworth,U S House,9,R,Orange,04-French Lick South,173,35,0,208
Liz Watson,U S House,9,D,Orange,04-French Lick South,105,22,0,127
Write in,U S House,9,,Orange,04-French Lick South,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,04-French Lick South,176,30,0,206
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,04-French Lick South,107,27,0,134
Stephen R Bartels ,State Repsentative ,74,R,Orange,04-French Lick South,182,34,0,216
Larry K Kleeman ,State Repsentative ,74,D,Orange,04-French Lick South,99,23,0,122
,Registered Voters,,,Orange,05-French Lick West,,,,584
,Ballots Cast,,,Orange,05-French Lick West,,,,256
Mike Braun,U.S. Senate,,R,Orange,05-French Lick West,161,15,0,176
Joe Donnelly,U.S. Senate,,D,Orange,05-French Lick West,70,12,0,82
Lucy M Brenton,U.S. Senate,,L,Orange,05-French Lick West,17,0,0,17
Write in,U.S. Senate,,,Orange,05-French Lick West,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,05-French Lick West,159,16,0,175
Jim Harper,Secretary of State,,D,Orange,05-French Lick West,69,11,0,80
Mark W. Rutherford,Secretary of State,,L,Orange,05-French Lick West,14,0,0,14
Write in,Secretary of State,,,Orange,05-French Lick West,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,05-French Lick West,157,16,0,173
Joselyn Whitticker,Auditor of State,,D,Orange,05-French Lick West,71,11,0,82
John Schick,Auditor of State,,L,Orange,05-French Lick West,13,0,0,13
Kelly Mitchell,Treasurer of State,,R,Orange,05-French Lick West,178,16,0,194
John C. Aguilera,Treasurer of State,,D,Orange,05-French Lick West,65,11,0,76
Trey Hollingsworth,U S House,9,R,Orange,05-French Lick West,168,16,0,184
Liz Watson,U S House,9,D,Orange,05-French Lick West,79,11,0,90
Write in,U S House,9,,Orange,05-French Lick West,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,05-French Lick West,171,16,0,187
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,05-French Lick West,73,11,0,84
Stephen R Bartels ,State Repsentative ,74,R,Orange,05-French Lick West,171,16,0,187
Larry K Kleeman ,State Repsentative ,74,D,Orange,05-French Lick West,75,10,0,85
,Registered Voters,,,Orange,06-FLW-West Baden,,,,248
,Ballots Cast,,,Orange,06-FLW-West Baden,,,,114
Mike Braun,U.S. Senate,,R,Orange,06-FLW-West Baden,69,11,0,80
Joe Donnelly,U.S. Senate,,D,Orange,06-FLW-West Baden,36,11,0,47
Lucy M Brenton,U.S. Senate,,L,Orange,06-FLW-West Baden,7,0,0,7
Write in,U.S. Senate,,,Orange,06-FLW-West Baden,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,06-FLW-West Baden,73,9,0,82
Jim Harper,Secretary of State,,D,Orange,06-FLW-West Baden,28,9,0,37
Mark W. Rutherford,Secretary of State,,L,Orange,06-FLW-West Baden,9,1,0,10
Write in,Secretary of State,,,Orange,06-FLW-West Baden,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,06-FLW-West Baden,68,10,0,78
Joselyn Whitticker,Auditor of State,,D,Orange,06-FLW-West Baden,33,10,0,43
John Schick,Auditor of State,,L,Orange,06-FLW-West Baden,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Orange,06-FLW-West Baden,82,11,0,93
John C. Aguilera,Treasurer of State,,D,Orange,06-FLW-West Baden,27,9,0,36
Trey Hollingsworth,U S House,9,R,Orange,06-FLW-West Baden,76,11,0,87
Liz Watson,U S House,9,D,Orange,06-FLW-West Baden,35,11,0,46
Write in,U S House,9,,Orange,06-FLW-West Baden,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,06-FLW-West Baden,73,15,0,88
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,06-FLW-West Baden,37,7,0,44
Stephen R Bartels ,State Repsentative ,74,R,Orange,06-FLW-West Baden,77,11,0,88
Larry K Kleeman ,State Repsentative ,74,D,Orange,06-FLW-West Baden,30,11,0,41
,Registered Voters,,,Orange,07-Greenfield,,,,539
,Ballots Cast,,,Orange,07-Greenfield,,,,214
Mike Braun,U.S. Senate,,R,Orange,07-Greenfield,133,30,0,163
Joe Donnelly,U.S. Senate,,D,Orange,07-Greenfield,69,14,0,83
Lucy M Brenton,U.S. Senate,,L,Orange,07-Greenfield,9,1,0,10
Write in,U.S. Senate,,,Orange,07-Greenfield,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,07-Greenfield,134,31,0,165
Jim Harper,Secretary of State,,D,Orange,07-Greenfield,68,14,0,82
Mark W. Rutherford,Secretary of State,,L,Orange,07-Greenfield,10,0,0,10
Write in,Secretary of State,,,Orange,07-Greenfield,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,07-Greenfield,138,32,0,170
Joselyn Whitticker,Auditor of State,,D,Orange,07-Greenfield,66,13,0,79
John Schick,Auditor of State,,L,Orange,07-Greenfield,7,1,0,8
Kelly Mitchell,Treasurer of State,,R,Orange,07-Greenfield,143,30,0,173
John C. Aguilera,Treasurer of State,,D,Orange,07-Greenfield,69,15,0,84
Trey Hollingsworth,U S House,9,R,Orange,07-Greenfield,137,30,0,167
Liz Watson,U S House,9,D,Orange,07-Greenfield,76,15,0,91
Write in,U S House,9,,Orange,07-Greenfield,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,07-Greenfield,143,30,0,173
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,07-Greenfield,66,16,0,82
Stephen R Bartels ,State Repsentative ,74,R,Orange,07-Greenfield,135,31,0,166
Larry K Kleeman ,State Repsentative ,74,D,Orange,07-Greenfield,71,13,0,84
,Registered Voters,,,Orange,08-Jackson,,,,616
,Ballots Cast,,,Orange,08-Jackson,,,,307
Mike Braun,U.S. Senate,,R,Orange,08-Jackson,201,35,0,236
Joe Donnelly,U.S. Senate,,D,Orange,08-Jackson,87,23,0,110
Lucy M Brenton,U.S. Senate,,L,Orange,08-Jackson,10,0,0,10
Write in,U.S. Senate,,,Orange,08-Jackson,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,08-Jackson,201,34,0,235
Jim Harper,Secretary of State,,D,Orange,08-Jackson,85,19,0,104
Mark W. Rutherford,Secretary of State,,L,Orange,08-Jackson,8,5,0,13
Write in,Secretary of State,,,Orange,08-Jackson,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,08-Jackson,198,36,0,234
Joselyn Whitticker,Auditor of State,,D,Orange,08-Jackson,85,22,0,107
John Schick,Auditor of State,,L,Orange,08-Jackson,9,0,0,9
Kelly Mitchell,Treasurer of State,,R,Orange,08-Jackson,211,37,0,248
John C. Aguilera,Treasurer of State,,D,Orange,08-Jackson,81,20,0,101
Trey Hollingsworth,U S House,9,R,Orange,08-Jackson,195,32,0,227
Liz Watson,U S House,9,D,Orange,08-Jackson,103,26,0,129
Write in,U S House,9,,Orange,08-Jackson,1,0,0,1
Erin Houchin,State Senate ,47,R,Orange,08-Jackson,209,35,0,244
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,08-Jackson,89,22,0,111
Stephen R Bartels ,State Repsentative ,74,R,Orange,08-Jackson,202,39,0,241
Larry K Kleeman ,State Repsentative ,74,D,Orange,08-Jackson,95,17,0,112
,Registered Voters,,,Orange,09-Northeast Only,,,,391
,Ballots Cast,,,Orange,09-Northeast Only,,,,179
Mike Braun,U.S. Senate,,R,Orange,09-Northeast Only,121,19,0,140
Joe Donnelly,U.S. Senate,,D,Orange,09-Northeast Only,41,7,0,48
Lucy M Brenton,U.S. Senate,,L,Orange,09-Northeast Only,13,2,0,15
Write in,U.S. Senate,,,Orange,09-Northeast Only,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,09-Northeast Only,127,21,0,148
Jim Harper,Secretary of State,,D,Orange,09-Northeast Only,31,6,0,37
Mark W. Rutherford,Secretary of State,,L,Orange,09-Northeast Only,12,0,0,12
Write in,Secretary of State,,,Orange,09-Northeast Only,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,09-Northeast Only,126,21,0,147
Joselyn Whitticker,Auditor of State,,D,Orange,09-Northeast Only,40,6,0,46
John Schick,Auditor of State,,L,Orange,09-Northeast Only,6,0,0,6
Kelly Mitchell,Treasurer of State,,R,Orange,09-Northeast Only,135,20,0,155
John C. Aguilera,Treasurer of State,,D,Orange,09-Northeast Only,39,6,0,45
Trey Hollingsworth,U S House,9,R,Orange,09-Northeast Only,125,19,0,144
Liz Watson,U S House,9,D,Orange,09-Northeast Only,51,7,0,58
Write in,U S House,9,,Orange,09-Northeast Only,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,09-Northeast Only,125,16,0,141
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,09-Northeast Only,47,10,0,57
Steve Davisson ,State Repsentative ,73,R,Orange,09-Northeast Only,141,20,0,161
No Candidate Filed,State Repsentative ,73,D,Orange,09-Northeast Only,0,0,0,0
,Registered Voters,,,Orange,10-Northwest Only,,,,256
,Ballots Cast,,,Orange,10-Northwest Only,,,,122
Mike Braun,U.S. Senate,,R,Orange,10-Northwest Only,86,19,0,105
Joe Donnelly,U.S. Senate,,D,Orange,10-Northwest Only,29,4,0,33
Lucy M Brenton,U.S. Senate,,L,Orange,10-Northwest Only,6,0,0,6
Write in,U.S. Senate,,,Orange,10-Northwest Only,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,10-Northwest Only,91,19,0,110
Jim Harper,Secretary of State,,D,Orange,10-Northwest Only,25,3,0,28
Mark W. Rutherford,Secretary of State,,L,Orange,10-Northwest Only,2,1,0,3
Write in,Secretary of State,,,Orange,10-Northwest Only,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,10-Northwest Only,88,20,0,108
Joselyn Whitticker,Auditor of State,,D,Orange,10-Northwest Only,27,3,0,30
John Schick,Auditor of State,,L,Orange,10-Northwest Only,2,0,0,2
Kelly Mitchell,Treasurer of State,,R,Orange,10-Northwest Only,92,19,0,111
John C. Aguilera,Treasurer of State,,D,Orange,10-Northwest Only,26,3,0,29
Trey Hollingsworth,U S House,9,R,Orange,10-Northwest Only,90,20,0,110
Liz Watson,U S House,9,D,Orange,10-Northwest Only,29,3,0,32
Write in,U S House,9,,Orange,10-Northwest Only,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,10-Northwest Only,92,20,0,112
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,10-Northwest Only,27,3,0,30
Steve Davisson ,State Repsentative ,73,R,Orange,10-Northwest Only,97,22,0,119
No Candidate Filed,State Repsentative ,73,D,Orange,10-Northwest Only,0,0,0,0
,Registered Voters,,,Orange,11-Orangeville,,,,454
,Ballots Cast,,,Orange,11-Orangeville,,,,242
Mike Braun,U.S. Senate,,R,Orange,11-Orangeville,167,21,0,188
Joe Donnelly,U.S. Senate,,D,Orange,11-Orangeville,61,13,0,74
Lucy M Brenton,U.S. Senate,,L,Orange,11-Orangeville,7,2,0,9
Write in,U.S. Senate,,,Orange,11-Orangeville,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,11-Orangeville,175,24,0,199
Jim Harper,Secretary of State,,D,Orange,11-Orangeville,50,11,0,61
Mark W. Rutherford,Secretary of State,,L,Orange,11-Orangeville,6,1,0,7
Write in,Secretary of State,,,Orange,11-Orangeville,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,11-Orangeville,168,23,0,191
Joselyn Whitticker,Auditor of State,,D,Orange,11-Orangeville,52,13,0,65
John Schick,Auditor of State,,L,Orange,11-Orangeville,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Orange,11-Orangeville,176,23,0,199
John C. Aguilera,Treasurer of State,,D,Orange,11-Orangeville,51,13,0,64
Trey Hollingsworth,U S House,9,R,Orange,11-Orangeville,175,23,0,198
Liz Watson,U S House,9,D,Orange,11-Orangeville,57,13,0,70
Write in,U S House,9,,Orange,11-Orangeville,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,11-Orangeville,176,24,0,200
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,11-Orangeville,57,9,0,66
Steve Davisson ,State Repsentative ,73,R,Orange,11-Orangeville,196,25,0,221
No Candidate Filed,State Repsentative ,73,D,Orange,11-Orangeville,0,0,0,0
,Registered Voters,,,Orange,12-Orleans East,,,,696
,Ballots Cast,,,Orange,12-Orleans East,,,,279
Mike Braun,U.S. Senate,,R,Orange,12-Orleans East,189,58,0,247
Joe Donnelly,U.S. Senate,,D,Orange,12-Orleans East,76,29,0,105
Lucy M Brenton,U.S. Senate,,L,Orange,12-Orleans East,9,1,0,10
Write in,U.S. Senate,,,Orange,12-Orleans East,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,12-Orleans East,202,58,0,260
Jim Harper,Secretary of State,,D,Orange,12-Orleans East,59,25,0,84
Mark W. Rutherford,Secretary of State,,L,Orange,12-Orleans East,6,3,0,9
Write in,Secretary of State,,,Orange,12-Orleans East,2,0,0,2
Tera Klutz,Auditor of State,,R,Orange,12-Orleans East,199,58,0,257
Joselyn Whitticker,Auditor of State,,D,Orange,12-Orleans East,68,26,0,94
John Schick,Auditor of State,,L,Orange,12-Orleans East,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Orange,12-Orleans East,206,61,0,267
John C. Aguilera,Treasurer of State,,D,Orange,12-Orleans East,70,23,0,93
Trey Hollingsworth,U S House,9,R,Orange,12-Orleans East,191,56,0,247
Liz Watson,U S House,9,D,Orange,12-Orleans East,85,31,0,116
Write in,U S House,9,,Orange,12-Orleans East,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,12-Orleans East,194,58,0,252
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,12-Orleans East,83,29,0,112
Steve Davisson ,State Repsentative ,73,R,Orange,12-Orleans East,231,61,0,292
No Candidate Filed,State Repsentative ,73,D,Orange,12-Orleans East,0,0,0,0
,Registered Voters,,,Orange,13-Orleans Northwest,,,,693
,Ballots Cast,,,Orange,13-Orleans Northwest,,,,299
Mike Braun,U.S. Senate,,R,Orange,13-Orleans Northwest,200,30,0,230
Joe Donnelly,U.S. Senate,,D,Orange,13-Orleans Northwest,88,17,0,105
Lucy M Brenton,U.S. Senate,,L,Orange,13-Orleans Northwest,10,1,0,11
Write in,U.S. Senate,,,Orange,13-Orleans Northwest,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,13-Orleans Northwest,217,30,0,247
Jim Harper,Secretary of State,,D,Orange,13-Orleans Northwest,66,15,0,81
Mark W. Rutherford,Secretary of State,,L,Orange,13-Orleans Northwest,11,3,0,14
Write in,Secretary of State,,,Orange,13-Orleans Northwest,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,13-Orleans Northwest,210,30,0,240
Joselyn Whitticker,Auditor of State,,D,Orange,13-Orleans Northwest,74,16,0,90
John Schick,Auditor of State,,L,Orange,13-Orleans Northwest,8,1,0,9
Kelly Mitchell,Treasurer of State,,R,Orange,13-Orleans Northwest,226,32,0,258
John C. Aguilera,Treasurer of State,,D,Orange,13-Orleans Northwest,66,16,0,82
Trey Hollingsworth,U S House,9,R,Orange,13-Orleans Northwest,215,31,0,246
Liz Watson,U S House,9,D,Orange,13-Orleans Northwest,83,17,0,100
Write in,U S House,9,,Orange,13-Orleans Northwest,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,13-Orleans Northwest,215,33,0,248
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,13-Orleans Northwest,80,14,0,94
Steve Davisson ,State Repsentative ,73,R,Orange,13-Orleans Northwest,248,36,0,284
No Candidate Filed,State Repsentative ,73,D,Orange,13-Orleans Northwest,0,0,0,0
,Registered Voters,,,Orange,14-Orleans Southwest,,,,848
,Ballots Cast,,,Orange,14-Orleans Southwest,,,,357
Mike Braun,U.S. Senate,,R,Orange,14-Orleans Southwest,240,63,0,303
Joe Donnelly,U.S. Senate,,D,Orange,14-Orleans Southwest,97,41,0,138
Lucy M Brenton,U.S. Senate,,L,Orange,14-Orleans Southwest,13,1,0,14
Write in,U.S. Senate,,,Orange,14-Orleans Southwest,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,14-Orleans Southwest,249,63,0,312
Jim Harper,Secretary of State,,D,Orange,14-Orleans Southwest,94,39,0,133
Mark W. Rutherford,Secretary of State,,L,Orange,14-Orleans Southwest,6,1,0,7
Write in,Secretary of State,,,Orange,14-Orleans Southwest,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,14-Orleans Southwest,252,61,0,313
Joselyn Whitticker,Auditor of State,,D,Orange,14-Orleans Southwest,92,39,0,131
John Schick,Auditor of State,,L,Orange,14-Orleans Southwest,6,2,0,8
Kelly Mitchell,Treasurer of State,,R,Orange,14-Orleans Southwest,261,61,0,322
John C. Aguilera,Treasurer of State,,D,Orange,14-Orleans Southwest,90,41,0,131
Trey Hollingsworth,U S House,9,R,Orange,14-Orleans Southwest,247,63,0,310
Liz Watson,U S House,9,D,Orange,14-Orleans Southwest,108,42,0,150
Write in,U S House,9,,Orange,14-Orleans Southwest,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,14-Orleans Southwest,252,66,0,318
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,14-Orleans Southwest,103,37,0,140
Steve Davisson ,State Repsentative ,73,R,Orange,14-Orleans Southwest,300,76,0,376
No Candidate Filed,State Repsentative ,73,D,Orange,14-Orleans Southwest,0,0,0,0
,Registered Voters,,,Orange,15- Paoli North,,,,307
,Ballots Cast,,,Orange,15- Paoli North,,,,77
Mike Braun,U.S. Senate,,R,Orange,15- Paoli North,40,19,0,59
Joe Donnelly,U.S. Senate,,D,Orange,15- Paoli North,29,12,0,41
Lucy M Brenton,U.S. Senate,,L,Orange,15- Paoli North,5,1,0,6
Write in,U.S. Senate,,,Orange,15- Paoli North,1,0,0,1
Connie Lawson,Secretary of State,,R,Orange,15- Paoli North,38,19,0,57
Jim Harper,Secretary of State,,D,Orange,15- Paoli North,26,13,0,39
Mark W. Rutherford,Secretary of State,,L,Orange,15- Paoli North,8,0,0,8
Write in,Secretary of State,,,Orange,15- Paoli North,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,15- Paoli North,43,19,0,62
Joselyn Whitticker,Auditor of State,,D,Orange,15- Paoli North,29,12,0,41
John Schick,Auditor of State,,L,Orange,15- Paoli North,2,0,0,2
Kelly Mitchell,Treasurer of State,,R,Orange,15- Paoli North,45,21,0,66
John C. Aguilera,Treasurer of State,,D,Orange,15- Paoli North,28,11,0,39
Trey Hollingsworth,U S House,9,R,Orange,15- Paoli North,43,18,0,61
Liz Watson,U S House,9,D,Orange,15- Paoli North,30,14,0,44
Write in,U S House,9,,Orange,15- Paoli North,1,0,0,1
Erin Houchin,State Senate ,47,R,Orange,15- Paoli North,44,20,0,64
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,15- Paoli North,29,10,0,39
Steve Davisson ,State Repsentative ,73,R,Orange,15- Paoli North,49,18,0,67
No Candidate Filed,State Repsentative ,73,D,Orange,15- Paoli North,0,0,0,0
,Registered Voters,,,Orange,16- Paoli Northeast,,,,705
,Ballots Cast,,,Orange,16- Paoli Northeast,,,,275
Mike Braun,U.S. Senate,,R,Orange,16- Paoli Northeast,162,65,0,227
Joe Donnelly,U.S. Senate,,D,Orange,16- Paoli Northeast,91,34,0,125
Lucy M Brenton,U.S. Senate,,L,Orange,16- Paoli Northeast,16,3,0,19
Write in,U.S. Senate,,,Orange,16- Paoli Northeast,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,16- Paoli Northeast,174,67,0,241
Jim Harper,Secretary of State,,D,Orange,16- Paoli Northeast,80,25,0,105
Mark W. Rutherford,Secretary of State,,L,Orange,16- Paoli Northeast,14,7,0,21
Write in,Secretary of State,,,Orange,16- Paoli Northeast,0,0,0,0
Tera Klutz,Auditor of State,,R,Orange,16- Paoli Northeast,175,65,0,240
Joselyn Whitticker,Auditor of State,,D,Orange,16- Paoli Northeast,81,30,0,111
John Schick,Auditor of State,,L,Orange,16- Paoli Northeast,10,5,0,15
Kelly Mitchell,Treasurer of State,,R,Orange,16- Paoli Northeast,192,72,0,264
John C. Aguilera,Treasurer of State,,D,Orange,16- Paoli Northeast,76,28,0,104
Trey Hollingsworth,U S House,9,R,Orange,16- Paoli Northeast,175,70,0,245
Liz Watson,U S House,9,D,Orange,16- Paoli Northeast,93,31,0,124
Write in,U S House,9,,Orange,16- Paoli Northeast,0,0,0,0
Erin Houchin,State Senate ,47,R,Orange,16- Paoli Northeast,174,69,0,243
Nicholas A (Nick) Siler,State Senate ,47,D,Orange,16- Paoli Northeast,97,32,0,129
Steve Davisson ,State Repsentative ,73,R,Orange,16- Paoli Northeast,224,78,0,302
No Candidate Filed,State Repsentative ,73,D,Orange,16- Paoli Northeast,0,0,0,0
,Registered Voters,,,Orange,17- Paoli Northwest,,,,979
,Ballots Cast,,,Orange,17- Paoli Northwest,,,,309
Mike Braun,U.S. Senate,,R,Orange,17- Paoli Northwest,202,80,0,282
Joe Donnelly,U.S. Senate,,D,Orange,17- Paoli Northwest,92,46,0,138
Lucy M Brenton,U.S. Senate,,L,Orange,17- Paoli Northwest,10,8,0,18
Write in,U.S. Senate,,,Orange,17- Paoli Northwest,0,0,0,0
Connie Lawson,Secretary of State,,R,Orange,17- Paoli Northwest,213,84,0,297
Jim Harper,Secretary of State,,D,Orange,17- Paoli Northwest,75,42,0,117
Mark W. Rutherford,Secretary of State,,L,Orange,17- Paoli Northwest,14,7,0,21
