county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Adams,Berne A,U.S. Senate,,R,Mike Braun,438,,,,,
Adams,Berne A,U.S. Senate,,D,Joe Donnelly,107,,,,,
Adams,Berne A,U.S. Senate,,L,Lucy M. Brenton,28,,,,,
Adams,Berne A,U.S. Senate,,,Write in,0,,,,,
Adams,Berne A,State Secretary,,R,Connie Lavvson,464,,,,,
Adams,Berne A,State Secretary,,D,Jim Harper,86,,,,,
Adams,Berne A,State Secretary,,L,Mark W. Rutherford,18,,,,,
Adams,Berne A,State Auditor,,R,Tera Klutz,456,,,,,
Adams,Berne A,State Auditor,,D,Joselyn Whitticker,93,,,,,
Adams,Berne A,State Auditor,,L,John Schick,18,,,,,
Adams,Berne A,State Treasurer,,R,Kelly Mitchell,475,,,,,
Adams,Berne A,State Treasurer,,D,John C. Agullera,90,,,,,
Adams,Berne A,State Senate,,R,Travis Holdman,499,,,,,
Adams,Berne A,State House,,R,Matthew S. Lehman,509,,,,,
Adams,Berne A,U.S. Senate,,R,Mike Braun,458,,,,,
Adams,Berne A,U.S. Senate,,D,Joe Donnelly,115,,,,,
Adams,Berne A,U.S. Senate,,L,Lucy M. Brenton,13,,,,,
Adams,Berne A,State Secretary,,,(r) Connie Lawson,492,,,,,
Adams,Berne A,State Secretary,,D,Jim Harper,88,,,,,
Adams,Berne A,State Secretary,,,Mark W. Rutherford,4,,,,,
Adams,Berne A,State Secretary,,,Write-in,2,,,,,
Adams,Berne A,State Auditor,,,(r) Tera Klutz,",",,,,,
Adams,Berne A,State Auditor,,D,Joselyn Whitticker,93,,,,,
Adams,Berne A,State Auditor,,L,John Schick,8,,,,,
Adams,Berne A,State Treasurer,,R,Kelly Mitchell,496,,,,,
Adams,Berne A,State Treasurer,,D,John C. Aguilera,86,,,,,
Adams,Berne A,State Treasurer,,,Age 1 Of 3,fElection,,,,,
Adams,Berne A,State Senate,,,(r) Travis Holdman,512,,,,,
Adams,Berne A,State House,,,(r) Matthew S. Lehman,538,,,,,
Adams,Berne A,U.S. Senate,,R,Mike Braun,152,,,,,
Adams,Berne A,U.S. Senate,,D,Joe Donnelly,25,,,,,
Adams,Berne A,U.S. Senate,,L,Lucy M. Brenton,1,,,,,
Adams,Berne A,U.S. Senate,,,Write in,0,,,,,
Adams,Berne A,State Secretary,,R,Connie Lawson,161,,,,,
Adams,Berne A,State Secretary,,,Harper,7.91%,,,,,
Adams,Berne A,State Secretary,,,Rutherford,(L),,,,,
Adams,Berne A,State Auditor,,R,Tera Klutz,156,,,,,
Adams,Berne A,State Auditor,,D,Joselyn Whitticker,16,,,,,
Adams,Berne A,State Auditor,,L,John Schick,2,,,,,
Adams,Berne A,State Treasurer,,R,Kelly Mitchell,157,,,,,
Adams,Berne A,State Treasurer,,,C. Aguilera,9.77%,,,,,
Adams,Berne A,State Treasurer,,,Age 1 Of 3,(Election,,,,,
Adams,Berne A,State House,,R,Matthew S. Lehman,167,,,,,
Adams,Berne A,U.S. Senate,,R,Mike Braun,443,,,,,
Adams,Berne A,U.S. Senate,,D,Joe Donnelly,311,,,,,
Adams,Berne A,U.S. Senate,,,(l) Lucy M. Brenton,-,,,,,
Adams,Berne A,U.S. Senate,,,Write in,0,,,,,
Adams,Berne A,State Secretary,,,(r) Connie Lawson,495,,,,,
Adams,Berne A,State Secretary,,D,Jim Harper,251,,,,,
Adams,Berne A,State Secretary,,L,Mark W. Rutherford,40,,,,,
Adams,Berne A,State Secretary,,,Write in,0,,,,,
Adams,Berne A,State Auditor,,R,Tera Klutz,473,,,,,
Adams,Berne A,State Auditor,,,Joselyn Whitticker,273,,,,,
Adams,Berne A,State Auditor,,L,John Schick,37,,,,,
Adams,Berne A,State Treasurer,,R,Kelly Mitchell,503,,,,,
Adams,Berne A,State Treasurer,,D,John C. Aguilera,273,,,,,
Adams,Berne A,State Senate,,R,Travis Holdman,615,,,,,
Adams,Decatur 2,U.S. Senate,,R,Mike Braun,425,,,,,
Adams,Decatur 2,U.S. Senate,,D,Joe Donneu.y,325,,,,,
Adams,Decatur 2,U.S. Senate,,L,Lucy M. Brenton,46,,,,,
Adams,Decatur 2,U.S. Senate,,,Write in,1,,,,,
Adams,Decatur 2,State Secretary,,R,Connie Lawson,476,,,,,
Adams,Decatur 2,State Secretary,,,Jim Harper,269,,,,,
