county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Huntington,Jackson 2,State Treasurer,,R,Kelly Mitchell,463,,,,,
Huntington,Jackson 2,State Treasurer,,,(d) John C Agvilera,116,,,,,
Huntington,Jackson 2,U.S. House,3,R,Jim Banks,461,,,,,
Huntington,Jackson 2,U.S. House,3,,Courtney Tritch,123,,,,,
Huntington,Jackson 2,U.S. House,3,,Write in,1,,,,,
Huntington,Jackson 2,State Senate,,R,Travis Holdman,494,,,,,
Huntington,Jackson 2,State House,50,R,Daniel J. (dan) Leonard,475,,,,,
Huntington,Jackson 2,State House,50,,Jorge Fernandez,108,,,,,
Huntington,Jackson 2,State House,50,,Davin:glen Smith,503,,,,,
Huntington,Jackson 2,U.S. Senate,,R,Mike Braun,243,,,,,
Huntington,Jackson 2,U.S. Senate,,D,Joe Donnelly,150,,,,,
Huntington,Jackson 2,U.S. Senate,,L,Lucy M. Brenton,12,,,,,
Huntington,Jackson 2,U.S. Senate,,,Write in,1,,,,,
Huntington,Jackson 2,State Auditor,,,(l) John Schick,--,,,,,
Huntington,Jackson 2,State Treasurer,,R,Kelly Mitchell,267,,,,,
Huntington,Jackson 2,State Treasurer,,D,John C. Aguile(24,128,,,,,
Huntington,Jackson 2,U.S. House,3,,Banks,83.68%,,,,,
Huntington,Jackson 2,U.S. House,3,D,Courtney Witch,146,,,,,
Huntington,Jackson 2,U.S. House,3,,Write in,0,,,,,
Huntington,Jackson 2,State Senate,19,R,Travis Holdman,no,,,,,
Huntington,Jackson 2,U.S. Senate,,R,Mike Braun,220,,,,,
Huntington,Jackson 2,U.S. Senate,,D,Joe Donnelly,117,,,,,
Huntington,Jackson 2,U.S. Senate,,,Lucy M. Brenton,18,,,,,
Huntington,Jackson 2,U.S. Senate,,,Write in,0,,,,,
Huntington,Jackson 2,State Auditor,,R,Tera Klutz,251,,,,,
Huntington,Jackson 2,State Auditor,,D,Joselyn Whitticker,92,,,,,
Huntington,Jackson 2,State Auditor,,,Schick,9,,,,,
Huntington,Jackson 2,State Senate,19,,Travis 11oldman,284,,,,,
Huntington,Jackson 2,State House,50,R,Daniel .j. (dan) Leonard.,280,,,,,
Huntington,Jackson 2,State House,50,D,Jorge .fernandez,91,,,,,
Huntington,Jackson 2,U.S. Senate,,R,Mike Braun,393,,,,,
Huntington,Jackson 2,U.S. Senate,,D,Joe Donnelly,126,,,,,
Huntington,Jackson 2,U.S. Senate,,,Lucy M Brenton,20,,,,,
Huntington,Jackson 2,State Secretary,,R,Connie Lawson,409,,,,,
Huntington,Jackson 2,State Secretary,,,Harper,103,,,,,
Huntington,Jackson 2,State Secretary,,L,Mark W. Rutherford,21,,,,,
Huntington,Jackson 2,State Secretary,,,Write in,0,,,,,
Huntington,Jackson 2,State Auditor,,,Klutz,307,,,,,
Huntington,Jackson 2,State Auditor,,D,Joselyn Vvhitticker,100,,,,,
Huntington,Jackson 2,State Auditor,,L,John Schick,25,,,,,
Huntington,Jackson 2,State Auditor,,,Paqe 1 61 3,(Election,,,,,
Huntington,Jackson 2,State Treasurer,,R,Kelly Mitchell,422,,,,,
Huntington,Jackson 2,State Treasurer,,D,John C. Agu1lera,98,,,,,
Huntington,Jackson 2,U.S. House,3,R,Jim Banks,421,,,,,
Huntington,Jackson 2,U.S. House,3,D,Courtney Tritch,115,,,,,
Huntington,Jackson 2,U.S. House,3,,Write in,0,,,,,
Huntington,Jackson 2,State Senate,17,R,Andy Zay,426,,,,,
Huntington,Jackson 2,State Senate,17,D,Caryl. Snyder,1.02,,,,,
Huntington,Jackson 2,U.S. Senate,,R,Mike Braun,324,,,,,
Huntington,Jackson 2,U.S. Senate,,,Joe Donnelly,95,,,,,
Huntington,Jackson 2,U.S. Senate,,,M. Brenton,2.56%,,,,,
Huntington,Jackson 2,U.S. Senate,,,,0.00%,,,,,
Huntington,Jackson 2,State Secretary,,R,Connie Lavvson,354,,,,,
Huntington,Jackson 2,State Secretary,,,.jim Harper,.64,,,,,
Huntington,Jackson 2,State Secretary,,L,Mark W. Rutherford,7,,,,,
Huntington,Jackson 2,State Secretary,,,Write in,0,,,,,
