county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Hendricks,Middle 2,State Secretary,,D,Jim Harper,35,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,4,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,107,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,36,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,5,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,113,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,36,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,110,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,40,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,28,R,Jeffrey A Thompson,114,,,,,
Hendricks,Middle 2,State House,28,D,Harlan Vondersaar,36,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,451,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,135,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,16,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,490,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,101,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,12,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,481,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,104,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,10,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,496,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,101,,,,,
Hendricks,Middle 2,State Treasurer,,,11/6/20181 Pape 1 Of 3,f,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,483,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,117,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,28,R,Jeffrey A Thompson,487,,,,,
Hendricks,Middle 2,State House,28,D,Harlan Vondersaar,112,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,439,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,187,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,33,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write-in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,497,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,141,,,,,
Hendricks,Middle 2,State Secretary,,,(l) Mark W Rutherford,24,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,477,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,153,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,28,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,493,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,160,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,479,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,178,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,28,R,Jeffrey A Thompson,469,,,,,
Hendricks,Middle 2,State House,28,D,Harlan Vondersaar,185,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,375,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,194,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,25,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,420,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,152,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,17,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,405,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,160,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,19,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,417,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,165,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,404,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,182,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,1,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,410,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,172,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,275,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,376,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,26,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,311,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,338,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,24,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,1,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,306,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,343,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,21,,,,,
Hendricks,Middle 2,State Treasurer,,,(r) Kelly Mitchell,0,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,347,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,293,,,,,
Hendricks,Middle 2,U.S. House,4,D,1061 Beck,376,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,1,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,305,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,365,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,355,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,418,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,37,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,403,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,380,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,22,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,390,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,389,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,18,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,409,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,391,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,390,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,413,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,387,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,415,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,273,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,365,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,34,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,309,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,341,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,19,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,297,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,340,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,29,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,314,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,348,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,296,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,369,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,1,,,,,
Hendricks,Middle 2,U.S. Senate,,,Mike Braun,245,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,328,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,26,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,267,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,302,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,24,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,1,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,268,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,304,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,25,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,276,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,312,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,264,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,330,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,258,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,334,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,349,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,181,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,14,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,1,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,387,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,143,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,10,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,373,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,142,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,19,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,383,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,151,,,,,
Hendricks,Middle 2,State Treasurer,,,Page 1 Of 3,(Election,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,363,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,175,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,374,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,165,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,588,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,365,,,,,
Hendricks,Middle 2,U.S. Senate,,,Lucy M Brenton,22,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,652,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,289,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,29,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,624,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,310,,,,,
Hendricks,Middle 2,State Auditor,,,John Schick,23,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,652,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,303,,,,,
Hendricks,Middle 2,State Treasurer,,,11/6/20181 Page 1 Of 4,I,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,626,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,339,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,623,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,344,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,562,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,262,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,28,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,1,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,621,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,205,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,23,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,611,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,203,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,27,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,630,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,210,,,,,
Hendricks,Middle 2,State Treasurer,,,Page 1 O13,fElection,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,607,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,242,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,602,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,241,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,386,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,284,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,37,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,418,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,251,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,34,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,404,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,259,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,34,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,440,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,259,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,413,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,289,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,419,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,282,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,310,,,,,
Hendricks,Middle 2,U.S. Senate,,,Joe Donnelly,210,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,17,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,358,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,151,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,22,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,347,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,156,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,21,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,357,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,165,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,331,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,191,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,1,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,336,,,,,
Hendricks,Middle 2,State House,40,,Callen,36.24%,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,238,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,145,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,18,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,286,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,104,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,7,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,1,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,262,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,121,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,14,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,278,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,120,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,261,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,135,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,264,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,135,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,469,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,278,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,26,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,1,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,519,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,220,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,30,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,1,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,501,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker ',230,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,34,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,523,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,241,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,502,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,262,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,497,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,267,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,246,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,135,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,13,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,277,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,110,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,4,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,266,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,110,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,8,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,275,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,108,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,268,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,118,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,269,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,121,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,505,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,379,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,37,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,1,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,570,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,312,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,29,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,1,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,561,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,314,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,24,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,580,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,324,,,,,
Hendricks,Middle 2,State Treasurer,,,Page 1 Of 4,fElection,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,551,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,359,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,562,,,,,
Hendricks,Middle 2,State House,40,,Callen,37.97%,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,335,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,287,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,22,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,378,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,244,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,17,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,382,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,235,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,18,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,381,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,248,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,364,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,271,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,2,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,360,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,277,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,494,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,205,,,,,
Hendricks,Middle 2,U.S. Senate,,L,Lucy M Brenton,26,,,,,
Hendricks,Middle 2,U.S. Senate,,,Write in,0,,,,,
Hendricks,Middle 2,State Secretary,,R,Connie Lawson,555,,,,,
Hendricks,Middle 2,State Secretary,,D,Jim Harper,148,,,,,
Hendricks,Middle 2,State Secretary,,L,Mark W Rutherford,17,,,,,
Hendricks,Middle 2,State Secretary,,,Write in,0,,,,,
Hendricks,Middle 2,State Auditor,,R,Tera Klutz,535,,,,,
Hendricks,Middle 2,State Auditor,,D,Joselyn Whitticker,161,,,,,
Hendricks,Middle 2,State Auditor,,L,John Schick,21,,,,,
Hendricks,Middle 2,State Treasurer,,R,Kelly Mitchell,554,,,,,
Hendricks,Middle 2,State Treasurer,,D,John C Aguilera,161,,,,,
Hendricks,Middle 2,U.S. House,4,R,Jim Baird,525,,,,,
Hendricks,Middle 2,U.S. House,4,D,Tobi Beck,190,,,,,
Hendricks,Middle 2,U.S. House,4,,Write in,0,,,,,
Hendricks,Middle 2,State House,40,R,Gregory E Steuerwald,538,,,,,
Hendricks,Middle 2,State House,40,D,Mechelle Callen,186,,,,,
Hendricks,Middle 2,U.S. Senate,,R,Mike Braun,243,,,,,
Hendricks,Middle 2,U.S. Senate,,D,Joe Donnelly,318,,,,,
