county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Jefferson,Hanover 2a,U.S. Senate,,R,Mike Braun,163,,,,,
Jefferson,Hanover 2a,U.S. Senate,,D,Joe Donnelly,176,,,,,
Jefferson,Hanover 2a,U.S. Senate,,L,Lucy M. Brenton,23,,,,,
Jefferson,Hanover 2a,U.S. Senate,,,Write-in,0,,,,,
Jefferson,Hanover 2a,State Secretary,,R,Connie Lawson,172,,,,,
Jefferson,Hanover 2a,State Secretary,,D,Jim Harper,166,,,,,
Jefferson,Hanover 2a,State Secretary,,L,Mark W. Rutherford,15,,,,,
Jefferson,Hanover 2a,State Secretary,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Auditor,,R,Tera Klutz,166,,,,,
Jefferson,Hanover 2a,State Auditor,,D,Joselyn Whitticker,173,,,,,
Jefferson,Hanover 2a,State Auditor,,L,John Schick,14,,,,,
Jefferson,Hanover 2a,State Treasurer,,R,Kelly Mitchell,180,,,,,
Jefferson,Hanover 2a,State Treasurer,,D,John C. Aguilera,170,,,,,
Jefferson,Hanover 2a,U.S. House,,R,Greg Pence,172,,,,,
Jefferson,Hanover 2a,U.S. House,,D,Jeannine Lee Lake,174,,,,,
Jefferson,Hanover 2a,U.S. House,,L,Tom Ferkinhoff,8,,,,,
Jefferson,Hanover 2a,U.S. House,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Senate,,R,Chris Galen,181,,,,,
Jefferson,Hanover 2a,State Senate,,D,John Perkins,166,,,,,
Jefferson,Hanover 2a,State Senate,,L,Charles Johnson,11,,,,,
Jefferson,Hanover 2a,U.S. Senate,,R,Mike Braun,357,,,,,
Jefferson,Hanover 2a,U.S. Senate,,D,Joe Donnelly,153,,,,,
Jefferson,Hanover 2a,U.S. Senate,,L,Lucy M. Brenton,25,,,,,
Jefferson,Hanover 2a,U.S. Senate,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Secretary,,R,Connie Lawson,372,,,,,
Jefferson,Hanover 2a,State Secretary,,D,Jim Harper,150,,,,,
Jefferson,Hanover 2a,State Secretary,,L,Mark W. Rutherford,10,,,,,
Jefferson,Hanover 2a,State Secretary,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Auditor,,R,Tera Klutz,354,,,,,
Jefferson,Hanover 2a,State Auditor,,D,Joselyn Whitticker,157,,,,,
Jefferson,Hanover 2a,State Auditor,,L,John Schick,14,,,,,
Jefferson,Hanover 2a,State Treasurer,,R,Kelly Mitchell,373,,,,,
Jefferson,Hanover 2a,State Treasurer,,D,John C. Aguilera,153,,,,,
Jefferson,Hanover 2a,U.S. House,,R,Greg Pence,371,,,,,
Jefferson,Hanover 2a,U.S. House,,D,Jeannine Lee Lake,160,,,,,
Jefferson,Hanover 2a,U.S. House,,L,Tom Ferkinhoff,6,,,,,
Jefferson,Hanover 2a,U.S. House,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Senate,,R,Chris Gaden,366,,,,,
Jefferson,Hanover 2a,State Senate,,D,John Perkins,154,,,,,
Jefferson,Hanover 2a,State Senate,,L,Charles Johnson,15,,,,,
Jefferson,Hanover 2a,U.S. Senate,,R,Mike Braun,435,,,,,
Jefferson,Hanover 2a,U.S. Senate,,D,Joe Donnelly,185,,,,,
Jefferson,Hanover 2a,U.S. Senate,,L,Lucy M. Brenton,34,,,,,
Jefferson,Hanover 2a,U.S. Senate,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Secretary,,R,Connie Lawson,445,,,,,
Jefferson,Hanover 2a,State Secretary,,D,Jim Harper,171,,,,,
Jefferson,Hanover 2a,State Secretary,,L,Mark W. Rutherford,28,,,,,
Jefferson,Hanover 2a,State Secretary,,,Write in,1,,,,,
Jefferson,Hanover 2a,State Auditor,,R,Tera Klutz,429,,,,,
Jefferson,Hanover 2a,State Auditor,,D,Joselyn Whitticker,182,,,,,
Jefferson,Hanover 2a,State Auditor,,L,John Schick,29,,,,,
Jefferson,Hanover 2a,State Treasurer,,R,Kelly Mitchell,465,,,,,
Jefferson,Hanover 2a,State Treasurer,,D,John C. Aguilera,173,,,,,
Jefferson,Hanover 2a,U.S. House,,R,Greg Pence,450,,,,,
Jefferson,Hanover 2a,U.S. House,,D,Jeannine Lee Lake,178,,,,,
Jefferson,Hanover 2a,U.S. House,,L,Tom Ferkinhoff,22,,,,,
Jefferson,Hanover 2a,U.S. House,,,Write in,0,,,,,
Jefferson,Hanover 2a,State Senate,,R,Chris Garten,444,,,,,
Jefferson,Hanover 2a,State Senate,,D,John Perkins,180,,,,,
Jefferson,Hanover 2a,State Senate,,L,Charles Johnson,25,,,,,
Jefferson,Hanover 2a,U.S. Senate,,R,Mike Braun,439,,,,,
