county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Delaware,Precinct 04,U.S. House,6,R,Greg Pence,156,,,,,
Delaware,Precinct 04,U.S. House,6,L,Tom Ferkinhoff,19,,,,,
Delaware,Precinct 04,U.S. House,6,,Write-in,0,,,,,
Delaware,Precinct 04,State Senate,25,,,Senator,,,,,
Delaware,Precinct 04,State Senate,25,R,Zaki Ali,189,,,,,
Delaware,Precinct 04,State Senate,25,D,Tim Lanane,314,,,,,
Delaware,Precinct 04,State Senate,25,L,Robert Q. Jozwiak,17,,,,,
Delaware,Precinct 04,State House,34,R,No Candidate Filed,0,,,,,
Delaware,Precinct 04,State House,34,D,Sue Errington,405,,,,,
Delaware,Precinct 04,U.S. Senate,,R,Mike Bftaun,8,,,,,
Delaware,Precinct 04,U.S. Senate,,D,Joe Donnelly,2,,,,,
Delaware,Precinct 04,U.S. Senate,,L,Lucy M. Brenton,0,,,,,
Delaware,Precinct 04,U.S. Senate,,,Write in,0,,,,,
Delaware,Precinct 04,State Secretary,,R,Connie Lawson,8,,,,,
Delaware,Precinct 04,State Secretary,,D,Jim Harper,2,,,,,
Delaware,Precinct 04,State Secretary,,L,Mark W. Rutherford,0,,,,,
Delaware,Precinct 04,State Secretary,,,Write in,0,,,,,
Delaware,Precinct 04,State Auditor,,R,Tera Klutz,7,,,,,
Delaware,Precinct 04,State Auditor,,D,Joselyn Whitticker,3,,,,,
Delaware,Precinct 04,State Auditor,,L,John Schick,0,,,,,
Delaware,Precinct 04,State Treasurer,,R,Kelly Mitchell,8,,,,,
Delaware,Precinct 04,State Treasurer,,D,John C. Aguilera,2,,,,,
Delaware,Precinct 05,U.S. House,6,R,Greg Pence,7,,,,,
Delaware,Precinct 05,U.S. House,6,D,Jeannine Lee Lake,3,,,,,
Delaware,Precinct 05,U.S. House,6,L,Tom Ferkinhoff,0,,,,,
Delaware,Precinct 05,U.S. House,6,,Write in,0,,,,,
Delaware,Precinct 05,State Senate,25,R,Zaki Ali,7,,,,,
Delaware,Precinct 05,State Senate,25,D,Tim Lanane,3,,,,,
Delaware,Precinct 05,State Senate,25,L,Robert Q. Jozwiak,0,,,,,
Delaware,Precinct 05,State House,35,R,Ben W. Fisher,6,,,,,
Delaware,Precinct 05,State House,35,D,Melanie M. Wright,4,,,,,
Delaware,Precinct 05,U.S. Senate,,R,Mike Braun,86,,,,,
Delaware,Precinct 05,U.S. Senate,,D,Joe Donnelly,341,,,,,
Delaware,Precinct 05,U.S. Senate,,L,Lucy M. Brenton,30,,,,,
Delaware,Precinct 05,U.S. Senate,,,Write in,0,,,,,
Delaware,Precinct 05,State Secretary,,R,Connie Lawson,103,,,,,
Delaware,Precinct 05,State Secretary,,D,Jim Harper,318,,,,,
Delaware,Precinct 05,State Secretary,,L,Mark W. Rutherford,27,,,,,
Delaware,Precinct 05,State Secretary,,,Write in,8,,,,,
Delaware,Precinct 05,State Auditor,,R,Tera Klutz,108,,,,,
Delaware,Precinct 05,State Auditor,,D,Joselyn Whitticker,317,,,,,
Delaware,Precinct 05,State Auditor,,L,John Schick,17,,,,,
Delaware,Precinct 05,State Treasurer,,R,Kelly Mitchell,124,,,,,
Delaware,Precinct 05,State Treasurer,,D,John C. Aguilera,318,,,,,
Delaware,Precinct 05,State Treasurer,,,Page 1 Of 3,Election,,,,,
Delaware,Precinct 05,U.S. House,6,R,Greg Pence,90,,,,,
Delaware,Precinct 05,U.S. House,6,D,Jeannine Lee Lake,347,,,,,
Delaware,Precinct 05,U.S. House,6,L,Tom Ferkinhoff,15,,,,,
Delaware,Precinct 05,U.S. House,6,,Write in,1,,,,,
Delaware,Precinct 05,U.S. House,6,R,Zaki Ali,100,,,,,
Delaware,Precinct 05,U.S. House,6,D,Tim Lanane,335,,,,,
Delaware,Precinct 05,U.S. House,6,L,Robert Q. Jozwiak,21,,,,,
Delaware,Precinct 05,State House,34,R,No Candidate Filed,0,,,,,
Delaware,Precinct 05,State House,34,D,Sue Errington,385,,,,,
Delaware,Precinct 05,U.S. Senate,,R,Mike Braun,136,,,,,
Delaware,Precinct 05,U.S. Senate,,D,Joe Donnelly,250,,,,,
Delaware,Precinct 05,U.S. Senate,,L,Lucy M. Brenton,30,,,,,
Delaware,Precinct 05,U.S. Senate,,,Write in,0,,,,,
Delaware,Precinct 05,State Secretary,,R,Connie Lawson,161,,,,,
Delaware,Precinct 05,State Secretary,,D,Jim Harper,227,,,,,
