county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Clay,Brazil 6,State Treasurer,,,Write in,0,,,,,
Clay,Brazil 6,U.S. House,8,R,Larry D Bucshon,145,,,,,
Clay,Brazil 6,U.S. House,8,D,William Tanoos,56,,,,,
Clay,Brazil 6,U.S. House,8,,Write in,1,,,,,
Clay,Brazil 6,State Senate,38,R,Jon Ford,131,,,,,
Clay,Brazil 6,State Senate,38,D,Chris Gambill,70,,,,,
Clay,Brazil 6,State House,42,R,Alan Morrison,122,,,,,
Clay,Brazil 6,State House,42,D,Evelyn Brown,82,,,,,
Clay,Cass,U.S. Senate,,R,Mike Braun,72,,,,,
Clay,Cass,U.S. Senate,,D,Joe Donnelly,24,,,,,
Clay,Cass,U.S. Senate,,L,Lucy M Brenton,6,,,,,
Clay,Cass,U.S. Senate,,,Write in,0,,,,,
Clay,Cass,State Secretary,,R,Connie Lawson,77,,,,,
Clay,Cass,State Secretary,,D,Jim Harper,22,,,,,
Clay,Cass,State Secretary,,L,Mark W Rutherford,3,,,,,
Clay,Cass,State Secretary,,,Write in,0,,,,,
Clay,Cass,State Auditor,,R,Tera Klutz,73,,,,,
Clay,Cass,State Auditor,,D,Joselyn Whitticker,25,,,,,
Clay,Cass,State Auditor,,L,John Schick,3,,,,,
Clay,Cass,State Auditor,,,Write in,0,,,,,
Clay,Cass,State Treasurer,,R,Kelly Mitchell,76,,,,,
Clay,Cass,State Treasurer,,D,John C Aguilera,24,,,,,
Clay,Cass,State Treasurer,,,Write in,0,,,,,
Clay,Cass,U.S. House,8,R,Larry D Bucshon,75,,,,,
Clay,Cass,U.S. House,8,D,William Tanoos,25,,,,,
Clay,Cass,U.S. House,8,,Write in,0,,,,,
Clay,Cass,State Senate,38,R,Jon Ford,69,,,,,
Clay,Cass,State Senate,38,D,Chris Gambill,31,,,,,
Clay,Cass,State House,44,R,Beau Baird,73,,,,,
Clay,Cass,State House,44,D,Kimberly Anne Fidler,27,,,,,
Clay,Dick Johnson,U.S. Senate,,R,Mike Braun,402,,,,,
Clay,Dick Johnson,U.S. Senate,,D,Joe Donnelly,117,,,,,
Clay,Dick Johnson,U.S. Senate,,L,Lucy M Brenton,21,,,,,
Clay,Dick Johnson,U.S. Senate,,,Write in,0,,,,,
Clay,Dick Johnson,State Secretary,,R,Connie Lawson,405,,,,,
Clay,Dick Johnson,State Secretary,,D,Jim Harper,108,,,,,
Clay,Dick Johnson,State Secretary,,L,Mark W Rutherford,18,,,,,
Clay,Dick Johnson,State Secretary,,,Write in,0,,,,,
Clay,Dick Johnson,State Auditor,,R,Tera Klutz,399,,,,,
Clay,Dick Johnson,State Auditor,,D,Joselyn Whitticker,108,,,,,
Clay,Dick Johnson,State Auditor,,L,John Schick,14,,,,,
Clay,Dick Johnson,State Auditor,,,Write in,0,,,,,
Clay,Dick Johnson,State Treasurer,,R,Kelly Mitchell,423,,,,,
Clay,Dick Johnson,State Treasurer,,D,John C Aguilera,98,,,,,
Clay,Dick Johnson,State Treasurer,,,Write in,0,,,,,
Clay,Dick Johnson,U.S. House,8,R,Larry D Bucshon,437,,,,,
Clay,Dick Johnson,U.S. House,8,D,William Tanoos,103,,,,,
Clay,Dick Johnson,U.S. House,8,,Write in,0,,,,,
Clay,Dick Johnson,State Senate,38,R,Jon Ford,399,,,,,
Clay,Dick Johnson,State Senate,38,D,Chris Gambill,138,,,,,
Clay,Dick Johnson,State House,42,R,Alan Morrison,383,,,,,
Clay,Dick Johnson,State House,42,D,Evelyn Brown,157,,,,,
Clay,Harrison 1,U.S. Senate,,R,Mike Braun,241,,,,,
Clay,Harrison 1,U.S. Senate,,D,Joe Donnelly,101,,,,,
Clay,Harrison 1,U.S. Senate,,L,Lucy M Brenton,23,,,,,
Clay,Harrison 1,U.S. Senate,,,Write in,1,,,,,
Clay,Harrison 1,State Secretary,,R,Connie Lawson,274,,,,,
Clay,Harrison 1,State Secretary,,D,Jim Harper,76,,,,,
Clay,Harrison 1,State Secretary,,L,Mark W Rutherford,9,,,,,
Clay,Harrison 1,State Secretary,,,Write in,0,,,,,
Clay,Harrison 1,State Auditor,,R,Tera Klutz,248,,,,,
Clay,Harrison 1,State Auditor,,D,Joselyn Whitticker,91,,,,,
Clay,Harrison 1,State Auditor,,L,John Schick,14,,,,,
Clay,Harrison 1,State Auditor,,,Write in,0,,,,,
Clay,Harrison 1,State Treasurer,,R,Kelly Mitchell,267,,,,,
Clay,Harrison 1,State Treasurer,,D,John C Aguilera,89,,,,,
Clay,Harrison 1,State Treasurer,,,Write in,0,,,,,
Clay,Harrison 1,U.S. House,8,R,Larry D Bucshon,284,,,,,
Clay,Harrison 1,U.S. House,8,D,William Tanoos,83,,,,,
Clay,Harrison 1,U.S. House,8,,Write in,0,,,,,
Clay,Harrison 1,State Senate,39,R,Eric S Bassler,303,,,,,
Clay,Harrison 1,State Senate,39,D,No Candidate Filed,0,,,,,
Clay,Harrison 1,State House,46,R,Bob Heaton,273,,,,,
Clay,Harrison 1,State House,46,D,E Thomasina Marsili,88,,,,,
Clay,Harrison 2,U.S. Senate,,R,Mike Braun,351,,,,,
Clay,Harrison 2,U.S. Senate,,D,Joe Donnelly,97,,,,,
Clay,Harrison 2,U.S. Senate,,L,Lucy M Brenton,18,,,,,
Clay,Harrison 2,U.S. Senate,,,Write in,1,,,,,
Clay,Harrison 2,State Secretary,,R,Connie Lawson,368,,,,,
Clay,Harrison 2,State Secretary,,D,Jim Harper,84,,,,,
Clay,Harrison 2,State Secretary,,L,Mark W Rutherford,7,,,,,
Clay,Harrison 2,State Secretary,,,Write in,0,,,,,
Clay,Harrison 2,State Auditor,,R,Tera Klutz,344,,,,,
Clay,Harrison 2,State Auditor,,D,Joselyn Whitticker,95,,,,,
Clay,Harrison 2,State Auditor,,L,John Schick,15,,,,,
Clay,Harrison 2,State Auditor,,,Write in,0,,,,,
Clay,Harrison 2,State Treasurer,,R,Kelly Mitchell,366,,,,,
Clay,Harrison 2,State Treasurer,,D,John C Aguilera,85,,,,,
Clay,Harrison 2,State Treasurer,,,Write in,0,,,,,
Clay,Harrison 2,U.S. House,8,R,Larry D Bucshon,397,,,,,
Clay,Harrison 2,U.S. House,8,D,William Tanoos,67,,,,,
Clay,Harrison 2,U.S. House,8,,Write in,1,,,,,
Clay,Harrison 2,State Senate,39,R,Eric S Bassler,424,,,,,
Clay,Harrison 2,State Senate,39,D,No Candidate Filed,0,,,,,
Clay,Harrison 2,State House,46,R,Bob Heaton,388,,,,,
Clay,Harrison 2,State House,46,D,E Thomasina Marsili,83,,,,,
Clay,Jackson 1,U.S. Senate,,R,Mike Braun,272,,,,,
Clay,Jackson 1,U.S. Senate,,D,Joe Donnelly,88,,,,,
Clay,Jackson 1,U.S. Senate,,L,Lucy M Brenton,22,,,,,
Clay,Jackson 1,U.S. Senate,,,Write in,1,,,,,
Clay,Jackson 1,State Secretary,,R,Connie Lawson,283,,,,,
Clay,Jackson 1,State Secretary,,D,Jim Harper,83,,,,,
Clay,Jackson 1,State Secretary,,L,Mark W Rutherford,12,,,,,
Clay,Jackson 1,State Secretary,,,Write in,0,,,,,
Clay,Jackson 1,State Auditor,,R,Tera Klutz,271,,,,,
Clay,Jackson 1,State Auditor,,D,Joselyn Whitticker,86,,,,,
Clay,Jackson 1,State Auditor,,L,John Schick,9,,,,,
Clay,Jackson 1,State Auditor,,,Write in,0,,,,,
Clay,Jackson 1,State Treasurer,,R,Kelly Mitchell,285,,,,,
Clay,Jackson 1,State Treasurer,,D,John C Aguilera,83,,,,,
Clay,Jackson 1,State Treasurer,,,Write in,0,,,,,
Clay,Jackson 1,U.S. House,8,R,Larry D Bucshon,302,,,,,
Clay,Jackson 1,U.S. House,8,D,William Tanoos,75,,,,,
Clay,Jackson 1,U.S. House,8,,Write in,0,,,,,
Clay,Jackson 1,State Senate,38,R,Jon Ford,276,,,,,
Clay,Jackson 1,State Senate,38,D,Chris Gambill,102,,,,,
Clay,Jackson 1,State House,44,R,Beau Baird,274,,,,,
Clay,Jackson 1,State House,44,D,Kimberly Anne Fidler,102,,,,,
Clay,Jackson 2,U.S. Senate,,R,Mike Braun,463,,,,,
Clay,Jackson 2,U.S. Senate,,D,Joe Donnelly,196,,,,,
Clay,Jackson 2,U.S. Senate,,L,Lucy M Brenton,23,,,,,
Clay,Jackson 2,U.S. Senate,,,Write in,0,,,,,
Clay,Jackson 2,State Secretary,,R,Connie Lawson,485,,,,,
Clay,Jackson 2,State Secretary,,D,Jim Harper,169,,,,,
Clay,Jackson 2,State Secretary,,L,Mark W Rutherford,20,,,,,
Clay,Jackson 2,State Secretary,,,Write in,0,,,,,
Clay,Jackson 2,State Auditor,,R,Tera Klutz,481,,,,,
Clay,Jackson 2,State Auditor,,D,Joselyn Whitticker,168,,,,,
Clay,Jackson 2,State Auditor,,L,John Schick,19,,,,,
Clay,Jackson 2,State Auditor,,,Write in,0,,,,,
Clay,Jackson 2,State Treasurer,,R,Kelly Mitchell,500,,,,,
Clay,Jackson 2,State Treasurer,,D,John C Aguilera,165,,,,,
Clay,Jackson 2,State Treasurer,,,Write in,0,,,,,
Clay,Jackson 2,U.S. House,8,R,Larry D Bucshon,521,,,,,
Clay,Jackson 2,U.S. House,8,D,William Tanoos,157,,,,,
Clay,Jackson 2,U.S. House,8,,Write in,0,,,,,
Clay,Jackson 2,State Senate,38,R,Jon Ford,493,,,,,
Clay,Jackson 2,State Senate,38,D,Chris Gambill,188,,,,,
Clay,Jackson 2,State House,44,R,Beau Baird,475,,,,,
Clay,Jackson 2,State House,44,D,Kimberly Anne Fidler,196,,,,,
Clay,Jackson 3,U.S. Senate,,R,Mike Braun,141,,,,,
Clay,Jackson 3,U.S. Senate,,D,Joe Donnelly,81,,,,,
Clay,Jackson 3,U.S. Senate,,L,Lucy M Brenton,12,,,,,
Clay,Jackson 3,U.S. Senate,,,Write in,0,,,,,
Clay,Jackson 3,State Secretary,,R,Connie Lawson,157,,,,,
Clay,Jackson 3,State Secretary,,D,Jim Harper,69,,,,,
Clay,Jackson 3,State Secretary,,L,Mark W Rutherford,9,,,,,
Clay,Jackson 3,State Secretary,,,Write in,0,,,,,
Clay,Jackson 3,State Auditor,,R,Tera Klutz,151,,,,,
Clay,Jackson 3,State Auditor,,D,Joselyn Whitticker,66,,,,,
Clay,Jackson 3,State Auditor,,L,John Schick,9,,,,,
Clay,Jackson 3,State Auditor,,,Write in,0,,,,,
Clay,Jackson 3,State Treasurer,,R,Kelly Mitchell,154,,,,,
Clay,Jackson 3,State Treasurer,,D,John C Aguilera,73,,,,,
Clay,Jackson 3,State Treasurer,,,Write in,0,,,,,
Clay,Jackson 3,U.S. House,8,R,Larry D Bucshon,173,,,,,
Clay,Jackson 3,U.S. House,8,D,William Tanoos,66,,,,,
Clay,Jackson 3,U.S. House,8,,Write in,0,,,,,
Clay,Jackson 3,State Senate,38,R,Jon Ford,158,,,,,
Clay,Jackson 3,State Senate,38,D,Chris Gambill,78,,,,,
Clay,Jackson 3,State House,44,R,Beau Baird,157,,,,,
Clay,Jackson 3,State House,44,D,Kimberly Anne Fidler,76,,,,,
Clay,Lewis,U.S. Senate,,R,Mike Braun,354,,,,,
Clay,Lewis,U.S. Senate,,D,Joe Donnelly,145,,,,,
Clay,Lewis,U.S. Senate,,L,Lucy M Brenton,19,,,,,
Clay,Lewis,U.S. Senate,,,Write in,0,,,,,
Clay,Lewis,State Secretary,,R,Connie Lawson,377,,,,,
Clay,Lewis,State Secretary,,D,Jim Harper,126,,,,,
Clay,Lewis,State Secretary,,L,Mark W Rutherford,13,,,,,
Clay,Lewis,State Secretary,,,Write in,2,,,,,
Clay,Lewis,State Auditor,,R,Tera Klutz,359,,,,,
Clay,Lewis,State Auditor,,D,Joselyn Whitticker,128,,,,,
Clay,Lewis,State Auditor,,L,John Schick,16,,,,,
Clay,Lewis,State Auditor,,,Write in,0,,,,,
Clay,Lewis,State Treasurer,,R,Kelly Mitchell,387,,,,,
Clay,Lewis,State Treasurer,,D,John C Aguilera,111,,,,,
Clay,Lewis,State Treasurer,,,Write in,1,,,,,
Clay,Lewis,U.S. House,8,R,Larry D Bucshon,408,,,,,
Clay,Lewis,U.S. House,8,D,William Tanoos,113,,,,,
Clay,Lewis,U.S. House,8,,Write in,0,,,,,
Clay,Lewis,State Senate,39,R,Eric S Bassler,423,,,,,
Clay,Lewis,State Senate,39,D,No Candidate Filed,0,,,,,
Clay,Lewis,State House,46,R,Bob Heaton,393,,,,,
Clay,Lewis,State House,46,D,E Thomasina Marsili,125,,,,,
Clay,Perry,U.S. Senate,,R,Mike Braun,299,,,,,
Clay,Perry,U.S. Senate,,D,Joe Donnelly,89,,,,,
Clay,Perry,U.S. Senate,,L,Lucy M Brenton,15,,,,,
Clay,Perry,U.S. Senate,,,Write in,0,,,,,
Clay,Perry,State Secretary,,R,Connie Lawson,309,,,,,
Clay,Perry,State Secretary,,D,Jim Harper,83,,,,,
Clay,Perry,State Secretary,,L,Mark W Rutherford,7,,,,,
Clay,Perry,State Secretary,,,Write in,0,,,,,
Clay,Perry,State Auditor,,R,Tera Klutz,304,,,,,
Clay,Perry,State Auditor,,D,Joselyn Whitticker,77,,,,,
Clay,Perry,State Auditor,,L,John Schick,8,,,,,
Clay,Perry,State Auditor,,,Write in,0,,,,,
Clay,Perry,State Treasurer,,R,Kelly Mitchell,310,,,,,
Clay,Perry,State Treasurer,,D,John C Aguilera,78,,,,,
Clay,Perry,State Treasurer,,,Write in,0,,,,,
Clay,Perry,U.S. House,8,R,Larry D Bucshon,334,,,,,
Clay,Perry,U.S. House,8,D,William Tanoos,69,,,,,
Clay,Perry,U.S. House,8,,Write in,0,,,,,
Clay,Perry,State Senate,39,R,Eric S Bassler,349,,,,,
Clay,Perry,State Senate,39,D,No Candidate Filed,0,,,,,
Clay,Perry,State House,46,R,Bob Heaton,311,,,,,
Clay,Perry,State House,46,D,E Thomasina Marsili,85,,,,,
Clay,Posey 1,U.S. Senate,,R,Mike Braun,376,,,,,
Clay,Posey 1,U.S. Senate,,D,Joe Donnelly,178,,,,,
Clay,Posey 1,U.S. Senate,,L,Lucy M Brenton,22,,,,,
Clay,Posey 1,U.S. Senate,,,Write in,0,,,,,
Clay,Posey 1,State Secretary,,R,Connie Lawson,387,,,,,
Clay,Posey 1,State Secretary,,D,Jim Harper,164,,,,,
Clay,Posey 1,State Secretary,,L,Mark W Rutherford,18,,,,,
Clay,Posey 1,State Secretary,,,Write in,0,,,,,
Clay,Posey 1,State Auditor,,R,Tera Klutz,365,,,,,
Clay,Posey 1,State Auditor,,D,Joselyn Whitticker,174,,,,,
Clay,Posey 1,State Auditor,,L,John Schick,17,,,,,
Clay,Posey 1,State Auditor,,,Write in,0,,,,,
Clay,Posey 1,State Treasurer,,R,Kelly Mitchell,391,,,,,
Clay,Posey 1,State Treasurer,,D,John C Aguilera,166,,,,,
Clay,Posey 1,State Treasurer,,,Write in,0,,,,,
Clay,Posey 1,U.S. House,8,R,Larry D Bucshon,424,,,,,
Clay,Posey 1,U.S. House,8,D,William Tanoos,152,,,,,
Clay,Posey 1,U.S. House,8,,Write in,1,,,,,
Clay,Posey 1,State Senate,38,R,Jon Ford,397,,,,,
Clay,Posey 1,State Senate,38,D,Chris Gambill,179,,,,,
Clay,Posey 1,State House,42,R,Alan Morrison,368,,,,,
Clay,Posey 1,State House,42,D,Evelyn Brown,206,,,,,
Clay,Posey 2,U.S. Senate,,R,Mike Braun,200,,,,,
Clay,Posey 2,U.S. Senate,,D,Joe Donnelly,72,,,,,
Clay,Posey 2,U.S. Senate,,L,Lucy M Brenton,9,,,,,
Clay,Posey 2,U.S. Senate,,,Write in,0,,,,,
Clay,Posey 2,State Secretary,,R,Connie Lawson,202,,,,,
Clay,Posey 2,State Secretary,,D,Jim Harper,66,,,,,
Clay,Posey 2,State Secretary,,L,Mark W Rutherford,10,,,,,
Clay,Posey 2,State Secretary,,,Write in,0,,,,,
Clay,Posey 2,State Auditor,,R,Tera Klutz,184,,,,,
Clay,Posey 2,State Auditor,,D,Joselyn Whitticker,71,,,,,
Clay,Posey 2,State Auditor,,L,John Schick,12,,,,,
Clay,Posey 2,State Auditor,,,Write in,0,,,,,
Clay,Posey 2,State Treasurer,,R,Kelly Mitchell,201,,,,,
Clay,Posey 2,State Treasurer,,D,John C Aguilera,66,,,,,
Clay,Posey 2,State Treasurer,,,Write in,1,,,,,
Clay,Posey 2,U.S. House,8,R,Larry D Bucshon,214,,,,,
Clay,Posey 2,U.S. House,8,D,William Tanoos,67,,,,,
Clay,Posey 2,U.S. House,8,,Write in,0,,,,,
Clay,Posey 2,State Senate,38,R,Jon Ford,194,,,,,
Clay,Posey 2,State Senate,38,D,Chris Gambill,86,,,,,
Clay,Posey 2,State House,42,R,Alan Morrison,182,,,,,
Clay,Posey 2,State House,42,D,Evelyn Brown,96,,,,,
Clay,Posey 3,U.S. Senate,,R,Mike Braun,406,,,,,
Clay,Posey 3,U.S. Senate,,D,Joe Donnelly,200,,,,,
Clay,Posey 3,U.S. Senate,,L,Lucy M Brenton,31,,,,,
Clay,Posey 3,U.S. Senate,,,Write in,0,,,,,
Clay,Posey 3,State Secretary,,R,Connie Lawson,436,,,,,
Clay,Posey 3,State Secretary,,D,Jim Harper,170,,,,,
Clay,Posey 3,State Secretary,,L,Mark W Rutherford,25,,,,,
Clay,Posey 3,State Secretary,,,Write in,0,,,,,
Clay,Posey 3,State Auditor,,R,Tera Klutz,426,,,,,
Clay,Posey 3,State Auditor,,D,Joselyn Whitticker,169,,,,,
Clay,Posey 3,State Auditor,,L,John Schick,20,,,,,
Clay,Posey 3,State Auditor,,,Write in,0,,,,,
Clay,Posey 3,State Treasurer,,R,Kelly Mitchell,449,,,,,
Clay,Posey 3,State Treasurer,,D,John C Aguilera,168,,,,,
Clay,Posey 3,State Treasurer,,,Write in,0,,,,,
Clay,Posey 3,U.S. House,8,R,Larry D Bucshon,466,,,,,
Clay,Posey 3,U.S. House,8,D,William Tanoos,168,,,,,
Clay,Posey 3,U.S. House,8,,Write in,0,,,,,
Clay,Posey 3,State Senate,38,R,Jon Ford,435,,,,,
Clay,Posey 3,State Senate,38,D,Chris Gambill,204,,,,,
Clay,Posey 3,State House,42,R,Alan Morrison,400,,,,,
Clay,Posey 3,State House,42,D,Evelyn Brown,241,,,,,
Clay,Sugar Ridge,U.S. Senate,,R,Mike Braun,272,,,,,
Clay,Sugar Ridge,U.S. Senate,,D,Joe Donnelly,105,,,,,
Clay,Sugar Ridge,U.S. Senate,,L,Lucy M Brenton,15,,,,,
Clay,Sugar Ridge,U.S. Senate,,,Write in,0,,,,,
Clay,Sugar Ridge,State Secretary,,R,Connie Lawson,294,,,,,
Clay,Sugar Ridge,State Secretary,,D,Jim Harper,78,,,,,
Clay,Sugar Ridge,State Secretary,,L,Mark W Rutherford,12,,,,,
Clay,Sugar Ridge,State Secretary,,,Write in,0,,,,,
Clay,Sugar Ridge,State Auditor,,R,Tera Klutz,281,,,,,
Clay,Sugar Ridge,State Auditor,,D,Joselyn Whitticker,86,,,,,
Clay,Sugar Ridge,State Auditor,,L,John Schick,10,,,,,
