county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Morgan,Ashland 2,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Morgan,Ashland 2,U.S. Senate,,,Write in,0,,,,,
Morgan,Ashland 2,State Secretary,,R,Connie Lawson,213,,,,,
Morgan,Ashland 2,State Secretary,,D,Jim Harper,32,,,,,
Morgan,Ashland 2,State Secretary,,L,Mark W. Rutherford,11,,,,,
Morgan,Ashland 2,State Secretary,,,Write in,0,,,,,
Morgan,Ashland 2,State Auditor,,R,Tera Klutz,212,,,,,
Morgan,Ashland 2,State Auditor,,D,Joselyn Whitticker,32,,,,,
Morgan,Ashland 2,State Auditor,,L,John Schick,13,,,,,
Morgan,Ashland 2,State Treasurer,,R,Kelly Mitchell,217,,,,,
Morgan,Ashland 2,State Treasurer,,D,John C. Aguilera,37,,,,,
Morgan,Ashland 2,U.S. House,9,R,Trey Hollingsworth,215,,,,,
Morgan,Ashland 2,U.S. House,9,D,Liz Watson,45,,,,,
Morgan,Ashland 2,U.S. House,9,,Write in,0,,,,,
Morgan,Ashland 2,State House,44,R,Beau Baird,212,,,,,
Morgan,Ashland 2,State House,44,D,Kimberly Ann Fidler,45,,,,,
Morgan,Baker,U.S. Senate,,R,Mike Braun,220,,,,,
Morgan,Baker,U.S. Senate,,D,Joe Donnelly,44,,,,,
Morgan,Baker,U.S. Senate,,L,Lucy M. Brenton,19,,,,,
Morgan,Baker,U.S. Senate,,,Write in,1,,,,,
Morgan,Baker,State Secretary,,R,Connie Lawson,237,,,,,
Morgan,Baker,State Secretary,,D,Jim Harper,33,,,,,
Morgan,Baker,State Secretary,,L,Mark W. Rutherford,8,,,,,
Morgan,Baker,State Secretary,,,Write in,0,,,,,
Morgan,Baker,State Auditor,,R,Tera Klutz,229,,,,,
Morgan,Baker,State Auditor,,D,Joselyn Whitticker,39,,,,,
Morgan,Baker,State Auditor,,L,John Schick,10,,,,,
Morgan,Baker,State Treasurer,,R,Kelly Mitchell,243,,,,,
Morgan,Baker,State Treasurer,,D,John C. Aguilera,35,,,,,
Morgan,Baker,U.S. House,9,R,Trey Hollingsworth,227,,,,,
Morgan,Baker,U.S. House,9,D,Liz Watson,58,,,,,
Morgan,Baker,U.S. House,9,,Write in,1,,,,,
Morgan,Baker,State House,60,R,Peggy Mayfield,242,,,,,
Morgan,Baker,State House,60,D,Penny Githens,46,,,,,
Morgan,Brown 1,U.S. Senate,,R,Mike Braun,355,,,,,
Morgan,Brown 1,U.S. Senate,,D,Joe Donnelly,166,,,,,
Morgan,Brown 1,U.S. Senate,,L,Lucy M. Brenton,36,,,,,
Morgan,Brown 1,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 1,State Secretary,,R,Connie Lawson,392,,,,,
Morgan,Brown 1,State Secretary,,D,Jim Harper,132,,,,,
Morgan,Brown 1,State Secretary,,L,Mark W. Rutherford,31,,,,,
Morgan,Brown 1,State Secretary,,,Write in,0,,,,,
Morgan,Brown 1,State Auditor,,R,Tera Klutz,379,,,,,
Morgan,Brown 1,State Auditor,,D,Joselyn Whitticker,138,,,,,
Morgan,Brown 1,State Auditor,,L,John Schick,32,,,,,
Morgan,Brown 1,State Treasurer,,R,Kelly Mitchell,408,,,,,
Morgan,Brown 1,State Treasurer,,D,John C. Aguilera,143,,,,,
Morgan,Brown 1,U.S. House,4,R,Jim Baird,396,,,,,
Morgan,Brown 1,U.S. House,4,D,Tobi Beck,152,,,,,
Morgan,Brown 1,U.S. House,4,,Write in,1,,,,,
Morgan,Brown 1,State House,60,R,Peggy Mayfield,390,,,,,
Morgan,Brown 1,State House,60,D,Penny Githens,164,,,,,
Morgan,Brown 2,U.S. Senate,,R,Mike Braun,176,,,,,
Morgan,Brown 2,U.S. Senate,,D,Joe Donnelly,73,,,,,
Morgan,Brown 2,U.S. Senate,,L,Lucy M. Brenton,26,,,,,
Morgan,Brown 2,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 2,State Secretary,,R,Connie Lawson,187,,,,,
Morgan,Brown 2,State Secretary,,D,Jim Harper,53,,,,,
Morgan,Brown 2,State Secretary,,L,Mark W. Rutherford,30,,,,,
Morgan,Brown 2,State Secretary,,,Write in,0,,,,,
Morgan,Brown 2,State Auditor,,R,Tera Klutz,190,,,,,
Morgan,Brown 2,State Auditor,,D,Joselyn Whitticker,62,,,,,
Morgan,Brown 2,State Auditor,,L,John Schick,16,,,,,
Morgan,Brown 2,State Treasurer,,R,Kelly Mitchell,206,,,,,
Morgan,Brown 2,State Treasurer,,D,John C. Aguilera,60,,,,,
Morgan,Brown 2,U.S. House,4,R,Jim Baird,203,,,,,
Morgan,Brown 2,U.S. House,4,D,Tobi Beck,64,,,,,
Morgan,Brown 2,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 2,State House,60,R,Peggy Mayfield,201,,,,,
Morgan,Brown 2,State House,60,D,Penny Githens,73,,,,,
Morgan,Brown 3,U.S. Senate,,R,Mike Braun,267,,,,,
Morgan,Brown 3,U.S. Senate,,D,Joe Donnelly,96,,,,,
Morgan,Brown 3,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Morgan,Brown 3,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 3,State Secretary,,R,Connie Lawson,289,,,,,
Morgan,Brown 3,State Secretary,,D,Jim Harper,72,,,,,
Morgan,Brown 3,State Secretary,,L,Mark W. Rutherford,16,,,,,
Morgan,Brown 3,State Secretary,,,Write in,0,,,,,
Morgan,Brown 3,State Auditor,,R,Tera Klutz,278,,,,,
Morgan,Brown 3,State Auditor,,D,Joselyn Whitticker,76,,,,,
Morgan,Brown 3,State Auditor,,L,John Schick,21,,,,,
Morgan,Brown 3,State Treasurer,,R,Kelly Mitchell,294,,,,,
Morgan,Brown 3,State Treasurer,,D,John C. Aguilera,78,,,,,
Morgan,Brown 3,U.S. House,4,R,Jim Baird,296,,,,,
Morgan,Brown 3,U.S. House,4,D,Tobi Beck,82,,,,,
Morgan,Brown 3,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 3,State House,60,R,Peggy Mayfield,298,,,,,
Morgan,Brown 3,State House,60,D,Penny Githens,81,,,,,
Morgan,Brown 4,U.S. Senate,,R,Mike Braun,215,,,,,
Morgan,Brown 4,U.S. Senate,,D,Joe Donnelly,114,,,,,
Morgan,Brown 4,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Morgan,Brown 4,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 4,State Secretary,,R,Connie Lawson,225,,,,,
Morgan,Brown 4,State Secretary,,D,Jim Harper,100,,,,,
Morgan,Brown 4,State Secretary,,L,Mark W. Rutherford,18,,,,,
Morgan,Brown 4,State Secretary,,,Write in,0,,,,,
Morgan,Brown 4,State Auditor,,R,Tera Klutz,219,,,,,
Morgan,Brown 4,State Auditor,,D,Joselyn Whitticker,103,,,,,
Morgan,Brown 4,State Auditor,,L,John Schick,15,,,,,
Morgan,Brown 4,State Treasurer,,R,Kelly Mitchell,236,,,,,
Morgan,Brown 4,State Treasurer,,D,John C. Aguilera,103,,,,,
Morgan,Brown 4,U.S. House,4,R,Jim Baird,235,,,,,
Morgan,Brown 4,U.S. House,4,D,Tobi Beck,106,,,,,
Morgan,Brown 4,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 4,State House,60,R,Peggy Mayfield,230,,,,,
Morgan,Brown 4,State House,60,D,Penny Githens,112,,,,,
Morgan,Brown 5,U.S. Senate,,R,Mike Braun,414,,,,,
Morgan,Brown 5,U.S. Senate,,D,Joe Donnelly,147,,,,,
Morgan,Brown 5,U.S. Senate,,L,Lucy M. Brenton,25,,,,,
Morgan,Brown 5,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 5,State Secretary,,R,Connie Lawson,438,,,,,
Morgan,Brown 5,State Secretary,,D,Jim Harper,127,,,,,
Morgan,Brown 5,State Secretary,,L,Mark W. Rutherford,20,,,,,
Morgan,Brown 5,State Secretary,,,Write in,1,,,,,
Morgan,Brown 5,State Auditor,,R,Tera Klutz,430,,,,,
Morgan,Brown 5,State Auditor,,D,Joselyn Whitticker,130,,,,,
Morgan,Brown 5,State Auditor,,L,John Schick,24,,,,,
Morgan,Brown 5,State Treasurer,,R,Kelly Mitchell,448,,,,,
Morgan,Brown 5,State Treasurer,,D,John C. Aguilera,132,,,,,
Morgan,Brown 5,U.S. House,4,R,Jim Baird,437,,,,,
Morgan,Brown 5,U.S. House,4,D,Tobi Beck,144,,,,,
Morgan,Brown 5,U.S. House,4,,Write in,1,,,,,
Morgan,Brown 5,State House,60,R,Peggy Mayfield,451,,,,,
Morgan,Brown 5,State House,60,D,Penny Githens,132,,,,,
Morgan,Brown 6,U.S. Senate,,R,Mike Braun,286,,,,,
Morgan,Brown 6,U.S. Senate,,D,Joe Donnelly,116,,,,,
Morgan,Brown 6,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Morgan,Brown 6,U.S. Senate,,,Write in,1,,,,,
Morgan,Brown 6,State Secretary,,R,Connie Lawson,300,,,,,
Morgan,Brown 6,State Secretary,,D,Jim Harper,97,,,,,
Morgan,Brown 6,State Secretary,,L,Mark W. Rutherford,15,,,,,
Morgan,Brown 6,State Secretary,,,Write in,0,,,,,
Morgan,Brown 6,State Auditor,,R,Tera Klutz,294,,,,,
Morgan,Brown 6,State Auditor,,D,Joselyn Whitticker,105,,,,,
Morgan,Brown 6,State Auditor,,L,John Schick,15,,,,,
Morgan,Brown 6,State Treasurer,,R,Kelly Mitchell,314,,,,,
Morgan,Brown 6,State Treasurer,,D,John C. Aguilera,99,,,,,
Morgan,Brown 6,U.S. House,4,R,Jim Baird,309,,,,,
Morgan,Brown 6,U.S. House,4,D,Tobi Beck,108,,,,,
Morgan,Brown 6,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 6,State House,60,R,Peggy Mayfield,311,,,,,
Morgan,Brown 6,State House,60,D,Penny Githens,103,,,,,
Morgan,Brown 7,U.S. Senate,,R,Mike Braun,304,,,,,
Morgan,Brown 7,U.S. Senate,,D,Joe Donnelly,101,,,,,
Morgan,Brown 7,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Morgan,Brown 7,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 7,State Secretary,,R,Connie Lawson,328,,,,,
Morgan,Brown 7,State Secretary,,D,Jim Harper,78,,,,,
Morgan,Brown 7,State Secretary,,L,Mark W. Rutherford,14,,,,,
Morgan,Brown 7,State Secretary,,,Write in,0,,,,,
Morgan,Brown 7,State Auditor,,R,Tera Klutz,319,,,,,
Morgan,Brown 7,State Auditor,,D,Joselyn Whitticker,82,,,,,
Morgan,Brown 7,State Auditor,,L,John Schick,16,,,,,
Morgan,Brown 7,State Treasurer,,R,Kelly Mitchell,337,,,,,
Morgan,Brown 7,State Treasurer,,D,John C. Aguilera,79,,,,,
Morgan,Brown 7,U.S. House,4,R,Jim Baird,337,,,,,
Morgan,Brown 7,U.S. House,4,D,Tobi Beck,85,,,,,
Morgan,Brown 7,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 7,State House,60,R,Peggy Mayfield,315,,,,,
Morgan,Brown 7,State House,60,D,Penny Githens,106,,,,,
Morgan,Brown 8,U.S. Senate,,R,Mike Braun,350,,,,,
Morgan,Brown 8,U.S. Senate,,D,Joe Donnelly,158,,,,,
Morgan,Brown 8,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Morgan,Brown 8,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 8,State Secretary,,R,Connie Lawson,386,,,,,
Morgan,Brown 8,State Secretary,,D,Jim Harper,122,,,,,
Morgan,Brown 8,State Secretary,,L,Mark W. Rutherford,20,,,,,
Morgan,Brown 8,State Secretary,,,Write in,0,,,,,
Morgan,Brown 8,State Auditor,,R,Tera Klutz,380,,,,,
Morgan,Brown 8,State Auditor,,D,Joselyn Whitticker,129,,,,,
Morgan,Brown 8,State Auditor,,L,John Schick,16,,,,,
Morgan,Brown 8,State Treasurer,,R,Kelly Mitchell,393,,,,,
Morgan,Brown 8,State Treasurer,,D,John C. Aguilera,131,,,,,
Morgan,Brown 8,U.S. House,4,R,Jim Baird,384,,,,,
Morgan,Brown 8,U.S. House,4,D,Tobi Beck,142,,,,,
Morgan,Brown 8,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 8,State House,60,R,Peggy Mayfield,383,,,,,
Morgan,Brown 8,State House,60,D,Penny Githens,148,,,,,
Morgan,Brown 9,U.S. Senate,,R,Mike Braun,292,,,,,
Morgan,Brown 9,U.S. Senate,,D,Joe Donnelly,87,,,,,
Morgan,Brown 9,U.S. Senate,,L,Lucy M. Brenton,12,,,,,
Morgan,Brown 9,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 9,State Secretary,,R,Connie Lawson,304,,,,,
Morgan,Brown 9,State Secretary,,D,Jim Harper,72,,,,,
Morgan,Brown 9,State Secretary,,L,Mark W. Rutherford,14,,,,,
Morgan,Brown 9,State Secretary,,,Write in,0,,,,,
Morgan,Brown 9,State Auditor,,R,Tera Klutz,296,,,,,
Morgan,Brown 9,State Auditor,,D,Joselyn Whitticker,76,,,,,
Morgan,Brown 9,State Auditor,,L,John Schick,15,,,,,
Morgan,Brown 9,State Treasurer,,R,Kelly Mitchell,311,,,,,
Morgan,Brown 9,State Treasurer,,D,John C. Aguilera,77,,,,,
Morgan,Brown 9,U.S. House,4,R,Jim Baird,307,,,,,
Morgan,Brown 9,U.S. House,4,D,Tobi Beck,79,,,,,
Morgan,Brown 9,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 9,State House,60,R,Peggy Mayfield,291,,,,,
Morgan,Brown 9,State House,60,D,Penny Githens,96,,,,,
Morgan,Brown 10,U.S. Senate,,R,Mike Braun,26,,,,,
Morgan,Brown 10,U.S. Senate,,D,Joe Donnelly,11,,,,,
Morgan,Brown 10,U.S. Senate,,L,Lucy M. Brenton,1,,,,,
Morgan,Brown 10,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 10,State Secretary,,R,Connie Lawson,30,,,,,
Morgan,Brown 10,State Secretary,,D,Jim Harper,9,,,,,
Morgan,Brown 10,State Secretary,,L,Mark W. Rutherford,1,,,,,
Morgan,Brown 10,State Secretary,,,Write in,0,,,,,
Morgan,Brown 10,State Auditor,,R,Tera Klutz,30,,,,,
Morgan,Brown 10,State Auditor,,D,Joselyn Whitticker,9,,,,,
Morgan,Brown 10,State Auditor,,L,John Schick,1,,,,,
Morgan,Brown 10,State Treasurer,,R,Kelly Mitchell,30,,,,,
Morgan,Brown 10,State Treasurer,,D,John C. Aguilera,10,,,,,
Morgan,Brown 10,U.S. House,4,R,Jim Baird,29,,,,,
Morgan,Brown 10,U.S. House,4,D,Tobi Beck,11,,,,,
Morgan,Brown 10,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 10,State House,60,R,Peggy Mayfield,29,,,,,
Morgan,Brown 10,State House,60,D,Penny Githens,11,,,,,
Morgan,Brown 11,U.S. Senate,,R,Mike Braun,338,,,,,
Morgan,Brown 11,U.S. Senate,,D,Joe Donnelly,155,,,,,
Morgan,Brown 11,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Morgan,Brown 11,U.S. Senate,,,Write in,0,,,,,
Morgan,Brown 11,State Secretary,,R,Connie Lawson,359,,,,,
Morgan,Brown 11,State Secretary,,D,Jim Harper,138,,,,,
Morgan,Brown 11,State Secretary,,L,Mark W. Rutherford,13,,,,,
Morgan,Brown 11,State Secretary,,,Write in,0,,,,,
Morgan,Brown 11,State Auditor,,R,Tera Klutz,355,,,,,
Morgan,Brown 11,State Auditor,,D,Joselyn Whitticker,142,,,,,
Morgan,Brown 11,State Auditor,,L,John Schick,14,,,,,
Morgan,Brown 11,State Treasurer,,R,Kelly Mitchell,365,,,,,
Morgan,Brown 11,State Treasurer,,D,John C. Aguilera,145,,,,,
Morgan,Brown 11,U.S. House,4,R,Jim Baird,355,,,,,
Morgan,Brown 11,U.S. House,4,D,Tobi Beck,154,,,,,
Morgan,Brown 11,U.S. House,4,,Write in,0,,,,,
Morgan,Brown 11,State House,60,R,Peggy Mayfield,356,,,,,
Morgan,Brown 11,State House,60,D,Penny Githens,151,,,,,
Morgan,Clay 1,U.S. Senate,,R,Mike Braun,372,,,,,
Morgan,Clay 1,U.S. Senate,,D,Joe Donnelly,116,,,,,
Morgan,Clay 1,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Morgan,Clay 1,U.S. Senate,,,Write in,0,,,,,
Morgan,Clay 1,State Secretary,,R,Connie Lawson,390,,,,,
Morgan,Clay 1,State Secretary,,D,Jim Harper,103,,,,,
Morgan,Clay 1,State Secretary,,L,Mark W. Rutherford,8,,,,,
Morgan,Clay 1,State Secretary,,,Write in,0,,,,,
Morgan,Clay 1,State Auditor,,R,Tera Klutz,380,,,,,
Morgan,Clay 1,State Auditor,,D,Joselyn Whitticker,105,,,,,
Morgan,Clay 1,State Auditor,,L,John Schick,12,,,,,
Morgan,Clay 1,State Treasurer,,R,Kelly Mitchell,395,,,,,
Morgan,Clay 1,State Treasurer,,D,John C. Aguilera,103,,,,,
Morgan,Clay 1,U.S. House,9,R,Trey Hollingsworth,383,,,,,
Morgan,Clay 1,U.S. House,9,D,Liz Watson,119,,,,,
Morgan,Clay 1,U.S. House,9,,Write in,0,,,,,
Morgan,Clay 1,State House,60,R,Peggy Mayfield,377,,,,,
Morgan,Clay 1,State House,60,D,Penny Githens,120,,,,,
Morgan,Clay 2,U.S. Senate,,R,Mike Braun,306,,,,,
Morgan,Clay 2,U.S. Senate,,D,Joe Donnelly,132,,,,,
Morgan,Clay 2,U.S. Senate,,L,Lucy M. Brenton,23,,,,,
Morgan,Clay 2,U.S. Senate,,,Write in,0,,,,,
Morgan,Clay 2,State Secretary,,R,Connie Lawson,327,,,,,
Morgan,Clay 2,State Secretary,,D,Jim Harper,112,,,,,
Morgan,Clay 2,State Secretary,,L,Mark W. Rutherford,20,,,,,
Morgan,Clay 2,State Secretary,,,Write in,0,,,,,
Morgan,Clay 2,State Auditor,,R,Tera Klutz,325,,,,,
Morgan,Clay 2,State Auditor,,D,Joselyn Whitticker,117,,,,,
Morgan,Clay 2,State Auditor,,L,John Schick,18,,,,,
Morgan,Clay 2,State Treasurer,,R,Kelly Mitchell,340,,,,,
Morgan,Clay 2,State Treasurer,,D,John C. Aguilera,117,,,,,
Morgan,Clay 2,U.S. House,9,R,Trey Hollingsworth,315,,,,,
Morgan,Clay 2,U.S. House,9,D,Liz Watson,147,,,,,
Morgan,Clay 2,U.S. House,9,,Write in,0,,,,,
Morgan,Clay 2,State House,60,R,Peggy Mayfield,329,,,,,
Morgan,Clay 2,State House,60,D,Penny Githens,126,,,,,
Morgan,Clay 3,U.S. Senate,,R,Mike Braun,324,,,,,
Morgan,Clay 3,U.S. Senate,,D,Joe Donnelly,143,,,,,
Morgan,Clay 3,U.S. Senate,,L,Lucy M. Brenton,12,,,,,
Morgan,Clay 3,U.S. Senate,,,Write in,1,,,,,
Morgan,Clay 3,State Secretary,,R,Connie Lawson,339,,,,,
Morgan,Clay 3,State Secretary,,D,Jim Harper,117,,,,,
Morgan,Clay 3,State Secretary,,L,Mark W. Rutherford,16,,,,,
Morgan,Clay 3,State Secretary,,,Write in,1,,,,,
Morgan,Clay 3,State Auditor,,R,Tera Klutz,330,,,,,
Morgan,Clay 3,State Auditor,,D,Joselyn Whitticker,126,,,,,
Morgan,Clay 3,State Auditor,,L,John Schick,17,,,,,
Morgan,Clay 3,State Treasurer,,R,Kelly Mitchell,345,,,,,
Morgan,Clay 3,State Treasurer,,D,John C. Aguilera,125,,,,,
Morgan,Clay 3,U.S. House,9,R,Trey Hollingsworth,328,,,,,
Morgan,Clay 3,U.S. House,9,D,Liz Watson,150,,,,,
Morgan,Clay 3,U.S. House,9,,Write in,2,,,,,
Morgan,Clay 3,State House,60,R,Peggy Mayfield,342,,,,,
Morgan,Clay 3,State House,60,D,Penny Githens,139,,,,,
Morgan,Green 1,U.S. Senate,,R,Mike Braun,480,,,,,
Morgan,Green 1,U.S. Senate,,D,Joe Donnelly,155,,,,,
Morgan,Green 1,U.S. Senate,,L,Lucy M. Brenton,25,,,,,
Morgan,Green 1,U.S. Senate,,,Write in,0,,,,,
Morgan,Green 1,State Secretary,,R,Connie Lawson,507,,,,,
Morgan,Green 1,State Secretary,,D,Jim Harper,130,,,,,
Morgan,Green 1,State Secretary,,L,Mark W. Rutherford,16,,,,,
Morgan,Green 1,State Secretary,,,Write in,0,,,,,
Morgan,Green 1,State Auditor,,R,Tera Klutz,498,,,,,
Morgan,Green 1,State Auditor,,D,Joselyn Whitticker,132,,,,,
Morgan,Green 1,State Auditor,,L,John Schick,16,,,,,
Morgan,Green 1,State Treasurer,,R,Kelly Mitchell,513,,,,,
Morgan,Green 1,State Treasurer,,D,John C. Aguilera,132,,,,,
Morgan,Green 1,U.S. House,9,R,Trey Hollingsworth,492,,,,,
Morgan,Green 1,U.S. House,9,D,Liz Watson,167,,,,,
Morgan,Green 1,U.S. House,9,,Write in,0,,,,,
Morgan,Green 1,State House,60,R,Peggy Mayfield,517,,,,,
Morgan,Green 1,State House,60,D,Penny Githens,144,,,,,
Morgan,Green 2,U.S. Senate,,R,Mike Braun,556,,,,,
Morgan,Green 2,U.S. Senate,,D,Joe Donnelly,194,,,,,
Morgan,Green 2,U.S. Senate,,L,Lucy M. Brenton,31,,,,,
Morgan,Green 2,U.S. Senate,,,Write in,0,,,,,
Morgan,Green 2,State Secretary,,R,Connie Lawson,589,,,,,
Morgan,Green 2,State Secretary,,D,Jim Harper,163,,,,,
Morgan,Green 2,State Secretary,,L,Mark W. Rutherford,23,,,,,
Morgan,Green 2,State Secretary,,,Write in,0,,,,,
Morgan,Green 2,State Auditor,,R,Tera Klutz,587,,,,,
Morgan,Green 2,State Auditor,,D,Joselyn Whitticker,163,,,,,
Morgan,Green 2,State Auditor,,L,John Schick,24,,,,,
Morgan,Green 2,State Treasurer,,R,Kelly Mitchell,603,,,,,
Morgan,Green 2,State Treasurer,,D,John C. Aguilera,166,,,,,
Morgan,Green 2,U.S. House,9,R,Trey Hollingsworth,574,,,,,
Morgan,Green 2,U.S. House,9,D,Liz Watson,206,,,,,
Morgan,Green 2,U.S. House,9,,Write in,0,,,,,
Morgan,Green 2,State House,60,R,Peggy Mayfield,595,,,,,
Morgan,Green 2,State House,60,D,Penny Githens,184,,,,,
Morgan,Gregg 1,U.S. Senate,,R,Mike Braun,382,,,,,
Morgan,Gregg 1,U.S. Senate,,D,Joe Donnelly,131,,,,,
Morgan,Gregg 1,U.S. Senate,,L,Lucy M. Brenton,27,,,,,
Morgan,Gregg 1,U.S. Senate,,,Write in,0,,,,,
Morgan,Gregg 1,State Secretary,,R,Connie Lawson,398,,,,,
Morgan,Gregg 1,State Secretary,,D,Jim Harper,123,,,,,
Morgan,Gregg 1,State Secretary,,L,Mark W. Rutherford,18,,,,,
Morgan,Gregg 1,State Secretary,,,Write in,0,,,,,
Morgan,Gregg 1,State Auditor,,R,Tera Klutz,394,,,,,
Morgan,Gregg 1,State Auditor,,D,Joselyn Whitticker,119,,,,,
Morgan,Gregg 1,State Auditor,,L,John Schick,24,,,,,
Morgan,Gregg 1,State Treasurer,,R,Kelly Mitchell,415,,,,,
Morgan,Gregg 1,State Treasurer,,D,John C. Aguilera,117,,,,,
Morgan,Gregg 1,U.S. House,4,R,Jim Baird,408,,,,,
Morgan,Gregg 1,U.S. House,4,D,Tobi Beck,129,,,,,
Morgan,Gregg 1,U.S. House,4,,Write in,1,,,,,
Morgan,Gregg 1,State House,44,R,Beau Baird,391,,,,,
Morgan,Gregg 1,State House,44,D,Kimberly Ann Fidler,140,,,,,
Morgan,Gregg 2,U.S. Senate,,R,Mike Braun,368,,,,,
Morgan,Gregg 2,U.S. Senate,,D,Joe Donnelly,138,,,,,
Morgan,Gregg 2,U.S. Senate,,L,Lucy M. Brenton,17,,,,,
Morgan,Gregg 2,U.S. Senate,,,Write in,0,,,,,
Morgan,Gregg 2,State Secretary,,R,Connie Lawson,388,,,,,
Morgan,Gregg 2,State Secretary,,D,Jim Harper,111,,,,,
Morgan,Gregg 2,State Secretary,,L,Mark W. Rutherford,16,,,,,
Morgan,Gregg 2,State Secretary,,,Write in,0,,,,,
Morgan,Gregg 2,State Auditor,,R,Tera Klutz,386,,,,,
Morgan,Gregg 2,State Auditor,,D,Joselyn Whitticker,114,,,,,
Morgan,Gregg 2,State Auditor,,L,John Schick,14,,,,,
Morgan,Gregg 2,State Treasurer,,R,Kelly Mitchell,392,,,,,
Morgan,Gregg 2,State Treasurer,,D,John C. Aguilera,119,,,,,
Morgan,Gregg 2,U.S. House,4,R,Jim Baird,388,,,,,
Morgan,Gregg 2,U.S. House,4,D,Tobi Beck,126,,,,,
Morgan,Gregg 2,U.S. House,4,,Write in,0,,,,,
Morgan,Gregg 2,State House,44,R,Beau Baird,377,,,,,
Morgan,Gregg 2,State House,44,D,Kimberly Ann Fidler,134,,,,,
