county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Dubois,Bainbridge 2e,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 2e,State House,63,R,Shane M. Lindauer,187,,,,,
Dubois,Bainbridge 2e,State House,63,D,"Joseph ""joe"" Lannan",157,,,,,
Dubois,Bainbridge 2w,U.S. Senate,,R,Mike Braun,641,,,,,
Dubois,Bainbridge 2w,U.S. Senate,,D,Joe Donnelly,246,,,,,
Dubois,Bainbridge 2w,U.S. Senate,,L,Lucy M. Brenton,42,,,,,
Dubois,Bainbridge 2w,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 2w,State Secretary,,R,Connie Lawson,601,,,,,
Dubois,Bainbridge 2w,State Secretary,,D,Jim Harper,259,,,,,
Dubois,Bainbridge 2w,State Secretary,,L,Mark W. Rutherford,26,,,,,
Dubois,Bainbridge 2w,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 2w,State Auditor,,R,Tera Klutz,536,,,,,
Dubois,Bainbridge 2w,State Auditor,,D,Joselyn Whitticker,278,,,,,
Dubois,Bainbridge 2w,State Auditor,,L,John Schick,31,,,,,
Dubois,Bainbridge 2w,State Treasurer,,R,Kelly Mitchell,603,,,,,
Dubois,Bainbridge 2w,State Treasurer,,D,John C. Aguilera,242,,,,,
Dubois,Bainbridge 2w,U.S. House,8,R,Larry D. Bucshon,637,,,,,
Dubois,Bainbridge 2w,U.S. House,8,D,William Tanoos,242,,,,,
Dubois,Bainbridge 2w,U.S. House,8,,Write in,0,,,,,
Dubois,Bainbridge 2w,State Senate,48,R,Mark Messmer,806,,,,,
Dubois,Bainbridge 2w,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 2w,State House,63,R,Shane M. Lindauer,672,,,,,
Dubois,Bainbridge 2w,State House,63,D,"Joseph ""joe"" Lannan",240,,,,,
Dubois,Bainbridge 3e,U.S. Senate,,R,Mike Braun,417,,,,,
Dubois,Bainbridge 3e,U.S. Senate,,D,Joe Donnelly,219,,,,,
Dubois,Bainbridge 3e,U.S. Senate,,L,Lucy M. Brenton,27,,,,,
Dubois,Bainbridge 3e,U.S. Senate,,,Write in,1,,,,,
Dubois,Bainbridge 3e,State Secretary,,R,Connie Lawson,396,,,,,
Dubois,Bainbridge 3e,State Secretary,,D,Jim Harper,224,,,,,
Dubois,Bainbridge 3e,State Secretary,,L,Mark W. Rutherford,24,,,,,
Dubois,Bainbridge 3e,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 3e,State Auditor,,R,Tera Klutz,362,,,,,
Dubois,Bainbridge 3e,State Auditor,,D,Joselyn Whitticker,223,,,,,
Dubois,Bainbridge 3e,State Auditor,,L,John Schick,26,,,,,
Dubois,Bainbridge 3e,State Treasurer,,R,Kelly Mitchell,394,,,,,
Dubois,Bainbridge 3e,State Treasurer,,D,John C. Aguilera,223,,,,,
Dubois,Bainbridge 3e,U.S. House,8,R,Larry D. Bucshon,407,,,,,
Dubois,Bainbridge 3e,U.S. House,8,D,William Tanoos,218,,,,,
Dubois,Bainbridge 3e,U.S. House,8,,Write in,1,,,,,
Dubois,Bainbridge 3e,State Senate,48,R,Mark Messmer,529,,,,,
Dubois,Bainbridge 3e,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 3e,State House,63,R,Shane M. Lindauer,431,,,,,
Dubois,Bainbridge 3e,State House,63,D,"Joseph ""joe"" Lannan",225,,,,,
Dubois,Bainbridge 3w,U.S. Senate,,R,Mike Braun,527,,,,,
Dubois,Bainbridge 3w,U.S. Senate,,D,Joe Donnelly,179,,,,,
Dubois,Bainbridge 3w,U.S. Senate,,L,Lucy M. Brenton,14,,,,,
Dubois,Bainbridge 3w,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 3w,State Secretary,,R,Connie Lawson,504,,,,,
Dubois,Bainbridge 3w,State Secretary,,D,Jim Harper,176,,,,,
Dubois,Bainbridge 3w,State Secretary,,L,Mark W. Rutherford,11,,,,,
Dubois,Bainbridge 3w,State Secretary,,,Write in,1,,,,,
Dubois,Bainbridge 3w,State Auditor,,R,Tera Klutz,465,,,,,
Dubois,Bainbridge 3w,State Auditor,,D,Joselyn Whitticker,185,,,,,
Dubois,Bainbridge 3w,State Auditor,,L,John Schick,12,,,,,
Dubois,Bainbridge 3w,State Treasurer,,R,Kelly Mitchell,497,,,,,
Dubois,Bainbridge 3w,State Treasurer,,D,John C. Aguilera,170,,,,,
Dubois,Bainbridge 3w,U.S. House,8,R,Larry D. Bucshon,518,,,,,
Dubois,Bainbridge 3w,U.S. House,8,D,William Tanoos,174,,,,,
Dubois,Bainbridge 3w,U.S. House,8,,Write in,0,,,,,
Dubois,Bainbridge 3w,State Senate,48,R,Mark Messmer,607,,,,,
Dubois,Bainbridge 3w,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 3w,State House,63,R,Shane M. Lindauer,529,,,,,
Dubois,Bainbridge 3w,State House,63,D,"Joseph ""joe"" Lannan",180,,,,,
Dubois,Bainbridge 4n,U.S. Senate,,R,Mike Braun,388,,,,,
Dubois,Bainbridge 4n,U.S. Senate,,D,Joe Donnelly,238,,,,,
Dubois,Bainbridge 4n,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Dubois,Bainbridge 4n,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 4n,State Secretary,,R,Connie Lawson,396,,,,,
Dubois,Bainbridge 4n,State Secretary,,D,Jim Harper,209,,,,,
Dubois,Bainbridge 4n,State Secretary,,L,Mark W. Rutherford,24,,,,,
Dubois,Bainbridge 4n,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 4n,State Auditor,,R,Tera Klutz,367,,,,,
Dubois,Bainbridge 4n,State Auditor,,D,Joselyn Whitticker,227,,,,,
Dubois,Bainbridge 4n,State Auditor,,L,John Schick,24,,,,,
Dubois,Bainbridge 4n,State Treasurer,,R,Kelly Mitchell,406,,,,,
Dubois,Bainbridge 4n,State Treasurer,,D,John C. Aguilera,211,,,,,
Dubois,Bainbridge 4n,U.S. House,8,R,Larry D. Bucshon,418,,,,,
Dubois,Bainbridge 4n,U.S. House,8,D,William Tanoos,211,,,,,
Dubois,Bainbridge 4n,U.S. House,8,,Write in,0,,,,,
Dubois,Bainbridge 4n,State Senate,48,R,Mark Messmer,520,,,,,
Dubois,Bainbridge 4n,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 4n,State House,63,R,Shane M. Lindauer,410,,,,,
Dubois,Bainbridge 4n,State House,63,D,"Joseph ""joe"" Lannan",230,,,,,
Dubois,Bainbridge 4s,U.S. Senate,,R,Mike Braun,369,,,,,
Dubois,Bainbridge 4s,U.S. Senate,,D,Joe Donnelly,185,,,,,
Dubois,Bainbridge 4s,U.S. Senate,,L,Lucy M. Brenton,23,,,,,
Dubois,Bainbridge 4s,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 4s,State Secretary,,R,Connie Lawson,344,,,,,
Dubois,Bainbridge 4s,State Secretary,,D,Jim Harper,187,,,,,
Dubois,Bainbridge 4s,State Secretary,,L,Mark W. Rutherford,20,,,,,
Dubois,Bainbridge 4s,State Secretary,,,Write in,1,,,,,
Dubois,Bainbridge 4s,State Auditor,,R,Tera Klutz,304,,,,,
Dubois,Bainbridge 4s,State Auditor,,D,Joselyn Whitticker,201,,,,,
Dubois,Bainbridge 4s,State Auditor,,L,John Schick,20,,,,,
Dubois,Bainbridge 4s,State Treasurer,,R,Kelly Mitchell,335,,,,,
Dubois,Bainbridge 4s,State Treasurer,,D,John C. Aguilera,186,,,,,
Dubois,Bainbridge 4s,U.S. House,8,R,Larry D. Bucshon,342,,,,,
Dubois,Bainbridge 4s,U.S. House,8,D,William Tanoos,199,,,,,
Dubois,Bainbridge 4s,U.S. House,8,,Write in,2,,,,,
Dubois,Bainbridge 4s,State Senate,48,R,Mark Messmer,482,,,,,
Dubois,Bainbridge 4s,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 4s,State House,63,R,Shane M. Lindauer,393,,,,,
Dubois,Bainbridge 4s,State House,63,D,"Joseph ""joe"" Lannan",174,,,,,
Dubois,Bainbridge 5n,U.S. Senate,,R,Mike Braun,280,,,,,
Dubois,Bainbridge 5n,U.S. Senate,,D,Joe Donnelly,154,,,,,
Dubois,Bainbridge 5n,U.S. Senate,,L,Lucy M. Brenton,17,,,,,
Dubois,Bainbridge 5n,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 5n,State Secretary,,R,Connie Lawson,265,,,,,
Dubois,Bainbridge 5n,State Secretary,,D,Jim Harper,154,,,,,
Dubois,Bainbridge 5n,State Secretary,,L,Mark W. Rutherford,19,,,,,
Dubois,Bainbridge 5n,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 5n,State Auditor,,R,Tera Klutz,242,,,,,
Dubois,Bainbridge 5n,State Auditor,,D,Joselyn Whitticker,161,,,,,
Dubois,Bainbridge 5n,State Auditor,,L,John Schick,16,,,,,
Dubois,Bainbridge 5n,State Treasurer,,R,Kelly Mitchell,263,,,,,
Dubois,Bainbridge 5n,State Treasurer,,D,John C. Aguilera,156,,,,,
Dubois,Bainbridge 5n,U.S. House,8,R,Larry D. Bucshon,277,,,,,
Dubois,Bainbridge 5n,U.S. House,8,D,William Tanoos,157,,,,,
Dubois,Bainbridge 5n,U.S. House,8,,Write in,0,,,,,
Dubois,Bainbridge 5n,State Senate,48,R,Mark Messmer,346,,,,,
Dubois,Bainbridge 5n,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 5n,State House,63,R,Shane M. Lindauer,280,,,,,
Dubois,Bainbridge 5n,State House,63,D,"Joseph ""joe"" Lannan",158,,,,,
Dubois,Bainbridge 5s,U.S. Senate,,R,Mike Braun,265,,,,,
Dubois,Bainbridge 5s,U.S. Senate,,D,Joe Donnelly,135,,,,,
Dubois,Bainbridge 5s,U.S. Senate,,L,Lucy M. Brenton,22,,,,,
Dubois,Bainbridge 5s,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 5s,State Secretary,,R,Connie Lawson,263,,,,,
Dubois,Bainbridge 5s,State Secretary,,D,Jim Harper,134,,,,,
Dubois,Bainbridge 5s,State Secretary,,L,Mark W. Rutherford,18,,,,,
Dubois,Bainbridge 5s,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 5s,State Auditor,,R,Tera Klutz,229,,,,,
Dubois,Bainbridge 5s,State Auditor,,D,Joselyn Whitticker,155,,,,,
Dubois,Bainbridge 5s,State Auditor,,L,John Schick,14,,,,,
Dubois,Bainbridge 5s,State Treasurer,,R,Kelly Mitchell,265,,,,,
Dubois,Bainbridge 5s,State Treasurer,,D,John C. Aguilera,132,,,,,
Dubois,Bainbridge 5s,U.S. House,8,R,Larry D. Bucshon,268,,,,,
Dubois,Bainbridge 5s,U.S. House,8,D,William Tanoos,138,,,,,
Dubois,Bainbridge 5s,U.S. House,8,,Write in,1,,,,,
Dubois,Bainbridge 5s,State Senate,48,R,Mark Messmer,364,,,,,
Dubois,Bainbridge 5s,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 5s,State House,63,R,Shane M. Lindauer,286,,,,,
Dubois,Bainbridge 5s,State House,63,D,"Joseph ""joe"" Lannan",138,,,,,
Dubois,Bainbridge 6n,U.S. Senate,,R,Mike Braun,333,,,,,
Dubois,Bainbridge 6n,U.S. Senate,,D,Joe Donnelly,169,,,,,
Dubois,Bainbridge 6n,U.S. Senate,,L,Lucy M. Brenton,19,,,,,
Dubois,Bainbridge 6n,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 6n,State Secretary,,R,Connie Lawson,322,,,,,
Dubois,Bainbridge 6n,State Secretary,,D,Jim Harper,165,,,,,
Dubois,Bainbridge 6n,State Secretary,,L,Mark W. Rutherford,18,,,,,
Dubois,Bainbridge 6n,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 6n,State Auditor,,R,Tera Klutz,290,,,,,
Dubois,Bainbridge 6n,State Auditor,,D,Joselyn Whitticker,174,,,,,
Dubois,Bainbridge 6n,State Auditor,,L,John Schick,14,,,,,
Dubois,Bainbridge 6n,State Treasurer,,R,Kelly Mitchell,318,,,,,
Dubois,Bainbridge 6n,State Treasurer,,D,John C. Aguilera,163,,,,,
Dubois,Bainbridge 6n,U.S. House,8,R,Larry D. Bucshon,331,,,,,
Dubois,Bainbridge 6n,U.S. House,8,D,William Tanoos,167,,,,,
Dubois,Bainbridge 6n,U.S. House,8,,Write in,0,,,,,
Dubois,Bainbridge 6n,State Senate,48,R,Mark Messmer,437,,,,,
Dubois,Bainbridge 6n,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 6n,State House,63,R,Shane M. Lindauer,352,,,,,
Dubois,Bainbridge 6n,State House,63,D,"Joseph ""joe"" Lannan",162,,,,,
Dubois,Bainbridge 6s,U.S. Senate,,R,Mike Braun,468,,,,,
Dubois,Bainbridge 6s,U.S. Senate,,D,Joe Donnelly,195,,,,,
Dubois,Bainbridge 6s,U.S. Senate,,L,Lucy M. Brenton,14,,,,,
Dubois,Bainbridge 6s,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 6s,State Secretary,,R,Connie Lawson,439,,,,,
Dubois,Bainbridge 6s,State Secretary,,D,Jim Harper,197,,,,,
Dubois,Bainbridge 6s,State Secretary,,L,Mark W. Rutherford,20,,,,,
Dubois,Bainbridge 6s,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 6s,State Auditor,,R,Tera Klutz,414,,,,,
Dubois,Bainbridge 6s,State Auditor,,D,Joselyn Whitticker,198,,,,,
Dubois,Bainbridge 6s,State Auditor,,L,John Schick,9,,,,,
Dubois,Bainbridge 6s,State Treasurer,,R,Kelly Mitchell,434,,,,,
Dubois,Bainbridge 6s,State Treasurer,,D,John C. Aguilera,194,,,,,
Dubois,Bainbridge 6s,U.S. House,8,R,Larry D. Bucshon,465,,,,,
Dubois,Bainbridge 6s,U.S. House,8,D,William Tanoos,179,,,,,
Dubois,Bainbridge 6s,U.S. House,8,,Write in,1,,,,,
Dubois,Bainbridge 6s,State Senate,48,R,Mark Messmer,570,,,,,
Dubois,Bainbridge 6s,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 6s,State House,63,R,Shane M. Lindauer,472,,,,,
Dubois,Bainbridge 6s,State House,63,D,"Joseph ""joe"" Lannan",193,,,,,
Dubois,Bainbridge 7,U.S. Senate,,R,Mike Braun,286,,,,,
Dubois,Bainbridge 7,U.S. Senate,,D,Joe Donnelly,114,,,,,
Dubois,Bainbridge 7,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Dubois,Bainbridge 7,U.S. Senate,,,Write in,0,,,,,
Dubois,Bainbridge 7,State Secretary,,R,Connie Lawson,262,,,,,
Dubois,Bainbridge 7,State Secretary,,D,Jim Harper,128,,,,,
Dubois,Bainbridge 7,State Secretary,,L,Mark W. Rutherford,9,,,,,
Dubois,Bainbridge 7,State Secretary,,,Write in,0,,,,,
Dubois,Bainbridge 7,State Auditor,,R,Tera Klutz,228,,,,,
Dubois,Bainbridge 7,State Auditor,,D,Joselyn Whitticker,132,,,,,
Dubois,Bainbridge 7,State Auditor,,L,John Schick,13,,,,,
Dubois,Bainbridge 7,State Treasurer,,R,Kelly Mitchell,261,,,,,
Dubois,Bainbridge 7,State Treasurer,,D,John C. Aguilera,115,,,,,
Dubois,Bainbridge 7,U.S. House,8,R,Larry D. Bucshon,273,,,,,
Dubois,Bainbridge 7,U.S. House,8,D,William Tanoos,116,,,,,
Dubois,Bainbridge 7,U.S. House,8,,Write in,0,,,,,
Dubois,Bainbridge 7,State Senate,48,R,Mark Messmer,357,,,,,
Dubois,Bainbridge 7,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Bainbridge 7,State House,63,R,Shane M. Lindauer,296,,,,,
Dubois,Bainbridge 7,State House,63,D,"Joseph ""joe"" Lannan",113,,,,,
Dubois,Boone 1,U.S. Senate,,R,Mike Braun,247,,,,,
Dubois,Boone 1,U.S. Senate,,D,Joe Donnelly,96,,,,,
Dubois,Boone 1,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Dubois,Boone 1,U.S. Senate,,,Write in,0,,,,,
Dubois,Boone 1,State Secretary,,R,Connie Lawson,235,,,,,
Dubois,Boone 1,State Secretary,,D,Jim Harper,94,,,,,
Dubois,Boone 1,State Secretary,,L,Mark W. Rutherford,12,,,,,
Dubois,Boone 1,State Secretary,,,Write in,0,,,,,
Dubois,Boone 1,State Auditor,,R,Tera Klutz,213,,,,,
Dubois,Boone 1,State Auditor,,D,Joselyn Whitticker,101,,,,,
Dubois,Boone 1,State Auditor,,L,John Schick,14,,,,,
Dubois,Boone 1,State Treasurer,,R,Kelly Mitchell,240,,,,,
Dubois,Boone 1,State Treasurer,,D,John C. Aguilera,89,,,,,
Dubois,Boone 1,U.S. House,8,R,Larry D. Bucshon,253,,,,,
Dubois,Boone 1,U.S. House,8,D,William Tanoos,85,,,,,
Dubois,Boone 1,U.S. House,8,,Write in,1,,,,,
Dubois,Boone 1,State Senate,48,R,Mark Messmer,302,,,,,
Dubois,Boone 1,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Boone 1,State House,63,R,Shane M. Lindauer,269,,,,,
Dubois,Boone 1,State House,63,D,"Joseph ""joe"" Lannan",84,,,,,
Dubois,Cass 1,U.S. Senate,,R,Mike Braun,139,,,,,
Dubois,Cass 1,U.S. Senate,,D,Joe Donnelly,58,,,,,
Dubois,Cass 1,U.S. Senate,,L,Lucy M. Brenton,13,,,,,
Dubois,Cass 1,U.S. Senate,,,Write in,0,,,,,
Dubois,Cass 1,State Secretary,,R,Connie Lawson,141,,,,,
Dubois,Cass 1,State Secretary,,D,Jim Harper,50,,,,,
Dubois,Cass 1,State Secretary,,L,Mark W. Rutherford,9,,,,,
Dubois,Cass 1,State Secretary,,,Write in,0,,,,,
Dubois,Cass 1,State Auditor,,R,Tera Klutz,129,,,,,
Dubois,Cass 1,State Auditor,,D,Joselyn Whitticker,55,,,,,
Dubois,Cass 1,State Auditor,,L,John Schick,4,,,,,
Dubois,Cass 1,State Treasurer,,R,Kelly Mitchell,139,,,,,
Dubois,Cass 1,State Treasurer,,D,John C. Aguilera,47,,,,,
Dubois,Cass 1,U.S. House,8,R,Larry D. Bucshon,147,,,,,
Dubois,Cass 1,U.S. House,8,D,William Tanoos,51,,,,,
Dubois,Cass 1,U.S. House,8,,Write in,0,,,,,
Dubois,Cass 1,State Senate,48,R,Mark Messmer,181,,,,,
Dubois,Cass 1,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Cass 1,State House,74,R,Stephen R. Bartels,143,,,,,
Dubois,Cass 1,State House,74,D,Larry K. Kleeman,56,,,,,
Dubois,Cass 2,U.S. Senate,,R,Mike Braun,183,,,,,
Dubois,Cass 2,U.S. Senate,,D,Joe Donnelly,73,,,,,
Dubois,Cass 2,U.S. Senate,,L,Lucy M. Brenton,9,,,,,
Dubois,Cass 2,U.S. Senate,,,Write in,0,,,,,
Dubois,Cass 2,State Secretary,,R,Connie Lawson,185,,,,,
Dubois,Cass 2,State Secretary,,D,Jim Harper,72,,,,,
Dubois,Cass 2,State Secretary,,L,Mark W. Rutherford,6,,,,,
Dubois,Cass 2,State Secretary,,,Write in,0,,,,,
Dubois,Cass 2,State Auditor,,R,Tera Klutz,177,,,,,
Dubois,Cass 2,State Auditor,,D,Joselyn Whitticker,69,,,,,
Dubois,Cass 2,State Auditor,,L,John Schick,2,,,,,
Dubois,Cass 2,State Treasurer,,R,Kelly Mitchell,183,,,,,
Dubois,Cass 2,State Treasurer,,D,John C. Aguilera,64,,,,,
Dubois,Cass 2,U.S. House,8,R,Larry D. Bucshon,202,,,,,
Dubois,Cass 2,U.S. House,8,D,William Tanoos,57,,,,,
Dubois,Cass 2,U.S. House,8,,Write in,0,,,,,
Dubois,Cass 2,State Senate,48,R,Mark Messmer,238,,,,,
Dubois,Cass 2,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Cass 2,State House,74,R,Stephen R. Bartels,192,,,,,
Dubois,Cass 2,State House,74,D,Larry K. Kleeman,68,,,,,
Dubois,Cass 3,U.S. Senate,,R,Mike Braun,258,,,,,
Dubois,Cass 3,U.S. Senate,,D,Joe Donnelly,117,,,,,
Dubois,Cass 3,U.S. Senate,,L,Lucy M. Brenton,11,,,,,
Dubois,Cass 3,U.S. Senate,,,Write in,1,,,,,
Dubois,Cass 3,State Secretary,,R,Connie Lawson,260,,,,,
Dubois,Cass 3,State Secretary,,D,Jim Harper,100,,,,,
Dubois,Cass 3,State Secretary,,L,Mark W. Rutherford,16,,,,,
Dubois,Cass 3,State Secretary,,,Write in,0,,,,,
Dubois,Cass 3,State Auditor,,R,Tera Klutz,241,,,,,
Dubois,Cass 3,State Auditor,,D,Joselyn Whitticker,107,,,,,
Dubois,Cass 3,State Auditor,,L,John Schick,16,,,,,
Dubois,Cass 3,State Treasurer,,R,Kelly Mitchell,259,,,,,
Dubois,Cass 3,State Treasurer,,D,John C. Aguilera,108,,,,,
Dubois,Cass 3,U.S. House,8,R,Larry D. Bucshon,277,,,,,
Dubois,Cass 3,U.S. House,8,D,William Tanoos,97,,,,,
Dubois,Cass 3,U.S. House,8,,Write in,0,,,,,
Dubois,Cass 3,State Senate,48,R,Mark Messmer,322,,,,,
Dubois,Cass 3,State Senate,48,D,No Candidate Filed,0,,,,,
Dubois,Cass 3,State House,74,R,Stephen R. Bartels,260,,,,,
Dubois,Cass 3,State House,74,D,Larry K. Kleeman,117,,,,,
Dubois,Columbia 1,U.S. Senate,,R,Mike Braun,266,,,,,
Dubois,Columbia 1,U.S. Senate,,D,Joe Donnelly,100,,,,,
Dubois,Columbia 1,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Dubois,Columbia 1,U.S. Senate,,,Write in,0,,,,,
Dubois,Columbia 1,State Secretary,,R,Connie Lawson,256,,,,,
Dubois,Columbia 1,State Secretary,,D,Jim Harper,96,,,,,
Dubois,Columbia 1,State Secretary,,L,Mark W. Rutherford,14,,,,,
Dubois,Columbia 1,State Secretary,,,Write in,0,,,,,
Dubois,Columbia 1,State Auditor,,R,Tera Klutz,236,,,,,
Dubois,Columbia 1,State Auditor,,D,Joselyn Whitticker,97,,,,,
Dubois,Columbia 1,State Auditor,,L,John Schick,9,,,,,
Dubois,Columbia 1,State Treasurer,,R,Kelly Mitchell,258,,,,,
Dubois,Columbia 1,State Treasurer,,D,John C. Aguilera,86,,,,,
Dubois,Columbia 1,U.S. House,8,R,Larry D. Bucshon,257,,,,,
Dubois,Columbia 1,U.S. House,8,D,William Tanoos,95,,,,,
Dubois,Columbia 1,U.S. House,8,,Write in,0,,,,,
Dubois,Columbia 1,State Senate,47,R,Erin Houchin,267,,,,,
Dubois,Columbia 1,State Senate,47,D,Nicholas A. (nick) Siler,106,,,,,
Dubois,Columbia 1,State House,63,R,Shane M. Lindauer,257,,,,,
Dubois,Columbia 1,State House,63,D,"Joseph ""joe"" Lannan",113,,,,,
Dubois,Ferdinand 1,U.S. Senate,,R,Mike Braun,255,,,,,
Dubois,Ferdinand 1,U.S. Senate,,D,Joe Donnelly,284,,,,,
Dubois,Ferdinand 1,U.S. Senate,,L,Lucy M. Brenton,24,,,,,
Dubois,Ferdinand 1,U.S. Senate,,,Write in,1,,,,,
Dubois,Ferdinand 1,State Secretary,,R,Connie Lawson,271,,,,,
Dubois,Ferdinand 1,State Secretary,,D,Jim Harper,265,,,,,
Dubois,Ferdinand 1,State Secretary,,L,Mark W. Rutherford,16,,,,,
Dubois,Ferdinand 1,State Secretary,,,Write in,1,,,,,
Dubois,Ferdinand 1,State Auditor,,R,Tera Klutz,240,,,,,
Dubois,Ferdinand 1,State Auditor,,D,Joselyn Whitticker,283,,,,,
Dubois,Ferdinand 1,State Auditor,,L,John Schick,13,,,,,
Dubois,Ferdinand 1,State Treasurer,,R,Kelly Mitchell,280,,,,,
Dubois,Ferdinand 1,State Treasurer,,D,John C. Aguilera,252,,,,,
Dubois,Ferdinand 1,U.S. House,8,R,Larry D. Bucshon,286,,,,,
Dubois,Ferdinand 1,U.S. House,8,D,William Tanoos,255,,,,,
Dubois,Ferdinand 1,U.S. House,8,,Write in,1,,,,,
Dubois,Ferdinand 1,State Senate,47,R,Erin Houchin,295,,,,,
Dubois,Ferdinand 1,State Senate,47,D,Nicholas A. (nick) Siler,256,,,,,
Dubois,Ferdinand 1,State House,74,R,Stephen R. Bartels,242,,,,,
Dubois,Ferdinand 1,State House,74,D,Larry K. Kleeman,315,,,,,
Dubois,Ferdinand 2,U.S. Senate,,R,Mike Braun,195,,,,,
