county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Greene,Beech Creek 2,U.S. Senate,,R,Mike Braun,258,,,,,
Greene,Beech Creek 2,U.S. Senate,,D,Joe Donnelly,130,,,,,
Greene,Beech Creek 2,U.S. Senate,,L,Lucy M. Brenton,12,,,,,
Greene,Beech Creek 2,U.S. Senate,,,Write in,0,,,,,
Greene,Beech Creek 2,State Secretary,,R,Connie Lawson,273,,,,,
Greene,Beech Creek 2,State Secretary,,D,Jim Harper,117,,,,,
Greene,Beech Creek 2,State Secretary,,L,Mark W. Rutherford,10,,,,,
Greene,Beech Creek 2,State Secretary,,,Write in,0,,,,,
Greene,Beech Creek 2,State Auditor,,R,Tera Klutz,267,,,,,
Greene,Beech Creek 2,State Auditor,,D,Joselyn Whitticker,117,,,,,
Greene,Beech Creek 2,State Auditor,,L,John Schick,3,,,,,
Greene,Beech Creek 2,State Treasurer,,R,Kelly Mitchell,276,,,,,
Greene,Beech Creek 2,State Treasurer,,D,John C. Aguilera,112,,,,,
Greene,Beech Creek 2,U.S. House,8,R,Larry D. Bucshon,268,,,,,
Greene,Beech Creek 2,U.S. House,8,,Write in,0,,,,,
Greene,Beech Creek 2,State Senate,39,R,Eric S. Bassler,302,,,,,
Greene,Beech Creek 2,State Senate,39,D,No Candidate Filed,0,,,,,
Greene,Beech Creek 2,State House,62,R,Jeff Ellington,259,,,,,
Greene,Beech Creek 2,State House,62,D,Amy Swain,138,,,,,
Greene,Cass,U.S. Senate,,R,Mike Braun,48,,,,,
Greene,Cass,U.S. Senate,,D,Joe Donnelly,39,,,,,
Greene,Cass,U.S. Senate,,L,Lucy M. Brenton,5,,,,,
Greene,Cass,U.S. Senate,,,Write in,0,,,,,
Greene,Cass,State Secretary,,R,Connie Lawson,54,,,,,
Greene,Cass,State Secretary,,D,Jim Harper,35,,,,,
Greene,Cass,State Secretary,,L,Mark W. Rutherford,1,,,,,
Greene,Cass,State Secretary,,,Write in,0,,,,,
Greene,Cass,State Auditor,,R,Tera Klutz,47,,,,,
Greene,Cass,State Auditor,,D,Joselyn Whitticker,35,,,,,
Greene,Cass,State Auditor,,L,John Schick,4,,,,,
Greene,Cass,State Treasurer,,R,Kelly Mitchell,56,,,,,
Greene,Cass,State Treasurer,,D,John C. Aguilera,31,,,,,
Greene,Cass,U.S. House,8,R,Larry D. Bucshon,58,,,,,
Greene,Cass,U.S. House,8,,Write in,0,,,,,
Greene,Cass,State Senate,39,R,Eric S. Bassler,64,,,,,
Greene,Cass,State Senate,39,D,No Candidate Filed,0,,,,,
Greene,Cass,State House,62,R,Jeff Ellington,52,,,,,
Greene,Cass,State House,62,D,Amy Swain,39,,,,,
Greene,Center 1,U.S. Senate,,R,Mike Braun,203,,,,,
Greene,Center 1,U.S. Senate,,D,Joe Donnelly,119,,,,,
Greene,Center 1,U.S. Senate,,L,Lucy M. Brenton,11,,,,,
Greene,Center 1,U.S. Senate,,,Write in,0,,,,,
Greene,Center 1,State Secretary,,R,Connie Lawson,214,,,,,
Greene,Center 1,State Secretary,,D,Jim Harper,100,,,,,
Greene,Center 1,State Secretary,,L,Mark W. Rutherford,14,,,,,
Greene,Center 1,State Secretary,,,Write in,0,,,,,
Greene,Center 1,State Auditor,,R,Tera Klutz,213,,,,,
Greene,Center 1,State Auditor,,D,Joselyn Whitticker,97,,,,,
Greene,Center 1,State Auditor,,L,John Schick,12,,,,,
Greene,Center 1,State Treasurer,,R,Kelly Mitchell,223,,,,,
Greene,Center 1,State Treasurer,,D,John C. Aguilera,92,,,,,
Greene,Center 1,U.S. House,8,R,Larry D. Bucshon,223,,,,,
Greene,Center 1,U.S. House,8,,Write in,1,,,,,
Greene,Center 1,State Senate,39,R,Eric S. Bassler,236,,,,,
Greene,Center 1,State Senate,39,D,No Candidate Filed,0,,,,,
Greene,Center 1,State House,62,R,Jeff Ellington,203,,,,,
Greene,Center 1,State House,62,D,Amy Swain,126,,,,,
Greene,Center 2,U.S. Senate,,R,Mike Braun,445,,,,,
Greene,Center 2,U.S. Senate,,D,Joe Donnelly,219,,,,,
Greene,Center 2,U.S. Senate,,L,Lucy M. Brenton,38,,,,,
Greene,Center 2,U.S. Senate,,,Write in,0,,,,,
Greene,Center 2,State Secretary,,R,Connie Lawson,469,,,,,
Greene,Center 2,State Secretary,,D,Jim Harper,198,,,,,
Greene,Center 2,State Secretary,,L,Mark W. Rutherford,24,,,,,
Greene,Center 2,State Secretary,,,Write in,0,,,,,
Greene,Center 2,State Auditor,,R,Tera Klutz,451,,,,,
Greene,Center 2,State Auditor,,D,Joselyn Whitticker,196,,,,,
Greene,Center 2,State Auditor,,L,John Schick,31,,,,,
Greene,Center 2,State Treasurer,,R,Kelly Mitchell,479,,,,,
Greene,Center 2,State Treasurer,,D,John C. Aguilera,200,,,,,
Greene,Center 2,U.S. House,8,R,Larry D. Bucshon,489,,,,,
Greene,Center 2,U.S. House,8,,Write in,0,,,,,
Greene,Center 2,State Senate,39,R,Eric S. Bassler,556,,,,,
Greene,Center 2,State Senate,39,D,No Candidate Filed,0,,,,,
Greene,Center 2,State House,62,R,Jeff Ellington,463,,,,,
Greene,Center 2,State House,62,D,Amy Swain,237,,,,,
Greene,Fairplay,U.S. Senate,,R,Mike Braun,146,,,,,
Greene,Fairplay,U.S. Senate,,D,Joe Donnelly,83,,,,,
Greene,Fairplay,U.S. Senate,,L,Lucy M. Brenton,9,,,,,
Greene,Fairplay,U.S. Senate,,,Write in,0,,,,,
Greene,Fairplay,State Secretary,,R,Connie Lawson,158,,,,,
Greene,Fairplay,State Secretary,,D,Jim Harper,74,,,,,
Greene,Fairplay,State Secretary,,L,Mark W. Rutherford,5,,,,,
Greene,Fairplay,State Secretary,,,Write in,0,,,,,
Greene,Fairplay,State Auditor,,R,Tera Klutz,151,,,,,
