county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
,Butler 1,U.S. House,3,R,Jim Banks,154,,,,,
,Butler 1,U.S. House,3,D,Courtney Tritch,59,,,,,
,Butler 1,U.S. House,3,,Write in,0,,,,,
,Butler 1,State House,52,R,Ben Smaltz,157,,,,,
,Butler 1,State House,52,D,Martha Lemert,56,,,,,
Dekalb,Butler 2,U.S. Senate,,R,Mike Braun,309,,,,,
Dekalb,Butler 2,U.S. Senate,,D,Joe Donnelly,137,,,,,
Dekalb,Butler 2,U.S. Senate,,L,Lucy M. Brenton,13,,,,,
Dekalb,Butler 2,U.S. Senate,,,Write in,0,,,,,
Dekalb,Butler 2,State Secretary,,R,Connie Lawson,325,,,,,
Dekalb,Butler 2,State Secretary,,D,Jim Harper,116,,,,,
Dekalb,Butler 2,State Secretary,,L,Mark W. Rutherford,12,,,,,
Dekalb,Butler 2,State Secretary,,,Write in,1,,,,,
Dekalb,Butler 2,State Auditor,,R,Tera Klutz,325,,,,,
Dekalb,Butler 2,State Auditor,,D,Joselyn Whitticker,113,,,,,
Dekalb,Butler 2,State Auditor,,L,John Schick,15,,,,,
Dekalb,Butler 2,State Treasurer,,R,Kelly Mitchell,341,,,,,
Dekalb,Butler 2,State Treasurer,,D,John C. Aguilera,111,,,,,
Dekalb,Butler 2,U.S. House,3,R,Jim Banks,335,,,,,
Dekalb,Butler 2,U.S. House,3,D,Courtney Tritch,126,,,,,
Dekalb,Butler 2,U.S. House,3,,Write in,0,,,,,
Dekalb,Butler 2,State House,52,R,Ben Smaltz,339,,,,,
Dekalb,Butler 2,State House,52,D,Martha Lemert,114,,,,,
Dekalb,Concord,U.S. Senate,,R,Mike Braun,339,,,,,
Dekalb,Concord,U.S. Senate,,D,Joe Donnelly,81,,,,,
Dekalb,Concord,U.S. Senate,,L,Lucy M. Brenton,15,,,,,
Dekalb,Concord,U.S. Senate,,,Write in,0,,,,,
Dekalb,Concord,State Secretary,,R,Connie Lawson,353,,,,,
Dekalb,Concord,State Secretary,,D,Jim Harper,65,,,,,
Dekalb,Concord,State Secretary,,L,Mark W. Rutherford,14,,,,,
Dekalb,Concord,State Secretary,,,Write in,1,,,,,
Dekalb,Concord,State Auditor,,R,Tera Klutz,339,,,,,
Dekalb,Concord,State Auditor,,D,Joselyn Whitticker,69,,,,,
Dekalb,Concord,State Auditor,,L,John Schick,22,,,,,
Dekalb,Concord,State Treasurer,,R,Kelly Mitchell,353,,,,,
Dekalb,Concord,State Treasurer,,D,John C. Aguilera,75,,,,,
Dekalb,Concord,U.S. House,3,R,Jim Banks,352,,,,,
Dekalb,Concord,U.S. House,3,D,Courtney Tritch,80,,,,,
Dekalb,Concord,U.S. House,3,,Write in,1,,,,,
Dekalb,Concord,State Senate,14,R,Dennis K. Kruse,363,,,,,
Dekalb,Concord,State House,52,R,Ben Smaltz,353,,,,,
Dekalb,Concord,State House,52,D,Martha Lemert,73,,,,,
Dekalb,Fairfield,U.S. Senate,,R,Mike Braun,380,,,,,
Dekalb,Fairfield,U.S. Senate,,D,Joe Donnelly,139,,,,,
Dekalb,Fairfield,U.S. Senate,,L,Lucy M. Brenton,24,,,,,
Dekalb,Fairfield,U.S. Senate,,,Write in,0,,,,,
Dekalb,Fairfield,State Secretary,,R,Connie Lawson,405,,,,,
Dekalb,Fairfield,State Secretary,,D,Jim Harper,116,,,,,
Dekalb,Fairfield,State Secretary,,L,Mark W. Rutherford,12,,,,,
Dekalb,Fairfield,State Secretary,,,Write in,0,,,,,
Dekalb,Fairfield,State Auditor,,R,Tera Klutz,396,,,,,
Dekalb,Fairfield,State Auditor,,D,Joselyn Whitticker,121,,,,,
Dekalb,Fairfield,State Auditor,,L,John Schick,16,,,,,
Dekalb,Fairfield,State Treasurer,,R,Kelly Mitchell,417,,,,,
Dekalb,Fairfield,State Treasurer,,D,John C. Aguilera,116,,,,,
Dekalb,Fairfield,U.S. House,3,R,Jim Banks,416,,,,,
Dekalb,Fairfield,U.S. House,3,D,Courtney Tritch,125,,,,,
Dekalb,Fairfield,U.S. House,3,,Write in,0,,,,,
Dekalb,Fairfield,State House,52,R,Ben Smaltz,424,,,,,
Dekalb,Fairfield,State House,52,D,Martha Lemert,116,,,,,
Dekalb,Franklin,U.S. Senate,,R,Mike Braun,303,,,,,
Dekalb,Franklin,U.S. Senate,,D,Joe Donnelly,117,,,,,
Dekalb,Franklin,U.S. Senate,,L,Lucy M. Brenton,6,,,,,
Dekalb,Franklin,U.S. Senate,,,Write in,0,,,,,
Dekalb,Franklin,State Secretary,,R,Connie Lawson,313,,,,,
Dekalb,Franklin,State Secretary,,D,Jim Harper,102,,,,,
Dekalb,Franklin,State Secretary,,L,Mark W. Rutherford,8,,,,,
Dekalb,Franklin,State Secretary,,,Write in,0,,,,,
Dekalb,Franklin,State Auditor,,R,Tera Klutz,301,,,,,
Dekalb,Franklin,State Auditor,,D,Joselyn Whitticker,101,,,,,
Dekalb,Franklin,State Auditor,,L,John Schick,13,,,,,
Dekalb,Franklin,State Treasurer,,R,Kelly Mitchell,311,,,,,
Dekalb,Franklin,State Treasurer,,D,John C. Aguilera,104,,,,,
Dekalb,Franklin,U.S. House,3,R,Jim Banks,312,,,,,
Dekalb,Franklin,U.S. House,3,D,Courtney Tritch,115,,,,,
Dekalb,Franklin,U.S. House,3,,Write in,0,,,,,
Dekalb,Franklin,State Senate,14,R,Dennis K. Kruse,338,,,,,
Dekalb,Franklin,State House,52,R,Ben Smaltz,314,,,,,
Dekalb,Franklin,State House,52,D,Martha Lemert,106,,,,,
Dekalb,Grant 1,U.S. Senate,,R,Mike Braun,73,,,,,
Dekalb,Grant 1,U.S. Senate,,D,Joe Donnelly,44,,,,,
Dekalb,Grant 1,U.S. Senate,,L,Lucy M. Brenton,7,,,,,
Dekalb,Grant 1,U.S. Senate,,,Write in,0,,,,,
Dekalb,Grant 1,State Secretary,,R,Connie Lawson,74,,,,,
Dekalb,Grant 1,State Secretary,,D,Jim Harper,43,,,,,
Dekalb,Grant 1,State Secretary,,L,Mark W. Rutherford,6,,,,,
Dekalb,Grant 1,State Secretary,,,Write in,0,,,,,
Dekalb,Grant 1,State Auditor,,R,Tera Klutz,73,,,,,
Dekalb,Grant 1,State Auditor,,D,Joselyn Whitticker,44,,,,,
Dekalb,Grant 1,State Auditor,,L,John Schick,7,,,,,
Dekalb,Grant 1,State Treasurer,,R,Kelly Mitchell,80,,,,,
Dekalb,Grant 1,State Treasurer,,D,John C. Aguilera,43,,,,,
Dekalb,Grant 1,U.S. House,3,R,Jim Banks,77,,,,,
Dekalb,Grant 1,U.S. House,3,D,Courtney Tritch,46,,,,,
Dekalb,Grant 1,U.S. House,3,,Write in,0,,,,,
Dekalb,Grant 1,State Senate,14,R,Dennis K. Kruse,90,,,,,
Dekalb,Grant 1,State House,52,R,Ben Smaltz,74,,,,,
Dekalb,Grant 1,State House,52,D,Martha Lemert,45,,,,,
Dekalb,Grant 2,U.S. Senate,,R,Mike Braun,318,,,,,
Dekalb,Grant 2,U.S. Senate,,D,Joe Donnelly,122,,,,,
Dekalb,Grant 2,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Dekalb,Grant 2,U.S. Senate,,,Write in,0,,,,,
Dekalb,Grant 2,State Secretary,,R,Connie Lawson,353,,,,,
Dekalb,Grant 2,State Secretary,,D,Jim Harper,96,,,,,
Dekalb,Grant 2,State Secretary,,L,Mark W. Rutherford,10,,,,,
Dekalb,Grant 2,State Secretary,,,Write in,0,,,,,
Dekalb,Grant 2,State Auditor,,R,Tera Klutz,339,,,,,
Dekalb,Grant 2,State Auditor,,D,Joselyn Whitticker,96,,,,,
Dekalb,Grant 2,State Auditor,,L,John Schick,21,,,,,
Dekalb,Grant 2,State Treasurer,,R,Kelly Mitchell,362,,,,,
Dekalb,Grant 2,State Treasurer,,D,John C. Aguilera,95,,,,,
Dekalb,Grant 2,U.S. House,3,R,Jim Banks,361,,,,,
Dekalb,Grant 2,U.S. House,3,D,Courtney Tritch,103,,,,,
Dekalb,Grant 2,U.S. House,3,,Write in,0,,,,,
Dekalb,Grant 2,State Senate,14,R,Dennis K. Kruse,398,,,,,
Dekalb,Grant 2,State House,52,R,Ben Smaltz,377,,,,,
Dekalb,Grant 2,State House,52,D,Martha Lemert,82,,,,,
Dekalb,Grant 3,U.S. Senate,,R,Mike Braun,211,,,,,
Dekalb,Grant 3,U.S. Senate,,D,Joe Donnelly,108,,,,,
Dekalb,Grant 3,U.S. Senate,,L,Lucy M. Brenton,20,,,,,
Dekalb,Grant 3,U.S. Senate,,,Write in,0,,,,,
Dekalb,Grant 3,State Secretary,,R,Connie Lawson,223,,,,,
Dekalb,Grant 3,State Secretary,,D,Jim Harper,98,,,,,
Dekalb,Grant 3,State Secretary,,L,Mark W. Rutherford,14,,,,,
Dekalb,Grant 3,State Secretary,,,Write in,0,,,,,
Dekalb,Grant 3,State Auditor,,R,Tera Klutz,218,,,,,
Dekalb,Grant 3,State Auditor,,D,Joselyn Whitticker,97,,,,,
Dekalb,Grant 3,State Auditor,,L,John Schick,17,,,,,
Dekalb,Grant 3,State Treasurer,,R,Kelly Mitchell,232,,,,,
Dekalb,Grant 3,State Treasurer,,D,John C. Aguilera,100,,,,,
Dekalb,Grant 3,U.S. House,3,R,Jim Banks,227,,,,,
Dekalb,Grant 3,U.S. House,3,D,Courtney Tritch,110,,,,,
Dekalb,Grant 3,U.S. House,3,,Write in,0,,,,,
Dekalb,Grant 3,State Senate,14,R,Dennis K. Kruse,254,,,,,
Dekalb,Grant 3,State House,52,R,Ben Smaltz,237,,,,,
Dekalb,Grant 3,State House,52,D,Martha Lemert,99,,,,,
Dekalb,Jackson North,U.S. Senate,,R,Mike Braun,479,,,,,
Dekalb,Jackson North,U.S. Senate,,D,Joe Donnelly,189,,,,,
Dekalb,Jackson North,U.S. Senate,,L,Lucy M. Brenton,31,,,,,
Dekalb,Jackson North,U.S. Senate,,,Write in,0,,,,,
Dekalb,Jackson North,State Secretary,,R,Connie Lawson,516,,,,,
Dekalb,Jackson North,State Secretary,,D,Jim Harper,159,,,,,
Dekalb,Jackson North,State Secretary,,L,Mark W. Rutherford,17,,,,,
Dekalb,Jackson North,State Secretary,,,Write in,0,,,,,
Dekalb,Jackson North,State Auditor,,R,Tera Klutz,515,,,,,
Dekalb,Jackson North,State Auditor,,D,Joselyn Whitticker,149,,,,,
Dekalb,Jackson North,State Auditor,,L,John Schick,20,,,,,
Dekalb,Jackson North,State Treasurer,,R,Kelly Mitchell,529,,,,,
Dekalb,Jackson North,State Treasurer,,D,John C. Aguilera,154,,,,,
Dekalb,Jackson North,U.S. House,3,R,Jim Banks,515,,,,,
Dekalb,Jackson North,U.S. House,3,D,Courtney Tritch,183,,,,,
Dekalb,Jackson North,U.S. House,3,,Write in,1,,,,,
Dekalb,Jackson North,State Senate,14,R,Dennis K. Kruse,582,,,,,
Dekalb,Jackson North,State House,52,R,Ben Smaltz,542,,,,,
Dekalb,Jackson North,State House,52,D,Martha Lemert,150,,,,,
Dekalb,Jackson South,U.S. Senate,,R,Mike Braun,531,,,,,
Dekalb,Jackson South,U.S. Senate,,D,Joe Donnelly,160,,,,,
Dekalb,Jackson South,U.S. Senate,,L,Lucy M. Brenton,19,,,,,
Dekalb,Jackson South,U.S. Senate,,,Write in,0,,,,,
Dekalb,Jackson South,State Secretary,,R,Connie Lawson,558,,,,,
Dekalb,Jackson South,State Secretary,,D,Jim Harper,128,,,,,
Dekalb,Jackson South,State Secretary,,L,Mark W. Rutherford,18,,,,,
Dekalb,Jackson South,State Secretary,,,Write in,1,,,,,
Dekalb,Jackson South,State Auditor,,R,Tera Klutz,557,,,,,
Dekalb,Jackson South,State Auditor,,D,Joselyn Whitticker,126,,,,,
Dekalb,Jackson South,State Auditor,,L,John Schick,16,,,,,
Dekalb,Jackson South,State Treasurer,,R,Kelly Mitchell,565,,,,,
Dekalb,Jackson South,State Treasurer,,D,John C. Aguilera,132,,,,,
Dekalb,Jackson South,U.S. House,3,R,Jim Banks,559,,,,,
Dekalb,Jackson South,U.S. House,3,D,Courtney Tritch,154,,,,,
Dekalb,Jackson South,U.S. House,3,,Write in,0,,,,,
Dekalb,Jackson South,State Senate,14,R,Dennis K. Kruse,603,,,,,
Dekalb,Jackson South,State House,52,R,Ben Smaltz,566,,,,,
Dekalb,Jackson South,State House,52,D,Martha Lemert,131,,,,,
