county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Shelby,2nd West,U.S. Senate,,R,Mike Braun,262,,,,,
Shelby,2nd West,U.S. Senate,,D,Joe Donnelly,166,,,,,
Shelby,2nd West,U.S. Senate,,L,Lucy M. Brenton,27,,,,,
Shelby,2nd West,U.S. Senate,,,Write in,0,,,,,
Shelby,2nd West,State Secretary,,R,Connie Lavvson,297,,,,,
Shelby,2nd West,State Secretary,,D,Jim Harper ',138,,,,,
Shelby,2nd West,State Secretary,,L,Mark Vv. Rutherford,13,,,,,
Shelby,2nd West,State Secretary,,,Write in,0,,,,,
Shelby,2nd West,State Auditor,,R,Tera Klutz,289,,,,,
Shelby,2nd West,State Auditor,,D,Joselyn Vvhitticker,143,,,,,
Shelby,2nd West,State Auditor,,L,John Schick,12,,,,,
Shelby,2nd West,State Treasurer,,R,Kelly Mitchell,303,,,,,
Shelby,2nd West,State Treasurer,,D,John C. Aguilera,139,,,,,
Shelby,2nd West,U.S. House,6,,Lee Lake,36.59%,,,,,
Shelby,2nd West,State House,57,R,Sean R. Eberhart,360,,,,,
Shelby,3rd East,U.S. Senate,,R,Mike Braun,169,,,,,
Shelby,3rd East,U.S. Senate,,D,Joe Donnelly,101,,,,,
Shelby,3rd East,U.S. Senate,,L,Lucy M. Brenton,12,,,,,
Shelby,3rd East,U.S. Senate,,,Write in,0,,,,,
Shelby,3rd East,State Secretary,,R,Connie Lawson,200,,,,,
Shelby,3rd East,State Secretary,,D,Jim Harper,71,,,,,
Shelby,3rd East,State Secretary,,L,Mark W. Rutherford,7,,,,,
Shelby,3rd East,State Secretary,,,Write in,0,,,,,
Shelby,3rd East,State Auditor,,R,Tera Klutz,186,,,,,
Shelby,3rd East,State Auditor,,D,Joselyn Whitticker,83,,,,,
Shelby,3rd East,State Auditor,,L,John Schick,8,,,,,
Shelby,3rd East,State Treasurer,,R,Kelly Mitchell,197,,,,,
Shelby,3rd East,State Treasurer,,D,John C. Aguilera,81,,,,,
Shelby,3rd East,U.S. House,,R,Greg Pence,180,,,,,
Shelby,3rd East,U.S. House,,D,Jeannine Lee Lake,90,,,,,
Shelby,3rd East,U.S. House,,L,Torn Ferkinhoff,8,,,,,
Shelby,3rd East,U.S. House,,,Write in,0,,,,,
Shelby,3rd East,State House,57,R,Sean R. Eberhart,228,,,,,
Shelby,3rd East,U.S. Senate,,R,Mike Braun,8,,,,,
Shelby,3rd East,U.S. Senate,,D,Joe Donnelly,0,,,,,
Shelby,3rd East,U.S. Senate,,L,Lucy M. Brenton .,3,,,,,
Shelby,3rd East,U.S. Senate,,,Write in,0,,,,,
Shelby,3rd East,State Secretary,,R,Connie Lawson,9,,,,,
Shelby,3rd East,State Secretary,,D,Jim Harper,1,,,,,
Shelby,3rd East,State Secretary,,L,Mark W. Rutherford,0,,,,,
Shelby,3rd East,State Secretary,,,Write in,0,,,,,
Shelby,3rd East,State Auditor,,R,Tera Klutz,8,,,,,
Shelby,3rd East,State Auditor,,D,Joselyn Vvhitticker,1,,,,,
Shelby,3rd East,State Auditor,,,John Schick,0,,,,,
Shelby,3rd East,State Treasurer,,R,Kelly Mitchell,9,,,,,
Shelby,3rd East,State Treasurer,,D,John C. Aguilera,1,,,,,
Shelby,3rd East,U.S. House,6,R,Greg Pence,8,,,,,
Shelby,3rd East,U.S. House,6,,Jeannine Lee Lake,3,,,,,
Shelby,3rd East,U.S. House,6,L,Tom Ferkinhoff,0,,,,,
Shelby,3rd East,U.S. House,6,,Write in,0,,,,,
Shelby,3rd East,State House,57,R,Sean R. Eberhart,7,,,,,
Shelby,3rd Southeast,U.S. Senate,,R,Mike Braun,30,,,,,
Shelby,3rd Southeast,U.S. Senate,,D,Joe Donnelly,11,,,,,
Shelby,3rd Southeast,U.S. Senate,,L,Lucy M. Brenton,1,,,,,
Shelby,3rd Southeast,U.S. Senate,,,Write in,0,,,,,
Shelby,3rd Southeast,State Secretary,,R,Connie Lawson,32,,,,,
Shelby,3rd Southeast,State Secretary,,D,Jim Harper,7,,,,,
Shelby,3rd Southeast,State Secretary,,L,Mark W. Rutherford,1,,,,,
Shelby,3rd Southeast,State Secretary,,,Write in,0,,,,,
Shelby,3rd Southeast,State Auditor,,R,Tera Klutz,33,,,,,
Shelby,3rd Southeast,State Auditor,,D,Joselyn Vvhitticker,6,,,,,
Shelby,3rd Southeast,State Auditor,,L,John Schick,1,,,,,
Shelby,3rd Southeast,State Treasurer,,R,Kelly Mitchell,34,,,,,
Shelby,3rd Southeast,State Treasurer,,D,John C. Aguilera,6,,,,,
Shelby,3rd Southeast,U.S. House,6,R,Greg Pence,32,,,,,
Shelby,3rd Southeast,U.S. House,6,D,Jeannine Lee Lake,9,,,,,
Shelby,3rd Southeast,U.S. House,6,L,Tom Ferkinhoff,1,,,,,
Shelby,3rd Southeast,U.S. House,6,,Write in,0,,,,,
Shelby,3rd Southeast,State House,57,R,Sean R Eberhart,37,,,,,
Shelby,3rd Southeast,U.S. Senate,,R,Mike Braun,291,,,,,
Shelby,3rd Southeast,U.S. Senate,,D,Joe Donnelly,154,,,,,
Shelby,3rd Southeast,U.S. Senate,,L,Lucy M. Brenton,18,,,,,
Shelby,3rd Southeast,U.S. Senate,,,Write in,0,,,,,
Shelby,3rd Southeast,State Secretary,,R,Connie Lawson,323,,,,,
Shelby,3rd Southeast,State Secretary,,D,Jim Harper,125,,,,,
