county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Marshall,Polk 2,State Auditor,,L,John Schick,23,,,,,
Marshall,Polk 2,State Treasurer,,R,Kelly Mitchell,291,,,,,
Marshall,Polk 2,State Treasurer,,D,John C. Aguilera,132,,,,,
Marshall,Polk 2,U.S. House,2,R,Jackie Walorski,249,,,,,
Marshall,Polk 2,U.S. House,2,D,Mel Hall,172,,,,,
Marshall,Polk 2,U.S. House,2,,Write in,3,,,,,
Marshall,Polk 2,State House,17,R,Jack Jordan,268,,,,,
Marshall,Polk 2,State House,17,D,Michelle Livinghouse,161,,,,,
Marshall,Polk 2,U.S. Senate,,R,Mike Braun,248,,,,,
Marshall,Polk 2,U.S. Senate,,D,Joe Donnelly,107,,,,,
Marshall,Polk 2,U.S. Senate,,L,Lucy M. Brenton,10,,,,,
Marshall,Polk 2,U.S. Senate,,,Write in,0,,,,,
Marshall,Polk 2,State Secretary,,R,Connie Lawson,286,,,,,
Marshall,Polk 2,State Secretary,,D,Jim Harper,70,,,,,
Marshall,Polk 2,State Secretary,,L,Mark W. Rutherford,9,,,,,
Marshall,Polk 2,State Secretary,,,Write in,0,,,,,
Marshall,Polk 2,State Auditor,,R,Tera Klutz,274,,,,,
Marshall,Polk 2,State Auditor,,D,Joselyn Whittigker,81,,,,,
Marshall,Polk 2,State Auditor,,L,John Schick,9,,,,,
Marshall,Polk 2,State Treasurer,,R,Kelly Mitchell,287,,,,,
Marshall,Polk 2,State Treasurer,,D,John C. Aguilera,75,,,,,
Marshall,Polk 2,U.S. House,2,R,Jackie Walorski,265,,,,,
Marshall,Polk 2,U.S. House,2,D,Mel Hall,102,,,,,
Marshall,Polk 2,U.S. House,2,,Write in,0,,,,,
Marshall,Polk 2,State House,17,R,Jack Jordan,277,,,,,
Marshall,Polk 2,State House,17,D,Michelle Livinghouse,89,,,,,
Marshall,Polk 2,U.S. Senate,,R,Mike Braun,0,,,,,
Marshall,Polk 2,U.S. Senate,,D,Joe Donnelly,0,,,,,
Marshall,Polk 2,U.S. Senate,,L,Lucy M. Brenton,0,,,,,
Marshall,Polk 2,U.S. Senate,,,Write in,0,,,,,
Marshall,Polk 2,State Secretary,,R,Connie Lawson,0,,,,,
Marshall,Polk 2,State Secretary,,D,Jim Harper,"0,",,,,,
Marshall,Polk 2,State Secretary,,L,Mark W. Rutherford,0,,,,,
Marshall,Polk 2,State Secretary,,,Write in,0,,,,,
Marshall,Polk 2,State Auditor,,R,Tera Klutz,0,,,,,
Marshall,Polk 2,State Auditor,,D,Joselyn Whitticker,0,,,,,
Marshall,Polk 2,State Auditor,,L,John Schick,0,,,,,
Marshall,Polk 2,State Treasurer,,R,Kelly Mitchell,0,,,,,
Marshall,Polk 2,State Treasurer,,D,John C. Aguilera,0,,,,,
Marshall,Polk 2,U.S. House,2,R,Jackie Walorski,0,,,,,
Marshall,Polk 2,U.S. House,2,D,Mel Hall,0,,,,,
Marshall,Polk 2,U.S. House,2,,Write in,0,,,,,
Marshall,Polk 2,State House,17,R,Jack Jordan,0,,,,,
Marshall,Polk 2,State House,17,,Livinghouse,0.00%,,,,,
Marshall,Polk 2,U.S. Senate,,R,Mike Braun,268,,,,,
Marshall,Polk 2,U.S. Senate,,D,Joe Donnelly,216,,,,,
Marshall,Polk 2,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Marshall,Polk 2,U.S. Senate,,,Write in,0,,,,,
Marshall,Polk 2,State Secretary,,R,Connie Lawson,307,,,,,
Marshall,Polk 2,State Secretary,,D,Jim Harper,167,,,,,
Marshall,Polk 2,State Secretary,,L,Mark W. Rutherford,15,,,,,
Marshall,Polk 2,State Secretary,,,Write in,0,,,,,
Marshall,Polk 2,State Auditor,,R,Tera Klutz,296,,,,,
Marshall,Polk 2,State Auditor,,D,Joselyn Whitticker,172,,,,,
Marshall,Polk 2,State Auditor,,,John Schick,16,,,,,
Marshall,Polk 2,State Treasurer,,R,Kelly Mitchell,313,,,,,
Marshall,Polk 2,State Treasurer,,D,John C. Aguilera,172,,,,,
Marshall,Polk 2,U.S. House,2,R,Jackie Walorski,291,,,,,
Marshall,Polk 2,U.S. House,2,D,Mel Hall,205,,,,,
Marshall,Polk 2,U.S. House,2,,Write in,0,,,,,
Marshall,Polk 2,State House,17,R,Jack Jordan,306,,,,,
Marshall,Polk 2,State House,17,D,Michelle Livinghouse,188,,,,,
Marshall,Polk 2,U.S. Senate,,R,Mike Braun,309,,,,,
Marshall,Polk 2,U.S. Senate,,D,Joe Donnelly,170,,,,,
Marshall,Polk 2,U.S. Senate,,L,Lucy M. Brenton,19,,,,,
Marshall,Polk 2,U.S. Senate,,,Write in,0,,,,,
Marshall,Polk 2,State Secretary,,R,Connie Lawson,335,,,,,
Marshall,Polk 2,State Secretary,,D,Jim Harper,138,,,,,
Marshall,Polk 2,State Secretary,,L,Mark W. Rutherford,21,,,,,
Marshall,Polk 2,State Secretary,,,Write in,1,,,,,
Marshall,Polk 2,State Auditor,,R,Tera Klutz,330,,,,,
Marshall,Polk 2,State Auditor,,D,Joselyn Whitticker,142,,,,,
Marshall,Polk 2,State Auditor,,L,John Schick,20,,,,,
Marshall,Polk 2,State Treasurer,,R,Kelly Mitchell,347,,,,,
Marshall,Polk 2,State Treasurer,,D,John C. Aguilera,145,,,,,
Marshall,Polk 2,U.S. House,2,R,Jackie Walorski,313,,,,,
Marshall,Polk 2,U.S. House,2,D,Mel Hall,182,,,,,
Marshall,Polk 2,U.S. House,2,,Write in,0,,,,,
Marshall,Polk 2,State House,17,R,Jack Jordan,335,,,,,
Marshall,Polk 2,State House,17,D,Michelle Livinghouse,160,,,,,
Marshall,Polk 2,U.S. Senate,,R,Mike Braun,307,,,,,
Marshall,Polk 2,U.S. Senate,,D,Joe Donnelly,222,,,,,
Marshall,Polk 2,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Marshall,Polk 2,U.S. Senate,,,Write in,0,,,,,
Marshall,Polk 2,State Secretary,,R,Connie Lawson,357,,,,,
Marshall,Polk 2,State Secretary,,D,Jim Harper,167,,,,,
Marshall,Polk 2,State Secretary,,L,Mark W. Rutherford,18,,,,,
Marshall,Polk 2,State Secretary,,,Write in,0,,,,,
Marshall,Polk 2,State Auditor,,R,Tera Klutz,350,,,,,
Marshall,Polk 2,State Auditor,,D,Joselyn Whitticker,165,,,,,
Marshall,Polk 2,State Auditor,,L,John Schick,20,,,,,
Marshall,Polk 2,State Treasurer,,R,Kelly Mitchell,373,,,,,
Marshall,Polk 2,State Treasurer,,D,John C. Aguilera,161,,,,,
Marshall,Polk 2,U.S. House,2,R,Jackie Walorski,333,,,,,
Marshall,Polk 2,U.S. House,2,D,Mel Hall,212,,,,,
Marshall,Polk 2,U.S. House,2,,Write in,0,,,,,
Marshall,Polk 2,State House,17,R,Jack Jordan,351,,,,,
Marshall,Polk 2,State House,17,D,Michelle Livinghouse,190,,,,,
