county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Noble,Sparta 2,U.S. Senate,,R,Mike Braun,474,,,,,
Noble,Sparta 2,U.S. Senate,,D,Joe Donnelly,202,,,,,
Noble,Sparta 2,U.S. Senate,,L,Lucy M. Brenton,21,,,,,
Noble,Sparta 2,U.S. Senate,,,Write in,0,,,,,
Noble,Sparta 2,State Secretary,,R,Connie Lawson,515,,,,,
Noble,Sparta 2,State Secretary,,D,Jim Harper,164,,,,,
Noble,Sparta 2,State Secretary,,L,Mark W. Rutherford,16,,,,,
Noble,Sparta 2,State Secretary,,,Write in,0,,,,,
Noble,Sparta 2,State Auditor,,R,Tera Klutz,508,,,,,
Noble,Sparta 2,State Auditor,,D,Joselyn Whitticker,167,,,,,
Noble,Sparta 2,State Auditor,,L,John Schick,17,,,,,
Noble,Sparta 2,State Treasurer,,R,Kelly Mitchell,523,,,,,
Noble,Sparta 2,State Treasurer,,D,John C. Aguilera,167,,,,,
Noble,Sparta 2,U.S. House,3,R,Jim Banks,511,,,,,
Noble,Sparta 2,U.S. House,3,,Write in,0,,,,,
Noble,Sparta 2,State House,82,R,David H. Abbott,521,,,,,
Noble,Sparta 2,State House,82,D,Mike Wilber,173,,,,,
Noble,Perry 3,U.S. Senate,,R,Mike Braun,272,,,,,
Noble,Perry 3,U.S. Senate,,D,Joe Donnelly,85,,,,,
Noble,Perry 3,U.S. Senate,,L,Lucy M. Brenton,16,,,,,
Noble,Perry 3,U.S. Senate,,,Write in,0,,,,,
Noble,Perry 3,State Secretary,,R,Connie Lawson,286,,,,,
Noble,Perry 3,State Secretary,,D,Jim Harper,76,,,,,
Noble,Perry 3,State Secretary,,L,Mark W. Rutherford,8,,,,,
Noble,Perry 3,State Secretary,,,Write in,0,,,,,
Noble,Perry 3,State Auditor,,R,Tera Klutz,281,,,,,
Noble,Perry 3,State Auditor,,D,Joselyn Whitticker,76,,,,,
Noble,Perry 3,State Auditor,,L,John Schick,8,,,,,
Noble,Perry 3,State Treasurer,,R,Kelly Mitchell,285,,,,,
Noble,Perry 3,State Treasurer,,D,John C. Aguilera,81,,,,,
Noble,Perry 3,U.S. House,3,R,Jim Banks,288,,,,,
Noble,Perry 3,U.S. House,3,,Write in,0,,,,,
Noble,Perry 3,State House,82,R,David H. Abbott,294,,,,,
Noble,Perry 3,State House,82,D,Mike Wilber,76,,,,,
Noble,Perry 4,U.S. Senate,,R,Mike Braun,71,,,,,
Noble,Perry 4,U.S. Senate,,D,Joe Donnelly,62,,,,,
Noble,Perry 4,U.S. Senate,,L,Lucy M. Brenton,11,,,,,
Noble,Perry 4,U.S. Senate,,,Write in,0,,,,,
Noble,Perry 4,State Secretary,,R,Connie Lawson,76,,,,,
Noble,Perry 4,State Secretary,,D,Jim Harper,63,,,,,
Noble,Perry 4,State Secretary,,L,Mark W. Rutherford,4,,,,,
Noble,Perry 4,State Secretary,,,Write in,1,,,,,
Noble,Perry 4,State Auditor,,R,Tera Klutz,75,,,,,
Noble,Perry 4,State Auditor,,D,Joselyn Whitticker,57,,,,,
Noble,Perry 4,State Auditor,,L,John Schick,9,,,,,
Noble,Perry 4,State Treasurer,,R,Kelly Mitchell,81,,,,,
Noble,Perry 4,State Treasurer,,D,John C. Aguilera,61,,,,,
Noble,Perry 4,U.S. House,3,R,Jim Banks,80,,,,,
Noble,Perry 4,U.S. House,3,,Write in,0,,,,,
Noble,Perry 4,State House,82,R,David H. Abbott,79,,,,,
Noble,Perry 4,State House,82,D,Mike Wilber,62,,,,,
Noble,Perry 5,U.S. Senate,,R,Mike Braun,68,,,,,
Noble,Perry 5,U.S. Senate,,D,Joe Donnelly,46,,,,,
Noble,Perry 5,U.S. Senate,,L,Lucy M. Brenton,11,,,,,
Noble,Perry 5,U.S. Senate,,,Write in,0,,,,,
Noble,Perry 5,State Secretary,,R,Connie Lawson,83,,,,,
Noble,Perry 5,State Secretary,,D,Jim Harper,37,,,,,
Noble,Perry 5,State Secretary,,L,Mark W. Rutherford,6,,,,,
Noble,Perry 5,State Secretary,,,Write in,0,,,,,
Noble,Perry 5,State Auditor,,R,Tera Klutz,77,,,,,
Noble,Perry 5,State Auditor,,D,Joselyn Whitticker,39,,,,,
Noble,Perry 5,State Auditor,,L,John Schick,9,,,,,
Noble,Perry 5,State Treasurer,,R,Kelly Mitchell,84,,,,,
Noble,Perry 5,State Treasurer,,D,John C. Aguilera,41,,,,,
Noble,Perry 5,U.S. House,3,R,Jim Banks,80,,,,,
Noble,Perry 5,U.S. House,3,,Write in,0,,,,,
Noble,Perry 5,State House,82,R,David H. Abbott,82,,,,,
Noble,Perry 5,State House,82,D,Mike Wilber,45,,,,,
Noble,Perry 6,U.S. Senate,,R,Mike Braun,191,,,,,
Noble,Perry 6,U.S. Senate,,D,Joe Donnelly,138,,,,,
Noble,Perry 6,U.S. Senate,,L,Lucy M. Brenton,21,,,,,
Noble,Perry 6,U.S. Senate,,,Write in,0,,,,,
Noble,Perry 6,State Secretary,,R,Connie Lawson,218,,,,,
Noble,Perry 6,State Secretary,,D,Jim Harper,122,,,,,
Noble,Perry 6,State Secretary,,L,Mark W. Rutherford,11,,,,,
Noble,Perry 6,State Secretary,,,Write in,0,,,,,
Noble,Perry 6,State Auditor,,R,Tera Klutz,216,,,,,
Noble,Perry 6,State Auditor,,D,Joselyn Whitticker,119,,,,,
Noble,Perry 6,State Auditor,,L,John Schick,13,,,,,
Noble,Perry 6,State Treasurer,,R,Kelly Mitchell,231,,,,,
Noble,Perry 6,State Treasurer,,D,John C. Aguilera,117,,,,,
Noble,Perry 6,U.S. House,3,R,Jim Banks,220,,,,,
Noble,Perry 6,U.S. House,3,,Write in,0,,,,,
Noble,Perry 6,State House,82,R,David H. Abbott,224,,,,,
Noble,Perry 6,State House,82,D,Mike Wilber,127,,,,,
Noble,Elkhart 7,U.S. Senate,,R,Mike Braun,301,,,,,
Noble,Elkhart 7,U.S. Senate,,D,Joe Donnelly,103,,,,,
Noble,Elkhart 7,U.S. Senate,,L,Lucy M. Brenton,13,,,,,
Noble,Elkhart 7,U.S. Senate,,,Write in,0,,,,,
Noble,Elkhart 7,State Secretary,,R,Connie Lawson,327,,,,,
Noble,Elkhart 7,State Secretary,,D,Jim Harper,80,,,,,
Noble,Elkhart 7,State Secretary,,L,Mark W. Rutherford,6,,,,,
Noble,Elkhart 7,State Secretary,,,Write in,0,,,,,
Noble,Elkhart 7,State Auditor,,R,Tera Klutz,320,,,,,
Noble,Elkhart 7,State Auditor,,D,Joselyn Whitticker,82,,,,,
Noble,Elkhart 7,State Auditor,,L,John Schick,10,,,,,
Noble,Elkhart 7,State Treasurer,,R,Kelly Mitchell,331,,,,,
Noble,Elkhart 7,State Treasurer,,D,John C. Aguilera,81,,,,,
Noble,Elkhart 7,U.S. House,3,R,Jim Banks,334,,,,,
Noble,Elkhart 7,U.S. House,3,,Write in,0,,,,,
Noble,Elkhart 7,State House,82,R,David H. Abbott,324,,,,,
Noble,Elkhart 7,State House,82,D,Mike Wilber,88,,,,,
Noble,York 8,U.S. Senate,,R,Mike Braun,405,,,,,
Noble,York 8,U.S. Senate,,D,Joe Donnelly,150,,,,,
Noble,York 8,U.S. Senate,,L,Lucy M. Brenton,32,,,,,
Noble,York 8,U.S. Senate,,,Write in,0,,,,,
Noble,York 8,State Secretary,,R,Connie Lawson,453,,,,,
Noble,York 8,State Secretary,,D,Jim Harper,118,,,,,
Noble,York 8,State Secretary,,L,Mark W. Rutherford,14,,,,,
Noble,York 8,State Secretary,,,Write in,0,,,,,
Noble,York 8,State Auditor,,R,Tera Klutz,437,,,,,
Noble,York 8,State Auditor,,D,Joselyn Whitticker,113,,,,,
Noble,York 8,State Auditor,,L,John Schick,27,,,,,
Noble,York 8,State Treasurer,,R,Kelly Mitchell,472,,,,,
Noble,York 8,State Treasurer,,D,John C. Aguilera,104,,,,,
Noble,York 8,U.S. House,3,R,Jim Banks,459,,,,,
Noble,York 8,U.S. House,3,,Write in,0,,,,,
Noble,York 8,State House,82,R,David H. Abbott,457,,,,,
Noble,York 8,State House,82,D,Mike Wilber,123,,,,,
Noble,Noble 9,U.S. Senate,,R,Mike Braun,438,,,,,
