county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Blackford,Jackson 2,State Senate,19,R,Travis Holdman,324,,,,,
Blackford,Jackson 2,State House,31,R,Kevin A. Mahan,293,,,,,
Blackford,Jackson 2,State House,31,D,Lynn Johnson,109,,,,,
Blackford,Licking 1,U.S. Senate,,R,Mike Braun,289,,,,,
Blackford,Licking 1,U.S. Senate,,D,Joe Donnelly,213,,,,,
Blackford,Licking 1,U.S. Senate,,L,Lucy M. Brenton,40,,,,,
Blackford,Licking 1,U.S. Senate,,,Write in,0,,,,,
Blackford,Licking 1,State Secretary,,R,Connie Lawson,336,,,,,
Blackford,Licking 1,State Secretary,,D,Jim Harper,180,,,,,
Blackford,Licking 1,State Secretary,,L,Mark W. Rutherford,17,,,,,
Blackford,Licking 1,State Secretary,,,Write in,2,,,,,
Blackford,Licking 1,State Auditor,,R,Tera Klutz,310,,,,,
Blackford,Licking 1,State Auditor,,D,Joselyn Whitticker,190,,,,,
Blackford,Licking 1,State Auditor,,L,John Schick,26,,,,,
Blackford,Licking 1,State Treasurer,,R,Kelly Mitchell,342,,,,,
Blackford,Licking 1,State Treasurer,,D,John C. Aguilera,188,,,,,
Blackford,Licking 1,U.S. House,5,R,Susan W. Brooks,356,,,,,
Blackford,Licking 1,U.S. House,5,D,Dee Thornton,182,,,,,
Blackford,Licking 1,U.S. House,5,,Write in,0,,,,,
Blackford,Licking 1,State Senate,19,R,Travis Holdman,377,,,,,
Blackford,Licking 1,State House,31,R,Kevin A. Mahan,365,,,,,
Blackford,Licking 1,State House,31,D,Lynn Johnson,175,,,,,
Blackford,Licking 2,U.S. Senate,,R,Mike Braun,234,,,,,
Blackford,Licking 2,U.S. Senate,,D,Joe Donnelly,159,,,,,
Blackford,Licking 2,U.S. Senate,,L,Lucy M. Brenton,36,,,,,
Blackford,Licking 2,U.S. Senate,,,Write in,0,,,,,
Blackford,Licking 2,State Secretary,,R,Connie Lawson,260,,,,,
Blackford,Licking 2,State Secretary,,D,Jim Harper,145,,,,,
Blackford,Licking 2,State Secretary,,L,Mark W. Rutherford,18,,,,,
Blackford,Licking 2,State Secretary,,,Write in,0,,,,,
Blackford,Licking 2,State Auditor,,R,Tera Klutz,238,,,,,
Blackford,Licking 2,State Auditor,,D,Joselyn Whitticker,161,,,,,
Blackford,Licking 2,State Auditor,,L,John Schick,21,,,,,
Blackford,Licking 2,State Treasurer,,R,Kelly Mitchell,273,,,,,
Blackford,Licking 2,State Treasurer,,D,John C. Aguilera,147,,,,,
Blackford,Licking 2,U.S. House,5,R,Susan W. Brooks,271,,,,,
Blackford,Licking 2,U.S. House,5,D,Dee Thornton,148,,,,,
Blackford,Licking 2,U.S. House,5,,Write in,0,,,,,
Blackford,Licking 2,State Senate,19,R,Travis Holdman,296,,,,,
Blackford,Licking 2,State House,31,R,Kevin A. Mahan,279,,,,,
Blackford,Licking 2,State House,31,D,Lynn Johnson,146,,,,,
Blackford,Licking 3,U.S. Senate,,R,Mike Braun,215,,,,,
Blackford,Licking 3,U.S. Senate,,D,Joe Donnelly,110,,,,,
Blackford,Licking 3,U.S. Senate,,L,Lucy M. Brenton,36,,,,,
Blackford,Licking 3,U.S. Senate,,,Write in,0,,,,,
Blackford,Licking 3,State Secretary,,R,Connie Lawson,236,,,,,
Blackford,Licking 3,State Secretary,,D,Jim Harper,107,,,,,
Blackford,Licking 3,State Secretary,,L,Mark W. Rutherford,14,,,,,
Blackford,Licking 3,State Secretary,,,Write in,0,,,,,
Blackford,Licking 3,State Auditor,,R,Tera Klutz,221,,,,,
Blackford,Licking 3,State Auditor,,D,Joselyn Whitticker,112,,,,,
Blackford,Licking 3,State Auditor,,L,John Schick,21,,,,,
Blackford,Licking 3,State Treasurer,,R,Kelly Mitchell,247,,,,,
Blackford,Licking 3,State Treasurer,,D,John C. Aguilera,109,,,,,
Blackford,Licking 3,U.S. House,5,R,Susan W. Brooks,255,,,,,
Blackford,Licking 3,U.S. House,5,D,Dee Thornton,102,,,,,
Blackford,Licking 3,U.S. House,5,,Write in,1,,,,,
Blackford,Licking 3,State Senate,19,R,Travis Holdman,267,,,,,
Blackford,Licking 3,State House,31,R,Kevin A. Mahan,250,,,,,
Blackford,Licking 3,State House,31,D,Lynn Johnson,107,,,,,
Blackford,Licking 4,U.S. Senate,,R,Mike Braun,218,,,,,
Blackford,Licking 4,U.S. Senate,,D,Joe Donnelly,119,,,,,
Blackford,Licking 4,U.S. Senate,,L,Lucy M. Brenton,35,,,,,
Blackford,Licking 4,U.S. Senate,,,Write in,0,,,,,
Blackford,Licking 4,State Secretary,,R,Connie Lawson,242,,,,,
Blackford,Licking 4,State Secretary,,D,Jim Harper,107,,,,,
Blackford,Licking 4,State Secretary,,L,Mark W. Rutherford,17,,,,,
Blackford,Licking 4,State Secretary,,,Write in,0,,,,,
Blackford,Licking 4,State Auditor,,R,Tera Klutz,225,,,,,
Blackford,Licking 4,State Auditor,,D,Joselyn Whitticker,121,,,,,
Blackford,Licking 4,State Auditor,,L,John Schick,18,,,,,
Blackford,Licking 4,State Treasurer,,R,Kelly Mitchell,251,,,,,
Blackford,Licking 4,State Treasurer,,D,John C. Aguilera,110,,,,,
Blackford,Licking 4,U.S. House,5,R,Susan W. Brooks,259,,,,,
Blackford,Licking 4,U.S. House,5,D,Dee Thornton,104,,,,,
Blackford,Licking 4,U.S. House,5,,Write in,0,,,,,
Blackford,Licking 4,State Senate,19,R,Travis Holdman,277,,,,,
Blackford,Licking 4,State House,31,R,Kevin A. Mahan,246,,,,,
Blackford,Licking 4,State House,31,D,Lynn Johnson,118,,,,,
Blackford,Licking 5,U.S. Senate,,R,Mike Braun,339,,,,,
Blackford,Licking 5,U.S. Senate,,D,Joe Donnelly,197,,,,,
Blackford,Licking 5,U.S. Senate,,L,Lucy M. Brenton,44,,,,,
Blackford,Licking 5,U.S. Senate,,,Write in,0,,,,,
Blackford,Licking 5,State Secretary,,R,Connie Lawson,390,,,,,
Blackford,Licking 5,State Secretary,,D,Jim Harper,161,,,,,
Blackford,Licking 5,State Secretary,,L,Mark W. Rutherford,13,,,,,
Blackford,Licking 5,State Secretary,,,Write in,2,,,,,
Blackford,Licking 5,State Auditor,,R,Tera Klutz,363,,,,,
Blackford,Licking 5,State Auditor,,D,Joselyn Whitticker,172,,,,,
Blackford,Licking 5,State Auditor,,L,John Schick,22,,,,,
Blackford,Licking 5,State Treasurer,,R,Kelly Mitchell,383,,,,,
Blackford,Licking 5,State Treasurer,,D,John C. Aguilera,175,,,,,
Blackford,Licking 5,U.S. House,5,R,Susan W. Brooks,409,,,,,
Blackford,Licking 5,U.S. House,5,D,Dee Thornton,162,,,,,
Blackford,Licking 5,U.S. House,5,,Write in,0,,,,,
Blackford,Licking 5,State Senate,19,R,Travis Holdman,429,,,,,
Blackford,Licking 5,State House,31,R,Kevin A. Mahan,402,,,,,
Blackford,Licking 5,State House,31,D,Lynn Johnson,177,,,,,
Blackford,Licking 6,U.S. Senate,,R,Mike Braun,85,,,,,
Blackford,Licking 6,U.S. Senate,,D,Joe Donnelly,27,,,,,
Blackford,Licking 6,U.S. Senate,,L,Lucy M. Brenton,1,,,,,
Blackford,Licking 6,U.S. Senate,,,Write in,0,,,,,
Blackford,Licking 6,State Secretary,,R,Connie Lawson,92,,,,,
Blackford,Licking 6,State Secretary,,D,Jim Harper,17,,,,,
Blackford,Licking 6,State Secretary,,L,Mark W. Rutherford,4,,,,,
Blackford,Licking 6,State Secretary,,,Write in,0,,,,,
Blackford,Licking 6,State Auditor,,R,Tera Klutz,92,,,,,
Blackford,Licking 6,State Auditor,,D,Joselyn Whitticker,16,,,,,
Blackford,Licking 6,State Auditor,,L,John Schick,4,,,,,
Blackford,Licking 6,State Treasurer,,R,Kelly Mitchell,93,,,,,
Blackford,Licking 6,State Treasurer,,D,John C. Aguilera,20,,,,,
Blackford,Licking 6,U.S. House,5,R,Susan W. Brooks,96,,,,,
Blackford,Licking 6,U.S. House,5,D,Dee Thornton,15,,,,,
Blackford,Licking 6,U.S. House,5,,Write in,0,,,,,
Blackford,Licking 6,State Senate,19,R,Travis Holdman,97,,,,,
Blackford,Licking 6,State House,31,R,Kevin A. Mahan,96,,,,,
Blackford,Licking 6,State House,31,D,Lynn Johnson,14,,,,,
Blackford,Washington 1,U.S. Senate,,R,Mike Braun,103,,,,,
Blackford,Washington 1,U.S. Senate,,D,Joe Donnelly,52,,,,,
Blackford,Washington 1,U.S. Senate,,L,Lucy M. Brenton,13,,,,,
Blackford,Washington 1,U.S. Senate,,,Write in,0,,,,,
Blackford,Washington 1,State Secretary,,R,Connie Lawson,129,,,,,
Blackford,Washington 1,State Secretary,,D,Jim Harper,33,,,,,
Blackford,Washington 1,State Secretary,,L,Mark W. Rutherford,5,,,,,
Blackford,Washington 1,State Secretary,,,Write in,0,,,,,
Blackford,Washington 1,State Auditor,,R,Tera Klutz,118,,,,,
Blackford,Washington 1,State Auditor,,D,Joselyn Whitticker,38,,,,,
Blackford,Washington 1,State Auditor,,L,John Schick,12,,,,,
Blackford,Washington 1,State Treasurer,,R,Kelly Mitchell,130,,,,,
Blackford,Washington 1,State Treasurer,,D,John C. Aguilera,37,,,,,
Blackford,Washington 1,U.S. House,5,R,Susan W. Brooks,132,,,,,
Blackford,Washington 1,U.S. House,5,D,Dee Thornton,37,,,,,
Blackford,Washington 1,U.S. House,5,,Write in,0,,,,,
Blackford,Washington 1,State Senate,19,R,Travis Holdman,134,,,,,
Blackford,Washington 1,State House,31,R,Kevin A. Mahan,128,,,,,
Blackford,Washington 1,State House,31,D,Lynn Johnson,41,,,,,
Blackford,Washington 2,U.S. Senate,,R,Mike Braun,103,,,,,
Blackford,Washington 2,U.S. Senate,,D,Joe Donnelly,48,,,,,
Blackford,Washington 2,U.S. Senate,,L,Lucy M. Brenton,9,,,,,
Blackford,Washington 2,U.S. Senate,,,Write in,0,,,,,
Blackford,Washington 2,State Secretary,,R,Connie Lawson,119,,,,,
Blackford,Washington 2,State Secretary,,D,Jim Harper,35,,,,,
Blackford,Washington 2,State Secretary,,L,Mark W. Rutherford,4,,,,,
Blackford,Washington 2,State Secretary,,,Write in,0,,,,,
Blackford,Washington 2,State Auditor,,R,Tera Klutz,107,,,,,
Blackford,Washington 2,State Auditor,,D,Joselyn Whitticker,45,,,,,
Blackford,Washington 2,State Auditor,,L,John Schick,4,,,,,
Blackford,Washington 2,State Treasurer,,R,Kelly Mitchell,119,,,,,
Blackford,Washington 2,State Treasurer,,D,John C. Aguilera,36,,,,,
Blackford,Washington 2,U.S. House,3,R,Jim Banks,113,,,,,
Blackford,Washington 2,U.S. House,3,D,Courtney Tritch,40,,,,,
Blackford,Washington 2,U.S. House,3,,Write in,0,,,,,
Blackford,Washington 2,State Senate,19,R,Travis Holdman,131,,,,,
Blackford,Washington 2,State House,31,R,Kevin A. Mahan,106,,,,,
Blackford,Washington 2,State House,31,D,Lynn Johnson,51,,,,,
