county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Jasper,Keener 5,U.S. House,4,,Write in,0,,,,,
Jasper,Keener 5,State House,16,R,Douglas L. Gutwein,540,,,,,
Jasper,Keener 5,State House,16,D,Christina L. Zacny,267,,,,,
Jasper,Keener 5,U.S. Senate,,R,Mike Braun,203,,,,,
Jasper,Keener 5,U.S. Senate,,,Donnelly,42.25%,,,,,
Jasper,Keener 5,U.S. Senate,,,M. Brenton,3.48%,,,,,
Jasper,Keener 5,U.S. Senate,,,Write in,0,,,,,
Jasper,Keener 5,State Secretary,,R,Connie Lawson,205,,,,,
Jasper,Keener 5,State Secretary,,D,Jim Harper,158,,,,,
Jasper,Keener 5,State Secretary,,,W. Rutherford,3.19%,,,,,
Jasper,Keener 5,State Auditor,,,Klutz,55.61%,,,,,
Jasper,Keener 5,State Auditor,,,Whitticker,41.98%,,,,,
Jasper,Keener 5,State Auditor,,,Schick,2.41%,,,,,
Jasper,Keener 5,State Treasurer,,R,Kelly Mitchell,216,,,,,
Jasper,Keener 5,State Treasurer,,D,John C. Aguilera,157,,,,,
Jasper,Keener 5,U.S. House,4,R,Jim Baird,214,,,,,
Jasper,Keener 5,U.S. House,4,D,Tobi Beck,160,,,,,
Jasper,Keener 5,U.S. House,4,,Write in,1,,,,,
Jasper,Keener 5,State House,16,R,Douglas L. Gutwein,221,,,,,
Jasper,Keener 5,State House,16,D,Christina L. Zacny,154,,,,,
Jasper,Keener 5,U.S. Senate,,R,Mike Braun,186,,,,,
Jasper,Keener 5,U.S. Senate,,D,Joe Donnelly,97,,,,,
Jasper,Keener 5,U.S. Senate,,L,Lucy M. Brenton,6,,,,,
Jasper,Keener 5,U.S. Senate,,,Write in,0,,,,,
Jasper,Keener 5,State Secretary,,R,Connie Lawson,190,,,,,
Jasper,Keener 5,State Secretary,,D,Jim Harper,84,,,,,
Jasper,Keener 5,State Secretary,,L,Mark W. Rutherford,11,,,,,
Jasper,Keener 5,State Secretary,,,Write in,0,,,,,
Jasper,Keener 5,State Auditor,,R,Tera Klutz,195,,,,,
Jasper,Keener 5,State Auditor,,D,Joselyn Whitticker,78,,,,,
Jasper,Keener 5,State Auditor,,L,John Schick,12,,,,,
Jasper,Keener 5,State Treasurer,,R,Kelly Mitchell,197,,,,,
Jasper,Keener 5,State Treasurer,,D,John C. Aguilera,87,,,,,
Jasper,Keener 5,U.S. House,4,R,Jim Baird,200,,,,,
Jasper,Keener 5,U.S. House,4,D,Tobi Beck,88,,,,,
Jasper,Keener 5,U.S. House,4,,Write in,0,,,,,
Jasper,Keener 5,State House,16,R,Douglas L. Gutwein,196,,,,,
Jasper,Keener 5,State House,16,D,Christina L. Zacny,90,,,,,
Jasper,Keener 5,U.S. Senate,,R,Mike Braun,418,,,,,
Jasper,Keener 5,U.S. Senate,,D,Joe Donnelly,233,,,,,
Jasper,Keener 5,U.S. Senate,,L,Lucy M. Brenton,18,,,,,
Jasper,Keener 5,U.S. Senate,,,Write in,0,,,,,
Jasper,Keener 5,State Secretary,,R,Connie Lawson,433,,,,,
Jasper,Keener 5,State Secretary,,D,Jim Harper,220,,,,,
Jasper,Keener 5,State Secretary,,L,Mark W. Rutherford,14,,,,,
Jasper,Keener 5,State Secretary,,,Write in,0,,,,,
Jasper,Keener 5,State Auditor,,R,Tera Klutz,435,,,,,
Jasper,Keener 5,State Auditor,,D,Joselyn Whitticker,211,,,,,
Jasper,Keener 5,State Auditor,,L,John Schick,16,,,,,
Jasper,Keener 5,State Treasurer,,R,Kelly Mitchell,453,,,,,
Jasper,Keener 5,State Treasurer,,D,John C. Aguilera,209,,,,,
Jasper,Keener 5,U.S. House,4,R,Jim Baird,446,,,,,
Jasper,Keener 5,U.S. House,4,D,Tobi Beck,220,,,,,
Jasper,Keener 5,U.S. House,4,,Write in,0,,,,,
Jasper,Keener 5,State House,16,R,Douglas L. Gutwein,451,,,,,
Jasper,Keener 5,State House,16,D,Christina L Zacny,213,,,,,
