county,office,district,candidate,party,votes
Floyd,Governor,,Christopher Stried,Independent,0
Floyd,Attorney General,,Lorenzo Arredondo,Democratic,13553
Floyd,Attorney General,,"Curtis T Hill, Jr.",Republican,22174
Floyd,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,15513
Floyd,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,20543
Floyd,U.S. House,9,Shelli Yoder,Democratic,15997
Floyd,U.S. House,9,Russell Brooksbank,Libertarian,1736
Floyd,U.S. House,9,Joseph A Iii Hollingsworth,Republican,19406
Floyd,State House,70,Heidi Cade Sellers,Democratic,1796
Floyd,State House,70,Karen Engleman,Republican,3495
Floyd,State House,72,Steve Bonifer,Democratic,13506
Floyd,State House,72,Edward D Clere,Republican,18085
Floyd,Judge Of The Circuit Court,Floyd 52Nd Circuit,John Terrence Cody,Democratic,19482
Floyd,Judge Of The Circuit Court,Floyd 52Nd Circuit,Keith A Henderson,Republican,17510
Fountain,President,,Hillary Clinton,Democratic,1476
Fountain,President,,Gary Johnson,Libertarian,337
Fountain,President,,Donald J Trump,Republican,5661
Fountain,President,,Darrell L Castle,Constitution,0
Fountain,President,,Jill Stein,Green,1
Fountain,President,,Ray C Brown,Independent,0
Fountain,President,,Roque De La Fuente,Independent,0
Fountain,President,,Richard Duncan,Independent,0
Fountain,President,,Cherunda Fox,Independent,0
Fountain,President,,Tom Hoefling,Independent,0
Fountain,President,,Denny Carroll Jackson,Independent,0
Fountain,President,,Melissa L Kelly,Independent,0
Fountain,President,,Laurence Kotlikoff,Independent,0
Fountain,President,,Joseph Maldonado,Independent,0
Fountain,President,,G Mullis,Independent,0
Fountain,President,,Matthew Roberts,Independent,0
Fountain,President,,Emidio Soltysik,Socialist,0
Fountain,U.S. Senator,,Evan Bayh,Democratic,2071
Fountain,U.S. Senator,,Lucy Brenton,Libertarian,449
Fountain,U.S. Senator,,Todd Young,Republican,4981
Fountain,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Fountain,Governor,,John R Gregg,Democratic,2404
Fountain,Governor,,Rex Bell,Libertarian,277
Fountain,Governor,,Eric Holcomb,Republican,4791
Fountain,Governor,,Jack Adam Adkins,Independent,0
Fountain,Governor,,Christopher Stried,Independent,0
Fountain,Attorney General,,Lorenzo Arredondo,Democratic,1468
Fountain,Attorney General,,"Curtis T Hill, Jr.",Republican,5813
Fountain,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,2630
Fountain,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,4766
Fountain,U.S. House,4,John Dale,Democratic,1798
Fountain,U.S. House,4,Steven M Mayoras,Libertarian,326
Fountain,U.S. House,4,Todd Rokita,Republican,5275
Fountain,State House,13,Michael Childress,Democratic,1582
Fountain,State House,13,Sharon Negele,Republican,3284
Fountain,State House,42,Timothy D Skinner,Democratic,651
Fountain,State House,42,Alan Morrison,Republican,1825
Fountain,Judge Of The Circuit Court,Fountain 61St Circuit,Stephanie S Campbell,Republican,6575
Franklin,President,,Hillary Clinton,Democratic,1967
Franklin,President,,Gary Johnson,Libertarian,358
Franklin,President,,Donald J Trump,Republican,8665
Franklin,President,,Darrell L Castle,Constitution,2
Franklin,President,,Jill Stein,Green,15
Franklin,President,,Ray C Brown,Independent,0
Franklin,President,,Roque De La Fuente,Independent,0
Franklin,President,,Richard Duncan,Independent,0
Franklin,President,,Cherunda Fox,Independent,0
Franklin,President,,Tom Hoefling,Independent,0
Franklin,President,,Denny Carroll Jackson,Independent,0
Franklin,President,,Melissa L Kelly,Independent,0
Franklin,President,,Laurence Kotlikoff,Independent,0
Franklin,President,,Joseph Maldonado,Independent,0
Franklin,President,,G Mullis,Independent,0
Franklin,President,,Matthew Roberts,Independent,0
Franklin,President,,Emidio Soltysik,Socialist,0
Franklin,U.S. Senator,,Evan Bayh,Democratic,2623
Franklin,U.S. Senator,,Lucy Brenton,Libertarian,359
Franklin,U.S. Senator,,Todd Young,Republican,7922
Franklin,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Franklin,Governor,,John R Gregg,Democratic,2695
Franklin,Governor,,Rex Bell,Libertarian,254
Franklin,Governor,,Eric Holcomb,Republican,7791
Franklin,Governor,,Jack Adam Adkins,Independent,0
Franklin,Governor,,Christopher Stried,Independent,0
Franklin,Attorney General,,Lorenzo Arredondo,Democratic,1902
Franklin,Attorney General,,"Curtis T Hill, Jr.",Republican,8559
Franklin,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,3143
Franklin,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,7334
Franklin,U.S. House,6,Barry A Welsh,Democratic,2022
Franklin,U.S. House,6,Rich Turvey,Libertarian,302
Franklin,U.S. House,6,Allen Luke Messer,Republican,8340
Franklin,State Senator,42,Randy A Howard,Democratic,782
Franklin,State Senator,42,Jean Leising,Republican,3399
Franklin,State House,55,Mary L Pruett,Democratic,615
Franklin,State House,55,Cindy Ziemke,Republican,2355
Franklin,State House,68,Jerome Hoog,Democratic,2012
Franklin,State House,68,Randall J Lyness,Republican,5588
Fulton,President,,Hillary Clinton,Democratic,1960
Fulton,President,,Gary Johnson,Libertarian,404
Fulton,President,,Donald J Trump,Republican,6010
Fulton,President,,Darrell L Castle,Constitution,0
Fulton,President,,Jill Stein,Green,0
Fulton,President,,Ray C Brown,Independent,0
Fulton,President,,Roque De La Fuente,Independent,0
Fulton,President,,Richard Duncan,Independent,0
Fulton,President,,Cherunda Fox,Independent,0
Fulton,President,,Tom Hoefling,Independent,0
Fulton,President,,Denny Carroll Jackson,Independent,0
Fulton,President,,Melissa L Kelly,Independent,0
Fulton,President,,Laurence Kotlikoff,Independent,0
Fulton,President,,Joseph Maldonado,Independent,0
Fulton,President,,G Mullis,Independent,0
Fulton,President,,Matthew Roberts,Independent,0
Fulton,President,,Emidio Soltysik,Socialist,0
Fulton,U.S. Senator,,Evan Bayh,Democratic,2793
Fulton,U.S. Senator,,Lucy Brenton,Libertarian,552
Fulton,U.S. Senator,,Todd Young,Republican,5076
Fulton,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Fulton,Governor,,John R Gregg,Democratic,2977
Fulton,Governor,,Rex Bell,Libertarian,291
Fulton,Governor,,Eric Holcomb,Republican,5142
Fulton,Governor,,Jack Adam Adkins,Independent,0
Fulton,Governor,,Christopher Stried,Independent,0
Fulton,Attorney General,,Lorenzo Arredondo,Democratic,2022
Fulton,Attorney General,,"Curtis T Hill, Jr.",Republican,6150
Fulton,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,3171
Fulton,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,5079
Fulton,U.S. House,2,Lynn Coleman,Democratic,2276
Fulton,U.S. House,2,Ron Cenkush,Libertarian,313
Fulton,U.S. House,2,Jackie R Swihart,Republican,5820
Fulton,State Senator,18,Randall Head,Republican,6649
Fulton,State House,16,Richard W Ludington,Democratic,233
Fulton,State House,16,Douglas L Gutwein,Republican,610
Fulton,State House,17,Michelle Livinghouse,Democratic,1967
Fulton,State House,17,Jack Jordan,Republican,4625
Fulton,State House,23,Rose G Ryan,Democratic,179
Fulton,State House,23,William C Friend,Republican,531
Gibson,President,,Hillary Clinton,Democratic,3720
Gibson,President,,Gary Johnson,Libertarian,673
Gibson,President,,Donald J Trump,Republican,11079
Gibson,President,,Darrell L Castle,Constitution,0
Gibson,President,,Jill Stein,Green,9
Gibson,President,,Ray C Brown,Independent,0
Gibson,President,,Roque De La Fuente,Independent,0
Gibson,President,,Richard Duncan,Independent,0
Gibson,President,,Cherunda Fox,Independent,0
Gibson,President,,Tom Hoefling,Independent,0
Gibson,President,,Denny Carroll Jackson,Independent,0
Gibson,President,,Melissa L Kelly,Independent,0
Gibson,President,,Laurence Kotlikoff,Independent,0
Gibson,President,,Joseph Maldonado,Independent,0
Gibson,President,,G Mullis,Independent,0
Gibson,President,,Matthew Roberts,Independent,0
Gibson,President,,Emidio Soltysik,Socialist,0
Gibson,U.S. Senator,,Evan Bayh,Democratic,5518
Gibson,U.S. Senator,,Lucy Brenton,Libertarian,776
Gibson,U.S. Senator,,Todd Young,Republican,9218
Gibson,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Gibson,Governor,,John R Gregg,Democratic,5968
Gibson,Governor,,Rex Bell,Libertarian,344
Gibson,Governor,,Eric Holcomb,Republican,9201
Gibson,Governor,,Jack Adam Adkins,Independent,0
Gibson,Governor,,Christopher Stried,Independent,0
Gibson,Attorney General,,Lorenzo Arredondo,Democratic,4052
Gibson,Attorney General,,"Curtis T Hill, Jr.",Republican,10935
Gibson,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,5970
Gibson,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,9070
Gibson,U.S. House,8,Ronald L Drake,Democratic,3913
Gibson,U.S. House,8,Andrew Horning,Libertarian,676
Gibson,U.S. House,8,Larry D Bucshon,Republican,10745
Gibson,State House,64,Thomas W Washburne,Republican,12619
Gibson,Judge Of The Superior Court,Gibson County,Robert Krieg,Republican,12726
Grant,President,,Hillary Clinton,Democratic,7029
Grant,President,,Gary Johnson,Libertarian,1201
Grant,President,,Donald J Trump,Republican,17009
Grant,President,,Darrell L Castle,Constitution,0
Grant,President,,Jill Stein,Green,0
Grant,President,,Ray C Brown,Independent,0
Grant,President,,Roque De La Fuente,Independent,0
Grant,President,,Richard Duncan,Independent,0
Grant,President,,Cherunda Fox,Independent,0
Grant,President,,Tom Hoefling,Independent,0
Grant,President,,Denny Carroll Jackson,Independent,0
Grant,President,,Melissa L Kelly,Independent,0
Grant,President,,Laurence Kotlikoff,Independent,0
Grant,President,,Joseph Maldonado,Independent,0
Grant,President,,G Mullis,Independent,0
Grant,President,,Matthew Roberts,Independent,0
Grant,President,,Emidio Soltysik,Socialist,0
Grant,U.S. Senator,,Evan Bayh,Democratic,8365
Grant,U.S. Senator,,Lucy Brenton,Libertarian,1643
Grant,U.S. Senator,,Todd Young,Republican,15281
Grant,U.S. Senator,,"James L Johnson, Jr.",Write-In,7
Grant,Governor,,John R Gregg,Democratic,9277
Grant,Governor,,Rex Bell,Libertarian,878
Grant,Governor,,Eric Holcomb,Republican,14929
Grant,Governor,,Jack Adam Adkins,Independent,0
Grant,Governor,,Christopher Stried,Independent,0
Grant,Attorney General,,Lorenzo Arredondo,Democratic,6972
Grant,Attorney General,,"Curtis T Hill, Jr.",Republican,17310
Grant,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,9732
Grant,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,15008
Grant,U.S. House,5,Angela Demaree,Democratic,6679
Grant,U.S. House,5,Matthew Wittlief,Libertarian,1162
Grant,U.S. House,5,Susan W Brooks,Republican,17047
Grant,State House,18,Dee M Moore,Democratic,406
Grant,State House,18,David A Wolkins,Republican,1267
Grant,State House,30,Natalie Guest,Democratic,981
Grant,State House,30,Michael H Karickhoff,Republican,1960
Grant,State House,31,Lynn Johnson,Democratic,5413
Grant,State House,31,Kevin A Mahan,Republican,9192
Grant,State House,32,Ryan Scott Davis,Democratic,1510
Grant,State House,32,Anthony J Cook,Republican,3964
Greene,President,,Hillary Clinton,Democratic,2929
Greene,President,,Gary Johnson,Libertarian,559
Greene,President,,Donald J Trump,Republican,10277
Greene,President,,Darrell L Castle,Constitution,0
Greene,President,,Jill Stein,Green,0
Greene,President,,Ray C Brown,Independent,0
Greene,President,,Roque De La Fuente,Independent,0
Greene,President,,Richard Duncan,Independent,1
Greene,President,,Cherunda Fox,Independent,0
Greene,President,,Tom Hoefling,Independent,0
Greene,President,,Denny Carroll Jackson,Independent,0
Greene,President,,Melissa L Kelly,Independent,0
Greene,President,,Laurence Kotlikoff,Independent,0
Greene,President,,Joseph Maldonado,Independent,0
Greene,President,,G Mullis,Independent,0
Greene,President,,Matthew Roberts,Independent,0
Greene,President,,Emidio Soltysik,Socialist,0
Greene,U.S. Senator,,Evan Bayh,Democratic,5062
Greene,U.S. Senator,,Lucy Brenton,Libertarian,699
Greene,U.S. Senator,,Todd Young,Republican,7866
Greene,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Greene,Governor,,John R Gregg,Democratic,6610
Greene,Governor,,Rex Bell,Libertarian,309
Greene,Governor,,Eric Holcomb,Republican,6833
Greene,Governor,,Jack Adam Adkins,Independent,0
Greene,Governor,,Christopher Stried,Independent,0
Greene,Attorney General,,Lorenzo Arredondo,Democratic,3379
Greene,Attorney General,,"Curtis T Hill, Jr.",Republican,9415
Greene,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,5417
Greene,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,7752
Greene,U.S. House,8,Ronald L Drake,Democratic,3340
Greene,U.S. House,8,Andrew Horning,Libertarian,573
Greene,U.S. House,8,Larry D Bucshon,Republican,9367
Greene,State House,45,Bruce Borders,Republican,1034
Greene,State House,62,Steve Lindsey,Democratic,4524
Greene,State House,62,Jeffrey R Ellington,Republican,7607
Hamilton,President,,Hillary Clinton,Democratic,57214
Hamilton,President,,Gary Johnson,Libertarian,9117
Hamilton,President,,Donald J Trump,Republican,87299
Hamilton,President,,Darrell L Castle,Constitution,0
Hamilton,President,,Jill Stein,Green,0
Hamilton,President,,Ray C Brown,Independent,0
Hamilton,President,,Roque De La Fuente,Independent,0
Hamilton,President,,Richard Duncan,Independent,0
Hamilton,President,,Cherunda Fox,Independent,0
Hamilton,President,,Tom Hoefling,Independent,0
Hamilton,President,,Denny Carroll Jackson,Independent,0
Hamilton,President,,Melissa L Kelly,Independent,0
Hamilton,President,,Laurence Kotlikoff,Independent,0
Hamilton,President,,Joseph Maldonado,Independent,0
Hamilton,President,,G Mullis,Independent,0
Hamilton,President,,Matthew Roberts,Independent,0
Hamilton,President,,Emidio Soltysik,Socialist,0
Hamilton,U.S. Senator,,Evan Bayh,Democratic,55663
Hamilton,U.S. Senator,,Lucy Brenton,Libertarian,6798
Hamilton,U.S. Senator,,Todd Young,Republican,92655
Hamilton,U.S. Senator,,"James L Johnson, Jr.",Write-In,42
Hamilton,Governor,,John R Gregg,Democratic,60130
Hamilton,Governor,,Rex Bell,Libertarian,4147
Hamilton,Governor,,Eric Holcomb,Republican,90266
Hamilton,Governor,,Jack Adam Adkins,Independent,0
Hamilton,Governor,,Christopher Stried,Independent,0
Hamilton,Attorney General,,Lorenzo Arredondo,Democratic,46654
Hamilton,Attorney General,,"Curtis T Hill, Jr.",Republican,102936
Hamilton,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,58726
Hamilton,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,92956
Hamilton,U.S. House,5,Angela Demaree,Democratic,43399
Hamilton,U.S. House,5,Matthew Wittlief,Libertarian,6412
Hamilton,U.S. House,5,Susan W Brooks,Republican,102857
Hamilton,State Senator,20,Paula Jo Gilliam,Democratic,19041
Hamilton,State Senator,20,Donald Rainwater Ii,Libertarian,3391
Hamilton,State Senator,20,Howard Luke Kenley,Republican,48648
Hamilton,State Senator,30,Pamela L Hickman,Democratic,7564
Hamilton,State Senator,30,Zachary Roberts,Libertarian,803
Hamilton,State Senator,30,John C Ruckelshaus,Republican,13542
Hamilton,State House,24,Erol Ali Cetinok,Libertarian,3763
Hamilton,State House,24,Donna Schaibley,Republican,16657
Hamilton,State House,29,Kathy Kreag Richardson,Republican,27460
Hamilton,State House,32,Ryan Scott Davis,Democratic,3183
Hamilton,State House,32,Anthony J Cook,Republican,10919
Hamilton,State House,37,Michael J Boland,Democratic,12581
Hamilton,State House,37,Todd Huston,Republican,22362
Hamilton,State House,39,David Benjamin Russ,Democratic,12638
Hamilton,State House,39,Gerald R Jerry Torr,Republican,22362
Hamilton,State House,88,Dana Black,Democratic,2428
Hamilton,State House,88,Brian Bosma,Republican,5912
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Jonathan Matthew Brown,Republican,96337
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Steven W Kincaid,Independent,37764
Hancock,President,,Hillary Clinton,Democratic,8903
Hancock,President,,Gary Johnson,Libertarian,2076
Hancock,President,,Donald J Trump,Republican,25067
Hancock,President,,Darrell L Castle,Constitution,25
Hancock,President,,Jill Stein,Green,89
Hancock,President,,Ray C Brown,Independent,0
Hancock,President,,Roque De La Fuente,Independent,0
Hancock,President,,Richard Duncan,Independent,0
Hancock,President,,Cherunda Fox,Independent,0
Hancock,President,,Tom Hoefling,Independent,0
Hancock,President,,Denny Carroll Jackson,Independent,6
Hancock,President,,Melissa L Kelly,Independent,1
Hancock,President,,Laurence Kotlikoff,Independent,0
Hancock,President,,Joseph Maldonado,Independent,0
Hancock,President,,G Mullis,Independent,0
Hancock,President,,Matthew Roberts,Independent,0
Hancock,President,,Emidio Soltysik,Socialist,0
Hancock,U.S. Senator,,Evan Bayh,Democratic,10773
Hancock,U.S. Senator,,Lucy Brenton,Libertarian,2402
Hancock,U.S. Senator,,Todd Young,Republican,23187
Hancock,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Hancock,Governor,,John R Gregg,Democratic,12347
Hancock,Governor,,Rex Bell,Libertarian,1271
Hancock,Governor,,Eric Holcomb,Republican,22673
Hancock,Governor,,Jack Adam Adkins,Independent,0
Hancock,Governor,,Christopher Stried,Independent,0
Hancock,Attorney General,,Lorenzo Arredondo,Democratic,8182
Hancock,Attorney General,,"Curtis T Hill, Jr.",Republican,27105
Hancock,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,12335
Hancock,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,23383
Hancock,U.S. House,6,Barry A Welsh,Democratic,7823
Hancock,U.S. House,6,Rich Turvey,Libertarian,1553
Hancock,U.S. House,6,Allen Luke Messer,Republican,26315
Hancock,State Senator,28,Ken Kern,Democratic,8695
Hancock,State Senator,28,Michael R Crider,Republican,26660
Hancock,State Senator,28,Jerry Todd Coverstone,Independent,3
Hancock,State House,53,Nancy L Webb-Tibbett,Democratic,4091
Hancock,State House,53,"Richard ""Rick"" Brown, Jr.",Libertarian,1275
Hancock,State House,53,Robert W Cherry,Republican,13632
Hancock,State House,57,Sean R Eberhart,Republican,3956
Hancock,State House,88,Dana Black,Democratic,3771
Hancock,State House,88,Brian Bosma,Republican,7924
Harrison,President,,Hillary Clinton,Democratic,4776
Harrison,President,,Gary Johnson,Libertarian,759
Harrison,President,,Donald J Trump,Republican,12933
Harrison,President,,Darrell L Castle,Constitution,13
Harrison,President,,Jill Stein,Green,48
Harrison,President,,Ray C Brown,Independent,0
Harrison,President,,Roque De La Fuente,Independent,0
Harrison,President,,Richard Duncan,Independent,2
Harrison,President,,Cherunda Fox,Independent,0
Harrison,President,,Tom Hoefling,Independent,10
Harrison,President,,Denny Carroll Jackson,Independent,0
Harrison,President,,Melissa L Kelly,Independent,0
Harrison,President,,Laurence Kotlikoff,Independent,0
Harrison,President,,Joseph Maldonado,Independent,0
Harrison,President,,G Mullis,Independent,0
Harrison,President,,Matthew Roberts,Independent,0
Harrison,President,,Emidio Soltysik,Socialist,0
Harrison,U.S. Senator,,Evan Bayh,Democratic,6570
Harrison,U.S. Senator,,Lucy Brenton,Libertarian,580
Harrison,U.S. Senator,,Todd Young,Republican,11435
Harrison,U.S. Senator,,"James L Johnson, Jr.",Write-In,1
Harrison,Governor,,John R Gregg,Democratic,6297
Harrison,Governor,,Rex Bell,Libertarian,417
Harrison,Governor,,Eric Holcomb,Republican,11680
Harrison,Governor,,Jack Adam Adkins,Independent,0
Harrison,Governor,,Christopher Stried,Independent,1
Harrison,Attorney General,,Lorenzo Arredondo,Democratic,4888
Harrison,Attorney General,,"Curtis T Hill, Jr.",Republican,12829
Harrison,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,6462
Harrison,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,11160
Harrison,U.S. House,9,Shelli Yoder,Democratic,6697
Harrison,U.S. House,9,Russell Brooksbank,Libertarian,895
Harrison,U.S. House,9,Joseph A Iii Hollingsworth,Republican,10801
Harrison,State House,70,Heidi Cade Sellers,Democratic,5100
Harrison,State House,70,Karen Engleman,Republican,12123
Harrison,State House,73,Douglas C Leatherbury,Democratic,336
Harrison,State House,73,Steven Davisson,Republican,600
Harrison,Judge Of The Circuit Court,Harrison 3Rd Circuit,John T Evans,Republican,14344
Hendricks,President,,Hillary Clinton,Democratic,22595
Hendricks,President,,Gary Johnson,Libertarian,4337
Hendricks,President,,Donald J Trump,Republican,48326
Hendricks,President,,Darrell L Castle,Constitution,0
Hendricks,President,,Jill Stein,Green,0
Hendricks,President,,Ray C Brown,Independent,0
Hendricks,President,,Roque De La Fuente,Independent,0
Hendricks,President,,Richard Duncan,Independent,0
Hendricks,President,,Cherunda Fox,Independent,0
Hendricks,President,,Tom Hoefling,Independent,0
Hendricks,President,,Denny Carroll Jackson,Independent,0
Hendricks,President,,Melissa L Kelly,Independent,0
Hendricks,President,,Laurence Kotlikoff,Independent,0
Hendricks,President,,Joseph Maldonado,Independent,0
Hendricks,President,,G Mullis,Independent,0
Hendricks,President,,Matthew Roberts,Independent,0
Hendricks,President,,Emidio Soltysik,Socialist,0
Hendricks,U.S. Senator,,Evan Bayh,Democratic,24424
Hendricks,U.S. Senator,,Lucy Brenton,Libertarian,3886
Hendricks,U.S. Senator,,Todd Young,Republican,46710
Hendricks,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Hendricks,Governor,,John R Gregg,Democratic,27175
Hendricks,Governor,,Rex Bell,Libertarian,2226
Hendricks,Governor,,Eric Holcomb,Republican,45198
Hendricks,Governor,,Jack Adam Adkins,Independent,0
Hendricks,Governor,,Christopher Stried,Independent,0
Hendricks,Attorney General,,Lorenzo Arredondo,Democratic,20166
Hendricks,Attorney General,,"Curtis T Hill, Jr.",Republican,51972
Hendricks,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,26567
Hendricks,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,46404
Hendricks,U.S. House,4,John Dale,Democratic,19970
Hendricks,U.S. House,4,Steven M Mayoras,Libertarian,3189
Hendricks,U.S. House,4,Todd Rokita,Republican,50677
Hendricks,State Senator,24,Kevin Rogers,Libertarian,9510
Hendricks,State Senator,24,John B Crane,Republican,41137
Hendricks,State Senator,35,"Phillip A Webster, Jr.",Democratic,4370
Hendricks,State Senator,35,R Michael Young,Republican,11022
Hendricks,State House,28,Jeffrey A Thompson,Republican,26468
Hendricks,State House,40,Gregory E Steuerwald,Republican,24968
Hendricks,State House,91,Robert W Behning,Republican,6399
Henry,President,,Hillary Clinton,Democratic,5124
Henry,President,,Gary Johnson,Libertarian,1056
Henry,President,,Donald J Trump,Republican,13895
Henry,President,,Darrell L Castle,Constitution,0
Henry,President,,Jill Stein,Green,0
Henry,President,,Ray C Brown,Independent,0
Henry,President,,Roque De La Fuente,Independent,0
Henry,President,,Richard Duncan,Independent,0
Henry,President,,Cherunda Fox,Independent,0
Henry,President,,Tom Hoefling,Independent,0
Henry,President,,Denny Carroll Jackson,Independent,0
Henry,President,,Melissa L Kelly,Independent,0
Henry,President,,Laurence Kotlikoff,Independent,0
Henry,President,,Joseph Maldonado,Independent,0
Henry,President,,G Mullis,Independent,0
Henry,President,,Matthew Roberts,Independent,0
Henry,President,,Emidio Soltysik,Socialist,0
Henry,U.S. Senator,,Evan Bayh,Democratic,6915
Henry,U.S. Senator,,Lucy Brenton,Libertarian,1557
Henry,U.S. Senator,,Todd Young,Republican,11664
Henry,U.S. Senator,,"James L Johnson, Jr.",Write-In,0
Henry,Governor,,John R Gregg,Democratic,7551
Henry,Governor,,Rex Bell,Libertarian,1786
Henry,Governor,,Eric Holcomb,Republican,10769
Henry,Governor,,Jack Adam Adkins,Independent,0
Henry,Governor,,Christopher Stried,Independent,0
Henry,Attorney General,,Lorenzo Arredondo,Democratic,5249
Henry,Attorney General,,"Curtis T Hill, Jr.",Republican,14164
Henry,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,8087
Henry,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,11734
Henry,U.S. House,6,Barry A Welsh,Democratic,5495
Henry,U.S. House,6,Rich Turvey,Libertarian,1083
Henry,U.S. House,6,Allen Luke Messer,Republican,13163
Henry,State Senator,42,Randy A Howard,Democratic,5215
Henry,State Senator,42,Jean Leising,Republican,9188
Henry,State House,54,Zachary Lee,Libertarian,5377
Henry,State House,54,Thomas E Saunders,Republican,12935
Henry,State House,54,Jeff Embry,Independent,0
Henry,Judge Of The Circuit Court,Henry No. 1 53Rd Circuit,Bob A Witham,Republican,16733
Howard,President,,Hillary Clinton,Democratic,11215
Howard,President,,Gary Johnson,Libertarian,1864
Howard,President,,Donald J Trump,Republican,23675
Howard,President,,Darrell L Castle,Constitution,0
Howard,President,,Jill Stein,Green,0
Howard,President,,Ray C Brown,Independent,0
Howard,President,,Roque De La Fuente,Independent,0
Howard,President,,Richard Duncan,Independent,0
Howard,President,,Cherunda Fox,Independent,0
Howard,President,,Tom Hoefling,Independent,0
Howard,President,,Denny Carroll Jackson,Independent,0
Howard,President,,Melissa L Kelly,Independent,0
Howard,President,,Laurence Kotlikoff,Independent,0
Howard,President,,Joseph Maldonado,Independent,0
Howard,President,,G Mullis,Independent,0
Howard,President,,Matthew Roberts,Independent,0
Howard,President,,Emidio Soltysik,Socialist,0
Howard,U.S. Senator,,Evan Bayh,Democratic,14311
Howard,U.S. Senator,,Lucy Brenton,Libertarian,2377
Howard,U.S. Senator,,Todd Young,Republican,20402
Howard,U.S. Senator,,"James L Johnson, Jr.",Write-In,31
Howard,Governor,,John R Gregg,Democratic,15812
Howard,Governor,,Rex Bell,Libertarian,1290
Howard,Governor,,Eric Holcomb,Republican,19903
Howard,Governor,,Jack Adam Adkins,Independent,0
Howard,Governor,,Christopher Stried,Independent,0
Howard,Attorney General,,Lorenzo Arredondo,Democratic,11835
Howard,Attorney General,,"Curtis T Hill, Jr.",Republican,24109
Howard,Superintendent Of Public Instruction,,Glenda Ritz,Democratic,16739
Howard,Superintendent Of Public Instruction,,Jennifer Mccormick,Republican,19675
Howard,U.S. House,4,John Dale,Democratic,11020
Howard,U.S. House,4,Steven M Mayoras,Libertarian,1781
Howard,U.S. House,4,Todd Rokita,Republican,18497
Howard,U.S. House,5,Angela Demaree,Democratic,1167
Howard,U.S. House,5,Matthew Wittlief,Libertarian,242
Howard,U.S. House,5,Susan W Brooks,Republican,3799
Howard,State House,30,Natalie Guest,Democratic,9570
Howard,State House,30,Michael H Karickhoff,Republican,14037
Howard,State House,32,Ryan Scott Davis,Democratic,123
Howard,State House,32,Anthony J Cook,Republican,426
Howard,State House,38,Heath Vannatter,Republican,8293
Howard,State House,38,Jason Burns,Independent,2864
Howard,Judge Of The Superior Court,"Howard County, Court 1",Erik J May,Democratic,16455
Howard,Judge Of The Superior Court,"Howard County, Court 1","William C Menges, Jr.",Republican,20089
Huntington,President,,Hillary Clinton,Democratic,3506
Huntington,President,,Gary Johnson,Libertarian,819
Huntington,President,,Donald J Trump,Republican,11649
Huntington,President,,Darrell L Castle,Constitution,39
Huntington,President,,Jill Stein,Green,31
Huntington,President,,Ray C Brown,Independent,0
Huntington,President,,Roque De La Fuente,Independent,0
Huntington,President,,Richard Duncan,Independent,0
Huntington,President,,Cherunda Fox,Independent,0
Huntington,President,,Tom Hoefling,Independent,2
Huntington,President,,Denny Carroll Jackson,Independent,1
Huntington,President,,Melissa L Kelly,Independent,0
Huntington,President,,Laurence Kotlikoff,Independent,0
Huntington,President,,Joseph Maldonado,Independent,0
Huntington,President,,G Mullis,Independent,0
Huntington,President,,Matthew Roberts,Independent,1
Huntington,President,,Emidio Soltysik,Socialist,0
Huntington,U.S. Senator,,Evan Bayh,Democratic,4545
Huntington,U.S. Senator,,Lucy Brenton,Libertarian,1280
Huntington,U.S. Senator,,Todd Young,Republican,9941
