county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Scott,Jennings 2,U.S. House,6,Greg Pence,REP,152,45,56,253
Scott,Jennings 2,U.S. House,6,Jeannine Lee Lake,DEM,49,72,28,149
Scott,Jennings 2,U.S. House,6,Tom Ferkinhoff,LIB,5,0,2,7
Scott,Jennings 2,U.S. House,6,Write-In,,1,0,0,1
Scott,Jennings 2,State Representative,66,Zach Payne,REP,101,6,40,147
Scott,Jennings 2,State Representative,66,Terry Goodin,DEM,111,117,47,275
Scott,Jennings 3,Registered Voters,,,,,,,1003
Scott,Jennings 3,Ballots Cast,,,,223,129,132,484
Scott,Jennings 3,President,,Trump / Pence,REP,180,64,86,330
Scott,Jennings 3,President,,Biden / Harris,DEM,40,56,39,135
Scott,Jennings 3,President,,Jorgensen / Cohen,LIB,3,4,2,9
Scott,Jennings 3,President,,Write-In,,0,0,0,0
Scott,Jennings 3,Governor,,Holcomb / Crouch,REP,125,59,64,248
Scott,Jennings 3,Governor,,Myers / Lawson,DEM,36,49,32,117
Scott,Jennings 3,Governor,,Rainwater II / Henry,LIB,50,3,21,74
Scott,Jennings 3,Attorney General,,Todd Rokita,REP,142,46,67,255
Scott,Jennings 3,Attorney General,,Jonathan Weinzapfel,DEM,42,58,44,144
Scott,Jennings 3,U.S. House,6,Greg Pence,REP,161,49,75,285
Scott,Jennings 3,U.S. House,6,Jeannine Lee Lake,DEM,34,53,38,125
Scott,Jennings 3,U.S. House,6,Tom Ferkinhoff,LIB,12,5,4,21
Scott,Jennings 3,U.S. House,6,Write-In,,0,1,0,1
Scott,Jennings 3,State Representative,66,Zach Payne,REP,108,11,47,166
Scott,Jennings 3,State Representative,66,Terry Goodin,DEM,112,113,79,304
Scott,Jennings 4,Registered Voters,,,,,,,1085
Scott,Jennings 4,Ballots Cast,,,,286,144,256,686
Scott,Jennings 4,President,,Trump / Pence,REP,246,75,211,532
Scott,Jennings 4,President,,Biden / Harris,DEM,34,63,43,140
Scott,Jennings 4,President,,Jorgensen / Cohen,LIB,4,1,1,6
Scott,Jennings 4,President,,Write-In,,1,0,0,1
Scott,Jennings 4,Governor,,Holcomb / Crouch,REP,170,78,168,416
Scott,Jennings 4,Governor,,Myers / Lawson,DEM,32,56,40,128
Scott,Jennings 4,Governor,,Rainwater II / Henry,LIB,75,2,41,118
Scott,Jennings 4,Attorney General,,Todd Rokita,REP,205,65,183,453
Scott,Jennings 4,Attorney General,,Jonathan Weinzapfel,DEM,54,71,54,179
Scott,Jennings 4,U.S. House,6,Greg Pence,REP,227,70,189,486
Scott,Jennings 4,U.S. House,6,Jeannine Lee Lake,DEM,43,66,54,163
Scott,Jennings 4,U.S. House,6,Tom Ferkinhoff,LIB,3,2,2,7
Scott,Jennings 4,U.S. House,6,Write-In,,0,0,0,0
Scott,Jennings 4,State Representative,66,Zach Payne,REP,143,24,129,296
Scott,Jennings 4,State Representative,66,Terry Goodin,DEM,138,117,124,379
Scott,Jennings 5,Registered Voters,,,,,,,702
Scott,Jennings 5,Ballots Cast,,,,183,95,122,400
Scott,Jennings 5,President,,Trump / Pence,REP,147,41,88,276
Scott,Jennings 5,President,,Biden / Harris,DEM,32,49,29,110
Scott,Jennings 5,President,,Jorgensen / Cohen,LIB,2,0,2,4
Scott,Jennings 5,President,,Write-In,,0,0,1,1
Scott,Jennings 5,Governor,,Holcomb / Crouch,REP,103,41,65,209
Scott,Jennings 5,Governor,,Myers / Lawson,DEM,30,47,29,106
Scott,Jennings 5,Governor,,Rainwater II / Henry,LIB,42,5,21,68
Scott,Jennings 5,Attorney General,,Todd Rokita,REP,117,29,70,216
Scott,Jennings 5,Attorney General,,Jonathan Weinzapfel,DEM,44,58,32,134
Scott,Jennings 5,U.S. House,6,Greg Pence,REP,131,41,78,250
Scott,Jennings 5,U.S. House,6,Jeannine Lee Lake,DEM,37,51,28,116
Scott,Jennings 5,U.S. House,6,Tom Ferkinhoff,LIB,7,0,1,8
Scott,Jennings 5,U.S. House,6,Write-In,,0,0,0,0
Scott,Jennings 5,State Representative,66,Zach Payne,REP,77,11,38,126
Scott,Jennings 5,State Representative,66,Terry Goodin,DEM,102,82,80,264
Scott,Johnson 1,Registered Voters,,,,,,,1699
Scott,Johnson 1,Ballots Cast,,,,536,199,332,1067
Scott,Johnson 1,President,,Trump / Pence,REP,435,97,263,795
Scott,Johnson 1,President,,Biden / Harris,DEM,85,92,66,243
Scott,Johnson 1,President,,Jorgensen / Cohen,LIB,9,0,1,10
Scott,Johnson 1,President,,Write-In,,1,1,0,2
Scott,Johnson 1,Governor,,Holcomb / Crouch,REP,306,94,207,607
Scott,Johnson 1,Governor,,Myers / Lawson,DEM,75,87,62,224
Scott,Johnson 1,Governor,,Rainwater II / Henry,LIB,131,11,46,188
Scott,Johnson 1,Attorney General,,Todd Rokita,REP,366,83,222,671
Scott,Johnson 1,Attorney General,,Jonathan Weinzapfel,DEM,109,97,79,285
Scott,Johnson 1,U.S. House,6,Greg Pence,REP,401,85,250,736
Scott,Johnson 1,U.S. House,6,Jeannine Lee Lake,DEM,94,97,72,263
Scott,Johnson 1,U.S. House,6,Tom Ferkinhoff,LIB,18,5,1,24
Scott,Johnson 1,U.S. House,6,Write-In,,0,0,1,1
Scott,Johnson 1,State Representative,66,Zach Payne,REP,267,45,177,489
Scott,Johnson 1,State Representative,66,Terry Goodin,DEM,260,150,152,562
Scott,Lexington 1,Registered Voters,,,,,,,1201
Scott,Lexington 1,Ballots Cast,,,,369,125,274,768
Scott,Lexington 1,President,,Trump / Pence,REP,321,65,208,594
Scott,Lexington 1,President,,Biden / Harris,DEM,43,56,59,158
Scott,Lexington 1,President,,Jorgensen / Cohen,LIB,3,1,4,8
Scott,Lexington 1,President,,Write-In,,1,0,1,2
Scott,Lexington 1,Governor,,Holcomb / Crouch,REP,257,77,179,513
Scott,Lexington 1,Governor,,Myers / Lawson,DEM,39,42,48,129
Scott,Lexington 1,Governor,,Rainwater II / Henry,LIB,65,5,41,111
Scott,Lexington 1,Attorney General,,Todd Rokita,REP,291,59,194,544
Scott,Lexington 1,Attorney General,,Jonathan Weinzapfel,DEM,49,57,64,170
Scott,Lexington 1,U.S. House,6,Greg Pence,REP,300,69,197,566
Scott,Lexington 1,U.S. House,6,Jeannine Lee Lake,DEM,49,51,59,159
Scott,Lexington 1,U.S. House,6,Tom Ferkinhoff,LIB,5,1,10,16
Scott,Lexington 1,U.S. House,6,Write-In,,0,0,1,1
Scott,Lexington 1,State Representative,66,Zach Payne,REP,231,41,166,438
Scott,Lexington 1,State Representative,66,Terry Goodin,DEM,133,82,104,319
Scott,Lexington 2,Registered Voters,,,,,,,1069
Scott,Lexington 2,Ballots Cast,,,,274,116,288,678
Scott,Lexington 2,President,,Trump / Pence,REP,224,45,228,497
Scott,Lexington 2,President,,Biden / Harris,DEM,44,68,58,170
Scott,Lexington 2,President,,Jorgensen / Cohen,LIB,4,1,1,6
Scott,Lexington 2,President,,Write-In,,0,0,0,0
Scott,Lexington 2,Governor,,Holcomb / Crouch,REP,162,56,181,399
Scott,Lexington 2,Governor,,Myers / Lawson,DEM,41,51,49,141
Scott,Lexington 2,Governor,,Rainwater II / Henry,LIB,65,6,55,126
Scott,Lexington 2,Attorney General,,Todd Rokita,REP,199,53,211,463
Scott,Lexington 2,Attorney General,,Jonathan Weinzapfel,DEM,48,59,61,168
Scott,Lexington 2,U.S. House,6,Greg Pence,REP,201,51,226,478
Scott,Lexington 2,U.S. House,6,Jeannine Lee Lake,DEM,48,61,53,162
Scott,Lexington 2,U.S. House,6,Tom Ferkinhoff,LIB,14,1,4,19
Scott,Lexington 2,U.S. House,6,Write-In,,0,0,0,0
Scott,Lexington 2,State Representative,66,Zach Payne,REP,155,29,163,347
Scott,Lexington 2,State Representative,66,Terry Goodin,DEM,111,87,123,321
Scott,Lexington 3,Registered Voters,,,,,,,208
Scott,Lexington 3,Ballots Cast,,,,63,21,36,120
Scott,Lexington 3,President,,Trump / Pence,REP,55,13,31,99
Scott,Lexington 3,President,,Biden / Harris,DEM,5,7,4,16
Scott,Lexington 3,President,,Jorgensen / Cohen,LIB,2,1,1,4
Scott,Lexington 3,President,,Write-In,,0,0,0,0
Scott,Lexington 3,Governor,,Holcomb / Crouch,REP,41,16,24,81
Scott,Lexington 3,Governor,,Myers / Lawson,DEM,4,5,4,13
Scott,Lexington 3,Governor,,Rainwater II / Henry,LIB,17,0,8,25
Scott,Lexington 3,Attorney General,,Todd Rokita,REP,53,12,28,93
Scott,Lexington 3,Attorney General,,Jonathan Weinzapfel,DEM,7,9,4,20
Scott,Lexington 3,U.S. House,9,Trey Hollingsworth,REP,54,15,28,97
Scott,Lexington 3,U.S. House,9,Andy Ruff,DEM,4,6,4,14
Scott,Lexington 3,U.S. House,9,Tonya L. Millis,LIB,4,0,2,6
Scott,Lexington 3,U.S. House,9,Write-In,,0,0,0,0
Scott,Lexington 3,State Representative,66,Zach Payne,REP,45,4,25,74
Scott,Lexington 3,State Representative,66,Terry Goodin,DEM,17,17,9,43
Scott,Vienna 1,Registered Voters,,,,,,,1461
Scott,Vienna 1,Ballots Cast,,,,412,167,373,952
Scott,Vienna 1,President,,Trump / Pence,REP,346,68,276,690
Scott,Vienna 1,President,,Biden / Harris,DEM,60,97,86,243
Scott,Vienna 1,President,,Jorgensen / Cohen,LIB,4,1,3,8
Scott,Vienna 1,President,,Write-In,,0,0,3,3
Scott,Vienna 1,Governor,,Holcomb / Crouch,REP,287,80,236,603
Scott,Vienna 1,Governor,,Myers / Lawson,DEM,42,79,70,191
Scott,Vienna 1,Governor,,Rainwater II / Henry,LIB,74,1,57,132
Scott,Vienna 1,Attorney General,,Todd Rokita,REP,317,66,256,639
Scott,Vienna 1,Attorney General,,Jonathan Weinzapfel,DEM,70,84,85,239
Scott,Vienna 1,U.S. House,9,Trey Hollingsworth,REP,328,71,276,675
Scott,Vienna 1,U.S. House,9,Andy Ruff,DEM,51,85,84,220
Scott,Vienna 1,U.S. House,9,Tonya L. Millis,LIB,15,1,6,22
Scott,Vienna 1,U.S. House,9,Write-In,,0,0,0,0
Scott,Vienna 1,State Representative,66,Zach Payne,REP,297,45,214,556
Scott,Vienna 1,State Representative,66,Terry Goodin,DEM,106,118,156,380
Scott,Vienna 2,Registered Voters,,,,,,,1129
Scott,Vienna 2,Ballots Cast,,,,237,130,237,604
Scott,Vienna 2,President,,Trump / Pence,REP,184,55,164,403
Scott,Vienna 2,President,,Biden / Harris,DEM,48,71,64,183
Scott,Vienna 2,President,,Jorgensen / Cohen,LIB,3,2,3,8
Scott,Vienna 2,President,,Write-In,,1,0,1,2
Scott,Vienna 2,Governor,,Holcomb / Crouch,REP,138,68,151,357
Scott,Vienna 2,Governor,,Myers / Lawson,DEM,41,56,52,149
Scott,Vienna 2,Governor,,Rainwater II / Henry,LIB,56,3,27,86
Scott,Vienna 2,Attorney General,,Todd Rokita,REP,159,47,157,363
Scott,Vienna 2,Attorney General,,Jonathan Weinzapfel,DEM,57,75,63,195
Scott,Vienna 2,U.S. House,9,Trey Hollingsworth,REP,172,56,168,396
Scott,Vienna 2,U.S. House,9,Andy Ruff,DEM,48,61,53,162
Scott,Vienna 2,U.S. House,9,Tonya L. Millis,LIB,9,6,9,24
Scott,Vienna 2,U.S. House,9,Write-In,,0,0,0,0
Scott,Vienna 2,State Representative,66,Zach Payne,REP,144,37,136,317
Scott,Vienna 2,State Representative,66,Terry Goodin,DEM,89,89,95,273
Scott,Vienna 3,Registered Voters,,,,,,,996
Scott,Vienna 3,Ballots Cast,,,,196,97,221,514
Scott,Vienna 3,President,,Trump / Pence,REP,140,30,149,319
Scott,Vienna 3,President,,Biden / Harris,DEM,47,61,62,170
Scott,Vienna 3,President,,Jorgensen / Cohen,LIB,4,2,4,10
Scott,Vienna 3,President,,Write-In,,1,1,0,2
Scott,Vienna 3,Governor,,Holcomb / Crouch,REP,90,49,127,266
Scott,Vienna 3,Governor,,Myers / Lawson,DEM,44,42,53,139
Scott,Vienna 3,Governor,,Rainwater II / Henry,LIB,55,2,33,90
Scott,Vienna 3,Attorney General,,Todd Rokita,REP,123,29,143,295
Scott,Vienna 3,Attorney General,,Jonathan Weinzapfel,DEM,47,57,65,169
Scott,Vienna 3,U.S. House,9,Trey Hollingsworth,REP,128,42,148,318
Scott,Vienna 3,U.S. House,9,Andy Ruff,DEM,48,46,59,153
Scott,Vienna 3,U.S. House,9,Tonya L. Millis,LIB,11,3,5,19
Scott,Vienna 3,U.S. House,9,Write-In,,1,0,0,1
Scott,Vienna 3,State Representative,66,Zach Payne,REP,102,21,122,245
Scott,Vienna 3,State Representative,66,Terry Goodin,DEM,91,75,95,261
Scott,Vienna 4,Registered Voters,,,,,,,1348
Scott,Vienna 4,Ballots Cast,,,,295,187,265,747
Scott,Vienna 4,President,,Trump / Pence,REP,224,80,180,484
Scott,Vienna 4,President,,Biden / Harris,DEM,63,99,80,242
Scott,Vienna 4,President,,Jorgensen / Cohen,LIB,7,2,4,13
Scott,Vienna 4,President,,Write-In,,1,0,0,1
Scott,Vienna 4,Governor,,Holcomb / Crouch,REP,162,87,146,395
Scott,Vienna 4,Governor,,Myers / Lawson,DEM,52,86,60,198
Scott,Vienna 4,Governor,,Rainwater II / Henry,LIB,77,6,48,131
Scott,Vienna 4,Attorney General,,Todd Rokita,REP,201,65,161,427
Scott,Vienna 4,Attorney General,,Jonathan Weinzapfel,DEM,75,111,79,265
Scott,Vienna 4,U.S. House,9,Trey Hollingsworth,REP,212,73,178,463
Scott,Vienna 4,U.S. House,9,Andy Ruff,DEM,62,97,69,228
Scott,Vienna 4,U.S. House,9,Tonya L. Millis,LIB,15,8,9,32
Scott,Vienna 4,U.S. House,9,Write-In,,0,0,0,0
Scott,Vienna 4,State Representative,66,Zach Payne,REP,164,43,131,338
Scott,Vienna 4,State Representative,66,Terry Goodin,DEM,127,140,127,394
Scott,Vienna 5,Registered Voters,,,,,,,1377
Scott,Vienna 5,Ballots Cast,,,,285,203,420,908
Scott,Vienna 5,President,,Trump / Pence,REP,232,83,286,601
Scott,Vienna 5,President,,Biden / Harris,DEM,42,113,120,275
Scott,Vienna 5,President,,Jorgensen / Cohen,LIB,10,2,7,19
Scott,Vienna 5,President,,Write-In,,0,0,1,1
Scott,Vienna 5,Governor,,Holcomb / Crouch,REP,178,89,270,537
Scott,Vienna 5,Governor,,Myers / Lawson,DEM,36,97,100,233
Scott,Vienna 5,Governor,,Rainwater II / Henry,LIB,63,10,38,111
Scott,Vienna 5,Attorney General,,Todd Rokita,REP,209,74,270,553
Scott,Vienna 5,Attorney General,,Jonathan Weinzapfel,DEM,51,114,122,287
Scott,Vienna 5,U.S. House,9,Trey Hollingsworth,REP,215,87,289,591
Scott,Vienna 5,U.S. House,9,Andy Ruff,DEM,43,101,108,252
Scott,Vienna 5,U.S. House,9,Tonya L. Millis,LIB,15,4,11,30
Scott,Vienna 5,U.S. House,9,Write-In,,0,0,0,0
Scott,Vienna 5,State Representative,66,Zach Payne,REP,174,44,201,419
Scott,Vienna 5,State Representative,66,Terry Goodin,DEM,110,154,211,475
Scott,Vienna 6,Registered Voters,,,,,,,1011
Scott,Vienna 6,Ballots Cast,,,,242,121,362,725
Scott,Vienna 6,President,,Trump / Pence,REP,204,50,265,519
Scott,Vienna 6,President,,Biden / Harris,DEM,32,65,92,189
Scott,Vienna 6,President,,Jorgensen / Cohen,LIB,6,1,2,9
Scott,Vienna 6,President,,Write-In,,0,0,0,0
Scott,Vienna 6,Governor,,Holcomb / Crouch,REP,160,61,228,449
Scott,Vienna 6,Governor,,Myers / Lawson,DEM,23,52,69,144
Scott,Vienna 6,Governor,,Rainwater II / Henry,LIB,57,3,56,116
Scott,Vienna 6,Attorney General,,Todd Rokita,REP,189,53,240,482
Scott,Vienna 6,Attorney General,,Jonathan Weinzapfel,DEM,35,59,91,185
Scott,Vienna 6,U.S. House,9,Trey Hollingsworth,REP,197,57,259,513
Scott,Vienna 6,U.S. House,9,Andy Ruff,DEM,30,56,80,166
Scott,Vienna 6,U.S. House,9,Tonya L. Millis,LIB,9,0,6,15
Scott,Vienna 6,U.S. House,9,Write-In,,0,0,0,0
Scott,Vienna 6,State Representative,66,Zach Payne,REP,151,23,203,377
Scott,Vienna 6,State Representative,66,Terry Goodin,DEM,87,94,155,336
