county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Adams,01-Berne A,Registered Voters,,,,,,,1015
Adams,01-Berne A,Ballots Cast,,,,364,73,311,748
Adams,01-Berne A,President,,R,Trump\Pence,295,38,249,582
Adams,01-Berne A,President,,D,Biden\Harris,52,33,51,136
Adams,01-Berne A,President,,L,Jorgense\Cohen,12,0,8,20
Adams,01-Berne A,President,,,Write-In,1,0,1,2
Adams,01-Berne A,Governor,,R,Holcomb\Crouch,242,43,212,497
Adams,01-Berne A,Governor,,D,Myers\Lawson,33,25,47,105
Adams,01-Berne A,Governor,,L,Rainwater II / Henry,88,2,47,137
Adams,01-Berne A,Attorney General,,R,Todd Rokita,298,39,240,577
Adams,01-Berne A,Attorney General,,D,Jonathan Weinzapfel,57,32,63,152
Adams,01-Berne A,U.S. House,3,R,Jim Banks,307,38,253,598
Adams,01-Berne A,U.S. House,3,D,Chip Coldiron,49,32,51,132
Adams,01-Berne A,U.S. House,3,,Write-In,0,0,0,0
Adams,01-Berne A,State Representative,79,R,Matthew S Lehman,333,50,267,650
Adams,02-Berne B,Registered Voters,,,,,,,1038
Adams,02-Berne B,Ballots Cast,,,,417,73,282,772
Adams,02-Berne B,President,,R,Trump\Pence,352,40,213,605
Adams,02-Berne B,President,,D,Biden\Harris,50,29,53,132
Adams,02-Berne B,President,,L,Jorgense\Cohen,11,3,12,26
Adams,02-Berne B,President,,,Write-In,1,0,2,3
Adams,02-Berne B,Governor,,R,Holcomb\Crouch,272,47,199,518
Adams,02-Berne B,Governor,,D,Myers\Lawson,36,21,41,98
Adams,02-Berne B,Governor,,L,Rainwater II / Henry,102,4,38,144
Adams,02-Berne B,Attorney General,,R,Todd Rokita,340,44,207,591
Adams,02-Berne B,Attorney General,,D,Jonathan Weinzapfel,59,20,64,143
Adams,02-Berne B,U.S. House,3,R,Jim Banks,362,51,224,637
Adams,02-Berne B,U.S. House,3,D,Chip Coldiron,47,18,50,115
Adams,02-Berne B,U.S. House,3,,Write-In,0,0,0,0
Adams,02-Berne B,State Representative,79,R,Matthew S Lehman,367,55,233,655
Adams,03-Berne C,Registered Voters,,,,,,,866
Adams,03-Berne C,Ballots Cast,,,,241,150,312,703
Adams,03-Berne C,President,,R,Trump\Pence,202,99,260,561
Adams,03-Berne C,President,,D,Biden\Harris,32,46,50,128
Adams,03-Berne C,President,,L,Jorgense\Cohen,4,0,2,6
Adams,03-Berne C,President,,,Write-In,0,2,0,2
Adams,03-Berne C,Governor,,R,Holcomb\Crouch,183,107,246,536
Adams,03-Berne C,Governor,,D,Myers\Lawson,17,29,33,79
Adams,03-Berne C,Governor,,L,Rainwater II / Henry,37,6,30,73
Adams,03-Berne C,Attorney General,,R,Todd Rokita,189,98,253,540
Adams,03-Berne C,Attorney General,,D,Jonathan Weinzapfel,38,41,53,132
Adams,03-Berne C,U.S. House,3,R,Jim Banks,206,103,261,570
Adams,03-Berne C,U.S. House,3,D,Chip Coldiron,28,36,47,111
Adams,03-Berne C,U.S. House,3,,Write-In,0,0,0,0
Adams,03-Berne C,State Representative,79,R,Matthew S Lehman,218,115,273,606
Adams,04 - Blue Creek,Registered Voters,,,,,,,378
Adams,04 - Blue Creek,Ballots Cast,,,,99,25,116,240
Adams,04 - Blue Creek,President,,R,Trump\Pence,91,19,102,212
Adams,04 - Blue Creek,President,,D,Biden\Harris,7,5,12,24
Adams,04 - Blue Creek,President,,L,Jorgense\Cohen,1,1,2,4
Adams,04 - Blue Creek,President,,,Write-In,0,0,0,0
Adams,04 - Blue Creek,Governor,,R,Holcomb\Crouch,65,21,85,171
Adams,04 - Blue Creek,Governor,,D,Myers\Lawson,4,4,8,16
Adams,04 - Blue Creek,Governor,,L,Rainwater II / Henry,27,0,21,48
Adams,04 - Blue Creek,Attorney General,,R,Todd Rokita,83,19,96,198
Adams,04 - Blue Creek,Attorney General,,D,Jonathan Weinzapfel,13,6,16,35
Adams,04 - Blue Creek,U.S. House,3,R,Jim Banks,92,20,100,212
Adams,04 - Blue Creek,U.S. House,3,D,Chip Coldiron,4,4,15,23
Adams,04 - Blue Creek,U.S. House,3,,Write-In,0,0,0,0
Adams,04 - Blue Creek,State Representative,79,R,Matthew S Lehman,91,19,98,208
Adams,05 - Decatur 1,Registered Voters,,,,,,,1584
Adams,05 - Decatur 1,Ballots Cast,,,,283,76,725,1084
Adams,05 - Decatur 1,President,,R,Trump\Pence,219,23,447,689
Adams,05 - Decatur 1,President,,D,Biden\Harris,46,52,248,346
Adams,05 - Decatur 1,President,,L,Jorgense\Cohen,12,1,23,36
Adams,05 - Decatur 1,President,,,Write-In,1,0,2,3
Adams,05 - Decatur 1,Governor,,R,Holcomb\Crouch,162,32,451,645
Adams,05 - Decatur 1,Governor,,D,Myers\Lawson,33,37,148,218
Adams,05 - Decatur 1,Governor,,L,Rainwater II / Henry,83,1,117,201
Adams,05 - Decatur 1,Attorney General,,R,Todd Rokita,216,25,439,680
Adams,05 - Decatur 1,Attorney General,,D,Jonathan Weinzapfel,57,43,257,357
