county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Pulaski,Beaver,Registered Voters,,,,,,,323
Pulaski,Beaver,Ballots Cast,,,,88,29,101,218
Pulaski,Beaver,President,,REP,Donald J Trump,69,17,74,160
Pulaski,Beaver,President,,DEM,Joseph R Biden,15,10,23,48
Pulaski,Beaver,President,,LIB,Jo Jorgensen,2,2,1,5
Pulaski,Beaver,President,,,Write-In,0,0,0,0
Pulaski,Beaver,Governor,,REP,Eric Holcomb,52,21,64,137
Pulaski,Beaver,Governor,,DEM,Woodrow (Woody) Myers,10,7,21,38
Pulaski,Beaver,Governor,,LIB,Donald G Rainwater II,22,0,12,34
Pulaski,Beaver,Attorney General,,REP,Todd Rokita,59,19,70,148
Pulaski,Beaver,Attorney General,,DEM,Jonathan Weinzapfel,17,9,25,51
Pulaski,Beaver,U.S. House,2,REP,Jackie Walorski,73,20,70,163
Pulaski,Beaver,U.S. House,2,DEM,Patricia (Pat) Hackett,12,9,29,50
Pulaski,Beaver,U.S. House,2,,Write-In,0,0,0,0
Pulaski,Beaver,State Senate,5,REP,Ed Charbonneau,69,19,66,154
Pulaski,Beaver,State Senate,5,DEM,Luke Bohm,14,9,29,52
Pulaski,Beaver,State Representative,16,REP,Douglas L Gutwein,67,18,73,158
Pulaski,Beaver,State Representative,16,DEM,Michael A Lovely,18,10,25,53
Pulaski,Cass,Registered Voters,,,,,,,542
Pulaski,Cass,Ballots Cast,,,,207,34,89,330
Pulaski,Cass,President,,REP,Donald J Trump,169,13,52,234
Pulaski,Cass,President,,DEM,Joseph R Biden,32,21,34,87
Pulaski,Cass,President,,LIB,Jo Jorgensen,4,0,1,5
Pulaski,Cass,President,,,Write-In,0,0,1,1
Pulaski,Cass,Governor,,REP,Eric Holcomb,145,14,54,213
Pulaski,Cass,Governor,,DEM,Woodrow (Woody) Myers,22,18,26,66
Pulaski,Cass,Governor,,LIB,Donald G Rainwater II,35,2,8,45
Pulaski,Cass,Attorney General,,REP,Todd Rokita,154,15,52,221
Pulaski,Cass,Attorney General,,DEM,Jonathan Weinzapfel,43,19,33,95
Pulaski,Cass,U.S. House,2,REP,Jackie Walorski,172,16,53,241
Pulaski,Cass,U.S. House,2,DEM,Patricia (Pat) Hackett,32,18,32,82
Pulaski,Cass,U.S. House,2,,Write-In,0,0,0,0
Pulaski,Cass,State Senate,5,REP,Ed Charbonneau,164,16,52,232
Pulaski,Cass,State Senate,5,DEM,Luke Bohm,38,18,33,89
Pulaski,Cass,State Representative,16,REP,Douglas L Gutwein,158,16,53,227
Pulaski,Cass,State Representative,16,DEM,Michael A Lovely,48,17,33,98
Pulaski,Franklin,Registered Voters,,,,,,,503
Pulaski,Franklin,Ballots Cast,,,,116,39,157,312
Pulaski,Franklin,President,,REP,Donald J Trump,90,21,123,234
Pulaski,Franklin,President,,DEM,Joseph R Biden,21,15,29,65
Pulaski,Franklin,President,,LIB,Jo Jorgensen,4,1,2,7
Pulaski,Franklin,President,,,Write-In,0,0,0,0
Pulaski,Franklin,Governor,,REP,Eric Holcomb,66,21,116,203
Pulaski,Franklin,Governor,,DEM,Woodrow (Woody) Myers,17,13,28,58
Pulaski,Franklin,Governor,,LIB,Donald G Rainwater II,30,3,12,45
Pulaski,Franklin,Attorney General,,REP,Todd Rokita,87,23,117,227
Pulaski,Franklin,Attorney General,,DEM,Jonathan Weinzapfel,25,15,34,74
Pulaski,Franklin,U.S. House,2,REP,Jackie Walorski,83,23,122,228
Pulaski,Franklin,U.S. House,2,DEM,Patricia (Pat) Hackett,28,15,32,75
Pulaski,Franklin,U.S. House,2,,Write-In,0,0,0,0
Pulaski,Franklin,State Senate,5,REP,Ed Charbonneau,88,22,122,232
Pulaski,Franklin,State Senate,5,DEM,Luke Bohm,23,16,30,69
Pulaski,Franklin,State Representative,16,REP,Douglas L Gutwein,91,20,115,226
Pulaski,Franklin,State Representative,16,DEM,Michael A Lovely,20,17,37,74
Pulaski,Harrison,Registered Voters,,,,,,,479
Pulaski,Harrison,Ballots Cast,,,,141,32,167,340
Pulaski,Harrison,President,,REP,Donald J Trump,119,16,118,253
Pulaski,Harrison,President,,DEM,Joseph R Biden,18,13,46,77
Pulaski,Harrison,President,,LIB,Jo Jorgensen,1,0,0,1
Pulaski,Harrison,President,,,Write-In,0,0,1,1
Pulaski,Harrison,Governor,,REP,Eric Holcomb,87,15,111,213
Pulaski,Harrison,Governor,,DEM,Woodrow (Woody) Myers,12,11,37,60
Pulaski,Harrison,Governor,,LIB,Donald G Rainwater II,38,1,18,57
Pulaski,Harrison,Attorney General,,REP,Todd Rokita,110,14,115,239
Pulaski,Harrison,Attorney General,,DEM,Jonathan Weinzapfel,22,14,41,77
Pulaski,Harrison,U.S. House,2,REP,Jackie Walorski,113,15,120,248
Pulaski,Harrison,U.S. House,2,DEM,Patricia (Pat) Hackett,23,13,44,80
Pulaski,Harrison,U.S. House,2,,Write-In,0,0,0,0
Pulaski,Harrison,State Senate,5,REP,Ed Charbonneau,112,14,113,239
Pulaski,Harrison,State Senate,5,DEM,Luke Bohm,20,14,46,80
Pulaski,Harrison,State Representative,16,REP,Douglas L Gutwein,113,14,115,242
Pulaski,Harrison,State Representative,16,DEM,Michael A Lovely,21,13,46,80
Pulaski,Indian Creek,Registered Voters,,,,,,,473
Pulaski,Indian Creek,Ballots Cast,,,,158,32,121,311
Pulaski,Indian Creek,President,,REP,Donald J Trump,134,9,80,223
Pulaski,Indian Creek,President,,DEM,Joseph R Biden,20,22,37,79
Pulaski,Indian Creek,President,,LIB,Jo Jorgensen,2,1,3,6
Pulaski,Indian Creek,President,,,Write-In,0,0,0,0
